Key_2_4,range_fie,wtd_entropy_atomic_radius,wtd_gmean_Valence,wtd_entropy_atomic_mass,wtd_mean_Valence,std_ThermalConductivity,range_atomic_radius,range_ThermalConductivity,wtd_std_ThermalConductivity
18077,810.6,1.32061234562684,2.13982638786733,1.26745169749085,2.16666666666667,168.575647677736,205.0,399.97342,184.790905942964
8526,810.6,1.28473470239,2.09688192388147,1.25972637606258,2.11666666666667,168.301046773239,205.0,399.97342,184.535912385335
11124,810.6,1.26158236174811,2.08275948798482,1.24268992787478,2.1,168.301046773239,205.0,399.97342,184.524917462533
9572,810.6,1.23230171760707,2.06873216626383,1.21698673235811,2.08333333333333,168.301046773239,205.0,399.97342,184.513920379103
12658,810.6,1.19623901547839,2.05479931812743,1.18129663899455,2.06666666666667,168.301046773239,205.0,399.97342,184.502921134657
19625,810.6,1.33229350727075,2.06336223306145,1.32812739211167,2.07692307692308,168.854243757651,205.0,399.97342,166.590509752515
2473,810.6,1.16683237250706,2.1192680453341,1.10818929255145,2.14285714285714,168.301046773239,205.0,399.97342,191.475654911147
17900,810.6,1.36489009004857,2.07779784084537,1.32727938278453,2.09411764705882,168.301046773239,205.0,399.97342,150.736238674972
7110,810.6,1.36145947812035,2.08275948798482,1.31827439130713,2.1,168.301046773239,205.0,399.97342,147.280317591795
4570,810.6,1.34429759166452,2.09485858532585,1.28855872052947,2.11428571428571,168.301046773239,205.0,399.97342,138.125085837998
3894,810.6,1.29745857070415,2.11110011888848,1.26859888359841,2.13333333333333,168.301046773239,205.0,399.97342,184.546905147894
9191,810.6,1.36907131576493,2.06593805917258,1.36786656448398,2.08,168.714447551086,205.0,399.97342,158.481372629969
14135,810.6,1.36964080122098,2.06593805917258,1.3682939372733,2.08,169.136815270857,205.0,399.97342,158.588366300051
10887,810.6,1.36819366019727,2.06593805917258,1.36850626771462,2.08,169.136815270857,205.0,399.97342,158.588366300051
4388,810.6,1.36759269405101,2.06593805917258,1.36853670653168,2.08,168.437846600662,205.0,399.97342,158.412326437431
16045,810.6,1.36759269405101,2.06593805917258,1.36852720501645,2.08,168.575647677736,205.0,399.97342,158.446621040018
18161,810.6,1.36635191963239,2.06593805917258,1.36849757097199,2.08,168.301046773239,205.0,399.97342,158.378489119069
16095,810.6,1.36472629565036,2.06593805917258,1.36823906143562,2.08,168.437846600662,205.0,399.97342,158.412326437431
2815,810.6,1.15524832078761,2.15301268319815,1.14986343717979,2.18181818181818,168.301046773239,205.0,399.97342,191.927909352198
17958,810.6,1.17783588233078,2.1192680453341,1.1584533622061,2.14285714285714,168.854243757651,205.0,399.97342,191.963623647973
1402,810.6,1.16463071154131,2.15301268319815,1.15220822330069,2.18181818181818,169.136815270857,205.0,399.97342,192.921592579763
2510,810.6,1.16683237250706,2.1192680453341,1.10818929255145,2.14285714285714,168.301046773239,205.0,399.97342,191.475654911147
19615,810.6,1.32954722466143,2.04925248880628,1.29151713892627,2.06,168.301046773239,205.0,399.97342,158.370148631992
8873,810.6,1.22784960682178,2.1689435423954,1.14903181087686,2.2,168.301046773239,205.0,399.97342,168.273926026785
12181,810.6,1.26906597135551,2.14396192632526,1.19716688159317,2.17142857142857,168.301046773239,205.0,399.97342,176.076948471514
5725,810.6,1.3545152126147,2.20696281450132,1.28717228559559,2.24285714285714,156.179590169521,205.0,399.97342,129.261051950501
9552,772.0,1.16005975115976,2.2262216392083,0.981879783570863,2.26428571428571,166.742351106334,171.0,399.97342,138.437713993087
16547,810.6,1.22934618718307,2.40033060321975,1.04394718666063,2.45,153.511565378767,205.0,399.97342,164.034663132425
16621,772.0,1.26810420283283,2.20058030129855,1.10528463853247,2.23571428571429,166.742351106334,171.0,399.97342,138.266623277088
15414,810.6,1.29933895216816,2.11110011888848,1.24186674738122,2.13333333333333,168.301046773239,205.0,399.97342,184.546905147894
17833,810.6,1.36635191963239,2.06593805917258,1.3683461595458,2.08,165.549597553024,205.0,399.97342,157.750314353662
17119,810.6,1.18204802798243,2.21978342968743,0.976253185845394,2.25714285714286,168.437846600662,205.0,399.97342,138.255715676361
10129,810.6,1.22651562026897,2.12541472231361,1.2574114851457,2.15,168.301046773239,205.0,399.97342,147.920202165069
17770,810.6,1.17303291789271,2.2262216392083,1.0222908923957,2.26428571428571,168.854243757651,205.0,399.97342,138.528892724768
18858,772.0,1.16005975115976,2.2262216392083,0.981879783570863,2.26428571428571,166.742351106334,171.0,399.97342,138.437713993087
7980,772.0,1.23900812721508,2.23080094293051,1.04065283660303,2.27142857142857,153.422947126691,171.0,399.97342,135.420287353473
430,772.0,1.20558320597489,2.22269099937651,1.02374300134014,2.26142857142857,152.618287133094,171.0,399.97342,137.806394712822
6792,772.0,1.20525066159381,2.22326999546611,1.02389303627652,2.26285714285714,149.312717489969,171.0,399.97342,137.807362092691
12585,772.0,1.21402411433066,2.22418389027538,1.03018078092331,2.26285714285714,154.865068729392,171.0,399.97342,137.232929816827
3637,772.0,1.23458089595756,2.2262216392083,1.04468036580896,2.26428571428571,149.722140982019,171.0,399.97342,135.394716126512
8242,772.0,1.23367388267623,2.23080094293051,1.04619748259772,2.27142857142857,149.216201686812,171.0,399.97342,135.428188503223
45,772.0,1.23298863783417,2.21978342968743,1.04608046513289,2.25714285714286,149.375412914708,171.0,399.97342,135.411016117292
18951,772.0,1.20362404854194,2.21978342968743,1.02575276038711,2.25714285714286,149.173162190253,171.0,399.97342,137.819737605882
8104,786.5,1.31123901255512,2.2289249428518,1.15338360667013,2.27142857142857,154.307419920882,199.0,399.97342,138.395228788671
17859,781.6,1.29910084786502,2.21978342968743,1.1552119763296,2.25714285714286,153.904552684576,171.0,399.97342,138.376015614211
6546,773.0,1.30866851813166,2.21978342968743,1.15851030813597,2.25714285714286,154.307419920882,190.0,399.97342,138.395228788671
14671,772.0,1.30721851084602,2.21978342968743,1.16214053628718,2.25714285714286,154.514672751294,185.0,399.97342,138.405444828455
2370,810.6,1.40082793451479,2.07303817332395,1.34355284562611,2.08846153846154,151.002871308593,205.0,399.97342,163.18282316917
18880,810.6,1.43927408903501,2.08275948798482,1.37715235448852,2.1,151.002871308593,205.0,399.97342,159.773056664478
15670,810.6,1.35708750787111,2.06529380134206,1.30631376124866,2.07923076923077,151.002871308593,205.0,399.97342,165.800610628501
7418,810.6,1.37003992928516,2.06722717781512,1.31723190591191,2.08153846153846,151.002871308593,205.0,399.97342,165.155037843575
6382,810.6,1.39148471835639,2.07109936211099,1.33551217286693,2.08615384615385,151.002871308593,205.0,399.97342,163.846215004959
1685,810.6,1.339742693422,2.06336223306145,1.29188813799544,2.07692307692308,168.301046773239,205.0,399.97342,166.440382618967
7264,810.6,1.47538905806704,2.24531414385029,1.40775491706912,2.38461538461538,156.670186752705,205.0,399.97342,166.43244239005
16818,810.6,1.46783510921036,2.21404399798831,1.41566747941172,2.30769230769231,156.691944281728,205.0,399.9911,166.441170151285
20609,810.6,1.339742693422,2.06336223306145,1.29188813799544,2.07692307692308,168.301046773239,205.0,399.97342,166.440382618967
13582,810.6,1.339742693422,2.06336223306145,1.29188813799544,2.07692307692308,168.301046773239,205.0,399.97342,166.440382618967
11361,810.6,1.3476501035762,2.06336223306145,1.33465627293655,2.07692307692308,169.136815270857,205.0,399.97342,166.668078819058
12255,810.6,1.339742693422,2.06336223306145,1.29188813799544,2.07692307692308,168.301046773239,205.0,399.97342,166.440382618967
17517,810.6,1.339742693422,2.06336223306145,1.29188813799544,2.07692307692308,168.301046773239,205.0,399.97342,166.440382618967
19700,810.6,1.339742693422,2.06336223306145,1.29188813799544,2.07692307692308,168.301046773239,205.0,399.97342,166.440382618967
16319,810.6,1.339742693422,2.06336223306145,1.29188813799544,2.07692307692308,168.301046773239,205.0,399.97342,166.440382618967
9142,810.6,1.34827300443234,2.05877052890024,1.3470889094788,2.07142857142857,168.437846600662,205.0,399.97342,162.327138566108
13109,810.6,1.39558145986775,2.05877052890024,1.38831696884324,2.07142857142857,155.528813210413,205.0,399.97342,162.473936600328
18582,810.6,1.339742693422,2.06336223306145,1.29188813799544,2.07692307692308,168.301046773239,205.0,399.97342,166.440382618967
17987,810.6,1.339742693422,2.06336223306145,1.29188813799544,2.07692307692308,168.301046773239,205.0,399.97342,166.440382618967
4468,810.6,1.339742693422,2.06336223306145,1.29188813799544,2.07692307692308,168.301046773239,205.0,399.97342,166.440382618967
7027,810.6,1.47760774073015,2.14243601190143,1.43102342223928,2.19354838709677,152.118113002494,205.0,399.97342,132.154761252348
17135,810.6,1.37919044054497,2.07433172234593,1.37344037745871,2.09,168.854243757651,205.0,399.97342,158.537930846719
17973,810.6,1.37101103989507,2.06593805917258,1.36769231745636,2.08,168.854243757651,205.0,399.97342,158.516580906728
11077,810.6,1.25743956866659,2.02995623665628,1.3388986972413,2.03666666666667,168.854243757651,205.0,399.97342,125.164257767861
4347,810.6,1.34026434782825,2.04925248880628,1.33778506009573,2.06,168.854243757651,205.0,399.97342,158.473825071395
6219,810.6,1.31708657214774,2.04096030729891,1.31259999361149,2.05,168.854243757651,205.0,399.97342,158.452419160956
1939,810.6,1.28796394761163,2.03270167962374,1.27944991507009,2.04,168.854243757651,205.0,399.97342,158.430994578583
12352,810.6,1.35811162109823,2.05757836047112,1.35594308833703,2.07,168.854243757651,205.0,399.97342,158.495212317468
7111,810.6,1.34275027146283,2.05479931812743,1.30948521902609,2.06666666666667,168.301046773239,205.0,399.97342,158.372929123787
1913,764.1,1.37049664324629,2.30277515670814,1.23080829900887,2.46153846153846,167.496912702796,171.0,399.97342,142.009840715621
16061,764.1,1.27872030810402,2.51486685936587,1.10063731296133,2.75,167.496912702796,171.0,399.97342,167.496912702796
20537,810.6,1.17306591006094,2.1192680453341,1.16460037443776,2.14285714285714,168.575647677736,205.0,399.97342,191.718517149331
14421,810.6,1.17306591006094,2.1192680453341,1.16389483110732,2.14285714285714,168.437846600662,205.0,399.97342,191.596804962442
18275,810.6,1.17590969915264,2.1192680453341,1.16125576050284,2.14285714285714,169.136815270857,205.0,399.97342,192.210965821464
16238,810.6,1.33924280475906,2.0638611731558,1.29069116588067,2.07751937984496,168.301046773239,205.0,399.97342,166.866991991426
3066,810.6,1.21774745425286,2.18154329728693,1.18536772156421,2.21428571428571,168.714447551086,205.0,399.97342,192.08255349809
18132,810.6,1.21781884455722,2.18154329728693,1.18337304061762,2.21428571428571,169.136815270857,205.0,399.97342,192.635541986171
11800,810.6,1.21624241940537,2.18154329728693,1.1828853676075,2.21428571428571,168.301046773239,205.0,399.97342,191.535879909306
13560,810.6,1.21722740654724,2.18154329728693,1.17622827782518,2.21428571428571,165.549597553024,205.0,399.97342,187.725044106739
12334,810.6,1.339742693422,2.06336223306145,1.29188813799544,2.07692307692308,168.301046773239,205.0,399.97342,166.440382618967
11274,810.6,1.42506886678896,2.06336223306145,1.36958994774575,2.07692307692308,150.700503073611,205.0,399.97342,160.919486227826
2200,810.6,1.36082267761168,2.06658251797604,1.30404795456213,2.08076923076923,158.777125005586,205.0,399.97342,165.593991272567
16581,810.6,1.3763560810797,2.06980782878224,1.31337837503657,2.08461538461538,158.777125005586,205.0,399.97342,164.740806879889
20413,772.0,1.16005975115976,2.2262216392083,0.981879783570863,2.26428571428571,166.742351106334,171.0,399.97342,138.437713993087
8542,772.0,1.18382426241838,2.2262216392083,0.999169484785874,2.26428571428571,149.375412914708,171.0,399.97342,136.95737897616
11463,772.0,1.20038893156208,2.2262216392083,1.01124890458751,2.26428571428571,149.375412914708,171.0,399.97342,135.451876755589
3424,810.6,1.37917409722266,2.07045349474052,1.31509691307722,2.08538461538462,158.777125005586,205.0,399.97342,164.569345553186
1209,810.6,1.38191749330454,2.07109936211099,1.31677721824125,2.08615384615385,158.777125005586,205.0,399.97342,164.397607407273
12229,810.6,1.38459225769248,2.07174543095648,1.31842231785497,2.08692307692308,158.777125005586,205.0,399.97342,164.225591573703
4617,810.6,1.38590551466781,2.072068540952,1.31923247944196,2.08730769230769,158.777125005586,205.0,399.97342,164.139479251278
154,810.6,1.39709103718912,2.07497879950966,1.32619762050364,2.09076923076923,158.777125005586,205.0,399.97342,163.361316339562
20846,810.6,1.339742693422,2.06336223306145,1.29188813799544,2.07692307692308,168.301046773239,205.0,399.97342,166.440382618967
6743,810.6,1.33870314115859,2.06436803268003,1.28945925101998,2.078125,168.301046773239,205.0,399.97342,167.295738990658
918,810.6,1.3451629421374,2.06336223306145,1.33710775361108,2.07692307692308,168.575647677736,205.0,399.97342,166.514610257799
18655,810.6,1.36435880329077,2.04749964824093,1.29361789899489,2.06544901065449,156.67290307537,205.0,399.97342,165.845814473022
12918,810.6,1.40253955057021,2.0108236128906,1.29692171226667,2.03857566765579,156.67290307537,205.0,399.97342,164.419852395362
4774,810.6,1.44331662443495,1.95932193351547,1.30125830134875,2.0,156.67290307537,205.0,399.97342,162.288964876178
15494,810.6,1.34275027146283,2.05479931812743,1.30948521902609,2.06666666666667,168.301046773239,205.0,399.97342,158.372929123787
9331,810.6,1.34742668165262,2.06287102824422,1.33423064111802,2.0763358778626,168.714447551086,205.0,399.97342,166.126315008474
2009,810.6,1.34803232154777,2.06296865903271,1.3355978654548,2.07645259938838,169.136815270857,205.0,399.97342,166.325792120263
2265,810.6,1.34494335408229,2.06426601818538,1.333831803732,2.07800312012481,169.136815270857,205.0,399.97342,167.443422609365
5777,810.6,1.34358026423938,2.06483113431065,1.33299978931334,2.0786782061369,168.437846600662,205.0,399.97342,167.721919239214
235,810.6,1.34422032609993,2.06426601818538,1.33490128248427,2.07800312012481,168.575647677736,205.0,399.97342,167.286003850535
19051,810.6,1.3417317309972,2.06514358828904,1.33305833901333,2.07905138339921,168.301046773239,205.0,399.97342,167.942819833041
15274,810.6,1.34210059603584,2.06483113431065,1.33459143942285,2.0786782061369,165.549597553024,205.0,399.97342,166.944108100691
6464,810.6,1.34174907677111,2.06336223306145,1.33852775623715,2.07692307692308,168.437846600662,205.0,399.97342,166.477287315448
16046,810.6,1.33824206914317,2.06477934979488,1.28844805364619,2.07861635220126,168.301046773239,205.0,399.97342,167.640261329844
4046,810.6,1.33794170329794,2.06257994380695,1.33217145007849,2.07598784194529,168.301046773239,205.0,399.97342,165.762300552959
4889,810.6,1.34986364611014,2.06282232628307,1.33381675256235,2.07627765064836,168.854243757651,205.0,399.97342,166.121407483749
19035,772.0,1.16005975115976,2.2262216392083,0.981879783570863,2.26428571428571,166.742351106334,171.0,399.97342,138.437713993087
4512,772.0,1.16005975115976,2.2262216392083,0.981879783570863,2.26428571428571,166.742351106334,171.0,399.97342,138.437713993087
966,810.6,1.40848920546972,2.06483113431065,1.35149009193666,2.0786782061369,150.700503073611,205.0,399.97342,163.514064363758
6847,810.6,1.50792397581338,2.06326337906762,1.45979352698838,2.07680491551459,150.600199073704,205.0,399.97342,146.915071604055
12297,810.6,1.40377713576964,2.04775000541063,1.37354503298843,2.06674546887313,197.918571076692,205.0,429.97342,168.457420964
19497,810.6,1.38574529073608,2.08449904582722,1.37751602952521,2.11225806451613,151.28874430915,205.0,399.97342,166.930559857948
3383,810.6,1.43660155058752,2.09810041037032,1.37729083580182,2.12490241998439,150.573777561166,205.0,399.97342,160.572689117074
5098,810.6,1.38033339333205,2.0654376276483,1.32597623869366,2.07940251572327,150.700503073611,205.0,399.97342,165.595841344983
3830,810.6,1.44178225371802,2.09773771018605,1.37579949537042,2.12449612403101,155.865920443692,205.0,399.97342,160.602741846623
9979,810.6,1.40261256681987,2.07342615330892,1.34509397966016,2.08892307692308,151.002871308593,205.0,399.97342,163.049417052898
7520,810.6,1.29075947465233,2.15757341887483,1.20827880978901,2.18703703703704,151.002871308593,205.0,399.97342,186.417527319486
5452,810.6,1.33924280475906,2.0638611731558,1.29069116588067,2.07751937984496,168.301046773239,205.0,399.97342,166.866991991426
7703,810.6,1.40220655750694,2.04828924481965,1.29461620712851,2.06760904684976,150.832670151527,205.0,399.97342,165.804764492889
2825,810.6,1.41397437216811,2.04422159267214,1.29755892835392,2.06471518987342,150.832670151527,205.0,399.97342,163.752828127485
18137,810.6,1.40082793451479,2.07303817332395,1.34355284562611,2.08846153846154,151.002871308593,205.0,399.97342,163.18282316917
5536,810.6,1.40082793451479,2.07303817332395,1.34355284562611,2.08846153846154,151.002871308593,205.0,399.97342,163.18282316917
16247,810.6,1.43927408903501,2.08275948798482,1.37715235448852,2.1,151.002871308593,205.0,399.97342,159.773056664478
404,810.6,1.339742693422,2.06336223306145,1.29188813799544,2.07692307692308,168.301046773239,205.0,399.97342,166.440382618967
12407,810.6,1.36383504779383,2.06626026344878,1.31198924786529,2.08038461538462,151.002871308593,205.0,399.97342,165.478553564235
4339,810.6,1.36383504779383,2.06626026344878,1.31198924786529,2.08038461538462,151.002871308593,205.0,399.97342,165.478553564235
9097,810.6,1.38651593159184,2.07013063658878,1.33125489996622,2.085,151.002871308593,205.0,399.97342,164.175652318352
5279,1177.5,1.26198053052711,1.95792334283052,1.20180880885013,2.0223642172524,156.6898568284,211.0,399.97342,189.258192793809
15453,1177.5,1.45556667539919,1.892210030047,1.40156411786685,1.95121951219512,156.6898568284,211.0,399.97342,165.068800974981
16401,1177.5,1.1804317033875,2.10445260473337,1.12138239521483,2.1321822813473,156.6898568284,211.0,399.97342,191.355378048026
4257,1177.5,1.1804317033875,2.10445260473337,1.12138239521483,2.1321822813473,156.6898568284,211.0,399.97342,191.355378048026
15535,1177.5,1.19546673342892,2.08292811355264,1.13606295259606,2.11653872993719,156.6898568284,211.0,399.97342,191.152571213329
5534,1177.5,1.17092690575493,2.11564123144254,1.11214754355233,2.14025085518814,156.6898568284,211.0,399.97342,191.447642994983
4079,1177.5,1.17443820793072,2.11181257516265,1.11555378286526,2.13749466799374,156.6898568284,211.0,399.97342,191.417068703549
1451,1177.5,1.17762476642364,2.1080092619863,1.11865069529767,2.13475177304965,156.6898568284,211.0,399.97342,191.385670595515
942,810.6,1.16683237250706,2.1192680453341,1.10818929255145,2.14285714285714,168.301046773239,205.0,399.97342,191.475654911147
8689,810.6,1.17590969915264,2.1192680453341,1.16125576050284,2.14285714285714,169.136815270857,205.0,399.97342,192.210965821464
3515,810.6,1.17306591006094,2.1192680453341,1.16460037443776,2.14285714285714,168.575647677736,205.0,399.97342,191.718517149331
9821,810.6,1.17389632790271,2.1192680453341,1.16311247445672,2.14285714285714,169.136815270857,205.0,399.97342,192.210965821464
18246,810.6,1.17306591006094,2.1192680453341,1.16389483110732,2.14285714285714,168.437846600662,205.0,399.97342,191.596804962442
18976,810.6,1.16683237250706,2.1192680453341,1.10818929255145,2.14285714285714,168.301046773239,205.0,399.97342,191.475654911147
11692,772.0,1.16005975115976,2.2262216392083,0.981879783570863,2.26428571428571,166.742351106334,171.0,399.97342,138.437713993087
15724,772.0,1.16646431067908,2.2262216392083,0.986532751688205,2.26428571428571,149.375412914708,171.0,399.97342,138.14362133263
20090,772.0,1.17144999337075,2.2262216392083,0.990159091355019,2.26428571428571,149.375412914708,171.0,399.97342,137.848547850757
17438,772.0,1.17999201975361,2.2262216392083,0.996377670878066,2.26428571428571,149.375412914708,171.0,399.97342,137.255433098751
71,772.0,1.04478578565055,2.41252711382725,0.823349604737796,2.4625,149.375412914708,171.0,399.97342,167.207167987928
2900,810.6,1.46653333800259,2.18857476102454,1.28523034691203,2.22222222222222,151.16463932891,205.0,399.97342,163.178804529127
12277,810.6,1.46154982499193,2.1689435423954,1.31484934581869,2.2,151.16463932891,205.0,399.97342,163.178556982174
19436,810.6,1.16683237250706,2.1192680453341,1.10818929255145,2.14285714285714,168.301046773239,205.0,399.97342,191.475654911147
2711,810.6,1.2490493265422,2.15098079384135,1.16192929985065,2.18571428571429,154.481288019745,205.0,399.97342,189.944670726417
5799,810.6,1.29946414855751,2.18316809223865,1.19764424555451,2.22857142857143,154.481288019745,205.0,399.97342,188.052677330266
9458,810.6,1.33714289166955,2.21583704169536,1.22606263167489,2.27142857142857,154.481288019745,205.0,399.97342,185.788645952317
13604,810.6,1.36614384287619,2.2489948496428,1.2493858875338,2.31428571428571,154.481288019745,205.0,399.97342,183.138779286392
1308,810.6,1.38837920726595,2.2826488313644,1.26860706287444,2.35714285714286,154.481288019745,205.0,399.97342,180.086046078601
5736,810.6,1.40495424243604,2.31680641160953,1.28426520027279,2.4,154.481288019745,205.0,399.97342,176.609556666502
17780,764.1,1.49152111074041,2.32998610150143,1.34520296001588,2.5,154.008028485009,171.0,399.97342,173.191412865496
16036,764.1,1.47816038805919,2.51486685936587,1.20833369895401,2.75,154.008028485009,171.0,399.97342,163.479906969933
9118,764.1,1.34878986619954,2.21434635777982,1.35099415932606,2.33333333333333,154.008028485009,171.0,399.97342,166.718454358276
2120,764.1,1.49152111074041,2.32998610150143,1.34520296001588,2.5,154.008028485009,171.0,399.97342,173.191412865496
11209,772.0,1.17801988966963,2.22793855181868,0.993991908777227,2.26618705035971,149.173162190253,171.0,399.97342,134.408911398282
10086,810.6,1.339742693422,2.06336223306145,1.29188813799544,2.07692307692308,168.301046773239,205.0,399.97342,166.440382618967
13575,810.6,1.40170287823154,2.08221937018432,1.34587369962263,2.10296875,150.573777561166,205.0,399.97342,163.83037591851
20440,810.6,1.41655583104551,2.09514592631055,1.35325815123881,2.13343350864012,150.648714722162,205.0,399.97342,160.881887358264
17545,810.6,1.33835981642898,2.0646760285273,1.28870301637458,2.07849293563579,168.301046773239,205.0,399.97342,167.55400441993
4487,810.6,1.35184149022472,2.06500537050668,1.30137052694047,2.07888631090487,151.002871308593,205.0,399.97342,166.312923711501
1253,810.6,1.36562535538712,2.06700162379693,1.31286605339102,2.0812693498452,151.002871308593,205.0,399.97342,165.712009584003
16749,810.6,1.38452741120446,2.07024757939145,1.32891507428718,2.08513931888545,151.002871308593,205.0,399.97342,164.626199588494
16412,810.6,1.41479343088942,2.07669430494751,1.35509051145322,2.09280742459397,151.002871308593,205.0,399.97342,162.361632819031
11396,810.6,1.45963155479761,2.0892656774595,1.39532407031488,2.10769230769231,151.002871308593,205.0,399.97342,157.410453242674
15966,810.6,1.36052634517342,2.06694894728232,1.3032365870864,2.08120649651972,158.777125005586,205.0,399.97342,165.891329398559
3735,810.6,1.37609673336581,2.07019230784422,1.31258523374481,2.08507347254447,158.777125005586,205.0,399.97342,165.037056724575
15490,810.6,1.40148481221454,2.07681537178357,1.32814625419771,2.09295120061967,158.777125005586,205.0,399.97342,163.391821722889
13279,810.6,1.42268668706154,2.0828244994922,1.34247989426635,2.10007698229407,158.777125005586,205.0,399.97342,161.299566746237
5864,810.6,1.44067415812796,2.0892656774595,1.35445292050795,2.10769230769231,158.777125005586,205.0,399.97342,159.472880283001
13955,810.6,1.3828315367265,2.0640123909419,1.3298232038184,2.07770007770008,150.700503073611,205.0,399.97342,164.834486336794
14000,810.6,1.41214128437923,2.06426601818538,1.35624345514302,2.07800312012481,150.700503073611,205.0,399.97342,162.823279134906
6245,810.6,1.35143923509122,2.06608028711205,1.30148567607785,2.08062015503876,150.573777561166,205.0,399.97342,166.439739593091
19112,810.6,1.36510071897698,2.06930414100243,1.3138260169817,2.08513931888545,150.573777561166,205.0,399.97342,165.708922801659
18018,810.6,1.38328073737122,2.07545724485418,1.32937731240632,2.09360374414977,150.573777561166,205.0,399.97342,165.04877707651
7524,810.6,1.41317832456069,2.08664011744678,1.35654490377903,2.1091192517537,150.573777561166,205.0,399.97342,162.782677718455
