criticaltemp,gmean_fie,entropy_ThermalConductivity,mean_fie,mean_atomic_radius,wtd_gmean_ElectronAffinity,Key_0_0
60.0,745.091012254164,0.713636561856581,787.02,162.8,85.7672834709948,3507
54.0,745.091012254164,0.713636561856581,787.02,162.8,85.0020781719281,975
90.0,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,5005
90.0,787.159287702356,0.340182692508798,835.0,149.0,88.8766397315835,9321
72.0,823.894019261449,0.336496383206888,886.18,147.4,92.7429555294788,13372
92.0,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,4145
93.0,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,14438
94.5,735.158015772234,0.292895082607709,788.7,169.75,89.9629157631912,18996
91.85,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,21238
91.95,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,20282
89.7,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,19869
89.9,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,1119
85.0,728.828770624619,0.329500146289958,783.65,168.0,92.9675692087964,6095
90.5,709.473299760308,0.443635928700329,754.04,178.2,92.6332402114319,16030
130.0,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,5556
88.8,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,20655
85.5,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,7751
77.3,725.321918974824,0.646530453885528,767.92,171.2,82.7411736433984,16144
69.0,717.820867453222,0.308147989812345,775.175,171.0,98.3778980277815,16423
84.3,717.820867453222,0.308147989812345,775.175,171.0,97.2005565474433,5507
86.4,717.820867453222,0.308147989812345,775.175,171.0,114.141778096772,13855
88.8,717.820867453222,0.308147989812345,775.175,171.0,94.8879746111296,14816
73.6,717.820867453222,0.308147989812345,775.175,171.0,93.7523989306713,21254
62.5,717.820867453222,0.308147989812345,775.175,171.0,92.6304132981757,16294
93.1,717.820867453222,0.308147989812345,775.175,171.0,96.03730494897,970
92.0,741.629348855485,0.336261915781173,794.0,164.5,92.4898153337805,18033
22.0,783.844635520963,0.365842257570155,827.5,138.75,80.828349624023,14455
6.5,783.844635520963,0.365842257570155,827.5,138.75,56.7096204624861,2366
85.5,731.040719484406,0.322568040177833,785.4,168.0,60.6524135059113,5048
91.0,728.828770624619,0.329500146289958,783.65,168.0,60.6524135059113,16192
93.0,735.158015772234,0.292895082607709,788.7,169.75,60.6524135059113,18986
95.0,741.629348855485,0.336261915781173,794.0,164.5,86.205442920185,11988
89.5,720.069665798359,0.315454762294996,776.875,169.25,66.0992556646102,7166
92.5,735.158015772234,0.292895082607709,788.7,169.75,66.0992556646102,6486
90.0,741.629348855485,0.336261915781173,794.0,164.5,59.3277612476474,18369
90.0,737.864919527106,0.454622773405078,790.9,167.0,66.0992556646102,1021
91.6,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,8656
63.9,740.540285254181,0.738693887594424,782.44,161.4,86.4481343358663,12341
88.0,705.366436731606,0.866222799125826,750.64,155.2,86.2063543599321,3938
75.0,705.366436731606,0.866222799125826,750.64,155.2,85.8746129693143,20380
39.3,734.219624171273,0.403693221013522,787.05,151.75,98.4119621279586,3082
22.6,734.615272701362,0.789555345837517,776.88,151.2,98.3926839795108,9822
4.2,734.615272701362,0.789555345837517,776.88,151.2,98.3734096075044,19102
82.0,705.366436731606,0.866222799125826,750.64,155.2,85.8084180425051,20535
51.0,705.366436731606,0.866222799125826,750.64,155.2,85.7422741408846,16533
45.0,705.366436731606,0.866222799125826,750.64,155.2,85.676181225121,4889
45.0,705.366436731606,0.866222799125826,750.64,155.2,85.6431538746526,15709
20.0,705.366436731606,0.866222799125826,750.64,155.2,85.3464800596619,893
92.4,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,15627
91.6,741.629348855485,0.336261915781173,794.0,164.5,85.867609721279,6306
86.0,731.040719484406,0.322568040177833,785.4,168.0,89.9629157631912,13533
92.5,831.170151425455,0.339767082965526,897.46,142.2,86.3988919503282,18486
93.6,831.170151425455,0.339767082965526,897.46,142.2,86.0707539663244,10396
93.2,831.170151425455,0.339767082965526,897.46,142.2,85.6019015492422,20318
90.0,741.629348855485,0.336261915781173,794.0,164.5,92.4898153337805,5404
94.9,720.069665798359,0.315454762294996,776.875,169.25,90.2793330872405,14994
93.8,735.158015772234,0.292895082607709,788.7,169.75,90.2163481786402,18663
92.7,726.596497025721,0.292895082607709,781.9,168.5,89.3838180628154,17683
92.9,728.828770624619,0.329500146289958,783.65,168.0,89.0237450843616,19811
92.4,731.040719484406,0.322568040177833,785.4,168.0,89.3838180628154,10339
92.5,733.544320233598,0.336261915781173,787.4,167.0,88.8253251309612,4477
87.0,737.864919527106,0.454622773405078,790.9,167.0,89.0237450843616,13147
89.5,708.641979880737,0.329500146289958,768.4,165.75,89.9629157631912,16637
93.4,741.629348855485,0.336261915781173,794.0,164.5,85.5944916851814,6419
95.3,714.946183650756,0.336261915781173,773.025,163.0,90.4674003120317,18919
93.5,717.820867453222,0.308147989812345,775.175,171.0,90.3107699141655,5804
37.1,734.219624171273,0.403693221013522,787.05,151.75,98.4119621279586,8034
33.0,734.219624171273,0.403693221013522,787.05,151.75,98.4119621279586,12660
65.0,740.540285254181,0.738693887594424,782.44,161.4,85.3407315163698,388
30.0,771.891022146416,0.785623847019654,816.36,160.0,65.4983655921188,2118
86.0,739.389996391423,0.862238246705059,781.3,164.6,85.7014542032276,17059
81.0,765.355976147812,0.69460511265179,808.82,167.0,84.8406542405128,18743
36.0,744.894599675854,0.755118630693736,786.82,162.0,84.5379706444255,21116
71.0,740.540285254181,0.738693887594424,782.44,161.4,85.3083434848534,9490
63.0,736.595609239425,0.418122300945992,778.56,163.8,77.7754810791366,16347
57.0,745.091012254164,0.713636561856581,787.02,162.8,84.5462358960216,816
36.0,745.091012254164,0.713636561856581,787.02,162.8,51.7591478549708,7523
88.0,741.629348855485,0.336261915781173,794.0,164.5,86.205442920185,1963
62.0,690.770034864017,0.726650773966385,739.18,165.0,83.9578362363058,7857
33.0,690.770034864017,0.726650773966385,739.18,165.0,83.9043393779831,7134
50.0,745.091012254164,0.713636561856581,787.02,162.8,84.6220394929016,5720
57.0,745.091012254164,0.713636561856581,787.02,162.8,84.6220394929016,18852
4.0,745.091012254164,0.713636561856581,787.02,162.8,82.7471815901688,5361
91.0,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,4679
74.0,745.091012254164,0.713636561856581,787.02,162.8,85.9596587153319,11562
59.0,745.091012254164,0.713636561856581,787.02,162.8,85.9596587153319,4558
61.0,745.091012254164,0.713636561856581,787.02,162.8,85.1927370676715,18163
90.5,873.396370367753,0.336919342591823,971.2,140.0,67.9747574437147,12742
90.3,873.396370367753,0.336919342591823,971.2,140.0,97.1795563329,10987
93.4,873.396370367753,0.336919342591823,971.2,140.0,57.3737592994527,4574
92.2,873.396370367753,0.336919342591823,971.2,140.0,57.3737592994527,2665
91.6,873.396370367753,0.336919342591823,971.2,140.0,58.7763347451131,12398
90.8,873.396370367753,0.336919342591823,971.2,140.0,56.6634781764745,13210
92.1,873.396370367753,0.336919342591823,971.2,140.0,56.9051125500836,2036
92.5,873.396370367753,0.336919342591823,971.2,140.0,57.1466045654874,18902
86.0,741.629348855485,0.336261915781173,794.0,164.5,56.4359293939758,13034
87.0,735.158015772234,0.292895082607709,788.7,169.75,60.6524135059113,6262
90.0,731.040719484406,0.322568040177833,785.4,168.0,60.6524135059113,15234
92.0,726.596497025721,0.292895082607709,781.9,168.5,60.6524135059113,8388
90.0,728.828770624619,0.329500146289958,783.65,168.0,60.6524135059113,16864
92.0,741.629348855485,0.336261915781173,794.0,164.5,56.4359293939758,2687
34.0,734.219624171273,0.403693221013522,787.05,151.75,98.4119621279586,8543
30.5,734.615272701362,0.789555345837517,776.88,151.2,98.4081061961182,8317
30.5,734.615272701362,0.789555345837517,776.88,151.2,98.4042504153591,4866
23.0,734.615272701362,0.789555345837517,776.88,151.2,98.3965393070613,15941
24.0,734.615272701362,0.789555345837517,776.88,151.2,74.5236273914157,2290
110.0,702.115183963558,0.949904122208674,747.78,159.2,30.7182129305347,5912
110.0,702.115183963558,0.949904122208674,747.78,159.2,28.6780224382328,3789
93.5,741.629348855485,0.336261915781173,794.0,164.5,56.4359293939758,17401
94.0,724.049570486078,0.513068703128066,766.76,166.8,53.4023591316944,10570
92.5,724.049570486078,0.513068703128066,766.76,166.8,50.5318507456861,15768
92.5,724.049570486078,0.513068703128066,766.76,166.8,47.815639258319,6693
93.5,724.049570486078,0.513068703128066,766.76,166.8,45.2454308311057,14142
88.0,724.049570486078,0.513068703128066,766.76,166.8,42.8133774398134,16353
83.5,724.049570486078,0.513068703128066,766.76,166.8,40.5120529108492,7187
110.0,740.399332713733,0.87197627698413,779.88,149.8,41.0701401780816,19204
75.0,740.399332713733,0.87197627698413,779.88,149.8,35.6626571069043,12400
104.0,740.399332713733,0.87197627698413,779.88,149.8,33.7723851467547,14372
106.0,740.399332713733,0.87197627698413,779.88,149.8,41.0701401780816,18024
15.0,765.715174475879,0.834028206522204,810.8,149.8,96.7356348379527,8874
91.5,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,20564
54.0,744.894599675854,0.755118630693736,786.82,162.0,85.2202685657315,17159
62.0,722.856876655155,0.744377945307272,765.68,164.8,86.6433742259488,20051
91.0,741.629348855485,0.336261915781173,794.0,164.5,85.663010957167,20865
91.8,745.091012254164,0.713636561856581,787.02,162.8,86.0472002489302,20904
91.8,745.091012254164,0.713636561856581,787.02,162.8,85.6266737081001,4291
76.0,745.091012254164,0.713636561856581,787.02,162.8,84.9856429776381,17873
49.0,745.091012254164,0.713636561856581,787.02,162.8,83.7523878294067,4798
31.0,745.091012254164,0.713636561856581,787.02,162.8,81.5204106283127,17577
91.0,705.366436731606,0.866222799125826,750.64,155.2,85.9721101139952,15278
92.0,705.366436731606,0.866222799125826,750.64,155.2,85.6394825268253,6089
85.0,705.366436731606,0.866222799125826,750.64,155.2,84.9100557516986,780
73.0,705.366436731606,0.866222799125826,750.64,155.2,84.5263990224433,12513
42.0,705.366436731606,0.866222799125826,750.64,155.2,83.910802262325,10094
55.0,740.540285254181,0.738693887594424,782.44,161.4,86.0678131963224,8146
45.0,740.540285254181,0.738693887594424,782.44,161.4,85.8619813656865,19438
93.4,744.894599675854,0.755118630693736,786.82,162.0,86.1240608400019,5470
94.3,744.894599675854,0.755118630693736,786.82,162.0,86.0693847962038,11184
73.0,744.894599675854,0.755118630693736,786.82,162.0,85.5280999104976,9368
53.0,744.894599675854,0.755118630693736,786.82,162.0,85.1568315748692,1529
22.0,744.894599675854,0.755118630693736,786.82,162.0,84.9245709657723,21108
40.0,740.540285254181,0.738693887594424,782.44,161.4,86.3299959268481,18918
55.0,771.891022146416,0.785623847019654,816.36,160.0,83.0132936908607,9485
45.0,771.891022146416,0.785623847019654,816.36,160.0,80.1500886481393,12601
45.0,771.891022146416,0.785623847019654,816.36,160.0,77.2659458079693,8814
92.0,741.629348855485,0.336261915781173,794.0,164.5,86.0370177676461,19009
96.4,735.158015772234,0.292895082607709,788.7,169.75,60.6524135059113,6838
94.7,693.45618562989,0.53825815752865,740.76,179.6,59.1782251283842,17741
92.4,693.45618562989,0.53825815752865,740.76,179.6,57.739867664201,20927
89.4,693.45618562989,0.53825815752865,740.76,179.6,56.3364702244236,5307
90.7,693.45618562989,0.53825815752865,740.76,179.6,54.9671830875209,10263
88.6,693.45618562989,0.53825815752865,740.76,179.6,53.6311771848847,10824
16.0,715.674801840023,0.670715934753968,773.7,144.5,93.9267847002293,2871
18.0,715.674801840023,0.670715934753968,773.7,144.5,92.0846880380668,12294
75.0,740.399332713733,0.87197627698413,779.88,149.8,41.0701401780816,13554
70.0,740.399332713733,0.87197627698413,779.88,149.8,41.0701401780816,6384
91.3,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,13956
92.1,728.828770624619,0.329500146289958,783.65,168.0,89.9629157631912,2717
92.6,717.820867453222,0.308147989812345,775.175,171.0,89.9629157631912,19387
88.1,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,14206
94.0,720.069665798359,0.315454762294996,776.875,169.25,60.6524135059113,6244
79.0,741.629348855485,0.336261915781173,794.0,164.5,85.867609721279,10326
82.5,714.946183650756,0.336261915781173,773.025,163.0,60.6524135059113,14896
105.0,740.399332713733,0.87197627698413,779.88,149.8,41.0701401780816,5496
35.7,734.219624171273,0.403693221013522,787.05,151.75,96.9983566293431,7829
75.0,741.629348855485,0.336261915781173,794.0,164.5,83.0815981601744,17190
42.0,739.885226648753,0.679486976722325,782.78,167.0,93.4496213864338,9909
94.5,741.629348855485,0.336261915781173,794.0,164.5,83.0815981601744,1511
90.0,731.040719484406,0.322568040177833,785.4,168.0,89.9629157631912,5445
87.6,703.423246988482,0.581044754413995,748.92,178.8,89.9629157631911,6963
88.3,703.423246988482,0.581044754413995,748.92,178.8,89.9629157631911,3321
89.3,703.423246988482,0.581044754413995,748.92,178.8,89.9629157631912,2932
87.8,703.423246988482,0.581044754413995,748.92,178.8,89.9629157631911,8937
86.3,703.423246988482,0.581044754413995,748.92,178.8,89.9629157631911,13857
88.5,737.864919527106,0.454622773405078,790.9,167.0,89.9629157631912,7142
90.0,745.091012254164,0.713636561856581,787.02,162.8,54.8919514990868,1724
66.0,745.091012254164,0.713636561856581,787.02,162.8,53.390213853725,27
44.0,745.091012254164,0.713636561856581,787.02,162.8,51.9295608463458,8370
22.0,745.091012254164,0.713636561856581,787.02,162.8,50.5088684807016,4656
80.0,740.540285254181,0.738693887594424,782.44,161.4,56.3917209236879,10449
73.0,740.540285254181,0.738693887594424,782.44,161.4,56.3475470836235,5298
88.0,744.894599675854,0.755118630693736,786.82,162.0,55.9469077214922,8940
50.0,744.894599675854,0.755118630693736,786.82,162.0,54.9815398903444,17028
15.0,744.894599675854,0.755118630693736,786.82,162.0,54.5051206148647,19480
58.0,771.891022146416,0.785623847019654,816.36,160.0,53.0119590683923,3667
50.0,771.891022146416,0.785623847019654,816.36,160.0,49.7957211734848,19010
91.2,726.596497025721,0.292895082607709,781.9,168.5,60.6524135059113,13710
90.8,741.629348855485,0.336261915781173,794.0,164.5,56.4359293939758,20147
91.5,741.629348855485,0.336261915781173,794.0,164.5,56.4359293939758,19645
40.0,734.219624171273,0.403693221013522,787.05,151.75,98.4119621279586,11352
87.0,705.732670800629,0.549028713461778,750.94,158.8,85.9930291980827,13607
75.0,705.732670800629,0.549028713461778,750.94,158.8,85.1799675887211,16570
66.0,705.732670800629,0.549028713461778,750.94,158.8,83.8419122600194,2542
92.0,741.629348855485,0.336261915781173,794.0,164.5,86.4728992048951,7356
70.0,745.091012254164,0.713636561856581,787.02,162.8,85.0020781719281,1097
94.7,735.158015772234,0.292895082607709,788.7,169.75,89.9629157631912,4794
94.5,720.069665798359,0.315454762294996,776.875,169.25,89.9629157631912,3596
90.0,714.946183650756,0.336261915781173,773.025,163.0,60.6524135059113,20273
60.0,714.946183650756,0.336261915781173,773.025,163.0,62.7751096386596,14995
86.0,714.946183650756,0.336261915781173,773.025,163.0,61.4927399215233,19531
20.0,714.946183650756,0.336261915781173,773.025,163.0,64.0842218963548,1261
76.0,729.898173296926,0.808380884488701,772.16,169.6,56.3173611072925,4281
63.0,729.898173296926,0.808380884488701,772.16,169.6,56.199041925014,20934
52.5,729.898173296926,0.808380884488701,772.16,169.6,56.0220290778228,20668
50.0,729.898173296926,0.808380884488701,772.16,169.6,55.8455737765789,1307
79.0,771.891022146416,0.785623847019654,816.36,160.0,55.3861443472728,17005
62.0,771.891022146416,0.785623847019654,816.36,160.0,54.3558867302784,15629
52.0,771.891022146416,0.785623847019654,816.36,160.0,52.8463215060819,14806
38.0,771.891022146416,0.785623847019654,816.36,160.0,51.3786797478278,11227
81.0,705.366436731606,0.866222799125826,750.64,155.2,56.1939841966249,3550
58.0,705.366436731606,0.866222799125826,750.64,155.2,55.9530762370612,14609
42.0,705.366436731606,0.866222799125826,750.64,155.2,55.5325547047939,9383
33.0,705.366436731606,0.866222799125826,750.64,155.2,55.2365314131417,12930
91.0,696.313849401554,0.457810241617619,743.42,170.6,56.9072577088472,193
88.0,696.313849401554,0.457810241617619,743.42,170.6,57.8617561998236,10077
76.0,696.313849401554,0.457810241617619,743.42,170.6,58.8322643775422,17754
64.0,696.313849401554,0.457810241617619,743.42,170.6,59.8190507705255,13698
92.5,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,14551
67.0,714.946183650756,0.336261915781173,773.025,163.0,89.9629157631912,10044
76.0,717.820867453222,0.308147989812345,775.175,171.0,89.9629157631912,12036
92.0,720.069665798359,0.315454762294996,776.875,169.25,89.9629157631912,13134
86.0,735.158015772234,0.292895082607709,788.7,169.75,89.9629157631912,13305
92.0,726.596497025721,0.292895082607709,781.9,168.5,89.9629157631912,13436
91.0,728.828770624619,0.329500146289958,783.65,168.0,89.9629157631912,313
91.0,731.040719484406,0.322568040177833,785.4,168.0,89.9629157631912,7575
92.0,733.544320233598,0.336261915781173,787.4,167.0,89.9629157631912,13089
91.0,737.864919527106,0.454622773405078,790.9,167.0,89.9629157631912,9566
90.0,831.170151425455,0.339767082965526,897.46,142.2,85.6019015492422,7192
43.05,831.170151425455,0.339767082965526,897.46,142.2,85.6019015492422,427
93.0,735.158015772234,0.292895082607709,788.7,169.75,89.9629157631912,9388
94.0,726.596497025721,0.292895082607709,781.9,168.5,89.9629157631912,19541
92.0,717.820867453222,0.308147989812345,775.175,171.0,89.9629157631912,19956
93.5,728.828770624619,0.329500146289958,783.65,168.0,89.9629157631912,10976
93.5,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,20513
88.0,714.946183650756,0.336261915781173,773.025,163.0,89.9629157631912,10935
69.0,764.419539197019,0.340182692508798,818.22,147.8,92.3926413983667,21092
56.0,764.419539197019,0.340182692508798,818.22,147.8,89.1160495928342,20541
85.0,768.798824028831,0.3194093392557,821.3,152.8,92.3926413983667,12110
92.0,735.158015772234,0.292895082607709,788.7,169.75,89.9629157631912,11197
92.0,781.659580389165,0.296884746260304,830.76,153.2,92.3926413983667,4247
92.0,741.629348855485,0.336261915781173,794.0,164.5,86.1718361258574,18095
90.0,787.159287702356,0.340182692508798,835.0,149.0,87.1019255512637,12484
89.0,787.159287702356,0.340182692508798,835.0,149.0,87.623274569216,19916
89.0,787.159287702356,0.340182692508798,835.0,149.0,88.1103395637403,17938
91.9,741.629348855485,0.336261915781173,794.0,164.5,56.4359293939758,3087
82.8,771.891022146416,0.785623847019654,816.36,160.0,55.5597425405623,6571
74.7,771.891022146416,0.785623847019654,816.36,160.0,54.697158783799,10200
64.9,771.891022146416,0.785623847019654,816.36,160.0,53.8479669310189,1462
57.6,771.891022146416,0.785623847019654,816.36,160.0,53.0119590683923,2878
56.0,771.891022146416,0.785623847019654,816.36,160.0,51.3786797478278,14005
56.5,771.891022146416,0.785623847019654,816.36,160.0,49.7957211734848,287
47.6,771.891022146416,0.785623847019654,816.36,160.0,46.7746125735218,12240
92.0,735.158015772234,0.292895082607709,788.7,169.75,89.6427276492197,12629
41.0,739.885226648753,0.679486976722325,782.78,167.0,85.6847729591501,4815
33.0,739.690186361554,0.722338352859469,782.58,166.2,88.3816764567529,8948
91.0,741.629348855485,0.336261915781173,794.0,164.5,86.205442920185,6647
87.0,740.399332713733,0.87197627698413,779.88,149.8,71.5124826447998,18112
52.3,740.540285254181,0.738693887594424,782.44,161.4,86.3569875764054,19650
13.0,718.15289995213,0.308147989812345,775.425,160.25,93.0674246619944,9850
26.0,718.15289995213,0.308147989812345,775.425,160.25,92.2243992130867,20726
39.0,718.15289995213,0.308147989812345,775.425,160.25,91.3259602050676,20160
52.0,718.15289995213,0.308147989812345,775.425,160.25,90.2739817312698,2955
65.0,718.15289995213,0.308147989812345,775.425,160.25,89.3679039570821,18882
25.6,696.313849401554,0.457810241617619,743.42,170.6,92.9414885082656,7826
41.9,696.313849401554,0.457810241617619,743.42,170.6,92.0685896132,445
53.1,696.313849401554,0.457810241617619,743.42,170.6,91.0933495744567,19559
64.0,696.313849401554,0.457810241617619,743.42,170.6,90.0101457498206,20146
70.4,696.313849401554,0.457810241617619,743.42,170.6,89.0055627064925,9690
72.2,696.313849401554,0.457810241617619,743.42,170.6,88.0186377437748,10151
28.0,696.313849401554,0.457810241617619,743.42,170.6,90.7702574520269,12353
46.0,696.313849401554,0.457810241617619,743.42,170.6,90.0135147212011,18854
60.0,696.313849401554,0.457810241617619,743.42,170.6,88.9284549829474,13895
78.0,696.313849401554,0.457810241617619,743.42,170.6,87.9565230633824,6789
93.0,696.313849401554,0.457810241617619,743.42,170.6,87.1860637003313,323
93.2,696.313849401554,0.457810241617619,743.42,170.6,87.1061690644786,19632
90.0,696.313849401554,0.457810241617619,743.42,170.6,86.8284743348768,9526
93.0,741.629348855485,0.336261915781173,794.0,164.5,86.3728933888711,3245
97.0,741.629348855485,0.336261915781173,794.0,164.5,86.3394808786664,7081
99.0,696.313849401554,0.457810241617619,743.42,170.6,86.567261292112,13526
99.0,696.313849401554,0.457810241617619,743.42,170.6,86.5953705309952,6039
99.0,696.313849401554,0.457810241617619,743.42,170.6,86.7909952391913,18897
95.0,696.313849401554,0.457810241617619,743.42,170.6,86.9870618766293,5590
