Key_1_1,wtd_range_fie,wtd_mean_atomic_mass,wtd_range_FusionHeat,wtd_std_ElectronAffinity,wtd_range_atomic_mass,Key_2_5
4087,355.646666666667,65.8346466666667,4.29266666666667,52.6187592235148,22.1322666666667,9719
3665,739.62,52.6324,2.4868,44.386373855047,6.8796,141
17953,735.985714285714,67.1356057142857,5.53028571428571,41.8088037306469,41.0678342857143,2659
19913,867.025,36.8819275,2.05,41.2934943339209,11.0470941666667,14350
16021,739.575,57.8739670714286,1.74457142857143,42.1023442240235,33.7680099285714,18937
5828,738.578571428571,56.8088170714286,1.74457142857143,42.5578923529527,34.8331599285714,20279
372,745.644285714286,56.3304994285714,1.651,44.0025376132805,35.3766422857143,3845
21089,749.414142857143,56.4244858571429,1.82014285714286,43.2137040990377,35.6457758571429,17011
1805,749.410857142857,56.4259924285714,1.82342857142857,43.1899497320516,35.6442692857143,12085
9099,748.294857142857,56.4178981285714,1.79628571428571,43.5515315262932,35.5615835857143,3502
7850,744.920714285714,56.3874851428571,1.67928571428571,43.8740727023352,35.3196565714286,4534
675,744.927857142857,56.4095436785714,1.66214285714286,43.3258931203209,35.2975980357143,1339
4464,745.084285714286,56.4078308571429,1.655,43.1511205577301,35.2993108571429,3544
8448,749.048857142857,56.4451122857143,1.84221428571429,43.354886544256,35.6251494285714,7465
2702,742.82,56.4710948571429,1.77285714285714,43.1162882295529,31.7212191428571,11812
8042,742.75,56.5187284285714,1.77,43.1162882295529,31.6735855714286,8065
14437,742.627142857143,56.6061284285714,1.75,43.1162882295529,31.5861855714286,3192
10110,741.854285714286,56.704557,1.74457142857143,43.1162882295529,31.487757,9506
14568,698.295,51.1568076923077,2.75238461538462,50.3958532079985,20.4828653846154,4570
1172,689.536153846154,51.06795,2.60123076923077,51.3010421189005,19.8385,10107
6849,705.302076923077,51.2278938461538,2.961,49.6394602612042,20.9983576923077,8295
8012,703.550307692308,51.2101223076923,2.89892307692308,49.8313257239689,20.8694846153846,11060
1344,700.046769230769,51.1745792307692,2.78261538461538,50.2095013536035,20.6117384615385,19666
14730,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,3671
14862,558.707692307692,52.4814807692308,2.92061538461538,54.7228571501393,18.6606923076923,12572
7026,558.707692307692,52.7420961538462,2.92061538461538,81.1385437632675,18.4000769230769,11072
5991,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,15078
315,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,14547
3269,661.346153846154,56.5029076923077,2.90353846153846,47.2166412720955,12.5121692307692,1147
18452,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,19078
17901,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,1818
13823,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,4298
10167,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,12208
20956,709.342857142857,54.1583942857143,2.68028571428571,46.228535007932,10.4756285714286,13135
110,745.947142857143,53.1216275,2.72571428571429,46.4537805407764,18.9831010714286,16116
14322,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,14948
493,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,3588
6630,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,11640
7389,741.038709677419,51.2397461290323,1.56141935483871,51.7155346027746,19.1525361290323,5425
14948,739.251,50.94721,2.4868,43.7139950673694,5.50633,11648
910,744.652,50.81688,2.4868,44.386373855047,6.8796,8106
5433,1001.49633333333,35.2410766666667,1.28288888888889,36.4386596548413,6.93077777777778,11854
20638,755.454,50.55622,2.4868,45.6929322871711,10.20418,17164
13922,760.855,50.42589,2.4868,46.328189245318,13.08105,8799
1266,766.256,50.29556,2.4868,46.9520846821523,15.95792,7198
20885,750.053,50.68655,2.4868,45.0458331341535,8.25287,2967
4085,746.833333333333,46.5461633333333,2.4868,47.4053810822733,12.38321,4975
16617,622.592307692308,64.0222,1.89584615384615,47.7154060566179,23.5357692307692,8906
6091,191.025,94.03645,3.2195,51.5367021524467,48.24525,3735
19972,236.285714285714,92.6500571428571,5.58257142857143,50.3437945834561,36.9506571428571,12858
17307,237.285714285714,92.3173885714286,5.58257142857143,50.3437945834561,36.9506571428571,13892
6824,234.4,91.2202,5.58257142857143,50.3437945834561,36.9506571428571,20305
15648,654.650387596899,51.518892248062,2.92776744186047,49.5494956369642,14.3990813953488,4862
5516,211.607142857143,91.5105571428571,5.58257142857143,47.6462454620787,30.2780857142857,16586
11551,211.607142857143,92.6432714285714,5.58257142857143,47.6462454620787,31.4108,5469
7595,211.607142857143,77.9980964285714,5.58257142857143,51.4066303642649,27.1415857142857,4380
18434,211.607142857143,96.0298428571429,5.58257142857143,47.6462454620787,34.7973714285714,13552
3016,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,11834
16006,692.896153846154,51.1523461538462,2.65161538461538,49.4268124897753,19.9985115384615,12310
6407,704.833846153846,51.1050328407692,2.93153846153846,49.6052950072014,21.0234556207692,5481
16054,702.613846153846,50.9644002969231,2.84,49.76265144361,20.9196804723077,14311
16884,738.578571428571,56.8088170714286,1.74457142857143,42.5578923529527,34.8331599285714,5115
15484,747.713571428571,56.7914863571429,1.76321428571429,42.5552432594674,36.5011120714286,606
16839,745.084285714286,56.7741556428571,1.655,42.5525817233388,36.2914927857143,11231
5410,702.169846153846,50.9362737881538,2.82169230769231,49.7938576865429,20.8989254426154,8560
7957,701.725846153846,50.9081472793846,2.80338461538462,49.8249759697938,20.8781704129231,14069
10473,701.281846153846,50.8800207706154,2.78507692307692,49.8560064580663,20.8574153832308,17017
9130,701.059846153846,50.8659575162308,2.77592307692308,49.8714888303163,20.8470378683846,4288
1337,699.061846153846,50.7393882267692,2.72215384615385,50.0098476785163,20.7536402347692,3585
17044,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,14657
8230,649.50625,51.79638828125,2.952375,49.6533003126035,14.51157421875,16885
14964,662.361538461538,57.2728307692308,2.90353846153846,47.2166412720955,12.5121692307692,7185
16580,685.549315068493,50.7104080365297,2.98492237442922,49.3117238951235,20.8913918112633,4730
6486,636.224035608309,49.4567849554896,2.89556083086053,48.9854453147041,20.3390347774481,21205
8963,612.592857142857,47.6572564285714,2.76728571428571,48.4859615702087,19.5461471428571,19469
17267,746.833333333333,46.5461633333333,2.4868,47.4053810822733,12.38321,16292
12145,669.932061068702,55.7902091603053,2.87967938931298,47.1172447232001,12.2945236641221,17175
4121,665.332415902141,56.2551798165138,2.88442201834862,47.1371184461432,12.3377865443425,17701
10873,654.316848673947,57.4811160686427,2.94742277691108,47.3956799122725,12.912487675507,11124
9769,648.064594807238,58.0313370574351,2.97485287175452,47.5051200938198,13.1627085759245,9256
10258,653.2248049922,57.8523329173167,2.94742277691108,47.3956799122725,12.912487675507,13733
16789,643.724505928854,58.5472110671937,2.99001581027668,47.5648078286198,13.3010268774704,16023
2421,645.782926829268,58.6704936270653,2.97485287175452,47.5051200938198,13.1627085759245,13439
3207,667.592307692308,57.8657384615385,2.90353846153846,47.2166412720955,12.5121692307692,1523
20808,645.332704402516,52.021526572327,2.97233962264151,49.7363426928704,14.6028419811321,4335
15079,674.034650455927,55.0220139817629,2.86553799392097,47.0576431610301,12.1655240121581,12275
2255,670.941342486651,55.6375083142639,2.87731350114416,47.1073090324764,12.2729417238749,14784
20855,738.578571428571,56.8088170714286,1.74457142857143,42.5578923529527,34.8331599285714,2042
14631,738.578571428571,56.8088170714286,1.74457142857143,42.5578923529527,34.8331599285714,8259
4351,681.187411487018,52.0727856805665,2.7791974822974,49.7895171932189,20.8399310778914,17376
19012,658.701996927803,51.4934001536098,2.07403993855607,55.8542491552536,17.1880906298003,15492
19141,684.476241134752,52.545457572892,2.82177304964539,49.7344307927662,20.2345859259259,7638
6270,670.868241935484,53.9907043548387,2.95124193548387,50.8231077378688,20.6077232258064,2140
20996,679.285714285714,51.7551286885246,2.64327868852459,50.0970921937478,20.1676277517564,19903
16781,686.208113207547,52.1383658883648,2.87588050314465,49.8251112124649,21.2665165408805,10995
11062,685.519348837209,51.316705398062,2.62006976744186,52.1111258051876,20.0006025089147,8305
7843,697.944646153846,51.1532533846154,2.74633846153846,50.4329073014738,20.4570907692308,1248
19781,253.455512820513,81.2145549145299,5.00123931623932,53.4733441437025,37.0410071225071,3707
5415,654.650387596899,51.518892248062,2.92776744186047,49.5494956369642,14.3990813953488,742
6612,672.398651050081,52.1543712843296,2.97550080775444,50.2368298247437,21.9885910339257,994
1098,677.740443037975,51.7353321598101,2.86462025316456,50.3327943466668,21.9494571202532,6390
7586,698.295,51.1568076923077,2.75238461538462,50.3958532079985,20.4828653846154,1653
8790,698.295,51.1568076923077,2.75238461538462,50.3958532079985,20.4828653846154,10013
14768,689.536153846154,51.06795,2.60123076923077,51.3010421189005,19.8385,8001
11071,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,18221
6878,704.426192307692,51.2190080769231,2.92996153846154,49.7356266821478,20.9339211538462,18139
13393,704.426192307692,51.2190080769231,2.92996153846154,49.7356266821478,20.9339211538462,6682
7731,700.922653846154,51.183465,2.80580769230769,50.1156452840349,20.676175,16502
12556,206.977635782748,74.8716846824281,4.99495207667732,91.2291329674769,33.0965261801917,6377
193,513.053846153846,50.7573591204503,2.91714821763602,87.8155037067447,18.2594097350844,16114
11186,300.611378431928,80.8733575730541,5.55941692612511,57.6143365330447,38.6923443799604,19036
486,300.611378431928,80.8733575730541,5.55941692612511,57.6143365330447,38.6923443799604,7641
7180,273.24494068388,80.0184210087927,5.47900907187718,64.046963910441,37.8952216988137,16600
11636,314.726339794755,81.3143136332953,5.60088939566705,53.9137232062947,39.1034814066135,15608
16752,309.904734821555,81.1636850996161,5.58672259348784,55.2120278941524,38.9630389157401,19813
16720,305.106382978723,81.0137830014184,5.57262411347518,56.4681131206495,38.8232737361702,12720
5940,231.371428571429,81.45675,5.58257142857143,52.6502950744682,36.9506571428571,9188
7095,234.4,91.2202,5.58257142857143,50.3437945834561,36.9506571428571,14900
6985,236.285714285714,92.6500571428571,5.58257142857143,50.3437945834561,36.9506571428571,1837
9020,238.285714285714,91.9702,5.58257142857143,50.3437945834561,36.9506571428571,15482
15841,237.285714285714,92.3173885714286,5.58257142857143,50.3437945834561,36.9506571428571,1846
8466,231.371428571429,81.45675,5.58257142857143,52.6502950744682,36.9506571428571,7402
7697,738.578571428571,56.8088170714286,1.74457142857143,42.5578923529527,34.8331599285714,7485
9898,749.817,56.8053509285714,1.84978571428571,42.5573635295554,36.6688075,13256
5730,749.291142857143,56.8018847857143,1.82814285714286,42.5568342085268,36.6268836428571,10325
12560,748.239428571428,56.7949525,1.78485714285714,42.5557740735014,36.5430359285714,10808
505,322.7535,87.379485375,3.12125,43.9109837723932,63.803579375,11800
17822,192.5,92.543,4.342,56.632706882939,43.6408,16354
9771,123.0,97.0214,3.9078,55.5862186517486,39.27672,7028
19166,231.371428571429,81.45675,5.58257142857143,52.6502950744682,36.9506571428571,5904
16376,289.225714285714,81.1207714285714,5.30185714285714,53.318555295277,38.2105642857143,13323
8469,259.165714285714,80.7847928571429,5.02114285714286,53.8740070981946,37.1848428571429,7124
18183,229.105714285714,80.4488142857143,4.74042857142857,54.3201111702749,36.9506571428571,14074
2846,199.045714285714,80.1128357142857,4.45971428571429,54.6595449027852,36.9506571428571,9965
5896,168.985714285714,79.7768571428571,4.179,54.8942870898424,36.9506571428571,9343
14954,138.925714285714,79.4408785714286,3.89828571428571,55.0256776052632,36.9506571428571,7334
8799,156.833333333333,79.9616333333333,4.32966666666667,55.4381303797305,32.1635,19937
15546,97.84,95.857725,3.24725,54.4211203250861,50.245175,8933
11208,258.161111111111,75.8611222222222,5.80988888888889,55.562883308403,27.3538111111111,18986
18098,156.833333333333,79.9616333333333,4.32966666666667,55.4381303797305,32.1635,3335
8166,752.48273381295,56.7669452517986,1.71708633093525,43.2088466056241,36.7396574820144,14870
15203,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,15367
2952,688.1673515625,51.7390885941406,2.7896484375,49.8684826867918,20.7252829683594,15264
3287,710.67350864012,50.347562689707,2.63996994740796,49.4499701923367,19.9804678136739,4646
10804,646.381004709576,51.9649769230769,2.96732496075353,49.7155831123642,14.5799175824176,5673
12283,702.598685228152,51.4245686001547,2.99783449342614,49.6476619953429,21.1552281515855,19196
5599,700.363544891641,51.4341058823529,2.93769349845201,49.8503924567178,21.0419311145511,9595
2712,697.425851393189,51.404303250774,2.83359133126935,50.1668373912819,20.8258126934985,4777
6658,692.031167826759,51.317362103635,2.71782985305491,50.7742317153889,20.3778035576179,8364
8057,683.696923076923,51.0087115384615,2.50046153846154,51.8806959003114,19.4089230769231,15055
1118,701.540835266821,51.2950865375097,2.94740912606342,49.677495416225,21.1372716991493,6861
4256,699.308816705336,51.153692641918,2.8553750966744,49.8343964887904,21.0329347362722,17862
3224,693.886986831913,50.9249273214562,2.72238419829589,50.1617934588916,20.8565214779241,12456
6514,693.257043879908,50.4283539322556,2.60340415704388,50.3802223412,20.5203647744419,11795
1665,689.293846153846,50.1206050338462,2.50046153846154,50.6612217864849,20.2970295815385,14001
15346,695.211888111888,51.5639835275835,2.83332245532246,49.5727193827102,20.884588966589,17246
10648,687.059438377535,51.6648391575663,2.74305460218409,49.616344916731,20.5082152886115,16933
6705,701.180465116279,51.5117406124031,3.00108527131783,49.5774175339052,21.1996384573643,16198
14508,700.367414860681,51.4460571013932,2.92840557275542,49.598384326047,21.0299798955108,17280
12481,692.63120124805,51.7045614274571,2.84523868954758,49.7693639438405,20.9641716458658,957
7249,687.206001558846,51.6407787217459,2.74074356975838,49.8920875385844,20.4884926734217,17192
13041,683.749844720497,51.466605628882,2.62753416149068,49.9714295362077,19.9514007375776,19264
7013,688.623515805705,51.2149489591365,2.60776098689283,49.4538553276523,19.8185026985351,14112
10742,690.993832943013,51.7827606557377,2.90827478532397,50.5197920116771,20.9302107728337,265
8308,682.938936669273,51.8530551993745,2.7529319781079,51.385827645737,20.4517591868647,2940
11427,673.355886970173,52.0081637362637,2.65884772370487,52.2526937320222,20.0188383045526,20272
1148,652.088326848249,51.6571003891051,2.9400233463035,49.6013967103528,14.4551089494163,6667
16388,234.4,91.2202,5.58257142857143,50.3437945834561,36.9506571428571,17649
20710,303.6,89.8,5.58257142857143,50.7089673074473,33.0270285714286,4396
107,287.914285714286,88.3798,5.58257142857143,51.0702572285254,29.1034,17027
10968,272.228571428571,86.9596,5.58257142857143,51.4277461790931,25.1797714285714,16618
5420,256.542857142857,85.5394,5.58257142857143,51.7815128825739,24.9483714285714,1878
19422,247.5,84.1192,5.58257142857143,52.1316331168377,24.9483714285714,18077
20310,649.7355,66.4386603651,2.240125,43.3467743205881,49.8634917099,4036
13431,608.337831325301,64.8682185186506,2.0866265060241,43.5902238630635,47.2302413126747,5922
8533,156.833333333333,79.9616333333333,4.32966666666667,55.4381303797305,32.1635,17505
779,156.833333333333,79.9616333333333,4.32966666666667,55.4381303797305,32.1635,130
12370,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,19105
17130,662.9,57.0937015384615,2.90353846153846,47.2166412720955,12.5121692307692,13417
21054,665.507692307692,55.9729076923077,2.90353846153846,47.2166412720955,12.5121692307692,8480
14184,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,17495
7787,241.157142857143,90.4650571428571,5.58257142857143,50.3437945834561,36.9506571428571,15591
8640,649.50625,51.79638828125,2.952375,49.6533003126035,14.51157421875,2410
5070,243.357142857143,89.3619142857143,5.58257142857143,50.3437945834561,36.9506571428571,7271
9987,156.833333333333,79.9616333333333,4.32966666666667,55.4381303797305,32.1635,11328
4362,734.657142857143,56.4424922857143,1.74457142857143,43.1566826532422,33.2151208571429,2383
9515,692.914285714286,49.1560314285714,1.82742857142857,51.8415544457045,6.61651428571429,6109
16685,778.7508,51.010028,2.3296,46.4933727656844,17.6401266666667,14781
16451,692.914285714286,49.1560314285714,1.82742857142857,51.8415544457045,6.61651428571429,14574
3521,662.361538461538,57.2728307692308,2.90353846153846,47.2166412720955,12.5121692307692,2360
16761,695.457692307692,57.3842730769231,2.90353846153846,47.2166412720955,17.7992692307692,11460
1804,689.427692307692,57.4422230769231,2.90353846153846,47.2166412720955,16.0687292307692,1680
15043,684.707692307692,57.4957153846154,2.90353846153846,47.2166412720955,14.6941923076923,14142
1832,690.517692307692,57.5536653846154,2.90353846153846,47.2166412720955,16.3667823076923,13810
15647,695.880769230769,57.6071576923077,2.90353846153846,47.2166412720955,17.9107115384615,6610
7126,660.669230769231,57.7186,2.90353846153846,47.2166412720955,12.5121692307692,10298
8034,297.798571428571,81.3467357142857,5.39542857142857,52.9646977346463,38.4385,5499
13035,276.311428571429,81.2367214285714,5.20828571428571,53.2368277087375,37.6407142857143,11348
2134,254.824285714286,81.1267071428571,5.02114285714286,53.46733046011,36.9506571428571,15680
16081,233.337142857143,81.0166928571429,4.834,53.6567424676983,36.9506571428571,4829
14858,298.125714285714,81.3874271428571,5.39542857142857,52.5874896661531,38.3978085714286,15131
11141,276.965714285714,81.3181042857143,5.20828571428571,52.5244500112052,37.5593314285714,18279
7427,297.812857142857,81.3908527857143,5.39542857142857,52.4668161599232,38.3943829285714,15759
5345,254.867142857143,81.2590583571428,5.02114285714286,52.0627454841458,36.9506571428571,5357
13477,233.394285714286,81.1931611428572,4.834,51.841864455323,36.9506571428571,4636
10140,295.702857142857,81.48295,5.39542857142857,53.2589100335257,38.3022857142857,8989
8095,272.12,81.50915,5.20828571428571,53.8075047113812,37.3682857142857,8709
13573,238.285714285714,91.9702,5.58257142857143,50.3437945834561,36.9506571428571,2843
13492,231.371428571429,81.45675,5.58257142857143,52.6502950744682,36.9506571428571,9113
12642,231.371428571429,81.45675,5.58257142857143,52.6502950744682,36.9506571428571,6539
8060,738.578571428571,56.8088170714286,1.74457142857143,42.5578923529527,34.8331599285714,16476
15882,704.382923076923,51.2741746153846,2.93681538461538,49.7273883733891,20.8054323076923,12428
15355,700.376538461538,51.3169384615385,2.80742307692308,50.1405525607235,20.3227346153846,8638
15596,693.699230769231,51.3882115384615,2.60123076923077,50.8049057350327,19.5182384615385,8537
5322,658.708628659476,51.2999739599384,2.90835439137134,49.4664674932875,14.3103351309707,18531
13818,700.046769230769,51.1745792307692,2.78261538461538,50.2095013536035,20.6117384615385,16063
12514,661.346153846154,56.5029076923077,2.90353846153846,47.2166412720955,12.5121692307692,16942
6578,664.984615384615,56.0962923076923,2.90353846153846,47.2166412720955,12.5121692307692,13570
8169,243.357142857143,89.3619142857143,5.58257142857143,50.3437945834561,36.9506571428571,7254
6754,228.171428571429,89.5594857142857,5.58257142857143,49.2986391748271,33.0270285714286,15278
17135,237.282857142857,89.4409428571429,5.58257142857143,49.9309076387827,35.3812057142857,4616
11038,219.06,89.6780285714286,5.58257142857143,48.6503058916071,30.6728514285714,9889
17284,313.158,81.5956671428571,5.52642857142857,52.5891318164132,38.8250285714286,20234
16767,307.030285714286,81.7345842857143,5.47028571428571,52.527141264186,38.4137714285714,19111
18202,297.838714285714,81.94296,5.38607142857143,52.4325978297716,37.7968857142857,10510
2498,288.647142857143,82.1513357142857,5.30185714285714,52.3361762492041,37.18,8023
526,312.210857142857,81.46461,5.52664285714286,52.8393011386064,38.9560857142857,11615
11717,305.136,81.47247,5.47028571428571,53.0227776591709,38.6758857142857,4046
394,294.523714285714,81.48426,5.38607142857143,53.2877490182178,38.2555857142857,2235
7864,283.911428571429,81.49605,5.30185714285714,53.5405898666171,37.8352857142857,20178
14677,313.619142857143,81.3000451654286,5.52642857142857,52.640948787081,39.1206505488571,20317
15828,307.952571428571,81.1433403308571,5.47028571428571,52.6295903973017,39.0050153834286,19229
29,298.81530758226,80.9331218244635,5.37503576537911,52.6241402486177,38.8871156576538,569
12194,290.952857142857,80.6732258271429,5.30185714285714,52.5834284198716,38.6581098871429,6474
11750,315.420714285714,81.4680247857143,5.58257142857143,52.4269495893076,37.2631966428571,15390
19314,307.690714285714,81.4905743571428,5.58257142857143,51.9739652877245,34.0079357142857,15114
19723,299.960714285714,81.5131239285714,5.58257142857143,51.5124049788901,32.0461214285714,20450
544,292.230714285714,81.5356735,5.58257142857143,51.0420360112973,30.0843071428571,18802
17353,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,19823
1639,666.169230769231,55.5022923076923,2.90353846153846,47.2166412720955,12.5121692307692,18247
5430,665.507692307692,55.9729076923077,2.90353846153846,47.2166412720955,12.5121692307692,11932
20249,664.984615384615,56.0962923076923,2.90353846153846,47.2166412720955,12.5121692307692,18733
12595,661.346153846154,56.5029076923077,2.90353846153846,47.2166412720955,12.5121692307692,16143
1184,663.438461538461,56.9067538461538,2.90353846153846,47.2166412720955,12.5121692307692,8071
12903,662.9,57.0937015384615,2.90353846153846,47.2166412720955,12.5121692307692,1529
13213,662.361538461538,57.2728307692308,2.90353846153846,47.2166412720955,12.5121692307692,9912
7754,661.746153846154,57.4016930769231,2.90353846153846,47.2166412720955,12.5121692307692,12420
10047,660.669230769231,57.7186,2.90353846153846,47.2166412720955,12.5121692307692,14961
10957,612.592857142857,47.6572564285714,2.76728571428571,48.4859615702087,19.5461471428571,3280
19884,612.592857142857,47.6572564285714,2.76728571428571,48.4859615702087,19.5461471428571,11049
17990,661.346153846154,56.5029076923077,2.90353846153846,47.2166412720955,12.5121692307692,16782
7265,663.438461538461,56.9067538461538,2.90353846153846,47.2166412720955,12.5121692307692,6829
13788,665.507692307692,55.9729076923077,2.90353846153846,47.2166412720955,12.5121692307692,278
16762,662.9,57.0937015384615,2.90353846153846,47.2166412720955,12.5121692307692,17436
3693,659.715384615385,51.2456653846154,2.90353846153846,49.4457143606911,14.2883192307692,2433
5709,666.169230769231,55.5022923076923,2.90353846153846,47.2166412720955,12.5121692307692,20820
2037,565.161538461538,56.7381076923077,2.92061538461538,52.5821248341203,18.6606923076923,6616
18645,502.833333333333,60.133,3.1825,54.1145268286519,20.21575,703
6557,563.976923076923,57.3321076923077,2.92061538461538,52.5821248341203,18.6606923076923,12688
20576,661.346153846154,56.5029076923077,2.90353846153846,47.2166412720955,12.5121692307692,1543
6381,560.338461538462,57.7387230769231,2.92061538461538,52.5821248341203,18.6606923076923,2377
