Key_1_2,wtd_gmean_ThermalConductivity,mean_ThermalConductivity,std_atomic_mass,wtd_mean_ThermalConductivity,gmean_ElectronAffinity,Key_2_7
6405,1.07596841692376,102.805316,40.053511822236,92.6950815384615,42.6550321302085,13857
7121,1.05601831803916,102.805316,40.053511822236,88.9912353846154,42.6550321302085,20899
19170,1.09219951950663,102.805316,40.053511822236,95.6581584615385,42.6550321302085,10525
17460,1.08811893243025,102.805316,40.053511822236,94.9173892307692,42.6550321302085,4113
19954,1.08000343799162,102.805316,40.053511822236,93.4358507692308,42.6550321302085,14260
16839,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,10459
2856,1.28284345728997,87.046316,43.0292503315361,96.4126523076923,69.7781730002019,12789
20175,1.00780484987936,87.007096,42.4880972115015,96.3975676923077,77.9474996103095,149
340,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,15554
16351,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,4535
8552,1.0601926965198,107.256645,56.763654304317,95.9373892307692,60.7214928257155,5923
16175,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,11597
564,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,14931
18115,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,8161
17138,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,15808
1330,0.836880018233977,108.506645,58.973428446235,89.44376,60.7214928257155,17633
17482,0.817316415863319,89.205316,50.8046463425738,89.1294742857143,53.1160816531692,8673
893,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,2622
20875,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,15673
4126,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,5107
17576,0.628633941002824,97.805316,39.7460403427549,57.9186593548387,59.0697870603318,14062
11765,0.650848429899918,107.756645,54.8771367304272,83.165948,60.7214928257155,889
5593,0.652969886458938,107.756645,54.8771367304272,83.215948,60.7214928257155,12555
20983,0.157784486710216,107.756645,54.8771367304272,46.2817844444444,60.7214928257155,12285
10808,0.657233566936811,107.756645,54.8771367304272,83.315948,60.7214928257155,13754
1014,0.659375836007969,107.756645,54.8771367304272,83.365948,60.7214928257155,4932
4827,0.661525087858164,107.756645,54.8771367304272,83.415948,60.7214928257155,11152
15248,0.655098257958096,107.756645,54.8771367304272,83.265948,60.7214928257155,10913
17632,0.667643430030584,108.756645,43.8233541228786,83.5492813333333,53.5279646494387,746
8046,0.848176472949257,110.756645,71.191170776491,68.1681584615385,56.7096204624861,2303
8195,7.3865773471464,110.756645,71.191170776491,110.756645,56.7096204624861,8608
12026,26.1076220600105,108.256645,59.6638915296974,178.718082857143,60.7214928257155,1
19277,26.3494418705531,108.506645,58.973428446235,178.86094,60.7214928257155,2278
2218,24.9761022512614,107.256645,56.763654304317,178.146654285714,60.7214928257155,16676
2635,1.12836566846972,108.756645,43.8233541228786,97.1460001550387,53.5279646494387,7263
16914,25.3916441532221,108.006645,55.3076953283176,178.289511428571,60.7214928257155,6524
9458,24.1127938782092,107.256645,56.763654304317,177.646654285714,60.7214928257155,451
12655,26.4703439416256,108.756645,43.8233541228786,178.932368571429,53.5279646494387,201
4344,31.6252796219496,114.256645,61.4203089521699,183.646654285714,60.7214928257155,19952
20873,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,6875
14755,1.06552060679801,105.205316,39.8347297779162,90.45662,62.210509235202,20434
16287,1.09405502265338,134.005316,43.907215928552,95.7643123076923,51.4701127180447,19598
16910,1.09181921444192,134.005316,43.907215928552,95.1296969230769,51.4701127180447,11283
11607,0.629441022509672,112.006645,44.2894585275144,61.34376,48.4772646848066,7328
9321,0.626121401577192,107.805316,40.250191507903,60.2401885714286,57.4684730300687,2010
10280,0.622819288056433,107.805316,40.250191507903,59.1366171428571,57.4684730300687,14130
9497,1.09137260138977,134.005316,43.907215928552,95.0027738461539,51.4701127180447,4115
17701,1.0909261710265,134.005316,43.907215928552,94.8758507692308,51.4701127180447,20491
9368,1.09047992327736,134.005316,43.907215928552,94.7489276923077,51.4701127180447,17900
17977,1.09025686785975,134.005316,43.907215928552,94.6854661538462,51.4701127180447,16839
12369,1.08825142113038,134.005316,43.907215928552,94.1143123076923,51.4701127180447,19010
3766,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,27
18341,1.16189743429045,108.756645,43.8233541228786,97.904745625,53.5279646494387,1170
19167,1.0857909984195,108.256645,59.6638915296974,96.2450815384615,60.7214928257155,7041
11545,1.07542550259121,87.041416,49.4661352395412,95.3737694063927,57.156068335311,20479
7077,1.02808791065507,87.041416,49.4661352395412,92.9727522255193,57.156068335311,4329
17127,0.963755464309224,87.041416,49.4661352395412,89.5261828571429,57.156068335311,13575
401,0.667643430030584,108.756645,43.8233541228786,83.5492813333333,53.5279646494387,20655
7219,1.04992867725804,108.006645,55.3076953283176,95.4342532824428,60.7214928257155,9534
17070,1.03655845867392,107.256645,56.763654304317,95.3507787767584,60.7214928257155,19581
5228,1.1165067628926,107.256645,58.2627140093044,97.2840308580343,60.7214928257155,19614
20905,1.18771850135682,108.506645,58.973428446235,98.5191464830842,60.7214928257155,7982
20734,1.14384786804363,108.256645,59.6638915296974,97.5960433385335,60.7214928257155,2346
16283,1.21512708016847,108.756645,60.1661492738256,99.065356284585,60.7214928257155,9140
17547,1.2739653927204,114.256645,61.4203089521699,100.328745224233,60.7214928257155,9488
848,1.09119481211891,108.506645,62.0114329850553,96.3220046153846,60.7214928257155,2186
2927,1.18983328050649,108.756645,43.8233541228786,98.5203315723271,53.5279646494387,9565
15883,1.04782270986259,108.756645,53.2860956008225,95.2272274164134,60.7214928257155,3651
4942,1.04108687970336,107.756645,54.8771367304272,95.2852009000763,60.7214928257155,13639
5359,0.629441022509672,112.006645,44.2894585275144,61.34376,48.4772646848066,12561
16886,0.629441022509672,112.006645,44.2894585275144,61.34376,48.4772646848066,11039
14596,1.17327495059599,105.205316,39.8347297779162,93.9927683713611,62.210509235202,9362
17241,1.02061880348895,111.005316,39.4458745649529,78.6440906298003,26.1868243919949,7741
2380,1.19546547581397,173.005316,41.1628508762501,99.1007159968479,63.6346550387369,17326
1812,1.29466388033911,101.205316,61.5503019823136,98.461944516129,70.1414421401525,8221
10584,1.12718985298861,107.005316,39.8177444355979,90.8166076502732,55.6819073296071,9852
19520,1.188955345004,105.205316,39.8347297779162,96.2643149371069,62.210509235202,13111
2851,1.02838074056423,88.545316,40.129713934438,87.9315117829457,26.1868243919949,924
2993,1.0751632235537,102.805316,40.053511822236,92.5469276923077,42.6550321302085,17545
399,24.7519890178968,102.805316,40.053511822236,164.688544159544,42.6550321302085,5543
2080,1.12836566846972,108.756645,43.8233541228786,97.1460001550387,53.5279646494387,16995
14702,1.28221478447247,104.005316,48.0552632423754,97.3041285945073,54.9633033148404,20168
2615,1.21522316286397,104.005316,48.0552632423754,94.4149863924051,54.9633033148404,12247
591,1.07596841692376,102.805316,40.053511822236,92.6950815384615,42.6550321302085,18268
21228,1.07596841692376,102.805316,40.053511822236,92.6950815384615,42.6550321302085,15939
7249,1.05601831803916,102.805316,40.053511822236,88.9912353846154,42.6550321302085,3690
979,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,13081
18826,1.09015731670543,102.805316,40.053511822236,95.2877738461539,42.6550321302085,8524
4094,1.09015731670543,102.805316,40.053511822236,95.2877738461539,42.6550321302085,21161
20710,1.08202661942844,102.805316,40.053511822236,93.8062353846154,42.6550321302085,6136
13573,12.8863805079437,87.010856,45.4356565727264,160.134112779553,76.9902390044913,12541
13517,1.00634720250617,87.010856,45.4356565727264,94.0485213133208,76.9902390044913,8877
16444,24.9275054960245,87.010856,45.4356565727264,177.332070223606,76.9902390044913,17575
20747,24.9275054960245,87.010856,45.4356565727264,177.332070223606,76.9902390044913,8160
15975,22.6913408611567,87.010856,45.4356565727264,174.882226168876,76.9902390044913,6857
7877,26.1656857162756,87.010856,45.4356565727264,178.595641847206,76.9902390044913,11201
14640,25.735962291754,87.010856,45.4356565727264,178.164011673539,76.9902390044913,5158
13032,25.3153179259422,87.010856,45.4356565727264,177.734463120567,76.9902390044913,15248
9168,26.5786364903901,108.756645,43.8233541228786,179.003797142857,53.5279646494387,1770
12239,24.9761022512614,107.256645,56.763654304317,178.146654285714,60.7214928257155,20510
6238,26.1076220600105,108.256645,59.6638915296974,178.718082857143,60.7214928257155,15307
5426,24.9761022512614,107.256645,58.2627140093044,178.146654285714,60.7214928257155,11185
15900,26.3494418705531,108.506645,58.973428446235,178.86094,60.7214928257155,4420
8810,26.5786364903901,108.756645,43.8233541228786,179.003797142857,53.5279646494387,5067
9600,0.629441022509672,112.006645,44.2894585275144,61.34376,48.4772646848066,13939
9019,0.628775693281842,107.805316,40.250191507903,61.1230457142857,57.4684730300687,19036
15270,0.628111067317648,107.805316,40.250191507903,60.9023314285714,57.4684730300687,6814
20594,0.626783922207505,107.805316,40.250191507903,60.4609028571428,57.4684730300687,17522
6604,6.68239978763705,107.805316,40.250191507903,105.014145,57.4684730300687,17402
12096,51.5965122285477,132.805316,69.2326551521925,190.002953333333,29.1775463973801,4476
4772,46.4392889588724,132.805316,69.2326551521925,172.802658,29.1775463973801,18402
10348,26.5786364903901,108.756645,43.8233541228786,179.003797142857,53.5279646494387,18227
161,24.9770112451967,91.405316,40.8296145685212,170.903797142857,37.5554406887591,3811
2863,23.4718997330147,91.405316,40.8296145685212,162.803797142857,37.5554406887591,7417
748,22.0574860486018,91.405316,40.8296145685212,154.703797142857,37.5554406887591,18503
4885,20.7283047524237,91.405316,40.8296145685212,146.603797142857,37.5554406887591,12070
7538,19.4792197516357,91.405316,40.8296145685212,138.503797142857,37.5554406887591,15875
5104,18.3054044536925,91.405316,40.8296145685212,130.403797142857,37.5554406887591,6449
1887,24.8968172256928,128.605316,67.2338347072841,173.837763333333,33.1487827641917,7349
2325,23.5465170321856,128.605316,67.2338347072841,139.8783225,33.1487827641917,2922
17854,86.6910750654273,128.605316,67.2338347072841,228.945921111111,33.1487827641917,4427
8589,24.8968172256928,128.605316,67.2338347072841,173.837763333333,33.1487827641917,6983
16725,0.598284790336182,113.605316,39.8634257121224,57.9001899280576,24.1907168067826,16811
10926,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,11787
15071,1.14206041511295,107.005316,39.8177444355979,94.178183125,55.6819073296071,19242
17002,0.989154421342907,105.805316,40.3983349191721,89.7077410969196,55.7840142027068,8481
1107,1.18275388612308,108.756645,43.8233541228786,98.3657102982732,53.5279646494387,20981
19027,1.11579198009063,102.805316,40.053511822236,96.4241453518948,42.6550321302085,12968
15906,1.11481747883888,102.805316,40.053511822236,95.7534004334366,42.6550321302085,13409
7096,1.10784151491364,102.805316,40.053511822236,94.511140371517,42.6550321302085,13810
2132,1.09087941096591,102.805316,40.053511822236,91.9554678576953,42.6550321302085,18201
14998,1.04292418108419,102.805316,40.053511822236,86.5220046153846,42.6550321302085,4228
18328,1.11629660665133,134.005316,43.907215928552,96.282614029389,51.4701127180447,14426
20998,1.11400300807414,134.005316,43.907215928552,95.6445629853055,51.4701127180447,8037
10512,1.11586179410235,134.005316,43.907215928552,94.5146140821069,51.4701127180447,20864
15035,1.08601657907641,134.005316,43.907215928552,92.6624937798306,51.4701127180447,19714
17594,1.0784999899696,134.005316,43.907215928552,91.3220046153846,51.4701127180447,14188
7057,1.12524795194263,105.205316,39.8347297779162,94.9714533488734,62.210509235202,16383
8539,1.12869562828607,105.205316,39.8347297779162,92.9314567550702,62.210509235202,17824
10818,1.12594308373455,107.005316,39.8177444355979,96.680883875969,55.6819073296071,79
20629,1.11583492185882,107.005316,39.8177444355979,95.8346697832818,55.6819073296071,12488
9548,1.14264698632826,107.005316,39.8177444355979,95.411955975039,55.6819073296071,6893
10740,1.1270583649717,107.005316,39.8177444355979,92.9993407170694,55.6819073296071,2170
17358,1.09889074201619,107.005316,39.8177444355979,90.309229068323,55.6819073296071,14374
2264,1.06854000768401,105.205316,39.8347297779162,89.4745769159599,62.210509235202,20830
8724,1.14763890708484,111.005316,39.4458745649529,95.6425456518345,26.1868243919949,19502
17636,1.14360002296803,111.005316,39.4458745649529,93.6028520875684,26.1868243919949,19205
773,1.14969249761387,111.005316,39.4458745649529,91.7723037048666,26.1868243919949,3164
18631,1.14494357736009,108.756645,43.8233541228786,97.5238967315175,53.5279646494387,18390
19185,24.9761022512614,107.256645,56.763654304317,178.146654285714,60.7214928257155,15792
7289,25.4551678342999,92.805316,50.8259735840013,178.632368571429,38.8737635112424,4951
6596,25.943422354449,92.805316,50.8259735840013,179.118082857143,38.8737635112424,19499
15293,26.4410420643308,92.805316,50.8259735840013,179.603797142857,38.8737635112424,10244
1057,26.9482065972617,92.805316,50.8259735840013,180.089511428571,38.8737635112424,1973
1773,27.4650990320975,92.805316,50.8259735840013,180.575225714286,38.8737635112424,15300
9905,0.932086641377282,138.256645,48.8465414073626,56.63454,82.3208353907584,5377
440,1.11720061559295,138.256645,48.8465414073626,59.6477493975904,82.3208353907584,4452
11778,24.8968172256928,128.605316,67.2338347072841,173.837763333333,33.1487827641917,13794
10683,24.8968172256928,128.605316,67.2338347072841,173.837763333333,33.1487827641917,16754
16678,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,10539
5045,1.09119481211891,108.506645,58.973428446235,96.3220046153846,60.7214928257155,6310
11987,1.07390441706157,107.756645,54.8771367304272,96.0912353846154,60.7214928257155,15597
5877,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,8954
2769,25.8515660195816,108.006645,55.3076953283176,178.575225714286,60.7214928257155,18722
6861,1.16189743429045,108.756645,43.8233541228786,97.904745625,53.5279646494387,5843
5582,26.5786364903901,108.756645,53.2860956008225,179.003797142857,60.7214928257155,13820
5591,24.8968172256928,128.605316,67.2338347072841,173.837763333333,33.1487827641917,10447
6019,0.633909649832865,112.006645,44.2894585275144,61.5009028571429,48.4772646848066,18109
2000,0.669672357264796,108.756645,43.8233541228786,62.1294742857143,53.5279646494387,20687
7959,0.636044696607726,101.605316,52.9615206688932,79.2972813333333,47.1823579896103,5900
13640,0.669672357264796,108.756645,43.8233541228786,62.1294742857143,53.5279646494387,11655
6302,1.0857909984195,108.256645,59.6638915296974,96.2450815384615,60.7214928257155,16986
3881,1.10592708291295,94.405316,61.6196816735173,96.70662,58.7537238728356,362
17514,1.11654498963619,94.405316,61.6196816735173,96.94662,58.7537238728356,16679
19351,1.12643659277032,94.405316,61.6196816735173,97.1681584615385,58.7537238728356,18634
8315,1.13725140945803,94.405316,61.6196816735173,97.4081584615385,58.7537238728356,7251
20673,1.14732645319609,94.405316,61.6196816735173,97.6296969230769,58.7537238728356,17049
16895,1.16860371782322,114.256645,61.4203089521699,98.0912353846154,60.7214928257155,16764
3169,25.9698457619893,102.805316,40.053511822236,174.418082857143,42.6550321302085,9126
10076,25.3749995469243,102.805316,40.053511822236,169.832368571429,42.6550321302085,3185
7947,24.7937784424133,102.805316,40.053511822236,165.246654285714,42.6550321302085,3360
8649,24.2258703616801,102.805316,40.053511822236,160.66094,42.6550321302085,19178
14096,26.0223622021713,105.205316,39.8347297779162,174.589511428571,62.210509235202,10458
64,25.4777303879313,105.205316,39.8347297779162,170.175225714286,62.210509235202,20225
19305,26.057445640181,107.005316,39.8177444355979,174.718082857143,55.6819073296071,13585
15096,25.0455242312274,107.005316,39.8177444355979,166.146654285714,55.6819073296071,16861
18200,24.5543967773144,107.005316,39.8177444355979,161.86094,55.6819073296071,16246
2913,26.1254031605579,111.005316,39.4458745649529,175.003797142857,26.1868243919949,21117
17722,25.6798986113704,111.005316,39.4458745649529,171.003797142857,26.1868243919949,2161
14220,24.9761022512614,107.256645,58.2627140093044,178.146654285714,60.7214928257155,19155
11498,26.5786364903901,108.756645,43.8233541228786,179.003797142857,53.5279646494387,13021
18178,26.5786364903901,108.756645,43.8233541228786,179.003797142857,53.5279646494387,14165
11339,0.629441022509672,112.006645,44.2894585275144,61.34376,48.4772646848066,1187
10674,1.08309765884786,92.805316,39.2889017109667,94.68662,47.8012551985561,3163
159,1.06359833658797,92.805316,39.2889017109667,92.1181584615385,47.8012551985561,4762
2853,1.03187645590977,92.805316,39.2889017109667,87.8373892307692,47.8012551985561,17419
5654,1.10259650983445,108.756645,43.8233541228786,96.5474212942989,53.5279646494387,13583
9117,1.08000343799162,102.805316,40.053511822236,93.4358507692308,42.6550321302085,18674
15809,1.0601926965198,107.256645,56.763654304317,95.9373892307692,60.7214928257155,3143
4023,1.08004381333862,108.006645,55.3076953283176,96.1681584615385,60.7214928257155,7815
15429,26.5786364903901,108.756645,53.2860956008225,179.003797142857,60.7214928257155,10667
9451,26.5352664079931,108.756645,53.2860956008225,178.975225714286,60.7214928257155,15225
17064,26.5612799576601,108.756645,53.2860956008225,178.992368571429,60.7214928257155,1226
14277,26.5092783354404,108.756645,53.2860956008225,178.958082857143,60.7214928257155,1867
14446,26.45850862885,114.805316,39.9665542847266,177.885225714286,57.016925592642,5625
13757,26.3389237110055,114.805316,39.9665542847266,176.766654285714,57.016925592642,5077
15967,26.1605589886847,114.805316,39.9665542847266,175.088797142857,57.016925592642,14456
19663,25.9834021355433,114.805316,39.9665542847266,173.41094,57.016925592642,10575
6271,26.4418470362312,111.005316,39.4458745649529,177.803797142857,26.1868243919949,8614
1329,26.3057615818722,111.005316,39.4458745649529,176.603797142857,26.1868243919949,1487
18501,26.1029454793072,111.005316,39.4458745649529,174.803797142857,26.1868243919949,1935
910,25.9016930787218,111.005316,39.4458745649529,173.003797142857,26.1868243919949,15619
13806,26.5181199777001,134.005316,43.907215928552,178.296654285714,51.4701127180447,10866
17768,26.4577412541819,134.005316,43.907215928552,177.589511428571,51.4701127180447,5358
4443,26.2650523167974,134.005316,43.907215928552,176.209095851216,51.4701127180447,2868
13270,26.2774286849261,134.005316,43.907215928552,175.468082857143,51.4701127180447,19704
12539,26.5169276398472,89.605316,46.4823352229548,178.968082857143,52.6969674774445,5305
8657,26.3939394230033,89.605316,46.4823352229548,178.896654285714,52.6969674774445,18131
8784,26.2715216380618,89.605316,46.4823352229548,178.825225714286,52.6969674774445,17720
8079,26.1496716393015,89.605316,46.4823352229548,178.753797142857,52.6969674774445,2226
6990,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,7785
19370,1.09629540931362,108.756645,53.2860956008225,96.3989276923077,60.7214928257155,19101
9952,1.07390441706157,107.756645,54.8771367304272,96.0912353846154,60.7214928257155,743
4198,1.08004381333862,108.006645,55.3076953283176,96.1681584615385,60.7214928257155,17772
13545,1.0601926965198,107.256645,56.763654304317,95.9373892307692,60.7214928257155,10252
9644,1.0601926965198,107.256645,58.2627140093044,95.9373892307692,60.7214928257155,11226
9858,1.09119481211891,108.506645,58.973428446235,96.3220046153846,60.7214928257155,13219
5193,1.0857909984195,108.256645,59.6638915296974,96.2450815384615,60.7214928257155,15707
17919,1.09629540931362,108.756645,60.1661492738256,96.3989276923077,60.7214928257155,4175
19930,1.16860371782322,114.256645,61.4203089521699,98.0912353846154,60.7214928257155,16854
11591,0.963755464309224,87.041416,49.4661352395412,89.5261828571429,57.156068335311,1290
17641,0.963755464309224,87.041416,49.4661352395412,89.5261828571429,57.156068335311,13521
19847,1.0601926965198,107.256645,56.763654304317,95.9373892307692,60.7214928257155,6627
18173,1.0601926965198,107.256645,58.2627140093044,95.9373892307692,60.7214928257155,19679
10814,1.07390441706157,107.756645,54.8771367304272,96.0912353846154,60.7214928257155,5614
5078,1.09119481211891,108.506645,58.973428446235,96.3220046153846,60.7214928257155,9279
2701,1.09629540931362,108.756645,43.8233541228786,96.3989276923077,53.5279646494387,20725
16245,1.09629540931362,108.756645,53.2860956008225,96.3989276923077,60.7214928257155,6833
1253,1.28284345728997,87.046316,53.0446802563424,96.4126523076923,77.1842986381169,20021
6161,1.77204693597675,87.046316,53.0446802563424,104.444825,77.1842986381169,12498
12306,1.26382645385282,86.446316,55.0083900181927,96.1818830769231,77.1842986381169,13399
3241,1.0601926965198,107.256645,56.763654304317,95.9373892307692,60.7214928257155,15486
8274,1.24059742715566,85.846316,56.4107539155576,95.9511138461538,77.1842986381169,14004
1585,1.13165169150805,108.756645,43.8233541228786,97.2213449340574,53.5279646494387,12198
10786,1.05566304752898,87.046316,43.0292503315361,95.3000303878327,69.7781730002019,5965
17524,1.02019712346367,87.046316,43.0292503315361,94.2968001053424,69.7781730002019,20187
12569,0.99920036033881,87.046316,43.0292503315361,93.5237389850746,69.7781730002019,10451
6003,26.5786364903901,108.756645,43.8233541228786,179.003797142857,53.5279646494387,4059
1499,26.4645962915936,111.005316,39.4458745649529,178.003797142857,26.1868243919949,20066
