Key_1_2,mean_FusionHeat,gmean_ThermalConductivity,wtd_entropy_fie,wtd_mean_FusionHeat,wtd_mean_fie,Key_2_8
7360,7.8305,6.77360768587578,0.795787916432124,4.5132,1044.696,10520
11864,8.1055,6.77360768587578,0.790952991088912,4.6012,1042.52,14476
13269,9.5805,7.43878255508962,0.79220816108462,5.0732,1043.08,18982
1071,10.3055,7.31972361760292,0.793455728286378,5.3052,1043.64,3453
17863,9.5305,7.55238461047956,0.794872326316893,5.0572,1044.28,13993
7482,10.8305,7.43878255508962,0.781004154834958,5.4732,1038.2,4111
20143,7.1055,7.55238461047956,1.24858342354531,9.44745454545454,691.690909090909,3745
771,7.4555,7.06248773046785,1.26910128290255,9.146,727.6,20952
20625,7.8305,6.77360768587578,1.25946316272285,9.97472727272727,703.090909090909,16272
3401,8.1805,7.55238461047956,1.28243898817756,9.56028571428571,738.357142857143,830
589,8.1805,7.55238461047956,0.790273215886266,4.5572,1044.134,20715
19730,8.1805,7.55238461047956,1.31196768484835,8.0105,788.355,8671
18578,8.1805,7.55238461047956,1.26197442755257,7.81771428571429,822.74,787
3380,5.9824,7.29426913845031,0.86709481580242,3.6395,1015.31,13125
1042,6.9055,8.33981834610162,0.786865234305601,3.83471428571429,1011.54071428571,20525
5197,7.0644,9.93983296876049,1.28678053635596,7.1255,807.905,13308
1901,6.9055,8.33981834610162,0.817508477887223,3.88328571428571,1011.76642857143,6478
16384,8.1805,7.55238461047956,1.17577392128513,7.56066666666667,868.586666666667,8479
7659,7.2555,9.29475656886456,0.797328160020562,4.3292,1045.4,12809
11741,10.8305,7.43878255508962,0.782743495081352,7.884,1003.04285714286,9014
2969,8.1805,7.55238461047956,0.673145611250067,4.17466666666667,1100.25166666667,16681
9692,6.9055,7.06248773046785,0.783206660361291,3.83471428571429,1010.54428571429,9491
18027,6.9055,8.33981834610162,0.786865234305601,3.83471428571429,1011.54071428571,1895
5150,9.2644,10.1253445165945,0.814095167224861,3.88685714285714,1010.97428571429,280
11424,10.0844,10.8442023220063,0.801048093344446,3.86071428571429,1011.46157142857,16031
16068,9.6244,13.5378857186426,0.801068202330156,3.85742857142857,1011.46485714286,1183
16527,8.1644,8.20773673603571,0.805863041592764,3.84714285714286,1011.51657142857,878
7328,8.2844,13.0752707679421,0.817302395998998,3.85185714285714,1011.69785714286,5316
9909,8.7644,13.7064590504971,0.817271244135217,3.869,1011.69071428571,9659
13867,8.9644,13.4503489422866,0.816586563034102,3.87614285714286,1011.53428571429,797
13501,6.9944,14.2154797860363,0.803220413632827,3.83864285714286,1011.82685714286,88
11324,6.9044,9.11410323233802,0.824656323439607,3.85542857142857,1011.39,15424
17874,6.9444,9.61645618511727,0.824938125244694,3.85828571428571,1011.46,15270
16164,7.2244,9.11410323233802,0.825431094573125,3.87828571428571,1011.58285714286,16757
10615,7.5244,8.81462437248867,0.828486680620357,3.89971428571429,1012.35571428571,16628
6405,9.3044,12.0779352534017,0.925142504376225,5.25838461538462,1003.78576923077,2683
7121,9.3044,12.0779352534017,0.947212158040719,5.26646153846154,1003.94846153846,17423
19170,9.3044,12.0779352534017,0.90028642436368,5.25192307692308,1003.65561538462,1803
17460,9.3044,12.0779352534017,0.907619157365925,5.25353846153846,1003.68815384615,19958
19954,9.3044,12.0779352534017,0.919811199191338,5.25676923076923,1003.75323076923,11123
16839,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,9671
2856,6.8904,3.67128458764513,1.14897675903748,5.36630769230769,979.461538461538,10889
20175,7.1844,1.96040264687623,1.17434914185082,5.47938461538462,999.146153846154,15922
340,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,6523
16351,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,14626
8552,7.8305,6.77360768587578,0.886967967409847,5.14261538461539,1001.99230769231,1807
16175,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,15264
564,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,16706
18115,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,17157
17138,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,3515
1330,9.5805,7.43878255508962,0.832552961778147,5.29114285714286,1022.77142857143,17725
17482,8.5444,8.14227593014743,0.850042200886248,4.80114285714286,1024.36571428571,20295
893,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,17962
20875,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,11784
4126,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,12899
17576,11.9044,11.192987811707,0.8883768177911,5.07729032258065,1020.58387096774,10857
11765,7.4555,7.06248773046785,0.788013176825594,4.3982,1040.744,6336
5593,7.4555,7.06248773046785,0.786057091599127,4.3932,1040.368,15318
20983,7.4555,7.06248773046785,0.481326037351979,2.53544444444444,1161.28977777778,5707
10808,7.4555,7.06248773046785,0.77891545591267,4.3832,1039.616,509
1014,7.4555,7.06248773046785,0.77356640737426,4.3782,1039.24,15714
4827,7.4555,7.06248773046785,0.766844075977024,4.3732,1038.864,12970
15248,7.4555,7.06248773046785,0.783045743139243,4.3882,1039.992,4404
17632,8.1805,7.55238461047956,0.793890287150258,4.57986666666667,1044.88666666667,324
8046,8.0555,7.3865773471464,0.94356278340364,5.04261538461538,1014.26923076923,5940
8195,8.0555,7.3865773471464,1.32946860154243,8.0555,827.5,18020
12026,10.3055,7.31972361760292,1.27660452801155,10.7745714285714,733.442857142857,11313
19277,9.5805,7.43878255508962,1.27536529008949,10.3602857142857,732.442857142857,11864
2218,7.8305,6.77360768587578,1.27889282458992,9.36028571428571,735.328571428571,4281
2635,8.1805,7.55238461047956,0.895987109708696,5.28928682170543,1001.22403100775,2132
16914,7.6555,7.19455400938082,1.28615025813946,9.35314285714286,731.742857142857,17781
9458,7.8305,6.77360768587578,1.2931221427707,9.50314285714286,741.878571428571,8910
12655,8.1805,7.55238461047956,1.29588963560582,9.80314285714286,746.421428571429,10618
4344,7.2555,9.29475656886456,1.29429650812478,9.01028571428571,743.764285714286,6964
20873,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,6191
14755,9.9844,12.4244037881723,0.939092774024664,5.32915384615385,1003.45384615385,2182
16287,8.6844,15.0203776250529,0.901770930984143,5.24107692307692,1002.97769230769,6863
16910,8.6844,15.0203776250529,0.909921689909172,5.23184615384615,1002.33230769231,2480
11607,6.9055,8.33981834610162,0.786865234305601,3.83471428571429,1011.54071428571,17490
9321,8.9644,13.4503489422866,0.799005575102881,3.84935714285714,1011.50928571429,17072
10280,8.9644,13.4503489422866,0.807475612323536,3.864,1011.47785714286,15062
9497,8.6844,15.0203776250529,0.911389871959182,5.23,1002.20323076923,2818
17701,8.6844,15.0203776250529,0.912816134211011,5.22815384615385,1002.07415384615,12429
9368,8.6844,15.0203776250529,0.914203823513747,5.22630769230769,1001.94507692308,12372
17977,8.6844,15.0203776250529,0.914884104134481,5.22538461538462,1001.88053846154,6634
12369,8.6844,15.0203776250529,0.920650002571959,5.21707692307692,1001.29969230769,18449
3766,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,2481
18341,8.1805,7.55238461047956,0.901525953501147,5.328875,998.7875,6764
19167,10.3055,7.31972361760292,0.884724945565356,5.90415384615385,1000.97692307692,13953
11545,6.656,3.57900842013329,0.951292821041102,5.20031354642313,1006.90121765601,12547
7077,6.656,3.57900842013329,1.0361646779537,5.08322255192878,1014.57893175074,19121
17127,6.656,3.57900842013329,1.11478441120966,4.91514285714286,1025.6,8804
401,8.1805,7.55238461047956,0.793890287150258,4.57986666666667,1044.88666666667,13701
7219,7.6555,7.19455400938082,0.873438508299225,5.05161832061069,1000.75648854962,12587
17070,7.8305,6.77360768587578,0.882647947505432,5.11251987767584,1003.89510703364,13547
5228,8.1055,6.77360768587578,0.892168538068767,5.29750702028081,995.502496099844,12266
20905,9.5805,7.43878255508962,0.899517374091778,5.80563493312352,993.304563335956,11440
20734,10.3055,7.31972361760292,0.894590233506951,5.9839344773791,996.594539781591,4600
16283,9.5305,7.55238461047956,0.905489336595799,5.81630830039526,992.973517786561,16192
17547,7.2555,9.29475656886456,0.904485000098493,5.07392761605035,995.586231313926,957
848,10.8305,7.43878255508962,0.87273452838423,6.06569230769231,995.746153846154,14191
2927,8.1805,7.55238461047956,0.906006613331963,5.36099371069182,996.810691823899,18884
15883,7.1055,7.55238461047956,0.867530461775687,4.86242553191489,1001.0103343465,7448
4942,7.4555,7.06248773046785,0.871707341274412,4.98691228070175,1000.4760488177,11266
5359,6.9055,8.33981834610162,0.786865234305601,3.83471428571429,1011.54071428571,4421
16886,6.9055,8.33981834610162,0.786865234305601,3.83471428571429,1011.54071428571,13790
14596,9.9844,12.4244037881723,0.948986212017171,5.43244689221086,995.792525570417,11661
17241,8.0144,13.1311731511324,1.01193568720747,4.89239631336406,1012.98049155146,14366
2380,8.8044,16.9496591827207,0.941421564886462,5.34531126871552,996.526910953507,1770
1812,10.5444,11.8227620432377,0.954639476752148,5.54814516129032,989.621274193548,14300
10584,9.7844,12.6609787210825,0.959925153478103,5.40355971896956,998.706869633099,19670
19520,9.9844,12.4244037881723,0.933117101979629,5.40619496855346,995.559889937107,8697
2851,9.1844,7.58167954103552,0.950559178198015,5.29163565891473,1000.56165891473,14638
2993,9.3044,12.0779352534017,0.926162182449902,5.25870769230769,1003.79227692308,8503
399,9.3044,12.0779352534017,1.42639958006822,9.59089743589744,738.454601139601,7379
2080,8.1805,7.55238461047956,0.895987109708696,5.28928682170543,1001.22403100775,20177
14702,7.1444,12.2560652385245,0.948495763040141,5.36199515347334,986.56063812601,15137
2615,7.1444,12.2560652385245,0.945410808912854,5.26740506329114,988.91375,10829
591,9.3044,12.0779352534017,0.925142504376225,5.25838461538462,1003.78576923077,12435
21228,9.3044,12.0779352534017,0.925142504376225,5.25838461538462,1003.78576923077,9166
7249,9.3044,12.0779352534017,0.947212158040719,5.26646153846154,1003.94846153846,1779
979,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,5302
18826,9.3044,12.0779352534017,0.904103291487786,5.25273076923077,1003.67188461538,5804
4094,9.3044,12.0779352534017,0.904103291487786,5.25273076923077,1003.67188461538,21235
20710,9.3044,12.0779352534017,0.916980771780412,5.25596153846154,1003.73696153846,1605
13573,6.5964,2.46015931862254,1.52713901305236,8.57974440894569,837.635782747604,5180
13517,6.5964,2.46015931862254,1.27412295516773,5.13237148217636,1056.60356472796,15411
16444,6.5964,2.46015931862254,1.35741991143919,9.47341636003397,747.152561562412,19964
20747,6.5964,2.46015931862254,1.35741991143919,9.47341636003397,747.152561562412,6862
15975,6.5964,2.46015931862254,1.418323788958,9.34611304954641,760.041870202373,15213
7877,6.5964,2.46015931862254,1.30820005566338,9.5390763968073,740.504561003421,11783
14640,6.5964,2.46015931862254,1.32762715726479,9.51664723446609,742.775486989905,18520
13032,6.5964,2.46015931862254,1.34393233736147,9.49432624113475,745.035460992908,8316
9168,8.1805,7.55238461047956,1.28243898817756,9.56028571428571,738.357142857143,15620
12239,7.8305,6.77360768587578,1.27889282458992,9.36028571428571,735.328571428571,12240
6238,10.3055,7.31972361760292,1.27660452801155,10.7745714285714,733.442857142857,3522
5426,8.1055,6.77360768587578,1.2741078571638,9.51742857142857,731.442857142857,9693
15900,9.5805,7.43878255508962,1.27536529008949,10.3602857142857,732.442857142857,11535
8810,8.1805,7.55238461047956,1.28243898817756,9.56028571428571,738.357142857143,16646
9600,6.9055,8.33981834610162,0.786865234305601,3.83471428571429,1011.54071428571,4226
9019,8.9644,13.4503489422866,0.790135239834913,3.83764285714286,1011.53442857143,5589
15270,8.9644,13.4503489422866,0.792681957786585,3.84057142857143,1011.52814285714,10304
20594,8.9644,13.4503489422866,0.79704681066512,3.84642857142857,1011.51557142857,14402
6604,8.9644,13.4503489422866,1.19740827116267,6.575,785.30525,7412
12096,6.8124,17.7474131712332,1.51468150192111,8.11133333333333,711.911111111111,21111
4772,6.8124,17.7474131712332,1.56433975448912,8.1002,690.97,12562
10348,8.1805,7.55238461047956,1.28243898817756,9.56028571428571,738.357142857143,12716
161,10.2844,9.35301896689231,1.36187490596372,9.68028571428571,736.488571428571,7161
2863,10.2844,9.35301896689231,1.41397721053037,9.80028571428571,734.62,3946
748,10.2844,9.35301896689231,1.45507516773579,9.92028571428571,732.751428571429,10939
4885,10.2844,9.35301896689231,1.48855089038947,10.0402857142857,730.882857142857,3466
7538,10.2844,9.35301896689231,1.51594974509812,10.1602857142857,729.014285714286,11664
5104,10.2844,9.35301896689231,1.53812799958854,10.2802857142857,727.145714285714,6118
1887,8.1524,14.2876432915522,1.52204280993067,8.977,774.066666666667,2110
2325,8.1524,14.2876432915522,1.57685969312247,9.10875,738.0475,3345
17854,8.1524,14.2876432915522,1.41133260466171,10.2767777777778,704.638888888889,18777
8589,8.1524,14.2876432915522,1.52204280993067,8.977,774.066666666667,5627
16725,6.9944,14.2154797860363,0.79410236745363,3.74737410071942,1014.03669064748,20964
10926,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,20285
15071,9.7844,12.6609787210825,0.93836707882989,5.3673828125,998.9502265625,20273
17002,10.6444,12.5052635681251,0.910046169516714,5.24689706987228,1008.87232156273,15461
1107,8.1805,7.55238461047956,0.904882284756709,5.3529262166405,997.307221350079,17405
19027,9.3044,12.0779352534017,0.901375347670861,5.27861252900232,1001.9694508894,13683
15906,9.3044,12.0779352534017,0.909794654143304,5.28415170278638,1001.76137770898,12153
7096,9.3044,12.0779352534017,0.920586255009469,5.28686068111455,1001.81594427245,148
2132,9.3044,12.0779352534017,0.937359463607864,5.28835730858469,1002.16573859242,19140
14998,9.3044,12.0779352534017,0.958997462053707,5.27184615384615,1004.05692307692,4943
18328,8.6844,15.0203776250529,0.905680433884498,5.26824903325599,1001.29876256767,12151
20998,8.6844,15.0203776250529,0.913896221574683,5.2589682907966,1000.64988399072,14677
10512,8.6844,15.0203776250529,0.928287962227001,5.24818125484121,998.866072811774,9011
15035,8.6844,15.0203776250529,0.934244334905438,5.19875134719015,999.509545804465,366
17594,8.6844,15.0203776250529,0.942574041135132,5.17646153846154,998.46,3310
7057,9.9844,12.4244037881723,0.922718959010297,5.33295571095571,1000.42867132867,18186
8539,9.9844,12.4244037881723,0.942660697420211,5.38487051482059,999.140561622465,761
10818,9.7844,12.6609787210825,0.903036016116409,5.29409302325581,1001.24434108527,14621
20629,9.7844,12.6609787210825,0.909775636665984,5.29343962848297,1001.75750773994,3470
9548,9.7844,12.6609787210825,0.926340278864007,5.34508892355694,999.380031201248,19570
10740,9.7844,12.6609787210825,0.943260300810359,5.36525798908807,999.726656274357,13417
17358,9.7844,12.6609787210825,0.954400361767508,5.3693602484472,1001.0448757764,6594
2264,9.9844,12.4244037881723,0.947372857161072,5.35677255204318,1002.70370084811,1611
8724,8.0144,13.1311731511324,0.931661522780929,5.28000156128025,1000.2881342701,15691
17636,8.0144,13.1311731511324,0.953502935999289,5.2429538702111,1001.05621579359,11548
773,8.0144,13.1311731511324,0.973335020739435,5.21752590266876,1001.09372056515,8714
18631,8.1805,7.55238461047956,0.898747976577568,5.30900389105058,1000.01050583658,11762
19185,7.8305,6.77360768587578,1.27889282458992,9.36028571428571,735.328571428571,17601
7289,7.8644,9.40740065011398,1.34696304983174,9.36028571428571,736.657142857143,5842
6596,7.8644,9.40740065011398,1.38315998834326,9.36028571428571,737.985714285714,1375
15293,7.8644,9.40740065011398,1.40569473258438,9.36028571428571,739.314285714286,14415
1057,7.8644,9.40740065011398,1.41817669602681,9.36028571428571,740.642857142857,15967
1773,7.8644,9.40740065011398,1.4220354475497,9.36028571428571,741.971428571429,15363
9905,5.5555,11.7942842127849,0.84406291951658,4.060125,951.961875,1436
440,5.5555,11.7942842127849,0.907388966762149,4.00734939759036,935.466867469879,12808
11778,8.1524,14.2876432915522,1.52204280993067,8.977,774.066666666667,8489
10683,8.1524,14.2876432915522,1.52204280993067,8.977,774.066666666667,13885
16678,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,17489
5045,9.5805,7.43878255508962,0.883524710775821,5.68107692307692,1000.43846153846,2213
11987,7.4555,7.06248773046785,0.877603322173959,5.02723076923077,997.830769230769,9697
5877,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,1458
2769,7.6555,7.19455400938082,1.27039355542064,9.26028571428571,728.571428571429,11616
6861,8.1805,7.55238461047956,0.901525953501147,5.328875,998.7875,18936
5582,7.1055,7.55238461047956,1.26744040455898,8.946,726.371428571429,4233
5591,8.1524,14.2876432915522,1.52204280993067,8.977,774.066666666667,10174
6019,6.9055,8.33981834610162,0.7959767720407,3.84685714285714,1011.59714285714,6840
2000,8.1805,7.55238461047956,0.858287527701717,4.86685714285714,1019.69714285714,5764
7959,9.0244,11.0708623223116,0.823603896471449,4.49493333333333,1043.64253333333,12769
13640,8.1805,7.55238461047956,0.858287527701717,4.86685714285714,1019.69714285714,17101
6302,10.3055,7.31972361760292,0.884724945565356,5.90415384615385,1000.97692307692,17120
3881,9.7844,10.2284227102797,0.911339438271877,5.66953846153846,1001.4,20372
17514,9.7844,10.2284227102797,0.91639294984474,5.54753846153846,1001.62,6034
19351,9.7844,10.2284227102797,0.918095520474651,5.43492307692308,1001.82307692308,11259
8315,9.7844,10.2284227102797,0.916953927605787,5.31292307692308,1002.04307692308,17832
20673,9.7844,10.2284227102797,0.912958819945575,5.20030769230769,1002.24615384615,6530
16895,7.2555,9.29475656886456,0.888448831950548,4.96569230769231,1002.66923076923,17672
3169,9.3044,12.0779352534017,1.34642268433868,9.57028571428571,738.558571428571,18942
10076,9.3044,12.0779352534017,1.38952522650189,9.58028571428571,738.76,17308
7947,9.3044,12.0779352534017,1.42441117674607,9.59028571428571,738.961428571429,4790
8649,9.3044,12.0779352534017,1.45375959684203,9.60028571428571,739.162857142857,11636
14096,9.9844,12.4244037881723,1.34514215068421,9.61885714285714,738.231428571429,11433
64,9.9844,12.4244037881723,1.3876163180581,9.67742857142857,738.105714285714,17988
19305,9.7844,12.6609787210825,1.3463670674255,9.60457142857143,738.544285714286,3149
15096,9.7844,12.6609787210825,1.42431262264598,9.69314285714286,738.918571428571,20571
18200,9.7844,12.6609787210825,1.45365271506257,9.73742857142857,739.105714285714,15687
2913,8.0144,13.1311731511324,1.35430328921197,9.47814285714286,740.654285714286,15377
17722,8.0144,13.1311731511324,1.40109359930246,9.396,742.951428571429,16465
14220,8.1055,6.77360768587578,1.2741078571638,9.51742857142857,731.442857142857,5220
11498,8.1805,7.55238461047956,1.28243898817756,9.56028571428571,738.357142857143,11508
18178,8.1805,7.55238461047956,1.28243898817756,9.56028571428571,738.357142857143,5080
11339,6.9055,8.33981834610162,0.786865234305601,3.83471428571429,1011.54071428571,2378
10674,7.6624,9.88432185342106,0.903568248345634,5.21564615384615,1002.85553846154,19342
159,7.6624,9.88432185342106,0.916945146794623,5.16365384615385,1001.70423076923,5811
2853,7.6624,9.88432185342106,0.933767769163946,5.077,999.785384615384,5490
5654,8.1805,7.55238461047956,0.891605003501407,5.25805546995378,1003.14622496148,4829
9117,9.3044,12.0779352534017,0.919811199191338,5.25676923076923,1003.75323076923,6954
15809,7.8305,6.77360768587578,0.886967967409847,5.14261538461539,1001.99230769231,4699
4023,7.6555,7.19455400938082,0.878805851453728,5.08876923076923,998.353846153846,13161
15429,7.1055,7.55238461047956,1.26744040455898,8.946,726.371428571429,2308
9451,7.1055,7.55238461047956,1.27816382294981,8.92028571428571,727.2,16028
17064,7.1055,7.55238461047956,1.27244070465624,8.93571428571429,726.702857142857,7353
14277,7.1055,7.55238461047956,1.28183563464211,8.90485714285714,727.697142857143,14852
14446,13.7444,13.5229125309168,1.30519509330841,9.65842857142857,738.099142857143,20418
13757,13.7444,13.5229125309168,1.32240936162944,9.75657142857143,737.841142857143,14050
15967,13.7444,13.5229125309168,1.34451350102777,9.90378571428571,737.454142857143,14031
19663,13.7444,13.5229125309168,1.36389563412091,10.051,737.067142857143,4773
6271,8.0144,13.1311731511324,1.31041944357663,9.53564285714286,739.046285714286,11530
1329,8.0144,13.1311731511324,1.33103000890046,9.511,739.735428571429,7577
18501,8.0144,13.1311731511324,1.35697729508117,9.47403571428571,740.769142857143,15937
910,8.0144,13.1311731511324,1.3792782577614,9.43707142857143,741.802857142857,9437
13806,8.6844,15.0203776250529,1.30250380628813,9.55,737.638,19872
17768,8.6844,15.0203776250529,1.31791141185767,9.53971428571429,736.918857142857,4765
4443,8.6844,15.0203776250529,1.33858416558735,9.51917024320458,735.827038626609,15923
13270,8.6844,15.0203776250529,1.35562953418942,9.50885714285714,734.761428571428,13796
12539,7.8044,8.41891159935983,1.30665833416276,9.54814285714286,738.632857142857,13835
8657,7.8044,8.41891159935983,1.33743334111722,9.52385714285714,739.184285714286,6738
8784,7.8044,8.41891159935983,1.36003337732277,9.49957142857143,739.735714285714,11186
8079,7.8044,8.41891159935983,1.37774993762636,9.47528571428571,740.287142857143,6228
6990,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,13768
19370,7.1055,7.55238461047956,0.876071594490036,4.91953846153846,997.169230769231,14138
9952,7.4555,7.06248773046785,0.877603322173959,5.02723076923077,997.830769230769,8630
4198,7.6555,7.19455400938082,0.878805851453728,5.08876923076923,998.353846153846,8053
13545,7.8305,6.77360768587578,0.886967967409847,5.14261538461539,1001.99230769231,1053
9644,8.1055,6.77360768587578,0.882316905715584,5.22723076923077,999.9,14228
9858,9.5805,7.43878255508962,0.883524710775821,5.68107692307692,1000.43846153846,10882
5193,10.3055,7.31972361760292,0.884724945565356,5.90415384615385,1000.97692307692,10634
17919,9.5305,7.55238461047956,0.886087489460006,5.66569230769231,1001.59230769231,3883
19930,7.2555,9.29475656886456,0.888448831950548,4.96569230769231,1002.66923076923,554
11591,6.656,3.57900842013329,1.11478441120966,4.91514285714286,1025.6,16080
17641,6.656,3.57900842013329,1.11478441120966,4.91514285714286,1025.6,10156
19847,7.8305,6.77360768587578,0.886967967409847,5.14261538461539,1001.99230769231,14932
18173,8.1055,6.77360768587578,0.882316905715584,5.22723076923077,999.9,19676
10814,7.4555,7.06248773046785,0.877603322173959,5.02723076923077,997.830769230769,5194
5078,9.5805,7.43878255508962,0.883524710775821,5.68107692307692,1000.43846153846,825
2701,8.1805,7.55238461047956,0.890516212329374,5.25030769230769,1003.62307692308,12239
16245,7.1055,7.55238461047956,0.876071594490036,4.91953846153846,997.169230769231,7589
1253,6.0304,3.67128458764513,1.13604995783991,5.03553846153846,973.007692307692,4211
6161,6.0304,3.67128458764513,1.20879661533318,5.43666666666667,944.666666666667,7608
12306,6.4704,3.53145660501412,1.13850608706579,5.20476923076923,974.192307692308,14148
3241,7.8305,6.77360768587578,0.886967967409847,5.14261538461539,1001.99230769231,4886
8274,6.6104,3.36516841356608,1.14581255922386,5.25861538461538,977.830769230769,2849
1585,8.1805,7.55238461047956,0.896537920202744,5.29321799844841,1000.98207913111,16587
10786,6.8904,3.67128458764513,0.898091235220066,5.19639087452471,1006.4366539924,7567
17524,6.8904,3.67128458764513,0.902904998951028,5.14739352896915,1008.95808878856,16958
12569,6.8904,3.67128458764513,0.918477740071598,5.11371343283582,1010.04835820896,15333
6003,8.1805,7.55238461047956,1.28243898817756,9.56028571428571,738.357142857143,15319
1499,8.0144,13.1311731511324,1.3065608108175,9.53975,738.931428571429,14912
16263,8.0144,13.1311731511324,1.32455113144479,9.51921428571429,739.505714285714,973
2977,8.0144,13.1311731511324,1.34019647094805,9.49867857142857,740.08,5225
357,8.0144,13.1311731511324,1.35430328921197,9.47814285714286,740.654285714286,6267
14804,8.0144,13.1311731511324,1.3792782577614,9.43707142857143,741.802857142857,9060
