Key_1_1,wtd_gmean_fie,wtd_range_atomic_radius,wtd_std_atomic_mass,mean_Density,wtd_gmean_atomic_mass,Key_2_6
6270,923.516348851013,39.4075806451613,46.2829613123087,7678.6858,36.6036983002453,1771
20996,932.567765019349,36.1381733021077,44.3382484339089,5168.6858,35.3392163861802,12627
16781,929.294624140166,38.8776729559748,44.407985104,5170.2858,35.6282478042302,12090
11062,934.266916136962,35.4431782945736,44.2178045762341,4882.6858,35.027439258459,16638
7843,937.770159147755,37.0510769230769,44.1743552168762,4963.4858,34.8811511675094,15597
19781,702.525161759776,65.7068376068376,40.7871652756487,4963.4858,67.9434903170401,10098
5415,935.114076729286,22.7906976744186,44.2535665434991,4235.85725,35.147400203827,99
6612,919.060036065709,38.6041195476575,44.7769210896894,3495.6858,35.2377996972122,8029
1098,920.891030114957,38.0954113924051,44.8914228472796,3495.6858,34.7633249343469,17872
7586,937.762044166009,37.1230769230769,44.1750423852583,4963.4858,34.8832309627221,14386
8790,937.762044166009,37.1230769230769,44.1750423852583,4963.4858,34.8832309627221,226
14768,937.96493977809,35.3230769230769,44.157774140714,4963.4858,34.831273265642,11536
11071,937.559192443233,22.6153846153846,44.1921252152174,4235.85725,34.93526616493,8644
6878,937.620043352253,38.3830769230769,44.1870198219208,4963.4858,34.9196474593535,3033
13393,937.620043352253,38.3830769230769,44.1870198219208,4963.4858,34.9196474593535,7679
7731,937.701184041231,37.6630769230769,44.1801866929462,4963.4858,34.8988333800889,5970
12556,770.064912683309,60.2364217252396,42.9347590066929,3389.025,59.6254385540891,4761
193,974.580953697307,32.7729831144465,43.7070746971043,3389.025,35.0131380198974,970
11186,708.168824268221,71.2182281347297,40.866243702728,3389.025,67.4196614294167,3040
486,708.168824268221,71.2182281347297,40.866243702728,3389.025,67.4196614294167,4394
7180,716.672309318476,69.6538729937195,41.2206593966825,3389.025,66.2500431797219,17427
11636,703.822443924514,72.0250855188141,40.6752138254965,3389.025,68.0309717765985,9830
16752,705.304139108182,71.7494667993744,40.7411061736394,3389.025,67.8215302061239,11436
16720,706.781785270537,71.4751773049645,40.8060231119012,3389.025,67.6137388458865,3227
5940,702.424196542615,65.4285714285714,40.6122928726987,4235.85725,68.2296174829281,11088
7095,698.91519999395,65.4285714285714,48.6494182758937,5093.10725,74.020664849634,15706
6985,696.675756303839,65.4285714285714,50.6740486799663,5384.35725,74.676058552684,14242
9020,694.252418799925,65.4285714285714,49.6909005611979,5255.60725,74.3687551181875,12436
15841,695.470420481985,65.4285714285714,50.1884759583107,5316.60725,74.5266382026861,9473
8466,702.424196542615,65.4285714285714,40.6122928726987,4235.85725,68.2296174829281,211
7697,940.294344338809,46.8428571428571,52.5332069817455,4434.35725,35.7734324182576,3978
9898,940.286363693317,51.4292857142857,52.5329224344185,5329.0858,35.7714026716452,10543
5730,940.278383115559,51.3228571428571,52.5326376568515,5329.0858,35.7693730401985,1952
12560,940.262422163244,51.11,52.5320674109825,5329.0858,35.7653141227759,11281
505,731.896444570043,89.07,51.4354476597636,5329.0858,65.3724192024604,15870
17822,684.227733130686,43.0,67.4196354864565,5174.2858,69.499358798592,4901
9771,663.428634504288,45.8,65.3557275474308,5174.2858,74.397494727833,18511
19166,702.424196542615,65.4285714285714,40.6122928726987,4235.85725,68.2296174829281,7316
16376,700.552977578379,68.5142857142857,40.8233819666531,4290.0858,67.8166148644121,5483
8469,698.686743437315,65.4285714285714,41.0306341019943,4290.0858,67.4061122036738,4419
18183,696.825480840132,65.4285714285714,41.2341071350805,4290.0858,66.9980943681485,2533
2846,694.969176542916,65.4285714285714,41.4338567410993,4290.0858,66.5925463168708,19169
5896,693.117817337029,65.4285714285714,41.629936517555,4290.0858,66.1894530999199,11994
14954,691.271390049023,65.4285714285714,41.822398081273,4290.0858,65.7887998578693,21105
8799,741.164132859734,40.3333333333333,61.8133079906926,4584.2858,60.1611085108216,2318
15546,710.419668019986,43.275,68.8428717116694,4584.2858,72.2492000325055,16440
11208,689.153961838259,61.7777777777778,50.4285792350655,4584.2858,63.9772028153097,4278
18098,741.164132859734,40.3333333333333,61.8133079906926,4584.2858,60.1611085108216,921
8166,942.532915831315,51.3956834532374,52.7196809418051,4975.4858,35.62951397164,3992
15203,937.559192443233,22.6153846153846,44.1921252152174,4235.85725,34.93526616493,15652
2952,932.839245777204,37.643125,44.3019072925945,5168.6858,35.331078200688,8748
3287,942.437432864509,35.7870773854245,44.0229795659917,4826.6858,34.2607164067089,20169
10804,931.135747860908,23.0769230769231,44.3500786376063,4235.85725,35.4965133414737,12924
12283,935.878051476993,38.892498066512,44.232995411847,4963.4858,35.0762704818262,18047
5599,935.673504115445,38.5603715170279,44.2357891692558,4963.4858,35.087061663438,11569
2712,935.741398318931,37.9566563467492,44.2302128941243,4963.4858,35.0695246814965,1255
6658,936.122357987614,36.7208043310131,44.2128148246062,4963.4858,35.0132464976751,21119
8057,938.100227907114,34.1230769230769,44.1461588622305,4963.4858,34.7966778023108,5396
1118,934.927835852775,38.677494199536,44.2547213326696,3928.6858,34.9672592251918,13622
4256,934.005671932698,38.2211910286156,44.2737614268096,3928.6858,34.8516219875835,19063
3224,931.66940216545,37.3663826491092,44.3234939419828,3928.6858,34.6629204911123,10798
6514,931.808115819234,36.2278675904542,44.3049180807552,3928.6858,34.2715249369288,20371
1665,930.226149941444,35.2923076923077,44.3298788455262,3928.6858,34.0264969740321,14719
15346,934.288128926399,38.1585081585082,44.2637124307906,5170.2858,35.1902102425578,2878
10648,932.962243206078,37.1450858034321,44.2860144457912,5170.2858,35.2766919920663,18897
6705,935.13934847024,38.9891472868217,44.2519950147944,5168.6858,35.1432939446876,4408
14508,935.668730824145,38.5758513931889,44.2373963905384,5168.6858,35.0943710322298,2199
12481,933.262090133503,38.2839313572543,44.294378949955,5168.6858,35.2996799593671,7676
7249,933.637340411413,37.0693686671863,44.28054583035,5168.6858,35.2571996068169,5557
13041,935.000808119871,35.7453416149068,44.2421576275971,5168.6858,35.1286639043713,14562
7013,936.571502294581,35.5666923670008,44.185633020368,5170.2858,34.9341815914347,4883
10742,934.310738960887,38.391881342701,44.3122366956181,4816.6858,35.3501286999012,19744
8308,935.241618984089,37.3416731821736,44.3283346165124,4816.6858,35.4018519041222,1149
11427,935.430769454418,36.3736263736264,44.3622261573592,4816.6858,35.5203037080155,8280
1148,933.879677425662,22.8793774319066,44.283971319044,4235.85725,35.2551954556418,663
16388,698.91519999395,65.4285714285714,48.6494182758937,5093.10725,74.020664849634,16107
20710,700.68474928817,58.8,48.003969181963,4600.4858,73.0764077876263,8553
107,702.458778817912,55.2857142857143,47.3071060178369,4600.4858,72.1441962996615,7270
10968,704.237299926463,55.2857142857143,46.5565201262171,4600.4858,71.2238767243482,6987
5420,706.020323985834,55.2857142857143,45.7495673931771,4600.4858,70.3152973605023,2559
19422,707.807862396825,55.2857142857143,44.8832076726124,4600.4858,69.4183084421414,18524
20310,876.239847821576,67.83125,56.5344578165042,4018.85725,41.7077095953763,17638
13431,858.37590057698,58.5120481927711,56.0926847224442,4018.85725,40.8193795281398,19486
8533,741.164132859734,40.3333333333333,61.8133079906926,4584.2858,60.1611085108216,15970
779,741.164132859734,40.3333333333333,61.8133079906926,4584.2858,60.1611085108216,6973
12370,937.559192443233,22.6153846153846,44.1921252152174,4235.85725,34.93526616493,4576
17130,932.549968393334,21.5384615384615,52.9510575503487,5316.60725,36.6359885918252,990
21054,928.193325849499,20.6153846153846,50.765770014093,4956.10725,36.3762607892995,17847
14184,937.559192443233,22.6153846153846,44.1921252152174,4235.85725,34.93526616493,12789
7787,690.681934046148,65.4285714285714,47.6493806815354,4428.85725,73.6599741201189,16950
8640,932.637282988302,22.96875,44.3141564162387,4235.85725,35.3641673473087,9550
5070,687.869420176443,65.4285714285714,46.2826186083294,4870.35725,73.1132338048705,527
9987,741.164132859734,40.3333333333333,61.8133079906926,4584.2858,60.1611085108216,19349
4362,940.391698971013,43.8857142857143,52.1367692052591,4434.35725,35.6558842705178,11062
9515,952.873054107696,15.6285714285714,42.6277466263132,4235.85725,33.4241670897745,12948
16685,978.561142879445,31.8613333333333,50.1113693982036,5649.2858,32.6497692062182,2243
16451,952.873054107696,15.6285714285714,42.6277466263132,4235.85725,33.4241670897745,15604
3521,933.41989500172,21.5384615384615,53.3182231896719,5384.35725,36.6755216155718,9889
16761,934.087285293819,34.6538461538462,53.5535296494585,5621.4858,36.6995520750265,19560
1804,934.434516805889,32.4338461538462,53.6753898990339,5621.4858,36.712054135789,10869
15043,934.75515276645,30.3846153846154,53.7875758233377,5621.4858,36.7235982796692,17889
1832,935.102632547216,32.4907692307692,53.9087872214329,5621.4858,36.7361085320061,17252
15647,935.423497760795,34.5769230769231,54.0203780920801,5621.4858,36.7476602398163,5097
7126,936.092320618278,21.8461538461539,54.25195246897,4760.35725,36.7717379657913,16983
8034,702.612364082203,70.0571428571428,40.6710502198406,4963.4858,68.1038167603934,18415
13035,702.800582028687,67.8285714285714,40.7294256441901,4963.4858,67.978247987302,12884
2134,702.98885039557,65.6,40.7874207855842,4963.4858,67.8529107359891,12073
16081,703.177169196357,65.4285714285714,40.8450372638939,4963.4858,67.7278045795783,14505
14858,702.304971183909,70.1571428571428,40.6469331136194,5170.2858,68.152233680056,19488
11141,702.185766061815,68.0285714285714,40.6814257295783,5170.2858,68.0749376433648,14246
7427,702.599132831965,70.1142857142857,40.6450304218866,5168.6858,68.156203400259,11535
5345,702.949136123328,65.7714285714286,40.7101065409492,5168.6858,68.0096121274031,2315
13477,703.124203147043,65.4285714285714,40.7424457480962,5168.6858,67.936434767318,19288
10140,704.388048011048,70.2571428571429,40.6013198484711,4816.6858,68.2573558746292,2283
8095,706.357390054278,68.2285714285714,40.5903269464272,4816.6858,68.2851055432273,7835
13573,694.252418799925,65.4285714285714,49.6909005611979,5255.60725,74.3687551181875,15147
13492,702.424196542615,65.4285714285714,40.6122928726987,4235.85725,68.2296174829281,7935
12642,702.424196542615,65.4285714285714,40.6122928726987,4235.85725,68.2296174829281,16482
8060,940.294344338809,46.8428571428571,52.5332069817455,4434.35725,35.7734324182576,19972
15882,936.466779538765,38.2953846153846,44.2020425538895,4569.4858,34.9502269601143,9247
15355,934.830546299755,37.3538461538462,44.2168799257994,4569.4858,34.9726801666123,6468
15596,932.109841531965,35.7846153846154,44.241505964475,4569.4858,35.0101342369037,4396
5322,937.072674736103,22.6502311248074,44.2044790237036,4235.85725,34.9773292823901,15469
13818,937.721470310613,37.4830769230769,44.1784737775005,4963.4858,34.8936317990563,2638
12514,935.034325726886,21.0,51.7743616374933,5093.10725,36.5018478008209,4717
6578,929.087082169145,21.1538461538462,50.9964500769109,4428.85725,36.4059649831378,5405
8169,687.869420176443,65.4285714285714,46.2826186083294,4870.35725,73.1132338048705,1532
6754,688.97300945824,58.2,46.5011937289303,4870.35725,73.2159307343704,4918
17135,688.310643604405,62.5371428571429,46.3702733085034,4870.35725,73.1542952795026,4937
11038,689.636012711087,55.2857142857143,46.6314452371761,4870.35725,73.2776181196037,14882
17284,702.170594767987,71.4714285714286,40.6062270377462,5444.6858,68.3502469491698,7258
16767,701.917084553217,70.6571428571428,40.599684976105,5444.6858,68.4710896874284,13797
18202,701.536990833489,69.4357142857143,40.588978450298,5444.6858,68.652754504856,11697
2498,701.157102937553,68.2142857142857,40.5771990438219,5444.6858,68.8349013082729,1066
526,703.012776384436,71.6771428571429,40.6090030516418,4816.6858,68.2379378166369,12029
11717,703.601849412897,71.0685714285714,40.605711442597,4816.6858,68.2462591649778,5951
394,704.486384584629,70.1557142857143,40.6007706756012,4816.6858,68.2587430901947,14633
7864,705.372031752402,69.2428571428571,40.5958258831848,4816.6858,68.2712292990296,4211
14677,701.656378993131,71.78,40.7514049583467,3928.6858,67.9795927669328,13471
15828,700.889400742452,71.2742857142857,40.8894432215713,3928.6858,67.7304842565518,15636
29,699.6777668025,70.6165951359084,41.1186443292265,3928.6858,67.3641469765167,4642
12194,698.593492613917,69.7571428571429,41.2972223373535,3928.6858,66.9886224465759,11573
11750,702.795618537901,69.0857142857143,40.6280180707991,4617.8858,68.2351875311571,5133
19314,703.539051824576,62.6857142857143,40.6594408422332,4617.8858,68.2463289918151,6003
19723,704.283271531993,56.3928571428571,40.6908268517439,4617.8858,68.2574722716539,16560
544,705.028278492045,55.2857142857143,40.7221761843323,4617.8858,68.2686173709706,4975
17353,937.559192443233,22.6153846153846,44.1921252152174,4235.85725,34.93526616493,17725
1639,927.047992066902,23.0769230769231,49.9097296697588,4870.35725,36.2602102293467,15804
5430,928.193325849499,20.6153846153846,50.765770014093,4956.10725,36.3762607892995,3911
20249,929.087082169145,21.1538461538462,50.9964500769109,4428.85725,36.4059649831378,19806
12595,935.034325726886,21.0,51.7743616374933,5093.10725,36.5018478008209,8454
1184,931.670193304971,21.3846153846154,52.5729424232746,5255.60725,36.5941767634385,6347
12903,932.549968393334,21.5384615384615,52.9510575503487,5316.60725,36.6359885918252,10670
13213,933.41989500172,21.5384615384615,53.3182231896719,5384.35725,36.6755216155718,9954
7754,934.402328222219,21.8461538461539,53.5852436142491,5447.85725,36.7036479626987,2344
10047,936.092320618278,21.8461538461539,54.25195246897,4760.35725,36.7717379657913,9705
10957,960.298121893067,32.3571428571429,44.5066822042372,3388.70378,27.1191606527435,17120
19884,960.298121893067,32.3571428571429,44.5066822042372,3388.70378,27.1191606527435,20313
17990,935.034325726886,21.0,51.7743616374933,5093.10725,36.5018478008209,14300
7265,931.670193304971,21.3846153846154,52.5729424232746,5255.60725,36.5941767634385,5027
13788,928.193325849499,20.6153846153846,50.765770014093,4956.10725,36.3762607892995,18340
16762,932.549968393334,21.5384615384615,52.9510575503487,5316.60725,36.6359885918252,20844
3693,937.559192443233,22.6153846153846,44.1921252152174,4235.85725,34.93526616493,515
5709,927.047992066902,23.0769230769231,49.9097296697588,4870.35725,36.2602102293467,13403
2037,907.755654238578,32.2307692307692,49.1087713915277,4288.2858,38.2521203691086,13574
18645,880.254443758113,34.9166666666667,49.6267591869548,4288.2858,41.1340525447083,2227
6557,909.752309843954,32.2307692307692,50.1982079724652,3935.0858,38.4058819813861,10902
20576,935.034325726886,21.0,51.7743616374933,5093.10725,36.5018478008209,5984
6381,915.575788253778,32.2307692307692,50.9784433174855,4466.4858,38.5070320039631,5138
18694,934.867832824252,22.8083785880528,44.2596647411724,4235.85725,35.1688660144516,14734
635,940.581938949742,38.280608365019,44.0761769070997,3780.6858,34.6804013741272,16548
11843,943.311305660914,37.6809631301731,43.965943170266,3780.6858,34.4529465242081,17737
13079,944.718802946135,36.9820895522388,43.8528820868518,3780.6858,34.3434322001216,20831
7779,702.424196542615,65.4285714285714,40.6122928726987,4235.85725,68.2296174829281,13445
4495,702.914645506215,71.7785714285714,40.6095514793054,4816.6858,68.2365510238949,14049
