Key_1_3,wtd_gmean_Density,gmean_Density,std_fie,entropy_atomic_mass,entropy_FusionHeat,Key_2_11
18284,73.0926884226582,1123.53310024957,279.788738872743,1.44775574440681,1.37293807218046,17572
8289,68.054207461148,1084.66081355735,280.53659012685,1.4435300681249,1.3922794460006,6167
9715,66.2393885460605,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,9777
7711,1774.21756389666,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,2936
6086,68.3455537043014,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,1621
4627,76.6608741225855,640.177765654808,299.61330678059,1.27938148889313,1.30709045710082,17913
15602,72.69103249069,640.177765654808,299.61330678059,1.27938148889313,1.30709045710082,8868
11794,66.2433386928723,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,8193
14683,66.2433386928723,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,105
1241,66.1446556554693,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,1190
19302,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,1159
18154,66.3125044066201,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,10896
5748,66.3125044066201,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,12207
17464,66.2729723035551,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,15728
3204,854.927987831551,202.541955900169,450.939645628991,1.35218271440333,1.14936143785046,20596
4066,61.7090717219218,202.541955900169,450.939645628991,1.35218271440333,1.14936143785046,12948
10292,1668.09628060083,202.541955900169,450.939645628991,1.35218271440333,1.14936143785046,20233
17643,1668.09628060083,202.541955900169,450.939645628991,1.35218271440333,1.14936143785046,8099
12745,1516.59340348667,202.541955900169,450.939645628991,1.35218271440333,1.14936143785046,8993
16201,1752.06200840996,202.541955900169,450.939645628991,1.35218271440333,1.14936143785046,21131
3564,1722.91481217483,202.541955900169,450.939645628991,1.35218271440333,1.14936143785046,7813
15149,1694.38958579429,202.541955900169,450.939645628991,1.35218271440333,1.14936143785046,1417
15093,1780.07744735046,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,19110
3334,1930.85812788283,771.937882361276,314.899087010426,1.16810327386202,1.11278135480569,1662
13602,1969.17241622668,798.942947407027,316.982341779475,1.15978434520397,1.06218814610639,9095
14811,1952.78910072248,787.346797473557,319.288826926343,1.16380106392718,1.1125514740943,16247
8567,1960.65375258922,792.904348559951,318.123234769169,1.16176283437156,1.08438195120407,3283
7216,1780.07744735046,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,11222
17583,53.4270174887903,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,1315
11744,53.426795367282,1130.14391299645,282.037085504726,1.4457946011789,1.33671075092445,11348
7961,53.4265732466971,1130.14391299645,282.037085504726,1.4457946011789,1.33671075092445,16240
17888,53.4261290082978,1130.14391299645,282.037085504726,1.4457946011789,1.33671075092445,14636
8325,807.771448980131,1130.14391299645,282.037085504726,1.4457946011789,1.33671075092445,5939
18319,2202.00430386803,962.364248380021,293.286136051468,1.32328660934735,1.34550846737517,16573
1046,2307.10339767144,962.364248380021,293.286136051468,1.32328660934735,1.34550846737517,1291
1684,1780.07744735046,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,13868
3782,1754.05890571964,980.409117886402,284.104337172103,1.43361671640365,1.36316890451645,13402
12567,1728.4206646817,980.409117886402,284.104337172103,1.43361671640365,1.36316890451645,6354
20447,1703.15716556456,980.409117886402,284.104337172103,1.43361671640365,1.36316890451645,16098
3811,1678.26293094458,980.409117886402,284.104337172103,1.43361671640365,1.36316890451645,5933
6078,1653.73256345904,980.409117886402,284.104337172103,1.43361671640365,1.36316890451645,16015
17475,1629.56074463585,980.409117886402,284.104337172103,1.43361671640365,1.36316890451645,1947
12039,1288.38529176482,874.164786339504,276.063147848459,1.31151037344354,1.3929374917507,6966
21011,1790.93796478867,874.164786339504,276.063147848459,1.31151037344354,1.3929374917507,16005
7302,3072.7020306865,874.164786339504,276.063147848459,1.31151037344354,1.3929374917507,9398
18152,1288.38529176482,874.164786339504,276.063147848459,1.31151037344354,1.3929374917507,10117
18426,51.452002666207,1081.22816694619,285.28486114759,1.45183089193389,1.37397084412662,19816
6021,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,19376
4700,70.4362950358663,1123.33122563403,279.201385383382,1.44800339196136,1.37882128913267,16383
8934,60.8308199021475,1076.40475611897,284.526437435961,1.43973492691004,1.35028395860996,11392
15070,71.7472275775795,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,15004
6658,67.7214591604099,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,18524
13320,67.9036300041282,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,16873
19930,67.8696856159986,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,19592
5789,67.5997604865343,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,14884
9060,66.0789486488486,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,6259
1640,67.4215329223471,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,3295
5227,67.1095217209926,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,7617
2898,66.8865506738279,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,20334
9722,64.7204799466049,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,16281
15814,63.938230408718,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,10777
20178,68.9613823884748,1123.53310024957,279.788738872743,1.44775574440681,1.37293807218046,7236
10264,70.0087689932453,1123.53310024957,279.788738872743,1.44775574440681,1.37293807218046,19105
12963,68.3448417539397,1123.33122563403,279.201385383382,1.44800339196136,1.37882128913267,5985
13577,67.9358248701473,1123.33122563403,279.201385383382,1.44800339196136,1.37882128913267,1655
14390,70.0114569037084,1123.33122563403,279.201385383382,1.44800339196136,1.37882128913267,15322
3483,69.7957598473279,1123.33122563403,279.201385383382,1.44800339196136,1.37882128913267,5281
16188,68.7464847583926,1123.33122563403,279.201385383382,1.44800339196136,1.37882128913267,2860
6895,66.9247037321361,1123.53310024957,279.788738872743,1.44775574440681,1.37293807218046,3000
7537,70.1037896108742,1074.9034884109,282.395259167005,1.45374713602643,1.38465705322041,19210
20088,70.4067508168498,1074.9034884109,282.395259167005,1.45374713602643,1.38465705322041,7907
18718,71.3646388240915,1074.9034884109,282.395259167005,1.45374713602643,1.38465705322041,16448
8179,69.3818664261708,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,9968
21226,1930.85812788283,771.937882361276,314.899087010426,1.16810327386202,1.11278135480569,14174
6901,1915.00052332481,986.409015741245,297.52667510662,1.43231862563599,1.39153370043362,6637
17015,1899.27315289362,986.409015741245,297.52667510662,1.43231862563599,1.39153370043362,9001
9346,1883.67494701234,986.409015741245,297.52667510662,1.43231862563599,1.39153370043362,14126
19097,1868.20484488821,986.409015741245,297.52667510662,1.43231862563599,1.39153370043362,1894
139,1852.86179444043,986.409015741245,297.52667510662,1.43231862563599,1.39153370043362,10890
4642,95.7721997360745,525.353993508459,325.276198022542,1.07314900611907,0.965951596198528,13617
13765,104.124182181331,525.353993508459,325.276198022542,1.07314900611907,0.965951596198528,12323
18065,1288.38529176482,874.164786339504,276.063147848459,1.31151037344354,1.3929374917507,12345
5271,1288.38529176482,874.164786339504,276.063147848459,1.31151037344354,1.3929374917507,13614
10110,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,9394
12929,69.8851003089865,792.904348559951,318.123234769169,1.16176283437156,1.08438195120407,15513
13541,68.9290331627275,758.189874542393,323.992958063906,1.17351398827351,1.10857252311689,12078
12475,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,35
2068,1821.03806880999,696.75085366071,322.770587066108,1.17228029225009,1.11155740981811,5545
7877,70.4421740324466,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,1113
13126,1898.13426807973,749.188915504209,325.570463763223,1.17805955801262,1.09822611287521,13366
3057,1288.38529176482,874.164786339504,276.063147848459,1.31151037344354,1.3929374917507,14713
12012,53.1040703916268,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,18997
5338,48.3262992493737,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,16254
20358,41.2439901372955,1228.30145255842,281.903057095875,1.40254997191188,1.38818065099416,11782
10340,48.3262992493737,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,19037
3640,70.0484337468342,798.942947407027,316.982341779475,1.15978434520397,1.06218814610639,17432
1972,69.6159893286066,1217.65901334405,292.75485580943,1.41914028648834,1.33032889679735,5996
5760,69.3921743403815,1217.65901334405,292.75485580943,1.41914028648834,1.33032889679735,2743
18973,69.1862146085414,1217.65901334405,292.75485580943,1.41914028648834,1.33032889679735,4824
19827,68.9637813434641,1217.65901334405,292.75485580943,1.41914028648834,1.33032889679735,13973
17097,68.7590931052414,1217.65901334405,292.75485580943,1.41914028648834,1.33032889679735,14052
1760,68.334608439057,737.145436258023,313.560448717628,1.15476159015656,1.10356440398226,4895
12712,1776.79486076608,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,20293
15976,1773.51832749959,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,13958
20483,1770.24783638828,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,19576
15119,1766.98337628997,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,11164
336,1779.92944063399,1123.53310024957,279.788738872743,1.44775574440681,1.37293807218046,18379
11784,1779.78144622372,1123.53310024957,279.788738872743,1.44775574440681,1.37293807218046,15551
11876,1779.90659481012,1123.33122563403,279.201385383382,1.44800339196136,1.37882128913267,13447
8582,1779.56493892336,1123.33122563403,279.201385383382,1.44800339196136,1.37882128913267,15522
16344,1779.39413557378,1123.33122563403,279.201385383382,1.44800339196136,1.37882128913267,15256
19551,1774.31280391186,1074.9034884109,282.395259167005,1.45374713602643,1.38465705322041,16410
20957,1768.56682882616,1074.9034884109,282.395259167005,1.45374713602643,1.38465705322041,18306
11442,1952.78910072248,787.346797473557,319.288826926343,1.16380106392718,1.1125514740943,8613
2907,1780.07744735046,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,13492
18485,1780.07744735046,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,5715
20905,53.4270174887903,674.484751445268,314.505965762178,1.19727303349869,1.08857534188499,8035
17208,66.2145657633949,1034.80638492869,291.828474278985,1.45670789918645,1.36537864323393,20700
1781,66.0236210109737,1034.80638492869,291.828474278985,1.45670789918645,1.36537864323393,4145
331,65.7066026006136,1034.80638492869,291.828474278985,1.45670789918645,1.36537864323393,18974
21229,66.7356445425747,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,2694
2470,66.2630929606824,1096.14728383779,279.181098214045,1.44461203001618,1.39019736061512,4591
11201,69.3112183157362,771.937882361276,314.899087010426,1.16810327386202,1.11278135480569,19600
5910,67.1598526078451,696.75085366071,322.770587066108,1.17228029225009,1.11155740981811,3341
7336,1898.13426807973,749.188915504209,325.570463763223,1.17805955801262,1.09822611287521,5202
13527,1936.0211544173,749.188915504209,325.570463763223,1.17805955801262,1.09822611287521,3849
11820,1913.199229321,749.188915504209,325.570463763223,1.17805955801262,1.09822611287521,5174
16232,1959.11531476078,749.188915504209,325.570463763223,1.17805955801262,1.09822611287521,1832
4129,1781.12619660826,1156.18798760199,282.232433288593,1.46278066889013,1.22153500625091,8944
8562,1782.17556374647,1156.18798760199,282.232433288593,1.46278066889013,1.22153500625091,6182
9583,1783.75077377596,1156.18798760199,282.232433288593,1.46278066889013,1.22153500625091,18038
17084,1785.32737608503,1156.18798760199,282.232433288593,1.46278066889013,1.22153500625091,14408
406,1778.34609053681,1074.9034884109,282.395259167005,1.45374713602643,1.38465705322041,11531
12445,1776.61641769282,1074.9034884109,282.395259167005,1.45374713602643,1.38465705322041,8218
9124,1774.02506228753,1074.9034884109,282.395259167005,1.45374713602643,1.38465705322041,15080
4190,1771.437486608,1074.9034884109,282.395259167005,1.45374713602643,1.38465705322041,20826
13051,1770.94991847523,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,148
19858,1761.86919193633,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,17132
9223,1744.25288751593,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,7948
1281,1734.90543264635,884.91709056393,292.006099936286,1.3836862714278,1.39642277844297,12286
5294,1787.2143838817,1043.15379207048,296.615154029594,1.44582439252613,1.37461505205449,740
7415,1801.57421489427,1043.15379207048,296.615154029594,1.44582439252613,1.37461505205449,20667
16741,1816.04942364135,1043.15379207048,296.615154029594,1.44582439252613,1.37461505205449,9775
5123,1830.64093715486,1043.15379207048,296.615154029594,1.44582439252613,1.37461505205449,9743
2809,66.3421689582226,669.556587809389,311.743492313793,1.1995407452483,1.11209819664271,6923
16911,68.6762066183695,749.188915504209,325.570463763223,1.17805955801262,1.09822611287521,13306
9342,68.9290331627275,758.189874542393,323.992958063906,1.17351398827351,1.10857252311689,19626
13219,67.1598526078451,696.75085366071,322.770587066108,1.17228029225009,1.11155740981811,5228
19048,69.3112183157362,771.937882361276,314.899087010426,1.16810327386202,1.11278135480569,7440
4116,69.734015606651,787.346797473557,319.288826926343,1.16380106392718,1.1125514740943,19239
6739,69.8851003089865,792.904348559951,318.123234769169,1.16176283437156,1.08438195120407,6076
18014,70.0484337468342,798.942947407027,316.982341779475,1.15978434520397,1.06218814610639,18342
10992,70.197479906964,804.481046872304,315.709051184789,1.15834642908412,1.0857894304149,17339
17218,68.334608439057,737.145436258023,313.560448717628,1.15476159015656,1.10356440398226,15422
10560,41.3933315564663,112.559399711834,347.221961287013,1.21766692803862,1.1786260161064,18542
7885,41.3933315564663,112.559399711834,347.221961287013,1.21766692803862,1.1786260161064,10082
1183,69.3112183157362,771.937882361276,314.899087010426,1.16810327386202,1.11278135480569,6880
