oz172,oz181,oz197,oz249
0.0,0.153846,0.0,0.181094
0.038462,0.0,0.0,0.072984
0.211538,0.076923,0.0,0.194119
0.173077,0.076923,0.0,0.10024
0.057692,0.0,0.0,0.104911
0.076923,0.0,0.0,0.140123
0.076923,0.0,0.0,0.141256
0.019231,0.0,0.0,0.108593
0.096154,0.0,0.1,0.144762
0.057692,0.0,0.0,0.145708
0.057692,0.0,0.0,0.068558
0.269231,0.0,0.2,0.455439
0.038462,0.0,0.0,0.099747
0.096154,0.0,0.1,0.133994
0.076923,0.0,0.0,0.11674
0.173077,0.0,0.0,0.166147
0.153846,0.0,0.0,0.189597
0.057692,0.076923,0.0,0.094337
0.076923,0.0,0.0,0.125185
0.115385,0.0,0.0,0.214011
0.038462,0.0,0.0,0.056147
0.057692,0.0,0.0,0.083158
0.0,0.0,0.2,0.090222
0.076923,0.0,0.0,0.067097
0.076923,0.0,0.1,0.072895
0.115385,0.0,0.0,0.097382
0.115385,0.0,0.0,0.124167
0.230769,0.307692,0.0,0.279122
0.25,0.0,0.0,0.306944
0.0,0.0,0.2,0.018864
0.134615,0.0,0.0,0.135566
0.115385,0.076923,0.1,0.120406
0.057692,0.0,0.0,0.024185
0.230769,0.0,0.0,0.132638
0.230769,0.0,0.0,0.122076
0.173077,0.0,0.0,0.162427
0.038462,0.0,0.0,0.080844
0.038462,0.0,0.1,0.055202
0.038462,0.0,0.0,0.124383
0.076923,0.076923,0.0,0.093879
0.096154,0.0,0.0,0.166545
0.057692,0.0,0.0,0.096358
0.0,0.0,0.0,0.084211
0.057692,0.0,0.0,0.115403
0.057692,0.0,0.0,0.113863
0.134615,0.0,0.1,0.120021
0.057692,0.0,0.0,0.099273
0.057692,0.0,0.1,0.119104
0.115385,0.076923,0.0,0.140209
0.173077,0.0,0.0,0.181628
0.307692,0.153846,0.0,0.493489
0.0,0.0,0.0,0.161227
0.096154,0.0,0.1,0.160718
0.096154,0.0,0.0,0.10262
0.153846,0.0,0.0,0.123282
0.115385,0.0,0.0,0.186758
0.192308,0.0,0.0,0.202303
0.038462,0.0,0.0,0.055943
0.038462,0.0,0.0,0.096253
0.076923,0.0,0.0,0.11141
0.134615,0.076923,0.1,0.106608
0.057692,0.0,0.0,0.153125
0.192308,0.0,0.1,0.23599
0.153846,0.0,0.0,0.074321
0.211538,0.0,0.0,0.128107
0.134615,0.0,0.0,0.172422
0.096154,0.076923,0.0,0.073512
0.0,0.0,0.0,0.099654
0.211538,0.076923,0.0,0.163499
0.038462,0.076923,0.0,0.176702
0.211538,0.0,0.0,0.168005
0.288462,0.076923,0.0,0.188922
0.346154,0.0,0.0,0.205091
0.115385,0.076923,0.0,0.040666
0.096154,0.0,0.0,0.137481
0.038462,0.0,0.0,0.131477
0.115385,0.076923,0.0,0.153634
0.134615,0.0,0.0,0.121892
0.365385,0.0,0.0,0.27354
0.096154,0.153846,0.0,0.059278
0.115385,0.0,0.0,0.125761
0.096154,0.076923,0.0,0.106983
0.211538,0.076923,0.0,0.159152
0.134615,0.0,0.0,0.180021
0.057692,0.0,0.0,0.093996
0.153846,0.0,0.0,0.174745
0.211538,0.0,0.0,0.16889
0.076923,0.0,0.0,0.154767
0.230769,0.0,0.0,0.209384
0.076923,0.076923,0.0,0.167324
0.076923,0.0,0.0,0.101316
0.346154,0.0,0.0,0.300125
0.153846,0.0,0.0,0.0834
0.0,0.076923,0.0,0.131903
0.096154,0.0,0.1,0.157154
0.346154,0.0,0.0,0.218389
0.153846,0.0,0.0,0.112778
0.096154,0.076923,0.0,0.11836
0.076923,0.076923,0.0,0.146048
0.076923,0.0,0.0,0.1444
0.076923,0.0,0.0,0.176362
0.096154,0.076923,0.0,0.180613
0.038462,0.0,0.2,0.096549
0.076923,0.0,0.0,0.124081
0.057692,0.153846,0.1,0.104905
0.076923,0.0,0.0,0.145743
0.019231,0.0,0.0,0.1392
0.019231,0.0,0.0,0.132399
0.057692,0.0,0.0,0.20468
0.096154,0.0,0.0,0.154837
0.019231,0.0,0.0,0.213966
0.134615,0.0,0.0,0.262597
0.038462,0.076923,0.0,0.071603
0.057692,0.0,0.0,0.155232
0.173077,0.0,0.0,0.187557
0.134615,0.0,0.0,0.112253
0.019231,0.0,0.0,0.147162
0.134615,0.0,0.0,0.152724
0.076923,0.0,0.0,0.166965
0.076923,0.0,0.0,0.190914
0.134615,0.0,0.1,0.234762
0.038462,0.0,0.0,0.242406
0.153846,0.0,0.0,0.195707
0.057692,0.0,0.0,0.153628
0.076923,0.0,0.0,0.146312
0.0,0.0,0.0,0.104348
0.115385,0.0,0.0,0.194329
0.038462,0.0,0.0,0.125389
0.115385,0.0,0.0,0.12964
0.153846,0.0,0.0,0.19647
0.057692,0.0,0.0,0.082598
0.0,0.0,0.2,0.06339
0.038462,0.0,0.0,0.108399
0.057692,0.0,0.0,0.093389
0.115385,0.0,0.0,0.156384
0.153846,0.076923,0.0,0.161902
0.115385,0.076923,0.0,0.140209
0.076923,0.0,0.0,0.176215
0.038462,0.0,0.0,0.197648
0.076923,0.0,0.0,0.224111
0.076923,0.153846,0.0,0.064163
0.230769,0.0,0.0,0.10762
0.134615,0.0,0.0,0.155833
0.019231,0.0,0.0,0.093475
0.076923,0.0,0.0,0.162847
0.096154,0.0,0.0,0.083155
0.038462,0.0,0.1,0.109102
0.153846,0.0,0.0,0.123139
0.076923,0.153846,0.0,0.080182
0.076923,0.0,0.0,0.099183
0.173077,0.0,0.0,0.122337
0.134615,0.0,0.0,0.134477
0.134615,0.076923,0.0,0.142341
0.211538,0.0,0.0,0.143302
0.038462,0.0,0.0,0.144578
0.153846,0.0,0.0,0.151617
0.25,0.0,0.0,0.167878
0.057692,0.0,0.0,0.174443
0.076923,0.0,0.0,0.19107
0.038462,0.0,0.0,0.185364
0.038462,0.0,0.0,0.188502
0.019231,0.0,0.0,0.16973
0.057692,0.0,0.0,0.198217
0.057692,0.0,0.0,0.197399
0.019231,0.0,0.0,0.193033
0.038462,0.0,0.0,0.083934
0.192308,0.0,0.0,0.164123
0.192308,0.0,0.1,0.179837
0.153846,0.0,0.2,0.205441
0.038462,0.0,0.0,0.311193
0.0,0.0,0.0,0.065006
0.076923,0.0,0.0,0.102347
0.115385,0.0,0.0,0.12249
0.057692,0.0,0.2,0.155967
0.134615,0.0,0.1,0.173501
0.076923,0.076923,0.0,0.09491
0.173077,0.0,0.0,0.137959
0.153846,0.0,0.0,0.151881
0.115385,0.0,0.0,0.167843
0.076923,0.0,0.0,0.152661
0.115385,0.0,0.0,0.168607
0.076923,0.0,0.0,0.198924
0.211538,0.0,0.0,0.18062
0.134615,0.0,0.1,0.129564
0.076923,0.0,0.0,0.162134
0.269231,0.0,0.0,0.185212
0.211538,0.0,0.0,0.103333
0.115385,0.0,0.0,0.178363
0.192308,0.076923,0.0,0.290899
0.288462,0.0,0.0,0.290448
0.0,0.0,0.0,0.058652
0.019231,0.0,0.0,0.154595
0.019231,0.0,0.2,0.095734
0.153846,0.0,0.0,0.126223
0.153846,0.0,0.0,0.167582
0.115385,0.0,0.0,0.055905
0.173077,0.0,0.0,0.114684
0.25,0.0,0.1,0.225524
0.134615,0.076923,0.0,0.139983
0.038462,0.0,0.0,0.181683
0.115385,0.0,0.0,0.141061
0.019231,0.0,0.0,0.123636
0.115385,0.0,0.1,0.130277
0.038462,0.0,0.0,0.104896
0.134615,0.0,0.1,0.147477
0.153846,0.0,0.0,0.08691
0.25,0.0,0.0,0.215096
0.134615,0.0,0.0,0.150971
0.134615,0.0,0.0,0.088644
0.076923,0.0,0.1,0.071205
0.115385,0.0,0.1,0.130426
0.076923,0.230769,0.0,0.23557
0.076923,0.0,0.1,0.096717
0.038462,0.0,0.0,0.106433
0.0,0.0,0.0,0.102662
0.0,0.0,0.0,0.155324
0.153846,0.0,0.0,0.102814
0.115385,0.076923,0.0,0.140209
0.038462,0.076923,0.0,0.118862
0.0,0.0,0.0,0.119725
0.057692,0.0,0.0,0.101475
0.0,0.0,0.1,0.064418
0.115385,0.0,0.1,0.144212
0.115385,0.0,0.0,0.130115
0.153846,0.0,0.0,0.147407
0.115385,0.0,0.0,0.164686
0.346154,0.0,0.3,0.129271
0.153846,0.0,0.0,0.106821
0.038462,0.0,0.0,0.083797
0.134615,0.076923,0.0,0.079107
0.076923,0.0,0.1,0.123305
0.115385,0.0,0.0,0.112371
0.173077,0.0,0.0,0.112915
0.096154,0.0,0.2,0.161533
0.211538,0.076923,0.0,0.173689
0.038462,0.076923,0.0,0.041035
0.0,0.0,0.2,0.06099
0.096154,0.0,0.2,0.122678
0.0,0.076923,0.0,0.091425
0.076923,0.0,0.0,0.112953
0.076923,0.0,0.0,0.123257
0.134615,0.0,0.0,0.099492
0.076923,0.0,0.0,0.124011
0.173077,0.0,0.0,0.169705
0.057692,0.0,0.0,0.203735
0.096154,0.0,0.1,0.131031
0.076923,0.0,0.0,0.124011
0.096154,0.0,0.1,0.165116
0.115385,0.0,0.0,0.182408
0.115385,0.0,0.0,0.182408
0.134615,0.0,0.1,0.188543
0.134615,0.0,0.1,0.188378
0.211538,0.0,0.0,0.187713
0.019231,0.0,0.0,0.193444
0.173077,0.0,0.0,0.219503
0.0,0.153846,0.0,0.105694
0.153846,0.0,0.0,0.189123
0.134615,0.0,0.1,0.144689
0.115385,0.0,0.0,0.104539
0.230769,0.0,0.0,0.130484
0.0,0.0,0.0,0.124046
0.057692,0.0,0.0,0.117523
0.096154,0.153846,0.0,0.09827
0.076923,0.0,0.0,0.100469
0.173077,0.0,0.0,0.141163
0.115385,0.0,0.0,0.159754
0.115385,0.0,0.0,0.114601
0.173077,0.0,0.0,0.111464
0.096154,0.0,0.0,0.145918
0.173077,0.0,0.0,0.147881
0.076923,0.0,0.0,0.161689
0.173077,0.0,0.0,0.177402
0.076923,0.0,0.0,0.187296
0.230769,0.307692,0.0,0.535246
0.057692,0.153846,0.0,0.079358
0.153846,0.0,0.0,0.174904
0.0,0.0,0.1,0.062381
0.057692,0.0,0.0,0.108972
0.173077,0.076923,0.0,0.102633
0.230769,0.0,0.2,0.163617
0.211538,0.0,0.2,0.200846
0.038462,0.0,0.0,0.061646
0.076923,0.0,0.0,0.108498
0.038462,0.0,0.0,0.127613
0.115385,0.0,0.0,0.121007
0.038462,0.0,0.0,0.118305
0.076923,0.076923,0.0,0.087374
0.076923,0.0,0.0,0.109421
0.057692,0.0,0.0,0.058877
0.057692,0.0,0.0,0.12649
0.115385,0.0,0.0,0.12916
0.076923,0.0,0.0,0.167808
0.0,0.0,0.0,0.109554
0.096154,0.0,0.1,0.157128
0.096154,0.0,0.1,0.123349
0.288462,0.076923,0.0,0.201368
0.230769,0.0,0.0,0.228299
0.384615,0.0,0.1,0.279762
0.346154,0.307692,0.0,0.634968
0.096154,0.0,0.0,0.302419
0.0,0.0,0.1,0.031221
0.0,0.076923,0.0,0.053344
0.0,0.0,0.0,0.074057
0.057692,0.0,0.0,0.094894
0.153846,0.0,0.0,0.261241
0.096154,0.0,0.0,0.130649
0.038462,0.0,0.1,0.049369
0.057692,0.076923,0.0,0.064618
0.115385,0.076923,0.0,0.095148
0.134615,0.0,0.0,0.110143
0.192308,0.0,0.0,0.126538
0.115385,0.0,0.0,0.175786
0.038462,0.0,0.2,0.093214
0.0,0.0,0.1,0.053452
0.0,0.0,0.0,0.061713
0.365385,0.0,0.0,0.26996
0.25,0.0,0.0,0.321427
0.134615,0.0,0.0,0.177889
0.038462,0.153846,0.0,0.265238
0.0,0.0,0.0,0.068348
0.0,0.0,0.0,0.081719
0.019231,0.0,0.0,0.078731
0.115385,0.0,0.0,0.112126
0.076923,0.0,0.1,0.110576
0.134615,0.0,0.0,0.11562
0.115385,0.0,0.0,0.103753
0.115385,0.0,0.0,0.198647
0.173077,0.0,0.0,0.305932
0.038462,0.0,0.0,0.266956
0.134615,0.0,0.0,0.21437
0.230769,0.0,0.0,0.259402
0.0,0.0,0.1,0.028786
0.173077,0.0,0.1,0.167178
0.173077,0.0,0.1,0.219255
0.0,0.0,0.1,0.063874
0.076923,0.0,0.0,0.123454
0.192308,0.0,0.0,0.131362
0.115385,0.0,0.1,0.224525
0.057692,0.076923,0.0,0.063721
0.173077,0.0,0.0,0.144218
0.076923,0.076923,0.0,0.119044
0.096154,0.0,0.0,0.114449
0.173077,0.0,0.0,0.14699
0.115385,0.0,0.1,0.186653
0.230769,0.0,0.0,0.225037
0.307692,0.0,0.1,0.240283
0.153846,0.0,0.0,0.136575
0.115385,0.0,0.0,0.136476
0.115385,0.0,0.0,0.151035
0.076923,0.0,0.0,0.149539
0.25,0.0,0.0,0.181297
0.153846,0.0,0.0,0.1868
0.038462,0.0,0.0,0.120014
0.038462,0.0,0.0,0.089373
0.038462,0.0,0.0,0.105411
0.057692,0.0,0.0,0.086805
0.057692,0.0,0.0,0.088354
0.057692,0.0,0.0,0.096374
0.057692,0.0,0.0,0.114694
0.0,0.0,0.0,0.10761
0.153846,0.0,0.1,0.132679
0.0,0.0,0.0,0.0834
0.019231,0.0,0.0,0.134287
0.076923,0.0,0.2,0.08242
0.038462,0.0,0.0,0.088771
0.115385,0.076923,0.0,0.126764
0.192308,0.0,0.0,0.287609
0.115385,0.0,0.0,0.133892
0.115385,0.0,0.0,0.13315
0.134615,0.0,0.0,0.192286
0.230769,0.0,0.0,0.264258
0.153846,0.0,0.0,0.274018
0.25,0.076923,0.0,0.462214
0.115385,0.0,0.0,0.304182
0.0,0.0,0.1,0.130325
0.096154,0.0,0.0,0.15093
0.115385,0.0,0.2,0.139413
0.153846,0.0,0.0,0.212429
0.384615,0.0,0.0,0.333535
0.096154,0.0,0.0,0.121309
0.076923,0.0,0.0,0.182768
0.192308,0.0,0.0,0.247497
0.0,0.0,0.1,0.10411
0.115385,0.0,0.0,0.124498
0.134615,0.0,0.0,0.135365
0.288462,0.076923,0.0,0.228289
0.096154,0.076923,0.0,0.321888
0.115385,0.153846,0.0,0.103718
0.076923,0.076923,0.0,0.120969
0.096154,0.0,0.1,0.119769
0.115385,0.0,0.1,0.10053
0.076923,0.0,0.2,0.133695
0.134615,0.0,0.0,0.140899
0.192308,0.0,0.0,0.183344
0.076923,0.076923,0.0,0.118589
0.211538,0.0,0.0,0.203929
0.307692,0.0,0.0,0.358754
0.173077,0.0,0.2,0.107632
0.115385,0.0,0.1,0.158354
0.038462,0.0,0.1,0.147175
0.230769,0.0,0.0,0.158608
0.307692,0.076923,0.0,0.364953
0.115385,0.0,0.0,0.13842
0.307692,0.0,0.2,0.210357
0.307692,0.153846,0.0,0.115931
0.115385,0.0,0.0,0.147206
0.269231,0.0,0.0,0.172489
0.0,0.0,0.0,0.099489
0.192308,0.076923,0.1,0.181616
0.0,0.0,0.0,0.11056
0.057692,0.0,0.0,0.0942
0.038462,0.0,0.0,0.131566
0.115385,0.0,0.0,0.142812
0.211538,0.0,0.0,0.200165
0.115385,0.0,0.0,0.226399
0.115385,0.0,0.0,0.22125
0.192308,0.0,0.0,0.244169
0.076923,0.0,0.0,0.174179
0.076923,0.0,0.0,0.186803
0.076923,0.0,0.1,0.050381
0.096154,0.0,0.1,0.094814
0.192308,0.0,0.0,0.253356
0.211538,0.0,0.1,0.211328
0.134615,0.0,0.0,0.189559
0.173077,0.076923,0.0,0.19437
0.269231,0.0,0.0,0.194513
0.153846,0.0,0.0,0.145567
0.211538,0.0,0.0,0.14656
0.057692,0.0,0.0,0.186364
0.115385,0.0,0.0,0.130185
0.115385,0.0,0.1,0.125093
0.211538,0.0,0.3,0.356195
0.057692,0.0,0.0,0.171916
0.153846,0.0,0.2,0.323056
0.019231,0.0,0.0,0.071985
0.0,0.0,0.2,0.122025
0.134615,0.0,0.0,0.138726
0.173077,0.0,0.0,0.125943
0.134615,0.0,0.0,0.164584
0.269231,0.0,0.0,0.248204
0.230769,0.0,0.0,0.268745
0.211538,0.0,0.1,0.278715
0.230769,0.0,0.0,0.237085
0.134615,0.0,0.0,0.183197
0.211538,0.0,0.0,0.22716
0.25,0.0,0.0,0.217712
0.019231,0.0,0.0,0.104584
0.038462,0.0,0.0,0.089818
0.057692,0.0,0.1,0.137647
0.230769,0.0,0.0,0.193075
0.0,0.0,0.1,0.047358
0.115385,0.0,0.0,0.160553
0.423077,0.0,0.0,0.361211
0.0,0.0,0.0,0.113764
0.057692,0.0,0.1,0.111868
0.115385,0.076923,0.0,0.138697
0.057692,0.0,0.0,0.259634
0.038462,0.0,0.0,0.369519
0.057692,0.0,0.1,0.080462
0.057692,0.0,0.0,0.089233
0.076923,0.0,0.2,0.110127
0.192308,0.153846,0.1,0.527962
0.076923,0.0,0.1,0.157943
0.076923,0.0,0.0,0.111359
0.076923,0.0,0.2,0.122958
0.0,0.0,0.1,0.074986
0.038462,0.0,0.1,0.077859
0.038462,0.076923,0.1,0.083473
0.173077,0.0,0.0,0.207471
0.019231,0.0,0.0,0.071845
0.153846,0.0,0.0,0.143652
0.115385,0.0,0.0,0.143639
0.0,0.076923,0.2,0.098677
0.192308,0.0,0.0,0.138933
0.057692,0.0,0.0,0.126423
0.038462,0.0,0.0,0.152979
0.096154,0.0,0.0,0.163859
0.230769,0.0,0.0,0.191678
0.211538,0.0,0.0,0.193912
0.173077,0.076923,0.0,0.15408
0.173077,0.307692,0.1,0.348329
0.096154,0.0,0.2,0.149879
0.076923,0.0,0.2,0.15527
0.057692,0.0,0.0,0.090133
0.076923,0.0,0.0,0.099365
0.288462,0.076923,0.0,0.285601
