oz124,oz125,oz126,oz128,oz13,oz131,oz149,oz150,oz151,oz165,oz171,oz172,oz173,oz175,oz176,oz177,oz178,oz197,oz247,oz249
0.0,0.214286,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.153846,0.0,0.0,0.0,0.0,0.0,0.2,0.067196,0.089573
0.0,0.142857,0.0,0.0,0.136364,0.0,0.096154,0.045455,0.071429,0.0,0.0,0.096154,0.0,0.0,0.0,0.0,0.0,0.0,0.035308,0.125026
0.066667,0.107143,0.2,0.0,0.045455,0.0,0.096154,0.045455,0.0,0.1,0.0,0.115385,0.0,0.076923,0.0,0.25,0.0,0.0,0.07823,0.171168
0.0,0.214286,0.0,0.0,0.181818,0.0,0.076923,0.090909,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.1,0.048108,0.115483
0.066667,0.142857,0.0,0.0,0.090909,0.0,0.192308,0.0,0.142857,0.1,0.0,0.192308,0.0,0.076923,0.038462,0.0,0.0,0.0,0.025378,0.169768
0.0,0.035714,0.066667,0.0,0.227273,0.0,0.134615,0.136364,0.0,0.0,0.0,0.134615,0.0,0.0,0.0,0.083333,0.0,0.0,0.015116,0.184562
0.4,0.142857,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.230769,0.0,0.461538,0.0,0.0,0.0,0.0,0.6841,0.112339
0.133333,0.071429,0.066667,0.0,0.090909,0.0,0.038462,0.045455,0.0,0.0,0.0375,0.038462,0.0,0.153846,0.0,0.0,0.0,0.0,0.205671,0.08255
0.0,0.035714,0.2,0.0,0.136364,0.0,0.038462,0.045455,0.0,0.0,0.0375,0.038462,0.0,0.0,0.0,0.166667,0.0,0.0,0.015999,0.09778
0.066667,0.071429,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1875,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.024826,0.102257
0.066667,0.071429,0.133333,0.0,0.045455,0.0,0.096154,0.045455,0.0,0.1,0.15,0.096154,0.0,0.076923,0.0,0.0,0.0,0.0,0.01622,0.166204
0.066667,0.178571,0.0,0.0,0.090909,0.0,0.134615,0.090909,0.0,0.1,0.0,0.134615,0.0,0.153846,0.0,0.055556,0.0,0.2,0.080216,0.205457
0.0,0.071429,0.0,0.058824,0.136364,0.0,0.057692,0.045455,0.142857,0.2,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.032771,0.146083
0.066667,0.071429,0.0,0.117647,0.090909,0.0,0.192308,0.045455,0.071429,0.1,0.0,0.230769,0.0,0.076923,0.0,0.0,0.0,0.1,0.014123,0.186768
0.133333,0.071429,0.066667,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0625,0.057692,0.0,0.153846,0.0,0.055556,0.0,0.0,0.22145,0.063905
0.0,0.107143,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0375,0.0,0.0,0.0,0.115385,0.138889,0.0,0.0,0.035419,0.089713
0.0,0.071429,0.0,0.058824,0.090909,0.0,0.076923,0.045455,0.071429,0.2,0.0,0.096154,0.0,0.0,0.0,0.0,0.0,0.0,0.027033,0.13976
0.0,0.107143,0.0,0.117647,0.136364,0.0,0.057692,0.045455,0.142857,0.3,0.0,0.057692,0.0,0.0,0.038462,0.027778,0.0,0.0,0.035308,0.169081
0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.057692,0.0,0.230769,0.0,0.333333,0.0,0.3,0.024385,0.308561
0.066667,0.071429,0.2,0.058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0875,0.0,0.0,0.076923,0.0,0.138889,0.0,0.0,0.031226,0.074162
0.133333,0.107143,0.2,0.058824,0.090909,0.0,0.076923,0.045455,0.071429,0.1,0.0875,0.153846,0.0,0.0,0.0,0.138889,0.0,0.0,0.020523,0.183054
0.0,0.035714,0.066667,0.0,0.136364,0.0,0.173077,0.136364,0.0,0.0,0.0,0.173077,0.0,0.0,0.0,0.138889,0.0,0.0,0.008386,0.186322
0.0,0.035714,0.0,0.0,0.181818,0.0,0.076923,0.045455,0.142857,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,0.02935,0.132298
0.0,0.142857,0.0,0.0,0.045455,0.0,0.096154,0.0,0.071429,0.0,0.0,0.096154,0.0,0.230769,0.0,0.0,0.0,0.0,0.051528,0.090696
0.066667,0.142857,0.0,0.0,0.090909,0.0,0.076923,0.045455,0.071429,0.1,0.0,0.076923,0.0,0.307692,0.0,0.0,0.0,0.1,0.10736,0.09266
0.133333,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.461538,0.0,0.0,0.0,0.2,0.074479,0.046397
0.066667,0.142857,0.0,0.0,0.090909,0.0,0.076923,0.045455,0.071429,0.1,0.0,0.076923,0.0,0.307692,0.0,0.0,0.0,0.1,0.10736,0.09266
0.0,0.071429,0.066667,0.0,0.0,0.0,0.019231,0.0,0.0,0.1,0.0,0.019231,0.0,0.0,0.076923,0.083333,0.0,0.0,0.03586,0.049009
0.0,0.107143,0.133333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.166667,0.0,0.0,0.050535,0.043472
0.133333,0.178571,0.2,0.0,0.181818,0.25,0.153846,0.0,0.285714,0.0,0.0625,0.346154,0.0,0.153846,0.0,0.222222,0.0,0.0,0.131413,0.374366
0.133333,0.142857,0.0,0.0,0.045455,0.0,0.096154,0.045455,0.0,0.1,0.0,0.096154,0.0,0.307692,0.0,0.0,0.0,0.2,0.185921,0.150649
0.066667,0.107143,0.0,0.0,0.045455,0.0,0.096154,0.0,0.071429,0.0,0.0,0.096154,0.0,0.307692,0.0,0.0,0.0,0.1,0.10736,0.128479
0.133333,0.142857,0.0,0.0,0.045455,0.0,0.057692,0.0,0.0,0.0,0.0,0.057692,0.0,0.230769,0.0,0.0,0.0,0.1,0.194086,0.126589
0.066667,0.142857,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.125014,0.093054
0.066667,0.142857,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153846,0.0,0.0,0.0,0.0,0.214719,0.101185
0.0,0.071429,0.066667,0.0,0.045455,0.0,0.038462,0.045455,0.0,0.0,0.0,0.038462,0.0,0.0,0.0,0.083333,0.0,0.0,0.027695,0.084638
0.133333,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.1,0.0,0.192308,0.0,0.153846,0.0,0.0,0.0,0.1,0.048108,0.163518
0.0,0.107143,0.2,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.1875,0.115385,0.0,0.0,0.0,0.166667,0.0,0.0,0.028578,0.161323
0.133333,0.142857,0.066667,0.058824,0.0,0.0,0.0,0.0,0.0,0.2,0.1125,0.0,0.0,0.153846,0.0,0.0,0.0,0.0,0.041818,0.090795
0.066667,0.107143,0.0,0.0,0.090909,0.0,0.134615,0.090909,0.0,0.0,0.0,0.153846,0.0,0.076923,0.076923,0.0,0.0,0.0,0.075692,0.181301
0.066667,0.25,0.0,0.0,0.181818,0.0,0.019231,0.0,0.142857,0.2,0.0,0.019231,0.0,0.230769,0.0,0.0,0.0,0.0,0.115194,0.090235
0.0,0.035714,0.133333,0.058824,0.090909,0.0,0.019231,0.045455,0.071429,0.0,0.1125,0.019231,0.0,0.0,0.0,0.055556,0.0,0.0,0.015999,0.093621
0.2,0.035714,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.076923,0.0,0.194444,0.0,0.0,0.07481,0.146143
0.0,0.035714,0.266667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.021075,0.070613
0.066667,0.071429,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1875,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.024826,0.102257
0.133333,0.25,0.0,0.0,0.227273,0.0,0.057692,0.090909,0.071429,0.0,0.0,0.057692,0.0,0.153846,0.0,0.0,0.0,0.0,0.187024,0.138551
0.0,0.035714,0.066667,0.0,0.045455,0.0,0.057692,0.0,0.0,0.0,0.0625,0.057692,0.0,0.0,0.0,0.055556,0.0,0.0,0.015999,0.095183
0.133333,0.142857,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.083333,0.153846,0.230769,0.0,0.25,0.2,0.046011,0.090353
0.0,0.214286,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0375,0.076923,0.083333,0.153846,0.0,0.166667,0.166667,0.2,0.044908,0.145125
0.133333,0.285714,0.133333,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.038462,0.0,0.153846,0.153846,0.166667,0.166667,0.0,0.052301,0.154917
0.066667,0.071429,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.019231,0.0,0.076923,0.0,0.0,0.0,0.0,0.083747,0.132212
0.2,0.071429,0.2,0.058824,0.0,0.0,0.0,0.0,0.0,0.1,0.075,0.0,0.0,0.076923,0.0,0.111111,0.0,0.0,0.107139,0.07482
0.0,0.071429,0.066667,0.0,0.045455,0.0,0.096154,0.045455,0.0,0.0,0.0375,0.096154,0.0,0.0,0.0,0.055556,0.0,0.0,0.020523,0.11049
0.133333,0.107143,0.0,0.0,0.181818,0.0,0.038462,0.045455,0.214286,0.1,0.0,0.038462,0.0,0.230769,0.0,0.0,0.0,0.0,0.194086,0.12446
0.0,0.071429,0.2,0.0,0.181818,0.0,0.038462,0.181818,0.0,0.1,0.1125,0.038462,0.0,0.076923,0.0,0.0,0.0,0.0,0.020523,0.12705
0.066667,0.142857,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.307692,0.0,0.0,0.0,0.2,0.14642,0.051924
0.066667,0.107143,0.133333,0.0,0.090909,0.0,0.076923,0.0,0.142857,0.1,0.0,0.076923,0.0,0.076923,0.0,0.166667,0.0,0.0,0.032771,0.137634
0.066667,0.142857,0.066667,0.0,0.181818,0.0,0.038462,0.0,0.285714,0.1,0.0,0.153846,0.0,0.076923,0.115385,0.0,0.0,0.1,0.037736,0.155846
0.066667,0.142857,0.133333,0.0,0.090909,0.1,0.076923,0.0,0.142857,0.0,0.0,0.153846,0.0,0.076923,0.0,0.166667,0.0,0.0,0.037736,0.149036
0.0,0.035714,0.066667,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2125,0.038462,0.0,0.0,0.0,0.055556,0.0,0.0,0.018868,0.15801
0.0,0.107143,0.066667,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0375,0.038462,0.0,0.0,0.076923,0.055556,0.0,0.0,0.046011,0.09006
0.133333,0.071429,0.333333,0.058824,0.0,0.05,0.0,0.0,0.0,0.0,0.175,0.057692,0.0,0.153846,0.0,0.222222,0.0,0.0,0.146861,0.187929
0.0,0.071429,0.066667,0.0,0.272727,0.0,0.134615,0.136364,0.071429,0.0,0.0375,0.134615,0.0,0.0,0.0,0.0,0.0,0.0,0.015116,0.16257
0.066667,0.107143,0.0,0.0,0.272727,0.0,0.134615,0.090909,0.142857,0.0,0.0,0.192308,0.0,0.076923,0.0,0.0,0.0,0.0,0.075692,0.161046
0.0,0.142857,0.133333,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.038462,0.0,0.0,0.076923,0.166667,0.0,0.0,0.041818,0.082076
0.2,0.035714,0.133333,0.0,0.045455,0.0,0.096154,0.045455,0.0,0.0,0.0,0.096154,0.0,0.076923,0.0,0.166667,0.0,0.0,0.082644,0.107925
0.066667,0.035714,0.066667,0.0,0.045455,0.0,0.096154,0.045455,0.0,0.0,0.0375,0.153846,0.0,0.076923,0.0,0.0,0.0,0.0,0.078341,0.125268
0.066667,0.035714,0.133333,0.117647,0.0,0.05,0.019231,0.045455,0.0,0.0,0.15,0.057692,0.0,0.076923,0.0,0.055556,0.0,0.0,0.07481,0.134808
0.066667,0.142857,0.0,0.0,0.090909,0.0,0.076923,0.0,0.142857,0.0,0.0,0.076923,0.0,0.076923,0.0,0.0,0.0,0.0,0.114421,0.086117
0.2,0.178571,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.134615,0.166667,0.230769,0.0,0.0,0.0,0.0,0.304756,0.085185
0.0,0.107143,0.0,0.0,0.318182,0.0,0.115385,0.136364,0.142857,0.0,0.0,0.173077,0.0,0.0,0.0,0.0,0.0,0.0,0.023944,0.205416
0.133333,0.178571,0.0,0.0,0.136364,0.0,0.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.230769,0.0,0.0,0.0,0.0,0.214719,0.093163
0.066667,0.178571,0.0,0.0,0.181818,0.0,0.0,0.045455,0.0,0.0,0.0,0.057692,0.0,0.153846,0.0,0.0,0.0,0.0,0.203023,0.124708
0.133333,0.142857,0.0,0.0,0.181818,0.0,0.076923,0.045455,0.071429,0.1,0.0,0.076923,0.0,0.153846,0.0,0.0,0.0,0.0,0.17268,0.165523
0.2,0.178571,0.0,0.0,0.090909,0.0,0.0,0.045455,0.0,0.1,0.0,0.0,0.0,0.384615,0.0,0.0,0.0,0.1,0.228181,0.0758
0.066667,0.178571,0.0,0.0,0.181818,0.0,0.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.230769,0.0,0.0,0.0,0.0,0.213174,0.109125
0.0,0.178571,0.066667,0.0,0.227273,0.0,0.096154,0.045455,0.0,0.0,0.0,0.153846,0.0,0.0,0.115385,0.0,0.0,0.0,0.031336,0.175646
0.0,0.178571,0.0,0.0,0.136364,0.0,0.0,0.045455,0.0,0.0,0.0,0.115385,0.0,0.0,0.0,0.0,0.0,0.1,0.047225,0.095836
0.0,0.178571,0.0,0.0,0.136364,0.0,0.0,0.045455,0.0,0.0,0.0,0.173077,0.0,0.0,0.0,0.0,0.0,0.0,0.043584,0.139703
0.066667,0.107143,0.0,0.0,0.045455,0.0,0.096154,0.045455,0.0,0.1,0.0,0.096154,0.0,0.076923,0.0,0.055556,0.0,0.0,0.02935,0.098646
0.066667,0.071429,0.133333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.019231,0.0,0.076923,0.0,0.111111,0.0,0.0,0.093236,0.105042
0.066667,0.071429,0.066667,0.0,0.045455,0.0,0.096154,0.0,0.071429,0.1,0.1125,0.096154,0.0,0.076923,0.076923,0.0,0.0,0.1,0.017434,0.157695
0.2,0.071429,0.0,0.0,0.181818,0.0,0.115385,0.090909,0.142857,0.0,0.0,0.115385,0.0,0.230769,0.0,0.0,0.0,0.0,0.265254,0.130115
0.066667,0.107143,0.0,0.0,0.181818,0.0,0.153846,0.045455,0.214286,0.0,0.0,0.211538,0.0,0.076923,0.0,0.0,0.0,0.0,0.075692,0.16889
0.066667,0.071429,0.0,0.0,0.181818,0.0,0.153846,0.045455,0.214286,0.0,0.0,0.153846,0.0,0.076923,0.0,0.0,0.0,0.0,0.07823,0.167907
0.2,0.107143,0.0,0.0,0.136364,0.0,0.057692,0.0,0.214286,0.0,0.0,0.057692,0.0,0.230769,0.0,0.0,0.0,0.0,0.314355,0.073589
0.266667,0.214286,0.066667,0.0,0.136364,0.05,0.0,0.045455,0.0,0.1,0.0,0.038462,0.0,0.230769,0.0,0.083333,0.0,0.0,0.194196,0.119769
0.066667,0.214286,0.0,0.0,0.136364,0.0,0.0,0.045455,0.0,0.1,0.0,0.0,0.0,0.230769,0.0,0.0,0.0,0.0,0.126779,0.079915
0.066667,0.214286,0.066667,0.0,0.090909,0.0,0.076923,0.045455,0.071429,0.1,0.0,0.076923,0.0,0.307692,0.115385,0.0,0.0,0.3,0.042039,0.147069
0.066667,0.178571,0.0,0.0,0.090909,0.0,0.076923,0.045455,0.071429,0.0,0.0,0.076923,0.0,0.307692,0.0,0.0,0.0,0.2,0.104711,0.11083
0.133333,0.178571,0.4,0.294118,0.0,0.0,0.0,0.0,0.0,0.1,0.3625,0.019231,0.0,0.153846,0.076923,0.222222,0.0,0.0,0.06201,0.340991
0.066667,0.107143,0.266667,0.411765,0.0,0.05,0.0,0.0,0.0,0.0,0.35,0.076923,0.0,0.076923,0.0,0.222222,0.25,0.0,0.056824,0.354496
0.066667,0.071429,0.2,0.235294,0.0,0.0,0.019231,0.045455,0.0,0.0,0.2625,0.038462,0.0,0.076923,0.0,0.222222,0.0,0.0,0.059804,0.258953
0.066667,0.178571,0.066667,0.0,0.363636,0.0,0.153846,0.045455,0.214286,0.0,0.0,0.153846,0.0,0.076923,0.115385,0.0,0.0,0.0,0.079334,0.285331
0.0,0.142857,0.066667,0.0,0.227273,0.0,0.096154,0.045455,0.0,0.0,0.0375,0.096154,0.0,0.076923,0.076923,0.0,0.0,0.0,0.085402,0.199898
0.0,0.142857,0.133333,0.0,0.227273,0.05,0.096154,0.045455,0.0,0.0,0.0,0.134615,0.0,0.0,0.115385,0.083333,0.0,0.0,0.029681,0.215554
0.133333,0.142857,0.066667,0.0,0.136364,0.0,0.0,0.045455,0.0,0.1,0.0,0.057692,0.0,0.153846,0.0,0.083333,0.0,0.0,0.204127,0.098623
0.0,0.678571,0.533333,0.0,0.0,0.15,0.0,0.0,0.0,0.8,0.0,0.25,0.083333,0.0,0.923077,0.0,0.0,0.0,0.044135,0.426325
0.133333,0.25,0.133333,0.0,0.136364,0.0,0.057692,0.0,0.214286,0.2,0.0,0.057692,0.0,0.153846,0.230769,0.0,0.0,0.2,0.045901,0.163986
0.0,0.071429,0.066667,0.0,0.090909,0.05,0.076923,0.045455,0.071429,0.0,0.0,0.115385,0.0,0.0,0.0,0.083333,0.0,0.0,0.022399,0.109771
0.0,0.142857,0.133333,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.115385,0.0,0.0,0.076923,0.166667,0.0,0.0,0.035308,0.118783
0.133333,0.107143,0.133333,0.0,0.227273,0.0,0.134615,0.090909,0.214286,0.0,0.075,0.134615,0.0,0.153846,0.0,0.0,0.0,0.0,0.149509,0.183665
0.0,0.035714,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2625,0.0,0.0,0.0,0.0,0.055556,0.0,0.0,0.010593,0.158631
0.066667,0.035714,0.0,0.0,0.227273,0.05,0.173077,0.227273,0.0,0.0,0.0,0.211538,0.0,0.076923,0.0,0.0,0.0,0.0,0.064769,0.183802
0.0,0.142857,0.133333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153846,0.076923,0.166667,0.0,0.0,0.051087,0.056421
0.133333,0.071429,0.066667,0.058824,0.045455,0.0,0.096154,0.045455,0.0,0.1,0.0625,0.096154,0.0,0.153846,0.038462,0.0,0.0,0.1,0.020523,0.128396
0.133333,0.107143,0.0,0.0,0.045455,0.05,0.096154,0.0,0.071429,0.1,0.0,0.096154,0.0,0.153846,0.076923,0.0,0.0,0.1,0.032109,0.098849
0.0,0.071429,0.0,0.0,0.181818,0.0,0.038462,0.0,0.285714,0.0,0.0,0.038462,0.0,0.230769,0.0,0.0,0.0,0.0,0.051528,0.109067
0.0,0.178571,0.0,0.0,0.181818,0.0,0.076923,0.045455,0.142857,0.0,0.0,0.134615,0.0,0.0,0.0,0.0,0.0,0.0,0.037736,0.141297
0.066667,0.107143,0.0,0.0,0.181818,0.0,0.153846,0.136364,0.071429,0.1,0.0,0.153846,0.0,0.153846,0.0,0.0,0.0,0.0,0.07823,0.164304
0.266667,0.107143,0.0,0.0,0.090909,0.0,0.057692,0.0,0.0,0.0,0.0,0.057692,0.0,0.307692,0.0,0.0,0.0,0.0,0.460995,0.082464
0.066667,0.071429,0.0,0.0,0.318182,0.0,0.173077,0.227273,0.071429,0.0,0.0,0.173077,0.0,0.076923,0.0,0.0,0.0,0.0,0.065541,0.211805
0.066667,0.071429,0.0,0.117647,0.227273,0.0,0.173077,0.227273,0.0,0.1,0.0,0.211538,0.0,0.076923,0.0,0.0,0.0,0.0,0.012579,0.207147
0.133333,0.071429,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.076923,0.0,0.153846,0.0,0.0,0.0,0.0,0.258965,0.050734
0.066667,0.107143,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.230769,0.0,0.076923,0.0,0.0,0.0,0.0,0.111111,0.07778
0.266667,0.321429,0.0,0.0,0.090909,0.05,0.076923,0.0,0.142857,0.0,0.0,0.192308,0.083333,0.307692,0.0,0.0,0.0,0.0,0.338078,0.185024
0.0,0.071429,0.0,0.117647,0.090909,0.0,0.192308,0.090909,0.0,0.0,0.0,0.230769,0.0,0.0,0.0,0.0,0.0,0.0,0.013241,0.195551
0.066667,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.175,0.057692,0.0,0.076923,0.076923,0.0,0.0,0.0,0.018868,0.146726
0.0,0.071429,0.0,0.117647,0.090909,0.0,0.134615,0.045455,0.0,0.0,0.0,0.173077,0.083333,0.0,0.0,0.0,0.0,0.0,0.01622,0.142888
0.066667,0.214286,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.115385,0.0,0.076923,0.0,0.0,0.0,0.2,0.112987,0.108638
0.0,0.0,0.0,0.117647,0.090909,0.0,0.192308,0.090909,0.0,0.0,0.0,0.230769,0.0,0.0,0.0,0.0,0.0,0.0,0.001986,0.160934
0.066667,0.071429,0.0,0.117647,0.136364,0.0,0.057692,0.045455,0.142857,0.1,0.0,0.096154,0.0,0.076923,0.0,0.0,0.0,0.0,0.035308,0.13303
0.066667,0.107143,0.0,0.0,0.136364,0.0,0.134615,0.136364,0.0,0.1,0.0,0.134615,0.0,0.076923,0.076923,0.055556,0.0,0.0,0.020523,0.178188
0.0,0.285714,0.0,0.0,0.090909,0.0,0.038462,0.0,0.0,0.0,0.0,0.038462,0.0,0.230769,0.0,0.0,0.0,0.2,0.063445,0.094493
0.066667,0.071429,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.076923,0.076923,0.0,0.0,0.0,0.069955,0.056367
0.066667,0.071429,0.0,0.0,0.136364,0.05,0.173077,0.045455,0.142857,0.0,0.0,0.211538,0.0,0.076923,0.0,0.0,0.0,0.0,0.074037,0.157402
0.2,0.107143,0.066667,0.0,0.090909,0.0,0.076923,0.0,0.142857,0.1,0.0,0.076923,0.0,0.230769,0.115385,0.0,0.0,0.1,0.184155,0.114006
