oz1,oz249,oz3,oz4,oz5
0.999577,0.144762,0.999748,0.996656,0.133333
0.999963,0.145708,0.99866,0.997231,0.0
0.999958,0.068558,1.0,0.996603,0.0
0.999554,0.455439,0.999597,0.997707,0.0
0.998606,0.099747,0.998602,0.996299,0.2
0.999958,0.133994,1.0,0.996741,0.066667
0.952334,0.11674,0.999995,0.985575,0.266667
0.999958,0.166147,1.0,0.997158,0.066667
0.999752,0.189597,0.999855,0.997073,0.066667
0.999958,0.094337,1.0,0.996741,0.066667
0.998759,0.125185,0.99726,0.996325,0.2
0.999577,0.214011,0.999748,0.996988,0.0
0.998278,0.056147,0.998427,0.996214,0.066667
0.999958,0.083158,1.0,0.996741,0.0
0.998759,0.090222,0.99726,0.996325,0.2
0.998278,0.067097,0.998427,0.996158,0.0
0.998278,0.072895,0.998427,0.996158,0.0
0.998278,0.097382,0.998427,0.996158,0.066667
0.999577,0.124167,0.999748,0.996656,0.066667
0.999291,0.279122,0.999614,0.996817,0.0
0.999716,0.306944,0.999794,0.997711,0.0
0.998759,0.018864,0.99726,0.996325,0.0
0.999958,0.135566,1.0,0.997088,0.0
0.999278,0.120406,0.999263,0.996566,0.0
0.998278,0.024185,0.998427,0.996269,0.0
0.997948,0.132638,0.998602,0.996184,0.0
0.999958,0.122076,1.0,0.996741,0.0
0.999752,0.162427,0.999855,0.997073,0.0
0.998759,0.080844,0.99726,0.996325,0.066667
0.998759,0.055202,0.99726,0.996325,0.066667
0.999954,0.124383,0.997504,0.997017,0.0
0.999577,0.093879,0.999748,0.996656,0.0
0.999958,0.166545,1.0,0.996741,0.0
0.999949,0.096358,0.999718,0.996807,0.066667
0.999985,0.084211,0.999742,0.996751,0.0
0.999557,0.115403,0.999197,0.996695,0.133333
0.999557,0.113863,0.999197,0.996695,0.066667
0.999958,0.120021,1.0,0.996741,0.133333
0.999577,0.099273,0.999748,0.996656,0.0
0.999291,0.119104,0.999614,0.996571,0.0
0.999958,0.140209,1.0,0.997088,0.0
0.999958,0.181628,1.0,0.997158,0.0
0.999813,0.493489,0.999608,0.998827,0.133333
0.998759,0.161227,0.99726,0.996325,0.066667
0.999954,0.160718,0.997504,0.997017,0.066667
0.998759,0.10262,0.99726,0.996325,0.0
0.999971,0.123282,0.999742,0.996746,0.066667
0.999822,0.186758,0.998641,0.997372,0.066667
0.999404,0.202303,0.999403,0.996959,0.0
0.999971,0.055943,0.999742,0.996746,0.0
0.999954,0.096253,0.99769,0.99674,0.133333
0.999955,0.11141,0.998049,0.996879,0.066667
0.999577,0.106608,0.999748,0.996656,0.066667
0.999958,0.153125,1.0,0.996741,0.266667
0.999577,0.23599,0.999748,0.996656,0.333333
0.997948,0.074321,0.998602,0.996184,0.133333
0.999958,0.128107,1.0,0.996741,0.133333
0.999778,0.172422,0.998589,0.99721,0.0
0.998759,0.073512,0.99726,0.996325,0.0
0.998759,0.099654,0.99726,0.996325,0.266667
0.998759,0.163499,0.99726,0.996325,0.266667
0.998759,0.176702,0.99726,0.996325,0.066667
0.999806,0.168005,0.999551,0.997234,0.066667
0.999958,0.188922,1.0,0.997158,0.133333
0.999958,0.205091,1.0,0.997158,0.133333
0.998759,0.040666,0.99726,0.996325,0.133333
0.998759,0.137481,0.99726,0.996325,0.133333
0.998759,0.131477,0.99726,0.996325,0.2
0.999958,0.153634,1.0,0.996741,0.2
0.999903,0.121892,0.999775,0.996855,0.066667
0.999752,0.27354,0.999855,0.997073,0.266667
0.998759,0.059278,0.99726,0.996325,0.0
0.999408,0.125761,0.99781,0.996738,0.0
0.999368,0.106983,0.99934,0.996642,0.066667
0.999958,0.159152,1.0,0.996741,0.0
0.998759,0.180021,0.99726,0.996325,0.266667
0.998278,0.093996,0.998427,0.996269,0.133333
0.999965,0.174745,0.999827,0.997093,0.0
0.999717,0.16889,0.999726,0.997157,0.066667
0.999955,0.154767,0.998049,0.996879,0.2
0.99981,0.209384,0.999893,0.99742,0.0
0.999958,0.167324,1.0,0.996741,0.333333
0.998167,0.101316,0.998446,0.996017,0.0
0.999577,0.300125,0.999748,0.996988,0.066667
0.998759,0.0834,0.99726,0.996325,0.0
0.998759,0.131903,0.99726,0.996325,0.266667
0.999958,0.157154,1.0,0.996741,0.133333
0.999958,0.218389,1.0,0.997158,0.0
0.999958,0.112778,1.0,0.996741,0.066667
0.999958,0.11836,1.0,0.996741,0.0
0.998759,0.146048,0.99726,0.996325,0.2
0.999577,0.1444,0.999748,0.996656,0.133333
0.99808,0.176362,0.99849,0.996128,0.266667
0.998759,0.180613,0.99726,0.996325,0.133333
0.99838,0.096549,0.998644,0.996281,0.0
0.999577,0.124081,0.999748,0.996656,0.133333
0.998759,0.104905,0.99726,0.996325,0.2
0.999958,0.145743,1.0,0.996741,0.066667
0.998759,0.1392,0.99726,0.996325,0.133333
0.998759,0.132399,0.99726,0.996325,0.266667
0.998759,0.20468,0.99726,0.996325,0.4
0.999971,0.154837,0.999742,0.996746,0.133333
0.999288,0.213966,0.999455,0.996601,0.266667
0.999958,0.262597,1.0,0.996741,0.066667
0.998759,0.071603,0.99726,0.996325,0.133333
0.998759,0.155232,0.99726,0.996325,0.133333
0.999958,0.187557,1.0,0.997158,0.066667
0.999958,0.112253,1.0,0.996741,0.0
0.998759,0.147162,0.99726,0.996325,0.133333
0.999958,0.152724,1.0,0.996741,0.066667
0.999958,0.166965,1.0,0.996741,0.266667
0.999958,0.190914,1.0,0.996741,0.066667
0.999577,0.234762,0.999748,0.996656,0.133333
0.999958,0.242406,1.0,0.996741,0.533333
0.999958,0.195707,1.0,0.997158,0.0
0.999954,0.153628,0.997504,0.997017,0.133333
0.998759,0.146312,0.99726,0.996325,0.0
0.997948,0.104348,0.998602,0.996184,0.133333
0.999958,0.194329,1.0,0.997435,0.066667
0.998278,0.125389,0.998427,0.996269,0.2
0.999958,0.12964,1.0,0.996741,0.133333
0.999958,0.19647,1.0,0.996741,0.266667
0.998759,0.082598,0.99726,0.996325,0.066667
0.998759,0.06339,0.99726,0.996325,0.0
0.998238,0.108399,0.998296,0.996114,0.0
0.999958,0.093389,1.0,0.996741,0.0
0.999955,0.156384,0.997967,0.997364,0.0
0.998759,0.161902,0.99726,0.996325,0.133333
0.999958,0.140209,1.0,0.997088,0.0
0.999958,0.176215,1.0,0.996741,0.4
0.999958,0.197648,1.0,0.996741,0.466667
0.999958,0.224111,1.0,0.996741,0.0
0.998759,0.064163,0.99726,0.996325,0.133333
0.998759,0.10762,0.99726,0.996325,0.2
0.999958,0.155833,1.0,0.996741,0.133333
0.998759,0.093475,0.99726,0.996325,0.133333
0.998759,0.162847,0.99726,0.996325,0.333333
0.998834,0.083155,0.996377,0.996351,0.066667
0.998769,0.109102,0.99669,0.99633,0.0
0.999368,0.123139,0.99934,0.996642,0.133333
0.998759,0.080182,0.99726,0.996325,0.066667
0.999903,0.099183,0.999775,0.996855,0.066667
0.999958,0.122337,1.0,0.996741,0.066667
0.999958,0.134477,1.0,0.996741,0.133333
0.999958,0.142341,1.0,0.996741,0.066667
0.999577,0.143302,0.999748,0.996656,0.133333
0.998759,0.144578,0.99726,0.996325,0.2
0.999958,0.151617,1.0,0.996741,0.133333
0.999288,0.167878,0.999455,0.996601,0.066667
0.998759,0.174443,0.99726,0.996325,0.133333
0.998759,0.19107,0.99726,0.996325,0.133333
0.998759,0.185364,0.99726,0.996325,0.066667
0.998759,0.188502,0.99726,0.996325,0.2
0.998759,0.16973,0.99726,0.996325,0.2
0.999958,0.198217,1.0,0.996741,0.2
0.999958,0.197399,1.0,0.996741,0.4
0.998759,0.193033,0.99726,0.996325,0.066667
0.998759,0.083934,0.99726,0.996325,0.133333
0.999958,0.164123,1.0,0.997158,0.0
0.999958,0.179837,1.0,0.997158,0.0
0.999958,0.205441,1.0,0.997158,0.133333
0.998759,0.311193,0.99726,0.996325,0.066667
0.998759,0.065006,0.99726,0.996325,0.0
0.999588,0.102347,0.999386,0.996661,0.066667
0.999958,0.12249,1.0,0.996741,0.066667
0.999958,0.155967,1.0,0.996741,0.133333
0.999958,0.173501,1.0,0.996741,0.133333
0.999958,0.09491,1.0,0.996741,0.066667
0.999958,0.137959,1.0,0.996741,0.0
0.999958,0.151881,1.0,0.996741,0.133333
0.998759,0.167843,0.99726,0.996325,0.133333
0.999958,0.152661,1.0,0.996741,0.2
0.999577,0.168607,0.999748,0.996656,0.266667
0.998759,0.198924,0.99726,0.996325,0.133333
0.999619,0.18062,0.997969,0.996823,0.066667
0.999958,0.129564,1.0,0.996741,0.066667
0.999948,0.162134,1.0,0.996463,0.066667
0.999958,0.185212,1.0,0.997158,0.0
0.999958,0.103333,1.0,0.996741,0.133333
0.999291,0.178363,0.999614,0.996817,0.0
0.999897,0.290899,0.999077,0.998103,0.0
0.999958,0.290448,1.0,0.996741,0.066667
0.998759,0.058652,0.99726,0.996325,0.133333
0.998759,0.154595,0.99726,0.996325,0.266667
0.998759,0.095734,0.99726,0.996325,0.0
0.999577,0.126223,0.999748,0.996656,0.133333
0.999291,0.167582,0.999614,0.996817,0.0
0.998759,0.055905,0.99726,0.996325,0.0
0.999958,0.114684,1.0,0.996741,0.066667
0.999577,0.225524,0.999748,0.996988,0.133333
0.999958,0.139983,1.0,0.996741,0.133333
0.997948,0.181683,0.998602,0.996043,0.4
0.999971,0.141061,0.999742,0.997167,0.0
0.999958,0.123636,1.0,0.996741,0.0
0.999958,0.130277,1.0,0.996741,0.133333
0.998759,0.104896,0.99726,0.996325,0.0
0.999958,0.147477,1.0,0.996741,0.133333
0.999958,0.08691,1.0,0.996741,0.0
0.999752,0.215096,0.999855,0.997073,0.066667
0.999958,0.150971,1.0,0.996741,0.2
0.999958,0.088644,1.0,0.996741,0.066667
0.997948,0.071205,0.998602,0.996184,0.066667
0.999958,0.130426,1.0,0.996741,0.133333
0.998759,0.23557,0.99726,0.996325,0.0
0.999958,0.096717,1.0,0.996741,0.0
0.998759,0.106433,0.99726,0.996325,0.133333
0.998759,0.102662,0.99726,0.996325,0.066667
0.998759,0.155324,0.99726,0.996325,0.0
0.998759,0.102814,0.99726,0.996325,0.0
0.999958,0.140209,1.0,0.997088,0.0
0.999958,0.118862,1.0,0.996741,0.066667
0.993693,0.119725,0.991143,0.993685,0.0
0.999924,0.101475,0.999679,0.996865,0.066667
0.998759,0.064418,0.99726,0.996325,0.0
0.999288,0.144212,0.999455,0.996601,0.0
0.999958,0.130115,1.0,0.997088,0.0
0.999806,0.147407,0.999551,0.997234,0.0
0.999958,0.164686,1.0,0.996741,0.133333
0.998759,0.129271,0.99726,0.996325,0.4
0.998759,0.106821,0.99726,0.996325,0.133333
0.998759,0.083797,0.99726,0.996325,0.066667
0.999958,0.079107,1.0,0.996741,0.0
0.999958,0.123305,1.0,0.996741,0.066667
0.999958,0.112371,1.0,0.996741,0.066667
0.999958,0.112915,1.0,0.996741,0.0
0.999577,0.161533,0.999748,0.996656,0.0
0.999752,0.173689,0.999855,0.997073,0.0
0.998759,0.041035,0.99726,0.996325,0.0
0.998759,0.06099,0.99726,0.996325,0.0
0.999608,0.122678,0.99943,0.996866,0.0
0.998759,0.091425,0.99726,0.996325,0.0
0.998759,0.112953,0.99726,0.996325,0.066667
0.999958,0.123257,1.0,0.996741,0.0
0.999577,0.099492,0.999748,0.996656,0.066667
0.999958,0.124011,1.0,0.996741,0.066667
0.999958,0.169705,1.0,0.996741,0.066667
0.998759,0.203735,0.99726,0.996325,0.2
0.998759,0.131031,0.99726,0.996325,0.133333
0.999958,0.124011,1.0,0.996741,0.066667
0.999278,0.165116,0.999263,0.996566,0.0
0.999577,0.182408,0.999748,0.996656,0.133333
0.999577,0.182408,0.999748,0.996656,0.133333
0.999958,0.188543,1.0,0.996741,0.066667
0.999958,0.188378,1.0,0.996741,0.133333
0.999752,0.187713,0.999855,0.997073,0.0
0.998759,0.193444,0.99726,0.996325,0.0
0.999958,0.219503,1.0,0.996741,0.0
0.998759,0.105694,0.99726,0.996325,0.266667
0.999752,0.189123,0.999855,0.997073,0.133333
0.999958,0.144689,1.0,0.996741,0.0
0.997948,0.104539,0.998602,0.996184,0.133333
0.999958,0.130484,1.0,0.996741,0.2
0.997948,0.124046,0.998602,0.996043,0.0
0.999659,0.117523,0.997772,0.996794,0.0
0.998759,0.09827,0.99726,0.996325,0.066667
0.998606,0.100469,0.998602,0.996299,0.066667
0.999958,0.141163,1.0,0.997088,0.0
0.999291,0.159754,0.999614,0.996571,0.066667
0.999577,0.114601,0.999748,0.996656,0.066667
0.999577,0.111464,0.999748,0.996656,0.133333
0.998925,0.145918,0.999326,0.99643,0.066667
0.999958,0.147881,1.0,0.996741,0.0
0.999958,0.161689,1.0,0.996741,0.2
0.999958,0.177402,1.0,0.997435,0.0
0.999958,0.187296,1.0,0.996741,0.2
0.999813,0.535246,0.999608,0.998827,0.133333
0.998759,0.079358,0.99726,0.996325,0.133333
0.999958,0.174904,1.0,0.997158,0.0
0.998759,0.062381,0.99726,0.996325,0.0
0.999577,0.108972,0.999748,0.996656,0.0
0.999537,0.102633,0.9996,0.996686,0.0
0.999008,0.163617,0.998756,0.996383,0.266667
0.998683,0.200846,0.998945,0.996312,0.4
0.998759,0.061646,0.99726,0.996325,0.066667
0.998759,0.108498,0.99726,0.996325,0.133333
0.998759,0.127613,0.99726,0.996325,0.133333
0.999958,0.121007,1.0,0.996741,0.133333
0.998759,0.118305,0.99726,0.996325,0.133333
0.999971,0.087374,0.999742,0.996746,0.0
0.999903,0.109421,0.999775,0.996855,0.0
0.998759,0.058877,0.99726,0.996325,0.0
