pk_table,pk_column,fk_table,fk_column
table6.csv,oz13,table11.csv,oz13
table6.csv,oz172,table10.csv,oz172
table6.csv,oz173,table10.csv,oz173
table6.csv,oz178,table10.csv,oz178
table6.csv,oz249,table10.csv,oz249
table6.csv,oz124,table8.csv,oz124
table6.csv,oz151,table8.csv,oz151
table6.csv,oz165,table8.csv,oz165
table6.csv,oz197,table8.csv,oz197
table6.csv,oz249,table8.csv,oz249
table6.csv,oz125,table12.csv,oz125
table6.csv,oz126,table12.csv,oz126
table6.csv,oz128,table12.csv,oz128
table6.csv,oz131,table12.csv,oz131
table6.csv,oz149,table12.csv,oz149
table6.csv,oz150,table12.csv,oz150
table6.csv,oz151,table12.csv,oz151
table6.csv,oz165,table12.csv,oz165
table6.csv,oz171,table12.csv,oz171
table6.csv,oz172,table12.csv,oz172
table6.csv,oz173,table12.csv,oz173
table6.csv,oz175,table12.csv,oz175
table6.csv,oz176,table12.csv,oz176
table6.csv,oz177,table12.csv,oz177
table6.csv,oz178,table12.csv,oz178
table7.csv,oz175,table14.csv,oz175
table7.csv,oz249,table14.csv,oz249
table7.csv,oz249,table17.csv,oz249
table7.csv,oz249,table1.csv,oz249
table7.csv,oz249,table16.csv,oz249
table7.csv,oz197,table13.csv,oz197
table7.csv,oz249,table13.csv,oz249
table7.csv,oz175,table9.csv,oz175
table7.csv,oz249,table9.csv,oz249
table7.csv,oz150,table15.csv,oz150
table7.csv,oz171,table15.csv,oz171
table7.csv,oz175,table15.csv,oz175
table7.csv,oz249,table11.csv,oz249
table7.csv,oz249,table10.csv,oz249
table7.csv,oz150,table12.csv,oz150
table7.csv,oz171,table12.csv,oz171
table7.csv,oz175,table12.csv,oz175
table3.csv,oz1,table2.csv,oz1
table3.csv,oz3,table18.csv,oz3
table3.csv,oz4,table18.csv,oz4
table7.csv,oz124,table8.csv,oz124
table7.csv,oz197,table8.csv,oz197
table7.csv,oz249,table8.csv,oz249
table3.csv,oz249,table14.csv,oz249
table3.csv,oz249,table1.csv,oz249
table3.csv,oz1,table1.csv,oz1
table3.csv,oz5,table1.csv,oz5
table3.csv,oz249,table17.csv,oz249
table3.csv,oz249,table16.csv,oz249
table3.csv,oz249,table13.csv,oz249
table3.csv,oz249,table9.csv,oz249
table3.csv,oz249,table11.csv,oz249
table3.csv,oz249,table10.csv,oz249
table3.csv,oz249,table8.csv,oz249
table2.csv,oz247,table1.csv,oz247
table2.csv,oz250,table1.csv,oz250
table2.csv,oz251,table1.csv,oz251
table2.csv,oz1,table1.csv,oz1
table2.csv,oz9,table1.csv,oz9
table1.csv,oz249,table14.csv,oz249
table1.csv,oz249,table17.csv,oz249
table1.csv,oz249,table16.csv,oz249
table1.csv,oz249,table13.csv,oz249
table1.csv,oz249,table9.csv,oz249
table1.csv,oz249,table11.csv,oz249
table1.csv,oz249,table10.csv,oz249
table14.csv,oz249,table17.csv,oz249
table14.csv,oz249,table16.csv,oz249
table1.csv,oz249,table8.csv,oz249
table14.csv,oz172,table13.csv,oz172
table14.csv,oz249,table13.csv,oz249
table14.csv,oz172,table15.csv,oz172
table14.csv,oz175,table15.csv,oz175
table14.csv,oz175,table9.csv,oz175
table14.csv,oz249,table9.csv,oz249
table14.csv,oz172,table11.csv,oz172
table14.csv,oz249,table11.csv,oz249
table14.csv,oz172,table10.csv,oz172
table14.csv,oz249,table10.csv,oz249
table14.csv,oz249,table8.csv,oz249
table14.csv,oz172,table12.csv,oz172
table14.csv,oz175,table12.csv,oz175
table15.csv,oz172,table13.csv,oz172
table15.csv,oz149,table9.csv,oz149
table15.csv,oz175,table9.csv,oz175
table15.csv,oz176,table9.csv,oz176
table15.csv,oz172,table11.csv,oz172
table17.csv,oz249,table16.csv,oz249
table17.csv,oz83,table16.csv,oz83
table15.csv,oz172,table10.csv,oz172
table15.csv,oz173,table10.csv,oz173
table15.csv,oz178,table10.csv,oz178
table17.csv,oz249,table13.csv,oz249
table15.csv,oz151,table8.csv,oz151
table15.csv,oz165,table8.csv,oz165
table15.csv,oz127,table12.csv,oz127
table15.csv,oz128,table12.csv,oz128
table15.csv,oz131,table12.csv,oz131
table15.csv,oz149,table12.csv,oz149
table15.csv,oz150,table12.csv,oz150
table15.csv,oz151,table12.csv,oz151
table15.csv,oz165,table12.csv,oz165
table15.csv,oz171,table12.csv,oz171
table15.csv,oz172,table12.csv,oz172
table15.csv,oz173,table12.csv,oz173
table15.csv,oz175,table12.csv,oz175
table15.csv,oz176,table12.csv,oz176
table15.csv,oz177,table12.csv,oz177
table15.csv,oz178,table12.csv,oz178
table17.csv,oz249,table9.csv,oz249
table17.csv,oz249,table11.csv,oz249
table17.csv,oz249,table10.csv,oz249
table17.csv,oz249,table8.csv,oz249
table16.csv,oz181,table13.csv,oz181
table16.csv,oz249,table13.csv,oz249
table16.csv,oz249,table9.csv,oz249
table16.csv,oz249,table11.csv,oz249
table16.csv,oz249,table10.csv,oz249
table16.csv,oz249,table8.csv,oz249
table13.csv,oz249,table9.csv,oz249
table13.csv,oz172,table11.csv,oz172
table13.csv,oz249,table11.csv,oz249
table12.csv,oz172,table13.csv,oz172
table12.csv,oz149,table9.csv,oz149
table12.csv,oz175,table9.csv,oz175
table12.csv,oz176,table9.csv,oz176
table12.csv,oz172,table11.csv,oz172
table13.csv,oz172,table10.csv,oz172
table13.csv,oz249,table10.csv,oz249
table12.csv,oz172,table10.csv,oz172
table12.csv,oz173,table10.csv,oz173
table12.csv,oz178,table10.csv,oz178
table12.csv,oz151,table8.csv,oz151
table12.csv,oz165,table8.csv,oz165
table13.csv,oz197,table8.csv,oz197
table13.csv,oz249,table8.csv,oz249
table9.csv,oz249,table11.csv,oz249
table9.csv,oz249,table10.csv,oz249
table11.csv,oz172,table10.csv,oz172
table11.csv,oz249,table10.csv,oz249
table9.csv,oz249,table8.csv,oz249
table11.csv,oz249,table8.csv,oz249
table10.csv,oz249,table8.csv,oz249
