RequestID,StartDate,EndDate,AgencyName,TypeOfNoticeDescription,CategoryDescription,ShortTitle,SelectionMethodDescription,SectionName,PIN,DueDate,AddressToRequest,ContactName,ContactPhone,Email
20180502010,05/08/2018,05/08/2018,Housing Authority,Solicitation,Goods and Services,"SMD REPAIR OF TWO (2) UNDERGROUND WATER MAINS - ROBBINS PLAZA, MANHATTAN",Competitive Sealed Bids,Procurement,67064.,05/22/2018 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20141015012,10/22/2014,10/28/2014,Information Technology and Telecommunications,Intent to Award,Goods and Services,CITYWIDE LAW MANAGER SOFTWARE FOR CITY AGENCIES,Sole Source,Procurement,85815S0001,10/29/2014 04:00:00 PM,"255 Greenwich Street, 9th Floor, New York, NY 10007",Margaret Budzinska,2127886510,mbudzinska@doitt.nyc.gov
20171025005,10/27/2017,11/02/2017,Parks and Recreation,Intent to Award,Construction Related Services,FUNDING AGREEMENT - RECONSTRUCTING OF PIER 40 FIRE SPRINKLER,Government to Government,Procurement,84618T0004,11/14/2017 04:00:00 PM,"Olmsted Center Annex, Flushing Meadows-Corona Park, Flushing, NY 11368",Grace Fields-Mitchell,7187606687,grace.fields-mitchell@parks.nyc.gov
20140109002,01/15/2014,01/22/2014,Health and Mental Hygiene,Intent to Award,Goods,INST HIV-1 ANTIBODY TEST KITS,Sole Source,Procurement,14AE016201R0X00,01/27/2014 04:00:00 PM,"42-09 28th Street, 17th Floor, Long island City, NY 11101",Paul Romain,3473966654,promain1@health.nyc.gov
20181114016,11/23/2018,11/23/2018,Triborough Bridge and Tunnel Authority,Solicitation,Construction/Construction Services,MISCELLANEOUS CONSTRUCTION ON AN AS-NEEDED BASIS AT  VARIOUS BRIDGE AND TUNNEL FACILITIES,Competitive Sealed Proposals,Procurement,GFM527000000,12/19/2018 03:30:00 PM,"2 Broadway, New York, NY 10004",Victoria Warren,6462527092,vprocure@mtabt.org
20171221007,12/21/2017,12/21/2017,Housing Authority,Solicitation,Goods and Services,BID EXTENSION: SMD DRIVER WITH CDL CLASS A/HAZMAT LICENSE,Competitive Sealed Bids,Procurement,66240.,12/28/2017 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20101019024,10/25/2010,10/25/2010,Brooklyn Navy Yard Development Corp.,Solicitation,Services (other than human services),OPERATION OF CAFE AND EVENT SPACE,Request for Proposals,Procurement,201013,12/01/2010 05:00:00 PM,"63 Flushing Avenue, Unit 300, Bldg. 292, 3rd Floor, Brooklyn, NY 11205",Aisha Glover,7189075965,aglover@brooklynnavyyard.com
20120125019,02/01/2012,02/14/2012,Parks and Recreation,Solicitation,Services (other than human services),"THE OPERATION OF A SEASONAL ICE RINK AT MCCARREN PARK POOL, BROOKLYN, NY",Competitive Sealed Proposals,Procurement,B58-IS 2012,03/15/2012 03:00:00 PM,"The Arsenal- Central Park, 830 Fifth Avenue, Room 407, New York, NY 10021",Evan George,2123603495,evan.george@parks.nyc.gov
20101221027,12/28/2010,12/28/2010,Design and Construction,Solicitation,Construction/Construction Services,"DESIGN SERVICES FOR THE RECONSTRUCTION OF 9TH AVENUE/GANSEVOORT AREA, BOROUGH OF MANHATTAN",Competitive Sealed Proposals,Procurement,8502011HW0029P,01/27/2011 04:00:00 PM,"30-30 Thomson Avenue, 4th Floor, Long Island City, NY 11101",Carlo DiFava,7183911541,difavac@ddc.nyc.gov
20180801027,08/08/2018,08/14/2018,Health and Mental Hygiene,Intent to Award,Goods and Services,ACCESS TO THE WEB-BASED ANALYTICS PLATFORM CRIMSON HEXAGON,Sole Source,Procurement,19AS010801R0X00,08/28/2018 10:00:00 AM,"42-09 28th Street, 17th Floor, WS-17-85, Long Island City, NY 11101",Yau Cheung Tsang,3473966661,ytsang@health.nyc.gov
20120919007,09/19/2012,09/19/2012,Housing Authority,Solicitation,Human Services/Client Services,BID EXTENSION: GSD_PROVIDE RESEARCH ON MEASURING THE ECONOMIC IMPACT OF NYCHA ON NEW YORK CITY,Request for Proposals,Procurement,33918.,09/26/2012 02:00:00 PM,"NYCHA General Services Dept., 90 Church Street, 12th fl., NY NY 10007",Janice Shamblee,2123064457,janice.shamblee@nycha.nyc.gov
20190404009,04/11/2019,04/11/2019,Law Department,Intent to Award,Services (other than human services),NAE #1 PRIVATE INVESTIGATION SERVICES TRUVIEW,Negotiated Acquisition,Procurement,02512X100A17,04/25/2019 05:00:00 PM,"100 Church St., Rm. 5-209, New York, NY 10007",Robin Wakefield,2123561123,rowakefi@law.nyc.gov
20151030022,11/09/2015,11/09/2015,Citywide Administrative Services,Intent to Award,Goods,EMERGENCY PREPAREDNESS  AND  RESPONSE SERVICES(GSA)(NAE),Negotiated Acquisition,Procurement,8571500670,11/10/2015 10:30:00 AM,"1 Centre Street, 18th Floor, New York, NY 10007",Gweneva Gavin,2123860417,ggavin@dcas.nyc.gov
20180102006,01/04/2018,01/04/2018,Housing Authority,Solicitation,Goods and Services,"SMD REPAIR OF UNDERGROUND SEWER LINE - AMSTERDAM HOUSES  BUILDING 11, MANHATTAN",Competitive Sealed Bids,Procurement,66473.,01/30/2018 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Erneste Pierre-Louis,2123063609,erneste.pierre-louis@nycha.nyc.gov
20160427022,05/03/2016,05/03/2016,Brooklyn Navy Yard Development Corp.,Solicitation,Services (other than human services),MANAGEMENT AND OVERSIGHT OF DESIGN AND CM FOR FEMA FUNDED REHABILITATION PROJECTS AT BNY,Competitive Sealed Proposals,Procurement,000118,06/03/2016 12:00:00 PM,"63 Flushing Avenue, Unit 300, Bldg. 292, 3rd Floor, Brooklyn, NY 11205",James Corley,7189075942,jcorley@brooklynnavyyard.com
20150619026,06/29/2015,06/29/2015,Triborough Bridge and Tunnel Authority,Solicitation,Services (other than human services),"REQUEST FOR EXPRESSIONS OF INTEREST FOR AS-NEEDED CONSTRUCTION ADMINISTRATION, INSPECTION AND SUPPORT SERVICES",Competitive Sealed Proposals,Procurement,PSC152973000,07/29/2015 03:30:00 PM,"2 Broadway, New York, NY  10004",Victoria Warren,6462527092,vprocure@mtabt.org
20041214002,12/14/2004,12/20/2004,Marketing Development Corp,Solicitation,Services (other than human services),CANCELLATION: replica vehicle licensing,Competitive Sealed Proposals,Procurement,MDC 05 0997,12/20/2004 12:00:00 PM,"One Liberty Plaza, 33rd Floor, New York, NY 10006",Sean Greene,6465875607,vehiclerfp@marketing.nyc.gov
20101104010,11/08/2010,11/15/2010,Housing Authority,Solicitation,Construction/Construction Services,REQUEST FOR PROPOSAL FOR ELEVATOR-DESIGN CONSULTING SERVICES,Competitive Sealed Bids,Procurement,ELEVATOR-RFP,11/30/2010 04:00:00 PM,"90 Church Street, 11th Floor, New York, NY 10007","Gloria Guillo, MPA, CPPO",2123063121,gloria.guillo@nycha.nyc.gov
20140701029,07/07/2014,07/07/2014,Citywide Administrative Services,Intent to Award,Construction Related Services,"SERVICE, MAINTENANCE AND REPAIR OF FIRE ALARM SYSTEMS",Negotiated Acquisition,Procurement,85609B0021CNVN001,07/08/2014 05:00:00 PM,"1 Centre Street, 18th Floor, New York, NY 10007",Ozgur Manuka,2123866284,omanuka@dcas.nyc.gov
20171214010,12/14/2017,12/14/2017,Housing Authority,Solicitation,Goods and Services,CORRECTION: SMD EMERGENCY LIGHTING MAINTENANCE - VARIOUS DEVELOPMENTS WITHIN THE FIVE (5) BOROUGH OF NYC,Competitive Sealed Bids,Procurement,66422.,01/11/2018 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20130128005,02/01/2013,02/07/2013,Information Technology and Telecommunications,Solicitation,Services (other than human services),ENTERPRISE-WIDE STANDBY INFORMATION TECHNOLOGY AND TELECOMMUNICATION CONSULTING SERVICES (ITCS),Negotiated Acquisition,Procurement,85811O0022001N002,02/11/2013 03:00:00 PM,"255 Greenwich Street, 9th Floor, New York, NY 10007",Margaret Budzinska,2127886510,mbudzinska@doitt.nyc.gov
20170406007,04/07/2017,04/07/2017,Housing Authority,Solicitation,Goods and Services,"BID EXTENSION: SMD FORKLIFTS MAINTENANCE - MATERIALS MANAGEMENT DEPARTMENT, LIC",Request for Qualifications,Procurement,65091.,04/13/2017 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20130923005,09/26/2013,10/02/2013,Parks and Recreation,Intent to Award,Construction Related Services,DEMOLITION  AND  REMOVAL OF EXISTING BOILERS  AND  INSTALLATION OF NEW BOILERS,Sole Source,Procurement,84614SM286C01,10/11/2013 04:30:00 PM,"Olmsted Center, Room 60, Flushing Meadows-Corona Park, Flushing, NY 11368",Grace Fields-Mitchell,7187606687,grace.fields-mitchell@parks.nyc.gov
20180913020,09/13/2018,09/13/2018,Housing Authority,Solicitation,Goods and Services,"BID EXTENSION: SMD SURVEY, TESTING, REPAIR  AND  ALTERATIONS OF FIRE ALARM SYSTEMS - VARIOUS DEVELOPMENTS LOCATED WITHIN THE FIVE (5) BOROUGHS OF NYC",Competitive Sealed Bids,Procurement,67266.,09/20/2018 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",La-Shondra Arnold,2123064603,la-shondra.arnold@nycha.nyc.gov
20170505015,05/05/2017,05/05/2017,Information Technology and Telecommunications,Solicitation,Services (other than human services),CORRECTION: MEDIA CAMPAIGN AND PURCHASING SERVICES - MOME,Competitive Sealed Proposals,Procurement,85816P0003,05/23/2017 03:00:00 PM,"255 Greenwich Street, 9th Floor, New York, NY 10007",Paul Simms,2127886274,psimms@doitt.nyc.gov
20170720007,07/20/2017,07/20/2017,Housing Authority,Solicitation,Construction Related Services,"BID EXTENSION: SMD ELEVATOR DOOR  AND  FRAME REPLACEMENT - KINGSBOROUGH HOUSES  AND  MARCY HOUSES, BROOKLYN",Competitive Sealed Bids,Procurement,65379-2,07/27/2017 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Erneste Pierre-Louis,2123063609,erneste.pierre-louis@nycha.nyc.gov
20150401016,04/01/2015,04/01/2015,Design and Construction,Solicitation,Construction/Construction Services,BID EXTENSION: MANHATTAN CLASS COMPANY THEATER FIT OUT,Competitive Sealed Bids,Procurement,85015B0009,04/09/2015 02:00:00 PM,"30-30 Thomson Avenue, 1st Floor, L.I.C., NY 11101",Emmanuel Charles,7183913170,charlesem@ddc.nyc.gov
20120126014,01/27/2012,01/27/2012,Housing Authority,Solicitation,Services (other than human services),GSD_SOLICITATION FOR THE DESIGN AND LAYOUT OF THE NEW YORK CITY HOUSING AUTHORITYS 2011 ANNUAL REPORT,Request for Proposals,Procurement,29166.,02/10/2012 04:00:00 PM,New York City Housing Authority,Wanda Mealing,2123066619,wanda.mealing@nycha.nyc.gov
20130412019,04/18/2013,04/24/2013,Parks and Recreation,Intent to Award,Construction Related Services,EXTENDED DESIGN  AND  CONSTRUCTION MANAGEMENT SERVICES,Negotiated Acquisition,Procurement,8462013X126S01,05/01/2013 04:30:00 PM,"Olmsted Center, Room 60, Flushing Meadows-Corona Park, Flushing, NY 11368",Grace Fields-Mitchell,7187606687,grace.fields-mitchell@parks.nyc.gov
20120323034,03/29/2012,04/04/2012,Parks and Recreation,Intent to Award,Construction/Construction Services,COMPLETION OF THE GEOTHERMAL SYSTEM  AND  CONSTRUCTION OF A COMMUNITY CENTER,Negotiated Acquisition,Procurement,8462012B057C01,04/17/2012 04:00:00 PM,"Olmsted Center, Flushing Meadows-Corona Park, Room 61, Flushing, NY 11368",Grace Fields-Mitchell,7187606687,grace.fields-mitchell@parks.nyc.gov
20110427002,05/03/2011,05/16/2011,Parks and Recreation,Solicitation,Services (other than human services),"DEVELOPMENT, OPERATION AND MAINTENANCE OF A HORSEBACK RIDING CONCESSION",Competitive Sealed Proposals,Procurement,M10-102-O,06/13/2011 03:00:00 PM,"The Arsenal- Central Park, 830 Fifth Avenue, Room 407, New York, NY 10021",Charlotte Hall,2123601397,charlotte.hall@parks.nyc.gov
20181026010,10/26/2018,10/26/2018,Housing Authority,Solicitation,Construction/Construction Services,"BID EXTENSION: SMD UNDERGROUND SEWER LINE REPAIR AT VAN DYKE II HOUSES, 394 DUMONT AVENUE, BROOKLYN, NY",Small Purchase,Procurement,67559.,11/01/2018 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20180117002,01/23/2018,01/23/2018,Housing Authority,Solicitation,Goods and Services,SMD PUBLIC SPACE LIGHTING REPLACEMENT AND REPAIR  - VARIOUS DEVELOPMENTS IN THE FIVE (5) BOROUGHS OF NYC,Competitive Sealed Bids,Procurement,66659.,02/22/2018 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",La-Shondra Arnold,2123064603,la-shondra.arnold@nycha.nyc.gov
20120918005,09/24/2012,09/28/2012,Parks and Recreation,Intent to Award,Construction Related Services,RECONSTRUCTION OF THE LONG MEADOW BALLFIELDS,Sole Source,Procurement,8462012B073S02,10/09/2012 04:30:00 PM,"Olmsted Center, Room 61,   Flushing Meadows-Corona Park, , Flushing, NY 11368",Grace Fields-Mitchell,7187606687,grace.fieldsmitchell@parks.nyc.gov
20160512017,05/19/2016,05/25/2016,Environmental Protection,Intent to Award,Services (other than human services),BPS-1602: X-RAY SCREENING EQUIPMENT MAINTENANCE FOR THE BUREAU OF POLICE  AND  SECURITY,Sole Source,Procurement,82616S0010,06/07/2016 04:00:00 PM,"59-17 Junction Blvd, 17th Floor, Flushing, NY 11373",Glorivee Roman,7185953226,glroman@dep.nyc.gov
20100721006,07/21/2010,08/03/2010,Parks and Recreation,Solicitation,Services (other than human services),"OPERATION OF ONE (1) MOBILE BEVERAGE UNIT, TWO (2) MOBILE FOOD UNITS FOR THE SALE OF SPECIALTY FOOD AND ONE (1) MOBILE FOOD UNIT FOR THE SALE OF ICE CREAM AND DESSERT",Competitive Sealed Proposals,Procurement,M10-CG,08/13/2010 03:00:00 PM,"The Arsenal- Central Park, 830 Fifth Avenue, Room 407, New York, NY 10021",Charlotte Hall,2123601397,charlotte.hall@parks.nyc.gov
20171117012,11/20/2017,12/04/2017,Parks and Recreation,Solicitation,Services (other than human services),"RENOVATION, MAINTENANCE  AND  OPERATION OF A RESTAURANT",Competitive Sealed Proposals,Procurement,Q99GR2017,12/29/2017 03:00:00 PM,"The Arsenal, Central Park, 830 Fifth Avenue, Room 407, New York, NY 10065",Eric Weiss,2123603483,eric.weiss@parks.nyc.gov
20160226008,03/02/2016,03/08/2016,Environmental Protection,Intent to Award,Services (other than human services),BPS-1603: LEASE OF HELICOPTER SERVICES,Negotiated Acquisition,Procurement,82612B0035001N001,03/21/2016 04:00:00 PM,"59-17 Junction Blvd, 17th Floor, Flushing, NY 11373",Glorivee Roman,7185953226,glroman@dep.nyc.gov
20150916013,09/23/2015,09/29/2015,Environmental Protection,Intent to Award,Services (other than human services),CHGE: AGREEMENT WITH CENTRAL HUDSON GAS  AND  ELECTRIC FOR  ELECTRIC SERVICE DISTRIBUTION FACILITIES TO SHAFT B,Sole Source,Procurement,82615W000143,10/09/2015 04:00:00 PM,"59-17 Junction Blvd, 17th Floor, Flushing, NY 11373",Glorivee Roman,7185953226,glroman@dep.nyc.gov
20180215013,02/20/2018,02/20/2018,Housing Authority,Solicitation,Goods and Services,"SMD MAINTENANCE PAINTING OF APARTMENTS - WHITMAN HOUSES, BROOKLYN",Competitive Sealed Bids,Procurement,66805.,03/15/2018 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20170501034,05/02/2017,05/02/2017,Housing Authority,Solicitation,Goods and Services,BID EXTENSION: SMD LEAD-BASED PAINT VISUAL INSPECTION AT APARTMENTS IN VARIOUS DEVELOPMENTS  LOCATED IN ALL FIVE (5) BOROUGHS OF NEW YORK CITY,Competitive Sealed Bids,Procurement,65181.,05/09/2017 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Erneste Pierre-Louis,2123063609,erneste.pierre-louis@nycha.nyc.gov
20190731010,07/31/2019,07/31/2019,Housing Authority,Solicitation,Goods and Services,BID EXTENSION: SMD INSTALLATION OF VINYL COMPOSITION (V/C) FLOOR TILE IN APTS.- VARIOUS DEVELOPMENTS WITHIN THE FIVE (5) BOROUGHS OF NYC,Competitive Sealed Bids,Procurement,68674.,08/06/2019 10:10:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Jason Rosenfeld,2123064511,jason.rosenfeld@nycha.nyc.gov
20150306019,03/13/2015,03/19/2015,Parks and Recreation,Intent to Award,Construction Related Services,ARCHITECTURAL DESIGN SERVICES,Negotiated Acquisition,Procurement,84610P0008CNVN002,03/27/2015 04:30:00 PM,"Olmsted Center Annex, Flushing Meadows-Corona Park, Flushing, NY 11368",Grace Fields-Mitchell,7187606687,grace.fields-mitchell@parks.nyc.gov
20130118013,01/22/2013,01/28/2013,Parks and Recreation,Solicitation,Goods and Services,"MAINTENANCE, OPERATION AND PROGRAMMING OF CENTRAL PARK, MANHATTAN",Sole Source,Procurement,84613S0004,02/07/2013 05:00:00 PM,"24 West 61 Street, NY, NY 10023",Brett Meaney,2128307975,brett.meaney@parks.nyc.gov
20100527013,06/03/2010,06/03/2010,Triborough Bridge and Tunnel Authority,Solicitation,Construction Related Services,"DESIGN AND CONSTRUCTION SUPPORT SERVICES FOR PROJECT MP-06, SUBSTRUCTURE AND UNDERWATER WORK AT THE MARINE PARKWAY BRIDGE (MPB)",Competitive Sealed Proposals,Procurement,PSC102875,06/18/2010 03:30:00 PM,"Triborough Bridge and Tunnel Authority, 2 Broadway, Bid Suite, New York, NY 10004",Victoria Warren,6462526101,vprocure@mtabt.org
20160316035,03/24/2016,03/24/2016,Triborough Bridge and Tunnel Authority,Solicitation,Construction/Construction Services,DESIGN/BUILD SERVICES FOR THE INSTALLATION OF AN INTEGRATED ELECTRONIC SECURITY SYSTEM AND FIRE DETECTION SYSTEM AT THE BRONX-WHITESTONE AND ROBERT F. KENNEDY BRIDGES FACILITIES,Competitive Sealed Proposals,Procurement,BW39RK600000,05/03/2016 03:30:00 PM,"2 Broadway, New York, NY 10004",Victoria Warren,6462527092,vprocure@mtabt.org
20110419016,04/22/2011,05/05/2011,Parks and Recreation,Solicitation,Services (other than human services),OPERATION OF A T-SHIRT CONCESSION,Competitive Sealed Proposals,Procurement,M10-M53-TS 2011,06/03/2011 03:00:00 PM,"The Arsenal- Central Park, 830 Fifth Avenue, Room 407, New York, NY 10021",Glenn Kaalund,2123601397,glenn.kaalund@parks.nyc.gov
20120731007,08/03/2012,08/03/2012,City University,Solicitation,Services (other than human services),AUTODESK SOFTWARE,Competitive Sealed Bids,Procurement,0000000069,08/23/2012 02:00:00 PM,"222-05 56th Avenue, Bayside, N.Y. 11364",Macarthur Marshall,7186316202,mmarshall@qcc.cuny.edu; jconnors@qcc.cuny.edu
20180626015,06/26/2018,06/26/2018,Housing Authority,Solicitation,Goods and Services,CORRECTION: SMD REPAIR AND REPLACEMENT OF APARTMENT ENTRANCE- VARIOUS DEVELOPMENTS WITHIN THE FIVE (5) BOROUGHS OF NEW YORK CITY,Competitive Sealed Bids,Procurement,67232.,07/17/2018 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20120822009,08/30/2012,08/30/2012,Triborough Bridge and Tunnel Authority,Solicitation,Services (other than human services),CONSTRUCTION ADMINISTRATION AND INSPECTION SERVICES,Competitive Sealed Proposals,Procurement,PSC122919000,09/12/2012 03:30:00 PM,"2 Broadway - 24th Floor, New York NY  10004",Victoria Warren,6462527092,vprocure@mtabt.org
20141007024,10/15/2014,10/15/2014,Triborough Bridge and Tunnel Authority,Solicitation,Services (other than human services),MAINTENANCE AND REPAIR OF THE ELECTRONIC TOLL REGISTRY SYSTEM,Competitive Sealed Proposals,Procurement,14OPS2924X00,12/03/2014 03:30:00 PM,"2 Broadway, New York, NY  10004",Victoria Warren,6462527092,vprocure@mtabt.org
20180829021,08/29/2018,08/29/2018,Housing Authority,Solicitation,Goods and Services,"BID EXTENSION: SMS REPLACEMENT OF BOILER PLANT SYSTEM LOCATED AT SOUTH BRONX AREA, CLAREMONT PKWY-FRANKLIN AVE. AND  STEBBINS AVENUE, BRONX",Competitive Sealed Bids,Procurement,67380.,09/06/2018 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Miriam Rodgers,2123064718,miriam.rodgers@nycha.nyc.gov
20120622027,07/03/2012,07/03/2012,Triborough Bridge and Tunnel Authority,Solicitation,Services (other than human services),"REQUEST FOR EXPRESSIONS OF INTEREST FOR DESIGN AND CONSTRUCTION SUPPORT SERVICES FOR PROJECT BB-28, PHASE II",Competitive Sealed Proposals,Procurement,PSC122913000,07/24/2012 03:30:00 PM,"2 Broadway - 24th Floor, New York NY  10004",Victoria Warren,6462527092,vprocure@mtabt.org
20130318009,03/18/2013,03/18/2013,City University,Solicitation,Human Services/Client Services,CORRECTION: CFS AUDIT AND TAX SERVICES,Request for Proposals,Procurement,UCO - 524,04/18/2013 05:00:00 PM,"230 West 41st Street, 5th Floor, New York, NY 10036",John Harwood,2123975646,cfsauditservices.rfp@mail.cuny.edu
20160610027,06/20/2016,06/20/2016,Triborough Bridge and Tunnel Authority,Solicitation,Services (other than human services),"DESIGN SERVICES FOR PROJECT AW-28, STRATEGIC PLAN FOR SERVICE LIFE EXTENSION OF SUSPENSION BRIDGES",Competitive Sealed Proposals,Procurement,PSC162997000,07/14/2016 03:30:00 PM,"2 Broadway, New York, NY 10004",Victoria Warren,6462527092,vprocure@mtabt.org
20171019022,10/20/2017,10/20/2017,Housing Authority,Solicitation,Goods and Services,"SMD SURVEY, TESTING, REPAIR  AND  ALTERATIONS OF FIRE ALARM SYSTEMS - VARIOUS DEVELOPMENTS LOCATED IN THE FIVE BOROUGHS OF NYC",Competitive Sealed Bids,Procurement,66138.,11/21/2017 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20110307013,03/07/2011,03/07/2011,Design and Construction,Solicitation,Construction/Construction Services,CORRECTION: RESIDENT ENGINEERING INSPECTION SERVICES,Competitive Sealed Proposals,Procurement,8502011HW0038P,03/30/2011 04:00:00 PM,"30-30 Thomson Avenue, 4th Floor, Long Island City, NY  11101",Maritza Ortega,7183911542,ortegama@ddc.nyc.gov
20170411011,04/11/2017,04/11/2017,Housing Authority,Solicitation,Goods and Services,BID EXTENSION: SMD PREPARATION OF PETROLEUM REMEDIATION QUARTERLY REPORTS- VARIOUS NYCHA DEVELOPMENTS,Competitive Sealed Bids,Procurement,65167.,04/18/2017 10:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
20111209009,12/09/2011,12/09/2011,Housing Authority,Solicitation,Goods and Services,"BID EXTENSION: GSD_INSPECTION, TESTING AND REPAIR OF FIRE STANDPIPE AND SPRINKLER SYSTEMS",Small Purchase,Procurement,29010-2,12/22/2011 10:00:00 AM,"90 Church Street, 12th Floor, New York, NY 10007",Sabrina Steverson,2123066771,sabrina.steveson@nycha.nyc.gov
20180208003,02/13/2018,02/13/2018,Housing Authority,Solicitation,Goods and Services,SMD WOOD FLOOR REPAIR AND REFINISH - VARIOUS DEVELOPMENTS LOCATED IN THE FIVE (5) BOROUGHS OF NYC,Competitive Sealed Bids,Procurement,66685.,03/08/2018 12:00:00 AM,"90 Church Street, 6th Floor, New York, NY 10007",Mimose Julien,2123068141,mimose.julien@nycha.nyc.gov
