Key_0_0,housing,other_parties,job,Key_1_1
190,for free,none,high qualif/self emp/mgmt,736
288,own,none,unskilled resident,784
133,own,none,high qualif/self emp/mgmt,537
55,for free,none,high qualif/self emp/mgmt,746
386,own,none,skilled,58
564,own,none,skilled,908
608,own,none,unskilled resident,598
782,own,none,skilled,421
715,own,none,skilled,975
266,own,none,skilled,365
486,rent,none,unskilled resident,413
665,own,guarantor,unskilled resident,617
423,own,none,unskilled resident,34
284,own,guarantor,high qualif/self emp/mgmt,825
468,own,none,skilled,487
398,for free,none,skilled,272
943,own,none,high qualif/self emp/mgmt,929
996,own,none,skilled,404
660,own,none,skilled,845
122,own,none,skilled,409
420,own,none,unskilled resident,156
166,rent,co applicant,skilled,915
848,own,none,skilled,180
42,rent,none,skilled,236
586,own,none,skilled,597
795,own,none,skilled,519
148,own,none,skilled,185
590,rent,none,high qualif/self emp/mgmt,580
177,rent,none,unskilled resident,302
717,rent,none,skilled,182
692,own,none,skilled,576
382,rent,none,skilled,928
849,rent,none,skilled,705
894,own,co applicant,high qualif/self emp/mgmt,643
278,own,none,high qualif/self emp/mgmt,745
912,own,none,skilled,268
553,own,none,skilled,781
752,own,none,skilled,726
570,own,none,skilled,469
452,rent,none,skilled,818
990,rent,none,unskilled resident,273
955,own,none,skilled,724
385,own,none,skilled,534
440,own,none,skilled,395
216,own,none,high qualif/self emp/mgmt,373
71,rent,co applicant,skilled,240
794,own,none,skilled,262
335,own,none,high qualif/self emp/mgmt,379
588,own,none,skilled,227
671,rent,none,high qualif/self emp/mgmt,175
697,rent,none,unskilled resident,251
574,for free,none,skilled,149
511,rent,none,skilled,997
78,own,none,skilled,465
551,own,none,unskilled resident,390
819,own,none,skilled,830
192,own,none,high qualif/self emp/mgmt,488
162,own,co applicant,skilled,354
234,own,none,skilled,400
299,own,none,skilled,359
312,own,none,unskilled resident,629
54,for free,none,skilled,241
968,own,none,skilled,131
470,own,none,skilled,165
272,own,none,skilled,40
742,own,none,unskilled resident,78
241,own,guarantor,skilled,944
238,rent,none,unskilled resident,30
857,own,none,unemp/unskilled non res,426
512,own,none,high qualif/self emp/mgmt,956
391,own,none,high qualif/self emp/mgmt,23
191,own,none,skilled,579
449,own,none,skilled,813
415,own,none,skilled,425
460,own,none,skilled,595
38,own,none,skilled,499
578,own,guarantor,skilled,87
672,own,none,skilled,377
873,for free,none,skilled,836
869,own,none,skilled,839
83,own,none,skilled,807
842,rent,none,skilled,712
645,rent,none,high qualif/self emp/mgmt,938
605,rent,none,skilled,293
34,own,guarantor,skilled,584
890,own,none,unskilled resident,691
714,own,none,skilled,85
106,own,none,unskilled resident,689
592,own,none,skilled,501
254,own,none,skilled,147
430,own,none,skilled,664
973,for free,none,high qualif/self emp/mgmt,155
970,own,none,skilled,558
964,own,none,skilled,589
769,own,none,skilled,220
476,own,none,skilled,570
188,rent,none,skilled,177
542,own,none,skilled,146
972,rent,none,skilled,166
580,own,none,skilled,972
690,own,none,high qualif/self emp/mgmt,313
728,own,guarantor,skilled,738
654,own,none,skilled,849
977,own,none,high qualif/self emp/mgmt,128
368,own,none,skilled,257
30,own,none,skilled,505
575,rent,none,high qualif/self emp/mgmt,991
213,own,none,skilled,423
424,own,none,skilled,187
400,own,none,high qualif/self emp/mgmt,136
426,own,none,unskilled resident,656
3,own,none,skilled,917
479,own,none,skilled,772
585,own,none,skilled,340
507,for free,none,high qualif/self emp/mgmt,730
104,for free,none,unemp/unskilled non res,841
181,own,none,skilled,697
567,own,none,skilled,329
0,own,none,high qualif/self emp/mgmt,903
334,for free,none,unskilled resident,514
117,own,none,skilled,459
409,rent,none,skilled,659
840,rent,guarantor,skilled,384
70,own,none,high qualif/self emp/mgmt,275
777,own,none,skilled,351
876,rent,none,skilled,269
237,for free,none,skilled,276
258,own,none,high qualif/self emp/mgmt,408
374,own,none,skilled,207
693,own,none,unskilled resident,70
201,own,none,skilled,124
136,rent,none,skilled,899
198,own,none,unskilled resident,770
491,for free,none,high qualif/self emp/mgmt,451
572,own,none,skilled,921
982,own,none,skilled,587
772,own,none,unskilled resident,243
482,own,none,skilled,52
616,own,none,skilled,284
331,own,none,unskilled resident,582
346,own,none,skilled,892
236,own,none,high qualif/self emp/mgmt,370
535,own,none,skilled,695
751,own,none,unskilled resident,680
936,own,none,skilled,503
342,own,none,skilled,314
295,rent,none,unskilled resident,111
471,own,none,skilled,45
37,own,guarantor,unskilled resident,118
686,rent,none,skilled,49
297,own,none,skilled,671
833,own,none,skilled,492
540,own,none,skilled,559
647,own,none,skilled,775
120,own,co applicant,skilled,205
444,for free,none,high qualif/self emp/mgmt,1
620,own,none,skilled,672
504,for free,none,skilled,844
684,own,none,skilled,833
922,for free,none,unskilled resident,817
293,own,none,skilled,965
924,own,guarantor,unskilled resident,801
93,own,none,unskilled resident,823
927,own,none,high qualif/self emp/mgmt,735
984,own,none,unemp/unskilled non res,723
957,rent,none,unskilled resident,252
741,own,none,skilled,209
436,own,guarantor,skilled,708
182,own,none,skilled,512
184,own,none,skilled,954
688,for free,none,skilled,343
381,own,none,skilled,73
210,own,none,unskilled resident,470
323,own,none,skilled,134
88,own,none,skilled,196
328,rent,none,skilled,552
709,own,none,skilled,84
631,rent,co applicant,skilled,498
815,own,none,unskilled resident,472
611,own,none,unskilled resident,480
646,own,guarantor,skilled,858
979,own,none,skilled,277
369,own,none,skilled,509
877,own,none,unskilled resident,800
370,own,none,unskilled resident,847
639,for free,none,skilled,877
344,own,none,skilled,601
775,own,none,unskilled resident,489
920,own,none,skilled,703
704,own,none,skilled,31
706,for free,none,high qualif/self emp/mgmt,330
159,for free,none,unskilled resident,990
492,own,none,unskilled resident,455
405,own,none,skilled,508
596,own,none,skilled,923
387,own,none,skilled,274
891,own,none,high qualif/self emp/mgmt,33
401,own,none,skilled,417
928,own,none,skilled,578
108,rent,none,skilled,684
65,for free,co applicant,high qualif/self emp/mgmt,432
308,own,none,skilled,415
316,own,none,unskilled resident,72
593,own,none,skilled,756
229,own,none,skilled,37
144,own,none,unskilled resident,897
533,own,none,skilled,874
550,rent,none,high qualif/self emp/mgmt,757
439,rent,none,skilled,447
726,own,none,skilled,759
427,own,none,unskilled resident,194
940,own,none,skilled,125
727,own,none,skilled,612
637,own,none,unskilled resident,741
798,own,none,skilled,79
552,for free,none,high qualif/self emp/mgmt,866
375,own,guarantor,skilled,215
350,own,none,skilled,103
931,own,none,skilled,298
506,rent,none,high qualif/self emp/mgmt,871
910,for free,none,high qualif/self emp/mgmt,564
675,for free,none,skilled,389
623,own,none,high qualif/self emp/mgmt,911
942,own,none,skilled,889
638,rent,none,skilled,642
244,own,co applicant,unskilled resident,785
461,own,none,skilled,80
918,own,none,skilled,885
621,own,none,unemp/unskilled non res,308
132,own,none,skilled,699
754,own,none,unskilled resident,338
445,own,co applicant,skilled,2
563,for free,none,skilled,12
642,own,none,skilled,443
351,rent,none,unskilled resident,977
700,own,none,unskilled resident,690
60,own,none,skilled,104
270,rent,none,unskilled resident,278
320,for free,none,unemp/unskilled non res,279
669,own,none,skilled,696
217,own,none,skilled,719
367,own,none,unskilled resident,291
343,own,none,unskilled resident,208
761,own,none,skilled,468
565,own,guarantor,unskilled resident,405
823,own,none,unskilled resident,658
766,own,none,skilled,780
283,own,none,unskilled resident,883
797,own,none,high qualif/self emp/mgmt,24
624,own,none,skilled,115
459,for free,none,high qualif/self emp/mgmt,581
384,own,none,skilled,788
755,own,none,skilled,640
142,own,none,unskilled resident,987
810,rent,none,skilled,763
983,own,none,skilled,344
863,own,none,skilled,507
490,own,none,skilled,796
412,for free,none,high qualif/self emp/mgmt,173
767,own,none,skilled,481
183,own,none,high qualif/self emp/mgmt,765
235,rent,none,unskilled resident,586
77,rent,none,skilled,197
999,rent,none,high qualif/self emp/mgmt,674
740,own,guarantor,unskilled resident,783
571,rent,none,skilled,810
48,own,none,skilled,106
453,own,none,unskilled resident,649
289,for free,none,skilled,610
167,rent,none,unskilled resident,438
497,rent,none,skilled,634
634,own,co applicant,high qualif/self emp/mgmt,347
758,own,guarantor,unskilled resident,264
656,own,none,unskilled resident,912
921,own,guarantor,skilled,249
16,rent,none,unemp/unskilled non res,526
493,own,none,unskilled resident,270
618,for free,none,skilled,905
97,rent,none,skilled,949
807,own,none,skilled,222
735,own,none,high qualif/self emp/mgmt,285
134,rent,none,skilled,843
573,for free,none,skilled,145
41,own,none,unskilled resident,650
515,own,co applicant,skilled,428
625,own,none,high qualif/self emp/mgmt,516
395,own,none,skilled,229
341,rent,none,skilled,83
435,for free,none,skilled,429
627,own,none,high qualif/self emp/mgmt,992
903,own,none,skilled,623
383,rent,none,skilled,776
82,own,none,unemp/unskilled non res,549
310,own,none,skilled,139
556,own,none,skilled,513
158,rent,none,skilled,467
250,own,none,skilled,476
989,rent,none,skilled,233
812,own,none,skilled,21
974,own,none,skilled,188
90,rent,none,skilled,108
739,for free,none,high qualif/self emp/mgmt,162
23,for free,none,high qualif/self emp/mgmt,292
532,rent,guarantor,skilled,853
524,own,none,skilled,402
862,for free,none,skilled,163
96,for free,none,high qualif/self emp/mgmt,543
626,own,none,unskilled resident,138
722,own,none,skilled,789
45,for free,none,high qualif/self emp/mgmt,550
872,rent,none,skilled,473
116,own,none,skilled,599
421,own,none,unskilled resident,0
917,own,none,skilled,976
130,rent,none,skilled,625
376,own,none,high qualif/self emp/mgmt,531
115,own,none,skilled,160
547,own,none,skilled,248
993,own,none,high qualif/self emp/mgmt,966
790,rent,none,unskilled resident,260
126,for free,none,high qualif/self emp/mgmt,366
474,own,none,skilled,475
870,own,none,high qualif/self emp/mgmt,184
852,rent,none,skilled,742
498,for free,none,high qualif/self emp/mgmt,17
9,own,none,skilled,485
143,rent,none,skilled,151
294,own,none,unskilled resident,334
759,own,none,skilled,590
526,own,none,skilled,454
232,own,none,skilled,797
481,own,none,unskilled resident,910
66,own,none,skilled,848
866,own,none,skilled,979
64,own,none,skilled,557
74,own,none,skilled,506
432,own,none,high qualif/self emp/mgmt,565
753,own,none,skilled,393
904,own,none,skilled,161
813,own,none,high qualif/self emp/mgmt,387
394,own,none,high qualif/self emp/mgmt,299
302,rent,none,unskilled resident,934
664,own,none,skilled,670
362,own,none,skilled,768
67,own,none,unskilled resident,728
478,rent,none,skilled,613
222,own,none,high qualif/self emp/mgmt,846
408,own,none,skilled,720
185,rent,none,skilled,211
879,own,none,skilled,174
527,own,none,unskilled resident,939
21,own,none,high qualif/self emp/mgmt,603
86,own,none,skilled,178
680,rent,none,skilled,246
152,own,none,skilled,363
477,own,none,skilled,782
137,own,none,skilled,301
487,for free,none,unemp/unskilled non res,137
416,own,none,unskilled resident,306
62,own,co applicant,high qualif/self emp/mgmt,114
543,for free,none,high qualif/self emp/mgmt,199
663,own,none,skilled,869
800,own,none,skilled,989
172,own,none,skilled,3
662,rent,none,unskilled resident,622
566,own,none,skilled,36
808,own,co applicant,unemp/unskilled non res,894
356,own,none,unemp/unskilled non res,14
814,own,none,high qualif/self emp/mgmt,5
101,own,co applicant,skilled,679
909,own,none,skilled,437
301,own,none,unskilled resident,98
193,own,none,high qualif/self emp/mgmt,356
682,rent,none,unskilled resident,701
584,own,none,skilled,521
442,own,guarantor,skilled,771
988,own,none,high qualif/self emp/mgmt,242
469,own,none,skilled,323
434,own,none,high qualif/self emp/mgmt,385
399,own,none,skilled,906
220,own,none,skilled,439
763,own,none,high qualif/self emp/mgmt,29
871,own,co applicant,skilled,350
28,own,none,high qualif/self emp/mgmt,880
950,rent,none,skilled,97
218,for free,none,skilled,761
746,own,none,skilled,255
539,own,none,skilled,820
306,own,guarantor,skilled,331
613,own,none,skilled,226
413,rent,none,high qualif/self emp/mgmt,76
239,own,none,skilled,605
791,own,none,skilled,89
36,own,guarantor,skilled,969
483,rent,none,unskilled resident,189
19,own,none,skilled,835
765,own,none,skilled,164
212,own,none,unskilled resident,8
128,rent,none,skilled,224
778,own,none,skilled,63
298,own,none,unskilled resident,732
711,own,none,high qualif/self emp/mgmt,888
901,own,none,skilled,955
43,rent,none,skilled,973
760,own,none,skilled,217
473,own,none,skilled,218
757,own,none,unskilled resident,96
843,own,none,skilled,750
786,own,none,unskilled resident,376
858,own,none,skilled,345
801,rent,none,skilled,569
44,own,none,skilled,471
816,own,none,skilled,751
880,own,none,high qualif/self emp/mgmt,59
230,own,none,skilled,700
225,for free,co applicant,skilled,716
300,rent,none,unskilled resident,176
773,rent,guarantor,skilled,446
389,own,none,skilled,737
129,for free,none,high qualif/self emp/mgmt,168
285,own,none,skilled,401
495,own,none,skilled,416
956,rent,none,unskilled resident,372
40,own,none,skilled,898
845,rent,co applicant,high qualif/self emp/mgmt,718
768,own,none,skilled,55
494,own,guarantor,unskilled resident,361
617,own,none,skilled,551
691,own,none,skilled,294
796,for free,none,skilled,190
347,own,none,skilled,608
103,own,none,skilled,527
653,rent,none,skilled,462
898,own,guarantor,unskilled resident,457
287,own,none,skilled,478
854,own,none,high qualif/self emp/mgmt,913
345,own,none,skilled,794
933,own,none,high qualif/self emp/mgmt,611
228,own,none,skilled,411
666,for free,none,high qualif/self emp/mgmt,504
339,rent,none,skilled,758
378,rent,co applicant,skilled,157
502,own,none,skilled,819
992,own,none,skilled,496
447,own,none,unskilled resident,48
267,rent,none,skilled,799
785,own,none,skilled,713
396,for free,none,skilled,258
85,for free,none,skilled,412
793,own,none,skilled,42
986,for free,none,skilled,968
253,own,none,skilled,495
296,own,guarantor,unskilled resident,418
997,own,none,skilled,326
959,own,none,skilled,546
788,own,none,unskilled resident,332
89,rent,none,skilled,832
764,own,none,unskilled resident,172
186,own,none,skilled,970
522,rent,none,skilled,568
516,rent,none,skilled,528
636,own,none,skilled,170
867,own,none,skilled,433
363,rent,none,skilled,51
403,own,none,high qualif/self emp/mgmt,56
821,own,none,skilled,335
649,for free,none,high qualif/self emp/mgmt,619
738,own,none,unskilled resident,930
161,rent,none,skilled,542
425,for free,none,skilled,544
221,own,none,skilled,352
581,own,none,unskilled resident,683
548,own,none,unskilled resident,863
576,for free,none,skilled,654
6,own,none,skilled,133
32,own,none,skilled,484
694,own,none,unskilled resident,795
269,for free,none,skilled,64
710,own,none,skilled,263
730,own,none,unskilled resident,606
655,own,guarantor,skilled,633
787,own,none,skilled,158
774,own,none,high qualif/self emp/mgmt,250
541,own,none,skilled,491
377,own,none,skilled,383
633,own,none,skilled,529
837,own,none,skilled,747
598,own,none,unskilled resident,267
529,for free,none,skilled,127
274,rent,guarantor,unskilled resident,297
139,own,none,skilled,360
455,for free,none,skilled,596
441,own,none,high qualif/self emp/mgmt,855
745,rent,none,skilled,141
905,own,none,skilled,636
930,own,none,skilled,891
568,own,none,skilled,902
828,own,none,skilled,368
887,rent,none,unskilled resident,311
780,own,co applicant,skilled,961
14,rent,none,high qualif/self emp/mgmt,254
975,own,none,unskilled resident,681
72,own,none,unskilled resident,682
657,own,co applicant,skilled,282
333,own,none,skilled,204
102,own,none,skilled,933
245,own,none,skilled,722
484,own,none,unskilled resident,430
247,own,guarantor,skilled,346
92,own,none,unskilled resident,859
109,rent,none,skilled,626
156,rent,none,unskilled resident,950
733,for free,none,high qualif/self emp/mgmt,959
472,rent,none,skilled,895
2,rent,none,skilled,6
58,own,guarantor,unskilled resident,320
428,own,none,unskilled resident,11
718,own,none,skilled,666
56,own,none,unskilled resident,630
199,rent,none,skilled,287
619,own,none,unskilled resident,779
806,rent,none,unskilled resident,20
743,own,none,high qualif/self emp/mgmt,960
628,own,none,unskilled resident,560
908,rent,none,skilled,494
145,own,none,unskilled resident,364
318,own,none,skilled,616
519,for free,none,skilled,793
892,own,guarantor,skilled,862
354,own,none,skilled,941
464,for free,none,unskilled resident,181
233,own,none,high qualif/self emp/mgmt,943
69,own,none,skilled,333
404,own,none,skilled,203
559,own,none,high qualif/self emp/mgmt,764
53,for free,co applicant,skilled,754
830,own,none,skilled,81
224,for free,none,skilled,18
776,own,none,skilled,773
321,for free,none,unskilled resident,618
456,own,none,skilled,357
168,rent,guarantor,skilled,281
725,own,none,skilled,842
525,own,none,high qualif/self emp/mgmt,962
895,for free,none,high qualif/self emp/mgmt,893
124,rent,none,skilled,875
223,rent,co applicant,skilled,802
953,own,none,unskilled resident,760
841,own,none,skilled,288
317,own,none,skilled,804
831,own,none,skilled,767
703,rent,none,skilled,945
911,for free,none,skilled,355
454,own,none,skilled,774
582,own,none,skilled,261
537,own,none,skilled,453
338,own,none,skilled,927
835,own,none,unskilled resident,805
180,own,none,skilled,662
762,own,none,skilled,374
549,own,none,skilled,828
508,rent,co applicant,skilled,461
437,own,none,unskilled resident,727
189,own,none,skilled,525
11,own,none,skilled,743
463,own,none,skilled,135
157,own,none,skilled,749
393,own,none,skilled,328
457,own,none,unemp/unskilled non res,635
853,own,none,unskilled resident,474
615,own,none,high qualif/self emp/mgmt,90
305,own,guarantor,skilled,532
251,own,none,high qualif/self emp/mgmt,67
165,rent,none,skilled,482
888,own,guarantor,skilled,644
414,own,none,skilled,290
466,for free,none,skilled,319
865,rent,none,unskilled resident,822
361,for free,none,high qualif/self emp/mgmt,548
981,own,none,unskilled resident,4
240,own,co applicant,skilled,999
561,own,none,high qualif/self emp/mgmt,399
980,own,none,skilled,171
458,for free,none,skilled,325
789,own,none,unskilled resident,937
214,own,none,skilled,816
68,own,none,skilled,392
475,own,none,skilled,213
731,rent,none,skilled,698
276,own,none,skilled,102
724,own,none,skilled,206
501,own,none,high qualif/self emp/mgmt,303
271,own,none,unskilled resident,47
392,own,co applicant,high qualif/self emp/mgmt,502
779,own,none,skilled,378
61,own,none,skilled,312
196,rent,co applicant,skilled,812
118,own,none,skilled,657
252,own,none,unskilled resident,200
687,own,none,skilled,327
39,own,none,high qualif/self emp/mgmt,358
352,own,none,skilled,573
263,own,none,unskilled resident,563
678,rent,none,high qualif/self emp/mgmt,692
146,own,none,skilled,957
467,own,none,skilled,66
640,rent,none,unskilled resident,309
839,own,none,skilled,556
327,own,none,skilled,814
875,for free,none,skilled,831
635,own,none,skilled,497
632,for free,none,skilled,752
587,own,none,unskilled resident,940
417,for free,none,skilled,140
881,own,none,skilled,594
948,for free,none,skilled,740
851,own,co applicant,skilled,567
443,own,none,skilled,289
87,own,none,skilled,483
606,own,none,unskilled resident,410
462,own,none,skilled,919
804,own,none,unskilled resident,256
685,own,none,skilled,362
509,rent,none,skilled,575
961,own,guarantor,skilled,500
560,own,none,unemp/unskilled non res,922
291,own,none,skilled,53
677,rent,none,high qualif/self emp/mgmt,95
696,rent,none,unskilled resident,436
826,for free,none,skilled,381
987,for free,none,skilled,824
976,own,none,skilled,947
260,own,none,skilled,588
622,for free,none,skilled,881
604,own,none,skilled,490
50,rent,none,skilled,792
900,own,none,skilled,524
832,own,none,unskilled resident,996
874,own,none,high qualif/self emp/mgmt,673
609,for free,none,skilled,609
641,own,none,high qualif/self emp/mgmt,628
114,own,none,unskilled resident,65
219,own,none,high qualif/self emp/mgmt,688
49,own,none,skilled,896
856,own,none,skilled,517
676,for free,none,high qualif/self emp/mgmt,68
12,own,none,skilled,105
326,own,none,skilled,687
372,own,none,high qualif/self emp/mgmt,38
388,rent,none,skilled,876
207,own,none,unskilled resident,191
744,own,none,unskilled resident,396
919,rent,none,skilled,192
838,own,none,unskilled resident,310
94,own,none,unskilled resident,675
195,rent,none,skilled,980
864,rent,none,skilled,982
138,own,none,skilled,935
110,own,none,skilled,62
750,rent,none,unskilled resident,232
966,own,guarantor,unskilled resident,541
781,rent,none,skilled,815
771,own,none,skilled,50
530,own,none,unemp/unskilled non res,572
35,rent,none,high qualif/self emp/mgmt,533
998,own,none,unskilled resident,235
629,own,none,high qualif/self emp/mgmt,511
17,rent,none,unskilled resident,647
661,own,none,skilled,445
945,own,none,unskilled resident,574
514,own,none,skilled,827
257,own,none,skilled,685
480,own,none,high qualif/self emp/mgmt,422
315,own,none,unskilled resident,963
614,rent,none,skilled,122
226,own,none,unskilled resident,339
52,own,none,skilled,407
886,own,none,skilled,375
612,own,none,skilled,212
712,own,none,unskilled resident,998
884,rent,none,unskilled resident,925
732,own,none,skilled,388
707,for free,none,skilled,394
379,rent,none,skilled,865
713,own,none,unemp/unskilled non res,195
451,for free,none,skilled,94
314,own,guarantor,skilled,887
135,own,none,skilled,791
729,own,none,skilled,143
202,rent,none,skilled,280
397,own,none,unskilled resident,7
674,for free,none,high qualif/self emp/mgmt,663
991,own,none,skilled,210
960,own,guarantor,unskilled resident,778
336,own,none,unskilled resident,386
817,rent,none,skilled,678
659,rent,none,skilled,936
211,own,none,unskilled resident,367
147,rent,none,skilled,641
603,own,none,high qualif/self emp/mgmt,806
112,own,none,high qualif/self emp/mgmt,861
91,own,none,skilled,615
499,for free,none,unemp/unskilled non res,704
170,rent,none,skilled,54
963,own,none,skilled,753
18,own,guarantor,skilled,909
822,own,none,high qualif/self emp/mgmt,91
969,own,none,skilled,856
73,own,guarantor,skilled,167
332,own,none,skilled,993
107,own,none,unskilled resident,627
784,own,none,unskilled resident,44
545,own,none,high qualif/self emp/mgmt,850
513,own,none,unskilled resident,28
855,own,none,skilled,803
488,own,none,skilled,829
431,for free,none,skilled,456
805,own,none,skilled,916
277,own,none,skilled,539
248,own,none,high qualif/self emp/mgmt,15
246,own,none,skilled,614
882,for free,none,skilled,985
652,rent,none,skilled,318
141,rent,none,skilled,648
630,for free,none,skilled,286
518,rent,none,unskilled resident,651
517,own,none,skilled,600
902,own,none,unemp/unskilled non res,591
46,for free,none,skilled,435
485,rent,guarantor,unskilled resident,71
893,own,none,skilled,748
599,own,none,skilled,444
286,rent,none,unemp/unskilled non res,554
105,own,none,skilled,536
13,own,none,unskilled resident,901
175,own,none,skilled,510
365,for free,none,high qualif/self emp/mgmt,837
702,rent,none,unemp/unskilled non res,762
113,own,none,skilled,669
536,own,guarantor,unskilled resident,715
203,own,none,skilled,577
200,own,none,skilled,540
80,for free,none,skilled,307
648,rent,none,skilled,538
59,own,none,skilled,946
850,rent,none,skilled,870
187,own,co applicant,high qualif/self emp/mgmt,193
273,own,none,skilled,872
829,own,none,skilled,448
81,own,none,skilled,460
555,own,none,skilled,159
577,own,none,unskilled resident,353
307,own,none,high qualif/self emp/mgmt,988
907,own,none,skilled,693
47,rent,none,skilled,964
178,own,none,skilled,305
971,for free,none,skilled,406
174,for free,none,skilled,186
27,own,none,skilled,120
322,rent,none,skilled,545
650,rent,none,skilled,561
489,own,none,skilled,566
123,own,none,unskilled resident,733
846,own,none,skilled,809
84,own,none,skilled,22
544,rent,none,unskilled resident,75
227,own,none,skilled,739
861,own,co applicant,skilled,562
809,own,none,skilled,744
658,own,none,unskilled resident,458
748,own,none,skilled,995
348,own,none,skilled,709
337,own,none,skilled,604
149,own,none,skilled,920
644,rent,none,skilled,202
937,own,none,skilled,321
205,own,none,skilled,515
899,own,none,unskilled resident,879
63,rent,guarantor,skilled,967
380,own,none,skilled,878
708,for free,none,skilled,857
259,for free,none,unskilled resident,107
406,own,none,skilled,116
125,own,none,skilled,46
705,own,none,skilled,234
756,for free,none,skilled,123
179,own,none,skilled,555
695,rent,guarantor,skilled,890
947,own,none,skilled,808
242,own,none,skilled,150
885,own,none,skilled,253
868,own,none,unskilled resident,117
410,rent,none,unskilled resident,169
279,rent,none,skilled,620
153,own,none,skilled,665
946,own,none,skilled,198
261,own,none,skilled,466
799,rent,none,skilled,645
935,own,none,skilled,271
749,own,none,skilled,652
329,own,none,skilled,646
465,own,none,skilled,834
51,own,co applicant,unskilled resident,655
965,own,none,skilled,434
292,for free,co applicant,high qualif/self emp/mgmt,951
303,own,none,skilled,26
215,for free,none,high qualif/self emp/mgmt,88
916,own,none,skilled,35
448,own,none,high qualif/self emp/mgmt,300
154,for free,none,skilled,295
926,own,none,skilled,535
737,own,none,unemp/unskilled non res,952
579,own,none,skilled,931
985,own,none,skilled,349
155,own,none,skilled,296
33,own,none,skilled,449
528,own,none,high qualif/self emp/mgmt,283
121,rent,guarantor,skilled,317
208,own,none,high qualif/self emp/mgmt,479
325,own,none,skilled,729
818,own,none,unskilled resident,721
98,own,none,skilled,523
127,own,none,skilled,653
897,own,none,high qualif/self emp/mgmt,336
131,rent,none,high qualif/self emp/mgmt,442
446,own,none,skilled,769
602,rent,none,unskilled resident,153
847,own,co applicant,skilled,440
667,rent,guarantor,skilled,661
538,own,none,skilled,9
268,for free,none,skilled,113
26,rent,none,skilled,450
600,own,none,high qualif/self emp/mgmt,464
883,rent,none,high qualif/self emp/mgmt,907
503,own,co applicant,unskilled resident,322
29,own,none,skilled,637
313,own,none,unskilled resident,452
304,own,none,unskilled resident,981
569,own,none,skilled,852
360,own,none,unskilled resident,414
197,own,none,skilled,864
836,own,none,skilled,660
531,rent,none,skilled,631
534,own,none,high qualif/self emp/mgmt,974
689,own,co applicant,skilled,592
20,own,none,high qualif/self emp/mgmt,424
673,own,none,skilled,32
929,rent,none,high qualif/self emp/mgmt,92
249,own,none,skilled,13
554,own,none,high qualif/self emp/mgmt,371
923,rent,none,skilled,518
962,rent,none,skilled,315
995,own,none,skilled,711
231,own,none,skilled,101
597,rent,none,skilled,755
978,for free,none,skilled,304
944,own,none,skilled,583
520,own,none,unskilled resident,900
594,own,co applicant,unskilled resident,129
994,own,none,skilled,886
939,own,none,skilled,971
967,own,none,skilled,904
262,own,none,skilled,638
496,own,none,high qualif/self emp/mgmt,391
4,own,none,unskilled resident,639
934,rent,none,high qualif/self emp/mgmt,39
24,for free,none,skilled,873
958,own,none,high qualif/self emp/mgmt,777
670,own,none,high qualif/self emp/mgmt,239
359,own,none,unskilled resident,918
169,own,none,skilled,707
390,own,none,unskilled resident,994
