bioresponse/table_1_2.D130,bioresponse/table_1_2.D517,bioresponse/table_1_2.D771,bioresponse/table_1_2.D244,bioresponse/table_1_2.D93,bioresponse/table_1_2.D92,bioresponse/table_1_2.D445,bioresponse/table_1_2.D233,bioresponse/table_1_2.D899,bioresponse/table_1_2.D57,bioresponse/table_1_2.Key_1_2,Key_0_0
0.166666667,0.0,0.0,0.0,0.238095238,0.210526316,0.0,0.011,0.0,0.0,267,1688
0.194444444,0.069,0.242424242,0.0,0.0952,0.210526316,0.0667,0.011,0.0,0.315772315,16,1127
0.194444444,0.172413793,0.0,0.0,0.0,0.0,0.0333,0.011,0.0,0.149105638,2670,630
0.0556,0.0,0.0,0.0,0.0,0.210526316,0.0,0.011,0.0,0.145891672,770,1875
0.0,0.0,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.0,3165,1807
0.0278,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0351,1751,1154
0.0,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0,1195,1545
0.111111111,0.0,0.0,0.0,0.0,0.0526,0.0667,0.011,0.0,0.0,13,1970
0.194444444,0.0,0.0,0.247880867,0.0,0.210526316,0.0,0.011,0.0,0.0351,3229,685
0.166666667,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0351,11,829
0.0556,0.0345,0.0,0.0,0.0,0.0,0.0667,0.011,0.0,0.149105638,2928,731
0.0833,0.0345,0.0,0.0,0.0476,0.0526,0.1,0.011,0.0,0.149105638,2895,2119
0.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0,1784,1786
0.305555556,0.310344828,0.0,0.0,0.0952,0.210526316,0.366666667,0.011,0.0,0.29821127,1113,2514
0.194444444,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0,1906,686
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0351,2763,2095
0.0278,0.0,0.0,0.0,0.142857143,0.0,0.0333,0.011,0.0,0.166666672,2205,3174
0.0833,0.0,0.0,0.0,0.333333333,0.315789474,0.0,0.011,0.0,0.0,3139,458
0.305555556,0.0,0.0,0.0,0.0,0.0,0.0,0.27739947,0.0,0.0351,12,711
0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,2601,2840
0.0,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0,724,2618
0.138888889,0.0,0.0,0.0,0.19047619,0.157894737,0.0,0.011,0.0,0.0152,1615,2092
0.416666667,0.0,0.0,0.0,0.0,0.0526,0.2,0.011,0.0,0.447316907,1129,189
0.0556,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0243,1783,306
0.0833,0.0,0.0,0.0,0.0,0.0,0.0667,0.011,0.0,0.0,3320,3196
0.111111111,0.0,0.0,0.0,0.19047619,0.0,0.0,0.011,0.0,0.0152,3199,972
0.111111111,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0176,1092,2549
0.0556,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0176,1018,233
0.0278,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0176,1285,2488
0.0,0.0,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.0486,854,809
0.194444444,0.0,0.0,0.0,0.142857143,0.157894737,0.0,0.011,0.0,0.0,2974,2291
0.138888889,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0588,0.0419,3382,1592
0.166666667,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0351,704,2132
0.0,0.0,0.0,0.0,0.142857143,0.0526,0.0,0.011,0.0,0.0351,3304,2818
0.0278,0.0,0.0,0.0,0.0,0.105263158,0.0667,0.011,0.0,0.0176,3403,578
0.0,0.0,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.0,2582,1488
0.416666667,0.0,0.0,0.0,0.0,0.0526,0.0,0.283721621,0.0,0.0527,3425,321
0.222222222,0.103448276,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.166666672,691,1435
0.166666667,0.0,0.0,0.0,0.0476,0.157894737,0.0,0.011,0.0,0.0351,2634,1331
0.194444444,0.069,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.166666672,2427,3402
0.138888889,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0176,3045,811
0.111111111,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0,889,1931
0.0,0.0,0.0,0.0,0.142857143,0.157894737,0.2,0.011,0.0,0.149105638,917,3079
0.0278,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0,2009,752
0.0833,0.0345,0.0,0.0,0.0476,0.0526,0.0667,0.011,0.0,0.149105638,1509,775
0.0556,0.0,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.0351,132,359
0.166666667,0.0,0.0,0.0,0.142857143,0.0,0.0,0.011,0.0,0.0351,2226,1483
0.138888889,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0,2049,2340
0.0833,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0351,375,2299
0.0556,0.0,0.0303,0.0,0.0476,0.0,0.0667,0.011,0.0,0.166666672,2713,3047
0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0176,2729,3141
0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,2140,1769
0.0833,0.0,0.0,0.0,0.0476,0.0,0.1,0.011,0.0,0.219349781,39,2029
0.111111111,0.0,0.0,0.0,0.19047619,0.0,0.0,0.011,0.0,0.0,2854,1356
0.166666667,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0,1624,1050
0.0833,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0838,1202,2934
0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.166666672,2045,1184
0.0556,0.0,0.0,0.209131926,0.142857143,0.157894737,0.0,0.011,0.0,0.0,1861,67
0.0833,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.149105638,14,112
0.111111111,0.0,0.0,0.0,0.19047619,0.0,0.0,0.011,0.0,0.0,511,2313
0.0278,0.0,0.0,0.0,0.0476,0.0,0.0333,0.198312236,0.0,0.0,3223,2827
0.0278,0.137931034,0.0,0.0,0.142857143,0.105263158,0.0,0.011,0.0,0.149105638,1259,2542
0.138888889,0.0,0.0,0.0,0.0,0.0,0.0333,0.011,0.0,0.0,410,2380
0.0833,0.0,0.0,0.0,0.0,0.0526,0.0667,0.011,0.0,0.166666672,3121,197
0.25,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.29821127,1463,1245
0.166666667,0.0,0.0606,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0527,796,1745
0.0,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0243,2660,1518
0.138888889,0.0,0.0,0.0,0.0,0.0526,0.1,0.249427896,0.0,0.03,3259,2643
0.0,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0702,2134,2273
0.0278,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0,1368,2524
0.111111111,0.0,0.0,0.0,0.0952,0.0,0.0,0.011,0.0,0.0128,2119,1264
0.0,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0243,2688,3341
0.111111111,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.0351,419,3011
0.111111111,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0419,1731,1054
0.111111111,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0351,2742,1624
0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0351,278,566
0.0556,0.137931034,0.0,0.0,0.0952,0.0526,0.2,0.011,0.0,0.215297228,1539,2065
0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,1533,1253
0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,1953,1954
0.0556,0.0,0.0,0.0,0.0476,0.0526,0.0667,0.011,0.0,0.0,543,1702
0.638888889,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.29821127,1060,1829
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,3243,3428
0.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,306,2970
0.111111111,0.0,0.0,0.0,0.0952,0.0,0.0,0.011,0.0,0.0,3111,2207
0.194444444,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0351,1234,2982
0.0556,0.0,0.0,0.0,0.0,0.0,0.0333,0.011,0.0,0.0,2017,639
0.333333333,0.0345,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,681,1641
0.0,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.0243,277,42
0.0556,0.172413793,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.0176,1456,1902
0.0556,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0243,2076,216
0.138888889,0.0,0.0,0.0,0.142857143,0.0526,0.0,0.011,0.0,0.0176,825,7
0.0,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0,3232,449
0.111111111,0.137931034,0.0,0.0,0.0476,0.210526316,0.0667,0.011,0.0,0.333333344,660,1188
0.0,0.0,0.0,0.0,0.0476,0.157894737,0.0,0.011,0.0,0.0,899,12
0.0278,0.069,0.0,0.0,0.142857143,0.0,0.0667,0.011,0.0,0.0,402,362
0.0556,0.137931034,0.0,0.0,0.142857143,0.105263158,0.0,0.011,0.0,0.0,19,2112
0.166666667,0.103448276,0.0,0.0,0.0476,0.105263158,0.233333333,0.011,0.0,0.0,835,1024
0.0,0.0,0.0,0.0,0.142857143,0.105263158,0.133333333,0.011,0.0,0.0,2143,3151
0.0833,0.0,0.0,0.0,0.142857143,0.105263158,0.0667,0.011,0.0,0.333333344,2793,3373
0.111111111,0.0,0.0,0.0,0.0476,0.0,0.0333,0.011,0.0,0.166666672,1618,1704
0.0,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0,471,2275
0.0833,0.0345,0.0606,0.0,0.0476,0.0526,0.233333333,0.011,0.0,0.0,1966,1790
0.0,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.0,266,117
0.0278,0.0345,0.0,0.0,0.0,0.0526,0.133333333,0.011,0.0,0.0,880,1271
0.0833,0.0,0.0,0.0,0.0,0.0526,0.0333,0.011,0.0,0.0351,2821,2892
0.138888889,0.0345,0.0,0.0,0.0476,0.0,0.0333,0.011,0.0,0.0176,1764,450
0.0833,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0,601,694
0.166666667,0.0,0.0,0.0,0.0952,0.0,0.0,0.011,0.0,0.0702,1623,2953
0.166666667,0.0,0.0,0.0,0.0,0.157894737,0.0,0.256074975,0.0,0.0351,838,2329
0.138888889,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0351,2371,206
0.0833,0.0,0.0,0.0,0.0476,0.157894737,0.0667,0.011,0.0,0.0,1396,2573
0.0833,0.0,0.0,0.0,0.0,0.105263158,0.0667,0.011,0.0,0.149105638,2535,2016
0.0556,0.0,0.0,0.0,0.0952,0.157894737,0.0,0.011,0.0,0.0,201,1375
0.111111111,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0,1589,1965
0.0833,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.161582174,2220,1761
0.138888889,0.0,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.0,1905,2842
0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0176,897,198
0.0833,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.149105638,1098,1943
0.138888889,0.0,0.0,0.0,0.0952,0.0,0.0,0.011,0.0,0.0176,2212,757
0.0556,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.149105638,2493,3109
0.25,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0,181,1228
0.0,0.0,0.0,0.0,0.0952,0.157894737,0.0,0.011,0.0,0.0,1983,82
0.0833,0.103448276,0.0,0.0,0.142857143,0.105263158,0.0667,0.011,0.0,0.333333344,2543,3207
0.0,0.0,0.0,0.0,0.0,0.210526316,0.0,0.011,0.0,0.0,3296,1275
0.0,0.0,0.0,0.0,0.142857143,0.0526,0.0,0.011,0.0,0.0243,2986,1251
0.0833,0.0,0.0,0.0,0.0476,0.0526,0.0667,0.011,0.0,0.0,379,1192
0.0833,0.0,0.0,0.0,0.0476,0.0526,0.0667,0.011,0.0,0.149105638,2386,929
0.138888889,0.0,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.0,639,2135
0.166666667,0.103448276,0.0,0.0,0.0,0.0526,0.0667,0.011,0.0,0.0152,3248,2055
0.0278,0.0,0.0,0.0,0.0,0.157894737,0.0,0.011,0.0,0.0176,3131,961
0.0556,0.0,0.0,0.0,0.142857143,0.105263158,0.0,0.011,0.0,0.0594,1922,2837
0.0833,0.0,0.0,0.0,0.0952,0.105263158,0.0,0.011,0.0,0.0,2232,6
0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0176,2127,3195
0.0,0.0,0.0,0.0,0.238095238,0.210526316,0.0,0.011,0.0,0.0,370,451
0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.333333344,1257,343
0.222222222,0.0345,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0328,2285,1424
0.0278,0.0345,0.0,0.0,0.0952,0.0,0.0333,0.011,0.0,0.0351,86,1448
0.0556,0.069,0.0,0.0,0.0,0.0,0.1,0.011,0.0,0.0594,909,2012
0.0278,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0243,427,286
0.0556,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0351,3343,1892
0.0556,0.0,0.0,0.0,0.0,0.0,0.0333,0.011,0.0,0.0351,678,1579
0.0833,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0,510,1083
0.194444444,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0351,2517,860
0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,3390,3209
0.0833,0.0,0.0,0.0,0.0952,0.210526316,0.0,0.011,0.0,0.0,1357,3033
0.111111111,0.0,0.0,0.0,0.19047619,0.0,0.0,0.011,0.0,0.0,534,419
0.0833,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0,1578,2285
0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0702,3426,733
0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,2015,2969
0.25,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0,101,139
0.222222222,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.184227707,763,553
0.0556,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0,2100,2646
0.0,0.0,0.0,0.0,0.0476,0.315789474,0.0667,0.011,0.0,0.0351,547,3332
0.0,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0,76,2497
0.166666667,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0,1229,607
0.0833,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0,1566,1150
0.416666667,0.069,0.0,0.0,0.0952,0.0,0.0667,0.011,0.0,0.0176,316,244
0.0833,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.03,1394,2589
0.138888889,0.0,0.0,0.0,0.19047619,0.105263158,0.0,0.011,0.0,0.166666672,2266,1430
0.0556,0.0,0.0,0.0,0.0476,0.157894737,0.0,0.011,0.0,0.0,1030,3393
0.0833,0.137931034,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0,1337,3198
0.0,0.137931034,0.0,0.0,0.0,0.105263158,0.1,0.011,0.0,0.0,2347,2447
0.138888889,0.0345,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0702,1603,3293
0.138888889,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.0176,630,457
0.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0,2166,2766
0.0278,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0243,1538,415
0.0,0.0,0.0,0.0,0.0952,0.157894737,0.0,0.011,0.0,0.226104019,520,2750
0.111111111,0.0,0.0,0.0,0.0476,0.0,0.0667,0.011,0.0,0.149105638,2356,2507
0.111111111,0.103448276,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0,2437,1071
0.0833,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0,2414,2010
0.0,0.344827586,0.0909,0.0,0.238095238,0.0,0.366666667,0.011,0.0,0.465716513,1242,3182
0.111111111,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0,736,1780
0.138888889,0.172413793,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.166666672,1054,1711
0.0278,0.0,0.0,0.0,0.19047619,0.157894737,0.0,0.011,0.0,0.0729,1957,1755
0.138888889,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0243,2182,1682
0.0,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0,2218,20
0.138888889,0.0,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.149105638,2476,1963
0.0833,0.0,0.0,0.0,0.0476,0.263157895,0.0,0.011,0.0,0.29821127,2806,2726
0.0833,0.137931034,0.0,0.0,0.0952,0.0526,0.2,0.011,0.0,0.0351,2959,1537
0.166666667,0.0,0.0,0.0,0.142857143,0.0,0.0,0.011,0.0,0.149105638,754,2206
0.0278,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0,2599,2104
0.388888889,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,2421,2862
0.0278,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0176,2933,2460
0.305555556,0.0,0.0,0.0,0.0476,0.0526,0.0333,0.298115888,0.0,0.0328,388,1816
0.0833,0.0345,0.0,0.0,0.0,0.105263158,0.0667,0.011,0.0,0.0,3397,85
0.0,0.103448276,0.0,0.0,0.0,0.0,0.133333333,0.011,0.0,0.0,1464,1497
0.0,0.0,0.0,0.0,0.0,0.210526316,0.0667,0.011,0.0,0.350894373,2074,563
0.0833,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0351,2269,492
0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0176,1619,2274
0.0556,0.0,0.0,0.0,0.142857143,0.0,0.0,0.011,0.0,0.0,2902,396
0.0278,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0,2071,2597
0.0,0.0,0.0,0.0,0.0,0.157894737,0.0,0.011,0.0,0.0,821,779
0.0833,0.0,0.0,0.0,0.0476,0.263157895,0.0,0.011,0.0,0.0486,3180,1051
0.111111111,0.0,0.0303,0.0,0.0,0.0526,0.1,0.011,0.0,0.201788736,1560,3136
0.194444444,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0351,474,1491
0.0,0.137931034,0.0,0.0,0.0476,0.105263158,0.266666667,0.011,0.0,0.0486,2536,1955
0.0556,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.0351,2825,879
0.0278,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0,1860,2417
0.194444444,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0351,2233,137
0.0833,0.0,0.0,0.0,0.0476,0.210526316,0.0667,0.011,0.0,0.0,2397,2397
0.0278,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0,1757,2229
0.0,0.0,0.0,0.0,0.0,0.157894737,0.0,0.011,0.0,0.0,523,39
0.166666667,0.0,0.0,0.0,0.0952,0.105263158,0.0,0.011,0.0,0.0176,1765,1634
0.0,0.0,0.0,0.0,0.0,0.210526316,0.0667,0.011,0.0,0.350894373,616,2435
0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,2667,1550
0.0833,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.0176,3065,1812
0.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0,2149,732
0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0176,1734,2672
0.0833,0.0,0.0,0.0,0.0476,0.210526316,0.0,0.011,0.0,0.0328,839,902
0.166666667,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.0,3108,2665
0.0,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0,3187,1885
0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0351,654,2675
0.166666667,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0351,346,1068
0.222222222,0.0345,0.0,0.0,0.0,0.105263158,0.0667,0.011,0.0,0.0,972,990
0.111111111,0.103448276,0.0,0.0,0.0476,0.0526,0.0667,0.011,0.0,0.0,2743,1752
0.111111111,0.0,0.0,0.0,0.0952,0.0,0.0,0.011,0.0,0.166666672,2417,1519
0.0556,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0176,3328,2177
0.111111111,0.0,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.0,91,849
0.138888889,0.0,0.0,0.0,0.142857143,0.105263158,0.0,0.011,0.0,0.0351,1302,1179
0.0278,0.0,0.0,0.0,0.0952,0.157894737,0.0,0.011,0.0,0.0,2444,1862
0.166666667,0.0,0.0,0.0,0.19047619,0.105263158,0.0,0.011,0.0,0.0351,3317,855
0.111111111,0.0,0.0,0.0,0.0,0.0,0.0333,0.011,0.0,0.0,1432,3143
0.0278,0.0,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.0,3141,2251
0.111111111,0.0,0.0,0.0,0.142857143,0.105263158,0.0,0.239805415,0.0,0.0,2088,1301
0.111111111,0.069,0.151515152,0.0,0.0952,0.0526,0.3,0.011,0.0,0.145891672,1694,1038
