V23,V24,V25
1.1461,2.0792,0.8833
1.5051,2.3096,0.8431
1.3424,1.9823,0.7708
1.3617,1.8062,0.6406
1.5315,1.8751,0.5467
2.0212,2.4829,0.6546
1.3617,1.9445,0.7386
1.301,1.7076,0.6078
1.5682,2.5922,0.9054
1.3979,1.9445,0.7159
1.5051,1.9685,0.6559
1.301,1.7559,0.6491
1.5911,2.1239,0.7068
1.4624,2.0934,0.7661
1.4914,1.6128,0.2439
1.301,1.9294,0.7647
1.6628,2.2718,0.754
1.415,1.6628,0.4348
1.1139,1.8389,0.8116
1.5185,1.7076,0.3529
1.0,1.0792,0.1667
1.3979,1.9868,0.7423
1.2305,1.5441,0.5143
1.2305,1.1461,-0.1765
1.1139,1.3424,0.4091
0.8451,1.301,0.65
1.8692,2.3463,0.6667
1.2787,1.1761,-0.2105
1.2553,1.4472,0.3571
1.0,1.1461,0.2857
1.1139,0.8451,-0.4615
1.0,1.0,0.0
1.3979,1.2787,-0.24
1.1139,0.8451,-0.4615
0.9031,1.4624,0.7241
0.7782,1.1461,0.5714
0.8451,1.1461,0.5
1.3617,1.8261,0.6567
1.3802,1.5315,0.2941
0.9542,1.0414,0.1818
1.1461,1.2787,0.2632
1.2041,1.1139,-0.1875
0.7782,1.2041,0.625
1.1461,1.4472,0.5
1.2041,0.9031,-0.5
1.5315,1.3979,-0.2647
1.1761,1.5563,0.5833
1.0414,1.0414,0.0
1.0414,1.1461,0.2143
1.0414,1.0,-0.0909
1.0414,1.1461,0.2143
1.3424,1.8692,0.7027
1.4624,1.2553,-0.3793
1.0792,1.0414,-0.0833
1.1139,1.3424,0.4091
1.2305,1.3222,0.1905
1.0414,1.4472,0.6071
1.0,1.4314,0.6296
1.2305,1.959,0.8132
1.301,1.3222,0.0476
1.5798,1.8692,0.4865
1.1461,1.0792,-0.1429
1.301,1.2787,-0.05
1.3222,1.3222,0.0
1.2787,1.7076,0.6274
1.1761,1.4314,0.4444
1.1461,1.0792,-0.1429
0.9542,1.2041,0.4375
1.8573,1.6532,-0.375
1.0,1.0792,0.1667
1.1139,1.0,-0.2308
1.415,1.0414,-0.5769
1.5441,1.5441,0.0
1.1461,1.0414,-0.2143
1.4472,1.1461,-0.5
1.5051,1.4624,-0.0938
1.1139,1.301,0.35
1.3424,0.7782,-0.7273
1.0,1.1139,0.2308
1.1761,1.0414,-0.2667
1.0,0.9542,-0.1
1.0,1.2305,0.4118
1.0,1.0,0.0
1.3222,0.699,-0.7619
1.0,1.0414,0.0909
1.2787,1.1139,-0.3158
1.1761,1.0792,-0.2
1.2041,1.6335,0.6279
1.2787,1.4771,0.3667
1.2305,1.3222,0.1905
1.0414,1.0,-0.0909
1.0792,1.2553,0.3333
0.9542,1.0414,0.1818
1.2041,1.3617,0.3043
1.2305,1.0,-0.4118
1.1461,1.4314,0.4815
0.9031,1.1461,0.4286
1.0792,1.4314,0.5556
0.9542,1.0414,0.1818
0.9542,1.1139,0.3077
1.3979,1.0,-0.6
1.1139,1.1139,0.0
1.0792,1.2041,0.25
1.2305,1.0792,-0.2941
1.3222,1.9494,0.764
1.0,1.301,0.5
1.2787,2.1553,0.8671
0.9031,1.1761,0.4667
1.3222,1.7853,0.6557
1.1139,1.2305,0.2353
0.9542,1.3802,0.625
1.1461,1.301,0.3
0.9542,1.0,0.1
1.1461,1.3424,0.3636
1.2041,0.9542,-0.4375
1.4472,1.6812,0.4167
1.0,0.9542,-0.1
1.1139,1.3222,0.381
1.2041,1.0,-0.375
1.2305,1.0792,-0.2941
1.1761,1.6128,0.6342
1.2041,1.0792,-0.25
1.4472,2.1072,0.7813
0.9542,1.5563,0.75
1.0,1.0792,0.1667
1.1461,1.3617,0.3913
0.8451,1.1139,0.4615
0.7782,1.2305,0.6471
0.8451,1.0792,0.4167
1.3979,1.3222,-0.16
1.301,1.1761,-0.25
1.7243,1.3222,-0.6038
1.2787,1.0792,-0.3684
1.716,1.4914,-0.4038
1.3222,1.2041,-0.2381
1.4771,1.0792,-0.6
1.6902,1.415,-0.4694
1.0414,1.415,0.5769
0.9031,1.4771,0.7333
1.2553,2.4683,0.9388
0.8451,1.5798,0.8158
1.301,2.3181,0.9039
1.0,1.301,0.5
1.1139,1.2787,0.3158
0.9542,1.3979,0.64
1.4624,2.4487,0.8968
1.0414,1.7482,0.8036
1.0,1.0414,0.0909
0.9031,1.0414,0.2727
0.9542,1.0792,0.25
0.9031,1.0414,0.2727
1.2041,1.7708,0.7288
1.0,0.9542,-0.1
1.1139,1.1761,0.1333
1.2787,2.0086,0.8137
1.1761,0.9542,-0.4
1.2553,1.0414,-0.3889
1.1139,1.1139,0.0
0.9031,1.0792,0.3333
0.9031,1.0,0.2
0.9031,1.0414,0.2727
0.8451,1.1461,0.5
0.8451,1.0414,0.3636
0.9031,0.9542,0.1111
1.3802,1.4314,0.1111
1.0792,1.1761,0.2
1.0414,1.1139,0.1539
0.9542,1.1139,0.3077
1.0,1.0,0.0
1.0414,1.0,-0.0909
0.9031,0.9542,0.1111
0.9542,1.0414,0.1818
1.0414,1.0,-0.0909
0.9542,1.0792,0.25
0.8451,1.0,0.3
0.7782,1.0414,0.4545
0.9031,0.9542,0.1111
0.9542,1.0414,0.1818
1.0,1.0414,0.0909
1.0414,1.0792,0.0833
0.9031,0.9031,0.0
1.7853,1.8389,0.1159
1.8633,1.6128,-0.4384
1.1461,1.2553,0.2222
1.2305,1.2305,0.0
1.1761,1.2305,0.1177
1.1761,1.3222,0.2857
1.1139,1.2787,0.3158
1.2787,1.6812,0.6042
1.3802,1.5315,0.2941
2.1761,4.2587,0.9917
2.3617,2.3201,-0.0913
2.3424,2.3075,-0.0773
2.3522,2.3201,-0.0711
2.6395,2.3692,-0.4633
2.3503,2.2967,-0.1161
2.918,2.3075,-0.7548
2.3444,2.3463,0.0045
2.3483,2.3139,-0.0762
2.5843,2.3404,-0.4297
2.248,2.2648,0.038
2.2577,2.29,0.0718
2.8414,2.2553,-0.7406
2.2577,2.3117,0.1171
2.3503,2.3541,0.0088
2.2529,2.3304,0.1636
2.6181,2.2833,-0.5373
2.842,2.3032,-0.7108
2.2672,2.3222,0.1191
2.2718,2.2878,0.0361
2.243,2.3075,0.1379
2.2718,2.2553,-0.0374
2.281,2.2765,-0.0105
2.2624,2.301,0.085
2.238,2.3385,0.2064
2.2718,2.2967,0.0556
2.248,2.1553,-0.1921
2.9385,2.2529,-0.7938
2.2695,2.29,0.0461
1.2787,1.0414,-0.4211
1.3979,1.4624,0.1379
2.2529,2.1703,-0.1732
2.2529,2.1732,-0.1676
2.2577,2.238,-0.0442
1.2305,1.1461,-0.1765
2.2577,2.233,-0.0553
2.243,2.233,-0.0229
2.2455,2.2529,0.0168
2.243,2.2041,-0.0857
2.2406,2.2175,-0.0517
2.2406,2.2765,0.0794
2.233,2.238,0.0116
2.243,2.2672,0.054
2.238,2.1761,-0.1329
2.248,2.3054,0.1238
1.5441,1.7076,0.3137
2.2504,2.2304,-0.0449
2.2553,2.1399,-0.2333
2.243,2.2718,0.0642
2.2355,2.233,-0.0058
2.6031,2.2148,-0.591
2.243,2.2122,-0.0686
2.2577,2.2553,-0.0055
2.2355,2.233,-0.0058
2.238,2.2355,-0.0058
2.233,2.2148,-0.0409
2.2695,2.2175,-0.1129
1.4624,1.5051,0.0938
1.5185,1.5441,0.0571
2.2504,2.1461,-0.2135
2.2624,2.2148,-0.1038
1.4314,1.7243,0.4906
2.2355,2.2041,-0.0698
2.2279,2.1367,-0.1893
2.2095,2.2253,0.0357
2.1818,2.2227,0.0898
2.179,2.2095,0.0679
2.1847,2.2355,0.1105
2.1703,2.1818,0.0263
2.1903,2.2601,0.1484
2.1931,2.2787,0.1789
2.1818,2.2672,0.1784
2.1761,2.2041,0.0625
2.1847,2.2068,0.0497
2.1818,2.1703,-0.0263
2.2068,2.143,-0.1366
2.1847,2.1732,-0.0261
2.1732,2.2253,0.1131
2.1761,2.1703,-0.0133
2.1761,2.1987,0.0506
2.1818,2.1987,0.038
2.179,2.2227,0.0958
2.1818,2.2253,0.0952
2.179,2.1644,-0.0331
2.179,2.2279,0.1065
2.1644,2.2014,0.0818
2.1847,2.1584,-0.0588
2.2175,2.2553,0.0833
2.179,2.2553,0.1611
2.1732,2.2095,0.0803
2.1931,2.2253,0.0714
2.1903,2.2355,0.0988
2.1847,2.1959,0.0255
2.1847,2.2014,0.0377
2.1703,2.2304,0.1294
2.1931,2.2833,0.1875
2.1959,2.2553,0.1278
2.1732,2.2014,0.0629
2.1875,2.1703,-0.039
2.1987,2.1703,-0.0633
2.5465,2.2878,-0.4489
2.1584,2.179,0.0464
2.1818,2.1553,-0.0592
2.1931,2.2227,0.0659
2.1818,2.2355,0.1163
2.1987,2.2175,0.0424
2.1644,2.2175,0.1151
2.2148,2.2355,0.0465
2.1673,2.2175,0.1091
2.1903,1.8751,-0.5161
2.1703,1.699,-0.6622
2.1673,2.1903,0.0516
2.1931,2.2201,0.0602
2.1732,1.7482,-0.6242
2.1903,1.7482,-0.6387
2.1903,2.2175,0.0606
2.1818,1.8808,-0.5
2.1673,1.8513,-0.517
2.1703,2.1959,0.0573
2.1847,2.2304,0.1
2.1931,2.1732,-0.0449
2.1761,2.233,0.1228
2.1818,2.1931,0.0256
1.8921,1.8451,-0.1026
2.1987,1.7559,-0.6392
2.1931,2.2201,0.0602
2.1644,1.8633,-0.5
2.1584,1.7243,-0.6319
2.1461,1.699,-0.6429
2.1492,2.1523,0.007
2.1523,1.7559,-0.5986
2.1461,1.9085,-0.4214
1.7924,1.8451,0.1143
1.8976,2.0043,0.2178
2.1335,1.9445,-0.3529
2.1271,2.1703,0.0946
2.143,2.2095,0.142
2.1399,1.8325,-0.5073
2.1703,1.9294,-0.4257
2.1847,1.716,-0.6601
2.1761,1.8865,-0.4867
2.1553,1.7924,-0.5664
1.5911,1.2787,-0.5128
1.4472,1.2787,-0.3214
2.1206,1.6902,-0.6288
2.1492,1.6721,-0.6667
2.1523,1.6902,-0.6549
2.1553,1.716,-0.6364
1.7634,2.0414,0.4727
2.1173,1.7708,-0.5496
1.3424,0.9031,-0.6364
2.1206,1.7324,-0.5909
2.1523,1.699,-0.6479
2.1584,1.6812,-0.6667
2.0828,1.6721,-0.6116
2.0934,1.6902,-0.6048
2.1004,1.6721,-0.627
2.1303,1.7076,-0.6222
2.0864,1.6721,-0.6148
2.1553,1.6721,-0.6713
2.0682,1.6721,-0.5983
2.0828,1.6721,-0.6116
2.0756,1.6721,-0.605
2.1239,1.6721,-0.6466
2.1173,1.6628,-0.6489
2.1553,1.6902,-0.6573
2.1239,1.7076,-0.6165
2.1106,1.6812,-0.6279
2.1399,1.6628,-0.6667
2.1492,1.716,-0.6312
2.1335,1.6812,-0.6471
2.1644,1.7243,-0.637
2.1959,1.8129,-0.586
2.1959,1.8129,-0.586
2.1847,1.8692,-0.5163
2.1732,1.8865,-0.4832
1.5798,1.2041,-0.5789
2.1903,1.7924,-0.6
2.1732,1.7708,-0.604
2.1875,1.7559,-0.6299
1.5911,1.1139,-0.6667
1.5682,1.1461,-0.6216
2.1931,1.7781,-0.6154
2.1903,1.7924,-0.6
2.1959,1.7993,-0.5987
2.1931,1.7924,-0.6026
2.179,1.7781,-0.6026
2.1959,1.8129,-0.586
2.1959,1.7708,-0.6242
2.1903,1.8325,-0.5613
2.1903,1.7708,-0.6194
2.1959,1.8062,-0.5924
2.1875,1.8261,-0.5649
2.2068,1.7993,-0.6087
1.8808,1.9191,0.0843
2.1847,1.8195,-0.5686
1.8325,1.8865,0.1169
2.179,1.7781,-0.6026
1.8261,1.8808,0.1184
1.8751,1.8865,0.026
2.2068,1.7924,-0.6149
2.1959,1.7853,-0.6115
1.8976,1.9243,0.0595
2.238,1.8195,-0.6185
2.238,1.8325,-0.6069
2.2304,1.8325,-0.6
2.2279,1.7993,-0.6272
2.233,1.8389,-0.5965
2.248,1.8261,-0.6215
2.2304,1.8062,-0.6235
2.2529,1.8389,-0.6145
2.233,1.8261,-0.6082
2.2553,1.8751,-0.5833
2.243,1.8195,-0.6229
1.9031,1.8921,-0.025
2.243,1.8261,-0.6171
2.2455,1.8195,-0.625
2.238,1.8129,-0.6243
2.233,1.8261,-0.6082
2.2455,1.8325,-0.6136
2.243,1.8451,-0.6
2.2304,1.7853,-0.6412
2.2355,1.8062,-0.6279
2.243,1.7924,-0.6457
2.2529,1.9191,-0.5363
2.243,1.8325,-0.6114
2.2529,1.8513,-0.6033
2.248,1.8261,-0.6215
2.2504,1.8325,-0.618
2.238,1.8325,-0.6069
0.301,0.0,-0.5
2.238,1.8261,-0.6127
2.2529,1.8261,-0.6257
2.243,1.8325,-0.6114
2.238,1.8513,-0.5896
2.2253,1.8261,-0.6012
2.2504,1.9395,-0.5112
2.238,1.8195,-0.6185
2.2553,1.8325,-0.6222
2.2577,1.8195,-0.6354
2.2253,1.8451,-0.5833
1.8573,1.7324,-0.25
2.233,1.8451,-0.5906
2.2553,1.7993,-0.65
2.248,1.8325,-0.6158
2.243,1.8325,-0.6114
2.233,1.7993,-0.6316
2.248,1.8195,-0.6271
2.2455,1.8325,-0.6136
2.233,1.8261,-0.6082
2.243,1.8751,-0.5714
2.243,1.8751,-0.5714
2.248,1.8062,-0.6384
1.9731,1.9243,-0.1064
2.243,1.8195,-0.6229
2.2304,1.8261,-0.6059
2.2304,1.8573,-0.5765
2.238,1.8451,-0.5954
2.243,1.8129,-0.6286
2.248,1.8451,-0.6045
2.2455,1.7993,-0.6421
2.2355,1.7708,-0.657
2.248,1.8261,-0.6215
0.301,0.0,-0.5
2.248,1.8325,-0.6158
2.248,1.7708,-0.6667
2.2355,1.8325,-0.6047
2.243,1.8195,-0.6229
2.238,1.8325,-0.6069
2.238,1.8633,-0.578
2.238,1.8129,-0.6243
2.2504,1.8129,-0.6348
2.2504,1.8513,-0.6011
2.2355,1.8195,-0.6163
2.2253,1.8261,-0.6012
1.7853,1.9345,0.2907
2.2201,1.8389,-0.5843
2.243,1.8389,-0.6057
2.2355,1.7993,-0.6337
2.248,1.7993,-0.6441
2.233,1.8062,-0.6257
2.233,1.7781,-0.6491
2.2279,1.8129,-0.6154
2.238,1.7924,-0.6416
2.2253,1.7853,-0.6369
1.7634,1.7924,0.0645
2.248,1.8261,-0.6215
2.248,1.8573,-0.5932
2.248,1.7924,-0.6497
2.243,1.7853,-0.6514
2.238,1.8261,-0.6127
2.2355,1.9031,-0.5349
2.243,1.8261,-0.6171
1.5185,1.2041,-0.5152
2.238,1.8195,-0.6185
2.238,1.8325,-0.6069
2.248,1.7781,-0.661
1.5315,1.1461,-0.5882
2.243,1.8389,-0.6057
2.248,1.8261,-0.6215
2.248,1.8633,-0.5876
2.2406,1.8633,-0.5805
2.243,1.8129,-0.6286
2.238,1.8062,-0.6301
2.243,1.8261,-0.6171
2.243,1.8451,-0.6
1.3979,1.1139,-0.48
2.243,1.8389,-0.6057
2.2455,1.8325,-0.6136
2.2355,1.8513,-0.5872
2.2553,1.8325,-0.6222
2.2304,1.8195,-0.6118
2.2279,1.7559,-0.6627
2.2253,1.7634,-0.6548
2.233,1.7708,-0.655
2.2279,1.7924,-0.6331
2.2253,1.8129,-0.6131
2.2175,1.7924,-0.6242
2.2304,1.8129,-0.6176
2.1139,1.716,-0.6
2.0934,1.7324,-0.5645
2.2253,1.7404,-0.6726
2.1399,1.7243,-0.6159
2.1139,1.7324,-0.5846
2.1106,1.7076,-0.6047
2.1072,1.6902,-0.6172
2.0756,1.6902,-0.5882
2.1399,1.7243,-0.6159
2.143,1.7634,-0.5827
2.1818,1.6812,-0.6842
2.0934,1.716,-0.5806
2.1461,1.7076,-0.6357
2.8882,2.0899,-0.8409
2.3503,2.1303,-0.3973
2.3503,2.0969,-0.442
2.3962,2.0899,-0.506
2.9335,2.1903,-0.8194
2.143,1.699,-0.6403
2.0645,1.699,-0.569
2.0492,1.6812,-0.5714
2.0969,1.6812,-0.616
2.0086,2.0414,0.0727
2.0828,1.6902,-0.595
2.0899,2.0531,-0.0813
2.1038,2.1492,0.0993
2.0756,2.143,0.1439
1.6233,2.356,0.815
1.3802,1.2041,-0.3333
1.3979,0.8451,-0.72
0.8451,0.6021,-0.4286
0.9542,1.1139,0.3077
1.0792,0.7782,-0.5
0.699,0.6021,-0.2
0.9031,0.6021,-0.5
0.6021,0.6021,0.0
0.6021,0.7782,0.3333
0.6021,0.6021,0.0
0.699,0.699,0.0
0.699,0.6021,-0.2
0.9542,0.4771,-0.6667
0.7782,0.4771,-0.5
0.8451,0.4771,-0.5714
0.7782,0.4771,-0.5
1.0,1.0,0.0
0.9031,0.6021,-0.5
0.699,0.6021,-0.2
0.699,0.4771,-0.4
0.699,0.699,0.0
0.7782,0.6021,-0.3333
0.6021,0.6021,0.0
0.699,0.4771,-0.4
0.4771,0.6021,0.25
0.6021,0.4771,-0.25
0.6021,0.4771,-0.25
0.4771,0.4771,0.0
0.7782,0.301,-0.6667
0.6021,0.6021,0.0
0.9031,0.6021,-0.5
0.8451,0.6021,-0.4286
1.0414,0.7782,-0.4545
0.8451,0.6021,-0.4286
1.301,1.0792,-0.4
0.7782,0.6021,-0.3333
0.8451,0.6021,-0.4286
0.9031,0.699,-0.375
1.0,0.699,-0.5
0.8451,0.6021,-0.4286
0.7782,0.699,-0.1667
0.699,0.6021,-0.2
0.699,0.6021,-0.2
0.7782,0.7782,0.0
0.699,0.6021,-0.2
0.7782,0.7782,0.0
0.7782,0.699,-0.1667
0.7782,0.6021,-0.3333
0.7782,0.7782,0.0
0.8451,0.699,-0.2857
0.699,0.7782,0.1667
1.1461,0.7782,-0.5714
0.699,0.6021,-0.2
0.7782,0.699,-0.1667
0.7782,0.699,-0.1667
0.9031,0.6021,-0.5
0.7782,0.699,-0.1667
1.0,0.6021,-0.6
1.0792,0.9031,-0.3333
0.8451,0.6021,-0.4286
0.8451,0.7782,-0.1429
0.9031,0.699,-0.375
0.8451,0.6021,-0.4286
0.699,0.6021,-0.2
0.7782,0.6021,-0.3333
0.7782,0.699,-0.1667
1.0,0.7782,-0.4
0.9031,0.9031,0.0
0.9031,0.8451,-0.125
1.0,0.6021,-0.6
0.8451,0.699,-0.2857
0.699,0.6021,-0.2
0.7782,0.699,-0.1667
1.1461,1.4914,0.5484
1.1761,1.7559,0.7368
1.0,1.7853,0.8361
0.9542,1.5911,0.7692
1.0414,1.9085,0.8642
1.3222,1.8692,0.7162
0.9031,2.1038,0.937
0.7782,1.5563,0.8333
0.8451,1.3979,0.72
0.8451,1.5441,0.8
0.8451,1.5798,0.8158
0.699,1.6628,0.8913
0.6021,1.4771,0.8667
0.699,1.4472,0.8214
0.699,1.2553,0.7222
0.7782,1.2553,0.6667
0.7782,1.4624,0.7931
0.7782,1.301,0.7
0.7782,1.2553,0.6667
1.5563,0.9031,-0.7778
1.2041,0.8451,-0.5625
1.4472,0.9031,-0.7143
1.4314,0.6021,-0.8518
1.301,0.6021,-0.8
1.3424,0.699,-0.7727
1.1139,0.9542,-0.3077
1.3617,2.1818,0.8487
0.9542,1.2305,0.4706
0.7782,1.4914,0.8065
1.0,1.9445,0.8864
1.0414,2.0128,0.8932
1.0,1.9777,0.8947
1.0414,2.1761,0.9267
1.2041,2.1271,0.8806
1.0414,2.0294,0.8972
1.2305,2.0607,0.8522
0.9542,1.699,0.82
1.0414,2.017,0.8942
1.0414,1.9494,0.8764
0.9542,1.9085,0.8889
1.0792,2.2122,0.9264
1.0414,2.0492,0.9018
1.0792,2.143,0.9137
1.0414,1.9685,0.8817
1.0414,2.1614,0.9241
1.0414,2.0414,0.9
0.7782,1.415,0.7692
0.8451,1.3424,0.6818
0.7782,1.3222,0.7143
0.8451,1.1761,0.5333
0.9031,1.3802,0.6667
0.9031,1.4472,0.7143
0.9031,1.1461,0.4286
0.7782,1.301,0.7
1.0,1.1761,0.3333
1.0414,1.0792,0.0833
1.9823,1.8808,-0.2083
0.8451,1.0414,0.3636
1.2305,1.7076,0.6667
1.0414,1.0792,0.0833
1.415,1.699,0.48
1.1139,1.1461,0.0714
1.0792,1.4624,0.5862
0.9542,1.301,0.55
1.0414,1.6628,0.7609
0.9542,1.4624,0.6897
1.3424,0.9542,-0.5909
0.8451,1.5682,0.8108
1.0414,1.2041,0.3125
1.0792,1.2041,0.25
1.1761,1.3424,0.3182
1.0792,1.1461,0.1429
1.6128,0.9031,-0.8049
1.1139,1.2787,0.3158
1.5563,1.4472,-0.2222
1.4314,1.0,-0.6296
1.1139,1.301,0.35
1.2041,1.3979,0.36
1.2041,1.1461,-0.125
1.1139,1.1761,0.1333
0.9031,1.0,0.2
0.8451,1.2787,0.6316
0.9031,0.7782,-0.25
0.9031,0.8451,-0.125
0.9031,0.9542,0.1111
0.8451,0.9031,0.125
1.0792,0.9542,-0.25
0.8451,0.8451,0.0
0.9542,0.9031,-0.1111
0.8451,0.9031,0.125
1.0,0.9542,-0.1
1.0,1.0,0.0
1.1461,1.1461,0.0
1.1761,1.1139,-0.1333
0.9542,1.0414,0.1818
0.9542,1.1461,0.3571
1.4771,1.5315,0.1177
1.1139,1.0414,-0.1539
1.0,1.0,0.0
0.9542,1.0,0.1
0.9542,1.4771,0.7
1.0,1.0,0.0
1.0,1.0414,0.0909
1.1139,1.0,-0.2308
0.9542,0.9031,-0.1111
1.1461,1.301,0.3
1.0792,1.3424,0.4545
0.9542,1.2553,0.5
1.1139,1.3424,0.4091
1.0792,1.0792,0.0
1.3617,1.3424,-0.0435
0.7782,1.0792,0.5
1.0792,1.1761,0.2
1.0,1.0792,0.1667
1.0,1.0414,0.0909
0.8451,1.0792,0.4167
1.4472,1.5185,0.1515
1.0414,1.0,-0.0909
1.2041,1.2553,0.1111
1.5563,1.4624,-0.1944
1.1761,1.3222,0.2857
0.9031,1.0414,0.2727
1.1139,1.0792,-0.0769
1.1761,0.9031,-0.4667
1.0,1.3222,0.5238
0.9031,1.1761,0.4667
