steel/table10.V17,steel/table10.V25,steel/table10.V26
0.6923,-0.3077,0.0075
0.4355,-0.5645,-0.159
0.5263,-0.4737,-0.065
0.8,-0.2,-0.0098
0.1539,-0.8461,-0.0931
0.25,0.75,-0.1093
0.3,0.7,-0.1828
0.4286,0.5714,-0.087
0.5882,0.4118,-0.5185
0.9091,-0.0909,-0.2112
1.0,0.0,-0.1461
0.3988,-0.6012,-0.1956
0.6333,0.3667,-0.2904
0.875,-0.125,0.031
0.2903,0.7097,-0.2475
0.9,0.1,-0.0891
0.2188,0.7813,-0.188
0.6364,-0.3636,-0.1053
0.8333,-0.1667,-0.0161
0.875,0.125,-0.2446
0.2857,-0.7143,0.0076
0.8333,-0.1667,0.0137
0.063,0.937,-0.177
0.3829,-0.6171,-0.179
0.7561,0.2439,-0.0785
0.5714,0.4286,-0.161
0.7368,-0.2632,0.0072
0.9091,0.0909,-0.1445
0.35,-0.65,-0.1939
0.9398,0.0602,-0.1057
0.0842,-0.9158,-0.1064
0.3728,-0.6272,-0.1854
0.3188,0.6812,-0.2601
0.24,0.76,-0.205
0.8846,-0.1154,-0.2415
0.9639,0.0361,-0.066
0.3077,0.6923,-0.1097
0.7059,0.2941,-0.1582
0.3704,-0.6296,-0.1212
0.4091,0.5909,0.0
0.9538,0.0461,-0.0812
0.5714,0.4286,-0.2738
0.9412,-0.0588,-0.1063
0.9474,0.0526,-0.0302
0.3943,-0.6057,-0.1871
0.6,0.4,-0.1301
0.4444,0.5556,-0.0978
0.5454,0.4545,0.0376
0.8871,-0.1129,-0.1052
0.9231,0.0769,-0.0652
0.6,-0.4,-0.0683
0.7059,0.2941,-0.4119
0.414,-0.586,-0.189
0.9,-0.1,-0.2069
0.5185,-0.4815,0.0343
0.7368,0.2632,-0.321
0.75,0.25,-0.25
0.7273,-0.2727,-0.248
0.2,0.8,-0.0759
0.9231,-0.0769,-0.2019
0.9565,-0.0435,-0.2112
0.8571,0.1429,-0.1681
0.3837,-0.6163,-0.1823
0.3548,0.6452,-0.2043
0.9688,0.0313,-0.3087
0.1053,-0.8947,-0.1014
0.8621,0.1379,-0.0184
0.3886,-0.6114,-0.1919
0.1177,-0.8824,-0.1078
0.625,-0.375,-0.0369
0.2115,0.7885,-0.12
0.4637,-0.5363,-0.1933
0.6956,0.3043,-0.2317
0.5454,0.4545,0.0087
0.4667,-0.5333,-0.0339
0.25,0.75,0.1076
0.3056,0.6944,-0.1313
0.3333,0.6667,-0.2701
0.9632,0.0368,-0.0902
0.0714,-0.9286,-0.0359
0.2023,0.7977,-0.2261
0.5714,0.4286,-0.2244
0.5833,0.4167,-0.0989
0.6364,-0.3636,-0.0764
0.4375,-0.5625,-0.3158
0.3333,0.6667,-0.0548
0.6667,0.3333,-0.1223
0.1243,0.8757,-0.2431
0.6027,-0.3973,-0.224
0.8095,0.1905,-0.218
0.7692,-0.2308,-0.0294
0.4754,0.5246,-0.2095
0.625,-0.375,0.3643
1.0,0.0,-0.214
0.8333,-0.1667,0.0418
0.1936,0.8065,-0.1451
0.9091,0.0909,0.4208
0.8,0.2,-0.467
0.3333,-0.6667,-0.0448
0.3256,-0.6744,-0.0521
0.7778,0.2222,0.3954
0.7273,0.2727,-0.225
0.8461,0.1539,0.0322
0.4138,0.5862,-0.2233
0.6364,-0.3636,-0.2463
0.8895,0.1105,-0.084
0.7,0.3,0.3307
0.6316,-0.3684,-0.0258
0.7059,0.2941,-0.1162
0.227,0.773,-0.0184
0.4,-0.6,0.2394
0.2838,0.7162,-0.0822
0.9091,-0.0909,-0.1326
0.6842,0.3158,-0.1279
0.6,0.4,-0.2513
0.75,0.25,-0.1063
1.0,0.0,-0.1835
0.9167,-0.0833,-0.1652
0.3529,0.6471,-0.1903
0.3333,0.6667,-0.1184
0.6191,0.381,-0.1388
0.6316,-0.3684,-0.1851
0.32,0.68,-0.1349
0.3659,0.6342,-0.0979
0.2364,0.7636,-0.1797
0.2222,0.7778,0.0086
0.0882,-0.9118,0.0002
0.2857,0.7143,-0.4515
0.3714,-0.6286,-0.1808
0.9524,0.0476,-0.1325
0.8667,0.1333,-0.1832
0.9091,-0.0909,-0.2744
0.9,-0.1,-0.141
0.3509,-0.6491,-0.1694
0.3704,0.6296,-0.1594
0.1194,0.8806,-0.0247
0.7917,-0.2083,-0.1549
0.1429,0.8571,-0.4218
0.4783,0.5217,-0.1704
0.75,-0.25,-0.1836
0.3934,0.6066,-0.0488
0.3853,-0.6148,-0.1893
0.7,-0.3,0.093
0.4545,0.5454,0.0289
0.9444,0.0556,-0.2432
0.5172,0.4828,-0.0916
0.3721,-0.6279,-0.1903
0.3,0.7,-0.0666
0.2218,0.7782,-0.3257
0.5133,-0.4867,-0.1848
0.8235,-0.1765,-0.0209
0.1591,-0.8409,-0.2148
1.0,0.0,0.0101
0.7382,0.2618,-0.2248
0.5714,0.4286,-0.2601
0.8809,0.1191,-0.0525
0.8333,0.1667,-0.5227
0.2581,0.7419,-0.1231
0.8182,0.1818,-0.2014
0.4444,0.5556,-0.2489
0.4706,0.5294,-0.0263
0.3913,0.6087,-0.2395
0.8889,-0.1111,-0.2435
0.4154,-0.5846,-0.1558
0.9167,-0.0833,-0.1562
0.5417,0.4583,-0.0809
0.9942,-0.0058,-0.0886
0.3846,-0.6154,-0.19
0.9398,0.0602,-0.0944
0.975,-0.025,-0.0292
0.6,0.4,-0.2159
1.0,0.0,-0.1248
0.5238,0.4762,-0.1722
0.1478,0.8522,-0.0101
0.1556,0.8444,-0.1568
0.5454,-0.4545,-0.0012
0.1079,0.8921,-0.0974
0.9739,-0.0261,-0.1035
0.3659,0.6342,-0.2402
0.1264,0.8736,-0.2267
0.2577,0.7423,-0.2654
0.8571,-0.1429,-0.0195
0.373,-0.627,-0.1879
0.7895,-0.2105,-0.1737
0.5217,0.4783,-0.184
0.4091,-0.5909,-0.1819
0.8125,-0.1875,-0.2127
1.0,0.0,-0.1102
0.3611,0.6389,-0.1769
0.2778,0.7222,-0.1015
0.2727,0.7273,-0.5076
0.2299,0.7701,-0.3131
0.425,0.575,0.0066
0.2381,0.7619,-0.0236
0.3333,0.6667,-0.074
0.9942,-0.0058,-0.0951
0.1053,0.8947,-0.1147
0.8461,0.1539,-0.071
0.4706,-0.5294,-0.1634
0.8182,-0.1818,-0.1433
0.9412,-0.0588,0.0096
0.3807,-0.6194,-0.1911
0.2778,-0.7222,-0.0137
0.7059,-0.2941,0.0305
0.3757,-0.6243,-0.1911
0.6863,0.3137,-0.0197
0.9091,-0.0909,-0.305
0.5454,0.4545,0.3223
1.0,0.0,-0.2397
0.9565,0.0435,-0.2816
0.8478,0.1522,-0.2066
0.6364,0.3636,-0.2278
0.7273,-0.2727,-0.0296
0.9314,-0.0686,-0.0962
0.197,-0.803,0.0353
0.625,-0.375,-0.0777
0.9,-0.1,-0.1688
0.4124,-0.5876,-0.1895
0.5333,0.4667,-0.1747
0.9394,-0.0606,-0.0171
0.9558,-0.0442,-0.092
0.395,-0.605,-0.1948
0.3815,-0.6185,-0.1902
0.7727,-0.2273,-0.0087
0.6923,0.3077,0.1693
0.5454,0.4545,-0.2787
0.4286,0.5714,-0.1962
0.3873,-0.6127,-0.2
0.5714,0.4286,-0.2199
0.56,0.44,-0.0903
0.8889,0.1111,-0.117
0.3333,0.6667,-0.0538
0.4624,0.5376,-0.153
0.5333,0.4667,-0.056
0.3478,0.6522,-0.0587
0.4286,0.5714,-0.0971
0.4,0.6,-0.2098
0.9227,-0.0773,-0.0545
0.3758,-0.6242,-0.1902
0.2727,0.7273,0.063
0.3441,0.6559,-0.113
0.3954,0.6047,-0.2022
0.7143,0.2857,-0.1175
0.3333,-0.6667,-0.1857
0.4516,0.5484,-0.2476
0.7,0.3,-0.1563
0.75,0.25,-0.0791
0.5625,0.4375,-0.0972
0.6364,0.3636,0.3654
0.4231,-0.5769,-0.1645
0.2581,0.7419,-0.3109
0.75,0.25,-0.1403
0.5385,0.4615,-0.144
0.8235,-0.1765,-0.2576
0.9,-0.1,-0.2536
0.5385,0.4615,-0.0221
0.8182,-0.1818,-0.2858
0.5,0.5,0.4569
0.4333,-0.5667,-0.0336
0.4615,-0.5385,0.0043
0.6,0.4,-0.1958
0.5333,-0.4667,-0.1015
0.2813,0.7188,-0.2268
0.3333,0.6667,-0.0085
1.0,0.0,-0.0881
0.3988,-0.6012,-0.1926
0.8889,0.1111,0.2561
0.3913,0.6087,-0.0658
0.3333,0.6667,-0.1776
0.0862,-0.9138,-0.0473
0.6471,-0.3529,-0.169
0.5952,-0.4048,-0.0371
0.3333,0.6667,-0.1667
0.3729,-0.6271,-0.1837
1.0,0.0,-0.0576
0.3841,-0.6159,-0.1563
0.3886,-0.6114,-0.1925
0.5,0.5,0.1841
0.8333,-0.1667,-0.0049
0.9091,-0.0909,-0.1229
0.4,-0.6,0.0082
0.3529,0.6471,-0.1745
1.0,0.0,-0.099
0.1066,0.8934,-0.112
0.7273,0.2727,0.5237
0.3433,0.6567,-0.154
0.2932,0.7068,-0.1407
0.4762,-0.5238,-0.2079
0.4,0.6,-0.1187
0.5,-0.5,-0.0205
0.9167,0.0833,-0.1127
0.3617,0.6383,-0.0924
0.8857,0.1143,0.0029
1.0,0.0,-0.0791
0.8936,-0.1064,-0.024
0.9615,0.0385,-0.2575
0.4872,-0.5128,-0.034
0.9412,0.0588,-0.154
0.4167,-0.5833,-0.1827
1.0,0.0,-0.1733
0.9048,0.0952,-0.4119
0.7,0.3,-0.2572
0.6061,-0.3939,-0.1004
0.194,0.806,-0.2199
0.7093,0.2907,-0.0259
0.7333,-0.2667,0.0073
0.8571,0.1429,-0.1809
0.6667,0.3333,0.3751
0.56,0.44,-0.112
0.7172,0.2828,-0.175
0.18,0.82,-0.105
0.2857,0.7143,-0.0836
0.3438,0.6563,-0.1557
0.4615,0.5385,-0.2252
0.1739,0.8261,-0.2034
0.3594,0.6406,-0.5274
0.3333,0.6667,-0.2987
0.3884,-0.6116,-0.1938
0.5714,0.4286,-0.3512
0.9167,-0.0833,-0.2826
0.2807,0.7193,-0.1339
0.2529,0.7471,-0.1535
0.3462,0.6539,-0.1702
0.8889,-0.1111,-0.1151
0.6667,-0.3333,-0.0341
0.2407,0.7593,-0.2722
0.1566,0.8434,-0.2246
0.1936,0.8065,-0.2663
0.3636,-0.6364,-0.0307
0.5,0.5,-0.0085
0.9167,0.0833,-0.078
0.2808,0.7192,-0.1426
1.0,0.0,-0.1923
0.9591,-0.0409,-0.1008
0.5357,-0.4643,0.0016
0.3182,0.6818,-0.1001
1.0,0.0,-0.1724
0.1628,0.8372,-0.1253
0.5294,-0.4706,0.0023
0.185,0.815,-0.0786
0.4359,-0.5641,-0.0643
0.5,0.5,-0.279
0.867,-0.1329,-0.0977
0.6667,0.3333,-0.403
0.7333,0.2667,-0.366
0.9167,-0.0833,-0.2359
0.5,0.5,-0.2189
0.28,0.72,-0.0674
0.8571,0.1429,-0.0629
0.125,0.875,-0.2988
0.75,0.25,-0.0645
0.6429,0.3571,-0.1054
0.6842,0.3158,-0.1685
0.2759,0.7241,-0.0298
0.6,0.4,-0.1857
0.8571,-0.1429,-0.0486
0.6304,0.3696,-0.157
0.2667,0.7333,-0.223
0.8,0.2,-0.1172
0.3846,-0.6154,-0.1865
0.7857,0.2143,-0.2241
0.95,-0.05,-0.1846
0.5714,-0.4286,0.0062
0.7778,-0.2222,-0.2414
0.3571,0.6429,-0.2785
0.5769,0.4231,-0.1906
1.0,0.0,-0.2251
0.9063,0.0938,-0.0083
0.3828,-0.6172,-0.1497
0.8095,-0.1905,-0.2387
0.625,0.375,-0.0926
0.1818,0.8182,-0.2913
0.5263,0.4737,-0.0842
0.7,0.3,-0.2125
0.5833,0.4167,-0.038
0.875,-0.125,-0.216
0.3684,0.6316,-0.1197
0.9355,0.0645,-0.0332
0.8,-0.2,-0.1094
1.0,0.0,-0.1711
0.5454,-0.4545,-0.0022
0.8571,0.1429,-0.2471
0.7353,0.2647,-0.125
0.4167,0.5833,-0.0746
0.8571,0.1429,-0.2824
0.8829,0.1171,-0.058
0.7606,-0.2394,-0.8603
1.0,0.0,-0.3205
0.8235,0.1765,-0.0139
0.2281,0.7719,-0.3686
0.4118,-0.5882,-0.0481
0.8,0.2,-0.3339
0.3333,0.6667,-0.0862
0.8182,0.1818,-0.1712
0.0982,0.9018,-0.13
0.7273,0.2727,-0.2007
0.4857,0.5143,-0.213
0.0448,0.9552,-0.1436
0.2791,0.7209,0.0192
0.9091,-0.0909,0.2907
0.0486,-0.9514,-0.1454
0.697,-0.303,-0.0774
0.9032,-0.0968,0.0035
0.8182,-0.1818,-0.0704
0.0909,0.9091,-0.0504
0.72,-0.28,-0.0978
0.0976,0.9024,-0.0651
0.9429,0.0571,-0.0028
0.3758,-0.6242,-0.17
0.5909,0.4091,-0.2076
0.8571,0.1429,-0.1625
0.3958,0.6042,-0.3117
0.8461,-0.1539,-0.2135
0.8333,0.1667,-0.2774
1.0,0.0,-0.0402
0.3333,-0.6667,0.0362
0.8516,0.1484,-0.0899
0.8333,-0.1667,-0.2067
0.8,0.2,-0.1822
0.8889,-0.1111,-0.1279
0.3378,-0.6622,-0.1781
0.28,-0.72,-0.0576
0.2692,0.7308,0.1774
0.6364,0.3636,-0.1362
0.384,-0.616,-0.3703
0.5273,0.4727,-0.0092
0.52,-0.48,-0.0481
0.0522,-0.9478,-0.3442
0.95,-0.05,-0.1132
0.85,0.15,-0.343
0.6364,0.3636,-0.1033
0.8182,0.1818,0.3118
0.4157,-0.5843,-0.197
0.2708,0.7292,-0.2511
0.6111,-0.3889,0.5613
0.6111,0.3889,-0.1115
1.0,0.0,0.0347
0.9007,0.0993,-0.162
0.25,-0.75,-0.3013
0.8889,0.1111,-0.1262
0.4787,0.5213,-0.2629
0.9231,0.0769,-0.1588
0.4737,-0.5263,-0.2053
0.9167,0.0833,-0.2611
0.5,0.5,-0.0582
0.4444,-0.5556,-0.2606
0.7778,-0.2222,-0.0524
0.0904,0.9096,-0.166
0.8461,-0.1539,-0.1555
0.2308,0.7692,-0.1941
0.8235,0.1765,-0.1236
0.3743,-0.6257,-0.1827
0.4386,0.5614,-0.2329
0.4,0.6,-0.2106
0.4688,0.5313,-0.1805
0.8824,0.1177,-0.2418
0.9231,-0.0769,-0.2395
0.9091,0.0909,-0.2808
0.1333,0.8667,-0.0851
0.6667,-0.3333,-0.2348
0.3758,-0.6242,-0.1743
0.8214,0.1786,-0.1081
0.1964,0.8036,-0.1431
0.8824,0.1177,-0.2267
0.5,0.5,-0.1069
0.875,-0.125,-0.1124
0.3,0.7,-0.0052
0.7692,-0.2308,0.3283
0.8935,0.1065,-0.1271
0.8461,-0.1539,-0.2007
0.4735,-0.5265,-0.0958
0.343,-0.657,-0.1906
0.6154,0.3846,-0.2496
0.6087,-0.3913,-0.1964
0.2083,0.7917,-0.3522
0.3841,-0.6159,-0.1557
0.25,0.75,-0.1976
0.6667,-0.3333,0.0688
0.7391,-0.2609,-0.2409
0.2391,0.7609,-0.2166
0.3636,0.6364,-0.079
0.6,0.4,-0.0745
0.8293,-0.1707,-0.1405
0.4167,0.5833,-0.0099
0.4043,-0.5957,-0.0049
0.8909,0.1091,-0.1077
0.4231,0.5769,-0.2402
0.45,0.55,-0.093
0.0837,0.9163,-0.1045
0.6667,-0.3333,-0.2171
0.2381,0.7619,-0.4168
0.7941,-0.2059,-0.084
0.8333,-0.1667,-0.1113
0.3429,0.6571,-0.1268
0.2353,-0.7647,-0.0601
0.5454,-0.4545,-0.1981
0.2813,0.7188,-0.0536
1.0,0.0,-0.1191
0.5511,-0.4489,-0.1035
0.2528,0.7473,-0.2997
0.5319,0.4681,-0.1629
0.5882,0.4118,-0.0679
0.8831,0.1169,-0.0292
0.3333,-0.6667,0.0089
0.3954,-0.6047,-0.1876
0.5385,-0.4615,-0.1124
0.9273,0.0727,-0.3105
