V19,V20,V8
0.2604,0.8627,61231
0.3556,0.9394,202537
0.2985,0.9194,60005
0.1931,0.8261,316233
0.271,0.9612,198389
0.369,0.7455,83627
0.2353,0.9043,121595
0.1957,0.813,365943
0.2737,0.5974,63480
0.1884,0.9857,66181
0.55,0.9623,77691
0.6667,0.9231,8477
0.2551,0.97,126759
0.3617,0.875,26694
0.5667,0.875,17295
0.52,1.0,12602
0.3684,1.0,8027
0.1252,0.5151,917886
0.6129,1.0,19460
0.3273,0.7778,19650
0.7143,1.0,6819
0.9286,0.875,6685
0.5,0.7143,6483
0.5556,0.5429,14875
0.7222,1.0,6135
0.3636,0.9667,15896
0.3529,1.0,4499
0.5833,1.0,5695
0.217,0.8072,84461
0.4286,0.8947,59901
0.9,0.9167,6757
0.5,0.9048,14757
0.6956,0.8125,8566
0.4,1.0,3095
0.56,0.9655,25660
0.8,0.7273,8327
0.6296,0.7576,30518
0.5,1.0,38672
0.6471,0.8461,5376
0.4783,1.0,9733
0.9167,0.9091,6834
0.5789,0.875,7384
0.2895,0.9737,63525
0.5577,0.5143,22534
0.75,0.8461,7216
0.5,0.88,13185
0.4722,0.9546,24463
0.44,1.0,18774
0.4167,1.0,16678
0.2361,0.9891,71852
0.7407,0.9546,15545
0.4524,0.9024,132939
0.7,0.6316,7588
0.6452,0.8261,29896
0.6364,0.75,19591
0.2639,0.9273,46236
0.4054,0.8182,27599
0.875,0.9231,12056
0.4737,0.9412,6146
0.4138,0.45,103898
0.625,0.9231,7286
0.65,0.9091,6260
0.8387,0.6111,12834
0.4167,0.7,38597
0.8235,1.0,7309
0.56,0.5385,28728
0.4384,0.4833,49765
0.52,0.9524,16633
1.0,0.6,8246
0.5882,1.0,6861
0.8333,0.9167,10702
0.8333,0.9,6490
0.4348,1.0,4931
0.6667,1.0,5546
0.9546,0.7143,7050
0.7692,1.0,7114
0.5,0.52,16308
0.6818,0.8571,11647
0.4211,0.9773,50867
0.5278,0.9091,31789
0.5862,0.875,18517
0.8461,0.9091,5957
0.6,1.0,11516
0.9,1.0,5652
0.5714,0.92,26356
0.5862,0.5882,11843
0.3684,0.931,19139
0.6667,1.0,8106
0.4,0.931,12465
0.6923,1.0,6133
0.6,1.0,5573
0.9259,0.5882,15313
0.6842,1.0,12424
0.6316,0.9412,9214
0.7727,0.7059,11748
0.3088,1.0,96937
0.4545,1.0,11293
0.1667,0.9931,150413
0.6154,1.0,8123
0.3281,0.8714,62326
0.6842,1.0,5940
0.4737,0.9231,14997
0.5833,0.9524,26503
0.75,1.0,3673
0.6364,0.9565,17100
0.8421,0.75,6886
0.3836,0.7059,52482
0.7692,1.0,5267
0.52,1.0,16865
0.5714,0.5882,9208
0.7083,0.75,10847
0.375,0.9535,36566
0.8,0.5714,6323
0.1867,0.8477,160372
0.2571,1.0,18361
0.6667,1.0,4643
0.7,1.0,18720
0.6364,1.0,6657
0.4286,0.9444,7151
0.6364,0.9231,5907
0.3571,0.6,42620
0.5405,0.6522,19453
0.4862,0.3559,78470
0.76,0.8,17707
0.4643,0.5254,65223
0.4667,0.5333,20312
0.6122,0.7059,20131
0.6712,0.5417,40573
0.4583,0.963,17505
0.2857,0.9677,16908
0.0874,1.0,185716
0.2,0.9744,15035
0.1143,0.9858,214243
0.3846,0.9524,14323
0.5417,0.95,13662
0.4286,0.9615,15147
0.1266,0.9723,395668
0.2619,1.0,32358
0.7692,0.9167,13094
0.8889,1.0,12872
0.9,1.0,10855
1.0,1.0,14016
0.2857,0.9833,79713
1.0,1.0,15483
1.0,1.0,28697
0.322,0.9808,181730
0.9375,0.8182,15069
1.0,1.0,27180
0.8125,0.7647,21840
0.6667,1.0,13025
1.0,1.0,9968
1.0,1.0,13099
0.875,1.0,11189
0.875,1.0,12624
1.0,1.0,11255
1.0,1.0,69672
1.0,1.0,20974
1.0,1.0,17174
1.0,1.0,14369
0.9091,1.0,13311
0.9167,1.0,14041
0.8,0.8182,9848
1.0,1.0,12593
1.0,1.0,14538
0.9,0.9231,14808
0.7778,1.0,8857
0.6667,1.0,8801
0.8889,1.0,11132
1.0,1.0,10518
0.9091,1.0,16760
0.9167,1.0,14703
0.8889,1.0,9033
0.5865,0.6832,233778
0.9125,0.6721,175110
1.0,1.0,21216
1.0,1.0,21639
0.9375,1.0,19202
0.8824,1.0,23671
1.0,1.0,18625
0.6786,0.9796,49867
0.7273,0.9714,49303
0.0144,0.9994,11591414
0.2251,0.3525,3037459
0.1933,0.34,2554885
0.2268,0.3616,3061597
0.4022,0.3441,2935414
0.1916,0.2781,2529140
0.6941,0.2863,2499819
0.2212,0.3669,2712104
0.2124,0.3012,2638402
0.3783,0.3737,2519511
0.2428,0.4249,2020624
0.2274,0.3801,2144244
0.8807,0.3371,2332320
0.2539,0.4576,2156667
0.2194,0.3247,2230510
0.2266,0.397,2155523
0.4929,0.3416,2013557
0.7505,0.3401,1992604
0.2307,0.3911,2147442
0.2297,0.3633,2160349
0.2052,0.3794,2264960
0.2435,0.355,2225392
0.253,0.3803,2400588
0.2629,0.4167,2155986
0.2179,0.4404,2034432
0.2497,0.4108,2236201
0.2458,0.3049,1734628
0.9343,0.3151,1939163
0.2438,0.4276,2094532
0.6333,0.6875,12817
0.3731,0.617,44478
0.2672,0.3482,1972773
0.2403,0.3218,1847157
0.2394,0.3689,1847464
0.4474,0.5185,16028
0.2321,0.3775,1877827
0.2246,0.3654,1720418
0.203,0.3309,1751637
0.2394,0.381,1508093
0.2597,0.4135,1976551
0.2119,0.3795,1936241
0.2124,0.3439,1758655
0.2174,0.3678,1579135
0.2267,0.3529,1546189
0.2056,0.387,1868220
0.2448,0.5204,117325
0.2058,0.3288,1835252
0.3025,0.3866,1302540
0.2199,0.3912,1798470
0.2164,0.3878,1630309
0.5456,0.3952,1315891
0.2472,0.3844,1567858
0.1855,0.3232,1814409
0.2834,0.4724,1381722
0.2633,0.4444,1375431
0.2575,0.4141,1297285
0.3015,0.4435,1398637
0.3085,0.5079,68416
0.2895,0.443,86417
0.3225,0.4389,1187807
0.2414,0.3914,1327403
0.2061,0.5824,101435
0.2646,0.3612,1339579
0.2739,0.4102,1261668
0.24,0.3717,1642086
0.2409,0.4465,1431766
0.2459,0.4512,1402972
0.2598,0.4236,1635177
0.296,0.4903,1550152
0.2445,0.4505,1482862
0.1967,0.4051,1661835
0.219,0.4363,1691554
0.2273,0.4233,1424210
0.2675,0.4351,1529932
0.2459,0.3884,1507625
0.2815,0.3829,1245388
0.2652,0.4269,1320194
0.2573,0.4706,1577022
0.2679,0.4471,1442027
0.2517,0.454,1459713
0.2705,0.4377,1507763
0.2572,0.4744,1585785
0.2444,0.4492,1456542
0.2546,0.4124,1270726
0.2807,0.4856,1308444
0.237,0.4356,1508999
0.2413,0.4011,1248379
0.2615,0.4615,1383987
0.2363,0.4639,1299720
0.2113,0.3857,1311391
0.264,0.4578,1361903
0.2549,0.4587,1515722
0.2464,0.3925,1367596
0.2394,0.4108,1293558
0.228,0.4157,1245114
0.2504,0.4961,1505833
0.2243,0.3896,1439221
0.238,0.4005,1452456
0.2203,0.345,1330937
0.2772,0.4157,1487763
0.609,0.5078,1196792
0.2553,0.4402,1098162
0.2331,0.3421,1239926
0.1948,0.3857,1303229
0.2219,0.4226,1246740
0.2095,0.3634,1238454
0.2216,0.4264,1068391
0.2166,0.39,1338028
0.2352,0.3947,1133850
0.4859,0.4335,582040
0.6192,0.4545,513464
0.2244,0.4058,1083941
0.2066,0.3739,1273434
0.6422,0.4516,527906
0.7243,0.4746,601643
0.2086,0.3642,1084425
0.526,0.4578,637883
0.5485,0.4671,598575
0.2422,0.4089,1095577
0.2542,0.4789,1059263
0.2389,0.3744,1001426
0.2199,0.4033,1130960
0.239,0.4073,971036
0.3059,0.5426,259127
0.6611,0.4286,593650
0.2699,0.5155,996980
0.6213,0.5489,598862
0.7956,0.5889,764
0.6195,0.3906,491662
0.2398,0.3944,1025103
0.7474,0.5327,553974
0.4308,0.4355,618954
0.3543,0.56,245067
0.2379,0.4879,353617
0.4857,0.5301,678752
0.2401,0.4379,945879
0.2491,0.4723,889727
0.6,0.5714,588758
0.3884,0.3935,701931
0.6169,0.3399,497404
0.625,0.5662,600689
0.5766,0.5345,470165
0.5571,0.4524,47481
0.7179,0.7308,33858
0.7374,0.4537,427024
0.8198,0.5341,408392
0.7172,0.5904,439309
0.6651,0.4522,457632
0.2214,0.6548,312375
0.5796,0.5619,407966
0.7097,0.381,12531
0.6701,0.551,432500
0.6762,0.431,445047
0.6575,0.4528,470618
0.7707,0.5529,343029
0.6927,0.5104,378154
0.6848,0.5402,380538
0.6888,0.5,391378
0.6524,0.5,384266
0.7857,0.5054,407075
0.7178,0.5402,342248
0.6914,0.5281,379850
0.7301,0.5732,354240
0.7514,0.5222,426267
0.8137,0.5897,379668
0.8034,0.4537,450619
0.7472,0.5313,421512
0.7771,0.4848,413005
0.7225,0.451,417578
0.7382,0.5098,456908
0.8193,0.5454,407163
0.7449,0.5824,522331
0.785,0.5909,659058
0.7476,0.5285,649441
0.6711,0.5401,645016
0.596,0.5923,648220
0.7451,0.5161,28034
0.7346,0.5636,612067
0.6898,0.4958,591835
0.7512,0.4872,608466
0.975,0.5652,25309
0.74,0.4667,24389
0.8298,0.5085,618937
0.7416,0.4493,627913
0.7929,0.5294,637317
0.7723,0.5849,600867
0.7295,0.5128,618605
0.8177,0.5963,651641
0.785,0.5268,622760
0.7176,0.5484,647587
0.7561,0.5043,644765
0.7621,0.4961,626256
0.8461,0.5929,637707
0.7703,0.5385,638448
0.329,0.494,301138
0.7251,0.4853,588714
0.2528,0.4695,266914
0.7123,0.458,598890
0.3045,0.5352,246168
0.3304,0.554,241083
0.7523,0.4769,589956
0.6305,0.4485,610139
0.2492,0.4565,263590
0.6732,0.5116,658914
0.7489,0.544,660910
0.7083,0.5313,688430
0.645,0.4118,656298
0.7467,0.5565,659350
0.646,0.4295,723789
0.4942,0.3678,654684
0.6679,0.4894,746545
0.5429,0.4621,671353
0.6316,0.4545,732196
0.7085,0.4962,686124
0.3306,0.6094,227896
0.6863,0.536,677554
0.6007,0.4314,645839
0.6654,0.5417,657020
0.6552,0.4685,612746
0.6377,0.5354,669161
0.6272,0.4545,647595
0.6391,0.4388,590664
0.6693,0.5,641502
0.6809,0.5391,672664
0.6027,0.5461,705056
0.6295,0.4927,670952
0.5408,0.4465,674120
0.6146,0.4295,691010
0.5071,0.3931,686356
0.5475,0.4,685447
1.0,1.0,255
0.7269,0.4718,701946
0.6416,0.4187,679238
0.6757,0.5113,700391
0.6337,0.5379,687345
0.6316,0.5114,685894
0.5345,0.537,699635
0.6223,0.4925,674367
0.5806,0.4503,684731
0.7182,0.5841,689961
0.7534,0.5983,666047
0.4211,0.6353,230162
0.6196,0.5224,666662
0.6383,0.45,669614
0.7166,0.5313,709363
0.7172,0.5191,684236
0.5836,0.4667,676077
0.6756,0.4962,735371
0.7012,0.5529,725465
0.631,0.4855,688556
0.7479,0.6302,750685
0.625,0.5245,724819
0.6914,0.5664,723643
0.3013,0.4912,349157
0.6604,0.528,687299
0.6464,0.4891,676562
0.5743,0.4615,675748
0.6028,0.5303,666455
0.7883,0.625,683149
0.6996,0.5185,722716
0.6354,0.4172,706929
0.6078,0.4014,624180
0.6189,0.4558,647965
1.0,1.0,250
0.6887,0.5529,626586
0.5673,0.3533,614522
0.654,0.4963,649801
0.6604,0.5,654358
0.5965,0.4503,658162
0.6268,0.5177,711671
0.5635,0.4643,639433
0.5687,0.4114,640970
0.5742,0.4897,675659
0.5911,0.4125,602131
0.549,0.4497,648910
0.2355,0.5772,269308
0.5993,0.4259,588321
0.7202,0.5349,673434
0.587,0.4437,674326
0.673,0.4667,648169
0.5797,0.4025,579951
0.6264,0.4545,618320
0.7717,0.52,649139
0.7149,0.4733,633606
0.6693,0.488,626007
0.3204,0.6139,208514
0.658,0.4786,660758
0.5396,0.4186,690169
0.6436,0.4189,660291
0.6364,0.4552,654634
0.5786,0.4497,635284
0.4832,0.4301,685717
0.5401,0.3641,654471
0.8049,0.64,30451
0.6578,0.4615,648030
0.5767,0.4416,622528
0.548,0.4027,608295
0.7907,0.6667,26683
0.6364,0.5149,668126
0.6704,0.4963,677593
0.6413,0.5105,669129
0.5273,0.4171,659881
0.5932,0.471,635475
0.6314,0.4604,682403
0.6387,0.5114,723207
0.5795,0.4516,693100
0.8929,0.9286,20714
0.6944,0.5,734568
0.6423,0.4823,685255
0.6056,0.4897,649137
0.6228,0.425,661448
0.5944,0.4151,667465
0.5671,0.413,581466
0.5833,0.3742,584291
0.6429,0.4097,652005
0.5578,0.4026,598976
0.5676,0.3846,618846
0.6298,0.4525,617639
0.5882,0.4114,614756
0.6915,0.5714,435821
0.8267,0.7105,456305
0.6537,0.4044,516343
0.7841,0.5955,477354
0.7345,0.5454,439881
0.7914,0.573,473046
0.7314,0.4949,431127
0.758,0.5698,373412
0.771,0.53,474761
0.7513,0.537,479531
0.9682,0.5053,417036
0.6108,0.5778,425840
0.7568,0.5,419968
0.9083,0.2901,1445817
0.2783,0.3375,1594353
0.3027,0.3511,1328712
0.2641,0.2282,1732196
0.9965,0.3094,1741571
0.8035,0.5747,246531
0.6073,0.4386,260660
0.6627,0.5161,265172
0.7225,0.48,292575
0.2519,0.5093,499944
0.7289,0.5506,260241
0.3844,0.5736,633741
0.2749,0.5423,819375
0.2419,0.4744,773694
0.1414,0.8798,635678
0.8276,0.9412,30104
0.8065,0.7778,7479
1.0,1.0,2871
0.5294,1.0,9819
0.8571,0.8571,5558
0.8333,1.0,2246
0.8889,0.8,2274
1.0,1.0,1537
0.8,1.0,1563
1.0,1.0,1543
1.0,1.0,1528
1.0,1.0,1504
0.9,0.75,1808
1.0,1.0,1541
1.0,1.0,1923
1.0,1.0,1539
0.8333,1.0,7104
0.8889,1.0,1509
0.8333,1.0,1585
1.0,1.0,1398
0.8333,1.0,2181
1.0,1.0,1522
0.6667,1.0,1335
1.0,0.75,1063
1.0,1.0,958
1.0,1.0,950
1.0,0.75,1059
1.0,1.0,718
1.0,1.0,775
1.0,0.8,1233
1.0,1.0,2121
1.0,1.0,2183
1.0,0.8571,3576
1.0,1.0,2042
0.8696,0.9231,7595
1.0,1.0,2034
1.0,1.0,2319
0.6667,1.0,2193
0.7692,0.7143,3330
1.0,0.8,2318
0.8571,0.8333,2267
0.8333,1.0,2020
0.7143,1.0,2214
0.6667,0.75,2069
0.8333,1.0,2157
0.75,1.0,2384
1.0,1.0,2280
1.0,1.0,2370
0.6667,0.8571,2198
0.7778,1.0,1967
1.0,1.0,1990
0.875,0.75,4131
1.0,1.0,2025
0.8571,1.0,2001
1.0,1.0,2015
1.0,0.8,2633
0.75,1.0,2127
1.0,1.0,2926
0.6316,0.6667,6058
1.0,1.0,1961
1.0,0.8571,2310
0.8889,0.625,2219
0.875,1.0,2062
1.0,1.0,2046
1.0,1.0,2167
0.8571,0.8333,2420
0.6667,0.8571,2683
0.8889,1.0,3341
0.6154,1.0,3431
1.0,0.5714,2351
0.7778,0.8333,2240
1.0,1.0,2028
0.6667,0.8333,2076
0.4828,1.0,25809
0.3125,0.9194,39293
0.2083,1.0,33449
0.36,1.0,21354
0.2,1.0,61608
0.2877,0.8222,67901
0.1026,1.0,83011
0.2609,1.0,16920
0.3684,1.0,11608
0.2593,1.0,16441
0.2333,1.0,21073
0.25,0.9787,17271
0.2667,1.0,8549
0.3125,1.0,10584
0.3333,1.0,8542
0.4286,0.9474,7486
0.3333,1.0,14260
0.4,1.0,7385
0.375,0.9474,7112
0.766,0.6154,17217
0.8,0.875,6616
0.9655,0.6154,15711
0.9643,0.4444,10329
0.7692,0.6667,7143
0.9167,0.5556,8685
0.6842,0.8182,10188
0.1783,0.9682,188767
0.6,1.0,11382
0.3158,1.0,13897
0.1754,1.0,60109
0.1487,1.0,80541
0.1471,1.0,64701
0.1078,1.0,118721
0.1616,1.0,125338
0.1341,1.0,53536
0.1717,0.9829,88065
0.2903,1.0,36546
0.1209,0.9905,65860
0.1642,0.9889,56735
0.1525,0.9759,55666
0.0968,1.0,103558
0.1467,1.0,81625
0.1121,0.9858,121633
0.1964,1.0,77840
0.0974,0.9931,98616
0.1222,1.0,71112
0.24,1.0,11941
0.4375,0.9565,12094
0.4286,1.0,9584
0.5385,1.0,6560
0.381,1.0,12919
0.4444,1.0,18877
0.6154,1.0,7990
0.4,1.0,10196
0.6667,1.0,10024
1.0,1.0,12652
0.8067,0.563,196003
0.875,1.0,4533
0.9444,1.0,62182
1.0,1.0,12792
0.5652,0.9615,71337
1.0,1.0,16093
0.8571,1.0,26419
0.75,0.9524,13096
0.8461,0.9787,37703
0.6,1.0,21408
0.6875,0.45,14760
0.7,1.0,22581
0.9167,1.0,13996
0.8,1.0,14742
0.7895,1.0,24230
0.8,1.0,12221
0.9318,0.5333,18466
0.6191,1.0,19565
0.8571,0.9655,62225
1.0,0.8333,16873
0.8125,1.0,19537
0.7619,1.0,30271
0.64,0.875,12782
0.6842,1.0,13938
0.8,1.0,5345
0.5,1.0,9432
0.8,1.0,3553
1.0,0.875,5226
0.6667,0.9,4409
0.7778,0.8889,4108
0.8571,1.0,6760
0.7778,1.0,4442
0.8182,1.0,4304
0.7778,1.0,3094
0.8333,0.9,7367
0.9091,1.0,7736
0.7368,1.0,10923
0.75,1.0,13696
0.75,1.0,6235
0.75,1.0,11300
0.566,0.7907,65563
0.9286,1.0,9363
1.0,1.0,6567
0.6923,1.0,6947
0.3913,0.9677,18674
0.7692,1.0,8457
0.7143,1.0,9124
0.8667,1.0,8996
0.8182,1.0,6241
0.6087,0.9524,17619
0.48,0.9565,16061
0.6,1.0,12598
0.6191,0.9565,17124
0.8,1.0,11247
0.8846,0.9565,33217
0.5454,1.0,5249
0.7059,0.9375,15501
0.6667,1.0,8047
0.625,1.0,9527
0.7,1.0,6459
0.56,0.9706,61890
0.7857,1.0,7537
0.8,1.0,19728
0.6546,0.8788,61753
0.6522,1.0,20124
0.8889,1.0,7964
0.8667,1.0,10416
0.8824,1.0,9571
0.4545,1.0,13355
0.6667,1.0,10036
0.75,1.0,15517
0.6154,0.9333,6652
0.6923,1.0,8943
0.7222,1.0,18196
0.8333,0.7647,22388
0.8,1.0,7387
0.9091,1.0,6294
0.8,1.0,11881
0.8571,1.0,7394
0.8182,1.0,6412
0.8182,1.0,7579
0.4318,0.6667,70737
0.9,1.0,3507
0.7143,1.0,4717
0.8182,1.0,3944
0.2353,0.9208,99671
0.2771,0.9891,100842
0.5625,1.0,6385
0.75,1.0,7774
0.6,1.0,23784
0.8461,1.0,8757
0.9,1.0,6028
0.9091,1.0,8375
0.8,1.0,25833
0.8,1.0,5716
1.0,1.0,8851
0.8,1.0,6860
0.7692,1.0,12127
0.6875,1.0,34485
0.8182,1.0,7550
0.7333,1.0,14330
0.3846,1.0,9498
0.7615,0.3934,103662
0.8889,1.0,5816
0.2857,1.0,13196
0.6364,1.0,7052
0.6429,1.0,9767
0.4545,1.0,6074
0.5714,1.0,7747
0.5833,1.0,9381
0.375,1.0,14032
0.6923,1.0,8107
0.6429,1.0,5857
0.6667,1.0,11431
0.75,1.0,7881
0.6667,1.0,8558
0.7857,1.0,10504
0.5,1.0,6999
0.5946,0.85,13505
0.8333,1.0,7555
0.4,1.0,18218
0.625,1.0,21349
0.5625,1.0,9848
0.4,1.0,12413
0.625,1.0,9137
0.9444,0.9,12530
0.5294,0.6875,14087
0.5938,0.6429,11922
0.9286,0.6364,6525
0.9583,0.7143,10286
0.8,1.0,5779
0.75,1.0,28061
0.5,0.9333,13464
0.2619,0.6389,118187
0.9,1.0,4695
0.7857,0.9091,26213
0.9,0.8889,5966
0.7895,0.8182,7390
0.3913,1.0,24834
0.5625,0.9286,20916
0.4348,1.0,17836
0.4865,1.0,41476
0.7647,1.0,12847
0.75,1.0,37025
0.8571,1.0,11868
0.4286,0.9444,11447
0.8571,1.0,14163
0.75,1.0,6884
0.7273,1.0,6811
0.875,1.0,16601
0.75,1.0,23122
0.7692,1.0,9120
1.0,1.0,11973
0.6842,1.0,17564
0.381,1.0,7182
0.7,1.0,14689
0.75,1.0,8091
0.5833,1.0,7202
0.7333,1.0,8532
0.75,1.0,8132
0.7143,1.0,7519
0.8387,0.84,37664
0.9091,1.0,9693
0.9375,0.8889,9431
0.6364,1.0,6887
0.5882,1.0,12886
0.9,1.0,6684
0.75,1.0,2588
0.96,0.5454,4561
0.6111,1.0,11801
0.5882,1.0,10188
0.8333,0.9167,13680
0.8889,1.0,3963
0.6667,1.0,3772
1.0,1.0,2918
0.9,1.0,4664
0.4516,1.0,25800
0.75,1.0,6582
0.8461,1.0,9522
0.8125,1.0,14536
0.6191,0.9474,15761
0.8889,1.0,5483
0.7857,1.0,7634
0.8333,1.0,6342
0.9286,1.0,10683
0.8,1.0,5795
0.9167,1.0,7890
0.7692,1.0,7502
0.6875,1.0,12367
0.7222,1.0,15073
0.7857,1.0,6913
0.9167,1.0,6528
0.8125,0.9286,12284
1.0,1.0,6651
0.7143,1.0,55228
0.8,1.0,7467
1.0,1.0,6543
0.8571,1.0,10797
0.8182,1.0,10694
0.9444,1.0,10680
0.625,0.9167,9037
0.9,1.0,5328
1.0,1.0,8949
0.7143,1.0,12773
0.8182,1.0,6682
0.8,1.0,8166
0.6429,1.0,7551
0.8182,1.0,6005
0.7692,1.0,9643
0.9333,1.0,12374
0.6471,1.0,14809
0.7778,1.0,9968
1.0,1.0,3355
1.0,1.0,6884
0.3226,1.0,29865
0.4627,0.9,117153
0.4479,0.979,260185
0.7222,1.0,19435
0.7,1.0,6588
0.8421,1.0,27851
0.8182,1.0,7391
0.3077,1.0,44484
0.75,1.0,6661
0.75,1.0,9136
0.8,1.0,11861
0.7857,1.0,10137
0.8,1.0,19901
0.5833,1.0,19549
0.5,1.0,68349
0.5306,0.9661,105560
0.4386,0.94,60112
0.8686,0.105,991612
0.3692,0.6154,18480
0.6154,1.0,5577
0.7,1.0,5141
0.6471,1.0,9216
0.3158,0.9375,23916
0.2667,0.7436,26032
0.4706,1.0,10095
0.4,0.9767,27364
0.8667,0.9091,7330
0.7778,1.0,7758
0.3571,1.0,25269
0.6168,0.3333,46379
0.6364,0.5625,14403
0.6154,0.7,22467
0.4828,0.5172,19616
0.5116,0.9231,17898
0.6604,0.4667,21548
0.6719,0.4545,28906
0.8125,0.6316,14912
0.7222,0.9167,11469
0.6471,1.0,15848
0.32,0.7037,17433
0.3636,1.0,36933
0.44,1.0,22017
0.6111,1.0,16916
0.8571,0.9444,19457
0.4048,0.8182,22708
0.6667,0.9643,34001
0.6364,0.9474,16020
0.9048,1.0,29349
0.7778,1.0,29526
0.5909,1.0,11601
0.6471,1.0,15785
0.8421,1.0,12174
0.6389,1.0,58906
