steel/table7.V19,steel/table7.V20,steel/table7.V8
0.4231,1.0,22508
0.7046,0.8889,56456
0.9828,0.6,22315
0.3731,0.617,44478
0.7172,0.5191,684236
0.8644,0.2308,61209
0.8889,0.625,2219
0.2683,0.9811,39648
0.6027,0.5461,705056
0.5714,0.92,26356
0.48,0.8461,13299
0.75,0.5833,6554
0.5,0.9231,20557
0.44,1.0,32134
0.4,1.0,30269
0.5982,0.6602,230693
1.0,0.375,7281
0.36,1.0,76380
0.6154,0.9333,6652
0.7,1.0,6459
0.5156,0.5676,34165
0.8421,0.5833,6481
0.4483,1.0,37264
0.7143,1.0,12808
0.1469,0.9826,154035
0.2783,0.3375,1594353
0.5862,0.875,18517
0.8667,0.9091,7330
0.2358,0.7012,71130
0.9412,1.0,17813
1.0,1.0,11369
0.8571,0.8333,2267
0.3158,1.0,13897
0.7692,0.9167,13094
0.5714,1.0,2388
0.975,0.5652,25309
0.5811,0.3043,32153
0.875,1.0,6430
0.8,1.0,21031
0.7857,1.0,11759
0.5454,1.0,26745
0.5323,0.6176,27785
0.2598,0.4236,1635177
0.7778,1.0,8857
0.76,0.8,17707
0.8571,0.9444,19457
0.1144,0.6852,414252
0.7576,0.3125,18402
0.2877,0.8222,67901
1.0,1.0,6884
0.7222,1.0,18196
0.75,0.9375,6996
0.9231,1.0,15672
0.7692,1.0,7943
0.8,1.0,11861
0.4286,0.9444,7151
0.4,1.0,12413
0.52,1.0,16865
0.6552,0.75,13352
0.6667,1.0,14838
0.3488,0.9111,27135
0.2407,0.9322,41476
0.8,1.0,61966
1.0,0.4286,11010
0.3429,1.0,20642
0.7883,0.625,683149
0.7407,0.9546,15545
0.8125,1.0,13800
0.7333,1.0,7987
0.8333,0.9,7367
0.6264,0.4545,618320
0.4167,1.0,16678
0.1616,1.0,125338
0.8067,0.563,196003
0.3088,0.9074,144252
0.6111,1.0,18052
0.8,1.0,3553
0.192,0.7349,75121
0.6524,0.5,384266
0.8333,1.0,7555
0.4167,0.9565,12775
0.7391,1.0,18986
0.4688,0.9063,25231
0.7771,0.4848,413005
0.4286,1.0,9917
0.3182,1.0,262543
0.625,0.5662,600689
0.5667,0.875,17295
0.9083,0.2901,1445817
0.6667,0.8571,2198
0.2586,0.5437,1966409
0.8,1.0,7387
0.2307,0.3911,2147442
0.6667,1.0,4643
0.3636,1.0,21326
0.6923,1.0,6133
0.3636,0.8182,29612
0.4706,1.0,10095
1.0,1.0,16645
0.8182,1.0,5035
0.7345,0.5454,439881
0.8,1.0,11881
0.4643,0.96,20000
0.2164,0.3878,1630309
0.8298,0.5085,618937
0.2066,0.3739,1273434
0.3306,0.6094,227896
0.6429,1.0,11442
0.9048,1.0,29349
0.8461,0.913,14835
0.1717,0.9829,88065
0.5385,1.0,18996
0.5116,0.9231,17898
0.1299,0.9789,342202
0.2652,0.4269,1320194
0.375,0.9535,36566
0.55,1.0,62357
0.2551,0.97,126759
0.6364,0.7826,22591
0.6848,0.5402,380538
0.6129,1.0,19460
0.5454,1.0,20993
0.6701,0.551,432500
0.6956,0.8125,8566
0.7778,1.0,4442
0.3823,0.9474,28445
0.3333,1.0,8051
0.3913,1.0,10526
0.2532,0.9667,83708
0.3696,0.6557,31824
0.3846,1.0,9498
0.375,0.9474,7112
0.2633,0.4444,1375431
0.1471,1.0,64701
0.6875,1.0,12367
0.8095,1.0,6318
0.8461,0.9,7457
0.5965,0.7442,43551
0.7561,0.5043,644765
0.9,0.5556,20199
0.7391,0.6667,7914
0.5635,0.4643,639433
0.2448,0.5204,117325
0.7857,1.0,6049
0.6667,1.0,8801
0.9444,1.0,20438
0.6875,1.0,34485
0.5652,0.7188,124716
0.6364,0.9565,17100
0.7333,0.6154,6335
0.2472,0.3844,1567858
0.6168,0.3333,46379
0.5714,0.5882,9208
0.8333,0.9,6490
0.6413,0.5105,669129
0.5714,1.0,6761
0.3402,0.6596,52715
0.2394,0.3689,1847464
0.7301,0.5732,354240
0.6732,0.5116,658914
0.5238,0.7727,12942
1.0,1.0,14369
0.5714,0.9167,16987
0.5,1.0,31689
0.7269,0.4718,701946
0.8649,0.8235,146487
0.56,0.8621,18514
0.8,1.0,6216
0.1252,0.5151,917886
0.4479,0.979,260185
0.5,1.0,9062
0.5,1.0,13374
0.4,1.0,7859
0.6154,1.0,11126
0.1933,0.34,2554885
0.785,0.5268,622760
0.5294,0.9429,27349
0.3556,0.9394,202537
0.3469,0.9773,46972
0.7143,1.0,11748
0.8198,0.5341,408392
0.4828,1.0,25809
0.7,1.0,6588
0.6667,1.0,3772
0.6429,0.9412,13173
0.7778,0.9167,5942
0.8387,0.6111,12834
0.2353,0.9208,99671
0.8,1.0,15515
0.6364,1.0,7451
0.8947,1.0,14729
0.9091,1.0,5637
0.3333,0.7647,24783
0.8461,1.0,6216
0.875,1.0,11189
0.7813,0.5603,239860
0.8125,0.6316,14912
0.75,1.0,8132
0.9375,0.8889,9431
0.375,1.0,19002
0.2414,0.8235,35410
1.0,1.0,2918
0.549,0.4497,648910
1.0,1.0,11255
0.45,1.0,18654
0.6667,1.0,8948
1.0,0.3846,14877
0.4857,0.5301,678752
0.4615,0.431,47204
0.45,1.0,15572
0.6756,0.4962,735371
0.6842,1.0,12424
0.771,0.53,474761
0.6757,0.5113,700391
0.9091,1.0,20007
0.8571,0.8333,2420
0.7857,1.0,7634
0.6122,0.7059,20131
0.5454,1.0,7502
0.875,1.0,3806
0.1438,1.0,283038
0.8889,1.0,12872
0.217,0.8072,84461
0.1931,0.8261,316233
0.6,0.4545,10747
0.3158,0.9375,23916
1.0,0.8,2633
0.9167,1.0,11471
0.2615,0.8868,47513
0.3543,0.56,245067
0.5,0.7143,6483
0.3013,0.4912,349157
0.7576,0.963,42862
0.5571,0.4524,47481
0.9412,1.0,21009
0.6316,0.4545,732196
0.8571,1.0,12063
0.7037,0.913,21603
0.7,1.0,5039
0.7174,0.6897,31551
0.2955,1.0,67597
0.2355,0.5772,269308
0.8333,0.9167,10702
1.0,1.0,3355
0.6667,1.0,13025
0.5833,1.0,19549
0.3413,0.5,336567
0.2903,1.0,36546
0.3158,1.0,30966
0.4583,1.0,22478
0.6,1.0,23207
0.2143,0.9857,37930
0.3771,0.9552,31515
0.45,1.0,16337
0.7707,0.5529,343029
0.5333,1.0,5232
0.8,1.0,9367
0.2963,0.9828,60860
0.234,0.9255,85268
0.5,1.0,19118
0.8182,1.0,4304
0.6316,0.6667,6058
0.3514,1.0,43880
0.1831,0.8973,141034
0.2857,0.9841,38223
0.7097,0.381,12531
0.6154,1.0,11422
0.7857,1.0,10504
0.204,0.9068,248809
0.6471,0.8461,5376
0.2575,0.4141,1297285
0.4828,0.5172,19616
0.4375,0.9565,12094
0.7647,1.0,13135
0.2414,1.0,20264
0.7727,0.5625,8596
0.1414,0.8798,635678
0.6964,0.6539,32459
0.6087,1.0,24547
0.2267,0.3529,1546189
0.8889,1.0,4585
0.5789,1.0,8602
0.8,1.0,10269
0.6,1.0,12598
0.5,1.0,16593
0.8,1.0,9956
0.1923,0.9302,144769
1.0,1.0,958
0.5625,1.0,9848
1.0,1.0,18625
0.3636,0.9667,15896
0.6316,1.0,15635
0.875,0.9231,12056
0.4394,0.6667,348957
0.3429,1.0,37695
1.0,1.0,2034
0.7717,0.52,649139
0.4783,1.0,9733
0.8696,0.7037,23587
0.5385,0.7179,86424
1.0,1.0,5049
1.0,1.0,19762
0.75,1.0,26729
0.8571,1.0,7241
0.3085,0.5079,68416
0.7314,0.4949,431127
0.525,0.7083,12571
0.8333,1.0,12311
0.4706,1.0,24220
0.5556,1.0,12543
0.7,1.0,5141
0.7778,1.0,7758
0.7273,1.0,4014
0.4118,1.0,9690
0.3204,0.6139,208514
0.8333,1.0,7296
0.8125,1.0,14536
1.0,0.8571,3576
0.8571,1.0,12047
0.7143,0.9714,64288
0.5882,1.0,17768
0.5454,0.9074,112240
0.2539,0.4576,2156667
0.388,0.5294,22191
0.75,1.0,10350
0.5385,1.0,15146
0.4063,1.0,41622
0.7907,0.6667,26683
0.8,1.0,12193
0.4286,0.9474,7486
0.6429,1.0,8063
0.1467,1.0,81625
0.7273,1.0,5729
0.3617,0.875,26694
0.0724,1.0,363821
0.3077,1.0,44484
1.0,1.0,14538
0.905,0.1378,1290423
0.6346,0.561,54324
0.5536,0.7568,27232
0.9167,1.0,8210
0.25,1.0,8995
0.5682,0.6429,16861
0.3478,0.982,180215
0.2895,0.443,86417
0.6298,0.4525,617639
0.5,0.88,13185
0.8,1.0,12221
0.6786,0.9796,49867
0.9286,1.0,9363
0.6667,1.0,8047
0.75,0.9,6634
0.8,0.4444,13131
0.2445,0.4505,1482862
0.7826,0.8824,11880
0.6154,0.9677,35066
0.9,1.0,6028
0.6192,0.4545,513464
0.8065,0.7778,7479
0.5,0.963,16728
0.875,1.0,4533
0.7225,0.48,292575
0.2214,0.6548,312375
0.8929,0.9286,20714
0.9557,0.1463,361568
0.5263,0.8636,23155
0.7083,1.0,21865
0.6364,1.0,6887
1.0,1.0,12593
0.5993,0.4259,588321
0.3714,0.9796,31251
1.0,1.0,27180
0.7333,1.0,14330
0.75,1.0,2384
0.2749,0.5423,819375
0.96,0.5454,4561
0.8889,1.0,5816
0.3103,0.7068,159918
1.0,0.9286,13351
0.6786,0.6923,10477
0.8461,1.0,9458
0.6667,0.9231,5907
0.7875,0.6087,92750
0.8571,0.9655,62225
0.1343,0.9901,228995
0.8125,1.0,11890
0.36,1.0,21354
1.0,1.0,22098
0.5797,0.4025,579951
0.3472,0.8769,73055
0.48,1.0,18593
0.625,1.0,29895
0.9375,1.0,17274
0.8667,1.0,10416
0.8333,1.0,8193
0.2667,1.0,8549
0.7143,0.8333,10284
0.6422,0.4516,527906
0.3771,0.6667,42582
0.2619,1.0,32358
0.9375,1.0,19202
0.5833,1.0,7202
1.0,0.875,5226
0.4,1.0,7385
0.6842,0.4348,51176
0.2807,0.4856,1308444
1.0,1.0,7264
0.9076,0.8106,202897
0.6078,0.4014,624180
0.6667,1.0,6820
0.6571,0.7778,19132
0.2778,1.0,17413
0.7841,0.5955,477354
0.3611,1.0,44883
0.4355,0.4865,28592
0.6053,0.68,17588
0.8461,0.9787,37703
0.5,1.0,14618
0.8,1.0,19901
0.7069,0.7907,62823
0.4348,1.0,21545
0.5165,0.4043,48528
0.2352,0.3947,1133850
0.4583,0.963,17505
0.75,1.0,14047
0.2283,0.9921,368381
0.6136,0.6923,16835
0.4,1.0,22991
0.6939,0.8182,31538
0.8571,1.0,7394
0.3636,0.9722,22913
0.9444,0.6667,3489
0.7097,0.7059,10675
0.36,1.0,21321
0.7692,1.0,8457
0.609,0.5078,1196792
0.2771,0.9891,100842
0.4386,0.94,60112
0.5882,1.0,12886
0.2528,0.4695,266914
0.9,0.75,1808
0.654,0.4963,649801
0.7222,1.0,6135
0.2519,0.5093,499944
0.4894,0.9444,30130
0.9643,0.4286,7045
0.2913,0.7108,104560
0.8889,1.0,6750
0.77,0.181,111196
0.3111,0.9917,78978
0.8824,1.0,9571
0.6667,0.8824,14896
0.8182,1.0,10694
0.5454,0.9231,18742
0.1476,0.4563,3918209
0.7346,0.5636,612067
0.9333,1.0,12560
0.9333,1.0,11562
0.6842,1.0,13938
0.8182,1.0,7579
0.8889,1.0,5483
1.0,0.9375,19997
0.5355,0.7899,541426
1.0,1.0,14727
0.6191,1.0,19565
0.8667,1.0,10855
0.1525,0.9759,55666
0.3844,0.5736,633741
0.758,0.5698,373412
0.2739,0.4102,1261668
0.6364,0.75,19591
0.875,1.0,3022
0.7273,1.0,8602
0.2834,0.4724,1381722
0.4022,0.3441,2935414
0.3636,0.8571,9467
0.9,1.0,4664
0.1667,0.7943,275133
0.3333,0.5128,22761
0.2308,1.0,26849
0.7489,0.544,660910
0.7,1.0,6863
1.0,1.0,20323
1.0,1.0,16093
0.7531,0.587,58157
0.9167,1.0,4690
1.0,0.6,8246
0.8,1.0,32705
0.75,1.0,6638
0.5687,0.4114,640970
0.3333,0.9851,61079
0.7143,0.8529,21556
0.375,1.0,14032
0.9231,1.0,27035
0.8276,0.9412,30104
0.4583,0.9167,8388
0.6191,0.9565,17124
0.2409,0.4465,1431766
0.6693,0.488,626007
0.6667,1.0,1335
0.7391,0.9231,10030
1.0,0.5,10361
0.8035,0.5747,246531
0.2435,0.355,2225392
0.8686,0.105,991612
0.3333,1.0,8542
0.8235,1.0,22601
0.6295,0.4927,670952
0.2069,1.0,19226
0.2458,0.3049,1734628
1.0,1.0,3202
0.7615,0.3934,103662
0.7085,0.4962,686124
0.7857,1.0,5714
0.4167,1.0,35005
0.1209,0.9905,65860
0.8947,0.9375,20778
0.6087,1.0,6442
1.0,1.0,1539
0.2166,0.39,1338028
0.5909,0.4114,591111
0.5833,0.8824,13577
0.2381,0.9275,31062
0.1916,0.2781,2529140
0.9546,0.7143,7050
0.9444,1.0,10680
0.9286,1.0,11169
0.0909,0.9713,67967
0.6704,0.4963,677593
0.9546,0.7,9934
0.5625,1.0,14429
0.6364,0.5149,668126
0.0968,1.0,103558
0.9231,1.0,6632
0.6667,0.9,4409
0.6111,1.0,17923
0.44,1.0,18774
0.4667,0.5333,20312
0.875,0.9231,7119
0.8889,1.0,3963
0.6611,0.4286,593650
0.4737,1.0,15080
0.7273,1.0,6811
1.0,1.0,2121
0.3954,0.7222,17560
1.0,0.75,1063
0.7895,1.0,15524
0.9688,0.3529,13904
0.5185,0.8333,14982
0.4615,0.6905,33476
0.7474,0.5327,553974
0.9,1.0,13829
0.9375,0.8182,15069
0.5662,0.4853,617708
0.303,0.9483,29386
0.6923,1.0,8448
0.0874,1.0,185716
0.2119,0.3795,1936241
0.2444,0.4492,1456542
0.1957,0.813,365943
0.3913,0.9677,18674
0.5405,0.6286,17532
0.6667,0.75,9217
0.8571,1.0,11868
0.6286,0.95,17085
0.7222,1.0,17820
0.4865,1.0,41476
0.7143,1.0,12773
0.7857,1.0,10137
0.875,0.9333,13742
0.5333,1.0,10957
0.5795,0.4516,693100
0.5116,0.7941,27326
0.9583,0.7143,10286
0.4762,1.0,31058
0.3692,0.6154,18480
0.5938,0.9677,17250
0.725,0.6818,37572
0.875,0.75,4131
0.7176,0.5484,647587
0.5671,0.413,581466
0.7308,0.75,14121
1.0,1.0,14533
0.8571,0.9,9452
0.64,1.0,21300
0.2243,0.3896,1439221
0.7225,0.451,417578
0.8824,0.9333,14234
0.6471,1.0,15848
1.0,1.0,2046
0.2199,0.4033,1130960
0.6196,0.5224,666662
0.162,0.8808,132331
1.0,0.9474,15646
0.3418,0.625,39556
0.7273,0.9412,16983
1.0,1.0,2025
0.5833,1.0,9253
1.0,1.0,2871
0.9231,1.0,12304
0.3226,1.0,29865
0.766,0.6154,17217
0.2381,0.9884,78455
0.5673,0.3533,614522
0.4211,0.9583,16891
0.7166,0.5313,709363
0.9091,1.0,13311
0.4737,0.9412,6146
0.6887,0.5529,626586
0.4545,1.0,13355
0.25,0.9787,17271
1.0,1.0,12652
0.5833,1.0,5587
0.9,1.0,5003
0.6667,1.0,7836
0.625,1.0,9137
0.6,1.0,21408
1.0,1.0,2034
0.75,0.75,11084
0.7692,0.7273,11682
0.2833,0.9885,246930
0.9,0.8889,5966
0.7407,1.0,22484
0.6452,0.8261,29896
0.5652,0.9286,27344
0.6552,0.75,13352
0.1855,0.3232,1814409
0.7857,0.9091,26213
0.6471,1.0,14809
0.1783,0.9682,188767
0.9643,0.625,8344
0.7727,0.7059,11748
0.6071,0.6,10500
0.113,0.8333,162939
0.75,1.0,3673
0.4444,1.0,26902
0.4057,0.5968,75006
0.5349,0.6667,14312
0.7416,0.4493,627913
0.7778,1.0,6567
0.4333,0.8214,13961
0.2641,0.2282,1732196
0.9643,0.4444,10329
0.9578,0.1807,1096472
0.6604,0.4667,21548
0.8824,1.0,16566
0.2517,0.454,1459713
0.2857,1.0,13196
0.6189,0.4558,647965
0.2124,0.3012,2638402
0.2389,0.3744,1001426
0.7083,0.75,10847
0.8,1.0,24807
0.8049,0.64,30451
0.75,1.0,35856
0.9091,1.0,7736
0.3333,1.0,14260
0.6389,0.6956,19464
0.4929,0.3416,2013557
0.8,1.0,11247
0.7172,0.5904,439309
0.8333,1.0,2181
0.8,1.0,7467
0.6867,0.3529,23075
0.8,0.7273,8327
0.9167,0.8571,4162
0.6364,0.9474,16020
1.0,1.0,2280
0.8571,0.6667,6613
0.2203,0.345,1330937
0.1915,0.9821,34055
0.8,1.0,5716
0.1121,0.9858,121633
0.5,1.0,12909
0.6337,0.5379,687345
0.6578,0.4615,648030
0.75,0.65,10345
0.6898,0.4958,591835
0.45,0.9091,16455
0.3684,0.9605,59750
0.4286,1.0,23706
0.8,1.0,29885
0.3913,1.0,8720
0.32,0.6667,17621
0.56,0.9706,61890
0.6667,1.0,11431
0.8,1.0,3166
0.6786,0.6875,13148
0.8,1.0,14610
