steel/table9.V23,steel/table9.V24,steel/table9.V25
1.5441,2.2624,0.8087
1.2305,1.2305,0.0
2.2175,2.2553,0.0833
1.415,2.3096,0.8726
1.2787,0.6021,-0.7895
1.1461,1.1139,-0.0714
1.0792,2.0934,0.9032
1.0792,1.1761,0.2
2.143,1.301,-0.8561
1.0792,1.0792,0.0
0.699,0.6021,-0.2
2.1553,1.7924,-0.5664
1.0,1.699,0.8
1.1461,1.0414,-0.2143
1.0,1.3222,0.5238
1.0,1.7853,0.8361
1.0792,1.2041,0.25
0.9031,1.2305,0.5294
1.1139,1.4472,0.5357
0.699,1.4472,0.8214
2.1644,2.2175,0.1151
1.4914,1.3424,-0.2903
1.1761,1.0,-0.3333
1.301,1.0792,-0.4
1.1761,1.3424,0.3182
1.8865,2.3222,0.6333
1.2305,1.2787,0.1053
2.1931,1.7924,-0.6026
1.0792,1.3424,0.4545
0.9031,1.301,0.6
0.9542,1.3802,0.625
1.2305,1.5051,0.4688
1.2041,1.0,-0.375
2.2068,1.7924,-0.6149
2.1931,2.2253,0.0714
1.0,1.1761,0.3333
2.1903,2.2175,0.0606
1.0792,1.0792,0.0
0.6021,0.7782,0.3333
1.3979,1.2787,-0.24
1.1139,0.9031,-0.3846
1.0,1.0,0.0
0.9542,1.3802,0.625
1.0,1.1761,0.3333
2.3503,2.3541,0.0088
1.1761,0.9542,-0.4
1.4624,1.2553,-0.3793
1.3222,1.7853,0.6557
0.8451,1.301,0.65
0.9031,1.1761,0.4667
2.3181,1.2787,-0.9086
1.5051,1.4624,-0.0938
1.1139,1.301,0.35
1.0414,1.9494,0.8764
1.0414,1.7853,0.8197
1.8808,1.9191,0.0843
0.9542,1.0,0.1
0.699,0.6021,-0.2
1.4314,1.2787,-0.2963
0.7782,0.6021,-0.3333
2.1239,1.7076,-0.6165
1.8692,1.415,-0.6486
1.2041,1.2787,0.1579
1.0414,1.3222,0.4762
1.301,1.4914,0.3548
1.2553,1.0792,-0.3333
1.2787,1.1139,-0.3158
1.3617,0.699,-0.7826
2.243,1.8129,-0.6286
0.8451,0.4771,-0.5714
1.0414,1.4771,0.6333
1.2305,1.3617,0.2609
1.0792,1.1461,0.1429
0.9031,1.2787,0.5789
0.9542,1.0414,0.1818
1.415,1.3802,-0.0769
1.3979,0.699,-0.8
1.1761,0.9542,-0.4
2.1461,1.7076,-0.6357
0.9542,1.6435,0.7954
1.1139,1.5682,0.6486
1.6233,1.2553,-0.5714
1.3222,1.6128,0.4878
2.1818,2.1553,-0.0592
1.2305,1.1139,-0.2353
1.1139,1.301,0.35
0.9542,0.9542,0.0
1.1139,1.1139,0.0
1.0414,1.0414,0.0
0.7782,1.1461,0.5714
2.0682,1.6721,-0.5983
0.8451,1.1139,0.4615
1.0414,2.0128,0.8932
1.301,1.7076,0.6078
1.0792,1.1461,0.1429
0.9542,1.4472,0.6786
0.9031,1.0792,0.3333
1.3617,0.8451,-0.6956
1.2553,1.0414,-0.3889
1.1139,1.3802,0.4583
0.8451,1.0414,0.3636
2.1903,1.7482,-0.6387
2.2253,1.8451,-0.5833
0.9542,1.0,0.1
1.4771,0.6021,-0.8667
0.8451,1.1139,0.4615
1.3979,1.3979,0.0
1.2041,1.4314,0.4074
0.6021,0.6021,0.0
0.9542,1.301,0.55
1.1761,1.3222,0.2857
2.0934,1.716,-0.5806
2.1461,1.9085,-0.4214
2.1818,2.1931,0.0256
0.9031,1.2305,0.5294
0.9542,0.9031,-0.1111
1.4314,2.29,0.8615
1.0414,1.0792,0.0833
1.2041,1.0,-0.375
1.0792,1.2041,0.25
0.8451,1.1139,0.4615
0.8451,1.0792,0.4167
1.5185,2.6181,0.9205
2.2355,1.8513,-0.5872
0.9542,1.1139,0.3077
1.0792,1.6233,0.7143
0.7782,1.5563,0.8333
2.2624,2.2148,-0.1038
2.1987,2.1703,-0.0633
1.0,1.0792,0.1667
1.1761,1.0792,-0.2
1.0414,1.2553,0.3889
1.0,1.2553,0.4444
1.2041,1.3802,0.3333
1.1139,1.4771,0.5667
2.2253,1.7404,-0.6726
0.9542,0.6021,-0.5556
1.0792,1.3222,0.4286
1.1461,1.0792,-0.1429
1.1139,1.0414,-0.1539
0.7782,1.301,0.7
0.9031,1.3802,0.6667
1.0,1.3979,0.6
0.8451,1.1139,0.4615
1.0,0.9031,-0.2
1.3424,1.3617,0.0435
0.9542,1.301,0.55
1.4771,1.5315,0.1177
1.7781,2.4594,0.7917
1.0,1.1461,0.2857
2.2406,1.8633,-0.5805
0.9542,1.415,0.6539
0.8451,1.301,0.65
2.0374,1.2305,-0.844
1.0414,0.9031,-0.2727
2.179,2.2095,0.0679
1.4472,1.4314,-0.0357
0.9542,1.5315,0.7353
0.9542,0.9542,0.0
2.248,1.8062,-0.6384
1.0,1.0792,0.1667
0.9542,1.5051,0.7188
1.0792,1.5185,0.6364
1.0414,1.4472,0.6071
0.9031,1.1761,0.4667
0.9542,1.1461,0.3571
2.0756,2.143,0.1439
1.8261,1.8808,0.1184
1.1139,1.1139,0.0
0.8451,1.3979,0.72
2.2529,2.1732,-0.1676
1.0414,1.3802,0.5417
1.0,1.0414,0.0909
1.2787,0.699,-0.7368
2.2455,2.2529,0.0168
1.0,1.0,0.0
2.233,1.7708,-0.655
2.2355,1.7993,-0.6337
1.1139,1.7993,0.7936
1.3979,1.1139,-0.48
1.1761,1.3222,0.2857
1.4624,2.0934,0.7661
0.4771,0.4771,0.0
1.1461,1.3617,0.3913
2.1492,1.716,-0.6312
0.8451,1.1761,0.5333
2.2253,1.7634,-0.6548
0.699,1.8129,0.9231
0.8451,1.5798,0.8158
2.2553,1.8325,-0.6222
1.1139,1.5185,0.6061
1.3222,1.4472,0.25
0.9031,1.0,0.2
1.4914,2.776,0.9481
1.0792,1.0792,0.0
2.1732,2.2253,0.1131
0.9031,1.3802,0.6667
2.9335,2.1903,-0.8194
1.4472,1.1139,-0.5357
1.2787,1.301,0.05
1.8325,0.301,-0.9706
1.0414,1.5315,0.6765
1.1461,2.0492,0.875
2.1903,1.8751,-0.5161
0.9542,1.1461,0.3571
1.2041,1.2787,0.1579
1.3222,1.415,0.1923
1.0414,1.0,-0.0909
0.9542,1.3222,0.5714
1.1139,1.0792,-0.0769
1.3222,2.4928,0.9325
2.1399,1.8325,-0.5073
1.4624,2.4487,0.8968
1.0,1.1761,0.3333
1.2041,0.9542,-0.4375
1.4472,0.9542,-0.6786
1.3979,1.0,-0.6
0.9542,0.9542,0.0
2.2529,1.8389,-0.6145
1.0414,1.0792,0.0833
0.7782,1.2041,0.625
0.8451,1.7924,0.8871
1.0414,1.1461,0.2143
1.0792,1.0414,-0.0833
1.1461,1.301,0.3
2.248,2.3054,0.1238
1.4771,0.9542,-0.7
1.1761,1.4914,0.5161
0.9031,1.1761,0.4667
2.2406,2.2175,-0.0517
2.238,1.8633,-0.578
1.0414,1.0,-0.0909
2.1732,1.8865,-0.4832
1.1461,1.301,0.3
0.9542,1.0414,0.1818
1.4771,1.2553,-0.4
0.301,0.0,-0.5
1.0414,1.5798,0.7105
0.9542,1.2787,0.5263
0.9542,1.301,0.55
1.2787,1.1461,-0.2632
0.6021,1.4771,0.8667
1.1461,1.4314,0.4815
1.0414,2.0294,0.8972
2.1931,2.2787,0.1789
1.0792,1.1761,0.2
1.1139,1.1761,0.1333
0.9031,0.9542,0.1111
1.415,1.3617,-0.1154
1.0,1.1761,0.3333
1.2041,1.9395,0.8161
1.415,1.7559,0.5439
0.8451,0.699,-0.2857
1.2787,2.0086,0.8137
1.5185,1.4314,-0.1818
2.2355,1.9031,-0.5349
0.6021,0.4771,-0.25
0.9542,0.9031,-0.1111
1.5682,2.5922,0.9054
1.4314,1.1461,-0.4815
1.1461,2.5515,0.9607
1.4314,0.9031,-0.7037
1.1761,1.2041,0.0625
1.2305,1.1761,-0.1177
1.0,1.2305,0.4118
1.2041,1.3979,0.36
1.1139,0.9542,-0.3077
2.0934,1.7324,-0.5645
1.5798,1.301,-0.4737
0.699,0.6021,-0.2
1.5911,0.7782,-0.8461
1.0792,1.6812,0.75
1.0792,1.6021,0.7
0.7782,1.1461,0.5714
1.0,1.2305,0.4118
1.0414,1.0,-0.0909
1.0,1.0,0.0
2.2253,1.8261,-0.6012
1.5798,1.7781,0.3667
0.9031,0.8451,-0.125
0.9542,1.4914,0.7097
1.2553,1.301,0.1
1.4472,2.1072,0.7813
1.0414,0.8451,-0.3636
0.7782,0.699,-0.1667
0.8451,0.9031,0.125
1.1461,0.6021,-0.7143
0.7782,0.699,-0.1667
0.9031,2.1038,0.937
2.243,1.8261,-0.6171
1.4914,1.6128,0.2439
1.0792,1.3222,0.4286
1.2787,1.1461,-0.2632
1.0,1.0414,0.0909
2.2553,1.7993,-0.65
2.1931,2.2201,0.0602
1.9777,0.9031,-0.9158
2.2279,1.7993,-0.6272
1.3424,1.8389,0.6812
0.7782,1.3979,0.76
1.415,1.3617,-0.1154
2.2718,2.2878,0.0361
0.9031,1.415,0.6923
1.0792,1.2305,0.2941
1.4314,1.0,-0.6296
0.9542,1.3424,0.5909
2.2695,2.29,0.0461
0.9031,1.1461,0.4286
2.1847,2.1584,-0.0588
1.2553,1.2787,0.0526
2.243,1.8389,-0.6057
1.1761,1.3979,0.4
0.9031,1.2553,0.5556
1.0792,1.3424,0.4545
2.2695,2.2175,-0.1129
1.0792,1.1139,0.0769
1.301,1.0792,-0.4
1.3802,1.5315,0.2941
2.1959,1.8129,-0.586
1.0,0.9542,-0.1
1.7324,1.4472,-0.4815
1.1461,1.2787,0.2632
1.0792,1.2041,0.25
1.3424,1.2041,-0.2727
0.8451,1.5441,0.8
1.1139,1.0792,-0.0769
1.3617,1.3424,-0.0435
1.0792,1.1461,0.1429
2.2355,1.8195,-0.6163
1.0414,1.4914,0.6452
1.4914,1.5051,0.0313
1.7559,0.7782,-0.8947
1.3979,1.4624,0.1379
2.243,1.8325,-0.6114
2.0086,1.0792,-0.8824
0.9031,0.699,-0.375
1.0414,1.716,0.7885
2.2529,1.9191,-0.5363
1.2041,1.3617,0.3043
1.0792,1.3424,0.4545
1.1761,0.8451,-0.5333
0.9542,1.5563,0.75
1.0414,1.5563,0.6944
1.0792,1.5563,0.6667
2.1173,2.1335,0.0368
1.6233,0.4771,-0.9286
1.2553,1.9494,0.7977
0.9031,1.1461,0.4286
0.8451,1.0792,0.4167
1.5185,1.3222,-0.3636
1.2041,0.8451,-0.5625
1.1139,1.5911,0.6667
1.0,1.1761,0.3333
1.3222,2.2279,0.8757
2.3503,2.1303,-0.3973
1.2305,1.3222,0.1905
1.1139,1.0,-0.2308
1.4624,1.7853,0.5246
1.2041,1.0,-0.375
1.0792,1.0792,0.0
0.7782,0.699,-0.1667
0.7782,1.4914,0.8065
1.0,1.0414,0.0909
0.9031,1.0,0.2
1.5911,1.1139,-0.6667
1.6335,1.1461,-0.6744
0.8451,0.9542,0.2222
1.2041,1.3424,0.2727
1.0414,1.1139,0.1539
1.0792,1.4624,0.5862
1.5185,1.3222,-0.3636
2.1847,2.2355,0.1105
0.8451,1.0,0.3
1.2787,1.0792,-0.3684
1.0792,1.2305,0.2941
1.6233,2.2672,0.773
1.3979,1.0,-0.6
1.3222,1.8692,0.7162
1.0414,1.0,-0.0909
1.1139,1.2787,0.3158
0.9542,1.1761,0.4
1.0792,1.2041,0.25
1.0,1.0,0.0
1.0792,1.0414,-0.0833
0.7782,1.2305,0.6471
0.9031,1.3802,0.6667
1.1139,1.3222,0.381
1.2787,1.0792,-0.3684
0.9031,1.3979,0.68
1.1761,1.6128,0.6342
1.1139,1.7404,0.7636
1.0792,1.7324,0.7778
1.5315,0.4771,-0.9118
1.0792,1.6233,0.7143
2.243,1.8129,-0.6286
1.301,1.3222,0.0476
1.1139,1.1761,0.1333
1.0414,1.0,-0.0909
1.0,0.9542,-0.1
2.233,1.7781,-0.6491
1.0,1.4314,0.6296
1.2041,2.1271,0.8806
1.9823,1.8808,-0.2083
1.3222,2.1673,0.8571
1.0414,1.3617,0.5217
0.9031,0.7782,-0.25
1.3802,1.7853,0.6066
2.0864,1.6721,-0.6148
1.0,0.8451,-0.3
1.0,1.3424,0.5454
1.2305,1.2553,0.0556
1.1761,1.4624,0.4828
2.1106,1.6812,-0.6279
0.7782,1.301,0.7
1.7993,2.4533,0.7782
2.1761,1.8865,-0.4867
1.2305,1.1461,-0.1765
2.8882,2.0899,-0.8409
0.7782,0.7782,0.0
2.3692,2.5011,0.2618
0.9031,1.1461,0.4286
2.2672,2.3222,0.1191
1.0,1.0792,0.1667
0.9031,1.4914,0.7419
0.9542,1.0414,0.1818
1.2041,1.5563,0.5556
0.9031,1.2305,0.5294
0.9542,1.3617,0.6087
0.9542,0.9031,-0.1111
2.1139,1.7324,-0.5846
1.0792,1.0414,-0.0833
1.1139,1.3802,0.4583
2.2355,2.233,-0.0058
2.1931,1.7781,-0.6154
2.1931,2.2201,0.0602
1.9031,1.8921,-0.025
0.9542,1.1761,0.4
1.2787,1.2787,0.0
1.0414,1.3222,0.4762
1.2305,2.0607,0.8522
0.8451,1.6532,0.8444
1.3424,1.0792,-0.4545
1.4771,2.444,0.8921
2.1847,2.1732,-0.0261
1.1761,1.6128,0.6342
1.0414,1.9395,0.8736
1.3979,1.9868,0.7423
1.3222,1.2553,-0.1429
2.1004,1.6721,-0.627
1.2787,1.1761,-0.2105
1.0792,1.3617,0.4783
2.1206,1.7324,-0.5909
1.2041,1.1139,-0.1875
0.8451,0.8451,0.0
1.1139,1.5563,0.6389
0.699,1.2553,0.7222
0.9542,1.5185,0.7273
1.301,1.9395,0.7701
1.2305,1.6021,0.575
0.699,1.3222,0.7619
0.7782,1.2553,0.6667
2.238,2.2355,-0.0058
1.0,1.9777,0.8947
1.0414,1.1139,0.1539
1.2305,0.9031,-0.5294
1.0414,0.9542,-0.1818
1.5315,1.5051,-0.0588
2.1903,1.7708,-0.6194
1.5563,1.0,-0.7222
1.2305,1.0792,-0.2941
2.238,1.8129,-0.6243
1.5441,1.7076,0.3137
1.0414,1.0,-0.0909
0.7782,1.0414,0.4545
1.2305,1.2305,0.0
1.3424,1.3617,0.0435
1.5911,1.6628,0.1522
1.1461,1.3424,0.3636
1.0414,0.9031,-0.2727
2.243,2.2122,-0.0686
1.8195,1.1139,-0.803
1.2041,1.0,-0.375
1.0,0.9542,-0.1
2.248,1.8633,-0.5876
0.9031,1.1761,0.4667
1.5185,1.4914,-0.0606
2.2577,2.238,-0.0442
2.0756,1.6721,-0.605
2.238,1.8195,-0.6185
1.3424,1.2305,-0.2273
0.9542,1.1139,0.3077
1.0792,1.3424,0.4545
1.1761,1.5441,0.5714
2.238,1.8261,-0.6127
1.5051,1.7482,0.4286
1.1461,1.3979,0.44
0.9031,0.9542,0.1111
1.8692,2.3463,0.6667
1.6335,1.9685,0.5376
0.9031,1.1761,0.4667
0.9031,1.3617,0.6522
0.7782,1.1461,0.5714
0.9031,1.301,0.6
2.3424,2.3075,-0.0773
2.1959,1.7708,-0.6242
0.9542,1.5185,0.7273
1.5051,1.9685,0.6559
1.2305,1.6335,0.6047
1.0,1.1461,0.2857
2.1492,1.6721,-0.6667
1.1461,1.4914,0.5484
0.8451,1.0,0.3
0.7782,0.9031,0.25
0.9542,1.2041,0.4375
0.8451,1.0414,0.3636
1.415,1.0414,-0.5769
1.3802,1.9685,0.7419
1.0792,1.2041,0.25
0.8451,1.1139,0.4615
1.2305,1.1461,-0.1765
1.0,0.9542,-0.1
1.1461,1.415,0.4615
1.0414,0.9542,-0.1818
0.8451,1.1461,0.5
2.1761,1.8129,-0.5667
1.415,1.0792,-0.5385
0.9542,1.1761,0.4
1.1761,0.9031,-0.4667
0.9542,1.5051,0.7188
1.1461,1.6233,0.6667
0.7782,0.7782,0.0
2.2253,1.8261,-0.6012
0.9031,0.9542,0.1111
0.9542,1.3617,0.6087
0.7782,1.2553,0.6667
1.7634,0.699,-0.9138
2.1335,1.9445,-0.3529
1.6233,1.3979,-0.4048
0.9542,1.4314,0.6667
2.248,1.8195,-0.6271
1.1139,1.1139,0.0
2.1399,1.7243,-0.6159
2.243,1.8325,-0.6114
1.0,1.301,0.5
0.7782,0.699,-0.1667
1.0414,1.0,-0.0909
1.4771,1.0792,-0.6
0.7782,1.2305,0.6471
0.8451,0.8451,0.0
1.3222,2.2945,0.8934
0.9031,1.0414,0.2727
1.3617,1.8261,0.6567
1.5911,2.1239,0.7068
1.3222,1.0,-0.5238
1.0792,1.4771,0.6
0.9031,0.6021,-0.5
1.0414,1.0792,0.0833
1.2305,1.6721,0.6383
1.7924,1.8451,0.1143
1.0,1.0,0.0
1.9731,1.9243,-0.1064
1.3979,1.415,0.0385
1.5911,1.2787,-0.5128
1.2041,1.2305,0.0588
2.2553,1.8751,-0.5833
1.0792,1.0792,0.0
1.2787,1.3222,0.0952
0.8451,1.0,0.3
1.5185,1.301,-0.3939
1.1139,1.8261,0.806
1.7853,1.9345,0.2907
1.1761,1.0414,-0.2667
0.7782,0.8451,0.1429
0.9031,1.0792,0.3333
1.1461,1.3979,0.44
1.8513,1.9956,0.2828
0.9542,1.699,0.82
1.0792,1.6233,0.7143
1.0414,1.5051,0.6563
1.0792,1.415,0.5385
1.0792,1.8389,0.8261
1.3617,1.8062,0.6406
0.9542,1.4314,0.6667
2.0828,1.6721,-0.6116
0.9031,1.1461,0.4286
1.0792,1.0414,-0.0833
1.2041,1.7559,0.7193
1.3424,1.9395,0.7471
0.9542,1.415,0.6539
0.9542,0.9031,-0.1111
1.0792,0.9031,-0.3333
1.1139,1.7324,0.7593
1.415,2.2201,0.8434
1.0792,1.7924,0.8065
1.3424,0.9031,-0.6364
0.9031,1.2041,0.5
1.0414,1.0792,0.0833
1.6128,2.1644,0.7192
1.0414,1.0414,0.0
2.233,2.2148,-0.0409
1.4472,1.1761,-0.4643
0.8451,1.3424,0.6818
1.1139,1.1139,0.0
0.8451,1.6335,0.8372
1.2305,0.9542,-0.4706
1.6233,2.356,0.815
1.5911,1.2305,-0.5641
1.1461,1.4472,0.5
2.238,2.1761,-0.1329
0.9031,1.0792,0.3333
1.0414,1.1761,0.2667
1.0792,1.0414,-0.0833
0.9542,1.2553,0.5
0.8451,1.3979,0.72
1.0792,1.1461,0.1429
1.301,2.2041,0.875
0.4771,0.6021,0.25
0.9542,1.1461,0.3571
1.1139,1.2787,0.3158
0.9031,1.4624,0.7241
1.0792,1.301,0.4
1.1461,1.0792,-0.1429
1.9395,2.1399,0.3696
1.0792,1.6532,0.7333
0.6021,0.699,0.2
2.2279,1.8129,-0.6154
1.0414,1.1461,0.2143
1.301,1.2787,-0.05
1.6902,1.4472,-0.4286
0.9542,0.8451,-0.2222
1.0,1.4472,0.6429
1.1761,1.415,0.4231
1.0792,1.0792,0.0
1.4624,1.5051,0.0938
2.1072,1.6902,-0.6172
1.3222,1.2305,-0.1905
1.0,1.2041,0.375
0.9031,1.6435,0.8182
1.0,1.2787,0.4737
0.8451,1.0,0.3
0.8451,1.0792,0.4167
0.9031,0.8451,-0.125
0.8451,1.2787,0.6316
1.7634,1.7924,0.0645
1.0,0.9031,-0.2
1.1139,1.1139,0.0
1.0414,0.7782,-0.4545
1.0792,1.1461,0.1429
1.3979,1.5315,0.2647
1.0,1.3802,0.5833
1.6233,1.6902,0.1429
2.2577,2.3117,0.1171
1.8513,1.7324,-0.2394
1.0792,1.0792,0.0
1.1461,1.2305,0.1765
1.1139,1.7559,0.7719
1.5315,1.1461,-0.5882
1.0792,1.1761,0.2
0.7782,1.2553,0.6667
0.9542,1.0414,0.1818
1.0414,2.0492,0.9018
0.9031,1.0414,0.2727
1.2305,1.5441,0.5143
1.2041,2.5527,0.9552
1.0792,1.6335,0.7209
1.0414,1.0,-0.0909
2.8048,1.4914,-0.9514
1.5185,1.3617,-0.303
1.4914,1.4472,-0.0968
1.0414,0.9542,-0.1818
0.4771,1.5185,0.9091
1.3979,1.2553,-0.28
1.2041,2.2148,0.9024
1.5185,1.5441,0.0571
2.2175,1.7924,-0.6242
1.1139,1.3424,0.4091
1.0792,1.1461,0.1429
1.2787,1.6812,0.6042
1.1139,1.0414,-0.1539
1.0,1.0792,0.1667
0.9542,0.9542,0.0
1.3802,0.9031,-0.6667
2.1903,2.2601,0.1484
1.2553,1.1761,-0.1667
1.3802,1.4771,0.2
0.9542,0.9031,-0.1111
2.1703,1.699,-0.6622
1.3979,0.8451,-0.72
0.8451,1.415,0.7308
0.8451,1.0414,0.3636
2.0969,1.6812,-0.616
1.7634,2.0414,0.4727
1.3979,1.1139,-0.48
2.5378,1.2553,-0.9478
1.301,1.2787,-0.05
1.2305,1.301,0.15
0.8451,1.0414,0.3636
0.9542,1.0414,0.1818
2.2201,1.8389,-0.5843
1.1139,1.6812,0.7292
1.2553,1.0414,-0.3889
1.0414,1.2553,0.3889
0.7782,0.7782,0.0
2.1038,2.1492,0.0993
1.3802,0.7782,-0.75
0.9031,0.9542,0.1111
1.6532,1.9731,0.5213
1.0792,1.1139,0.0769
1.2787,0.9542,-0.5263
1.0414,1.0792,0.0833
0.7782,1.0792,0.5
1.7993,1.4472,-0.5556
1.5563,1.4472,-0.2222
1.2553,2.2989,0.9096
1.1139,1.0414,-0.1539
0.9542,1.5911,0.7692
1.1461,1.2305,0.1765
2.233,1.8062,-0.6257
1.3979,1.7559,0.5614
1.0792,1.4771,0.6
1.1761,1.5051,0.5313
1.1761,1.2305,0.1177
1.1139,1.0792,-0.0769
1.0,1.0414,0.0909
0.6021,1.4771,0.8667
1.1761,1.0,-0.3333
2.1732,1.7482,-0.6242
1.3617,1.4472,0.1786
1.0414,1.7482,0.8036
1.1761,1.2305,0.1177
0.8451,1.1461,0.5
0.9031,0.8451,-0.125
0.7782,1.301,0.7
1.415,1.301,-0.2308
2.179,2.2279,0.1065
1.1139,1.0414,-0.1539
2.3541,2.0294,-0.5265
2.2355,1.7708,-0.657
0.9031,1.1139,0.3846
1.3617,1.1461,-0.3913
1.0,1.6812,0.7917
2.1399,1.7243,-0.6159
1.1139,1.716,0.75
1.4314,1.2553,-0.3333
1.3617,1.2305,-0.2609
1.0414,1.6628,0.7609
0.9031,1.3424,0.6364
1.0792,1.301,0.4
1.6128,1.5315,-0.1707
1.0,1.3802,0.5833
1.6721,1.2787,-0.5957
2.1673,2.2175,0.1091
1.0414,1.415,0.5769
0.9542,1.301,0.55
1.3222,2.3997,0.9163
1.4314,1.2553,-0.3333
1.0,1.6233,0.7619
1.5315,1.4314,-0.2059
1.0792,1.0,-0.1667
1.0792,1.5441,0.6571
1.2305,0.6021,-0.7647
1.3424,1.0792,-0.4545
0.9542,1.5051,0.7188
1.0,1.0,0.0
2.5465,2.2878,-0.4489
1.3617,1.959,0.7473
1.3979,1.6721,0.4681
1.0,1.2305,0.4118
1.8325,1.8865,0.1169
0.9542,0.4771,-0.6667
2.2355,1.8325,-0.6047
1.1139,0.8451,-0.4615
2.0086,2.0414,0.0727
1.3617,1.2305,-0.2609
1.4314,0.4771,-0.8889
1.4771,1.7708,0.4915
0.9031,1.0,0.2
2.1584,1.2787,-0.8681
1.1461,2.0756,0.8824
1.1761,0.9031,-0.4667
1.2553,1.1761,-0.1667
0.9542,1.0792,0.25
1.0792,1.3802,0.5
2.1271,2.6149,0.6748
2.1903,1.7924,-0.6
1.1461,1.0792,-0.1429
1.1461,1.0792,-0.1429
1.1139,1.1761,0.1333
0.9542,1.0,0.1
0.9031,0.9542,0.1111
1.1761,1.1761,0.0
2.0531,1.9731,-0.1681
1.0792,1.1461,0.1429
1.1139,1.2787,0.3158
1.1139,1.1139,0.0
0.9542,1.9085,0.8889
2.0899,2.0531,-0.0813
2.0756,1.6902,-0.5882
2.2279,2.1367,-0.1893
1.3222,1.3222,0.0
0.8451,0.7782,-0.1429
0.9031,1.1761,0.4667
2.2355,2.233,-0.0058
2.6395,2.3692,-0.4633
0.9031,1.2553,0.5556
0.9542,0.8451,-0.2222
1.5315,2.2201,0.7952
1.301,1.301,0.0
0.9542,1.6628,0.8044
2.238,1.8325,-0.6069
0.8451,1.0414,0.3636
1.0792,1.2787,0.3684
1.1139,1.1461,0.0714
1.7853,1.4314,-0.5574
1.0414,1.1139,0.1539
1.3424,0.7782,-0.7273
1.0792,1.5911,0.6923
0.9542,0.9031,-0.1111
2.2504,1.8129,-0.6348
