V30,V31,V5,V6,V7
0,0,1371,114,144
0,0,88,13,15
0,0,566,64,70
0,0,97,19,17
0,0,145,19,26
0,0,205,24,21
0,0,60,12,10
0,0,173,22,23
0,0,71,19,12
0,0,578,73,68
0,0,53,13,9
0,0,153,25,21
0,0,78,28,17
0,0,94,24,16
0,0,376,40,43
0,0,111,20,21
0,0,1543,150,151
0,0,192,35,36
0,0,76,15,12
0,0,199,20,23
0,0,71,11,13
0,0,69,14,18
0,0,52,11,13
0,0,339,70,35
0,0,155,37,23
0,0,618,109,59
0,0,142,25,15
0,0,508,112,59
0,0,158,45,30
0,0,156,49,17
0,0,312,73,48
0,0,180,24,27
0,0,147,28,31
0,0,1733,206,294
0,0,120,35,39
0,0,1804,175,211
0,0,124,26,21
0,0,119,24,20
0,0,130,21,26
0,0,3883,229,289
0,0,295,42,56
1,0,72,13,12
1,0,66,9,11
1,0,61,10,12
1,0,75,8,11
1,0,443,56,60
1,0,76,10,9
1,0,150,13,15
1,0,892,59,104
1,0,74,16,11
1,0,136,18,11
1,0,108,16,17
1,0,74,12,12
1,0,52,8,10
1,0,69,8,11
1,0,60,8,14
1,0,68,8,11
1,0,70,8,9
1,0,504,24,27
1,0,140,12,15
1,0,108,11,13
1,0,96,9,13
1,0,81,11,10
1,0,85,12,10
1,0,57,10,11
1,0,75,9,11
1,0,88,11,10
1,0,88,10,13
1,0,52,9,10
1,0,52,9,11
1,0,65,9,9
1,0,63,9,11
1,0,101,11,11
1,0,92,12,12
1,0,53,9,8
1,0,2358,104,101
1,0,2108,80,61
1,0,227,14,18
1,0,231,17,17
1,0,194,16,17
1,0,247,17,21
1,0,175,13,19
1,0,566,28,49
1,0,655,33,35
1,0,152655,10449,18152
1,0,25323,1022,593
1,0,21110,1138,597
1,0,25473,992,578
1,0,24365,1084,680
1,0,20894,1169,712
1,0,20726,1193,709
1,0,22554,999,605
1,0,21987,1050,684
1,0,21036,1015,586
1,0,16759,729,433
1,0,17977,796,513
1,0,19629,788,534
1,0,17887,713,448
1,0,18517,1021,696
1,0,17825,790,539
1,0,16686,842,562
1,0,16521,926,591
1,0,17706,802,537
1,0,18071,814,534
1,0,18908,853,535
1,0,18896,768,507
1,0,20313,755,497
1,0,18203,696,480
1,0,17357,794,495
1,0,18954,749,482
1,0,14949,720,469
1,0,16469,929,568
1,0,17810,763,456
1,0,100,30,16
1,0,354,67,47
1,0,16821,670,425
1,0,15937,745,463
1,0,15896,756,469
1,0,128,38,27
1,0,16220,780,453
1,0,14963,779,468
1,0,15050,867,541
1,0,13033,731,420
1,0,16968,670,399
1,0,16584,821,498
1,0,14969,805,503
1,0,13601,805,503
1,0,13387,763,425
1,0,16164,861,522
1,0,935,143,98
1,0,15601,865,517
1,0,11348,595,357
1,0,15414,796,478
1,0,13975,795,441
1,0,11388,735,415
1,0,13553,708,424
1,0,15704,976,557
1,0,12012,607,362
1,0,11875,657,387
1,0,11271,664,396
1,0,12212,617,372
1,0,539,94,63
1,0,677,114,79
1,0,10276,552,319
1,0,11535,758,419
1,0,794,131,91
1,0,11492,650,443
1,0,10904,617,334
1,0,14069,675,452
1,0,12388,631,374
1,0,12108,614,359
1,0,13946,589,406
1,0,13309,500,310
1,0,12729,634,404
1,0,14309,793,469
1,0,14346,694,424
1,0,12260,660,378
1,0,13185,572,370
1,0,13114,618,381
1,0,10796,572,363
1,0,11505,577,349
1,0,13612,579,357
1,0,12477,560,331
1,0,12718,596,348
1,0,13057,562,361
1,0,13699,587,352
1,0,12509,622,374
1,0,11089,593,354
1,0,11711,538,348
1,0,13041,616,365
1,0,10913,634,359
1,0,12051,631,390
1,0,11355,639,388
1,0,11388,705,420
1,0,11813,591,367
1,0,13203,608,375
1,0,11809,621,400
1,0,11211,639,387
1,0,10880,649,409
1,0,13037,623,387
1,0,12489,700,462
1,0,12515,626,397
1,0,11510,699,429
1,0,12834,570,356
1,0,10429,578,382
1,0,9576,564,343
1,0,10743,652,418
1,0,11411,801,433
1,0,10941,685,407
1,0,10821,754,454
1,0,9349,659,387
1,0,11542,757,441
1,0,9927,625,418
1,0,5519,319,173
1,0,4881,239,110
1,0,9484,655,382
1,0,10986,755,444
1,0,4995,232,124
1,0,5702,214,118
1,0,9518,743,453
1,0,5957,289,166
1,0,5617,268,152
1,0,9582,611,384
1,0,9183,602,355
1,0,8726,653,398
1,0,9892,682,424
1,0,8457,636,383
1,0,2027,255,129
1,0,5593,239,133
1,0,8709,578,322
1,0,5576,235,133
1,0,5357,181,90
1,0,4635,226,128
1,0,8957,588,360
1,0,5261,190,107
1,0,5731,325,186
1,0,1909,175,125
1,0,2791,332,207
1,0,6381,280,166
1,0,8344,558,338
1,0,7998,558,343
1,0,5480,230,119
1,0,6397,381,216
1,0,4915,248,153
1,0,5757,240,136
1,0,4471,248,116
1,0,384,70,42
1,0,276,39,26
1,0,4115,179,108
1,0,3918,172,88
1,0,4223,198,83
1,0,4403,215,115
1,0,2463,262,168
1,0,3912,226,105
1,0,101,31,21
1,0,4130,197,98
1,0,4214,210,116
1,0,4487,219,106
1,0,3324,157,85
1,0,3631,179,96
1,0,3661,184,87
1,0,3786,196,102
1,0,3703,187,94
1,0,3936,182,93
1,0,3287,163,87
1,0,3671,175,89
1,0,3437,163,82
1,0,4123,177,90
1,0,3666,161,78
1,0,4331,178,108
1,0,4048,178,96
1,0,3985,166,99
1,0,4019,191,102
1,0,4409,191,102
1,0,3920,166,88
1,0,5003,196,91
1,0,6376,200,110
1,0,6213,210,123
1,0,6170,228,137
1,0,6232,250,130
1,0,229,51,31
1,0,5877,211,110
1,0,5702,216,119
1,0,5852,205,117
1,0,207,40,23
1,0,200,50,30
1,0,5970,188,118
1,0,6057,209,138
1,0,6143,198,119
1,0,5786,202,106
1,0,5941,207,117
1,0,6277,192,109
1,0,6008,200,112
1,0,6293,216,124
1,0,6227,205,117
1,0,6059,206,129
1,0,6117,182,113
1,0,6181,209,117
1,0,2406,231,168
1,0,5695,211,136
1,0,2148,269,164
1,0,5817,212,131
1,0,1961,220,142
1,0,1923,227,139
1,0,5993,214,130
1,0,5885,249,136
1,0,2108,317,184
1,0,6357,257,129
1,0,6404,231,125
1,0,6676,240,128
1,0,6294,262,153
1,0,6399,229,124
1,0,7017,274,156
1,0,6337,344,174
1,0,7250,268,141
1,0,6494,315,145
1,0,6999,285,165
1,0,6661,247,133
1,0,1834,242,128
1,0,6562,255,125
1,0,6210,293,153
1,0,6353,260,120
1,0,6017,261,143
1,0,6430,276,127
1,0,6276,279,154
1,0,5706,266,139
1,0,6206,257,128
1,0,6501,257,115
1,0,6828,297,152
1,0,6422,278,138
1,0,6519,331,159
1,0,6679,288,156
1,0,6625,351,173
1,0,6596,316,170
1,0,2,2,1
1,0,6855,238,142
1,0,6543,279,160
1,0,6776,259,133
1,0,6686,273,132
1,0,6662,266,131
1,0,6816,333,162
1,0,6525,278,134
1,0,6605,310,151
1,0,6644,252,113
1,0,6484,223,117
1,0,1843,171,85
1,0,6432,276,134
1,0,6490,282,140
1,0,6878,247,128
1,0,6615,244,131
1,0,6493,293,135
1,0,7038,262,133
1,0,6987,251,123
1,0,6603,271,138
1,0,7327,234,119
1,0,6998,280,143
1,0,6944,256,113
1,0,2795,312,171
1,0,6592,265,125
1,0,6499,263,137
1,0,6476,296,156
1,0,6399,287,132
1,0,6515,222,104
1,0,6937,253,135
1,0,6763,277,151
1,0,6025,283,147
1,0,6277,286,147
1,0,2,2,1
1,0,6010,257,123
1,0,5933,312,167
1,0,6249,263,137
1,0,6281,265,132
1,0,6310,290,151
1,0,6827,276,141
1,0,6176,307,140
1,0,6185,313,158
1,0,6454,310,145
1,0,5753,291,160
1,0,6279,306,149
1,0,2160,259,149
1,0,5724,277,162
1,0,6472,243,129
1,0,6381,293,142
1,0,6239,263,135
1,0,5544,295,159
1,0,5816,273,132
1,0,6234,219,125
1,0,6075,242,131
1,0,5962,251,125
1,0,1685,181,101
1,0,6309,269,140
1,0,6664,328,172
1,0,6327,275,148
1,0,6298,275,134
1,0,6108,299,149
1,0,6532,356,186
1,0,6280,324,184
1,0,251,41,25
1,0,6172,263,143
1,0,5969,300,154
1,0,5846,323,149
1,0,219,43,21
1,0,6426,275,134
1,0,6503,264,135
1,0,6450,276,143
1,0,6282,330,175
1,0,6182,295,138
1,0,6509,274,139
1,0,6882,274,131
1,0,6653,302,155
1,0,170,28,14
1,0,7003,252,138
1,0,6570,274,141
1,0,6137,284,145
1,0,6294,289,160
1,0,6318,286,159
1,0,5499,298,138
1,0,5533,288,155
1,0,6175,266,144
1,0,5688,303,154
1,0,5828,296,169
1,0,5814,262,137
1,0,5830,289,158
1,0,4080,188,91
1,0,4239,150,76
1,0,4788,257,136
1,0,4417,176,89
1,0,4071,177,99
1,0,4346,163,89
1,0,3961,175,99
1,0,3455,157,86
1,0,4396,179,100
1,0,4364,185,108
1,0,3824,157,95
1,0,3900,203,90
1,0,3876,185,102
1,0,14386,851,424
1,0,16052,805,400
1,0,13349,740,356
1,0,15650,943,539
1,0,15208,861,501
1,0,3333,173,87
1,0,3288,191,114
1,0,3340,169,93
1,0,3630,173,100
1,0,5665,405,216
1,0,3228,166,89
1,0,6114,320,197
1,0,7639,462,260
1,0,7080,492,293
1,0,5390,297,258
1,0,263,29,17
0,1,62,31,9
0,1,22,7,4
0,1,86,17,13
0,1,42,14,7
0,1,17,6,4
0,1,18,9,5
0,1,12,4,4
0,1,12,5,6
0,1,12,4,4
0,1,12,5,5
0,1,12,5,4
0,1,14,10,4
0,1,12,6,3
0,1,15,7,3
0,1,12,6,3
0,1,65,12,10
0,1,12,9,4
0,1,12,6,4
0,1,11,5,3
0,1,17,6,5
0,1,15,6,4
0,1,12,6,4
0,1,9,5,4
0,1,8,3,4
0,1,8,4,3
0,1,9,4,4
0,1,6,3,3
0,1,6,6,2
0,1,10,4,5
0,1,16,8,4
0,1,17,7,4
0,1,28,11,7
0,1,16,7,4
0,1,67,23,13
0,1,16,6,4
0,1,18,7,4
0,1,17,12,5
0,1,26,13,7
0,1,18,7,5
0,1,17,7,6
0,1,16,6,4
0,1,17,7,4
0,1,16,9,8
0,1,17,6,4
0,1,18,8,6
0,1,18,6,5
0,1,18,6,4
0,1,17,9,7
0,1,16,9,5
0,1,16,5,6
0,1,32,16,8
0,1,16,5,4
0,1,16,7,5
0,1,16,6,5
0,1,21,8,5
0,1,17,8,5
0,1,22,10,4
0,1,49,19,12
0,1,16,7,4
0,1,17,7,7
0,1,18,9,8
0,1,16,8,4
0,1,16,5,4
0,1,17,6,4
0,1,19,7,6
0,1,21,15,7
0,1,26,9,8
0,1,26,13,7
0,1,19,10,7
0,1,17,9,6
0,1,16,5,4
0,1,16,9,6
0,0,268,29,31
0,0,370,48,62
0,0,330,48,61
0,0,207,25,39
0,0,594,55,81
0,0,578,73,90
0,0,788,78,127
0,0,145,23,36
0,0,97,19,25
0,0,139,27,35
0,0,175,30,38
0,0,144,20,47
0,0,73,15,30
0,0,89,16,28
0,0,72,15,18
0,0,64,14,19
0,0,115,18,29
0,0,58,15,20
0,0,60,16,19
0,0,134,47,13
0,0,52,20,8
0,0,123,29,13
0,0,81,28,9
0,0,56,26,6
0,0,68,24,9
0,0,79,19,11
0,0,2028,129,157
0,0,78,15,17
0,0,127,19,31
0,0,540,57,88
0,0,716,74,103
0,0,571,68,95
0,0,1082,102,150
0,0,1004,99,134
0,0,477,82,107
0,0,695,99,117
0,0,319,31,50
0,0,585,91,105
0,0,495,67,90
0,0,492,59,83
0,0,969,124,163
0,0,733,75,112
0,0,975,107,141
0,0,706,56,93
0,0,926,113,146
0,0,653,90,110
0,0,104,25,26
0,0,105,16,23
0,0,82,14,21
0,0,57,13,15
0,0,111,21,24
0,0,161,18,28
0,0,68,13,14
0,0,87,15,20
0,0,87,15,15
0,0,113,11,12
0,0,1812,119,135
0,0,41,8,11
0,0,588,18,51
0,0,106,11,12
0,0,612,46,52
0,0,155,13,14
0,0,247,14,29
0,0,135,12,21
0,0,376,13,47
0,0,202,15,29
0,0,132,32,20
0,0,198,10,37
0,0,128,12,16
0,0,143,15,16
0,0,221,19,22
0,0,114,15,14
0,0,176,44,15
0,0,176,21,19
0,0,513,42,29
0,0,150,27,12
0,0,181,16,20
0,0,279,21,25
0,0,106,25,16
0,0,127,19,15
0,0,50,10,10
0,0,88,14,19
0,0,34,10,6
0,0,46,8,8
0,0,38,12,10
0,0,35,9,9
0,0,66,14,9
0,0,39,9,7
0,0,38,11,8
0,0,32,9,8
0,0,67,12,10
0,0,64,11,10
0,0,115,19,14
0,0,134,20,13
0,0,69,12,11
0,0,101,12,14
0,0,617,53,43
0,0,93,14,11
0,0,68,10,10
0,0,67,13,10
0,0,166,23,31
0,0,75,13,10
0,0,82,14,11
0,0,81,15,10
0,0,55,11,8
0,0,208,23,21
0,0,148,25,23
0,0,126,15,18
0,0,162,21,23
0,0,100,15,12
0,0,329,26,23
0,0,52,11,12
0,0,138,17,16
0,0,87,15,12
0,0,87,16,11
0,0,56,10,12
0,0,659,50,34
0,0,66,14,10
0,0,184,20,18
0,0,662,55,33
0,0,184,23,21
0,0,70,9,11
0,0,107,15,12
0,0,84,17,8
0,0,126,22,21
0,0,90,12,15
0,0,144,16,17
0,0,67,13,15
0,0,94,13,14
0,0,163,18,19
0,0,204,30,17
0,0,78,10,14
0,0,62,11,9
0,0,110,15,11
0,0,65,14,10
0,0,58,11,9
0,0,68,11,10
0,0,822,88,63
0,0,68,10,10
0,0,59,14,12
0,0,71,11,12
0,0,1130,102,101
0,0,1125,83,92
0,0,66,16,11
0,0,69,12,10
0,0,255,25,26
0,0,78,13,8
0,0,54,10,8
0,0,74,11,10
0,0,250,20,20
0,0,51,10,8
0,0,86,11,10
0,0,55,10,8
0,0,110,13,14
0,0,375,32,23
0,0,67,11,11
0,0,126,15,18
0,0,76,13,21
0,0,880,109,61
0,0,52,9,9
0,0,112,21,28
0,0,59,11,10
0,0,84,14,14
0,0,55,11,14
0,0,68,14,14
0,0,78,12,16
0,0,122,16,29
0,0,67,13,11
0,0,56,14,8
0,0,101,15,15
0,0,67,12,11
0,0,77,15,14
0,0,89,14,12
0,0,52,20,8
0,0,105,37,20
0,0,54,12,7
0,0,193,25,30
0,0,223,24,23
0,0,86,16,14
0,0,110,20,24
0,0,81,16,13
0,0,116,18,10
0,0,110,34,16
0,0,89,32,14
0,0,51,14,11
0,0,76,24,7
0,0,51,10,9
0,0,252,20,25
0,0,102,24,15
0,0,979,126,108
0,0,52,10,8
0,0,290,28,22
0,0,56,10,9
0,0,56,19,11
0,0,226,23,44
0,0,187,32,28
0,0,171,23,28
0,0,383,37,33
0,0,120,17,13
0,0,425,28,26
0,0,111,14,12
0,0,96,21,18
0,0,133,14,14
0,0,63,12,10
0,0,69,11,11
0,0,165,16,15
0,0,245,20,23
0,0,88,13,11
0,0,106,11,13
0,0,154,19,16
0,0,88,21,20
0,0,169,20,19
0,0,80,12,13
0,0,63,12,14
0,0,84,15,11
0,0,79,12,15
0,0,66,14,10
0,0,350,31,25
0,0,85,11,12
0,0,82,16,9
0,0,60,11,11
0,0,108,17,17
0,0,57,10,8
0,0,34,8,10
0,0,51,25,11
0,0,116,18,14
0,0,79,17,15
0,0,114,18,12
0,0,38,9,7
0,0,32,9,8
0,0,25,6,6
0,0,45,10,7
0,0,223,31,32
0,0,62,12,9
0,0,84,13,12
0,0,137,16,13
0,0,148,21,19
0,0,52,9,9
0,0,68,14,10
0,0,60,12,10
0,0,113,14,12
0,0,51,10,9
0,0,70,12,10
0,0,66,13,10
0,0,104,16,13
0,0,140,18,14
0,0,64,14,8
0,0,57,12,7
0,0,114,16,14
0,0,58,10,8
0,0,767,42,37
0,0,66,10,13
0,0,59,8,8
0,0,93,14,11
0,0,84,11,12
0,0,76,18,8
0,0,63,16,12
0,0,52,10,8
0,0,84,12,10
0,0,121,14,18
0,0,61,11,9
0,0,75,15,11
0,0,72,14,10
0,0,50,11,9
0,0,88,13,12
0,0,107,15,12
0,0,147,17,17
0,0,84,9,15
0,0,32,6,7
0,0,62,11,10
0,0,273,31,40
0,0,1176,67,60
0,0,2400,96,95
0,0,177,18,18
0,0,61,10,10
0,0,220,19,21
0,0,67,11,10
0,0,341,39,43
0,0,57,8,14
0,0,80,12,12
0,0,111,15,11
0,0,98,14,11
0,0,168,15,20
0,0,172,24,25
0,0,631,46,51
0,0,1015,49,59
0,0,561,57,50
0,0,8391,609,343
0,0,158,65,39
0,0,60,13,14
0,0,51,10,10
0,0,90,17,11
0,0,212,38,32
0,0,217,60,39
0,0,81,17,17
0,0,239,30,43
0,0,59,15,11
0,0,63,9,12
0,0,215,28,39
0,0,350,107,39
0,0,112,44,16
0,0,170,39,20
0,0,153,58,29
0,0,140,43,13
0,0,168,53,30
0,0,226,64,33
0,0,116,32,19
0,0,104,18,12
0,0,156,17,20
0,0,136,50,27
0,0,377,33,45
0,0,224,25,31
0,0,163,18,20
0,0,172,14,18
0,0,184,42,22
0,0,304,30,28
0,0,140,22,19
0,0,262,21,19
0,0,261,27,17
0,0,101,22,13
0,0,144,17,19
0,0,116,19,10
0,0,563,36,34
0,0,3187,208,198
0,0,210,20,22
0,0,112,13,14
0,0,114,14,15
0,0,446,43,52
0,0,139,15,16
0,0,178,16,17
0,0,128,17,15
0,0,460,52,41
0,0,112,15,14
0,0,102,15,11
0,0,260,24,20
0,0,106,16,14
0,0,178,20,16
0,0,561,106,62
0,0,186,35,18
0,0,131,22,17
0,0,3234,198,207
0,0,4663,709,425
0,0,1095,192,134
0,0,505,83,41
0,0,571,58,43
0,0,790,103,83
0,0,903,76,83
0,0,551,44,27
0,0,328,69,41
0,0,270,31,25
0,0,210,41,29
0,0,231,25,20
0,0,109,18,11
0,0,254,26,20
0,0,105,15,11
0,0,166,17,16
0,0,125,15,12
0,0,335,39,31
0,0,101,12,12
0,0,143,15,12
0,0,114,17,11
0,0,110,16,11
0,0,114,14,12
0,0,115,15,12
0,0,124,17,13
0,0,114,15,11
0,0,132,16,15
0,0,282,37,33
0,0,125,14,14
0,0,263,25,23
0,0,192,24,32
0,0,121,18,14
0,0,248,18,20
0,0,108,17,14
0,0,115,17,12
0,0,408,30,27
0,0,463,37,24
0,0,121,12,20
0,0,75,16,15
0,0,65,12,17
0,0,108,14,11
0,0,133,16,21
0,0,63,21,19
0,0,50,10,10
0,0,62,13,15
0,0,204,27,21
0,0,104,31,17
0,0,196,23,18
0,0,181,83,34
0,0,129,48,35
0,0,143,39,24
0,0,126,51,36
0,0,110,32,17
0,0,101,16,12
0,0,181,38,25
0,0,122,31,23
0,0,105,24,15
0,0,113,40,21
0,0,155,27,17
0,0,107,27,11
0,0,118,32,21
0,0,147,26,24
0,0,147,43,30
0,0,105,21,12
0,0,102,27,15
0,0,161,44,39
0,0,168,44,26
0,0,125,29,20
0,0,118,28,16
0,0,196,38,27
0,0,308,44,44
0,0,274,46,29
0,0,129,40,24
0,0,194,28,23
0,0,313,72,35
0,0,114,31,24
0,0,152,37,35
0,0,117,23,17
0,0,146,44,28
0,0,106,35,22
0,0,175,53,32
0,0,208,64,49
0,0,238,62,41
0,0,385,72,37
0,0,289,57,33
0,0,364,99,60
0,0,169,47,27
0,0,102,16,14
0,0,574,35,35
0,0,194,26,24
0,0,780,47,45
0,0,336,30,25
0,0,129,15,13
0,0,143,20,21
0,0,141,15,16
0,0,133,19,14
0,0,101,16,13
0,0,147,20,13
0,0,163,21,16
0,0,238,23,22
0,0,699,38,32
0,0,571,37,25
0,0,176,25,32
0,0,142,23,28
0,0,119,16,12
0,0,123,20,19
0,0,162,14,23
0,0,349,27,28
0,0,122,13,15
0,0,231,25,27
0,0,287,27,23
0,0,143,15,15
0,0,519,33,41
0,0,110,20,22
0,0,140,25,28
0,0,231,26,16
0,0,1035,67,55
0,0,137,13,16
0,0,525,16,106
0,0,2463,188,212
0,0,4298,188,189
0,0,2643,170,285
0,0,269,22,29
0,0,375,25,37
0,0,15,5,4
0,0,5632,286,141
0,0,5951,302,136
0,0,69,10,14
0,0,138,23,26
0,0,116,17,19
0,0,308,25,42
0,0,116,17,18
0,0,152,25,32
0,0,108,12,15
0,0,352,41,53
0,0,190,22,31
0,0,111,16,23
0,0,211,26,28
0,0,6652,359,392
0,0,253,36,46
0,0,1125,63,131
0,0,110,12,20
0,0,125,14,21
0,0,150,12,22
0,0,140,11,17
0,0,199,12,19
0,0,110,11,19
0,0,196,11,31
0,0,145,13,24
0,0,213,17,37
0,0,161,13,29
0,0,304,18,32
0,0,161,12,21
0,0,137,18,39
0,0,125,15,26
0,0,189,18,35
0,0,124,16,22
0,0,91,15,17
0,0,56,11,11
0,0,83,18,31
0,0,131,16,23
0,0,313,33,58
0,0,891,36,155
0,0,134,12,25
0,0,230,22,50
0,0,120,26,17
0,0,133,32,25
0,0,103,25,26
0,0,170,23,24
0,0,168,37,33
0,0,125,35,18
0,0,201,38,35
0,0,169,25,26
0,0,150,47,28
0,0,103,24,17
0,0,146,36,29
0,0,294,51,49
0,0,198,42,34
0,0,192,34,32
0,0,180,33,23
0,0,107,18,19
0,0,182,29,30
0,0,264,38,42
0,0,213,42,39
0,0,308,29,39
0,0,265,39,46
0,0,229,53,37
0,0,270,34,38
0,0,390,51,50
0,0,217,32,32
0,0,56,11,11
0,0,114,21,14
0,0,99,15,15
0,0,244,24,33
0,0,56,9,10
0,0,303,20,24
0,0,308,30,35
0,0,139,19,23
0,0,187,20,21
0,0,872,165,53
0,0,170,44,15
0,0,1753,249,132
0,0,49,9,7
0,0,383,81,59
0,0,162,46,27
