steel/table14.V21,steel/table14.V25
0.0,-0.5714
1.0,0.4878
0.0,-0.0592
0.0,-0.2353
1.0,0.35
0.5,0.0
0.5,0.0
0.5,0.0
1.0,0.5714
0.0,-0.5983
1.0,0.4615
1.0,0.8932
1.0,0.6078
1.0,0.1429
1.0,0.6786
1.0,0.3333
0.0,-0.6956
0.0,-0.3889
1.0,0.4583
1.0,0.3636
0.0,-0.6387
0.0,-0.5833
1.0,0.1
0.0,-0.8667
1.0,0.4615
0.5,0.0
1.0,0.4074
0.5,0.0
1.0,0.55
1.0,0.2857
0.0,-0.5806
0.0,-0.4214
1.0,0.0256
1.0,0.5294
0.0,-0.1111
1.0,0.8615
1.0,0.0833
0.0,-0.375
1.0,0.25
1.0,0.4615
1.0,0.4167
1.0,0.9205
0.0,-0.5872
1.0,0.3077
1.0,0.7143
1.0,0.8333
0.0,-0.1038
0.0,-0.0633
1.0,0.1667
0.0,-0.2
1.0,0.3889
1.0,0.4444
1.0,0.3333
1.0,0.5667
0.0,-0.6726
0.0,-0.5556
1.0,0.4286
0.0,-0.1429
0.0,-0.1539
1.0,0.7
1.0,0.6667
1.0,0.6
1.0,0.4615
0.0,-0.2
1.0,0.0435
1.0,0.55
1.0,0.1177
1.0,0.7917
1.0,0.2857
0.0,-0.5805
1.0,0.6539
1.0,0.65
0.0,-0.844
0.0,-0.2727
1.0,0.0679
0.0,-0.0357
1.0,0.7353
0.5,0.0
0.0,-0.6384
1.0,0.1667
1.0,0.7188
1.0,0.6364
1.0,0.6071
1.0,0.4667
1.0,0.3571
1.0,0.1439
1.0,0.1184
0.5,0.0
1.0,0.72
0.0,-0.1676
1.0,0.5417
1.0,0.0909
0.0,-0.7368
1.0,0.0168
0.5,0.0
0.0,-0.655
0.0,-0.6337
1.0,0.7936
0.0,-0.48
1.0,0.2857
1.0,0.7661
0.5,0.0
1.0,0.3913
0.0,-0.6312
1.0,0.5333
0.0,-0.6548
1.0,0.9231
1.0,0.8158
0.0,-0.6222
1.0,0.6061
1.0,0.25
1.0,0.2
1.0,0.9481
0.5,0.0
1.0,0.1131
1.0,0.6667
0.0,-0.8194
0.0,-0.5357
1.0,0.05
0.0,-0.9706
1.0,0.6765
1.0,0.875
0.0,-0.5161
1.0,0.3571
1.0,0.1579
1.0,0.1923
0.0,-0.0909
1.0,0.5714
0.0,-0.0769
1.0,0.9325
0.0,-0.5073
1.0,0.8968
1.0,0.3333
0.0,-0.4375
0.0,-0.6786
0.0,-0.6
0.5,0.0
0.0,-0.6145
1.0,0.0833
1.0,0.625
1.0,0.8871
1.0,0.2143
0.0,-0.0833
1.0,0.3
1.0,0.1238
0.0,-0.7
1.0,0.5161
1.0,0.4667
0.0,-0.0517
0.0,-0.578
0.0,-0.0909
0.0,-0.4832
1.0,0.3
1.0,0.1818
0.0,-0.4
0.0,-0.5
1.0,0.7105
1.0,0.5263
1.0,0.55
0.0,-0.2632
1.0,0.8667
1.0,0.4815
1.0,0.8972
1.0,0.1789
1.0,0.2
1.0,0.1333
1.0,0.1111
0.0,-0.1154
1.0,0.3333
1.0,0.8161
1.0,0.5439
0.0,-0.2857
1.0,0.8137
0.0,-0.1818
0.0,-0.5349
0.0,-0.25
0.0,-0.1111
1.0,0.9054
0.0,-0.4815
1.0,0.9607
0.0,-0.7037
1.0,0.0625
0.0,-0.1177
1.0,0.4118
1.0,0.36
0.0,-0.3077
0.0,-0.5645
0.0,-0.4737
0.0,-0.2
0.0,-0.8461
1.0,0.75
1.0,0.7
1.0,0.5714
1.0,0.4118
0.0,-0.0909
0.5,0.0
0.0,-0.6012
1.0,0.3667
0.0,-0.125
1.0,0.7097
1.0,0.1
1.0,0.7813
0.0,-0.3636
0.0,-0.1667
1.0,0.125
0.0,-0.7143
0.0,-0.1667
1.0,0.937
0.0,-0.6171
1.0,0.2439
1.0,0.4286
0.0,-0.2632
1.0,0.0909
0.0,-0.65
1.0,0.0602
0.0,-0.9158
0.0,-0.6272
1.0,0.6812
1.0,0.76
0.0,-0.1154
1.0,0.0361
1.0,0.6923
1.0,0.2941
0.0,-0.6296
1.0,0.5909
1.0,0.0461
1.0,0.4286
0.0,-0.0588
1.0,0.0526
0.0,-0.6057
1.0,0.4
1.0,0.5556
1.0,0.4545
0.0,-0.1129
1.0,0.0769
0.0,-0.4
1.0,0.2941
0.0,-0.586
0.0,-0.1
0.0,-0.4815
1.0,0.2632
1.0,0.25
0.0,-0.2727
1.0,0.8
0.0,-0.0769
0.0,-0.0435
1.0,0.1429
0.0,-0.6163
1.0,0.6452
1.0,0.0313
0.0,-0.8947
1.0,0.1379
0.0,-0.6114
0.0,-0.8824
0.0,-0.375
1.0,0.7885
0.0,-0.5363
1.0,0.3043
1.0,0.4545
0.0,-0.5333
1.0,0.75
1.0,0.6944
1.0,0.6667
1.0,0.0368
0.0,-0.9286
1.0,0.7977
1.0,0.4286
1.0,0.4167
0.0,-0.3636
0.0,-0.5625
1.0,0.6667
1.0,0.3333
1.0,0.8757
0.0,-0.3973
1.0,0.1905
0.0,-0.2308
1.0,0.5246
0.0,-0.375
0.5,0.0
0.0,-0.1667
1.0,0.8065
1.0,0.0909
1.0,0.2
0.0,-0.6667
0.0,-0.6744
1.0,0.2222
1.0,0.2727
1.0,0.1539
1.0,0.5862
0.0,-0.3636
1.0,0.1105
1.0,0.3
0.0,-0.3684
1.0,0.2941
1.0,0.773
0.0,-0.6
1.0,0.7162
0.0,-0.0909
1.0,0.3158
1.0,0.4
1.0,0.25
0.5,0.0
0.0,-0.0833
1.0,0.6471
1.0,0.6667
1.0,0.381
0.0,-0.3684
1.0,0.68
1.0,0.6342
1.0,0.7636
1.0,0.7778
0.0,-0.9118
1.0,0.7143
0.0,-0.6286
1.0,0.0476
1.0,0.1333
0.0,-0.0909
0.0,-0.1
0.0,-0.6491
1.0,0.6296
1.0,0.8806
0.0,-0.2083
1.0,0.8571
1.0,0.5217
0.0,-0.25
1.0,0.6066
0.0,-0.6148
0.0,-0.3
1.0,0.5454
1.0,0.0556
1.0,0.4828
0.0,-0.6279
1.0,0.7
1.0,0.7782
0.0,-0.4867
0.0,-0.1765
0.0,-0.8409
0.5,0.0
1.0,0.2618
1.0,0.4286
1.0,0.1191
1.0,0.1667
1.0,0.7419
1.0,0.1818
1.0,0.5556
1.0,0.5294
1.0,0.6087
0.0,-0.1111
0.0,-0.5846
0.0,-0.0833
1.0,0.4583
0.0,-0.0058
0.0,-0.6154
1.0,0.0602
0.0,-0.025
1.0,0.4
0.5,0.0
1.0,0.4762
1.0,0.8522
1.0,0.8444
0.0,-0.4545
1.0,0.8921
0.0,-0.0261
1.0,0.6342
1.0,0.8736
1.0,0.7423
0.0,-0.1429
0.0,-0.627
0.0,-0.2105
1.0,0.4783
0.0,-0.5909
0.0,-0.1875
0.5,0.0
1.0,0.6389
1.0,0.7222
1.0,0.7273
1.0,0.7701
1.0,0.575
1.0,0.7619
1.0,0.6667
0.0,-0.0058
1.0,0.8947
1.0,0.1539
0.0,-0.5294
0.0,-0.1818
0.0,-0.0588
0.0,-0.6194
0.0,-0.7222
0.0,-0.2941
0.0,-0.6243
1.0,0.3137
0.0,-0.0909
1.0,0.4545
0.5,0.0
1.0,0.0435
1.0,0.1522
1.0,0.3636
0.0,-0.2727
0.0,-0.0686
0.0,-0.803
0.0,-0.375
0.0,-0.1
0.0,-0.5876
1.0,0.4667
0.0,-0.0606
0.0,-0.0442
0.0,-0.605
0.0,-0.6185
0.0,-0.2273
1.0,0.3077
1.0,0.4545
1.0,0.5714
0.0,-0.6127
1.0,0.4286
1.0,0.44
1.0,0.1111
1.0,0.6667
1.0,0.5376
1.0,0.4667
1.0,0.6522
1.0,0.5714
1.0,0.6
0.0,-0.0773
0.0,-0.6242
1.0,0.7273
1.0,0.6559
1.0,0.6047
1.0,0.2857
0.0,-0.6667
1.0,0.5484
1.0,0.3
1.0,0.25
1.0,0.4375
1.0,0.3636
0.0,-0.5769
1.0,0.7419
1.0,0.25
1.0,0.4615
0.0,-0.1765
0.0,-0.1
1.0,0.4615
0.0,-0.1818
1.0,0.5
0.0,-0.5667
0.0,-0.5385
1.0,0.4
0.0,-0.4667
1.0,0.7188
1.0,0.6667
0.5,0.0
0.0,-0.6012
1.0,0.1111
1.0,0.6087
1.0,0.6667
0.0,-0.9138
0.0,-0.3529
0.0,-0.4048
1.0,0.6667
0.0,-0.6271
0.5,0.0
0.0,-0.6159
0.0,-0.6114
1.0,0.5
0.0,-0.1667
0.0,-0.0909
0.0,-0.6
1.0,0.6471
0.5,0.0
1.0,0.8934
1.0,0.2727
1.0,0.6567
1.0,0.7068
0.0,-0.5238
1.0,0.6
0.0,-0.5
1.0,0.0833
1.0,0.6383
1.0,0.1143
0.5,0.0
0.0,-0.1064
1.0,0.0385
0.0,-0.5128
1.0,0.0588
0.0,-0.5833
0.5,0.0
1.0,0.0952
1.0,0.3
0.0,-0.3939
1.0,0.806
1.0,0.2907
0.0,-0.2667
1.0,0.1429
1.0,0.3333
1.0,0.44
1.0,0.2828
1.0,0.82
1.0,0.7143
1.0,0.6563
1.0,0.5385
1.0,0.8261
1.0,0.6406
1.0,0.6667
0.0,-0.6116
1.0,0.4286
0.0,-0.0833
1.0,0.7193
1.0,0.7471
1.0,0.6539
0.0,-0.1111
0.0,-0.3333
1.0,0.7593
1.0,0.8434
1.0,0.8065
0.0,-0.6364
1.0,0.5
1.0,0.0833
1.0,0.7192
0.5,0.0
0.0,-0.0409
0.0,-0.4643
1.0,0.6818
0.5,0.0
1.0,0.8372
0.0,-0.4706
1.0,0.815
0.0,-0.5641
1.0,0.5
0.0,-0.1329
1.0,0.3333
1.0,0.2667
0.0,-0.0833
1.0,0.5
1.0,0.72
1.0,0.1429
1.0,0.875
1.0,0.25
1.0,0.3571
1.0,0.3158
1.0,0.7241
1.0,0.4
0.0,-0.1429
1.0,0.3696
1.0,0.7333
1.0,0.2
0.0,-0.6154
1.0,0.2143
0.0,-0.05
0.0,-0.4286
0.0,-0.2222
1.0,0.6429
1.0,0.4231
0.5,0.0
1.0,0.0938
0.0,-0.6172
0.0,-0.1905
1.0,0.375
1.0,0.8182
1.0,0.4737
1.0,0.3
1.0,0.4167
0.0,-0.125
1.0,0.6316
1.0,0.0645
0.0,-0.2
0.5,0.0
0.0,-0.4545
1.0,0.1429
1.0,0.2647
1.0,0.5833
1.0,0.1429
1.0,0.1171
0.0,-0.2394
0.5,0.0
1.0,0.1765
1.0,0.7719
0.0,-0.5882
1.0,0.2
1.0,0.6667
1.0,0.1818
1.0,0.9018
1.0,0.2727
1.0,0.5143
1.0,0.9552
1.0,0.7209
0.0,-0.0909
0.0,-0.9514
0.0,-0.303
0.0,-0.0968
0.0,-0.1818
1.0,0.9091
0.0,-0.28
1.0,0.9024
1.0,0.0571
0.0,-0.6242
1.0,0.4091
1.0,0.1429
1.0,0.6042
0.0,-0.1539
1.0,0.1667
0.5,0.0
0.0,-0.6667
1.0,0.1484
0.0,-0.1667
1.0,0.2
0.0,-0.1111
0.0,-0.6622
0.0,-0.72
1.0,0.7308
1.0,0.3636
0.0,-0.616
1.0,0.4727
0.0,-0.48
0.0,-0.9478
0.0,-0.05
1.0,0.15
1.0,0.3636
1.0,0.1818
0.0,-0.5843
1.0,0.7292
0.0,-0.3889
1.0,0.3889
0.5,0.0
1.0,0.0993
0.0,-0.75
1.0,0.1111
1.0,0.5213
1.0,0.0769
0.0,-0.5263
1.0,0.0833
1.0,0.5
0.0,-0.5556
0.0,-0.2222
1.0,0.9096
0.0,-0.1539
1.0,0.7692
1.0,0.1765
0.0,-0.6257
1.0,0.5614
1.0,0.6
1.0,0.5313
1.0,0.1177
0.0,-0.0769
1.0,0.0909
1.0,0.8667
0.0,-0.3333
0.0,-0.6242
1.0,0.1786
1.0,0.8036
1.0,0.1177
1.0,0.5
0.0,-0.125
1.0,0.7
0.0,-0.2308
1.0,0.1065
0.0,-0.1539
0.0,-0.5265
0.0,-0.657
1.0,0.3846
0.0,-0.3913
1.0,0.7917
0.0,-0.6159
1.0,0.75
0.0,-0.3333
0.0,-0.2609
1.0,0.7609
1.0,0.6364
1.0,0.4
0.0,-0.1707
1.0,0.5833
0.0,-0.5957
1.0,0.1091
1.0,0.5769
1.0,0.55
1.0,0.9163
0.0,-0.3333
1.0,0.7619
0.0,-0.2059
0.0,-0.1667
1.0,0.6571
0.0,-0.7647
0.0,-0.4545
1.0,0.7188
0.5,0.0
0.0,-0.4489
1.0,0.7473
1.0,0.4681
1.0,0.4118
1.0,0.1169
0.0,-0.6667
0.0,-0.6047
0.0,-0.4615
1.0,0.0727
0.0,-0.2609
0.0,-0.8889
1.0,0.4915
1.0,0.2
0.0,-0.8681
1.0,0.8824
0.0,-0.4667
0.0,-0.1667
1.0,0.25
1.0,0.5
1.0,0.6748
0.0,-0.6
0.0,-0.1429
0.0,-0.1429
1.0,0.1333
1.0,0.1
1.0,0.1111
0.5,0.0
0.0,-0.1681
1.0,0.1429
1.0,0.3158
0.5,0.0
1.0,0.8889
0.0,-0.0813
0.0,-0.5882
0.0,-0.1893
0.5,0.0
0.0,-0.1429
1.0,0.4667
0.0,-0.0058
0.0,-0.4633
1.0,0.5556
0.0,-0.2222
1.0,0.7952
0.5,0.0
1.0,0.8044
0.0,-0.6069
1.0,0.3636
1.0,0.3684
1.0,0.0714
0.0,-0.5574
1.0,0.1539
0.0,-0.7273
1.0,0.6923
0.0,-0.1111
0.0,-0.6348
1.0,0.6364
1.0,0.6552
1.0,0.7931
1.0,0.7966
0.0,-0.3333
0.5,0.0
1.0,0.4091
1.0,0.0898
0.0,-0.6369
0.5,0.0
0.0,-0.2941
0.0,-0.9546
0.0,-0.6403
0.0,-0.0374
0.0,-0.9319
1.0,0.7222
1.0,0.2222
0.0,-0.6114
1.0,0.9286
0.0,-0.1921
1.0,0.5
0.0,-0.7108
0.0,-0.6229
1.0,0.0833
1.0,0.6154
1.0,0.8942
0.0,-0.1177
1.0,0.2222
0.0,-0.5
1.0,0.0465
0.0,-0.6568
1.0,0.0667
1.0,0.8438
0.0,-0.1161
0.0,-0.7619
0.0,-0.5294
0.0,-0.1539
1.0,0.9467
0.0,-0.6215
0.0,-0.6667
1.0,0.55
0.0,-0.6057
1.0,0.9264
0.0,-0.5
1.0,0.1111
1.0,0.5
1.0,0.6071
0.0,-0.2381
0.0,-0.1429
0.0,-0.125
0.0,-0.6392
1.0,0.6087
1.0,0.2727
0.0,-0.5
1.0,0.3462
0.0,-0.4
0.0,-0.0667
0.0,-0.8065
1.0,0.0667
1.0,0.1724
0.0,-0.5986
1.0,0.5263
0.0,-0.4
0.0,-0.614
1.0,0.8182
1.0,0.25
1.0,0.9388
1.0,0.0794
1.0,0.0952
1.0,0.754
1.0,0.7
1.0,0.0909
0.0,-0.625
0.5,0.0
0.0,-0.1364
1.0,0.4091
1.0,0.4545
1.0,0.4444
0.5,0.0
0.5,0.0
1.0,0.5294
0.0,-0.6
1.0,0.1852
0.0,-0.7826
1.0,0.7059
0.5,0.0
1.0,0.3667
0.0,-0.4828
0.0,-0.5714
0.0,-0.5613
0.0,-0.6627
0.0,-0.0526
1.0,0.3529
0.0,-0.25
1.0,0.4074
1.0,0.1278
0.0,-0.6667
0.0,-0.0667
1.0,0.45
0.0,-0.2
1.0,0.1228
0.0,-0.5906
1.0,0.8271
1.0,0.3333
0.0,-0.0741
0.5,0.0
0.0,-0.2
1.0,0.7667
0.0,-0.4286
0.5,0.0
1.0,0.75
0.0,-0.7778
1.0,0.8235
0.0,-0.6667
1.0,0.6522
0.0,-0.6158
0.5,0.0
1.0,0.4375
0.0,-0.6158
1.0,0.5238
1.0,0.8913
1.0,0.0833
1.0,0.4615
0.0,-0.1111
1.0,0.4667
1.0,0.2308
1.0,0.6897
0.0,-0.3333
0.0,-0.4286
0.0,-0.2
1.0,0.9338
0.0,-0.1111
1.0,0.2857
0.0,-0.05
1.0,0.75
0.0,-0.3684
0.0,-0.0055
0.0,-0.0909
1.0,0.3529
1.0,0.8487
0.0,-0.8148
0.0,-0.2941
0.0,-0.4706
1.0,0.8412
1.0,0.1
1.0,0.6129
0.0,-0.1395
0.0,-0.1304
0.0,-0.6
1.0,0.4615
1.0,0.4348
0.0,-0.506
0.0,-0.8518
0.0,-0.9472
0.0,-0.6
1.0,0.0625
1.0,0.0506
1.0,0.7857
0.0,-0.6215
0.0,-0.0762
0.0,-0.0449
0.0,-0.2941
1.0,0.5556
0.0,-0.5152
1.0,0.7209
0.5,0.0
1.0,0.7931
0.0,-0.3043
0.0,-0.5373
0.5,0.0
0.0,-0.6549
0.5,0.0
1.0,0.3846
0.0,-0.7895
0.0,-0.5
0.0,-0.4545
1.0,0.2222
0.0,-0.1667
0.0,-0.6667
0.0,-0.039
1.0,0.8364
0.5,0.0
1.0,0.9137
1.0,0.6522
0.0,-0.5896
0.0,-0.6185
0.0,-0.381
0.0,-0.604
1.0,0.55
1.0,0.8082
1.0,0.625
1.0,0.3333
1.0,0.6539
1.0,0.1111
1.0,0.1515
1.0,0.3333
0.0,-0.375
0.0,-0.4211
1.0,0.25
0.0,-0.4706
0.0,-0.0488
1.0,0.5
0.0,-0.6171
0.5,0.0
0.0,-0.6
1.0,0.0424
1.0,0.6613
0.0,-0.1429
0.0,-0.2759
1.0,0.5926
0.0,-0.5
1.0,0.2174
0.0,-0.1667
1.0,0.0818
1.0,0.5714
0.5,0.0
1.0,0.5333
1.0,0.8657
1.0,0.6716
0.0,-0.0833
0.5,0.0
0.0,-0.6048
0.0,-0.0714
0.0,-0.6229
1.0,0.2
1.0,0.1539
1.0,0.1539
1.0,0.8562
0.5,0.0
1.0,0.72
0.5,0.0
0.0,-0.4286
1.0,0.9103
1.0,0.4091
1.0,0.641
0.0,-0.1875
0.0,-0.0449
0.0,-0.6364
0.0,-0.85
1.0,0.3571
1.0,0.8591
0.0,-0.2
1.0,0.0833
1.0,0.5116
0.0,-0.0133
1.0,0.3333
0.0,-0.0714
0.0,-0.661
1.0,0.5
0.0,-0.6136
1.0,0.3636
0.0,-0.2
0.0,-0.1563
0.0,-0.1111
1.0,0.4667
1.0,0.1
1.0,0.7568
0.0,-0.4828
0.0,-0.4286
1.0,0.36
1.0,0.4231
1.0,0.1852
1.0,0.8158
1.0,0.5484
0.0,-0.5909
1.0,0.0909
1.0,0.6539
0.0,-0.5657
0.0,-0.4242
1.0,0.0573
1.0,0.4091
1.0,0.3182
0.0,-0.7273
1.0,0.8835
0.0,-0.2
1.0,0.0769
0.0,-0.5686
0.0,-0.1818
1.0,0.2857
1.0,0.5833
1.0,0.4737
0.0,-0.7406
0.0,-0.55
1.0,0.7386
1.0,0.2353
1.0,0.6452
0.0,-0.25
1.0,0.5
1.0,0.1
0.0,-0.28
0.0,-0.2
1.0,0.4906
0.0,-0.3793
1.0,0.6809
1.0,0.125
1.0,0.3333
1.0,0.25
1.0,0.7347
1.0,0.4167
0.0,-0.6257
1.0,0.64
1.0,0.5143
0.0,-0.1429
0.0,-0.4091
0.0,-0.0667
1.0,0.7143
1.0,0.0958
0.0,-0.6082
0.0,-0.1
0.0,-0.5454
0.0,-0.6713
0.0,-0.0909
1.0,0.0629
0.0,-0.6956
0.0,-0.2143
1.0,0.7547
1.0,0.75
0.0,-0.9559
1.0,0.0718
1.0,0.1818
1.0,0.936
0.0,-0.6069
0.0,-0.4706
1.0,0.0625
1.0,0.4286
1.0,0.3333
0.0,-0.0588
1.0,0.1579
0.0,-0.6243
1.0,0.5556
0.0,-0.5
1.0,0.3571
1.0,0.1818
1.0,0.64
1.0,0.0769
0.0,-0.8049
1.0,0.2308
1.0,0.1818
1.0,0.1364
0.0,-0.4297
1.0,0.6667
0.0,-0.2353
1.0,0.8431
1.0,0.3529
0.0,-0.7727
0.0,-0.2647
1.0,0.1818
1.0,0.375
1.0,0.45
1.0,0.2917
0.0,-0.0833
0.0,-0.0833
1.0,0.2222
1.0,0.8037
1.0,0.8817
1.0,0.2
1.0,0.8116
0.0,-0.5714
1.0,0.7931
1.0,0.6786
0.0,-0.6057
0.0,-0.8571
1.0,0.25
1.0,0.2857
1.0,0.25
1.0,0.6667
0.0,-0.25
1.0,0.1111
1.0,0.4565
1.0,0.8682
1.0,0.1818
0.0,-0.591
1.0,0.7931
1.0,0.2143
1.0,0.3889
1.0,0.4348
1.0,0.0909
1.0,0.0667
1.0,0.3571
0.0,-0.6011
0.0,-0.05
1.0,0.6087
1.0,0.55
1.0,0.8028
0.0,-0.1
0.0,-0.5954
0.0,-0.2
1.0,0.6154
0.0,-0.6176
0.0,-0.9739
1.0,0.3889
1.0,0.3
0.0,-0.5112
0.0,-0.25
1.0,0.7714
0.0,-0.2273
0.5,0.0
0.0,-0.1875
0.0,-0.56
1.0,0.6429
1.0,0.2941
0.0,-0.7895
1.0,0.84
1.0,0.6923
0.0,-0.4054
0.0,-0.95
1.0,0.7407
1.0,0.2
1.0,0.4375
0.0,-0.6
0.0,-0.6229
1.0,0.4706
1.0,0.0526
0.0,-0.6573
0.0,-0.6127
0.0,-0.6026
1.0,0.7436
0.0,-0.3182
0.5,0.0
1.0,0.1
1.0,0.2178
0.5,0.0
0.0,-0.5496
1.0,0.2
0.0,-0.0909
0.5,0.0
0.5,0.0
0.0,-0.1
1.0,0.0377
1.0,0.5517
1.0,0.1875
0.0,-0.586
1.0,0.5454
0.0,-0.5
1.0,0.4286
1.0,0.7368
1.0,0.7447
1.0,0.6
1.0,0.2
1.0,0.9124
0.0,-0.2667
1.0,0.6546
0.0,-0.0913
0.0,-0.1667
1.0,0.0833
0.0,-0.7548
0.0,-0.6667
0.0,-0.0952
1.0,0.3571
0.0,-0.1923
0.0,-0.5714
1.0,0.125
0.0,-0.6412
1.0,0.68
1.0,0.2
1.0,0.3333
0.0,-0.442
0.0,-0.6171
1.0,0.5789
0.0,-0.4
1.0,0.7237
1.0,0.9008
1.0,0.1636
1.0,0.0516
0.5,0.0
1.0,0.0714
1.0,0.1111
0.0,-0.2
1.0,0.65
1.0,0.6522
0.0,-0.0769
1.0,0.8148
1.0,0.3478
1.0,0.2857
1.0,0.3913
0.0,-0.2222
1.0,0.1818
1.0,0.6279
0.0,-0.7938
1.0,0.7067
1.0,0.9917
0.0,-0.6115
1.0,0.9138
1.0,0.2
1.0,0.2381
1.0,0.6939
0.0,-0.5765
0.0,-0.3333
0.0,-0.8461
1.0,0.007
1.0,0.1818
1.0,0.7692
1.0,0.2174
0.0,-0.0833
1.0,0.0464
1.0,0.0909
0.0,-0.0769
0.0,-0.25
1.0,0.7647
0.0,-0.1667
0.0,-0.1429
1.0,0.8108
0.0,-0.4694
0.0,-0.5882
0.0,-0.5827
1.0,0.8
0.0,-0.4118
1.0,0.6191
1.0,0.0667
0.0,-0.2
0.0,-0.1667
1.0,0.5714
1.0,0.0357
0.0,-0.4516
1.0,0.8642
0.0,-0.375
0.0,-0.4615
1.0,0.8833
1.0,0.7857
1.0,0.8803
0.0,-0.569
1.0,0.038
0.0,-0.6118
1.0,0.4146
1.0,0.4545
0.0,-0.2
0.0,-0.1905
0.0,-0.5163
1.0,0.0909
1.0,0.6
0.5,0.0
1.0,0.1
1.0,0.775
1.0,0.4483
1.0,0.5467
1.0,0.629
0.0,-0.375
0.0,-0.517
1.0,0.2727
0.0,-0.1429
0.0,-0.5185
0.0,-0.9604
1.0,0.7536
0.0,-0.9409
0.0,-0.25
0.0,-0.586
0.0,-0.6875
0.0,-0.5
1.0,0.2632
1.0,0.85
0.0,-0.4375
0.0,-0.6235
1.0,0.2857
1.0,0.5263
1.0,0.2391
1.0,0.8864
1.0,0.6765
0.0,-0.6059
1.0,0.6897
1.0,0.5294
0.0,-0.5417
1.0,0.6389
0.0,-0.5625
1.0,0.2222
1.0,0.7419
0.0,-0.637
0.0,-0.5294
0.0,-0.6069
0.0,-0.2727
1.0,0.717
0.0,-0.4444
1.0,0.4286
0.0,-0.6136
1.0,0.28
1.0,0.679
1.0,0.1
1.0,0.4259
0.0,-0.0331
0.0,-0.3333
1.0,0.9
0.5,0.0
1.0,0.7027
1.0,0.6897
1.0,0.2759
1.0,0.0263
1.0,0.1429
0.0,-0.0938
1.0,0.1
