V17,V25,V26
0.9167,-0.0833,-0.1191
0.5909,0.4091,-0.2076
0.8095,0.1905,-0.1111
0.3929,0.6071,-0.176
0.3704,0.6296,-0.1594
0.1868,0.8132,-0.455
0.9524,0.0476,-0.1325
0.5135,0.4865,-0.2935
0.8571,-0.1429,-0.1408
0.95,-0.05,0.0111
1.0,0.0,-0.0944
0.3726,0.6274,-0.1883
0.5556,0.4444,-0.1199
0.8571,-0.1429,-0.0486
0.5625,0.4375,-0.127
0.625,-0.375,-0.0702
0.8333,0.1667,-0.1106
0.7692,-0.2308,-0.1849
0.4231,-0.5769,-0.1645
1.0,0.0,-0.0397
0.7857,-0.2143,-0.0639
0.5,-0.5,-0.1129
0.9063,-0.0938,-0.2362
0.65,0.35,-0.2356
0.2727,-0.7273,-0.1741
0.7692,0.2308,-0.3039
0.7333,-0.2667,0.0073
0.9,-0.1,-0.1688
0.5882,0.4118,-0.5185
1.0,0.0,-0.1504
0.2381,-0.7619,-0.0504
0.9091,0.0909,-0.0418
0.6842,-0.3158,-0.02
0.8,-0.2,-0.2223
0.3721,0.6279,-0.189
0.6333,0.3667,-0.219
0.8095,0.1905,-0.218
0.9091,-0.0909,-0.2112
0.6667,0.3333,-0.244
0.8182,0.1818,-0.331
0.6956,0.3043,-0.2317
0.5882,-0.4118,-0.0654
0.5185,0.4815,-0.241
0.5714,0.4286,-0.3041
0.4444,0.5556,-0.3142
0.8182,0.1818,-0.2014
0.6923,0.3077,-0.2743
0.4,-0.6,-0.1971
1.0,0.0,-0.0576
0.75,0.25,-0.226
0.7059,-0.2941,-0.2019
0.236,0.764,-0.3705
0.5,0.5,-0.1906
0.1329,0.8671,-0.1429
0.5333,0.4667,-0.2788
0.3443,0.6557,-0.1397
0.7647,0.2353,-0.5216
0.375,0.625,-0.192
0.7,0.3,0.01
0.9,0.1,-0.5217
0.6364,0.3636,-0.2278
0.5625,-0.4375,-0.2423
0.5833,0.4167,-0.2906
0.9,-0.1,-0.2236
0.6191,0.381,-0.1388
0.625,-0.375,-0.0777
0.7059,-0.2941,-0.0985
0.3659,0.6342,-0.2402
0.75,-0.25,-0.555
0.2188,0.7813,-0.188
0.25,0.75,-0.2529
0.8333,0.1667,-0.5227
0.6087,0.3913,-0.2651
0.5385,0.4615,-0.2675
0.3529,0.6471,-0.1903
0.5833,0.4167,-0.1125
0.84,-0.16,-0.0178
0.75,-0.25,-0.0195
0.3962,-0.6038,-0.008
0.6316,-0.3684,-0.0258
0.5961,-0.4038,0.0031
0.7619,-0.2381,0.0044
0.4,-0.6,0.0082
0.5306,-0.4694,0.0159
0.4231,0.5769,-0.2402
0.2667,0.7333,-0.1014
0.0612,0.9388,-0.1628
0.1842,0.8158,-0.0212
0.0962,0.9039,-0.0722
0.5,0.5,-0.0976
0.6842,0.3158,-0.1031
0.36,0.64,-0.0897
0.1032,0.8968,-0.2039
0.1964,0.8036,-0.1431
0.9091,0.0909,0.4208
0.7273,0.2727,0.5237
0.75,0.25,0.3902
0.7273,0.2727,0.46
0.2712,0.7288,0.4058
0.9,-0.1,0.5916
0.8667,0.1333,0.4946
0.1863,0.8137,0.5917
0.6,-0.4,0.5909
0.6111,-0.3889,0.5613
1.0,0.0,0.5799
0.6667,0.3333,0.3751
0.8,0.2,0.4976
0.7273,0.2727,0.4831
0.5,0.5,0.4569
0.6364,0.3636,0.4504
0.8889,0.1111,0.2561
0.8889,0.1111,0.08
0.8,0.2,0.1704
0.8461,0.1539,0.2423
0.6923,0.3077,0.1693
1.0,0.0,0.2839
0.9091,-0.0909,0.2905
0.8889,0.1111,0.3498
0.8182,0.1818,0.3118
0.9091,-0.0909,0.2907
0.75,0.25,0.3146
0.7,0.3,0.3307
0.5454,0.4545,0.3223
0.8889,0.1111,0.338
0.8182,0.1818,0.3043
0.9091,0.0909,0.2964
0.9167,0.0833,0.2486
1.0,0.0,0.3315
0.8841,0.1159,-0.2254
0.5616,-0.4384,-0.351
0.7778,0.2222,-0.2698
1.0,0.0,-0.2682
0.8824,0.1177,-0.2267
0.7143,0.2857,-0.2513
0.6842,0.3158,-0.1685
0.3958,0.6042,-0.3117
0.7059,0.2941,-0.4119
0.0083,0.9917,-0.4068
0.9087,-0.0913,-0.0629
0.9227,-0.0773,-0.0545
0.9289,-0.0711,-0.061
0.5367,-0.4633,-0.0588
0.8839,-0.1161,-0.0543
0.2452,-0.7548,-0.0577
0.9955,0.0045,-0.0606
0.9238,-0.0762,-0.0625
0.5703,-0.4297,-0.0643
0.962,0.038,-0.058
0.9282,0.0718,-0.0681
0.2594,-0.7406,-0.0717
0.8829,0.1171,-0.058
0.9912,0.0088,-0.0589
0.8364,0.1636,-0.0553
0.4627,-0.5373,-0.0572
0.2892,-0.7108,-0.0577
0.8809,0.1191,-0.0525
0.9639,0.0361,-0.066
0.8621,0.1379,-0.0641
0.9626,-0.0374,-0.0799
0.9895,-0.0105,-0.0767
0.915,0.085,-0.0747
0.7936,0.2064,-0.0843
0.9444,0.0556,-0.0783
0.8079,-0.1921,-0.0935
0.2062,-0.7938,-0.0801
0.9538,0.0461,-0.0812
0.5789,-0.4211,0.0013
0.8621,0.1379,-0.0184
0.8268,-0.1732,-0.0838
0.8324,-0.1676,-0.0945
0.9558,-0.0442,-0.092
0.8235,-0.1765,-0.0217
0.9448,-0.0553,-0.0955
0.9771,-0.0229,-0.1017
0.9832,0.0168,-0.0907
0.9143,-0.0857,-0.096
0.9483,-0.0517,-0.09
0.9206,0.0794,-0.0879
0.9884,0.0116,-0.0821
0.9459,0.054,-0.0929
0.867,-0.1329,-0.0977
0.8762,0.1238,-0.097
0.6863,0.3137,-0.0197
0.9551,-0.0449,-0.081
0.7667,-0.2333,-0.1033
0.9358,0.0642,-0.0885
0.9942,-0.0058,-0.0886
0.409,-0.591,-0.0973
0.9314,-0.0686,-0.0962
0.9945,-0.0055,-0.0974
0.9942,-0.0058,-0.1013
0.9942,-0.0058,-0.0951
0.9591,-0.0409,-0.1008
0.8871,-0.1129,-0.1052
0.9063,0.0938,-0.0083
0.9429,0.0571,-0.0028
0.7865,-0.2135,-0.097
0.8962,-0.1038,-0.101
0.5094,0.4906,-0.0019
0.9302,-0.0698,-0.0893
0.8106,-0.1893,-0.096
0.9643,0.0357,-0.0882
0.9102,0.0898,-0.0971
0.9321,0.0679,-0.0948
0.8895,0.1105,-0.084
0.9737,0.0263,-0.09
0.8516,0.1484,-0.0899
0.821,0.1789,-0.0927
0.8216,0.1784,-0.0788
0.9375,0.0625,-0.0924
0.9503,0.0497,-0.0935
0.9737,-0.0263,-0.1019
0.8633,-0.1366,-0.0988
0.9739,-0.0261,-0.1035
0.8869,0.1131,-0.0949
0.9867,-0.0133,-0.0971
0.9494,0.0506,-0.1033
0.962,0.038,-0.0979
0.9042,0.0958,-0.0956
0.9048,0.0952,-0.0903
0.9669,-0.0331,-0.1047
0.8935,0.1065,-0.1271
0.9182,0.0818,-0.096
0.9412,-0.0588,-0.1063
0.9167,0.0833,-0.1028
0.8389,0.1611,-0.1058
0.9197,0.0803,-0.1003
0.9286,0.0714,-0.0993
0.9012,0.0988,-0.1031
0.9745,0.0255,-0.0952
0.9623,0.0377,-0.0986
0.8706,0.1294,-0.1059
0.8125,0.1875,-0.0976
0.8722,0.1278,-0.0997
0.9371,0.0629,-0.0933
0.961,-0.039,-0.0966
0.9367,-0.0633,-0.0944
0.5511,-0.4489,-0.1035
0.9536,0.0464,-0.1041
0.9408,-0.0592,-0.0983
0.9341,0.0659,-0.1077
0.8837,0.1163,-0.1098
0.9576,0.0424,-0.1059
0.8849,0.1151,-0.1072
0.9535,0.0465,-0.0943
0.8909,0.1091,-0.1077
0.4839,-0.5161,-0.1761
0.3378,-0.6622,-0.1781
0.9484,0.0516,-0.1071
0.9398,0.0602,-0.0944
0.3758,-0.6242,-0.1743
0.3613,-0.6387,-0.1757
0.9394,0.0606,-0.1099
0.5,-0.5,-0.1634
0.483,-0.517,-0.1675
0.9427,0.0573,-0.1067
0.9,0.1,-0.0988
0.9551,-0.0449,-0.1034
0.8772,0.1228,-0.1068
0.9744,0.0256,-0.103
0.8974,-0.1026,-0.0013
0.3608,-0.6392,-0.1708
0.9398,0.0602,-0.1057
0.5,-0.5,-0.1609
0.3681,-0.6319,-0.9989
0.3571,-0.6429,-0.1713
0.993,0.007,-0.1059
0.4014,-0.5986,-0.1774
0.5786,-0.4214,-0.1562
0.8857,0.1143,0.0029
0.7822,0.2178,-0.0102
0.6471,-0.3529,-0.169
0.9054,0.0946,-0.1144
0.858,0.142,-0.1309
0.4927,-0.5073,-0.1606
0.5743,-0.4257,-0.1427
0.3399,-0.6601,-0.2094
0.5133,-0.4867,-0.1848
0.4336,-0.5664,-0.1785
0.4872,-0.5128,-0.034
0.6786,-0.3214,-0.0416
0.3712,-0.6288,-0.1893
0.3333,-0.6667,-0.1857
0.3451,-0.6549,-0.1873
0.3636,-0.6364,-0.188
0.5273,0.4727,-0.0092
0.4504,-0.5496,-0.1853
0.3636,-0.6364,-0.0307
0.4091,-0.5909,-0.1819
0.3521,-0.6479,-0.1749
0.3333,-0.6667,-0.1806
0.3884,-0.6116,-0.1938
0.3952,-0.6048,-0.1864
0.373,-0.627,-0.1879
0.3778,-0.6222,-0.1924
0.3853,-0.6148,-0.1893
0.3287,-0.6713,-0.192
0.4017,-0.5983,-0.1866
0.3884,-0.6116,-0.1916
0.395,-0.605,-0.1948
0.3534,-0.6466,-0.1923
0.3512,-0.6489,-0.1909
0.3427,-0.6573,-0.1872
0.3835,-0.6165,-0.1865
0.3721,-0.6279,-0.1903
0.3333,-0.6667,-0.1883
0.3688,-0.6312,-0.1904
0.3529,-0.6471,-0.1885
0.363,-0.637,-0.1843
0.414,-0.586,-0.1925
0.414,-0.586,-0.1834
0.4837,-0.5163,-0.1833
0.5168,-0.4832,-0.1874
0.4211,-0.5789,-0.0436
0.4,-0.6,-0.1864
0.396,-0.604,-0.1891
0.3701,-0.6299,-0.1877
0.3333,-0.6667,-0.0448
0.3784,-0.6216,-0.0473
0.3846,-0.6154,-0.19
0.4,-0.6,-0.1901
0.4013,-0.5987,-0.1895
0.3974,-0.6026,-0.1887
0.3974,-0.6026,-0.1865
0.414,-0.586,-0.189
0.3758,-0.6242,-0.1902
0.4387,-0.5613,-0.1961
0.3807,-0.6194,-0.1911
0.4076,-0.5924,-0.1925
0.4351,-0.5649,-0.1855
0.3913,-0.6087,-0.193
0.9157,0.0843,-0.0222
0.4314,-0.5686,-0.1924
0.8831,0.1169,-0.0292
0.3974,-0.6026,-0.1957
0.8816,0.1184,-0.0193
0.974,0.026,-0.0206
0.3851,-0.6149,-0.2309
0.3885,-0.6115,-0.19
0.9405,0.0595,-0.0231
0.3815,-0.6185,-0.1902
0.3931,-0.6069,-0.1937
0.4,-0.6,-0.1944
0.3728,-0.6272,-0.1854
0.4035,-0.5965,-0.195
0.3785,-0.6215,-0.1942
0.3765,-0.6235,-0.1929
0.3855,-0.6145,-0.1955
0.3918,-0.6082,-0.1923
0.4167,-0.5833,-0.1827
0.3771,-0.6229,-0.1953
0.975,-0.025,-0.0292
0.3829,-0.6171,-0.1933
0.375,-0.625,-0.1875
0.3757,-0.6243,-0.192
0.3918,-0.6082,-0.2044
0.3864,-0.6136,-0.187
0.4,-0.6,-0.1939
0.3588,-0.6412,-0.1913
0.3721,-0.6279,-0.1924
0.3543,-0.6457,-0.1916
0.4637,-0.5363,-0.1933
0.3886,-0.6114,-0.1838
0.3966,-0.6033,-0.1921
0.3785,-0.6215,-0.1917
0.382,-0.618,-0.1906
0.3931,-0.6069,-0.1881
0.5,-0.5,-0.0039
0.3873,-0.6127,-0.2
0.3743,-0.6257,-0.189
0.3886,-0.6114,-0.1925
0.4104,-0.5896,-0.1969
0.3988,-0.6012,-0.1956
0.4888,-0.5112,-0.1981
0.3815,-0.6185,-0.1926
0.3778,-0.6222,-0.1901
0.3646,-0.6354,-0.1887
0.4167,-0.5833,-0.1975
0.75,-0.25,-0.0243
0.4094,-0.5906,-0.1902
0.35,-0.65,-0.1939
0.3842,-0.6158,-0.1943
0.3886,-0.6114,-0.1919
0.3684,-0.6316,-0.1865
0.3729,-0.6271,-0.1837
0.3864,-0.6136,-0.1888
0.3918,-0.6082,-0.1853
0.4286,-0.5714,-0.1996
0.4286,-0.5714,-0.1908
0.3616,-0.6384,-0.1858
0.8936,-0.1064,-0.024
0.3771,-0.6229,-0.1855
0.3941,-0.6059,-0.1867
0.4235,-0.5765,-0.1848
0.4046,-0.5954,-0.1863
0.3714,-0.6286,-0.1808
0.3955,-0.6045,-0.1861
0.358,-0.6421,-0.1834
0.343,-0.657,-0.1906
0.3785,-0.6215,-0.1935
0.5,-0.5,-0.0234
0.3842,-0.6158,-0.1855
0.3333,-0.6667,-0.1908
0.3954,-0.6047,-0.1876
0.3771,-0.6229,-0.1861
0.3931,-0.6069,-0.1851
0.422,-0.578,-0.1856
0.3757,-0.6243,-0.1911
0.3652,-0.6348,-0.1904
0.3989,-0.6011,-0.1821
0.3837,-0.6163,-0.1823
0.3988,-0.6012,-0.1926
0.7093,0.2907,-0.0259
0.4157,-0.5843,-0.197
0.3943,-0.6057,-0.1871
0.3663,-0.6337,-0.1744
0.3559,-0.6441,-0.1884
0.3743,-0.6257,-0.1827
0.3509,-0.6491,-0.1694
0.3846,-0.6154,-0.1865
0.3584,-0.6416,-0.1852
0.3631,-0.6369,-0.1797
0.9355,0.0645,-0.0332
0.3785,-0.6215,-0.1818
0.4068,-0.5932,-0.1909
0.3503,-0.6497,-0.1847
0.3486,-0.6514,-0.1879
0.3873,-0.6127,-0.1874
0.4651,-0.5349,-0.1799
0.3829,-0.6171,-0.1858
0.4848,-0.5152,-0.0522
0.3815,-0.6185,-0.1797
0.3931,-0.6069,-0.1852
0.339,-0.661,-0.1871
0.4118,-0.5882,-0.0481
0.3943,-0.6057,-0.1877
0.3785,-0.6215,-0.186
0.4124,-0.5876,-0.1895
0.4195,-0.5805,-0.1794
0.3714,-0.6286,-0.1969
0.3699,-0.6301,-0.1809
0.3829,-0.6171,-0.179
0.4,-0.6,-0.1861
0.52,-0.48,-0.0481
0.3943,-0.6057,-0.1805
0.3864,-0.6136,-0.1851
0.4128,-0.5872,-0.1736
0.3778,-0.6222,-0.179
0.3882,-0.6118,-0.1746
0.3373,-0.6627,-0.1739
0.3452,-0.6548,-0.175
0.345,-0.655,-0.1751
0.3669,-0.6331,-0.1773
0.3869,-0.6131,-0.1704
0.3758,-0.6242,-0.17
0.3823,-0.6176,-0.1762
0.4,-0.6,-0.1655
0.4355,-0.5645,-0.159
0.3274,-0.6726,-0.1575
0.3841,-0.6159,-0.1557
0.4154,-0.5846,-0.1558
0.3954,-0.6047,-0.1496
0.3828,-0.6172,-0.1497
0.4118,-0.5882,-0.1556
0.3841,-0.6159,-0.1563
0.4173,-0.5827,-0.1415
0.3158,-0.6842,-0.148
0.4193,-0.5806,-0.147
0.3643,-0.6357,-0.1535
0.1591,-0.8409,-0.2148
0.6027,-0.3973,-0.224
0.558,-0.442,-0.2224
0.494,-0.506,-0.1353
0.1806,-0.8194,-0.1053
0.3597,-0.6403,-0.4221
0.431,-0.569,-0.3807
0.4286,-0.5714,-0.3797
0.384,-0.616,-0.3703
0.9273,0.0727,-0.3105
0.405,-0.595,-0.3702
0.9187,-0.0813,-0.1902
0.9007,0.0993,-0.162
0.8561,0.1439,-0.1463
0.185,0.815,-0.0786
0.6667,-0.3333,-0.1058
0.28,-0.72,-0.0576
0.5714,-0.4286,0.0195
0.6923,0.3077,-0.108
0.5,-0.5,0.0338
0.8,-0.2,0.0322
0.5,-0.5,-0.013
1.0,0.0,0.0007
0.6667,0.3333,0.0176
1.0,0.0,0.0046
1.0,0.0,-0.0052
0.8,-0.2,-0.0208
0.3333,-0.6667,0.0089
0.5,-0.5,0.0033
0.4286,-0.5714,0.0016
0.5,-0.5,0.0019
1.0,0.0,-0.1461
0.5,-0.5,-0.0176
0.8,-0.2,0.0319
0.6,-0.4,-0.0071
1.0,0.0,0.0023
0.6667,-0.3333,-0.2073
1.0,0.0,-0.1309
0.6,-0.4,-0.0773
0.75,0.25,-0.0645
0.75,-0.25,-0.0723
0.75,-0.25,-0.0807
1.0,0.0,-0.0651
0.3333,-0.6667,0.0091
1.0,0.0,-0.0367
0.5,-0.5,0.0356
0.5714,-0.4286,0.0032
0.5454,-0.4545,-0.0022
0.5714,-0.4286,-0.0029
0.6,-0.4,-0.1144
0.6667,-0.3333,-0.0068
0.5714,-0.4286,0.0065
0.625,-0.375,0.0078
0.5,-0.5,0.0006
0.5714,-0.4286,0.0061
0.8333,-0.1667,0.0418
0.8,-0.2,-0.0137
0.8,-0.2,0.0175
1.0,0.0,0.0103
0.8,-0.2,-0.0087
1.0,0.0,0.0347
0.8333,-0.1667,-0.0104
0.6667,-0.3333,0.0287
1.0,0.0,0.0101
0.7143,-0.2857,-0.0395
0.8333,0.1667,-0.0283
0.4286,-0.5714,0.0085
0.8,-0.2,-0.0112
0.8333,-0.1667,-0.0229
0.8333,-0.1667,-0.0161
0.5,-0.5,-0.0205
0.8333,-0.1667,-0.0225
0.4,-0.6,0.0391
0.6667,-0.3333,-0.0341
0.5714,-0.4286,-0.0425
0.8571,-0.1429,0.0616
0.625,-0.375,-0.0369
0.5714,-0.4286,0.0068
0.8,-0.2,-0.001
0.6667,-0.3333,-0.0041
0.8333,-0.1667,-0.0049
0.6,-0.4,-0.0019
1.0,0.0,0.0039
0.875,-0.125,0.031
0.4,-0.6,-0.0333
0.7143,-0.2857,0.0294
0.8,-0.2,-0.0098
0.8333,-0.1667,0.0137
0.4516,0.5484,-0.2476
0.2632,0.7368,-0.1703
0.1639,0.8361,-0.2081
0.2308,0.7692,-0.1941
0.1358,0.8642,-0.1897
0.2838,0.7162,-0.0822
0.063,0.937,-0.177
0.1667,0.8333,-0.0884
0.28,0.72,-0.0651
0.2,0.8,-0.0759
0.1842,0.8158,-0.0592
0.1087,0.8913,-0.063
0.1333,0.8667,-0.0851
0.1786,0.8214,-0.0709
0.2778,0.7222,-0.0731
0.3333,0.6667,-0.0862
0.2069,0.7931,-0.0313
0.3,0.7,-0.0052
0.3333,0.6667,-0.074
0.2222,-0.7778,0.0038
0.4375,-0.5625,-0.006
0.2857,-0.7143,-0.0021
0.1481,-0.8518,-0.0038
0.2,-0.8,-0.0035
0.2273,-0.7727,-0.0022
0.6923,-0.3077,0.0075
0.1513,0.8487,-0.2728
0.5294,0.4706,0.14
0.1936,0.8065,-0.1451
0.1136,0.8864,-0.1304
0.1068,0.8932,-0.1212
0.1053,0.8947,-0.1147
0.0733,0.9267,-0.1428
0.1194,0.8806,-0.0247
0.1028,0.8972,-0.1232
0.1478,0.8522,-0.0101
0.18,0.82,-0.105
0.1058,0.8942,-0.1205
0.1236,0.8764,-0.1046
0.1111,0.8889,-0.1161
0.0736,0.9264,-0.1651
0.0982,0.9018,-0.13
0.0863,0.9137,-0.0254
0.1183,0.8817,-0.1386
0.0759,0.9241,-0.168
0.1,0.9,-0.1492
0.2308,0.7692,-0.103
0.3182,0.6818,-0.1001
0.2857,0.7143,-0.0869
0.4667,0.5333,-0.1009
0.3333,0.6667,-0.0907
0.2857,0.7143,-0.084
0.5714,0.4286,-0.082
0.3,0.7,-0.0844
0.6667,0.3333,-0.0999
0.9167,0.0833,-0.1253
0.7917,-0.2083,-0.1549
0.6364,0.3636,-0.1362
0.3333,0.6667,-0.1738
0.9167,0.0833,-0.0572
0.52,0.48,-0.0894
0.9286,0.0714,-0.1889
0.4138,0.5862,-0.1644
0.45,0.55,-0.2421
0.2391,0.7609,-0.2166
0.3103,0.6897,-0.172
0.4091,-0.5909,-0.1264
0.1892,0.8108,-0.109
0.6875,0.3125,-0.1458
0.75,0.25,-0.1946
0.6818,0.3182,-0.1435
0.8571,0.1429,-0.1625
0.1951,-0.8049,-0.1803
0.6842,0.3158,-0.1315
