V21,V25
0.0,-0.1765
0.0,-0.0553
0.0,-0.0229
1.0,0.0168
0.0,-0.0857
0.0,-0.0517
1.0,0.0794
1.0,0.0116
1.0,0.054
0.0,-0.1329
1.0,0.1238
1.0,0.3137
0.0,-0.0449
0.0,-0.2333
1.0,0.0642
0.0,-0.0058
0.0,-0.591
0.0,-0.0686
0.0,-0.0055
0.0,-0.0058
0.0,-0.0058
0.0,-0.0409
0.0,-0.1129
1.0,0.0938
1.0,0.0571
0.0,-0.2135
0.0,-0.1038
1.0,0.4906
0.0,-0.0698
0.0,-0.1893
1.0,0.0357
1.0,0.0898
1.0,0.0679
1.0,0.1105
1.0,0.0263
1.0,0.1484
1.0,0.1789
1.0,0.1784
1.0,0.0625
1.0,0.0497
0.0,-0.0263
0.0,-0.1366
0.0,-0.0261
1.0,0.1131
0.0,-0.0133
1.0,0.0506
1.0,0.038
1.0,0.0958
1.0,0.0952
0.0,-0.0331
1.0,0.1065
1.0,0.0818
0.0,-0.0588
1.0,0.0833
1.0,0.1611
1.0,0.0803
1.0,0.0714
1.0,0.0988
1.0,0.0255
1.0,0.0377
1.0,0.1294
1.0,0.1875
1.0,0.1278
1.0,0.0629
0.0,-0.039
0.0,-0.0633
0.0,-0.4489
1.0,0.0464
0.0,-0.0592
1.0,0.0659
1.0,0.1163
1.0,0.0424
1.0,0.1151
1.0,0.0465
1.0,0.1091
0.0,-0.5161
0.0,-0.6622
1.0,0.0516
1.0,0.0602
0.0,-0.6242
0.0,-0.6387
1.0,0.0606
0.0,-0.5
0.0,-0.517
1.0,0.0573
1.0,0.1
0.0,-0.0449
1.0,0.1228
1.0,0.0256
0.0,-0.1026
0.0,-0.6392
1.0,0.0602
0.0,-0.5
0.0,-0.6319
0.0,-0.6429
1.0,0.007
0.0,-0.5986
0.0,-0.4214
1.0,0.1143
1.0,0.2178
0.0,-0.3529
1.0,0.0946
1.0,0.142
0.0,-0.5073
0.0,-0.4257
0.0,-0.6601
0.0,-0.4867
0.0,-0.5664
0.0,-0.5128
0.0,-0.3214
0.0,-0.6288
0.0,-0.6667
0.0,-0.6549
0.0,-0.6364
1.0,0.4727
0.0,-0.5496
0.0,-0.6364
0.0,-0.5909
0.0,-0.6479
0.0,-0.6667
0.0,-0.6116
0.0,-0.6048
0.0,-0.627
0.0,-0.6222
0.0,-0.6148
0.0,-0.6713
0.0,-0.5983
0.0,-0.6116
0.0,-0.605
0.0,-0.6466
0.0,-0.6489
0.0,-0.6573
0.0,-0.6165
0.0,-0.6279
0.0,-0.6667
0.0,-0.6312
0.0,-0.6471
0.0,-0.637
0.0,-0.586
0.0,-0.586
0.0,-0.5163
0.0,-0.4832
0.0,-0.5789
0.0,-0.6
0.0,-0.604
0.0,-0.6299
0.0,-0.6667
0.0,-0.6216
0.0,-0.6154
0.0,-0.6
0.0,-0.5987
0.0,-0.6026
0.0,-0.6026
0.0,-0.586
0.0,-0.6242
0.0,-0.5613
0.0,-0.6194
0.0,-0.5924
0.0,-0.5649
0.0,-0.6087
1.0,0.0843
0.0,-0.5686
1.0,0.1169
0.0,-0.6026
1.0,0.1184
1.0,0.026
0.0,-0.6149
0.0,-0.6115
1.0,0.0595
0.0,-0.6185
0.0,-0.6069
0.0,-0.6
0.0,-0.6272
0.0,-0.5965
0.0,-0.6215
0.0,-0.6235
0.0,-0.6145
0.0,-0.6082
0.0,-0.5833
0.0,-0.6229
0.0,-0.025
0.0,-0.6171
0.0,-0.625
0.0,-0.6243
0.0,-0.6082
0.0,-0.6136
0.0,-0.6
0.0,-0.6412
0.0,-0.6279
0.0,-0.6457
0.0,-0.5363
0.0,-0.6114
0.0,-0.6033
0.0,-0.6215
0.0,-0.618
0.0,-0.6069
0.0,-0.5
0.0,-0.6127
0.0,-0.6257
0.0,-0.6114
0.0,-0.5896
0.0,-0.6012
0.0,-0.5112
0.0,-0.6185
0.0,-0.6222
0.0,-0.6354
0.0,-0.5833
0.0,-0.25
0.0,-0.5906
0.0,-0.65
0.0,-0.6158
0.0,-0.6114
0.0,-0.6316
0.0,-0.6271
0.0,-0.6136
0.0,-0.6082
0.0,-0.5714
0.0,-0.5714
0.0,-0.6384
0.0,-0.1064
0.0,-0.6229
0.0,-0.6059
0.0,-0.5765
0.0,-0.5954
0.0,-0.6286
0.0,-0.6045
0.0,-0.6421
0.0,-0.657
0.0,-0.6215
0.0,-0.5
0.0,-0.6158
0.0,-0.6667
0.0,-0.6047
0.0,-0.6229
0.0,-0.6069
0.0,-0.578
0.0,-0.6243
0.0,-0.6348
0.0,-0.6011
0.0,-0.6163
0.0,-0.6012
1.0,0.2907
0.0,-0.5843
0.0,-0.6057
0.0,-0.6337
0.0,-0.6441
0.0,-0.6257
0.0,-0.6491
0.0,-0.6154
0.0,-0.6416
0.0,-0.6369
1.0,0.0645
0.0,-0.6215
0.0,-0.5932
0.0,-0.6497
0.0,-0.6514
0.0,-0.6127
0.0,-0.5349
0.0,-0.6171
0.0,-0.5152
0.0,-0.6185
0.0,-0.6069
0.0,-0.661
0.0,-0.5882
0.0,-0.6057
0.0,-0.6215
0.0,-0.5876
0.0,-0.5805
0.0,-0.6286
0.0,-0.6301
0.0,-0.6171
0.0,-0.6
0.0,-0.48
0.0,-0.6057
0.0,-0.6136
0.0,-0.5872
0.0,-0.6222
0.0,-0.6118
0.0,-0.6627
0.0,-0.6548
0.0,-0.655
0.0,-0.6331
0.0,-0.6131
0.0,-0.6242
0.0,-0.6176
0.0,-0.6
0.0,-0.5645
0.0,-0.6726
0.0,-0.6159
0.0,-0.5846
0.0,-0.6047
0.0,-0.6172
0.0,-0.5882
0.0,-0.6159
0.0,-0.5827
0.0,-0.6842
0.0,-0.5806
0.0,-0.6357
0.0,-0.8409
0.0,-0.3973
0.0,-0.442
0.0,-0.506
0.0,-0.8194
0.0,-0.6403
0.0,-0.569
0.0,-0.5714
0.0,-0.616
1.0,0.0727
0.0,-0.595
0.0,-0.0813
1.0,0.0993
1.0,0.1439
1.0,0.815
0.0,-0.3333
0.0,-0.72
0.0,-0.4286
1.0,0.3077
0.0,-0.5
0.0,-0.2
0.0,-0.5
0.5,0.0
1.0,0.3333
0.5,0.0
0.5,0.0
0.0,-0.2
0.0,-0.6667
0.0,-0.5
0.0,-0.5714
0.0,-0.5
0.5,0.0
0.0,-0.5
0.0,-0.2
0.0,-0.4
0.5,0.0
0.0,-0.3333
0.5,0.0
0.0,-0.4
1.0,0.25
0.0,-0.25
0.0,-0.25
0.5,0.0
0.0,-0.6667
0.5,0.0
0.0,-0.5
0.0,-0.4286
0.0,-0.4545
0.0,-0.4286
0.0,-0.4
0.0,-0.3333
0.0,-0.4286
0.0,-0.375
0.0,-0.5
0.0,-0.4286
0.0,-0.1667
0.0,-0.2
0.0,-0.2
0.5,0.0
0.0,-0.2
0.5,0.0
0.0,-0.1667
0.0,-0.3333
0.5,0.0
0.0,-0.2857
1.0,0.1667
0.0,-0.5714
0.0,-0.2
0.0,-0.1667
0.0,-0.1667
0.0,-0.5
0.0,-0.1667
0.0,-0.6
0.0,-0.3333
0.0,-0.4286
0.0,-0.1429
0.0,-0.375
0.0,-0.4286
0.0,-0.2
0.0,-0.3333
0.0,-0.1667
0.0,-0.4
0.5,0.0
0.0,-0.125
0.0,-0.6
0.0,-0.2857
0.0,-0.2
0.0,-0.1667
1.0,0.5484
1.0,0.7368
1.0,0.8361
1.0,0.7692
1.0,0.8642
1.0,0.7162
1.0,0.937
1.0,0.8333
1.0,0.72
1.0,0.8
1.0,0.8158
1.0,0.8913
1.0,0.8667
1.0,0.8214
1.0,0.7222
1.0,0.6667
1.0,0.7931
1.0,0.7
1.0,0.6667
0.0,-0.7778
0.0,-0.5625
0.0,-0.7143
0.0,-0.8518
0.0,-0.8
0.0,-0.7727
0.0,-0.3077
1.0,0.8487
1.0,0.4706
1.0,0.8065
1.0,0.8864
1.0,0.8932
1.0,0.8947
1.0,0.9267
1.0,0.8806
1.0,0.8972
1.0,0.8522
1.0,0.82
1.0,0.8942
1.0,0.8764
1.0,0.8889
1.0,0.9264
1.0,0.9018
1.0,0.9137
1.0,0.8817
1.0,0.9241
1.0,0.9
1.0,0.7692
1.0,0.6818
1.0,0.7143
1.0,0.5333
1.0,0.6667
1.0,0.7143
1.0,0.4286
1.0,0.7
1.0,0.3333
1.0,0.0833
0.0,-0.2083
1.0,0.3636
1.0,0.6667
1.0,0.0833
1.0,0.48
1.0,0.0714
1.0,0.5862
1.0,0.55
1.0,0.7609
1.0,0.6897
0.0,-0.5909
1.0,0.8108
1.0,0.3125
1.0,0.25
1.0,0.3182
1.0,0.1429
0.0,-0.8049
1.0,0.3158
0.0,-0.2222
0.0,-0.6296
1.0,0.35
1.0,0.36
0.0,-0.125
1.0,0.1333
1.0,0.2
1.0,0.6316
0.0,-0.25
0.0,-0.125
1.0,0.1111
1.0,0.125
0.0,-0.25
0.5,0.0
0.0,-0.1111
1.0,0.125
0.0,-0.1
0.5,0.0
0.5,0.0
0.0,-0.1333
1.0,0.1818
1.0,0.3571
1.0,0.1177
0.0,-0.1539
0.5,0.0
1.0,0.1
1.0,0.7
0.5,0.0
1.0,0.0909
0.0,-0.2308
0.0,-0.1111
1.0,0.3
1.0,0.4545
1.0,0.5
1.0,0.4091
0.5,0.0
0.0,-0.0435
1.0,0.5
1.0,0.2
1.0,0.1667
1.0,0.0909
1.0,0.4167
1.0,0.1515
0.0,-0.0909
1.0,0.1111
0.0,-0.1944
1.0,0.2857
1.0,0.2727
0.0,-0.0769
0.0,-0.4667
1.0,0.5238
1.0,0.4667
1.0,0.2941
1.0,0.4286
1.0,0.3571
1.0,0.3158
0.0,-0.48
1.0,0.4286
0.0,-0.1
0.0,-0.0833
0.0,-0.1667
0.5,0.0
1.0,0.1
1.0,0.0952
1.0,0.1
1.0,0.1667
1.0,0.25
1.0,0.7419
1.0,0.7473
1.0,0.1818
1.0,0.1
1.0,0.4231
0.0,-0.2727
0.0,-0.1111
0.5,0.0
1.0,0.2
0.5,0.0
0.0,-0.0909
0.5,0.0
1.0,0.2857
1.0,0.0435
1.0,0.1818
1.0,0.3889
1.0,0.7619
0.0,-0.7108
1.0,0.1111
1.0,0.7857
1.0,0.3
1.0,0.3571
1.0,0.6429
1.0,0.4286
1.0,0.5625
1.0,0.7931
1.0,0.1818
0.0,-0.1111
1.0,0.3333
1.0,0.1818
1.0,0.2857
1.0,0.0833
0.0,-0.2
0.0,-0.2273
0.0,-0.3
1.0,0.6667
1.0,0.3478
1.0,0.3571
1.0,0.6667
1.0,0.2308
0.0,-0.4706
0.0,-0.3889
0.0,-0.5263
0.0,-0.4615
0.0,-0.7826
1.0,0.1111
1.0,0.4
1.0,0.1429
1.0,0.5217
0.0,-0.1111
0.0,-0.0909
0.0,-0.1111
0.0,-0.4
1.0,0.7954
1.0,0.3077
1.0,0.6429
1.0,0.4545
0.5,0.0
1.0,0.1923
0.5,0.0
1.0,0.4706
1.0,0.1429
1.0,0.1
1.0,0.2727
1.0,0.0667
1.0,0.3478
1.0,0.0909
1.0,0.1539
1.0,0.1875
1.0,0.6
1.0,0.2632
1.0,0.3077
1.0,0.5
0.5,0.0
1.0,0.4
0.5,0.0
0.0,-0.1923
1.0,0.1667
0.0,-0.4667
1.0,0.3636
1.0,0.4118
0.0,-0.1111
1.0,0.4
0.0,-0.75
1.0,0.2143
1.0,0.3333
0.0,-0.2667
0.0,-0.125
1.0,0.25
0.5,0.0
0.0,-0.2222
1.0,0.5625
0.5,0.0
1.0,0.0833
0.5,0.0
1.0,0.2778
1.0,0.1111
0.0,-0.0909
0.5,0.0
0.0,-0.0769
1.0,0.1111
0.0,-0.0909
0.5,0.0
1.0,0.1539
1.0,0.0714
0.0,-0.2727
0.0,-0.3636
0.5,0.0
0.0,-0.2
1.0,0.1892
1.0,0.3846
0.5,0.0
0.0,-0.0833
1.0,0.25
0.0,-0.5294
1.0,0.0909
0.0,-0.1111
0.0,-0.1667
1.0,0.4444
0.5,0.0
0.0,-0.0833
1.0,0.1
0.5,0.0
1.0,0.1667
0.0,-0.1429
1.0,0.3529
1.0,0.5333
1.0,0.1429
0.0,-0.0909
1.0,0.75
1.0,0.4259
1.0,0.5376
1.0,0.2778
1.0,0.3
1.0,0.2381
1.0,0.1
1.0,0.7209
1.0,0.5714
1.0,0.25
0.0,-0.0833
0.5,0.0
1.0,0.4
1.0,0.44
1.0,0.549
1.0,0.5439
1.0,0.4681
0.0,-0.9319
0.5,0.0
1.0,0.4286
1.0,0.3
0.5,0.0
1.0,0.6
1.0,0.4483
1.0,0.5294
1.0,0.7143
0.0,-0.2308
1.0,0.4167
1.0,0.7436
0.0,-0.803
0.0,-0.6786
0.0,-0.4167
0.0,-0.4643
0.0,-0.4545
0.0,-0.6
0.0,-0.6512
0.0,-0.5385
0.0,-0.1539
1.0,0.45
1.0,0.1579
1.0,0.7333
1.0,0.6452
1.0,0.45
1.0,0.2941
1.0,0.0556
1.0,0.2593
1.0,0.2222
0.5,0.0
0.0,-0.1905
0.5,0.0
1.0,0.4211
0.0,-0.375
1.0,0.3235
1.0,0.2828
1.0,0.4091
1.0,0.2143
1.0,0.4
1.0,0.7115
1.0,0.25
1.0,0.1177
0.0,-0.0667
0.0,-0.303
1.0,0.2857
0.0,-0.0833
1.0,0.15
1.0,0.0769
0.0,-0.0588
0.0,-0.1395
0.0,-0.3913
0.5,0.0
1.0,0.3696
0.0,-0.3333
1.0,0.2917
0.0,-0.5417
0.0,-0.1707
1.0,0.4915
1.0,0.3273
0.0,-0.1563
0.0,-0.0345
0.0,-0.1667
1.0,0.25
1.0,0.2
0.0,-0.3333
1.0,0.05
0.0,-0.0833
1.0,0.0625
0.0,-0.1429
1.0,0.2
1.0,0.0833
0.0,-0.2
0.0,-0.2143
0.0,-0.1539
0.5,0.0
0.0,-0.1429
0.5,0.0
0.0,-0.1539
1.0,0.1333
1.0,0.4688
1.0,0.1429
1.0,0.2174
1.0,0.7188
0.5,0.0
1.0,0.1
1.0,0.1429
0.0,-0.1429
1.0,0.1852
0.0,-0.2813
1.0,0.55
1.0,0.4667
1.0,0.5294
0.0,-0.1539
1.0,0.5714
1.0,0.5789
1.0,0.2
1.0,0.5333
0.5,0.0
0.0,-0.4545
1.0,0.0556
0.0,-0.7895
0.0,-0.3793
0.0,-0.4091
0.0,-0.6207
0.0,-0.8065
0.0,-0.0769
0.0,-0.2609
0.0,-0.2727
0.0,-0.2353
0.0,-0.2857
0.0,-0.1667
0.0,-0.4444
1.0,0.2857
0.0,-0.0526
0.0,-0.1304
0.0,-0.3333
0.0,-0.3
0.0,-0.125
0.0,-0.3333
0.0,-0.2
0.0,-0.4286
0.0,-0.1154
1.0,0.5556
0.0,-0.3939
0.0,-0.1905
1.0,0.1579
0.0,-0.4737
1.0,0.1
1.0,0.0909
0.0,-0.1667
0.0,-0.28
0.0,-0.5238
0.0,-0.6
0.0,-0.2424
1.0,0.4848
0.0,-0.803
1.0,0.2692
0.0,-0.2778
0.0,-0.4815
1.0,0.2143
1.0,0.2647
1.0,0.2917
1.0,0.3571
1.0,0.0454
0.5,0.0
1.0,0.45
1.0,0.25
0.0,-0.0667
1.0,0.0769
0.0,-0.1875
1.0,0.0625
1.0,0.3182
0.0,-0.0313
0.0,-0.1667
1.0,0.7188
1.0,0.6429
0.5,0.0
1.0,0.3889
1.0,0.6087
1.0,0.3929
1.0,0.2
1.0,0.4074
1.0,0.0952
1.0,0.2
1.0,0.4878
1.0,0.5454
1.0,0.6071
0.0,-0.3182
1.0,0.2222
1.0,0.25
1.0,0.9151
1.0,0.8615
1.0,0.8087
1.0,0.9179
1.0,0.5862
1.0,0.6486
0.0,-0.2
0.0,-0.6568
0.0,-0.614
1.0,0.3846
1.0,0.6539
1.0,0.5263
1.0,0.7619
1.0,0.3889
1.0,0.75
1.0,0.4667
1.0,0.7885
1.0,0.7419
1.0,0.6522
1.0,0.36
1.0,0.9069
1.0,0.6905
1.0,0.8682
1.0,0.55
1.0,0.5714
1.0,0.5454
1.0,0.3529
1.0,0.3684
1.0,0.5263
1.0,0.7419
1.0,0.5417
1.0,0.7568
1.0,0.7241
1.0,0.625
1.0,0.4762
1.0,0.8461
1.0,0.6923
1.0,0.7714
1.0,0.6364
1.0,0.5294
1.0,0.2727
1.0,0.8667
1.0,0.6522
1.0,0.8182
1.0,0.9419
1.0,0.68
1.0,0.84
1.0,0.1765
1.0,0.48
1.0,0.4545
1.0,0.5833
1.0,0.5806
0.0,-0.4091
1.0,0.6765
1.0,0.6539
1.0,0.3333
1.0,0.0667
1.0,0.0526
1.0,0.6809
1.0,0.4615
1.0,0.5806
0.0,-0.1429
1.0,0.4737
1.0,0.6333
1.0,0.7143
1.0,0.4839
1.0,0.6667
1.0,0.8044
1.0,0.2759
1.0,0.6389
1.0,0.6458
1.0,0.4828
1.0,0.3636
1.0,0.1429
1.0,0.3333
1.0,0.6364
1.0,0.2
1.0,0.3333
1.0,0.5714
1.0,0.6087
1.0,0.4286
0.0,-0.9509
0.0,-0.7895
0.0,-0.5265
0.0,-0.2222
0.0,-0.4054
0.0,-0.7105
0.0,-0.8561
0.5,0.0
0.0,-0.9706
0.0,-0.9467
0.0,-0.7647
1.0,0.1522
0.0,-0.8824
0.0,-0.9409
0.0,-0.844
0.0,-0.4706
0.0,-0.65
0.0,-0.8461
0.0,-0.3333
0.0,-0.6875
0.0,-0.84
0.0,-0.7895
0.0,-0.4706
0.0,-0.1111
0.0,-0.5294
0.0,-0.9478
0.0,-0.9514
0.0,-0.9472
0.0,-0.5714
0.0,-0.9447
0.0,-0.8681
0.0,-0.9086
0.0,-0.9739
0.0,-0.9592
0.0,-0.9158
0.0,-0.8947
0.0,-0.8962
0.0,-0.92
0.0,-0.85
0.0,-0.8542
0.0,-0.9604
0.0,-0.9315
0.0,-0.9138
0.0,-0.7037
0.0,-0.8461
1.0,0.5
1.0,0.5343
1.0,0.3571
1.0,0.5116
1.0,0.3366
0.0,-0.2273
0.0,-0.1177
1.0,0.1429
1.0,0.1765
0.5,0.0
1.0,0.2
0.0,-0.1818
0.0,-0.2
0.5,0.0
1.0,0.1111
0.0,-0.25
1.0,0.1
0.5,0.0
1.0,0.0909
1.0,0.3846
0.0,-0.1111
0.0,-0.4545
0.0,-0.3636
1.0,0.4762
1.0,0.4231
0.5,0.0
1.0,0.1333
0.0,-0.1818
1.0,0.0667
1.0,0.2727
1.0,0.2
0.0,-0.0833
0.0,-0.0833
1.0,0.0625
1.0,0.5667
0.0,-0.1
0.0,-0.0833
0.5,0.0
0.5,0.0
0.0,-0.2
0.5,0.0
1.0,0.1667
0.0,-0.0714
0.0,-0.0667
1.0,0.1818
0.5,0.0
1.0,0.2
1.0,0.0769
1.0,0.0769
1.0,0.1429
0.0,-0.2
1.0,0.0833
0.0,-0.1765
1.0,0.3667
0.5,0.0
0.0,-0.1818
1.0,0.2727
1.0,0.2222
1.0,0.3548
1.0,0.3333
1.0,0.1111
0.5,0.0
0.5,0.0
1.0,0.0769
1.0,0.1
1.0,0.25
1.0,0.4286
1.0,0.3529
1.0,0.0385
1.0,0.0588
0.5,0.0
0.0,-0.0909
0.5,0.0
0.0,-0.2727
0.0,-0.1429
1.0,0.3333
0.0,-0.1111
1.0,0.0313
1.0,0.375
0.5,0.0
0.0,-0.1177
1.0,0.3
0.0,-0.2963
0.0,-0.1429
1.0,0.6154
1.0,0.5213
1.0,0.7292
1.0,0.7027
1.0,0.6377
1.0,0.6
1.0,0.5714
1.0,0.4074
1.0,0.5614
1.0,0.2
1.0,0.4615
1.0,0.5246
1.0,0.6047
1.0,0.5961
1.0,0.4074
1.0,0.7609
1.0,0.6939
1.0,0.2941
1.0,0.52
1.0,0.6571
1.0,0.28
1.0,0.4146
1.0,0.7193
1.0,0.5581
1.0,0.7714
1.0,0.8562
1.0,0.7917
1.0,0.4348
1.0,0.6667
1.0,0.5294
1.0,0.25
0.0,-0.1111
1.0,0.8412
1.0,0.3333
1.0,0.3913
1.0,0.6786
1.0,0.2857
1.0,0.8921
1.0,0.8871
1.0,0.6486
1.0,0.5263
1.0,0.7931
1.0,0.9463
1.0,0.9138
1.0,0.75
1.0,0.8565
1.0,0.7966
