Key_2_4,V14,V30,V33
1058,40,0,1
217,40,0,1
183,40,0,1
1210,40,0,1
1855,200,0,1
603,40,0,1
1173,40,0,1
1442,40,0,1
109,40,0,1
205,40,0,1
276,40,0,1
607,40,0,1
1420,185,0,1
63,185,0,1
1925,175,0,1
198,175,0,1
923,175,0,1
1250,175,0,1
1257,175,0,1
797,175,0,1
1581,175,0,1
531,175,0,1
880,100,0,1
1887,100,0,1
186,100,0,1
1137,100,0,1
1748,100,0,1
623,100,0,1
1738,100,0,1
470,100,0,1
1303,100,0,1
1645,100,0,1
970,100,0,1
161,100,0,1
1649,100,0,1
1730,50,0,1
315,40,0,1
547,120,0,1
1619,175,0,1
782,40,0,1
1312,40,0,1
1237,40,0,1
1425,40,0,1
1298,40,0,1
1064,40,0,1
440,40,0,1
1456,40,0,1
1156,40,0,1
1166,40,0,1
85,40,0,1
1345,40,0,1
665,120,0,1
1070,80,0,1
1148,80,0,1
1151,80,0,1
1230,80,0,1
1672,80,0,1
855,80,0,1
436,80,0,1
5,80,0,1
743,80,0,1
1931,80,0,1
391,80,0,1
137,80,0,1
846,80,0,1
938,80,0,1
784,80,0,1
1121,80,0,1
421,80,0,1
1851,80,0,1
1,80,0,1
449,80,0,1
309,80,0,1
1326,80,0,1
1186,80,0,1
411,70,0,1
375,70,0,1
1697,70,0,1
173,70,0,1
1681,70,0,1
826,70,0,1
1554,70,0,1
1689,70,0,1
1494,70,0,1
283,70,0,1
1919,70,0,1
828,70,0,1
384,70,0,1
729,70,0,1
1480,70,0,1
1393,70,0,1
1026,70,0,1
1218,70,0,1
1596,70,0,1
397,70,0,1
1794,70,0,1
1249,70,0,1
555,70,0,1
1209,70,0,1
915,40,0,1
518,40,0,1
142,40,0,1
973,40,0,1
1644,40,0,1
1627,40,0,1
1309,40,0,1
818,40,0,1
1227,40,0,1
513,60,0,1
1863,80,0,1
482,80,0,1
373,80,0,1
234,80,0,1
1899,80,0,1
927,80,0,1
1144,80,0,1
439,80,0,1
689,80,0,1
999,80,0,1
101,80,0,1
1724,80,0,1
1165,80,0,1
1895,80,0,1
220,80,0,1
1462,80,0,1
1614,80,0,1
1823,80,0,1
118,80,0,1
776,80,0,1
1322,80,0,1
619,80,0,1
506,80,0,1
480,80,0,1
577,80,0,1
1791,80,0,1
1119,80,0,1
1094,80,0,1
670,80,0,1
94,80,0,1
657,80,0,1
1772,80,0,1
323,80,0,1
1369,80,0,1
1704,80,0,1
1885,80,0,1
1866,80,0,1
30,80,0,1
1055,80,0,1
1127,100,0,1
1053,100,0,1
140,40,0,1
957,40,0,1
120,40,0,1
1054,40,0,1
1428,40,0,1
574,40,0,1
891,40,0,1
1586,40,0,1
1436,40,0,1
823,40,0,1
1551,40,0,1
606,40,0,1
1492,40,0,1
597,40,0,1
1521,40,0,1
4,70,0,1
1806,70,0,1
787,80,0,1
666,80,0,1
498,80,0,1
1474,200,0,1
348,200,0,1
326,200,0,1
985,200,0,1
675,200,0,1
1383,200,0,1
1255,200,0,1
1452,200,0,1
1692,200,0,1
177,200,0,1
1266,40,0,0
1937,70,0,0
980,70,0,0
368,70,0,0
1936,70,0,0
1367,70,0,0
664,70,0,0
709,143,0,0
1891,40,0,0
686,40,0,0
1761,80,0,0
588,80,0,0
514,80,0,0
36,80,0,0
1149,80,0,0
943,120,0,0
1836,120,0,0
882,175,0,0
1066,175,0,0
485,40,0,0
1907,40,0,0
72,40,0,0
1056,200,0,0
1650,200,0,0
503,200,0,0
872,200,0,0
382,200,0,0
328,200,0,0
25,200,0,0
113,200,0,0
1262,200,0,0
415,200,0,0
1463,200,0,0
871,200,0,0
3,200,0,0
432,200,0,0
1850,200,0,0
1906,200,0,0
1648,200,0,0
1716,100,0,0
1875,100,0,0
1927,70,0,0
1598,70,0,0
277,90,0,0
1190,185,0,0
325,185,0,0
1199,185,0,0
187,185,0,0
21,40,0,0
477,40,0,0
1399,40,0,0
741,40,0,0
1771,40,0,0
724,40,0,0
190,40,0,0
679,40,0,0
1749,40,0,0
811,40,0,0
1571,40,0,0
184,40,0,0
20,40,0,0
1234,40,0,0
1290,40,0,0
1194,40,0,0
1174,40,0,0
247,40,0,0
1487,40,0,0
1658,40,0,0
160,40,0,0
505,40,0,0
1497,40,0,0
1574,40,0,0
1377,40,0,0
1912,40,0,0
1320,185,0,0
1279,175,0,0
739,175,0,0
1557,100,0,0
1861,60,0,0
749,60,0,0
1344,60,0,0
1037,200,0,0
1031,40,0,0
1718,200,0,0
829,40,0,0
165,50,0,0
256,40,0,0
975,40,0,0
1753,70,0,0
1757,70,0,0
1862,40,0,0
1544,80,0,0
960,50,0,0
1939,40,0,0
1779,40,0,0
1187,40,0,0
1708,40,0,0
1921,40,0,0
809,80,0,0
490,80,0,0
228,80,0,0
491,80,0,0
1797,80,0,0
981,80,0,0
1490,80,0,0
1918,80,0,0
266,80,0,0
1548,100,0,0
241,100,0,0
301,100,0,0
244,100,0,0
1433,100,0,0
363,100,0,0
637,100,0,0
1844,100,0,0
1003,100,0,0
308,40,0,0
286,40,0,0
628,40,0,0
476,40,0,0
211,40,0,0
1505,40,0,0
1012,40,0,0
1550,40,0,0
1616,40,0,0
509,40,0,0
1905,40,0,0
1285,40,0,0
1047,40,0,0
1168,40,0,0
1239,40,0,0
1380,40,0,0
1696,40,0,0
1304,80,0,0
1366,185,0,0
1940,185,0,0
1633,40,0,0
1519,80,0,0
351,80,0,0
1050,80,0,0
877,70,0,0
905,70,0,0
1613,70,0,0
1109,70,0,0
609,100,0,0
753,100,0,0
1460,100,0,0
447,100,0,0
1241,100,0,0
1776,100,0,0
1675,50,0,0
1691,50,0,0
1688,50,0,0
1142,70,0,0
1008,70,0,0
845,70,0,0
526,70,0,0
435,70,0,0
1293,70,0,0
400,70,0,0
1742,70,0,0
289,70,0,0
1763,70,0,0
1431,70,0,0
1654,69,0,0
1547,69,0,0
1397,150,0,0
652,150,0,0
614,150,0,0
1632,150,0,0
1770,150,0,0
568,100,0,0
319,100,0,0
1090,100,0,0
836,100,0,0
394,100,0,0
747,80,0,0
1900,80,0,0
1465,80,0,0
199,80,0,0
1394,80,0,0
1384,100,0,0
629,100,0,0
1205,70,0,0
379,40,0,0
1661,40,0,0
1259,40,0,0
333,175,0,0
497,120,0,0
727,40,0,0
92,40,0,0
519,70,0,0
272,40,0,0
1932,40,0,0
976,40,0,0
998,40,0,0
267,80,0,0
757,60,0,0
554,60,0,0
180,60,0,0
589,60,0,0
1536,60,0,0
76,60,0,0
760,60,0,0
1546,80,0,0
1030,40,0,0
1133,40,0,0
1589,40,0,0
416,40,0,0
1111,40,0,0
593,200,0,0
456,300,0,0
1815,300,0,0
1470,300,0,0
1029,300,0,0
1634,300,0,0
306,300,0,0
102,300,0,0
349,300,0,0
1511,300,0,0
1516,300,0,0
106,300,0,0
337,300,0,0
1625,300,0,0
1015,300,0,0
45,300,0,0
324,300,0,0
802,300,0,0
1484,300,0,0
889,300,0,0
1837,300,0,0
417,300,0,0
844,300,0,0
1225,300,0,0
683,300,0,0
1829,300,0,0
712,300,0,0
1833,300,0,0
441,120,0,0
14,120,0,0
1640,120,0,0
1426,70,0,0
434,70,0,0
941,70,0,0
229,70,0,0
1422,70,0,0
345,40,0,0
1077,40,0,0
139,40,0,0
1778,80,0,0
1092,50,0,0
238,50,0,0
961,50,0,0
1221,70,0,0
959,70,0,0
1890,70,0,0
953,70,0,0
963,70,0,0
472,70,0,0
1404,50,0,0
583,70,0,0
33,50,0,0
43,60,0,0
978,60,0,0
1545,70,0,0
484,70,0,0
1457,70,0,0
1365,70,0,0
216,69,0,0
1333,69,0,0
114,143,0,0
448,180,0,0
479,40,0,0
446,40,0,0
261,40,0,0
1583,40,0,0
1564,40,0,0
1379,40,0,0
1447,40,0,0
188,40,0,0
1408,40,0,0
182,40,0,0
1567,40,0,0
694,40,0,0
155,40,0,0
977,40,0,0
103,40,0,0
1318,40,0,0
1371,40,0,0
796,40,0,0
1819,100,0,0
496,100,0,0
89,100,0,0
1392,180,0,0
810,50,0,0
1909,50,0,0
1502,80,0,0
1714,80,0,0
1792,150,0,0
718,150,0,0
528,80,0,0
1182,80,0,0
1071,80,0,0
1351,80,0,0
1395,80,0,0
1340,80,0,0
1612,80,0,0
612,80,0,0
1359,80,0,0
876,80,0,0
883,80,0,0
243,80,0,0
1835,80,0,0
732,80,0,0
307,80,0,0
1363,80,0,0
1529,80,0,0
768,80,0,0
1671,100,0,0
1045,100,0,0
921,150,0,0
935,200,0,0
752,200,0,0
1799,40,0,0
1595,40,0,0
347,70,0,0
1296,70,0,0
1238,70,0,0
795,70,0,0
1795,70,0,0
1192,70,0,0
702,70,0,0
1506,70,0,0
1695,100,0,0
1472,300,0,0
1072,250,0,0
1213,40,0,0
1528,80,0,0
1341,60,0,0
1864,70,0,0
1603,70,0,0
453,70,0,0
1676,70,0,0
646,70,0,0
1364,70,0,0
1423,70,0,0
1017,70,0,0
263,70,0,0
972,70,0,0
644,70,0,0
41,70,0,0
838,70,0,0
115,70,0,0
1178,70,0,0
1141,70,0,0
1706,70,0,0
329,70,0,0
320,70,0,0
486,70,0,0
1281,70,0,0
149,70,0,0
39,100,0,0
1560,100,0,0
1198,100,0,0
1782,100,0,0
706,120,0,0
824,80,0,0
214,80,0,0
840,80,0,0
423,80,0,0
798,70,0,0
52,70,0,0
1035,40,0,0
907,40,0,0
1660,40,0,0
682,40,0,0
1780,40,0,0
1458,40,0,0
