Key_2_4,V8,V28
1000,5695,0
1699,84461,0
897,59901,0
916,6757,0
1172,14757,0
1372,8566,0
148,3095,0
66,25660,0
88,8327,0
1575,30518,0
398,38672,0
766,5376,0
1051,9733,0
1407,6834,0
955,7384,0
445,63525,0
1107,22534,0
1167,7216,0
191,13185,0
1100,24463,0
1549,18774,0
549,16678,0
270,71852,0
1179,15545,0
494,132939,0
171,7588,0
1874,29896,0
698,19591,0
1916,46236,0
336,27599,0
815,12056,0
332,6146,0
1370,103898,0
459,7286,0
1382,6260,0
466,12834,0
1014,38597,0
1009,7309,0
1138,28728,0
1263,49765,0
406,16633,0
1409,8246,0
873,6861,0
645,10702,0
1651,6490,0
761,4931,0
708,5546,0
1789,7050,0
1657,7114,0
274,16308,0
280,11647,0
1159,50867,0
1783,31789,0
533,18517,0
488,5957,0
1163,11516,0
967,5652,0
600,26356,0
19,11843,0
780,19139,0
1694,8106,0
1572,12465,0
715,6133,0
992,5573,0
1666,15313,0
918,12424,0
1021,9214,0
386,11748,0
592,96937,0
1591,11293,0
1356,150413,0
1229,8123,0
726,62326,0
1908,5940,0
1153,14997,0
900,26503,0
8,3673,0
1449,17100,0
1354,6886,0
338,52482,0
1840,5267,0
1124,16865,0
265,9208,0
401,10847,0
1517,36566,0
1758,6323,0
523,160372,0
562,18361,0
56,4643,0
1274,18720,0
123,6657,0
1025,7151,0
881,5907,0
962,42620,0
1085,19453,0
559,78470,0
37,17707,0
681,65223,0
159,20312,0
919,20131,0
1189,40573,0
1446,17505,0
48,16908,0
1022,185716,0
146,15035,0
1485,214243,0
13,14323,0
1641,13662,0
621,15147,0
1020,395668,0
1638,32358,0
904,13094,0
769,12872,0
1530,10855,0
269,14016,0
986,79713,0
15,15483,0
763,28697,0
1103,181730,0
31,15069,0
558,27180,0
1673,21840,0
993,13025,0
1212,9968,0
721,13099,0
968,11189,0
17,12624,0
58,11255,0
1832,69672,0
564,20974,0
1010,17174,0
69,14369,0
1935,13311,0
594,14041,0
538,9848,0
388,12593,0
253,14538,0
127,14808,0
707,8857,0
662,8801,0
1216,11132,0
616,10518,0
789,16760,0
224,14703,0
1046,9033,0
1336,233778,0
318,175110,0
631,21216,0
704,21639,0
511,19202,0
87,23671,0
1813,18625,0
1220,49867,0
1680,49303,0
395,11591414,0
471,3037459,0
340,2554885,0
807,3061597,0
720,2935414,0
93,2529140,0
1264,2499819,0
1081,2712104,0
179,2638402,0
586,2519511,0
1060,2020624,0
232,2144244,0
64,2332320,0
1809,2156667,0
389,2230510,0
1524,2155523,0
128,2013557,0
1841,1992604,0
1553,2147442,0
90,2160349,0
1102,2264960,0
1265,2225392,0
1416,2400588,0
1798,2155986,0
773,2034432,0
310,2236201,0
862,1734628,0
443,1939163,0
275,2094532,0
989,12817,0
848,44478,0
362,1972773,0
1048,1847157,0
1858,1847464,0
32,16028,0
1386,1877827,0
990,1720418,0
1224,1751637,0
84,1508093,0
545,1976551,0
22,1936241,0
622,1758655,0
1845,1579135,0
1934,1546189,0
1580,1868220,0
460,117325,0
947,1835252,0
60,1302540,0
49,1798470,0
130,1630309,0
1810,1315891,0
565,1567858,0
713,1814409,0
1181,1381722,0
759,1375431,0
1601,1297285,0
1659,1398637,0
1316,68416,0
656,86417,0
1197,1187807,0
551,1327403,0
1846,101435,0
1358,1339579,0
1538,1261668,0
1024,1642086,0
1774,1431766,0
196,1402972,0
1079,1635177,0
200,1550152,0
1702,1482862,0
1646,1661835,0
193,1691554,0
642,1424210,0
1728,1529932,0
685,1507625,0
1352,1245388,0
1327,1320194,0
1096,1577022,0
1790,1442027,0
1869,1459713,0
805,1507763,0
1722,1585785,0
543,1456542,0
126,1270726,0
65,1308444,0
1522,1508999,0
1938,1248379,0
800,1383987,0
1011,1299720,0
83,1311391,0
458,1361903,0
1126,1515722,0
1756,1367596,0
1357,1293558,0
542,1245114,0
1439,1505833,0
23,1439221,0
1118,1452456,0
390,1330937,0
879,1487763,0
1398,1196792,0
226,1098162,0
1203,1239926,0
1514,1303229,0
1535,1246740,0
852,1238454,0
1185,1068391,0
38,1338028,0
1576,1133850,0
1777,582040,0
1503,513464,0
814,1083941,0
154,1273434,0
1176,527906,0
1136,601643,0
164,1084425,0
653,637883,0
1873,598575,0
1287,1095577,0
236,1059263,0
493,1001426,0
291,1130960,0
1499,971036,0
632,259127,0
1712,593650,0
1600,996980,0
1180,598862,0
403,764,0
97,491662,0
487,1025103,0
610,553974,0
230,618954,0
1217,245067,0
404,353617,0
1125,678752,0
1306,945879,0
304,889727,0
1624,588758,0
701,701931,0
1804,497404,0
974,600689,0
457,470165,0
77,47481,0
684,33858,0
105,427024,0
524,408392,0
192,439309,0
1317,457632,0
858,312375,0
1512,407966,0
71,12531,0
429,432500,0
731,445047,0
1482,470618,0
1294,343029,0
939,378154,0
717,380538,0
1667,391378,0
1824,384266,0
601,407075,0
374,342248,0
144,379850,0
358,354240,0
1924,426267,0
1007,379668,0
158,450619,0
1620,421512,0
1152,413005,0
751,417578,0
1486,456908,0
1023,407163,0
1838,522331,0
1723,659058,0
1120,649441,0
654,645016,0
1775,648220,0
1195,28034,0
1477,612067,0
341,591835,0
300,608466,0
1374,25309,0
895,24389,0
1818,618937,0
483,627913,0
1865,637317,0
944,600867,0
1256,618605,0
259,651641,0
1177,622760,0
1175,647587,0
1348,644765,0
10,626256,0
620,637707,0
762,638448,0
1183,301138,0
520,588714,0
1417,266914,0
673,598890,0
1215,246168,0
951,241083,0
438,589956,0
699,610139,0
909,263590,0
129,658914,0
430,660910,0
575,688430,0
410,656298,0
1920,659350,0
958,723789,0
1381,654684,0
290,746545,0
599,671353,0
1599,732196,0
1721,686124,0
1606,227896,0
813,677554,0
1036,645839,0
1582,657020,0
207,612746,0
1578,669161,0
587,647595,0
91,590664,0
1729,641502,0
86,672664,0
454,705056,0
1305,670952,0
1807,674120,0
293,691010,0
67,686356,0
1892,685447,0
541,255,0
50,701946,0
1440,679238,0
1278,700391,0
223,687345,0
894,685894,0
353,699635,0
1566,674367,0
1872,684731,0
1108,689961,0
663,666047,0
774,230162,0
1252,666662,0
413,669614,0
903,709363,0
1105,684236,0
1817,676077,0
1768,735371,0
1635,725465,0
62,688556,0
1609,750685,0
1670,724819,0
1647,723643,0
1504,349157,0
952,687299,0
825,676562,0
578,675748,0
1202,666455,0
510,683149,0
1533,722716,0
156,706929,0
1928,624180,0
576,647965,0
890,250,0
1913,626586,0
1338,614522,0
1830,649801,0
1631,654358,0
313,658162,0
1219,711671,0
624,639433,0
867,640970,0
697,675659,0
1034,602131,0
1284,648910,0
634,269308,0
602,588321,0
0,673434,0
242,674326,0
463,648169,0
392,579951,0
455,618320,0
1476,649139,0
598,633606,0
906,626007,0
1491,208514,0
525,660758,0
1362,690169,0
1828,660291,0
722,654634,0
725,635284,0
1247,685717,0
1451,654471,0
1882,30451,0
1461,648030,0
1196,622528,0
1143,608295,0
1541,26683,0
136,668126,0
1101,677593,0
1042,669129,0
1886,659881,0
971,635475,0
613,682403,0
901,723207,0
1201,693100,0
132,20714,0
1413,734568,0
1444,685255,0
1802,649137,0
1232,661448,0
181,667465,0
1785,581466,0
125,584291,0
853,652005,0
1857,598976,0
1662,618846,0
383,617639,0
691,614756,0
655,435821,0
1853,456305,0
327,516343,0
1438,477354,0
1690,439881,0
1339,473046,0
668,431127,0
121,373412,0
693,474761,0
57,479531,0
1739,417036,0
1002,425840,0
1073,419968,0
1087,1445817,0
1044,1594353,0
803,1328712,0
1740,1732196,0
1062,1741571,0
1361,246531,0
716,260660,0
648,265172,0
703,292575,0
1286,499944,0
522,260241,0
163,633741,0
1542,819375,0
1507,773694,0
1277,635678,0
273,30104,0
1113,7479,0
1508,2871,0
529,9819,0
1275,5558,0
1258,2246,0
748,2274,0
271,1537,0
1297,1563,0
1686,1543,0
1719,1528,0
1831,1504,0
1373,1808,0
1579,1541,0
248,1923,0
886,1539,0
233,7104,0
946,1509,0
1759,1585,0
596,1398,0
1555,2181,0
1744,1522,0
1057,1335,0
1628,1063,0
705,958,0
260,950,0
737,1059,0
1703,718,0
651,775,0
54,1233,0
53,2121,0
1123,2183,0
1184,3576,0
74,2042,0
1059,7595,0
312,2034,0
361,2319,0
221,2193,0
1709,3330,0
649,2318,0
1540,2267,0
1376,2020,0
546,2214,0
808,2069,0
1208,2157,0
1254,2384,0
984,2280,0
1754,2370,0
1929,2198,0
650,1967,0
892,1990,0
1781,4131,0
611,2025,0
914,2001,0
1400,2015,0
284,2633,0
1820,2127,0
1300,2926,0
422,6058,0
372,1961,0
81,2310,0
250,2219,0
478,2062,0
407,2046,0
26,2167,0
945,2420,0
1016,2683,0
1669,3341,0
40,3431,0
633,2351,0
1028,2240,0
948,2028,0
744,2076,0
409,25809,0
1653,39293,0
982,33449,0
431,21354,0
1112,61608,0
804,67901,0
772,83011,0
1039,16920,0
1531,11608,0
1867,16441,0
1117,21073,0
515,17271,0
378,8549,0
1325,10584,0
346,8542,0
475,7486,0
857,14260,0
1743,7385,0
364,7112,0
1261,17217,0
1334,6616,0
1129,15711,0
925,10329,0
659,7143,0
1717,8685,0
878,10188,0
1715,188767,0
55,11382,0
1075,13897,0
501,60109,0
1321,80541,0
1155,64701,0
591,118721,0
1242,125338,0
1161,53536,0
1223,88065,0
544,36546,0
51,65860,0
381,56735,0
1801,55666,0
561,103558,0
1086,81625,0
1243,121633,0
635,77840,0
859,98616,0
175,71112,0
1902,11941,0
1915,12094,0
847,9584,0
552,6560,0
1282,12919,0
452,18877,0
414,7990,0
924,10196,0
444,10024,0
1328,12652,0
1526,196003,0
636,4533,0
1347,62182,0
1923,12792,0
1319,71337,0
671,16093,0
1773,26419,0
133,13096,0
1099,37703,0
1360,21408,0
929,14760,0
28,22581,0
107,13996,0
1556,14742,0
678,24230,0
791,12221,0
770,18466,0
1041,19565,0
143,62225,0
822,16873,0
203,19537,0
884,30271,0
1049,12782,0
1911,13938,0
29,5345,0
643,9432,0
1636,3553,0
1762,5226,0
258,4409,0
966,4108,0
279,6760,0
865,4442,0
82,4304,0
1610,3094,0
842,7367,0
1933,7736,0
119,10923,0
1664,13696,0
1228,6235,0
1098,11300,0
1311,65563,0
785,9363,0
157,6567,0
1760,6947,0
135,18674,0
370,8457,0
1313,9124,0
1478,8996,0
917,6241,0
433,17619,0
979,16061,0
162,12598,0
215,17124,0
819,11247,0
817,33217,0
1903,5249,0
1204,15501,0
911,8047,0
1323,9527,0
104,6459,0
1405,61890,0
626,7537,0
640,19728,0
44,61753,0
863,20124,0
1388,7964,0
912,10416,0
424,9571,0
1868,13355,0
1577,10036,0
355,15517,0
288,6652,0
1469,8943,0
147,18196,0
733,22388,0
1786,7387,0
1350,6294,0
934,11881,0
1904,7394,0
1784,6412,0
1302,7579,0
736,70737,0
1693,3507,0
1414,4717,0
469,3944,0
690,99671,0
618,100842,0
1342,6385,0
239,7774,0
695,23784,0
1115,8757,0
1747,6028,0
639,8375,0
1515,25833,0
1513,5716,0
1879,8851,0
468,6860,0
1682,12127,0
755,34485,0
385,7550,0
956,14330,0
377,9498,0
100,103662,0
1150,5816,0
1157,13196,0
168,7052,0
1615,9767,0
1605,6074,0
783,7747,0
1080,9381,0
334,14032,0
1027,8107,0
1585,5857,0
942,11431,0
595,7881,0
1418,8558,0
1665,10504,0
1565,6999,0
1561,13505,0
1621,7555,0
1289,18218,0
235,21349,0
788,9848,0
1532,12413,0
474,9137,0
765,12530,0
1455,14087,0
887,11922,0
178,6525,0
1767,10286,0
1852,5779,0
298,28061,0
1415,13464,0
96,118187,0
1019,4695,0
896,26213,0
1683,5966,0
833,7390,0
1811,24834,0
1164,20916,0
548,17836,0
625,41476,0
1883,12847,0
771,37025,0
738,11868,0
116,11447,0
287,14163,0
1330,6884,0
1343,6811,0
786,16601,0
197,23122,0
532,9120,0
1617,11973,0
1158,17564,0
777,7182,0
1656,14689,0
1711,8091,0
816,7202,0
1847,8532,0
1076,8132,0
9,7519,0
1611,37664,0
299,9693,0
1332,9431,0
560,6887,0
1146,12886,0
481,6684,0
954,2588,0
1839,4561,0
1816,11801,0
356,10188,0
246,13680,0
1128,3963,0
1604,3772,0
1796,2918,0
1406,4664,0
111,25800,0
1349,6582,0
1622,9522,0
68,14536,0
995,15761,0
1880,5483,0
405,7634,0
1922,6342,0
581,10683,0
969,5795,0
500,7890,0
512,7502,0
1375,12367,0
425,15073,0
617,6913,0
428,6528,0
700,12284,0
1602,6651,0
711,55228,0
1270,7467,0
1787,6543,0
437,10797,0
380,10694,0
834,10680,0
1914,9037,0
1812,5328,0
1271,8949,0
660,12773,0
426,6682,0
527,8166,0
492,7551,0
245,6005,0
504,9643,0
1307,12374,0
1110,14809,0
465,9968,0
854,3355,0
672,6884,0
750,29865,0
734,117153,0
1488,260185,0
1301,19435,0
869,6588,0
1273,27851,0
792,7391,0
1058,44484,0
217,6661,0
183,9136,0
1210,11861,0
1855,10137,0
603,19901,0
1173,19549,0
1442,68349,0
109,105560,0
205,60112,0
276,991612,0
607,18480,0
1420,5577,0
63,5141,0
1925,9216,0
198,23916,0
923,26032,0
1250,10095,0
1257,27364,0
797,7330,0
1581,7758,0
531,25269,0
880,46379,0
1887,14403,0
186,22467,0
1137,19616,0
1748,17898,0
623,21548,0
1738,28906,0
470,14912,0
1303,11469,0
1645,15848,0
970,17433,0
161,36933,0
1649,22017,0
1730,16916,0
315,19457,0
547,22708,0
1619,34001,0
782,16020,0
1312,29349,0
1237,29526,0
1425,11601,0
1298,15785,0
1064,12174,0
440,58906,0
1456,336567,0
1156,21547,0
1166,12587,0
85,11442,0
1345,48231,0
665,14610,0
1070,17274,0
1148,14234,0
1151,54324,0
1230,11998,0
1672,9367,0
855,21865,0
436,10152,0
5,17592,0
743,75006,0
1931,19132,0
391,16983,0
137,348957,0
846,606744,0
938,142791,0
784,56864,0
1121,62823,0
421,104560,0
1851,100112,0
1,53142,0
449,37200,0
309,31583,0
1326,27761,0
1186,23488,0
411,11425,0
375,28955,0
1697,10269,0
173,16566,0
1681,12560,0
826,35066,0
1554,11471,0
1689,14669,0
1494,11979,0
283,11890,0
1919,12063,0
828,11562,0
384,13135,0
729,11778,0
1480,13800,0
1393,33577,0
1026,12047,0
1218,24172,0
1596,19002,0
397,12705,0
1794,22134,0
1249,10704,0
555,10115,0
1209,37889,0
915,53525,0
518,14047,0
142,9062,0
973,7974,0
1644,11169,0
1627,14874,0
1309,7273,0
818,5867,0
1227,7312,0
513,21661,0
1863,10675,0
482,18986,0
373,23075,0
234,16308,0
1899,15000,0
927,15951,0
1144,13904,0
439,10318,0
689,17588,0
999,11743,0
101,10605,0
1724,10613,0
1165,14896,0
1895,10136,0
220,12348,0
1462,14121,0
1614,14312,0
1823,10284,0
118,9714,0
776,15643,0
1322,16835,0
619,11804,0
506,11084,0
480,19028,0
577,29612,0
1791,31551,0
1119,12571,0
1094,22254,0
670,37460,0
94,13292,0
657,17532,0
1772,11880,0
323,16861,0
1369,10747,0
1704,20658,0
1885,23267,0
1866,27036,0
30,45215,0
1055,33682,0
1127,41956,0
1053,20262,0
140,12417,0
957,64288,0
120,21649,0
1054,84630,0
1428,35912,0
574,15121,0
891,16538,0
1586,15515,0
1436,15524,0
823,11579,0
1551,16975,0
606,18644,0
1492,25516,0
597,79690,0
1521,58587,0
4,21321,0
1806,18238,0
787,10350,0
666,11278,0
498,14626,0
1474,30422,0
348,10893,0
326,21300,0
985,21603,0
675,12193,0
1383,48309,0
1255,12351,0
1452,16076,0
1692,25096,0
177,97966,0
1266,15672,0
1937,57020,0
980,296673,0
368,515942,0
1936,271889,0
1367,26745,0
664,38401,0
709,1826,0
1891,591111,0
686,617708,0
1761,5361,0
588,8720,0
514,9105,0
36,22991,0
1149,9110,0
943,17101,0
1836,11491,0
882,39648,0
1066,21326,0
485,13374,0
1907,23894,0
72,716869,0
1056,35308,0
1650,140521,0
503,10340,0
872,13987,0
382,17566,0
328,14533,0
25,20323,0
113,12881,0
1262,22532,0
415,17419,0
1463,24476,0
871,18711,0
3,34142,0
432,18047,0
1850,18013,0
1906,14353,0
1648,21380,0
1716,14618,0
1875,10957,0
1927,5729,0
1598,7446,0
277,12909,0
1190,29386,0
325,76438,0
1199,14838,0
187,23697,0
21,15146,0
477,16759,0
1399,13299,0
741,21545,0
1771,21640,0
724,16258,0
190,26197,0
679,17587,0
1749,19311,0
811,13577,0
1571,18123,0
184,39987,0
20,24783,0
1234,24530,0
1290,22591,0
1194,12543,0
1174,22232,0
247,30966,0
1487,20512,0
1658,37264,0
160,26849,0
505,27597,0
1497,28445,0
1574,46226,0
1377,25231,0
1912,6337,0
1320,12693,0
1279,10868,0
739,23009,0
1557,5712,0
1861,29885,0
749,31689,0
1344,15080,0
1037,13351,0
1031,95600,0
1718,21321,0
829,202897,0
165,6391,0
256,39202,0
975,17260,0
1753,128883,0
1757,22761,0
1862,16504,0
1544,89110,0
960,3489,0
1939,124716,0
1779,61209,0
1187,197365,0
1708,104555,0
1921,10500,0
809,5744,0
490,6013,0
228,9512,0
491,5842,0
1797,5917,0
981,5111,0
1490,8170,0
1918,5003,0
266,6318,0
1548,361568,0
241,1290423,0
301,1096472,0
244,50750,0
1433,724380,0
363,111196,0
637,173468,0
1844,1689009,0
1003,201109,0
308,39231,0
286,22315,0
628,62384,0
476,43968,0
211,15364,0
1505,25843,0
1012,345545,0
1550,24816,0
1616,14877,0
509,14029,0
1905,12886,0
1285,11560,0
1047,96340,0
1168,63000,0
1239,68556,0
1380,297086,0
1696,17363,0
1304,14169,0
1366,14727,0
1940,22098,0
1633,19997,0
1519,7181,0
351,6216,0
1050,7296,0
877,6735,0
905,5418,0
1613,3476,0
1109,7446,0
609,9260,0
753,7279,0
1460,10892,0
447,6942,0
1241,4162,0
1776,5464,0
1675,18503,0
1691,26729,0
1688,18327,0
1142,17802,0
1008,7457,0
845,14982,0
526,21031,0
435,6750,0
1293,9347,0
400,8292,0
1742,13866,0
289,22418,0
1763,6135,0
1431,9203,0
1654,20438,0
1547,11674,0
1397,7164,0
652,3806,0
614,9704,0
1632,14697,0
1770,13836,0
568,7842,0
319,45968,0
1090,6936,0
836,13351,0
394,13108,0
747,112240,0
1900,7197,0
1465,9458,0
199,14729,0
1394,116623,0
1384,8745,0
629,8210,0
1205,8586,0
379,22601,0
1661,49848,0
1259,12808,0
333,6216,0
497,10211,0
727,6100,0
92,14120,0
519,6091,0
272,9016,0
1932,19652,0
976,61342,0
998,42862,0
267,21009,0
757,6734,0
554,7987,0
180,16692,0
589,7768,0
1536,3751,0
76,8268,0
760,6638,0
1546,56456,0
1030,12311,0
1133,16288,0
1589,20778,0
416,22158,0
1111,34579,0
593,14167,0
456,43294,0
1815,159918,0
1470,31251,0
1029,16370,0
1634,65282,0
306,28658,0
102,29002,0
349,23865,0
1511,73055,0
1516,20469,0
106,18671,0
337,71130,0
1625,46972,0
1015,53843,0
45,24070,0
324,14320,0
802,33607,0
1484,10646,0
889,18651,0
1837,86329,0
417,19434,0
844,49094,0
1225,60860,0
683,128770,0
1829,217759,0
712,552220,0
1833,655912,0
441,13961,0
14,35410,0
1640,54676,0
1426,10070,0
434,10357,0
941,162939,0
229,9275,0
1422,15359,0
345,17727,0
1077,25182,0
139,342202,0
1778,21582,0
1092,27389,0
238,9441,0
961,7514,0
1221,178741,0
959,14298,0
1890,27344,0
953,326345,0
963,27035,0
472,31824,0
1404,8359,0
583,34779,0
33,460547,0
43,5448,0
978,18075,0
1545,41524,0
484,56018,0
1457,5606,0
1365,650853,0
216,30769,0
1333,5843,0
114,9778,0
448,15526,0
479,13131,0
446,27453,0
261,7553,0
1583,389429,0
1564,32459,0
1379,11759,0
1447,13742,0
188,7331,0
1408,7873,0
182,11422,0
1567,9217,0
694,6994,0
155,7769,0
977,12615,0
103,10024,0
1318,8995,0
1371,10361,0
796,9556,0
1819,10827,0
496,16734,0
89,2034,0
1392,4606,0
810,16937,0
1909,9057,0
1502,93355,0
1714,239860,0
1792,40498,0
718,86830,0
528,18514,0
1182,11369,0
1071,11618,0
1351,11910,0
1395,18067,0
1340,349860,0
1612,144769,0
612,55239,0
1359,144252,0
876,87496,0
883,68984,0
243,76361,0
1835,91488,0
732,78978,0
307,61497,0
1363,69375,0
1529,7145,0
768,17673,0
1671,6470,0
1045,35740,0
921,41469,0
935,45627,0
752,20399,0
1799,24102,0
1595,3918209,0
347,20570,0
1296,146487,0
1238,160146,0
795,10888,0
1795,65200,0
1192,44609,0
702,16987,0
1506,27974,0
1695,76627,0
1472,99456,0
1072,16548,0
1213,20590,0
1528,110262,0
1341,6761,0
1864,11746,0
1603,6207,0
453,15513,0
1676,8602,0
646,15397,0
1364,10160,0
1423,334869,0
1017,41492,0
263,10621,0
972,10476,0
644,541426,0
41,9452,0
838,8537,0
115,7241,0
1178,23817,0
1141,8595,0
1706,9956,0
329,47513,0
320,10855,0
486,6243,0
1281,17114,0
149,6396,0
39,6557,0
1560,13334,0
1198,8485,0
1782,6554,0
706,9944,0
824,8448,0
214,8193,0
840,16217,0
423,82565,0
798,6293,0
52,10515,0
1035,17768,0
907,12304,0
1660,4998,0
682,7605,0
1780,5907,0
1458,30229,0
1288,73236,0
1559,4552,0
530,2576,0
1893,9462,0
1769,7451,0
1410,37407,0
1459,19028,0
1552,45783,0
35,6634,0
556,8836,0
1687,26255,0
1154,45673,0
861,28320,0
837,7836,0
1735,11890,0
1132,11535,0
674,16593,0
396,10685,0
1736,11803,0
73,15757,0
571,92750,0
1412,15635,0
408,1966409,0
563,17250,0
1116,25181,0
667,30746,0
1805,22484,0
572,28818,0
1106,16182,0
166,7264,0
1097,22191,0
110,7043,0
585,7193,0
285,32153,0
1251,29002,0
641,27135,0
1814,9860,0
366,262543,0
1454,275133,0
1074,118631,0
1162,6335,0
1310,8813,0
1134,275539,0
550,7716,0
1501,782154,0
1001,6613,0
1067,178588,0
1587,67967,0
281,543449,0
710,11981,0
677,36600,0
1005,12173,0
150,80754,0
172,38223,0
1052,49038,0
1061,17560,0
1896,54451,0
1170,83708,0
365,156200,0
719,116653,0
1139,125462,0
888,236010,0
930,414252,0
950,287273,0
240,132331,0
1206,10477,0
920,20199,0
570,14763,0
317,37960,0
1930,20245,0
1860,19450,0
225,19116,0
508,16070,0
1534,21556,0
1467,23587,0
34,11635,0
16,16849,0
1292,14926,0
1803,26034,0
1750,11570,0
856,17923,0
793,18656,0
174,14132,0
821,14278,0
2,22124,0
1737,14830,0
1240,12317,0
849,13193,0
1391,14835,0
1825,15646,0
745,12480,0
1849,11931,0
11,8344,0
295,8602,0
1590,27326,0
1169,35659,0
1663,42582,0
534,26321,0
278,19464,0
1543,31349,0
728,4761,0
18,18471,0
231,374117,0
899,230693,0
185,7882,0
580,85442,0
1509,5637,0
442,61079,0
1233,10030,0
145,6782,0
1834,6764,0
322,8127,0
303,6702,0
117,58157,0
1448,9690,0
311,58088,0
1276,60518,0
206,66987,0
1331,34165,0
913,42778,0
775,23642,0
983,31538,0
202,28625,0
1468,30361,0
1898,31245,0
1479,43551,0
1746,31667,0
1211,27232,0
1608,46442,0
80,13352,0
1871,13352,0
1191,61937,0
1299,27785,0
1848,47440,0
781,47204,0
1130,21098,0
399,182339,0
1510,75121,0
1800,25491,0
467,19189,0
1821,16579,0
1623,23782,0
1755,12235,0
371,6167,0
99,7105,0
687,130201,0
940,7683,0
1842,517021,0
296,9791,0
756,7164,0
1253,4277,0
1295,4834,0
27,5791,0
1083,6859,0
696,6481,0
1679,6049,0
1652,6996,0
1088,6165,0
302,5035,0
1038,6116,0
95,9265,0
108,6886,0
1135,29699,0
1314,20121,0
1592,4385,0
1745,16771,0
1655,13657,0
864,6302,0
949,39229,0
926,12587,0
1626,2765,0
357,7859,0
78,8495,0
352,14429,0
1171,11776,0
851,60497,0
1701,4690,0
1734,7119,0
462,7015,0
1427,14187,0
1489,4642,0
61,6356,0
412,8361,0
928,22198,0
297,6430,0
1308,9996,0
1752,7658,0
376,10612,0
1475,5942,0
801,6999,0
134,51176,0
1235,16675,0
1267,23023,0
131,17813,0
1889,33183,0
1466,25944,0
1411,19974,0
1337,19935,0
1032,16669,0
1870,24156,0
516,23072,0
292,32920,0
850,20557,0
1700,16728,0
692,16891,0
