school/disc.LOCATION NAME,school/disc.LOCATION CATEGORY,school/disc.ADMINISTRATIVE DISTRICT,school/disc.A06 Disrupting the Educational Process R,school/disc.A06 Disrupting the Educational Process P,school/disc.A07 Verbally Rude or Disrespectful R,school/disc.A07 Verbally Rude or Disrespectful P,school/disc.A11 Smoking P,"school/disc.A13 Profane, Obscene, Vulgar Language or Gestures R","school/disc.A13 Profane, Obscene, Vulgar Language or Gestures P",school/disc.A14 Lying to \ Giving False Information R,school/disc.A15 Misusing Property Belonging to Others R,school/disc.A16 Disruptive Behavior on School Bus R,school/disc.A17 Leaving Class or School Premises w/o Permission R,school/disc.A17 Leaving Class or School Premises w/o Permission P,school/disc.A18 Inappropriate or Unwanted Physical Contact R,school/disc.A19 Violating DOE's Internet Policy R,school/disc.A20 Scholastic Dishonesty R,school/disc.A21 Inappropriate use of electronic technology R,school/disc.A22 Insubordination R,school/disc.A22 Insubordination P,school/disc.A23 Using Slurs (Bias) R,school/disc.A23 Using Slurs (Bias) P,school/disc.A24 Minor Altercation R,school/disc.A24 Minor Altercation P,school/disc.A25 Bringing unauthorized visitors to school R,school/disc.A26 Possession of Property w/o Authorization R,school/disc.A26 Possession of Property w/o Authorization P,school/disc.A26 Possession of Property w/o Authorization S,school/disc.A27 Tampering/Altering Records or Documents R,school/disc.A27 Tampering/Altering Records or Documents P,school/disc.A28 Inappropriate or Unwanted Physical Contact (Grades 4-5 Only) R,school/disc.A28 Inappropriate or Unwanted Physical Contact (Grades 4-5 Only) P,school/disc.A29 Gang Related Behavior R,school/disc.A30 Vandalism / Graffiti R,school/disc.A30 Vandalism / Graffiti P,school/disc.A30 Vandalism / Graffiti S,school/disc.A31 Posting/Distributing Unauthorized Libelous Material R,school/disc.A31 Posting/Distributing Unauthorized Libelous Material P,school/disc.A32 Posting/Distributing Literature or Material Containing Threats R,school/disc.A32 Posting/Distributing Literature or Material Containing Threats P,school/disc.A33 Altercation and/or Physically Aggressive Behavior R,school/disc.A33 Altercation and/or Physically Aggressive Behavior P,school/disc.A33 Altercation and/or Physically Aggressive Behavior S,school/disc.A34 Coercion/Threats R,school/disc.A34 Coercion/Threats P,school/disc.A34 Coercion/Threats S,school/disc.A35 Disruptive Behavior on the School Bus with Substantial Risks of Injury R,school/disc.A35 Disruptive Behavior on the School Bus with Substantial Risks of Injury P,school/disc.A35 Disruptive Behavior on the School Bus with Substantial Risks of Injury S,school/disc.A36 Intimidating and Bullying Behavior R,school/disc.A36 Intimidating and Bullying Behavior P,school/disc.A36 Intimidating and Bullying Behavior S,school/disc.A37 Intimidating and Bullying Behavior  R,school/disc.A37 Intimidating and Bullying Behavior  P,school/disc.A37 Intimidating and Bullying Behavior  S,school/disc.A38 Sexually Suggestive (Verbal/Physical) R,school/disc.A38 Sexually Suggestive (Verbal/Physical) P,school/disc.A38 Sexually Suggestive (Verbal/Physical) S,"school/disc.A39 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs, drug paraphernalia, or Alcohol R","school/disc.A39 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs, drug paraphernalia, or Alcohol P","school/disc.A39 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs, drug paraphernalia, or Alcohol S",school/disc.A40 Taking Property Without Authorization R,school/disc.A40 Taking Property Without Authorization P,school/disc.A40 Taking Property Without Authorization S,school/disc.A41 False Activation of Fire/Disaster Alarm R,school/disc.A41 False Activation of Fire/Disaster Alarm P,school/disc.A41 False Activation of Fire/Disaster Alarm S,school/disc.A42 Bomb Threat R,school/disc.A42 Bomb Threat P,school/disc.A43 Reckless Behavior with Substantial Risk of Serious Injury R,school/disc.A43 Reckless Behavior with Substantial Risk of Serious Injury P,school/disc.A43 Reckless Behavior with Substantial Risk of Serious Injury S,school/disc.A44 Reckless Behavior that causes Serious Injury R,school/disc.A44 Reckless Behavior that causes Serious Injury P,school/disc.A44 Reckless Behavior that causes Serious Injury S,school/disc.A46 Weapon Possession (Category II) P,school/disc.A46 Weapon Possession (Category II) S,"school/disc.A47 Using Controlled Substances w/o Authorization, Illegal Drugs or Alcohol P",school/disc.A48 Starting a Fire R,school/disc.A48 Starting a Fire P,school/disc.A48 Starting a Fire S,school/disc.A49 Threatening/Using Force to Take Property S,school/disc.A50 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel R,school/disc.A50 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel P,school/disc.A50 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel S,school/disc.A51 Using Extreme Force Against/Inflicting to/Inflicting Serious Injury to Students or Others R,school/disc.A51 Using Extreme Force Against/Inflicting to/Inflicting Serious Injury to Students or Others P,school/disc.A51 Using Extreme Force Against/Inflicting to/Inflicting Serious Injury to Students or Others S,school/disc.A52 Group Violence R,school/disc.A52 Group Violence P,school/disc.A52 Group Violence S,school/disc.A54 Engaging Physical Sexual Aggressive Behavior S,school/disc.A55 Selling/Distributing Illegal Drugs or Control Substance S,school/disc.A56 Weapon Possession (Category I) R,school/disc.A56 Weapon Possession (Category I) P,school/disc.A56 Weapon Possession (Category I) S,"school/disc.A57 Using Weapon (Category II) to Attempt Injury upon School Personnel, Students, Others R","school/disc.A57 Using Weapon (Category II) to Attempt Injury upon School Personnel, Students, Others P","school/disc.A57 Using Weapon (Category II) to Attempt Injury upon School Personnel, Students, Others S","school/disc.A58 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others R","school/disc.A58 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others P","school/disc.A58 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others S","school/disc.A59 Using Weapon Other than Category I or II to Inflict Injury upon School Personnel, Students, Others P","school/disc.A59 Using Weapon Other than Category I or II to Inflict Injury upon School Personnel, Students, Others S",school/disc.B07 Disrupting the Educational Process R,school/disc.B07 Disrupting the Educational Process P,school/disc.B08 Verbally Rude or Disrespectful R,school/disc.B08 Verbally Rude or Disrespectful P,school/disc.B14 Gambling R,"school/disc.B15 Profane, Obscene, Vulgar Language or Gestures R","school/disc.B15 Profane, Obscene, Vulgar Language or Gestures P",school/disc.B16 Lying to \ Giving False Information R,school/disc.B17 Misusing Property Belonging to Others R,school/disc.B18 Disruptive Behavior on School Bus R,school/disc.B19 Inappropriate use of electronic technology R,school/disc.B19 Inappropriate use of electronic technology P,school/disc.B20 Leaving Class or School Premises w/o Permission R,school/disc.B20 Leaving Class or School Premises w/o Permission P,school/disc.B21 Insubordination R,school/disc.B21 Insubordination P,school/disc.B22 Trespassing R,school/disc.B22 Trespassing P,school/disc.B23 Using Slurs (Bias) R,school/disc.B23 Using Slurs (Bias) P,school/disc.B23 Using Slurs (Bias) S,school/disc.B24 Minor Altercation R,school/disc.B24 Minor Altercation P,school/disc.B25 Bringing unauthorized visitors to school R,school/disc.B25 Bringing unauthorized visitors to school P,school/disc.B25 Bringing unauthorized visitors to school S,school/disc.B26 Gang Related Behavior R,school/disc.B26 Gang Related Behavior P,school/disc.B26 Gang Related Behavior S,school/disc.B27 Tampering/Altering Records or Documents R,school/disc.B27 Tampering/Altering Records or Documents P,school/disc.B27 Tampering/Altering Records or Documents S,school/disc.B28 Vandalism / Graffiti R,school/disc.B28 Vandalism / Graffiti P,school/disc.B28 Vandalism / Graffiti S,school/disc.B29 Possession of Property w/o Authorization R,school/disc.B29 Possession of Property w/o Authorization P,school/disc.B29 Possession of Property w/o Authorization S,school/disc.B30 Violating DOE's Internet Policy R,school/disc.B30 Violating DOE's Internet Policy P,school/disc.B30 Violating DOE's Internet Policy S,school/disc.B31 Scholastic Dishonesty R,school/disc.B31 Scholastic Dishonesty P,school/disc.B31 Scholastic Dishonesty S,school/disc.B32 Posting/Distributing Unauthorized Libelous Material R,school/disc.B32 Posting/Distributing Unauthorized Libelous Material P,school/disc.B32 Posting/Distributing Unauthorized Libelous Material S,school/disc.B33 Engaging in sexual conduct R,school/disc.B33 Engaging in sexual conduct P,school/disc.B33 Engaging in sexual conduct S,school/disc.B34 Sexually Suggestive (Verbal/Physical) R,school/disc.B34 Sexually Suggestive (Verbal/Physical) P,school/disc.B34 Sexually Suggestive (Verbal/Physical) S,"school/disc.B35 Posting or distributing literature or material containing a threat of violence, injury or harm (including posting such material on the Internet) (D-I only) R","school/disc.B35 Posting or distributing literature or material containing a threat of violence, injury or harm (including posting such material on the Internet) (D-I only) P","school/disc.B35 Posting or distributing literature or material containing a threat of violence, injury or harm (including posting such material on the Internet) (D-I only) S",school/disc.B36 Altercation and/or Physically Aggressive Behavior R,school/disc.B36 Altercation and/or Physically Aggressive Behavior P,school/disc.B36 Altercation and/or Physically Aggressive Behavior S,school/disc.B37 Coercion/Threats R,school/disc.B37 Coercion/Threats P,school/disc.B37 Coercion/Threats S,school/disc.B38 Disruptive Behavior on the School Bus with Substantial Risks of Injury R,school/disc.B38 Disruptive Behavior on the School Bus with Substantial Risks of Injury P,school/disc.B38 Disruptive Behavior on the School Bus with Substantial Risks of Injury S,school/disc.B39 Intimidating and Bullying Behavior R,school/disc.B39 Intimidating and Bullying Behavior P,school/disc.B39 Intimidating and Bullying Behavior S,school/disc.B40 Intimidating and Bullying Behavior R,school/disc.B40 Intimidating and Bullying Behavior P,school/disc.B40 Intimidating and Bullying Behavior S,"school/disc.B41 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs or Alcohol R","school/disc.B41 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs or Alcohol P","school/disc.B41 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs or Alcohol S",school/disc.B42 False Activation of Fire/Disaster Alarm R,school/disc.B42 False Activation of Fire/Disaster Alarm P,school/disc.B42 False Activation of Fire/Disaster Alarm S,school/disc.B43 Bomb Threat P,school/disc.B43 Bomb Threat S,school/disc.B44 Taking Property Without Authorization R,school/disc.B44 Taking Property Without Authorization P,school/disc.B44 Taking Property Without Authorization S,school/disc.B45 Reckless Behavior with Substantial Risk of Serious Injury R,school/disc.B45 Reckless Behavior with Substantial Risk of Serious Injury P,school/disc.B45 Reckless Behavior with Substantial Risk of Serious Injury S,school/disc.B46 Reckless Behavior that causes Serious Injury P,school/disc.B46 Reckless Behavior that causes Serious Injury S,school/disc.B47 Inciting/Causing Riot P,school/disc.B47 Inciting/Causing Riot S,school/disc.B48 Weapon Possession (Category II) R,school/disc.B48 Weapon Possession (Category II) P,school/disc.B48 Weapon Possession (Category II) S,"school/disc.B49 Using Controlled Substances w/o Authorization, Illegal Drugs or Alcohol R","school/disc.B49 Using Controlled Substances w/o Authorization, Illegal Drugs or Alcohol P","school/disc.B49 Using Controlled Substances w/o Authorization, Illegal Drugs or Alcohol S",school/disc.B50 Starting a Fire P,school/disc.B50 Starting a Fire S,school/disc.B51 Threatening/Using Force to Take Property P,school/disc.B51 Threatening/Using Force to Take Property S,school/disc.B52 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel P,school/disc.B52 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel S,school/disc.B53 Using Extreme Force Against/Inflicting to/Inflicting Serious Injury to Students P,school/disc.B53 Using Extreme Force Against/Inflicting to/Inflicting Serious Injury to Students S,school/disc.B54 Group Violence R,school/disc.B54 Group Violence P,school/disc.B54 Group Violence S,school/disc.B55 Threaten/Dangerous Behavior/Violence - Gang Related R,school/disc.B55 Threaten/Dangerous Behavior/Violence - Gang Related P,school/disc.B55 Threaten/Dangerous Behavior/Violence - Gang Related S,school/disc.B56 Engaging Physical Sexual Aggressive Behavior S,school/disc.B57 Selling/Distributing Illegal Drugs or Control Substance P,school/disc.B57 Selling/Distributing Illegal Drugs or Control Substance S,school/disc.B58 Weapon Possession (Category I) R,school/disc.B58 Weapon Possession (Category I) P,school/disc.B58 Weapon Possession (Category I) S,"school/disc.B59 Using Weapon (Category II) to Attempt Injury upon School Personnel, Students, Others P","school/disc.B59 Using Weapon (Category II) to Attempt Injury upon School Personnel, Students, Others S","school/disc.B60 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others R","school/disc.B60 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others P","school/disc.B60 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others S","school/disc.B61 Using Weapon Other than Category I or II to Inflict Injury upon School Personnel, Students, Others"" P","school/disc.B61 Using Weapon Other than Category I or II to Inflict Injury upon School Personnel, Students, Others"" S",school/disc.B62 Possessing Firearm S,school/disc.SY1617 TOTAL REMOVALS/SUSPENSIONS,DBN
Union Square Academy for Health Sciences,High school,2.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,10,R,R,R,R,R,R,R,R,11,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,50,02M533
Medgar Evers College Preparatory School,Secondary School,17.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,7,R,6,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,6,R,R,R,R,R,R,R,9,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,55,17K590
"The School for Classics: An Academy of Thinkers, W",High school,19.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,6,R,R,R,R,R,R,R,R,10,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,45,19K683
P.S. 75 School of Research and Discovery,Elementary,8.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,17,08X075
J.H.S. 008 Richard S. Grossley,Junior High-Intermediate-Middle,28.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,6,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,33,28Q008
P.S. 155 William Paca,Elementary,4.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,9,04M155
Harvey Milk High School,High school,2.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,8,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,16,02M586
Grover Cleveland High School,High school,24.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,13,R,R,R,R,R,R,37,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,16,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,6,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,131,24Q485
Leon M. Goldstein High School for the Sciences,High school,22.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,24,22K535
P.S. 048 Mapleton,Elementary,20.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,7,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,9,20K048
P.S. 207 Rockwood Park,K-8,27.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,19,27Q207
P.S. 372 -The Children's School,Elementary,75.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,75K372
P.S. 148 Queens,Elementary,30.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30Q148
J.H.S. 226 Virgil I. Grissom,Junior High-Intermediate-Middle,27.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,6,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,27Q226
The Active Learning Elementary School,Early Childhood,25.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,0,25Q244
