label,meanFixDur,timePrtctg,firstfixDur,Key_0_0
0,139.0,0.0234,139.0,6481
0,120.0,0.0107,120.0,37
0,119.0,0.0122,119.0,1280
0,139.0,0.023,139.0,6817
0,139.0,0.0128,139.0,6504
0,119.0,0.0215,119.0,7249
0,159.0,0.0248,159.0,3783
0,219.0,0.029,219.0,5051
0,179.0,0.0192,179.0,6734
0,139.0,0.0258,99.0,185
0,179.0,0.0249,179.0,5408
0,80.0,0.015,80.0,2981
0,219.0,0.0196,397.0,4899
0,219.0,0.0249,20.0,6254
0,139.0,0.0142,139.0,3956
0,159.0,0.0479,159.0,1273
0,139.0,0.0144,179.0,5847
0,119.0,0.0114,99.0,7487
0,139.0,0.0154,139.0,4018
0,139.0,0.0119,139.0,1940
0,80.0,0.0118,139.0,2435
0,99.0,0.0069,139.0,4031
0,99.0,0.011,99.0,6627
0,199.0,0.0618,199.0,5769
0,219.0,0.0338,219.0,4974
0,139.0,0.0229,99.0,716
0,239.0,0.0172,239.0,3298
0,159.0,0.0228,159.0,1827
0,119.0,0.0097,119.0,1759
0,179.0,0.028,179.0,1113
0,278.0,0.0307,278.0,6259
0,129.0,0.0396,159.0,4311
0,199.0,0.0199,239.0,3382
0,109.5,0.0135,139.0,98
0,139.0,0.0315,80.0,5498
0,179.0,0.0192,179.0,2998
0,219.0,0.0353,219.0,5566
0,159.0,0.0322,139.0,2331
0,159.0,0.0291,100.0,4765
0,119.0,0.0264,119.0,2678
0,99.0,0.0071,99.0,7607
0,159.0,0.0232,159.0,7474
0,99.0,0.0214,99.0,3208
0,139.0,0.0125,139.0,3970
0,219.0,0.0282,219.0,2343
0,159.0,0.0204,159.0,1943
0,219.0,0.0299,219.0,3493
0,80.0,0.0163,80.0,4743
0,139.0,0.0104,139.0,351
0,139.0,0.0118,139.0,4763
0,179.0,0.0221,179.0,1396
0,179.0,0.0448,199.0,3001
0,139.0,0.0163,139.0,5859
0,139.0,0.0139,119.0,1757
0,279.0,0.0211,279.0,5334
0,199.0,0.0211,219.0,233
0,159.0,0.0186,159.0,586
0,139.0,0.0244,139.0,7390
0,119.0,0.012,80.0,6713
0,199.0,0.0572,219.0,5281
0,199.0,0.0544,199.0,4832
0,112.6667,0.036,80.0,321
0,109.0,0.0187,179.0,2916
0,199.0,0.0544,239.0,5563
0,99.0,0.0155,99.0,6042
0,99.0,0.056,99.0,4351
0,179.0,0.0092,179.0,7308
0,139.5,0.0231,199.0,3347
0,298.0,0.017,298.0,3855
0,258.0,0.0227,258.0,6643
0,179.0,0.0128,179.0,3008
0,119.0,0.0315,159.0,3995
0,119.0,0.0166,119.0,6927
0,278.0,0.0647,278.0,5459
0,298.0,0.0444,298.0,4200
0,99.0,0.01,119.0,221
0,139.0,0.02,119.0,3185
0,99.0,0.0143,99.0,6021
0,99.0,0.0127,99.0,5523
0,159.0,0.0571,179.0,1919
0,99.0,0.0143,99.0,6963
0,99.0,0.0419,99.0,1323
0,179.0,0.0351,179.0,4352
0,199.0,0.0559,199.0,4973
0,119.0,0.0246,119.0,4879
0,139.0,0.0175,99.0,2005
0,159.0,0.0116,159.0,3450
0,239.0,0.0296,239.0,2862
0,139.0,0.1167,139.0,6616
0,99.0,0.0145,99.0,2261
0,99.0,0.0225,99.0,6078
0,80.0,0.015,80.0,5283
0,278.0,0.0353,278.0,6082
0,179.0,0.0201,179.0,7232
0,219.0,0.022,219.0,1686
0,132.3333,0.0451,159.0,6802
0,219.0,0.0249,119.0,2548
0,139.0,0.0286,139.0,1041
0,99.0,0.0157,99.0,1200
0,278.0,0.0448,278.0,585
0,139.0,0.0165,139.0,1932
0,149.0,0.0528,119.0,777
0,99.0,0.0102,99.0,1969
0,219.0,0.0345,219.0,3714
0,238.0,0.0422,238.0,2139
0,208.5,0.0734,278.0,7586
0,99.5,0.0204,80.0,4597
0,139.0,0.0301,139.0,3219
0,89.5,0.1012,99.0,1978
0,179.0,0.0102,179.0,5382
0,259.0,0.0182,259.0,2047
0,119.5,0.0354,119.0,4876
0,199.0,0.0441,199.0,2341
0,159.0,0.0132,159.0,4573
0,159.0,0.0497,159.0,722
0,100.0,0.0225,100.0,1339
0,80.0,0.0139,80.0,1295
0,199.0,0.02,179.0,86
0,258.0,0.059,258.0,3902
0,99.0,0.0306,99.0,5118
0,159.0,0.0379,159.0,7429
0,99.0,0.0166,99.0,2269
0,179.0,0.0919,119.0,144
0,129.0,0.0742,119.0,173
0,80.0,0.0054,80.0,4047
0,109.5,0.0361,139.0,5447
0,99.0,0.0094,139.0,1589
0,179.0,0.0067,179.0,5813
0,139.0,0.017,139.0,862
0,99.0,0.0309,99.0,2365
0,99.0,0.0072,99.0,3653
0,139.0,0.0195,139.0,562
0,199.0,0.0394,199.0,3525
0,159.0,0.0215,159.0,269
0,159.0,0.0295,159.0,6192
0,80.0,0.0118,80.0,3603
0,80.0,0.0144,80.0,5442
0,139.0,0.0175,139.0,5877
0,119.0,0.0374,119.0,2602
0,119.0,0.0118,119.0,5057
0,159.0,0.0206,139.0,4032
0,258.0,0.0266,258.0,199
0,99.0,0.0385,99.0,118
0,139.0,0.031,139.0,7251
0,159.0,0.0364,159.0,4044
0,139.0,0.0446,139.0,925
0,259.0,0.0503,259.0,5338
0,139.0,0.03,139.0,7588
0,99.0,0.0123,99.0,1834
0,139.0,0.0139,238.0,1300
0,149.0,0.0655,139.0,4353
0,139.0,0.0093,139.0,6628
0,238.0,0.0276,238.0,6635
0,119.0,0.0235,119.0,3476
0,458.0,0.0473,419.0,7336
0,159.0,0.0256,258.0,2565
0,139.0,0.027,139.0,3433
0,119.0,0.0252,179.0,1894
0,179.0,0.0172,179.0,5732
0,99.0,0.0509,99.0,720
0,199.0,0.0199,199.0,6282
0,99.5,0.0339,119.0,6555
0,99.0,0.0186,80.0,4861
0,219.0,0.0395,219.0,1944
0,239.0,0.0245,258.0,4766
0,259.0,0.0348,139.0,4953
0,99.0,0.0106,99.0,4222
0,139.0,0.0317,139.0,3507
0,139.0,0.0329,179.0,2950
0,80.0,0.0154,80.0,4535
0,278.0,0.0186,278.0,1734
0,120.0,0.0074,120.0,5703
0,199.0,0.0231,199.0,6984
0,438.0,0.027,438.0,3380
0,159.0,0.0159,159.0,6767
0,159.0,0.0106,80.0,4326
0,119.0,0.0239,119.0,1143
0,159.0,0.014,159.0,3310
0,80.0,0.0119,139.0,7510
0,238.0,0.0477,238.0,5973
0,99.0,0.0095,99.0,7420
0,179.0,0.0107,179.0,2491
0,219.0,0.0983,219.0,1902
0,139.0,0.0267,139.0,5480
0,99.0,0.0125,99.0,5590
0,99.0,0.0124,99.0,2661
0,119.0,0.0142,119.0,1670
0,219.0,0.0164,219.0,6563
0,139.0,0.0198,139.0,5879
0,109.0,0.0162,139.0,4799
0,219.0,0.0055,219.0,6981
0,179.0,0.0218,80.0,1006
0,99.0,0.0069,99.0,614
0,179.0,0.0178,179.0,2164
0,80.0,0.0155,80.0,2395
0,80.0,0.0085,199.0,1491
0,179.0,0.0381,139.0,6428
0,119.0,0.012,179.0,2767
0,80.0,0.0114,80.0,686
0,199.0,0.0572,199.0,5196
0,179.0,0.0102,179.0,1592
0,239.0,0.0539,239.0,2529
0,139.0,0.0118,139.0,7533
0,99.0,0.0084,99.0,4878
0,119.0,0.0159,119.0,3251
0,139.0,0.0112,139.0,2990
0,129.0,0.022,99.0,6895
0,119.0,0.0126,119.0,6278
0,99.0,0.0085,99.0,624
0,139.5,0.0313,179.0,230
0,80.0,0.0166,80.0,2801
0,179.0,0.0128,179.0,2030
0,219.0,0.0152,119.0,3883
0,219.0,0.0361,179.0,1335
0,279.0,0.0424,179.0,2075
0,238.0,0.0254,238.0,2764
0,179.0,0.0222,179.0,3609
0,99.0,0.0143,99.0,5006
0,139.0,0.04,139.0,4389
0,119.0,0.0139,119.0,6063
0,169.0,0.0325,139.0,7100
0,119.0,0.0218,119.0,1885
0,219.0,0.0244,219.0,5458
0,169.0,0.0588,239.0,1126
0,179.0,0.0195,179.0,2792
0,258.0,0.0265,258.0,426
0,199.0,0.0618,199.0,3983
0,179.0,0.0777,179.0,193
0,89.5,0.03,80.0,5277
0,199.0,0.0328,199.0,2184
0,119.0,0.0434,119.0,6553
0,99.5,0.0236,80.0,2163
0,179.0,0.0662,179.0,6336
0,139.0,0.0246,139.0,7570
0,99.0,0.043,99.0,1754
0,119.0,0.0203,119.0,5378
0,159.0,0.0292,159.0,6476
0,139.0,0.0348,139.0,6832
0,179.0,0.0329,179.0,4445
0,99.5,0.028,119.0,5766
0,259.0,0.0065,199.0,1914
0,99.0,0.0166,99.0,5768
0,259.0,0.0277,259.0,348
0,219.0,0.0559,219.0,4392
0,119.0,0.012,119.0,4151
0,219.0,0.0226,219.0,1318
0,219.0,0.0293,219.0,1913
0,159.0,0.0095,159.0,3610
0,139.0,0.0182,139.0,2851
0,428.5,0.1332,458.0,1405
0,99.0,0.0219,99.0,418
0,199.0,0.0235,139.0,4252
0,159.5,0.0521,338.0,1473
0,179.0,0.012,179.0,503
0,80.0,0.0181,80.0,457
0,132.3333,0.0655,119.0,3451
0,298.0,0.0261,298.0,5989
0,139.0,0.0119,139.0,2035
0,99.0,0.01,99.0,2209
0,189.0,0.038,179.0,7435
0,80.0,0.008,80.0,5050
0,219.0,0.0055,219.0,5616
0,100.0,0.0225,100.0,1756
0,89.5,0.0448,80.0,7254
0,159.0,0.0107,159.0,3606
0,179.0,0.012,238.0,5116
0,139.0,0.0185,99.0,3155
0,119.0,0.0244,119.0,2538
0,139.0,0.0149,139.0,4547
0,219.0,0.0264,219.0,1111
0,199.0,0.0364,199.0,1223
0,99.0,0.0285,99.0,1034
0,99.0,0.0066,99.0,4504
0,179.0,0.0183,179.0,3782
0,238.0,0.0334,238.0,6566
0,179.0,0.0178,99.0,266
0,278.0,0.037,139.0,1623
0,179.0,0.0067,179.0,863
0,139.0,0.0344,179.0,4381
0,189.0,0.0182,159.0,824
0,99.0,0.0111,99.0,3358
0,139.0,0.02,139.0,6974
0,238.0,0.0298,238.0,4029
0,139.0,0.0188,139.0,5659
0,258.0,0.0534,258.0,5756
0,119.0,0.0207,119.0,6810
0,199.0,0.0247,199.0,3541
0,179.0,0.0219,179.0,2228
0,119.0,0.0235,119.0,3133
0,139.0,0.0163,139.0,5994
0,139.0,0.0245,139.0,6479
0,99.0,0.0313,99.0,4710
0,119.0,0.0319,119.0,3789
0,179.0,0.0353,179.0,3868
0,119.0,0.0203,119.0,2915
0,159.0,0.0268,159.0,5970
0,89.5,0.0653,80.0,2468
0,239.0,0.0089,239.0,6881
0,219.0,0.066,219.0,4566
0,139.0,0.0247,139.0,3549
0,179.0,0.0171,99.0,1270
0,139.0,0.0142,139.0,1398
0,139.0,0.023,139.0,4056
0,179.0,0.0184,199.0,613
0,179.0,0.0216,179.0,2929
0,139.0,0.0312,139.0,5460
0,119.0,0.0172,119.0,2237
0,99.0,0.013,99.0,4653
0,159.0,0.0181,159.0,7216
0,178.6667,0.1199,119.0,4544
0,219.0,0.0423,20.0,5371
0,199.0,0.028,199.0,6867
0,199.0,0.0329,199.0,5247
0,219.0,0.0202,219.0,5525
0,119.0,0.0277,119.0,2438
0,139.0,0.0097,139.0,227
0,298.0,0.0222,298.0,4063
0,259.0,0.0303,259.0,632
0,99.0,0.0109,99.0,3739
0,298.0,0.036,298.0,4791
0,119.0,0.0213,119.0,1663
0,219.0,0.0178,219.0,272
0,119.0,0.011,119.0,7385
0,139.0,0.0566,179.0,4391
0,120.0,0.0154,120.0,3537
0,99.0,0.01,99.0,3509
0,199.0,0.0123,199.0,5936
0,239.0,0.0264,239.0,7065
0,199.0,0.0341,199.0,6006
0,259.0,0.0277,259.0,5831
0,268.5,0.0498,179.0,3130
0,179.0,0.0382,139.0,7202
0,199.0,0.017,199.0,4829
0,109.5,0.0183,80.0,750
0,179.0,0.0295,179.0,1072
0,139.0,0.0154,139.0,1767
0,219.0,0.0318,219.0,6011
0,139.0,0.0132,139.0,2271
0,298.0,0.053,298.0,5019
0,179.0,0.0134,99.0,3293
0,99.0,0.0509,99.0,4959
0,159.0,0.0242,159.0,3387
0,100.0,0.0091,219.0,2592
0,139.0,0.0198,139.0,2609
0,139.0,0.0487,139.0,5855
0,159.0,0.0321,139.0,5315
0,239.0,0.0181,159.0,6666
0,119.0,0.0102,159.0,1735
0,179.0,0.0315,179.0,6872
0,80.0,0.0222,80.0,6960
0,119.0,0.0209,119.0,2334
0,278.0,0.0285,278.0,3308
0,418.0,0.0622,418.0,6795
0,219.0,0.0113,219.0,2132
0,219.0,0.021,219.0,7401
0,109.5,0.0282,80.0,5882
0,239.0,0.0402,239.0,6656
0,179.0,0.0283,179.0,6762
0,80.0,0.0076,80.0,2956
0,169.0,0.04,199.0,7449
0,179.0,0.0124,119.0,4612
0,229.0,0.052,239.0,4095
0,179.0,0.0045,199.0,688
0,179.0,0.0317,179.0,4312
0,109.5,0.0485,139.0,5701
0,169.0,0.0353,199.0,5979
0,518.0,0.032,777.0,5307
0,80.0,0.0214,80.0,5969
0,99.0,0.0124,99.0,4220
0,139.0,0.0229,139.0,6820
0,258.0,0.035,258.0,1893
0,119.0,0.0365,139.0,1109
0,179.0,0.0644,179.0,4990
0,139.0,0.0164,457.0,4126
0,199.0,0.0233,199.0,5009
0,119.0,0.0057,119.0,2014
0,119.0,0.0122,119.0,2390
0,239.0,0.006,279.0,324
0,80.0,0.0048,100.0,3088
0,458.0,0.1492,319.0,5567
0,179.0,0.0252,179.0,7170
0,298.0,0.0545,298.0,3769
0,139.0,0.0097,99.0,6569
0,199.0,0.0327,199.0,4569
0,119.0,0.0173,119.0,2747
0,109.5,0.0209,80.0,5341
0,99.0,0.0094,139.0,7025
0,159.0,0.0352,159.0,3232
0,99.0,0.0265,99.0,3478
0,338.0,0.125,338.0,748
0,99.0,0.0145,99.0,5635
0,159.0,0.026,159.0,7364
0,99.0,0.0138,99.0,1184
0,179.0,0.0326,179.0,2266
0,139.0,0.0318,139.0,1889
0,199.0,0.0213,199.0,180
0,179.0,0.0196,179.0,3690
0,139.0,0.0476,139.0,6766
0,80.0,0.0192,80.0,2868
0,258.0,0.0173,99.0,6114
0,239.0,0.0255,239.0,4877
0,99.0,0.0142,99.0,3978
0,179.0,0.0278,179.0,2743
0,179.0,0.0129,179.0,1949
0,219.0,0.0147,219.0,3651
0,20.0,0.0056,20.0,3265
0,80.0,0.0054,80.0,4215
0,238.0,0.0393,99.0,4261
0,219.0,0.0197,219.0,3004
0,139.0,0.0437,139.0,3890
0,99.0,0.0048,99.0,427
0,112.6667,0.0609,139.0,3162
0,80.0,0.007,80.0,5996
0,179.0,0.0269,179.0,5547
0,80.0,0.0095,139.0,5426
0,239.0,0.0205,239.0,4477
0,179.0,0.0326,179.0,7406
0,119.0,0.0135,119.0,1877
0,139.0,0.0279,139.0,885
0,239.0,0.0986,239.0,4738
0,139.0,0.0079,139.0,774
0,179.0,0.0111,179.0,1997
0,229.0,0.0115,319.0,3490
0,139.0,0.0177,139.0,5985
0,179.0,0.0402,139.0,2433
0,199.0,0.0395,199.0,2125
0,119.3333,0.0688,99.0,679
0,139.0,0.0204,139.0,1092
0,139.0,0.0139,139.0,1814
0,119.0,0.0265,119.0,745
0,180.0,0.0127,180.0,3819
0,179.0,0.0178,179.0,7496
0,139.0,0.018,139.0,6804
0,99.0,0.0837,99.0,3825
0,99.0,0.0106,99.0,4887
0,179.0,0.0374,179.0,2160
0,152.3333,0.1095,119.0,5637
0,99.0,0.0218,99.0,6966
0,199.0,0.0251,199.0,6414
0,139.0,0.0112,139.0,7183
0,99.0,0.0495,99.0,7095
0,139.0,0.0235,139.0,2927
0,99.0,0.0069,99.0,6173
0,139.0,0.0139,139.0,5905
0,139.0,0.0251,159.0,3767
0,119.0,0.0215,119.0,4339
0,20.0,0.0014,259.0,6054
0,249.0,0.0377,558.0,1826
0,80.0,0.0181,80.0,2690
0,219.0,0.0271,219.0,5511
0,119.0,0.0315,119.0,4021
0,179.0,0.0275,179.0,6675
0,159.0,0.0163,159.0,997
0,99.0,0.0116,99.0,5192
0,99.0,0.0403,99.0,6791
0,112.3333,0.1074,119.0,2421
0,219.0,0.0317,219.0,1104
0,139.0,0.0434,139.0,7115
0,159.0,0.0114,239.0,2891
0,199.0,0.0123,438.0,4954
0,119.0,0.0138,119.0,7096
0,259.0,0.0341,259.0,5574
0,106.3333,0.008,219.0,4661
0,159.0,0.0408,159.0,2218
0,199.0,0.0365,199.0,5736
0,99.5,0.0626,179.0,4008
0,80.0,0.0163,179.0,3745
0,99.0,0.0177,99.0,539
0,268.0,0.0676,139.0,3160
0,219.0,0.011,299.0,1833
0,538.0,0.1267,538.0,3034
0,238.0,0.0204,238.0,5708
0,99.0,0.0186,99.0,1775
0,169.0,0.028,239.0,4668
0,379.0,0.0234,259.0,6615
0,119.0,0.0223,119.0,4490
0,238.0,0.016,238.0,1153
0,180.0,0.0045,199.0,2115
0,199.0,0.0223,199.0,2968
0,99.0,0.0108,99.0,1206
0,119.0,0.0651,179.0,1009
0,199.0,0.0335,199.0,231
0,139.0,0.0203,119.0,5241
0,99.0,0.012,99.0,6961
0,99.0,0.0143,80.0,1262
0,159.0,0.0392,159.0,3075
0,169.0,0.0435,199.0,3811
0,80.0,0.0101,139.0,4875
0,169.0,0.044,179.0,1207
0,258.0,0.0464,258.0,7035
0,199.0,0.0113,199.0,394
0,179.0,0.0866,179.0,3299
0,179.0,0.0045,179.0,3267
0,139.0,0.0148,139.0,3410
0,80.0,0.0192,80.0,1489
0,338.0,0.0282,338.0,980
0,119.3333,0.0382,80.0,921
0,99.0,0.0219,99.0,2749
0,99.0,0.0155,99.0,1595
0,228.5,0.0684,238.0,7551
0,99.0,0.0098,99.0,1572
0,130.0,0.0066,279.0,4865
0,199.0,0.025,199.0,5208
0,119.0,0.0235,139.0,4308
0,159.0,0.004,159.0,4149
0,99.0,0.0087,99.0,3068
0,199.0,0.0405,119.0,4201
0,119.0,0.0368,119.0,3172
0,99.0,0.01,99.0,4306
0,179.0,0.04,179.0,4709
0,179.0,0.0157,179.0,2431
0,179.0,0.0111,179.0,3844
0,179.0,0.018,179.0,6644
0,169.0,0.0552,179.0,1174
0,172.6667,0.0131,299.0,3990
0,99.0,0.0184,99.0,564
0,146.3333,0.0392,279.0,3094
0,99.0,0.0082,99.0,565
0,119.0,0.0171,119.0,1260
0,139.0,0.0143,219.0,2094
0,199.0,0.0359,199.0,5555
0,169.0,0.0302,199.0,4046
0,179.0,0.0306,179.0,3530
0,199.0,0.0559,199.0,5132
0,239.0,0.0589,239.0,3084
0,119.0,0.0193,119.0,5033
0,80.0,0.0376,80.0,4023
0,129.0,0.032,219.0,2660
0,99.5,0.0237,100.0,4419
0,179.0,0.0756,179.0,2221
0,258.0,0.0483,258.0,3938
0,219.0,0.0387,219.0,2345
0,119.0,0.0407,119.0,4591
0,179.0,0.0145,159.0,1818
0,179.0,0.0191,179.0,6315
0,219.0,0.0197,199.0,6269
0,239.0,0.016,80.0,6264
0,139.0,0.0093,179.0,142
0,99.0,0.0167,99.0,7391
0,99.0,0.0192,99.0,897
0,129.0,0.0459,119.0,3357
0,238.5,0.0554,219.0,2823
0,119.0,0.1711,159.0,6674
0,153.75,0.044,99.0,4213
0,80.0,0.0347,80.0,623
0,139.0,0.0097,139.0,2870
0,199.0,0.0878,179.0,7606
0,219.0,0.0393,219.0,2619
0,319.0,0.0341,319.0,1717
0,189.5,0.0234,259.0,3824
0,159.0,0.0281,159.0,7491
0,139.0,0.0225,139.0,5597
0,179.0,0.0153,338.0,855
0,86.3333,0.0262,99.0,4184
0,199.0,0.0321,199.0,3456
0,119.0,0.0209,119.0,6730
0,199.0,0.0307,239.0,150
0,159.0,0.0714,159.0,1973
0,90.0,0.0243,80.0,3642
0,120.0,0.0182,120.0,7042
0,338.0,0.0881,179.0,2599
0,319.0,0.058,319.0,6180
0,219.0,0.0336,219.0,6688
0,238.0,0.0287,179.0,7118
0,139.0,0.0218,179.0,544
0,199.0,0.0213,199.0,2038
0,119.0,0.0265,119.0,2350
0,99.0,0.011,99.0,5414
0,179.0,0.0393,179.0,149
0,189.0,0.0234,179.0,2519
0,139.0,0.0202,139.0,5670
0,239.0,0.0203,239.0,5427
0,179.0,0.0107,179.0,551
0,89.5,0.0295,80.0,2790
0,238.0,0.0174,238.0,67
0,199.0,0.0399,199.0,3766
0,179.0,0.0203,179.0,7234
0,119.0,0.0315,119.0,1199
0,219.0,0.025,219.0,1127
0,80.0,0.0048,80.0,1858
0,219.0,0.0196,219.0,943
0,319.0,0.0289,319.0,4034
0,179.0,0.0353,139.0,3467
0,159.0,0.0229,159.0,2588
0,616.0,0.1365,179.0,4611
0,199.0,0.0133,199.0,1984
0,159.0,0.0356,159.0,7433
0,179.0,0.0323,179.0,6540
0,99.0,0.0048,99.0,5145
0,219.0,0.0245,219.0,3188
0,139.0,0.0151,139.0,5395
0,119.0,0.0158,119.0,4414
0,238.0,0.0302,238.0,575
0,219.0,0.0176,179.0,5789
0,139.0,0.0113,139.0,262
0,298.0,0.0404,298.0,2127
0,339.0,0.0299,339.0,1428
0,99.0,0.0306,99.0,1032
0,258.0,0.0709,258.0,2779
0,119.5,0.0378,159.0,6308
0,229.5,0.1495,319.0,6402
0,99.0,0.0069,99.0,4099
0,139.0,0.0134,139.0,4908
0,99.0,0.0205,99.0,4385
0,219.0,0.0135,219.0,4355
0,298.0,0.0249,318.0,2284
0,179.0,0.023,179.0,850
0,439.0,0.0387,439.0,732
0,159.0,0.0287,159.0,341
0,179.0,0.0233,179.0,3139
0,129.5,0.0809,179.0,3853
0,159.0,0.1799,179.0,5988
0,199.0,0.0246,199.0,4291
0,99.0,0.0124,99.0,85
0,239.0,0.0377,239.0,1912
0,99.0,0.0316,99.0,5800
0,80.0,0.0054,80.0,7078
0,149.0,0.0432,99.0,7580
0,159.0,0.0228,179.0,3792
0,119.0,0.0045,199.0,1812
0,219.0,0.0358,219.0,5662
0,339.0,0.0308,339.0,6950
0,119.0,0.0257,119.0,4189
0,179.0,0.0172,179.0,5962
0,159.0,0.0205,159.0,6562
0,80.0,0.0112,80.0,1730
0,139.0,0.0298,139.0,2611
0,139.0,0.0067,80.0,1539
0,89.5,0.0165,80.0,5815
0,179.0,0.0111,179.0,5884
0,159.0,0.1335,159.0,3802
0,139.0,0.0357,139.0,3616
0,100.0,0.022,100.0,5430
0,139.0,0.0112,139.0,5133
0,398.0,0.0492,179.0,83
0,80.0,0.018,80.0,5423
0,179.0,0.0364,179.0,5798
0,258.0,0.0311,258.0,2114
0,219.0,0.0434,219.0,3243
0,159.0,0.0345,159.0,4698
0,109.0,0.0241,119.0,57
0,279.0,0.0211,279.0,6764
0,109.0,0.0146,80.0,2241
0,159.0,0.0077,159.0,4152
0,100.0,0.0112,100.0,2852
0,119.5,0.0249,80.0,6438
0,119.0,0.0229,119.0,2170
0,80.0,0.0166,80.0,753
0,199.0,0.0445,119.0,7598
0,159.0,0.0188,239.0,1140
0,199.0,0.0426,199.0,7575
0,159.0,0.0187,238.0,1551
0,159.0,0.0443,179.0,5655
0,20.0,0.0018,20.0,7410
0,80.0,0.0054,219.0,5533
0,179.0,0.0409,179.0,4820
0,119.0,0.0147,119.0,5450
0,139.0,0.0312,139.0,603
0,99.0,0.0106,99.0,6746
0,179.0,0.0167,179.0,3080
0,80.0,0.0039,80.0,718
0,89.5,0.032,80.0,6607
0,119.0,0.0654,159.0,5000
0,199.0,0.0123,199.0,4853
0,179.0,0.0086,159.0,2205
0,99.0,0.0105,139.0,3073
0,179.0,0.0086,99.0,3670
0,159.0,0.0136,80.0,1762
0,139.0,0.016,139.0,7085
0,239.0,0.0181,239.0,4121
