Key_1_1,pupilDiamLag,regressLen,lastSaccLen
2516,0.1367,378.0,104.2785
6544,0.1729,0.0,277.6545
4258,0.4497,0.0,605.0424
2293,0.0592,0.0,236.5338
746,0.2094,796.0,72.2928
3044,0.3768,0.0,82.0686
2755,-0.0406,0.0,121.9067
3215,0.3207,0.0,311.0486
7414,0.2758,0.0,103.5338
185,0.1397,0.0,122.7609
416,0.1872,0.0,324.2241
937,0.2487,0.0,299.5004
6500,0.2727,0.0,151.268
854,0.0869,1409.0,199.6246
989,0.2198,0.0,191.1969
654,0.3684,0.0,140.1508
7502,0.285,179.0,113.554
2084,0.3684,0.0,393.9264
6631,0.1752,0.0,345.6447
6271,0.734,9087.0,87.0919
83,0.2927,0.0,324.0174
4705,0.4215,0.0,133.5459
5270,0.2769,179.0,75.634
2647,0.2781,259.0,667.003
7062,0.0617,0.0,444.302
5410,0.1821,8528.0,808.5303
4551,0.1671,0.0,143.014
4902,0.3045,0.0,150.0208
2160,0.3257,0.0,97.0696
1260,0.2388,0.0,108.0104
3355,0.55,3363.0,147.5076
6811,0.2539,697.0,246.2722
512,0.0795,0.0,150.1408
5667,0.0951,139.0,267.4177
413,0.3443,0.0,185.4562
1319,0.1166,4713.0,153.6953
4053,0.3344,218.0,124.291
5295,0.419,0.0,250.72
2745,0.0775,0.0,100.7435
3356,0.1554,357.0,504.2393
5743,0.9915,0.0,163.3065
4431,0.3303,0.0,88.8651
6866,0.403,616.0,138.9469
1917,0.3155,596.0,76.5278
2178,0.0795,0.0,65.192
6347,0.0173,833.0,80.9475
7387,0.1176,318.0,101.2089
4038,-0.0023,139.0,57.8662
4879,0.1572,0.0,481.1138
6973,0.0437,0.0,132.0947
6011,0.406,0.0,150.0408
4681,0.1755,159.0,282.0044
4786,0.1812,0.0,95.2694
176,0.2897,0.0,550.3519
5047,0.1057,80.0,459.0256
7155,0.2643,0.0,0.0
5801,0.0377,0.0,176.0007
6144,0.2902,0.0,368.5919
6957,0.1642,11988.0,589.1657
4278,0.3061,0.0,275.6216
4735,0.0847,179.0,119.877
4581,0.1802,0.0,433.8093
2440,0.0838,0.0,242.55
2331,0.0073,0.0,145.5137
6069,0.4497,0.0,194.1449
1674,0.0526,0.0,99.0454
942,0.1388,0.0,196.5407
4758,0.0971,0.0,220.3548
3799,0.2477,0.0,210.4335
1914,0.2015,0.0,485.218
4503,0.6429,0.0,177.5451
2504,0.2873,0.0,251.584
4708,0.2236,0.0,211.6182
5982,0.2198,0.0,183.4734
7357,0.2327,278.0,71.8923
7431,0.1852,0.0,244.8183
205,0.0377,0.0,129.8124
6979,0.2908,0.0,177.5028
6427,0.2633,0.0,450.0156
6212,0.0246,2504.0,380.5
2316,0.1342,0.0,185.7323
7256,0.267,80.0,207.6566
3873,0.1728,1411.0,95.0118
4021,-0.1383,556.0,94.5
425,0.3303,0.0,259.2552
7422,0.4046,0.0,118.0953
1152,-0.0086,0.0,253.5005
659,2.9147,0.0,515.5546
4295,0.0842,0.0,159.0786
2723,1.7931,577.0,179.1382
1441,0.3036,1234.0,303.4967
7411,0.054,0.0,135.5701
429,0.0801,0.0,229.0546
6836,0.1469,0.0,90.8983
5380,0.1456,0.0,191.0236
3364,-0.0114,0.0,112.0413
5307,0.5117,0.0,825.9546
2892,0.1296,0.0,546.6736
1206,-0.0593,0.0,360.0889
6055,0.5104,0.0,201.0025
7085,0.5974,0.0,173.6412
1499,0.0841,1173.0,533.271
4098,0.0703,160.0,460.0024
4002,2.3196,0.0,190.4652
5640,0.2165,0.0,430.0012
5402,0.231,0.0,122.451
4996,0.0681,775.0,122.2007
6303,0.4939,0.0,82.134
2990,0.6945,0.0,119.8384
7168,0.0971,2167.0,407.511
5487,0.2482,1412.0,66.7308
505,0.283,0.0,148.9001
209,0.3131,0.0,225.5621
6803,0.2758,418.0,36.0555
1532,0.1072,0.0,1454.5416
6242,0.2062,0.0,561.6558
5385,0.2442,836.0,500.1
59,0.1723,0.0,141.5883
4840,0.2667,0.0,195.9751
4534,0.2988,238.0,329.6673
3662,0.4189,0.0,210.5024
3868,1.2187,0.0,217.5575
2911,-0.0169,0.0,233.8568
5075,0.1448,139.0,563.2238
1908,0.0195,0.0,212.5376
3586,2.9916,379.0,113.1106
3641,0.1254,0.0,373.1729
5741,0.1913,0.0,243.2781
6083,0.3603,0.0,114.0175
2107,0.3118,0.0,174.5623
5931,0.0989,3480.0,68.6913
1072,0.0713,0.0,51.4782
3773,0.005,0.0,294.6375
4036,0.327,0.0,127.6656
5235,0.2032,0.0,90.118
4266,1.9801,0.0,121.5504
7093,0.082,298.0,100.3457
4776,0.1526,3658.0,506.0089
5290,0.55,0.0,153.0033
2144,0.2401,0.0,547.5386
3189,-0.0854,0.0,96.5117
173,0.734,796.0,1591.8029
936,0.3122,0.0,209.5239
3362,0.2751,0.0,200.2255
7236,0.0585,259.0,655.8363
5182,0.9767,0.0,59.203
916,0.2873,0.0,855.5298
2380,0.1822,0.0,127.0157
7480,0.1138,0.0,432.2962
616,-0.07,0.0,52.1943
6417,0.3878,0.0,77.9647
4523,0.3402,0.0,143.5862
2467,0.1523,0.0,262.1092
4460,0.0756,0.0,75.4072
294,0.2137,3938.0,140.7782
6807,0.2729,0.0,269.5116
1797,2.0375,11655.0,202.0155
1195,0.0756,0.0,0.0
1603,2.582,1036.0,0.0
5351,0.0817,0.0,212.627
6468,0.0427,0.0,119.7884
5063,0.2401,0.0,128.2078
3079,0.1717,0.0,219.1118
3709,0.2062,0.0,578.1544
7124,0.2347,0.0,62.0504
641,0.0417,0.0,137.4627
6611,0.0645,0.0,543.1429
6028,0.1893,99.0,59.6657
826,0.1952,0.0,77.06
1067,0.124,0.0,158.749
4857,0.2369,0.0,160.8112
751,0.1335,0.0,211.1694
5541,2.3481,20.0,66.7308
3038,0.1816,0.0,284.9649
1807,0.9595,0.0,128.6283
3273,0.1427,0.0,165.0485
390,0.5893,0.0,445.8343
2952,0.304,0.0,101.8982
1328,0.1875,159.0,196.5229
5775,0.556,140.0,89.9347
4616,0.1212,0.0,330.8266
5250,0.6157,0.0,172.0966
4457,0.2282,0.0,202.2554
3924,0.3616,0.0,129.5531
263,1.7995,0.0,136.7013
2475,0.2966,0.0,135.5701
4630,0.2813,0.0,131.8797
3955,0.2116,0.0,115.5097
7013,0.3023,258.0,396.2783
3806,0.3262,796.0,442.685
7068,0.2583,0.0,177.3083
3081,0.2636,0.0,682.9863
7069,0.2379,378.0,807.1488
775,0.55,3363.0,888.1319
7495,0.2389,3599.0,322.3713
6647,-0.2634,0.0,141.934
3132,0.2986,0.0,107.3336
7192,0.1531,119.0,38.5
1057,0.0643,0.0,153.2359
5099,0.1606,716.0,158.5386
5591,0.2655,2406.0,410.0598
975,1.0685,4105.0,99.791
7358,1.0012,0.0,165.0189
2672,0.106,0.0,119.6547
94,0.5592,0.0,131.5466
506,0.3008,0.0,101.6673
3377,0.2895,0.0,355.1479
2248,0.1042,4533.0,307.2751
7497,0.522,0.0,0.0
5681,1.2396,0.0,267.1353
5147,0.5782,0.0,149.0252
6068,0.2768,1193.0,175.6822
273,0.5514,0.0,210.2617
2433,0.1102,0.0,996.452
455,0.3843,0.0,151.9803
3871,0.4398,0.0,210.1886
6993,0.199,0.0,244.0215
1365,0.171,0.0,242.4113
2227,0.1029,2566.0,140.4226
409,0.105,0.0,101.1781
6241,0.2327,0.0,141.0035
5651,0.2931,9816.0,485.0673
1476,0.0513,0.0,580.7342
2474,0.2938,0.0,265.4642
4741,0.4955,438.0,214.3648
196,0.0441,299.0,283.9331
2166,0.4211,0.0,118.9212
953,0.2895,1389.0,138.6001
7459,0.0736,0.0,100.8179
776,0.0859,0.0,598.312
4515,0.1693,0.0,91.5874
733,0.1342,398.0,197.7321
5863,0.1366,0.0,216.037
1840,0.1468,0.0,417.6967
6821,0.6398,0.0,69.8713
2055,0.2333,0.0,50.3289
6509,0.287,0.0,351.4872
2770,0.0085,0.0,164.5068
2019,4.4917,1155.0,0.0
4042,0.2777,0.0,183.0027
4672,2.7606,0.0,94.5476
5354,0.8315,896.0,74.783
1573,0.3311,0.0,361.0405
2831,0.3684,0.0,99.1476
750,0.2243,854.0,92.9005
5525,0.3095,379.0,662.4519
7071,0.3265,0.0,780.2854
3937,0.556,0.0,359.2944
4238,0.7725,1434.0,253.9734
1474,1.3664,937.0,58.228
4160,0.1274,4450.0,584.1836
2344,0.1795,2802.0,580.8548
2023,0.2587,834.0,70.8696
1778,2.2632,1137.0,110.0102
7055,0.1319,0.0,470.5159
3117,0.0795,0.0,136.18
2823,2.0375,0.0,111.4462
5013,1.3177,0.0,83.9315
3940,-0.0238,1193.0,356.6402
2387,0.1091,198.0,98.6268
744,0.5007,0.0,161.698
2413,0.1433,0.0,412.9558
6201,0.2699,0.0,521.318
7587,0.2253,0.0,109.6141
2351,0.5301,0.0,217.5092
5045,1.1346,0.0,329.3543
3233,0.147,358.0,180.2776
6790,0.0526,0.0,124.901
1702,0.2565,914.0,264.8443
4296,0.1661,0.0,176.9364
3025,0.3773,0.0,20.5183
6511,1.4375,4225.0,116.6298
964,0.1167,1271.0,151.7383
6435,0.304,0.0,147.666
2724,0.0971,0.0,208.1015
6397,0.2482,0.0,183.5824
5054,0.1795,0.0,125.9246
4684,0.1032,0.0,387.5116
5512,0.069,0.0,324.0004
4129,0.2647,0.0,210.8418
6702,0.748,11655.0,55.0091
2102,0.1822,0.0,243.6658
1971,0.2469,0.0,442.764
1531,1.058,2152.0,135.9458
3373,0.1356,0.0,315.9343
2301,-0.0131,1670.0,927.045
4348,0.3695,0.0,153.8059
5570,0.1656,3596.0,329.5243
6493,0.2802,119.0,58.6366
1415,0.3596,0.0,125.5488
245,0.214,0.0,212.5147
7305,0.1165,0.0,56.8177
4034,0.2644,0.0,166.0903
6875,0.3575,1434.0,102.774
53,0.6683,0.0,502.0458
6787,1.1076,438.0,197.851
6935,0.2327,0.0,195.075
5173,0.0282,0.0,262.0558
2611,0.1693,0.0,99.8123
6413,0.3083,0.0,112.3755
7079,0.132,0.0,620.942
4664,0.1441,0.0,122.5
2032,0.1507,0.0,178.6008
6942,0.3512,0.0,211.1333
5088,0.1555,0.0,1069.5379
6081,0.2903,0.0,457.8398
3922,0.0263,0.0,113.0863
3974,0.1327,0.0,73.2069
5191,0.123,0.0,67.574
6580,0.1319,0.0,198.1067
5567,0.1945,298.0,217.019
6854,0.5893,0.0,148.0076
2967,0.0915,3359.0,110.5486
6200,0.0837,0.0,130.384
4926,0.0833,597.0,141.8185
1632,0.2486,0.0,210.965
5761,0.0825,0.0,93.6082
3982,0.2327,80.0,155.2417
436,0.1476,0.0,239.4394
5542,0.2428,0.0,79.3237
7081,0.0522,0.0,225.1227
4006,0.0904,0.0,89.9694
2099,0.0395,1034.0,829.0544
7231,-0.0406,0.0,696.6208
124,0.1446,0.0,143.3954
6543,0.3893,0.0,307.1404
4017,0.1918,0.0,93.6336
3254,2.157,0.0,70.2887
7131,1.7537,1137.0,1442.3623
5851,0.3395,0.0,133.4541
3360,0.0925,0.0,152.5819
5696,0.1254,0.0,231.6948
6617,0.2781,0.0,95.1972
217,0.8115,0.0,210.535
6633,0.1913,0.0,242.8482
4859,0.71,0.0,57.6823
4190,0.3273,0.0,114.0537
7266,0.1568,0.0,145.7232
1405,2.1332,0.0,650.0763
4957,0.0961,0.0,451.2084
4279,-0.0089,0.0,340.1092
3546,0.1693,0.0,117.1292
7160,-0.1218,0.0,173.4596
6797,0.5303,99.0,113.4251
2864,0.0242,0.0,106.1379
5787,0.522,0.0,263.574
341,0.2743,318.0,212.1114
581,0.1876,0.0,218.7287
1619,0.208,2406.0,95.1381
5451,0.1497,2464.0,590.5256
1463,0.3977,0.0,92.2659
6008,0.1671,0.0,800.5226
1666,0.1138,279.0,171.1586
5734,0.0923,0.0,200.0531
3500,0.0581,0.0,174.3395
1395,0.1916,0.0,113.5011
2955,0.0859,0.0,223.5805
716,0.2386,0.0,205.6502
140,1.4366,0.0,307.033
4958,0.1215,4791.0,821.5184
7418,1.0317,0.0,142.5219
2278,0.1764,318.0,146.6671
7201,0.0647,0.0,307.1042
5080,0.0628,0.0,0.0
188,0.1755,219.0,117.3382
6257,0.2802,0.0,102.0306
7110,0.2978,0.0,286.507
6754,0.1527,2147.0,346.061
6793,1.2407,0.0,119.2665
1479,0.6357,0.0,196.8712
3538,0.3553,0.0,213.5053
6363,0.1852,0.0,382.0393
5140,0.0979,0.0,176.0575
4323,0.5974,0.0,464.0178
1587,0.1785,696.0,143.0472
1117,0.9995,0.0,139.8231
4332,0.496,0.0,122.2007
6597,0.5288,199.0,134.8008
872,0.0395,0.0,410.9699
895,2.582,1036.0,326.5061
6627,0.1306,457.0,55.0114
6370,0.0441,0.0,147.0459
7060,0.2033,0.0,272.1089
1075,0.231,0.0,118.0858
1115,0.3651,6143.0,126.8671
7252,1.6662,638.0,195.7173
3240,0.795,0.0,110.5554
828,0.2373,0.0,310.2084
882,0.1201,0.0,100.8179
6657,0.29,0.0,72.2669
2174,0.3438,0.0,163.1295
948,0.2081,913.0,398.6142
4059,0.1767,0.0,171.3337
1875,0.1111,9184.0,79.6273
5862,0.2713,0.0,247.358
4240,0.2966,179.0,65.7742
3129,0.0343,0.0,178.9839
5942,0.1385,0.0,156.1802
5372,0.1977,0.0,96.7497
1450,0.2114,0.0,95.3362
4736,1.2187,0.0,295.5486
842,0.0128,0.0,279.3676
6834,0.1206,139.0,52.8417
6538,1.1741,0.0,123.2599
782,0.1462,278.0,316.532
1935,0.6234,0.0,104.4629
1261,0.3212,2265.0,277.0451
6996,0.1169,0.0,70.8025
6219,0.231,0.0,118.6054
3308,0.356,0.0,245.7931
4730,0.3311,0.0,178.9728
3656,0.1876,199.0,196.7543
2914,0.1934,0.0,163.1104
1635,0.0841,0.0,130.8482
450,0.3303,0.0,207.9663
532,0.117,379.0,573.6055
770,-0.1683,914.0,154.0811
4626,-0.0073,0.0,276.0041
2657,0.3095,0.0,208.2793
300,0.1796,0.0,698.8664
4093,0.7736,2091.0,170.8106
2887,0.2265,159.0,251.584
5463,0.2022,11988.0,122.0656
1064,0.0541,0.0,697.775
3877,0.8215,0.0,176.8191
7600,0.1623,0.0,180.3607
4037,0.3464,577.0,119.8384
2074,0.2802,0.0,77.5145
1963,0.55,0.0,146.7762
4243,0.2589,0.0,82.7602
4410,0.2128,0.0,254.1776
518,0.081,299.0,288.4441
1811,0.447,617.0,165.4645
6662,0.8481,0.0,560.9503
785,0.1031,0.0,104.4761
1376,0.2206,0.0,124.3483
7020,0.3303,0.0,353.5127
4520,0.2081,0.0,125.9573
2252,0.203,0.0,158.2024
1471,0.1792,4969.0,155.2297
3368,-0.079,99.0,56.7825
5911,0.2153,0.0,189.8486
711,0.211,0.0,159.3047
2451,0.3212,11988.0,660.0153
2110,0.4488,855.0,194.4544
4153,0.2182,6363.0,227.6648
3320,0.4949,1372.0,79.5016
728,0.279,0.0,321.5004
1768,-0.1094,438.0,160.5631
3017,0.3507,0.0,452.0426
5997,0.1402,278.0,550.5908
5067,0.5067,458.0,103.64
4465,0.0161,8329.0,286.5349
7478,-0.0162,0.0,173.7081
1216,0.4191,0.0,126.0724
2503,0.2924,0.0,870.0829
295,0.0412,0.0,52.9009
6901,0.1819,597.0,154.1752
7413,0.1883,0.0,58.8069
5445,0.1366,0.0,560.0116
4507,-0.0228,0.0,703.4732
218,0.2952,6363.0,262.3738
7562,0.0751,0.0,201.8143
3230,0.1015,0.0,196.0542
7043,0.0696,497.0,189.9849
7002,0.1831,874.0,553.097
2793,0.2246,0.0,171.0117
4793,0.1388,0.0,143.921
1626,0.5327,0.0,184.6957
310,0.0267,0.0,96.7471
1059,0.0259,0.0,168.0216
934,0.3345,0.0,496.258
7505,0.2216,1193.0,256.9679
4490,0.1698,0.0,152.5524
586,0.2394,2347.0,136.0744
6653,0.1595,517.0,189.4842
6513,0.5288,0.0,44.78
4033,1.1967,0.0,110.3279
1616,0.2592,0.0,211.5148
19,0.4046,0.0,118.0678
1618,0.1461,199.0,71.5856
6317,0.3408,0.0,151.0828
332,0.1201,0.0,432.6413
7518,0.2546,0.0,82.5136
5323,0.5124,0.0,353.0871
305,0.2671,0.0,87.5857
1696,-0.0861,677.0,127.7204
2815,4.4917,897.0,0.0
7048,0.1201,0.0,200.1125
4405,0.0418,0.0,84.5237
6078,0.2221,259.0,259.525
3894,0.0903,0.0,675.7139
6976,0.0467,1511.0,60.6012
3528,0.0634,0.0,86.7006
5269,0.4182,0.0,155.1161
104,0.2071,675.0,96.1054
2327,1.5631,0.0,176.2874
