Key_1_1,regressDur,prevFixPos,titleNo,wordNo,nextWordRegress
1449,0.0,116.4302,1.0,4.0,0
961,99.0,97.1854,8.0,6.0,1
6751,1074.0,782.3094,2.0,2.0,0
3346,199.0,148.1216,10.0,3.0,1
482,0.0,147.8716,6.0,1.0,0
5682,0.0,117.3797,6.0,1.0,0
4533,676.0,80.3617,8.0,7.0,0
2652,0.0,232.2154,2.0,6.0,0
6400,159.0,72.3395,10.0,2.0,1
1488,0.0,119.5031,5.0,1.0,0
2919,298.0,139.4346,1.0,6.0,1
4496,198.0,255.002,8.0,3.0,1
6301,0.0,181.5957,3.0,1.0,0
4104,1074.0,0.0,2.0,1.0,1
6247,0.0,165.7739,9.0,2.0,0
719,0.0,246.5461,3.0,2.0,0
211,418.0,147.5568,7.0,1.0,0
105,0.0,282.6889,5.0,1.0,0
5352,318.0,462.0444,8.0,1.0,0
4157,1431.0,338.7152,1.0,2.0,0
4193,0.0,169.071,1.0,1.0,0
5712,477.0,153.0621,1.0,4.0,1
7528,954.0,208.1178,3.0,4.0,1
2373,0.0,66.3702,10.0,9.0,0
4132,0.0,384.4268,1.0,1.0,1
7588,259.0,31.4006,5.0,2.0,0
6594,0.0,71.5542,10.0,4.0,0
4066,0.0,477.6829,7.0,1.0,0
4400,0.0,85.235,6.0,3.0,0
737,198.0,205.061,1.0,5.0,1
809,0.0,137.0328,2.0,2.0,0
4771,4861.0,171.0497,6.0,2.0,1
4688,139.0,77.4145,2.0,2.0,1
1700,0.0,34.0,2.0,6.0,0
4694,337.0,155.9295,9.0,6.0,1
6990,0.0,110.1136,1.0,5.0,0
803,0.0,220.8189,6.0,3.0,0
822,0.0,143.0559,8.0,7.0,0
6077,0.0,287.0436,4.0,7.0,0
4236,219.0,34.8281,4.0,3.0,0
7369,0.0,73.6817,7.0,5.0,0
5902,139.0,178.6197,8.0,3.0,0
6970,0.0,158.0791,6.0,7.0,0
7151,0.0,113.0708,8.0,2.0,0
1956,298.0,802.202,9.0,1.0,0
335,697.0,84.119,4.0,4.0,1
7546,0.0,157.0509,10.0,4.0,0
1288,0.0,112.272,2.0,3.0,0
21,0.0,27.2029,9.0,6.0,0
4899,337.0,172.4181,4.0,3.0,1
1678,0.0,130.4301,10.0,1.0,0
349,1314.0,79.404,1.0,2.0,1
4073,0.0,655.5151,3.0,1.0,1
1885,297.0,540.0037,7.0,3.0,0
2185,0.0,692.7518,8.0,4.0,0
1124,199.0,129.2478,6.0,1.0,1
6688,0.0,398.5273,2.0,1.0,0
3212,0.0,183.1338,6.0,3.0,0
6329,0.0,27.8568,2.0,5.0,0
507,159.0,268.1511,5.0,4.0,1
4579,0.0,89.0505,5.0,5.0,0
6699,0.0,143.0105,3.0,1.0,0
6221,0.0,267.5556,4.0,1.0,0
748,0.0,130.1768,6.0,1.0,0
1185,279.0,171.8139,1.0,1.0,1
6339,0.0,120.0042,10.0,8.0,0
267,0.0,928.4724,5.0,1.0,0
917,0.0,52.345,2.0,2.0,0
5687,0.0,110.6029,4.0,1.0,1
4570,318.0,256.0176,8.0,5.0,0
3404,159.0,16.9706,1.0,2.0,0
3596,139.0,160.8509,3.0,1.0,0
1568,0.0,45.0111,2.0,2.0,0
7316,0.0,793.7487,5.0,1.0,0
2518,0.0,116.297,8.0,2.0,0
811,0.0,0.0,3.0,3.0,0
1804,219.0,101.1237,9.0,2.0,1
3958,159.0,63.3246,10.0,2.0,0
6871,0.0,280.1946,1.0,6.0,0
1402,0.0,400.3199,2.0,4.0,0
7276,0.0,95.0211,10.0,9.0,0
5141,0.0,785.9421,2.0,2.0,0
3333,0.0,79.2465,6.0,3.0,0
6660,159.0,229.0546,3.0,3.0,0
1131,0.0,47.8539,9.0,3.0,0
985,278.0,805.0894,4.0,1.0,0
5144,279.0,270.0685,3.0,2.0,0
5278,199.0,463.1069,3.0,1.0,0
3620,119.0,219.9204,1.0,3.0,1
1180,139.0,548.6,5.0,2.0,0
5509,318.0,62.3699,10.0,3.0,0
595,0.0,448.3079,3.0,1.0,0
6770,597.0,98.7623,2.0,1.0,1
3436,0.0,113.7453,3.0,2.0,0
1265,1012.0,123.0447,10.0,5.0,1
197,637.0,80.6226,2.0,3.0,0
4576,0.0,352.966,10.0,1.0,0
3917,0.0,0.0,3.0,2.0,0
2999,0.0,73.5459,9.0,5.0,0
4559,279.0,26.3059,2.0,3.0,0
1178,596.0,54.4518,3.0,5.0,0
611,0.0,89.56,8.0,2.0,0
6268,0.0,65.521,9.0,5.0,0
7292,238.0,49.0408,3.0,2.0,0
2752,0.0,216.2267,3.0,5.0,0
3397,0.0,0.0,3.0,1.0,0
6087,0.0,133.0038,9.0,5.0,0
662,99.0,71.0282,8.0,7.0,1
5082,537.0,311.2073,1.0,4.0,0
4299,0.0,116.6919,3.0,3.0,0
4673,0.0,40.05,5.0,5.0,0
3884,0.0,106.0189,6.0,2.0,1
1893,0.0,144.9724,2.0,1.0,0
4134,0.0,88.0227,10.0,6.0,0
6178,0.0,58.2151,2.0,2.0,0
1905,0.0,126.6689,2.0,3.0,0
1624,119.0,46.1736,1.0,3.0,0
7522,853.0,233.0536,7.0,4.0,1
5374,0.0,193.189,6.0,3.0,0
527,0.0,288.295,2.0,2.0,0
4245,139.0,232.9571,1.0,1.0,0
102,0.0,86.0233,7.0,4.0,0
4929,0.0,105.1903,3.0,2.0,0
7097,0.0,173.4618,6.0,4.0,0
5685,199.0,212.8497,10.0,4.0,1
2057,0.0,199.0226,3.0,3.0,0
3054,0.0,124.4588,4.0,1.0,0
2926,0.0,87.0919,9.0,3.0,0
6652,219.0,448.0179,9.0,1.0,0
6564,278.0,188.5338,2.0,1.0,1
1771,0.0,273.3368,2.0,7.0,0
1838,0.0,577.5483,10.0,1.0,0
4401,139.0,270.0685,3.0,4.0,1
6074,0.0,11.4018,1.0,3.0,0
1137,0.0,73.4302,7.0,4.0,0
259,994.0,0.0,6.0,1.0,0
5799,0.0,56.0892,1.0,4.0,0
1024,0.0,231.1385,4.0,1.0,0
6053,298.0,189.0423,9.0,3.0,1
5828,0.0,505.6679,2.0,1.0,0
6495,0.0,136.3305,3.0,5.0,0
5913,0.0,173.2888,4.0,8.0,0
6335,0.0,451.3059,8.0,1.0,0
1645,239.0,387.9652,3.0,2.0,0
2909,0.0,173.7613,4.0,4.0,0
6305,0.0,133.0338,10.0,6.0,0
2572,0.0,212.2287,3.0,1.0,0
5733,398.0,100.2098,3.0,1.0,0
189,179.0,179.1005,9.0,6.0,1
1398,557.0,683.4574,3.0,2.0,0
5058,0.0,971.9532,3.0,1.0,0
6874,0.0,271.9743,10.0,4.0,0
2399,0.0,62.0,10.0,4.0,0
2146,0.0,157.0,8.0,3.0,0
7005,0.0,200.6091,1.0,1.0,0
6437,0.0,32.573,3.0,2.0,0
7261,1431.0,280.765,7.0,1.0,0
5781,0.0,486.3517,8.0,1.0,0
3685,0.0,352.196,6.0,5.0,0
7248,278.0,65.0692,1.0,2.0,0
1533,0.0,216.0579,10.0,7.0,0
5217,0.0,105.7592,6.0,1.0,0
6114,0.0,109.165,5.0,6.0,0
1345,0.0,728.0934,7.0,1.0,0
6982,0.0,199.572,6.0,4.0,0
4099,0.0,310.6638,4.0,2.0,0
6977,0.0,609.7647,2.0,1.0,0
3969,0.0,244.4934,8.0,4.0,0
1996,0.0,108.9082,7.0,4.0,0
7187,695.0,134.1827,2.0,4.0,0
6002,0.0,120.3536,1.0,3.0,0
5378,0.0,236.1715,4.0,3.0,0
6858,278.0,157.8132,9.0,2.0,1
2137,0.0,122.0369,2.0,5.0,0
578,0.0,42.5793,9.0,2.0,0
2200,0.0,0.0,2.0,3.0,0
2978,159.0,361.2478,1.0,2.0,0
4207,0.0,9.0554,4.0,2.0,0
3471,0.0,363.3731,6.0,1.0,0
912,0.0,148.3678,5.0,3.0,0
6661,0.0,201.2486,3.0,5.0,0
216,139.0,170.0735,8.0,4.0,1
5437,0.0,0.0,1.0,1.0,0
7592,417.0,27.313,1.0,3.0,0
5814,0.0,80.4984,6.0,2.0,0
5079,0.0,375.4797,6.0,1.0,0
1561,458.0,237.0,5.0,1.0,1
3414,159.0,60.1332,4.0,2.0,0
4477,0.0,711.1807,8.0,1.0,0
377,238.0,354.0056,5.0,4.0,1
3675,0.0,123.3288,1.0,4.0,0
1512,99.0,124.4588,2.0,3.0,1
1384,0.0,168.8342,7.0,2.0,0
7576,278.0,133.0038,9.0,1.0,1
5745,0.0,123.8225,7.0,3.0,1
6088,656.0,25.7099,1.0,4.0,0
241,0.0,87.0919,3.0,1.0,0
2708,0.0,228.1162,5.0,1.0,0
2683,0.0,89.1403,7.0,3.0,0
1591,139.0,99.5038,2.0,2.0,1
4255,0.0,45.5412,4.0,3.0,0
301,0.0,117.3882,10.0,2.0,0
1089,318.0,71.1688,8.0,1.0,0
3157,359.0,71.5052,2.0,4.0,0
1021,0.0,697.4884,7.0,1.0,0
5646,0.0,146.4923,8.0,3.0,0
5331,219.0,180.2249,9.0,5.0,1
2905,1431.0,331.0967,7.0,1.0,0
3020,0.0,572.3443,2.0,2.0,0
4751,0.0,86.977,4.0,6.0,0
1690,119.0,84.22,5.0,1.0,0
6391,0.0,86.1452,1.0,2.0,0
6929,0.0,445.1921,7.0,1.0,0
2322,358.0,261.0172,8.0,3.0,0
3959,0.0,114.3897,3.0,1.0,0
873,0.0,74.411,7.0,1.0,0
1951,853.0,78.0577,7.0,4.0,1
11,0.0,214.0584,7.0,5.0,0
6172,0.0,234.0769,9.0,4.0,0
1397,0.0,202.094,6.0,4.0,0
6773,119.0,116.6619,4.0,5.0,0
3925,357.0,105.5462,3.0,5.0,0
1210,936.0,226.3846,5.0,3.0,0
5070,0.0,63.0079,7.0,2.0,1
1447,297.0,112.1116,7.0,6.0,0
3642,0.0,136.0919,8.0,4.0,0
5453,0.0,796.1036,8.0,1.0,0
572,0.0,75.8222,5.0,1.0,0
5476,0.0,38.6394,10.0,2.0,0
6986,119.0,175.0943,1.0,4.0,1
5096,80.0,419.0966,7.0,4.0,0
3980,0.0,33.541,1.0,3.0,0
1003,0.0,117.2391,10.0,4.0,0
881,0.0,198.1237,3.0,6.0,1
4528,139.0,139.0863,2.0,1.0,1
3563,0.0,128.5613,7.0,2.0,0
3921,119.0,316.0,9.0,5.0,0
3775,695.0,64.5368,4.0,2.0,1
2578,0.0,820.7521,7.0,1.0,0
5914,0.0,46.3897,7.0,5.0,0
3343,0.0,140.0893,5.0,6.0,1
1112,0.0,65.0692,3.0,5.0,0
6142,439.0,141.3542,1.0,2.0,1
5338,0.0,220.0205,10.0,4.0,0
6416,2169.0,218.4033,2.0,2.0,1
5046,617.0,52.7731,4.0,5.0,0
4251,0.0,199.3615,3.0,2.0,0
524,0.0,727.607,9.0,1.0,0
353,0.0,781.7448,3.0,1.0,0
1992,0.0,698.1984,9.0,2.0,0
7383,0.0,229.1724,10.0,1.0,0
411,0.0,251.002,8.0,7.0,0
5086,0.0,554.3789,1.0,1.0,0
2516,159.0,621.499,5.0,2.0,0
6544,219.0,39.3192,3.0,6.0,0
4258,0.0,89.493,8.0,4.0,0
2293,0.0,106.5692,4.0,2.0,0
746,0.0,107.8147,3.0,1.0,0
3044,0.0,0.0,2.0,1.0,0
2755,0.0,734.173,8.0,3.0,0
3215,0.0,175.8238,6.0,3.0,0
7414,398.0,102.3963,4.0,4.0,1
185,0.0,276.74,2.0,1.0,0
416,0.0,105.6835,6.0,5.0,0
937,0.0,42.9535,1.0,4.0,0
6500,0.0,107.0,9.0,3.0,0
854,99.0,79.712,3.0,5.0,0
989,0.0,0.0,3.0,3.0,0
654,0.0,65.0308,10.0,4.0,0
7502,0.0,715.4327,10.0,2.0,0
2084,0.0,45.0444,8.0,4.0,0
6631,417.0,181.0442,4.0,3.0,0
6271,3248.0,434.5906,6.0,4.0,1
83,0.0,91.444,1.0,4.0,0
4705,0.0,536.7104,6.0,1.0,0
5270,0.0,179.0112,5.0,5.0,0
2647,99.0,51.788,8.0,7.0,1
7062,0.0,102.4207,3.0,4.0,0
5410,0.0,60.7454,10.0,8.0,0
4551,477.0,101.5972,7.0,2.0,0
4902,0.0,127.3185,6.0,1.0,1
2160,0.0,176.1193,3.0,5.0,1
1260,0.0,113.7409,1.0,1.0,0
3355,359.0,84.4808,10.0,6.0,0
6811,0.0,352.3308,7.0,1.0,0
512,0.0,199.0226,4.0,4.0,0
5667,0.0,376.1396,3.0,2.0,0
413,0.0,221.009,7.0,4.0,0
1319,0.0,339.8382,5.0,1.0,0
4053,278.0,66.9403,10.0,6.0,1
5295,457.0,850.0994,8.0,1.0,0
2745,378.0,47.5395,3.0,4.0,1
3356,0.0,113.2652,8.0,5.0,0
5743,0.0,165.0273,10.0,5.0,0
4431,100.0,145.0138,6.0,4.0,0
6866,0.0,760.3223,10.0,1.0,1
1917,715.0,64.5368,1.0,2.0,0
2178,179.0,214.021,4.0,5.0,1
6347,139.0,170.1558,4.0,3.0,0
7387,258.0,655.4647,2.0,1.0,0
4038,0.0,56.2228,3.0,3.0,0
4879,0.0,155.5635,1.0,6.0,0
6973,199.0,124.904,1.0,1.0,1
6011,0.0,277.0162,8.0,1.0,0
4681,2064.0,87.8635,1.0,4.0,0
4786,437.0,133.0601,4.0,1.0,1
176,0.0,478.0377,9.0,5.0,0
5047,179.0,122.2497,4.0,4.0,0
7155,0.0,897.9337,3.0,2.0,0
5801,477.0,48.2597,3.0,4.0,1
6144,278.0,491.0438,1.0,2.0,0
6957,4931.0,362.0221,1.0,2.0,0
4278,0.0,133.6338,6.0,3.0,0
4735,139.0,445.9439,3.0,2.0,0
4581,0.0,18.3576,3.0,4.0,0
2440,0.0,0.0,4.0,3.0,0
2331,0.0,94.3027,6.0,1.0,0
6069,0.0,284.0018,8.0,3.0,0
1674,239.0,252.7944,2.0,3.0,1
942,0.0,147.7329,8.0,3.0,0
4758,0.0,19.6977,6.0,2.0,0
3799,0.0,478.9259,2.0,2.0,1
1914,0.0,198.2524,5.0,5.0,0
4503,0.0,574.0949,8.0,3.0,0
2504,0.0,352.5975,10.0,6.0,0
4708,0.0,114.6298,2.0,3.0,0
5982,0.0,58.0086,4.0,2.0,0
7357,0.0,145.1241,1.0,5.0,0
7431,0.0,0.0,1.0,1.0,0
205,278.0,138.7083,3.0,3.0,0
6979,0.0,112.3788,2.0,2.0,0
6427,0.0,40.8167,6.0,4.0,0
6212,0.0,613.6,6.0,1.0,0
2316,139.0,278.9498,1.0,4.0,0
7256,0.0,125.8968,4.0,5.0,0
3873,0.0,444.7752,2.0,2.0,0
4021,815.0,161.6447,4.0,2.0,1
425,139.0,57.4282,6.0,5.0,0
7422,119.0,10.4403,9.0,2.0,0
1152,198.0,369.2425,8.0,1.0,0
659,0.0,150.0833,9.0,1.0,0
4295,0.0,172.7021,1.0,1.0,1
2723,697.0,88.2383,2.0,2.0,1
1441,398.0,131.6055,1.0,4.0,0
7411,0.0,130.173,4.0,2.0,0
429,0.0,352.1718,9.0,5.0,0
6836,119.0,66.0076,2.0,3.0,0
5380,0.0,823.4671,2.0,1.0,0
3364,0.0,249.3231,4.0,1.0,0
5307,0.0,235.0085,10.0,7.0,0
2892,0.0,152.0822,8.0,8.0,0
1206,0.0,0.0,4.0,4.0,0
6055,0.0,209.0598,10.0,1.0,0
7085,0.0,61.6847,7.0,4.0,0
1499,795.0,117.0684,2.0,4.0,1
4098,0.0,126.4792,1.0,4.0,0
4002,0.0,73.0068,9.0,1.0,0
5640,0.0,130.9695,10.0,1.0,0
5402,0.0,26.2488,10.0,5.0,0
4996,0.0,133.66,3.0,5.0,0
6303,0.0,145.0552,9.0,1.0,0
2990,180.0,106.0754,4.0,4.0,1
7168,537.0,40.1123,2.0,5.0,0
5487,0.0,144.0139,7.0,1.0,0
505,199.0,91.0824,7.0,2.0,1
209,0.0,137.4809,8.0,1.0,0
6803,617.0,145.6709,4.0,5.0,0
1532,278.0,129.9885,10.0,5.0,0
6242,0.0,584.0548,3.0,6.0,0
5385,0.0,46.8402,8.0,7.0,0
59,0.0,345.9133,6.0,1.0,0
4840,0.0,283.3867,4.0,1.0,0
4534,0.0,99.2472,2.0,4.0,0
3662,0.0,221.5626,8.0,1.0,0
3868,0.0,173.4157,8.0,2.0,0
2911,0.0,169.7557,8.0,8.0,0
5075,0.0,247.2448,5.0,7.0,0
1908,0.0,787.3868,4.0,1.0,0
3586,478.0,222.036,6.0,2.0,0
3641,119.0,213.1385,1.0,4.0,1
5741,0.0,107.0187,3.0,3.0,0
6083,80.0,75.6637,5.0,2.0,1
2107,119.0,183.1338,9.0,3.0,0
5931,0.0,94.5145,6.0,1.0,0
1072,0.0,271.3116,9.0,1.0,0
3773,0.0,154.7676,4.0,1.0,0
4036,0.0,119.2183,6.0,2.0,0
5235,0.0,121.6963,5.0,4.0,0
4266,0.0,40.3113,2.0,2.0,0
7093,179.0,184.0109,3.0,4.0,0
4776,179.0,451.3502,5.0,6.0,1
5290,338.0,737.8597,10.0,4.0,0
2144,2169.0,65.7343,2.0,2.0,1
3189,2246.0,226.9912,2.0,1.0,0
173,358.0,26.9072,5.0,6.0,1
936,0.0,75.1332,3.0,4.0,0
3362,0.0,98.0051,4.0,2.0,0
7236,0.0,103.0437,5.0,7.0,0
5182,0.0,293.7822,4.0,1.0,1
916,80.0,437.4837,4.0,8.0,0
2380,0.0,659.5104,7.0,1.0,0
7480,0.0,82.662,4.0,2.0,0
616,0.0,244.5608,6.0,1.0,0
6417,0.0,69.7782,9.0,1.0,0
4523,179.0,331.8569,2.0,1.0,0
2467,0.0,124.4026,3.0,1.0,0
4460,0.0,33.1361,4.0,2.0,0
294,536.0,425.5185,6.0,2.0,0
6807,279.0,512.3905,9.0,1.0,0
1797,4861.0,61.5224,6.0,2.0,1
1195,776.0,95.1893,9.0,3.0,0
1603,1375.0,143.9514,2.0,4.0,1
5351,278.0,0.0,3.0,2.0,0
6468,0.0,77.7946,1.0,5.0,0
5063,1668.0,228.3725,3.0,2.0,1
3079,0.0,157.0,8.0,5.0,0
3709,0.0,295.4116,3.0,1.0,0
7124,219.0,154.1493,5.0,1.0,1
641,0.0,377.3619,8.0,1.0,0
6611,0.0,0.0,4.0,5.0,1
6028,198.0,119.4194,3.0,3.0,1
826,0.0,319.9156,2.0,1.0,0
1067,99.0,525.6434,5.0,2.0,0
4857,0.0,200.3397,3.0,1.0,0
751,0.0,213.3963,5.0,3.0,0
5541,0.0,96.0052,6.0,2.0,0
3038,0.0,506.8846,3.0,1.0,0
1807,0.0,63.3246,4.0,3.0,0
3273,0.0,44.3847,8.0,4.0,0
390,139.0,157.0032,3.0,4.0,0
2952,0.0,408.8826,8.0,1.0,0
1328,2064.0,288.4614,1.0,4.0,0
5775,0.0,105.2616,1.0,3.0,0
4616,0.0,198.8165,4.0,4.0,1
5250,0.0,0.0,3.0,2.0,0
4457,0.0,465.0871,7.0,5.0,0
3924,1054.0,34.9857,8.0,6.0,1
263,0.0,0.0,3.0,1.0,0
2475,80.0,102.2008,10.0,6.0,1
4630,0.0,113.1371,7.0,1.0,0
3955,0.0,109.6586,2.0,3.0,0
7013,0.0,100.6578,4.0,4.0,0
3806,1370.0,168.2409,4.0,4.0,1
7068,338.0,341.7865,1.0,1.0,0
3081,0.0,98.1835,4.0,10.0,0
7069,0.0,46.4004,3.0,6.0,0
775,359.0,86.4696,10.0,6.0,0
7495,218.0,117.1068,3.0,4.0,0
6647,0.0,79.712,3.0,3.0,0
3132,0.0,80.0625,7.0,4.0,0
7192,0.0,141.598,1.0,4.0,0
1057,0.0,305.9837,5.0,5.0,0
5099,139.0,157.1146,10.0,1.0,1
5591,0.0,436.715,10.0,1.0,0
975,2255.0,424.6752,7.0,1.0,0
7358,139.0,789.6088,10.0,2.0,0
2672,417.0,963.668,6.0,1.0,1
94,0.0,180.7125,5.0,1.0,0
506,0.0,266.2574,8.0,1.0,0
3377,0.0,170.9883,6.0,3.0,0
2248,378.0,177.2484,8.0,4.0,1
7497,0.0,66.7533,9.0,2.0,0
5681,0.0,81.3019,8.0,2.0,0
5147,179.0,195.0231,8.0,3.0,1
6068,0.0,241.9008,9.0,3.0,0
273,0.0,654.1598,10.0,1.0,0
2433,0.0,0.0,4.0,6.0,1
455,0.0,107.4244,4.0,1.0,0
3871,0.0,0.0,1.0,1.0,0
6993,0.0,49.0918,1.0,4.0,0
1365,597.0,84.8764,5.0,1.0,0
2227,139.0,280.0875,4.0,2.0,0
409,0.0,424.8411,5.0,1.0,0
6241,139.0,163.0767,1.0,3.0,1
5651,297.0,420.6293,7.0,6.0,0
1476,0.0,58.4209,7.0,4.0,0
2474,0.0,59.4054,6.0,3.0,0
4741,0.0,681.502,3.0,2.0,0
196,20.0,343.0,5.0,4.0,0
2166,498.0,547.8695,3.0,1.0,1
953,0.0,112.0714,5.0,1.0,0
7459,0.0,138.2787,1.0,3.0,1
776,0.0,184.2715,10.0,4.0,0
4515,0.0,36.3456,6.0,3.0,0
733,259.0,353.2039,1.0,6.0,0
5863,99.0,86.6833,1.0,2.0,1
1840,0.0,219.0822,3.0,4.0,0
6821,0.0,528.0502,7.0,1.0,0
2055,0.0,0.0,2.0,2.0,0
6509,0.0,327.9466,6.0,4.0,0
2770,557.0,120.0042,3.0,3.0,0
2019,836.0,75.2396,2.0,2.0,0
4042,0.0,145.0552,6.0,4.0,0
4672,0.0,176.2044,7.0,1.0,0
5354,1654.0,76.9025,5.0,5.0,1
1573,0.0,144.5856,10.0,3.0,0
2831,0.0,23.2594,10.0,5.0,0
750,199.0,50.0,2.0,4.0,1
5525,80.0,545.5282,7.0,6.0,0
7071,0.0,0.0,4.0,7.0,0
3937,2680.0,229.2182,5.0,2.0,0
4238,11140.0,647.309,6.0,1.0,1
1474,0.0,231.4649,3.0,2.0,0
4160,0.0,64.5368,1.0,5.0,1
2344,0.0,571.5566,5.0,5.0,0
2023,0.0,171.0263,8.0,1.0,0
1778,837.0,191.2616,10.0,5.0,1
7055,0.0,146.3728,1.0,5.0,0
3117,179.0,82.0549,4.0,5.0,1
2823,180.0,576.1736,7.0,2.0,1
5013,0.0,237.0084,10.0,3.0,0
3940,99.0,35.1283,3.0,6.0,0
2387,417.0,167.9673,8.0,1.0,1
744,0.0,220.7714,7.0,1.0,0
2413,0.0,38.2884,5.0,5.0,0
6201,0.0,106.0,8.0,2.0,0
7587,99.0,41.4367,5.0,2.0,0
2351,0.0,0.0,2.0,3.0,0
5045,0.0,144.2221,4.0,4.0,0
3233,737.0,76.0592,7.0,3.0,0
6790,676.0,120.2664,5.0,4.0,1
1702,278.0,70.9366,1.0,3.0,0
4296,0.0,148.6371,10.0,7.0,0
3025,0.0,462.5862,1.0,1.0,0
6511,1016.0,99.5038,7.0,3.0,1
964,0.0,98.1835,3.0,1.0,0
6435,0.0,82.4924,6.0,2.0,0
2724,338.0,152.0526,1.0,4.0,0
6397,0.0,204.8414,7.0,2.0,0
5054,0.0,92.1954,7.0,1.0,0
4684,0.0,67.7422,10.0,2.0,0
5512,0.0,350.297,5.0,1.0,0
4129,0.0,90.2441,6.0,2.0,0
6702,4861.0,123.2599,6.0,2.0,1
2102,0.0,100.8415,7.0,2.0,0
1971,0.0,102.4744,9.0,1.0,0
1531,2051.0,24.0208,6.0,3.0,1
3373,99.0,329.9712,7.0,4.0,0
2301,0.0,125.2557,10.0,6.0,0
4348,0.0,331.658,8.0,1.0,0
5570,179.0,116.0689,10.0,8.0,0
6493,0.0,160.4494,1.0,3.0,0
1415,0.0,392.1849,6.0,2.0,0
245,596.0,135.9485,2.0,1.0,0
7305,0.0,137.5245,7.0,6.0,1
4034,0.0,77.9359,4.0,1.0,0
6875,11140.0,488.337,6.0,1.0,1
53,0.0,376.1981,8.0,7.0,0
6787,0.0,87.3613,1.0,5.0,0
6935,0.0,579.6447,7.0,2.0,0
5173,0.0,72.7805,10.0,3.0,0
2611,0.0,87.367,5.0,4.0,0
6413,0.0,105.4182,8.0,1.0,0
7079,0.0,46.6905,4.0,6.0,0
4664,0.0,166.8113,5.0,2.0,0
2032,0.0,207.9639,2.0,1.0,0
6942,0.0,97.0,2.0,2.0,0
5088,0.0,328.8419,8.0,1.0,0
6081,0.0,157.0127,2.0,2.0,0
