P1stFixation,label,nextWordRegress,prevFixDur,prevFixPos,regressDur,wordNo
0,0,0,319.0,71.5052,359.0,4.0
1,0,0,119.0,697.4884,0.0,1.0
0,0,0,279.0,146.4923,0.0,3.0
1,0,1,278.0,180.2249,219.0,5.0
1,0,0,199.0,331.0967,1431.0,1.0
1,0,0,119.0,572.3443,0.0,2.0
0,0,0,219.0,86.977,0.0,6.0
1,0,0,99.0,84.22,119.0,1.0
1,0,0,139.0,86.1452,0.0,2.0
1,0,0,139.0,445.1921,0.0,1.0
0,0,0,179.0,261.0172,358.0,3.0
0,0,0,119.0,114.3897,0.0,1.0
1,0,0,179.0,74.411,0.0,1.0
1,0,1,80.0,78.0577,853.0,4.0
1,0,0,199.0,214.0584,0.0,5.0
1,0,0,99.0,234.0769,0.0,4.0
1,0,0,80.0,202.094,0.0,4.0
1,0,0,99.0,116.6619,119.0,5.0
1,0,0,358.0,105.5462,357.0,5.0
1,0,0,199.0,226.3846,936.0,3.0
1,0,1,139.0,63.0079,0.0,2.0
1,0,0,139.0,112.1116,297.0,6.0
1,0,0,239.0,136.0919,0.0,4.0
1,0,0,100.0,796.1036,0.0,1.0
1,0,0,99.0,75.8222,0.0,1.0
0,0,0,239.0,38.6394,0.0,2.0
1,0,1,80.0,175.0943,119.0,4.0
1,0,0,99.0,419.0966,80.0,4.0
1,0,0,99.0,33.541,0.0,3.0
0,0,0,199.0,117.2391,0.0,4.0
0,0,1,199.0,198.1237,0.0,6.0
1,0,1,139.0,139.0863,139.0,1.0
1,0,0,159.0,128.5613,0.0,2.0
1,0,0,119.0,316.0,119.0,5.0
1,0,1,179.0,64.5368,695.0,2.0
1,0,0,99.0,820.7521,0.0,1.0
0,0,0,159.0,46.3897,0.0,5.0
0,0,1,219.0,140.0893,0.0,6.0
0,0,0,139.0,65.0692,0.0,5.0
1,0,1,80.0,141.3542,439.0,2.0
1,0,0,239.0,220.0205,0.0,4.0
1,0,1,139.0,218.4033,2169.0,2.0
1,0,0,179.0,52.7731,617.0,5.0
1,0,0,20.0,199.3615,0.0,2.0
1,0,0,80.0,727.607,0.0,1.0
1,0,0,159.0,781.7448,0.0,1.0
1,0,0,100.0,698.1984,0.0,2.0
1,0,0,80.0,229.1724,0.0,1.0
1,0,0,99.0,251.002,0.0,7.0
1,0,0,179.0,554.3789,0.0,1.0
1,0,0,99.0,621.499,159.0,2.0
1,0,0,199.0,39.3192,219.0,6.0
1,0,0,119.0,89.493,0.0,4.0
1,0,0,219.0,106.5692,0.0,2.0
1,0,0,179.0,107.8147,0.0,1.0
1,0,0,0.0,0.0,0.0,1.0
1,0,0,80.0,734.173,0.0,3.0
1,0,0,99.0,175.8238,0.0,3.0
1,0,1,179.0,102.3963,398.0,4.0
1,0,0,179.0,276.74,0.0,1.0
1,0,0,139.0,105.6835,0.0,5.0
1,0,0,199.0,42.9535,0.0,4.0
1,0,0,80.0,107.0,0.0,3.0
1,0,0,99.0,79.712,99.0,5.0
1,0,0,0.0,0.0,0.0,3.0
1,0,0,139.0,65.0308,0.0,4.0
0,0,0,119.0,715.4327,0.0,2.0
1,0,0,99.0,45.0444,0.0,4.0
1,0,0,179.0,181.0442,417.0,3.0
1,0,1,279.0,434.5906,3248.0,4.0
1,0,0,179.0,91.444,0.0,4.0
1,0,0,159.0,536.7104,0.0,1.0
0,0,0,139.0,179.0112,0.0,5.0
1,0,1,80.0,51.788,99.0,7.0
0,0,0,139.0,102.4207,0.0,4.0
1,0,0,99.0,60.7454,0.0,8.0
0,0,0,199.0,101.5972,477.0,2.0
0,0,1,139.0,127.3185,0.0,1.0
0,0,1,179.0,176.1193,0.0,5.0
1,0,0,80.0,113.7409,0.0,1.0
1,0,0,239.0,84.4808,359.0,6.0
1,0,0,219.0,352.3308,0.0,1.0
1,0,0,199.0,199.0226,0.0,4.0
1,0,0,139.0,376.1396,0.0,2.0
0,0,0,219.0,221.009,0.0,4.0
1,0,0,99.0,339.8382,0.0,1.0
1,0,1,179.0,66.9403,278.0,6.0
1,0,0,139.0,850.0994,457.0,1.0
1,0,1,139.0,47.5395,378.0,4.0
0,0,0,80.0,113.2652,0.0,5.0
1,0,0,179.0,165.0273,0.0,5.0
1,0,0,80.0,145.0138,100.0,4.0
1,0,1,99.0,760.3223,0.0,1.0
1,0,0,437.0,64.5368,715.0,2.0
1,0,1,179.0,214.021,179.0,5.0
1,0,0,80.0,170.1558,139.0,3.0
1,0,0,358.0,655.4647,258.0,1.0
1,0,0,179.0,56.2228,0.0,3.0
1,0,0,199.0,155.5635,0.0,6.0
1,0,1,100.0,124.904,199.0,1.0
1,0,0,278.0,277.0162,0.0,1.0
1,0,0,139.0,87.8635,2064.0,4.0
1,0,1,358.0,133.0601,437.0,1.0
1,0,0,139.0,478.0377,0.0,5.0
1,0,0,0.0,122.2497,179.0,4.0
1,0,0,119.0,897.9337,0.0,2.0
0,0,1,239.0,48.2597,477.0,4.0
1,0,0,119.0,491.0438,278.0,2.0
0,0,0,179.0,362.0221,4931.0,2.0
1,0,0,179.0,133.6338,0.0,3.0
0,0,0,99.0,445.9439,139.0,2.0
1,0,0,159.0,18.3576,0.0,4.0
1,0,0,0.0,0.0,0.0,3.0
1,0,0,179.0,94.3027,0.0,1.0
1,0,0,139.0,284.0018,0.0,3.0
1,0,1,298.0,252.7944,239.0,3.0
1,0,0,80.0,147.7329,0.0,3.0
1,0,0,119.0,19.6977,0.0,2.0
0,0,1,179.0,478.9259,0.0,2.0
1,0,0,80.0,198.2524,0.0,5.0
0,0,0,119.0,574.0949,0.0,3.0
1,0,0,80.0,352.5975,0.0,6.0
1,0,0,139.0,114.6298,0.0,3.0
1,0,0,100.0,58.0086,0.0,2.0
1,0,0,139.0,145.1241,0.0,5.0
1,0,0,0.0,0.0,0.0,1.0
0,0,0,398.0,138.7083,278.0,3.0
1,0,0,179.0,112.3788,0.0,2.0
1,0,0,338.0,40.8167,0.0,4.0
1,0,0,179.0,613.6,0.0,1.0
1,0,0,159.0,278.9498,139.0,4.0
1,0,0,159.0,125.8968,0.0,5.0
1,0,0,258.0,444.7752,0.0,2.0
0,0,1,258.0,161.6447,815.0,2.0
1,0,0,100.0,57.4282,139.0,5.0
1,0,0,80.0,10.4403,119.0,2.0
1,0,0,99.0,369.2425,198.0,1.0
1,0,0,239.0,150.0833,0.0,1.0
1,0,1,119.0,172.7021,0.0,1.0
0,0,1,219.0,88.2383,697.0,2.0
1,0,0,20.0,131.6055,398.0,4.0
1,0,0,199.0,130.173,0.0,2.0
1,0,0,258.0,352.1718,0.0,5.0
1,0,0,179.0,66.0076,119.0,3.0
1,0,0,139.0,823.4671,0.0,1.0
1,0,0,80.0,249.3231,0.0,1.0
1,0,0,139.0,235.0085,0.0,7.0
1,0,0,80.0,152.0822,0.0,8.0
1,0,0,0.0,0.0,0.0,4.0
1,0,0,139.0,209.0598,0.0,1.0
1,0,0,239.0,61.6847,0.0,4.0
0,0,1,338.0,117.0684,795.0,4.0
0,0,0,219.0,126.4792,0.0,4.0
1,0,0,279.0,73.0068,0.0,1.0
1,0,0,119.0,130.9695,0.0,1.0
0,0,0,219.0,26.2488,0.0,5.0
1,0,0,139.0,133.66,0.0,5.0
1,0,0,258.0,145.0552,0.0,1.0
1,0,1,199.0,106.0754,180.0,4.0
1,0,0,258.0,40.1123,537.0,5.0
1,0,0,179.0,144.0139,0.0,1.0
1,0,1,119.0,91.0824,199.0,2.0
1,0,0,99.0,137.4809,0.0,1.0
1,0,0,179.0,145.6709,617.0,5.0
1,0,0,99.0,129.9885,278.0,5.0
1,0,0,119.0,584.0548,0.0,6.0
0,0,0,199.0,46.8402,0.0,7.0
1,0,0,99.0,345.9133,0.0,1.0
1,0,0,179.0,283.3867,0.0,1.0
1,0,0,99.0,99.2472,0.0,4.0
1,0,0,139.0,221.5626,0.0,1.0
1,0,0,319.0,173.4157,0.0,2.0
1,0,0,179.0,169.7557,0.0,8.0
1,0,0,139.0,247.2448,0.0,7.0
1,0,0,0.0,787.3868,0.0,1.0
1,0,0,179.0,222.036,478.0,2.0
1,0,1,159.0,213.1385,119.0,4.0
1,0,0,119.0,107.0187,0.0,3.0
1,0,1,219.0,75.6637,80.0,2.0
1,0,0,139.0,183.1338,119.0,3.0
1,0,0,258.0,94.5145,0.0,1.0
1,0,0,139.0,271.3116,0.0,1.0
1,0,0,139.0,154.7676,0.0,1.0
1,0,0,318.0,119.2183,0.0,2.0
1,0,0,119.0,121.6963,0.0,4.0
0,0,0,20.0,40.3113,0.0,2.0
1,0,0,239.0,184.0109,179.0,4.0
1,0,1,139.0,451.3502,179.0,6.0
1,0,0,219.0,737.8597,338.0,4.0
1,0,1,139.0,65.7343,2169.0,2.0
1,0,0,238.0,226.9912,2246.0,1.0
1,0,1,159.0,26.9072,358.0,6.0
1,0,0,179.0,75.1332,0.0,4.0
0,0,0,139.0,98.0051,0.0,2.0
1,0,0,179.0,103.0437,0.0,7.0
1,0,1,199.0,293.7822,0.0,1.0
1,0,0,80.0,437.4837,80.0,8.0
1,0,0,119.0,659.5104,0.0,1.0
0,0,0,179.0,82.662,0.0,2.0
1,0,0,219.0,244.5608,0.0,1.0
1,0,0,80.0,69.7782,0.0,1.0
1,0,0,238.0,331.8569,179.0,1.0
1,0,0,159.0,124.4026,0.0,1.0
1,0,0,239.0,33.1361,0.0,2.0
0,0,0,99.0,425.5185,536.0,2.0
0,0,0,179.0,512.3905,279.0,1.0
1,0,1,199.0,61.5224,4861.0,2.0
1,0,0,159.0,95.1893,776.0,3.0
0,0,1,100.0,143.9514,1375.0,4.0
1,0,0,0.0,0.0,278.0,2.0
0,0,0,99.0,77.7946,0.0,5.0
1,0,1,179.0,228.3725,1668.0,2.0
1,0,0,258.0,157.0,0.0,5.0
1,0,0,139.0,295.4116,0.0,1.0
1,0,1,99.0,154.1493,219.0,1.0
1,0,0,99.0,377.3619,0.0,1.0
1,0,1,0.0,0.0,0.0,5.0
1,0,1,99.0,119.4194,198.0,3.0
1,0,0,179.0,319.9156,0.0,1.0
1,0,0,159.0,525.6434,99.0,2.0
1,0,0,99.0,200.3397,0.0,1.0
0,0,0,99.0,213.3963,0.0,3.0
1,0,0,239.0,96.0052,0.0,2.0
1,0,0,139.0,506.8846,0.0,1.0
1,0,0,219.0,63.3246,0.0,3.0
1,0,0,159.0,44.3847,0.0,4.0
1,0,0,179.0,157.0032,139.0,4.0
1,0,0,119.0,408.8826,0.0,1.0
1,0,0,139.0,288.4614,2064.0,4.0
1,0,0,279.0,105.2616,0.0,3.0
1,0,1,199.0,198.8165,0.0,4.0
1,0,0,0.0,0.0,0.0,2.0
1,0,0,80.0,465.0871,0.0,5.0
1,0,1,119.0,34.9857,1054.0,6.0
1,0,0,0.0,0.0,0.0,1.0
1,0,1,80.0,102.2008,80.0,6.0
1,0,0,239.0,113.1371,0.0,1.0
0,0,0,139.0,109.6586,0.0,3.0
1,0,0,159.0,100.6578,0.0,4.0
1,0,1,99.0,168.2409,1370.0,4.0
1,0,0,199.0,341.7865,338.0,1.0
0,0,0,258.0,98.1835,0.0,10.0
1,0,0,298.0,46.4004,0.0,6.0
1,0,0,239.0,86.4696,359.0,6.0
0,0,0,139.0,117.1068,218.0,4.0
1,0,0,279.0,79.712,0.0,3.0
1,0,0,219.0,80.0625,0.0,4.0
1,0,0,239.0,141.598,0.0,4.0
1,0,0,139.0,305.9837,0.0,5.0
1,0,1,139.0,157.1146,139.0,1.0
1,0,0,179.0,436.715,0.0,1.0
1,0,0,219.0,424.6752,2255.0,1.0
0,0,0,219.0,789.6088,139.0,2.0
1,0,1,179.0,963.668,417.0,1.0
1,0,0,179.0,180.7125,0.0,1.0
1,0,0,139.0,266.2574,0.0,1.0
1,0,0,99.0,170.9883,0.0,3.0
0,0,1,258.0,177.2484,378.0,4.0
1,0,0,159.0,66.7533,0.0,2.0
1,0,0,259.0,81.3019,0.0,2.0
0,0,1,139.0,195.0231,179.0,3.0
0,0,0,139.0,241.9008,0.0,3.0
1,0,0,99.0,654.1598,0.0,1.0
1,0,1,0.0,0.0,0.0,6.0
1,0,0,199.0,107.4244,0.0,1.0
1,0,0,0.0,0.0,0.0,1.0
1,0,0,258.0,49.0918,0.0,4.0
1,0,0,179.0,84.8764,597.0,1.0
1,0,0,159.0,280.0875,139.0,2.0
1,0,0,119.0,424.8411,0.0,1.0
1,0,1,80.0,163.0767,139.0,3.0
1,0,0,139.0,420.6293,297.0,6.0
1,0,0,139.0,58.4209,0.0,4.0
1,0,0,159.0,59.4054,0.0,3.0
0,0,0,80.0,681.502,0.0,2.0
1,0,0,219.0,343.0,20.0,4.0
1,0,1,179.0,547.8695,498.0,1.0
1,0,0,80.0,112.0714,0.0,1.0
1,0,1,139.0,138.2787,0.0,3.0
1,0,0,119.0,184.2715,0.0,4.0
0,0,0,219.0,36.3456,0.0,3.0
1,0,0,99.0,353.2039,259.0,6.0
1,0,1,159.0,86.6833,99.0,2.0
1,0,0,139.0,219.0822,0.0,4.0
1,0,0,179.0,528.0502,0.0,1.0
1,0,0,0.0,0.0,0.0,2.0
0,0,0,199.0,327.9466,0.0,4.0
1,0,0,159.0,120.0042,557.0,3.0
0,0,0,20.0,75.2396,836.0,2.0
1,0,0,179.0,145.0552,0.0,4.0
1,0,0,120.0,176.2044,0.0,1.0
1,0,1,219.0,76.9025,1654.0,5.0
1,0,0,139.0,144.5856,0.0,3.0
1,0,0,159.0,23.2594,0.0,5.0
0,0,1,99.0,50.0,199.0,4.0
0,0,0,179.0,545.5282,80.0,6.0
1,0,0,0.0,0.0,0.0,7.0
1,0,0,199.0,229.2182,2680.0,2.0
1,0,1,139.0,647.309,11140.0,1.0
1,0,0,279.0,231.4649,0.0,2.0
1,0,1,159.0,64.5368,0.0,5.0
0,0,0,139.0,571.5566,0.0,5.0
1,0,0,258.0,171.0263,0.0,1.0
1,0,1,199.0,191.2616,837.0,5.0
1,0,0,258.0,146.3728,0.0,5.0
1,0,1,179.0,82.0549,179.0,5.0
1,0,1,139.0,576.1736,180.0,2.0
1,0,0,219.0,237.0084,0.0,3.0
1,0,0,139.0,35.1283,99.0,6.0
1,0,1,159.0,167.9673,417.0,1.0
1,0,0,99.0,220.7714,0.0,1.0
1,0,0,159.0,38.2884,0.0,5.0
1,0,0,239.0,106.0,0.0,2.0
0,0,0,80.0,41.4367,99.0,2.0
1,0,0,0.0,0.0,0.0,3.0
1,0,0,179.0,144.2221,0.0,4.0
1,0,0,219.0,76.0592,737.0,3.0
1,0,1,259.0,120.2664,676.0,4.0
1,0,0,278.0,70.9366,278.0,3.0
0,0,0,159.0,148.6371,0.0,7.0
1,0,0,179.0,462.5862,0.0,1.0
0,0,1,140.0,99.5038,1016.0,3.0
1,0,0,179.0,98.1835,0.0,1.0
