landingPos,nextFixDur,prevFixPos,titleNo
69.3542,119.0,112.272,2.0
109.8954,219.0,27.2029,9.0
85.8836,219.0,172.4181,4.0
88.1036,119.0,130.4301,10.0
61.7191,179.0,79.404,1.0
76.6551,119.0,655.5151,3.0
51.9351,99.0,540.0037,7.0
39.6989,99.0,692.7518,8.0
59.6657,119.0,129.2478,6.0
75.71,139.0,398.5273,2.0
75.898,119.0,183.1338,6.0
93.0013,139.0,27.8568,2.0
115.0174,179.0,268.1511,5.0
44.2069,219.0,89.0505,5.0
51.0906,358.0,143.0105,3.0
38.7072,99.0,267.5556,4.0
39.6138,298.0,130.1768,6.0
126.5948,99.0,171.8139,1.0
20.1556,99.0,120.0042,10.0
35.3058,119.0,928.4724,5.0
66.9104,179.0,52.345,2.0
80.878,239.0,110.6029,4.0
75.2861,80.0,256.0176,8.0
118.7824,199.0,16.9706,1.0
72.4707,119.0,160.8509,3.0
103.2727,179.0,45.0111,2.0
100.1212,199.0,793.7487,5.0
32.5346,119.0,116.297,8.0
63.287,358.0,0.0,3.0
38.6005,140.0,101.1237,9.0
56.0357,119.0,63.3246,10.0
33.5596,99.0,280.1946,1.0
55.7584,119.0,400.3199,2.0
25.4608,99.0,95.0211,10.0
71.2215,139.0,785.9421,2.0
53.0212,119.0,79.2465,6.0
67.0019,378.0,229.0546,3.0
76.5506,179.0,47.8539,9.0
86.1423,139.0,805.0894,4.0
73.0565,159.0,270.0685,3.0
77.429,199.0,463.1069,3.0
24.8294,99.0,219.9204,1.0
37.8319,139.0,548.6,5.0
55.617,80.0,62.3699,10.0
122.2385,179.0,448.3079,3.0
37.6464,199.0,98.7623,2.0
86.8058,179.0,113.7453,3.0
8.0623,139.0,123.0447,10.0
50.5964,199.0,80.6226,2.0
63.2456,99.0,352.966,10.0
21.3776,179.0,0.0,3.0
39.2237,179.0,73.5459,9.0
107.4209,99.0,26.3059,2.0
54.8293,238.0,54.4518,3.0
46.9574,119.0,89.56,8.0
84.4408,179.0,65.521,9.0
101.7767,238.0,49.0408,3.0
58.5235,159.0,216.2267,3.0
22.2991,99.0,0.0,3.0
69.5288,80.0,133.0038,9.0
85.0015,99.0,71.0282,8.0
41.2311,80.0,311.2073,1.0
74.6324,139.0,116.6919,3.0
53.912,99.0,40.05,5.0
44.0454,139.0,106.0189,6.0
73.1095,80.0,144.9724,2.0
76.1183,99.0,88.0227,10.0
137.3909,100.0,58.2151,2.0
56.932,199.0,126.6689,2.0
66.6202,80.0,46.1736,1.0
93.2269,278.0,233.0536,7.0
55.0091,99.0,193.189,6.0
125.7945,139.0,288.295,2.0
51.7904,80.0,232.9571,1.0
71.8766,298.0,86.0233,7.0
20.4022,179.0,105.1903,3.0
24.6678,99.0,173.4618,6.0
26.6833,139.0,212.8497,10.0
39.1472,199.0,199.0226,3.0
70.7407,159.0,124.4588,4.0
121.062,159.0,87.0919,9.0
66.0095,139.0,448.0179,9.0
75.5844,199.0,188.5338,2.0
62.1772,100.0,273.3368,2.0
44.7269,239.0,577.5483,10.0
114.4225,139.0,270.0685,3.0
99.5013,238.0,11.4018,1.0
41.3824,99.0,73.4302,7.0
90.5207,99.0,0.0,6.0
79.511,139.0,56.0892,1.0
65.5534,298.0,231.1385,4.0
70.445,99.0,189.0423,9.0
89.0056,179.0,505.6679,2.0
87.0776,119.0,136.3305,3.0
62.5799,259.0,173.2888,4.0
69.7209,180.0,451.3059,8.0
29.3002,179.0,387.9652,3.0
33.6823,219.0,173.7613,4.0
8.5,99.0,133.0338,10.0
81.8917,179.0,212.2287,3.0
19.6787,199.0,100.2098,3.0
85.9956,139.0,179.1005,9.0
27.8657,139.0,683.4574,3.0
124.7528,100.0,971.9532,3.0
18.3576,139.0,271.9743,10.0
90.5014,219.0,62.0,10.0
38.8233,179.0,157.0,8.0
93.7723,99.0,200.6091,1.0
57.6758,457.0,32.573,3.0
143.9601,80.0,280.765,7.0
53.584,119.0,486.3517,8.0
44.95,119.0,352.196,6.0
60.531,179.0,65.0692,1.0
10.0623,139.0,216.0579,10.0
57.7235,199.0,105.7592,6.0
30.6472,159.0,109.165,5.0
125.2248,119.0,728.0934,7.0
80.8857,278.0,199.572,6.0
34.5579,219.0,310.6638,4.0
77.0211,119.0,609.7647,2.0
67.3238,159.0,244.4934,8.0
82.0549,199.0,108.9082,7.0
38.8973,99.0,134.1827,2.0
31.3129,159.0,120.3536,1.0
47.5184,99.0,236.1715,4.0
25.9326,179.0,157.8132,9.0
45.8939,99.0,122.0369,2.0
4.0311,159.0,42.5793,9.0
40.3268,139.0,0.0,2.0
166.6208,239.0,361.2478,1.0
21.7083,139.0,9.0554,4.0
51.6624,80.0,363.3731,6.0
102.1494,239.0,148.3678,5.0
51.2957,378.0,201.2486,3.0
32.28,139.0,170.0735,8.0
69.0,258.0,0.0,1.0
44.365,139.0,27.313,1.0
26.2488,99.0,80.4984,6.0
128.0625,119.0,375.4797,6.0
72.092,219.0,237.0,5.0
35.8504,139.0,60.1332,4.0
118.0519,99.0,711.1807,8.0
96.251,159.0,354.0056,5.0
11.7047,179.0,123.3288,1.0
91.444,99.0,124.4588,2.0
99.1476,139.0,168.8342,7.0
87.9318,199.0,133.0038,9.0
58.9428,119.0,123.8225,7.0
169.5361,99.0,25.7099,1.0
79.6571,139.0,87.0919,3.0
91.6106,238.0,228.1162,5.0
92.5122,80.0,89.1403,7.0
45.722,99.0,99.5038,2.0
73.0548,179.0,45.5412,4.0
70.7107,179.0,117.3882,10.0
43.2695,179.0,71.1688,8.0
40.5247,299.0,71.5052,2.0
89.405,179.0,697.4884,7.0
35.3871,319.0,146.4923,8.0
31.9453,99.0,180.2249,9.0
85.1499,80.0,331.0967,7.0
38.7072,80.0,572.3443,2.0
25.5441,258.0,86.977,4.0
204.925,99.0,84.22,5.0
54.9181,219.0,86.1452,1.0
115.5692,99.0,445.1921,7.0
115.5725,179.0,261.0172,8.0
47.8017,179.0,114.3897,3.0
52.024,99.0,74.411,7.0
98.6534,278.0,78.0577,7.0
29.0689,119.0,214.0584,7.0
29.4364,119.0,234.0769,9.0
34.442,139.0,202.094,6.0
46.6181,159.0,116.6619,4.0
53.5023,139.0,105.5462,3.0
47.1832,219.0,226.3846,5.0
35.5563,239.0,63.0079,7.0
35.3553,80.0,112.1116,7.0
12.7475,119.0,136.0919,8.0
55.0023,139.0,796.1036,8.0
206.1941,159.0,75.8222,5.0
41.6473,99.0,38.6394,10.0
73.2683,100.0,175.0943,1.0
44.643,199.0,419.0966,7.0
70.8308,119.0,33.541,1.0
51.7349,159.0,117.2391,10.0
25.1794,219.0,198.1237,3.0
60.5743,179.0,139.0863,2.0
19.3132,99.0,128.5613,7.0
123.584,179.0,316.0,9.0
18.1728,99.0,64.5368,4.0
129.6389,99.0,820.7521,7.0
45.1774,338.0,46.3897,7.0
14.8408,139.0,140.0893,5.0
156.0032,99.0,65.0692,3.0
92.662,119.0,141.3542,1.0
55.084,219.0,220.0205,10.0
108.5288,139.0,218.4033,2.0
59.6343,199.0,52.7731,4.0
65.025,199.0,199.3615,3.0
56.6789,99.0,727.607,9.0
98.2357,139.0,781.7448,3.0
28.1824,139.0,698.1984,9.0
46.7386,159.0,229.1724,10.0
83.006,80.0,251.002,8.0
151.5033,199.0,554.3789,1.0
51.5388,219.0,621.499,5.0
14.5774,179.0,39.3192,3.0
110.8434,298.0,89.493,8.0
6.265,159.0,106.5692,4.0
40.651,139.0,107.8147,3.0
102.9393,238.0,0.0,2.0
53.8911,80.0,734.173,8.0
9.7082,99.0,175.8238,6.0
65.7647,219.0,102.3963,4.0
43.5029,179.0,276.74,2.0
50.0025,139.0,105.6835,6.0
91.2318,338.0,42.9535,1.0
18.7417,99.0,107.0,9.0
60.1103,199.0,79.712,3.0
82.7103,80.0,0.0,3.0
79.5692,199.0,65.0308,10.0
27.0647,99.0,715.4327,10.0
72.892,179.0,45.0444,8.0
67.7422,139.0,181.0442,4.0
126.8,219.0,434.5906,6.0
46.8241,219.0,91.444,1.0
39.5,179.0,536.7104,6.0
4.6098,179.0,179.0112,5.0
80.7233,99.0,51.788,8.0
45.6426,219.0,102.4207,3.0
108.7486,199.0,60.7454,10.0
74.0827,119.0,101.5972,7.0
88.285,378.0,127.3185,6.0
125.6344,60.0,176.1193,3.0
74.3808,119.0,113.7409,1.0
62.6279,239.0,84.4808,10.0
89.0084,219.0,352.3308,7.0
70.5284,238.0,199.0226,4.0
120.5529,139.0,376.1396,3.0
28.9871,179.0,221.009,7.0
105.6835,239.0,339.8382,5.0
31.5357,119.0,66.9403,10.0
47.0106,99.0,850.0994,8.0
33.989,239.0,47.5395,3.0
75.6637,119.0,113.2652,8.0
23.0489,399.0,165.0273,10.0
131.4772,139.0,145.0138,6.0
87.4714,179.0,760.3223,10.0
1.118,497.0,64.5368,1.0
127.5353,139.0,214.021,4.0
48.2131,298.0,170.1558,4.0
138.6984,179.0,655.4647,2.0
53.2658,139.0,56.2228,3.0
9.3005,119.0,155.5635,1.0
51.1297,159.0,124.904,1.0
52.6047,199.0,277.0162,8.0
156.2706,199.0,87.8635,1.0
44.365,80.0,133.0601,4.0
37.6198,159.0,478.0377,9.0
73.1198,258.0,122.2497,4.0
31.3249,219.0,897.9337,3.0
89.8735,298.0,48.2597,3.0
48.013,238.0,491.0438,1.0
187.131,139.0,362.0221,1.0
67.3238,100.0,133.6338,6.0
25.6125,179.0,445.9439,3.0
14.6031,139.0,18.3576,3.0
70.0071,99.0,0.0,4.0
35.6721,159.0,94.3027,6.0
48.0885,239.0,284.0018,8.0
27.9732,119.0,252.7944,2.0
86.8936,239.0,147.7329,8.0
102.0012,159.0,19.6977,6.0
11.4018,199.0,478.9259,2.0
44.5253,338.0,198.2524,5.0
86.5592,99.0,574.0949,8.0
38.6846,139.0,352.5975,10.0
60.0021,139.0,114.6298,2.0
36.3456,139.0,58.0086,4.0
11.9269,278.0,145.1241,1.0
180.8183,159.0,0.0,1.0
84.8248,179.0,138.7083,3.0
31.3249,159.0,112.3788,2.0
103.7413,159.0,40.8167,6.0
89.6354,338.0,613.6,6.0
77.0146,259.0,278.9498,1.0
16.7705,80.0,125.8968,4.0
85.8094,179.0,444.7752,2.0
12.3491,238.0,161.6447,4.0
40.8044,99.0,57.4282,6.0
17.7341,80.0,10.4403,9.0
68.9366,159.0,369.2425,8.0
41.1461,239.0,150.0833,9.0
51.87,179.0,172.7021,1.0
97.2137,199.0,88.2383,2.0
38.0296,239.0,131.6055,1.0
24.026,159.0,130.173,4.0
69.857,179.0,352.1718,9.0
34.0037,179.0,66.0076,2.0
97.5103,119.0,823.4671,2.0
71.1425,99.0,249.3231,4.0
45.5439,199.0,235.0085,10.0
107.0946,80.0,152.0822,8.0
46.0679,159.0,0.0,4.0
76.5016,80.0,209.0598,10.0
50.2842,139.0,61.6847,7.0
30.9919,219.0,117.0684,2.0
58.0345,80.0,126.4792,1.0
26.6317,259.0,73.0068,9.0
71.044,139.0,130.9695,10.0
92.5864,219.0,26.2488,10.0
12.1655,179.0,133.66,3.0
178.956,139.0,145.0552,9.0
41.488,139.0,106.0754,4.0
127.3548,199.0,40.1123,2.0
68.4288,99.0,144.0139,7.0
35.8504,179.0,91.0824,7.0
63.2653,179.0,137.4809,8.0
1.118,199.0,145.6709,4.0
16.5076,219.0,129.9885,10.0
20.7966,338.0,584.0548,3.0
63.0496,239.0,46.8402,8.0
64.1892,139.0,345.9133,6.0
50.2021,179.0,283.3867,4.0
38.5519,139.0,99.2472,2.0
69.0398,139.0,221.5626,8.0
11.4018,339.0,173.4157,8.0
14.3265,99.0,169.7557,8.0
78.9177,139.0,247.2448,5.0
112.8207,219.0,787.3868,4.0
6.7082,379.0,222.036,6.0
72.3136,238.0,213.1385,1.0
135.2793,139.0,107.0187,3.0
24.4387,99.0,75.6637,5.0
11.0114,219.0,183.1338,9.0
46.5672,278.0,94.5145,6.0
63.4232,99.0,271.3116,9.0
96.1769,179.0,154.7676,4.0
38.461,159.0,119.2183,6.0
40.5031,99.0,121.6963,5.0
12.1037,20.0,40.3113,2.0
16.6208,119.0,184.0109,3.0
89.4455,99.0,451.3502,5.0
50.448,239.0,737.8597,10.0
91.2688,139.0,65.7343,2.0
57.3149,239.0,226.9912,2.0
69.1466,20.0,26.9072,5.0
73.7869,139.0,75.1332,3.0
91.0082,119.0,98.0051,4.0
42.8077,259.0,103.0437,5.0
78.7813,279.0,293.7822,4.0
38.5519,99.0,437.4837,4.0
47.9818,199.0,659.5104,7.0
102.8944,80.0,82.662,4.0
73.4983,179.0,244.5608,6.0
54.6123,139.0,69.7782,9.0
73.7309,119.0,331.8569,2.0
69.9893,139.0,124.4026,3.0
52.5095,139.0,33.1361,4.0
58.9513,99.0,425.5185,6.0
83.6212,119.0,512.3905,9.0
71.36,199.0,61.5224,6.0
63.6965,80.0,95.1893,9.0
111.298,419.0,143.9514,2.0
20.8387,219.0,0.0,3.0
72.0069,159.0,77.7946,1.0
26.2774,80.0,228.3725,3.0
44.0284,179.0,157.0,8.0
93.1585,219.0,295.4116,3.0
49.1859,159.0,154.1493,5.0
84.7732,139.0,377.3619,8.0
117.3456,119.0,0.0,4.0
37.353,99.0,119.4194,3.0
29.4151,278.0,319.9156,2.0
51.6575,80.0,525.6434,5.0
46.0353,219.0,200.3397,3.0
76.0148,80.0,213.3963,5.0
20.0998,20.0,96.0052,6.0
116.0269,159.0,506.8846,3.0
49.7041,259.0,63.3246,4.0
45.7056,179.0,44.3847,8.0
2.0616,80.0,157.0032,3.0
53.7448,139.0,408.8826,8.0
93.3769,199.0,288.4614,1.0
85.0706,20.0,105.2616,1.0
47.7127,219.0,198.8165,4.0
2.0616,199.0,0.0,3.0
20.5244,139.0,465.0871,7.0
69.9732,139.0,34.9857,8.0
121.4547,279.0,0.0,3.0
46.7172,99.0,102.2008,10.0
135.271,80.0,113.1371,7.0
27.5045,100.0,109.6586,2.0
80.3757,139.0,100.6578,4.0
92.5122,99.0,168.2409,4.0
63.1506,80.0,341.7865,1.0
50.4876,99.0,98.1835,4.0
60.5392,80.0,46.4004,3.0
50.2021,239.0,86.4696,10.0
192.0527,179.0,117.1068,3.0
54.4518,379.0,79.712,3.0
81.4632,80.0,80.0625,7.0
24.3824,119.0,141.598,1.0
44.1192,199.0,305.9837,5.0
60.1041,199.0,157.1146,10.0
59.4243,219.0,436.715,10.0
85.9069,199.0,424.6752,7.0
55.2268,199.0,789.6088,10.0
174.1845,139.0,963.668,6.0
49.6488,199.0,180.7125,5.0
58.5769,179.0,266.2574,8.0
11.5109,159.0,170.9883,6.0
80.5248,119.0,177.2484,8.0
48.1508,159.0,66.7533,9.0
70.0161,279.0,81.3019,8.0
14.7054,258.0,195.0231,8.0
16.1941,159.0,241.9008,9.0
64.3933,99.0,654.1598,10.0
415.7193,239.0,0.0,4.0
51.1566,139.0,107.4244,4.0
83.5374,139.0,0.0,1.0
40.302,239.0,49.0918,1.0
79.0569,139.0,84.8764,5.0
73.7835,139.0,280.0875,4.0
106.0955,100.0,424.8411,5.0
46.7386,159.0,163.0767,1.0
10.1119,80.0,420.6293,7.0
38.513,179.0,58.4209,7.0
66.7083,219.0,59.4054,6.0
68.1799,219.0,681.502,3.0
61.5833,259.0,343.0,5.0
91.1112,160.0,547.8695,3.0
61.6117,119.0,112.0714,5.0
27.5045,179.0,138.2787,1.0
15.9452,139.0,184.2715,10.0
81.2604,219.0,36.3456,6.0
72.2772,139.0,353.2039,1.0
40.3609,358.0,86.6833,1.0
107.6952,298.0,219.0822,3.0
100.9009,99.0,528.0502,7.0
34.442,119.0,0.0,2.0
89.3784,80.0,327.9466,6.0
68.7314,238.0,120.0042,3.0
46.2871,219.0,75.2396,2.0
23.3452,179.0,145.0552,6.0
34.1797,239.0,176.2044,7.0
45.3018,199.0,76.9025,5.0
36.2836,80.0,144.5856,10.0
121.7631,99.0,23.2594,10.0
60.7454,139.0,50.0,2.0
35.7526,80.0,545.5282,7.0
18.7216,99.0,0.0,4.0
101.0309,179.0,229.2182,5.0
144.1284,279.0,647.309,6.0
45.412,339.0,231.4649,3.0
70.2638,259.0,64.5368,1.0
47.2705,159.0,571.5566,5.0
38.6394,179.0,171.0263,8.0
1262.7076,219.0,191.2616,10.0
78.1937,99.0,146.3728,1.0
75.3741,139.0,82.0549,4.0
65.416,339.0,576.1736,7.0
42.2966,20.0,237.0084,10.0
49.5202,139.0,35.1283,3.0
76.0805,99.0,167.9673,8.0
50.1597,99.0,220.7714,7.0
110.5226,179.0,38.2884,5.0
42.3232,179.0,106.0,8.0
45.6207,80.0,41.4367,5.0
64.0078,278.0,0.0,2.0
20.3039,239.0,144.2221,4.0
35.0143,278.0,76.0592,7.0
64.0956,199.0,120.2664,5.0
51.4782,278.0,70.9366,1.0
76.6322,179.0,148.6371,10.0
55.2381,99.0,462.5862,1.0
34.5615,199.0,99.5038,7.0
75.5017,139.0,98.1835,3.0
66.3042,119.0,82.4924,6.0
112.7885,139.0,152.0526,1.0
45.5,99.0,204.8414,7.0
79.456,179.0,92.1954,7.0
123.1463,80.0,67.7422,10.0
69.7585,99.0,350.297,5.0
61.4858,139.0,90.2441,6.0
67.1193,199.0,123.2599,6.0
25.224,99.0,100.8415,7.0
44.9472,139.0,102.4744,9.0
32.9621,219.0,24.0208,6.0
83.8824,99.0,329.9712,7.0
46.8855,139.0,125.2557,10.0
73.2427,99.0,331.658,8.0
107.4477,99.0,116.0689,10.0
19.3197,119.0,160.4494,1.0
127.6411,99.0,392.1849,6.0
86.539,179.0,135.9485,2.0
71.5629,100.0,137.5245,7.0
32.6382,139.0,77.9359,4.0
59.6091,279.0,488.337,6.0
25.8312,119.0,376.1981,8.0
41.7612,199.0,87.3613,1.0
69.9232,80.0,579.6447,7.0
50.0899,99.0,72.7805,10.0
41.003,238.0,87.367,5.0
56.7208,99.0,105.4182,8.0
180.025,80.0,46.6905,4.0
119.3241,99.0,166.8113,5.0
65.5172,179.0,207.9639,2.0
97.1867,179.0,97.0,2.0
98.8243,159.0,328.8419,8.0
66.5451,119.0,157.0127,2.0
42.7463,239.0,89.627,5.0
68.7841,199.0,161.4466,3.0
16.3478,80.0,248.1633,2.0
59.5504,119.0,122.2007,1.0
96.2094,139.0,185.5505,6.0
45.7957,139.0,155.541,5.0
38.3275,119.0,187.131,4.0
84.429,80.0,45.2769,3.0
41.7642,378.0,45.793,3.0
54.0833,219.0,138.1014,8.0
50.8035,298.0,30.2324,1.0
87.0359,80.0,156.7323,1.0
17.2047,100.0,278.5193,7.0
47.6471,99.0,101.6071,3.0
56.0357,139.0,284.3449,3.0
56.9956,139.0,180.8674,7.0
8.7321,378.0,165.003,3.0
65.2323,179.0,388.3607,7.0
110.7362,99.0,293.0017,7.0
40.6356,238.0,69.8713,2.0
42.8019,139.0,76.243,6.0
26.6552,179.0,611.2553,8.0
12.51,219.0,157.0,10.0
34.0037,99.0,241.6982,6.0
39.08,199.0,93.3006,1.0
102.3536,159.0,579.9078,1.0
82.5015,99.0,752.0166,8.0
33.0492,298.0,255.0,4.0
37.0473,179.0,42.107,3.0
128.7643,99.0,492.2936,5.0
90.1027,80.0,101.9804,2.0
49.135,139.0,305.7221,4.0
59.8874,219.0,10.2956,7.0
41.6473,199.0,151.1192,5.0
27.7354,279.0,124.7397,2.0
51.6236,179.0,142.5553,6.0
47.8017,258.0,142.2252,4.0
27.0416,99.0,356.0126,5.0
67.8122,179.0,370.6481,3.0
54.0208,258.0,77.1622,7.0
82.4924,139.0,0.0,4.0
50.1423,139.0,406.0788,9.0
47.4236,219.0,870.0925,10.0
32.9317,80.0,201.0398,9.0
97.4064,120.0,140.3567,3.0
87.4371,179.0,129.5569,7.0
62.5979,80.0,372.3882,4.0
24.3824,139.0,198.0101,3.0
57.4674,139.0,120.0666,9.0
74.9833,239.0,37.4833,2.0
41.1461,119.0,381.0118,9.0
49.1554,119.0,120.1041,1.0
17.5,139.0,184.6104,9.0
80.5388,298.0,39.0512,9.0
35.0143,219.0,605.3098,8.0
81.3173,139.0,36.4005,3.0
63.502,298.0,147.187,10.0
85.5249,80.0,112.058,9.0
84.5015,219.0,195.1666,1.0
52.0865,179.0,21.3776,2.0
35.107,159.0,65.2993,5.0
65.0308,417.0,90.05,4.0
50.4505,219.0,389.3084,7.0
92.2198,80.0,18.9737,7.0
64.7785,219.0,26.9258,2.0
45.3542,100.0,246.5198,2.0
79.3426,139.0,10.2956,4.0
45.2355,239.0,133.8208,7.0
93.4933,258.0,656.6643,3.0
89.6172,379.0,370.1094,8.0
48.2597,99.0,241.9793,3.0
50.6285,119.0,260.0,3.0
84.0372,239.0,83.5464,2.0
34.9285,419.0,300.4031,2.0
18.6078,139.0,148.1654,7.0
59.6091,258.0,114.0395,3.0
43.5488,139.0,59.6657,8.0
72.5155,199.0,44.2832,10.0
72.9932,159.0,38.4708,5.0
78.0,199.0,218.8173,2.0
46.9521,538.0,167.0359,1.0
59.4811,139.0,143.0245,1.0
67.4166,139.0,120.6192,1.0
65.025,358.0,68.5055,9.0
88.1419,119.0,169.4609,1.0
38.6588,99.0,66.4078,5.0
75.1864,119.0,104.1201,6.0
46.9814,318.0,119.0504,7.0
48.1923,139.0,29.1548,5.0
40.8167,80.0,139.1761,10.0
50.2195,99.0,104.9952,3.0
190.5531,179.0,350.8917,1.0
84.9264,179.0,35.7351,1.0
43.3417,139.0,119.708,3.0
92.0122,339.0,63.0714,8.0
109.0562,239.0,314.0398,8.0
17.2409,139.0,471.3322,5.0
93.2872,179.0,78.8733,1.0
38.1477,278.0,18.7883,3.0
44.1814,139.0,279.2132,9.0
33.6341,99.0,253.3338,1.0
57.2451,99.0,0.0,10.0
69.0453,179.0,24.7386,10.0
37.9638,139.0,143.2236,4.0
81.6854,159.0,53.7587,10.0
69.4262,199.0,402.0473,9.0
44.4325,99.0,100.2098,10.0
81.1542,139.0,107.0187,5.0
91.5492,179.0,266.0075,2.0
30.6023,80.0,324.4503,7.0
32.9014,179.0,250.032,4.0
23.9635,199.0,341.2038,6.0
66.7701,199.0,385.9961,6.0
17.4642,139.0,240.0333,7.0
52.5024,279.0,48.0104,3.0
32.7758,80.0,127.1928,7.0
116.9284,139.0,693.4119,1.0
40.2492,179.0,167.2423,2.0
90.8089,99.0,387.5693,8.0
86.0145,139.0,616.6628,7.0
33.5596,119.0,164.5144,1.0
35.0321,119.0,104.69,2.0
88.6143,139.0,62.514,10.0
46.9574,99.0,94.0691,1.0
36.5274,259.0,493.0162,1.0
105.0964,80.0,622.0651,5.0
112.3054,140.0,75.5844,5.0
57.6585,139.0,220.8189,8.0
63.6946,199.0,136.4185,4.0
128.0156,159.0,214.7859,7.0
74.5268,100.0,99.7647,2.0
31.1849,99.0,80.0562,9.0
65.0308,119.0,263.7347,7.0
139.5081,159.0,615.6947,8.0
15.5724,99.0,200.2598,6.0
111.6356,80.0,184.1738,3.0
63.502,199.0,160.3278,7.0
8.0777,139.0,278.3038,1.0
88.5508,239.0,310.4835,7.0
118.5116,99.0,187.0428,4.0
96.5635,159.0,83.5225,3.0
98.2815,199.0,214.0374,3.0
28.7141,219.0,161.1986,4.0
34.0037,139.0,61.8466,4.0
30.104,139.0,166.012,2.0
15.7003,239.0,114.9826,4.0
