class,residence_since,num_dependents,employment,Key_0_0
good,1.0,1.0,1<=X<4,954
good,4.0,1.0,>=7,523
bad,4.0,1.0,>=7,591
bad,2.0,1.0,1<=X<4,160
good,4.0,1.0,<1,264
good,4.0,2.0,>=7,827
good,2.0,1.0,<1,643
good,1.0,1.0,1<=X<4,683
bad,4.0,1.0,1<=X<4,7
good,4.0,1.0,1<=X<4,952
good,2.0,1.0,1<=X<4,75
good,2.0,1.0,>=7,340
good,4.0,2.0,>=7,190
good,1.0,1.0,4<=X<7,288
bad,4.0,1.0,>=7,133
good,4.0,1.0,>=7,55
bad,3.0,1.0,<1,386
good,4.0,1.0,4<=X<7,564
good,2.0,2.0,1<=X<4,608
good,1.0,1.0,<1,782
bad,1.0,1.0,<1,715
good,3.0,1.0,>=7,266
good,4.0,1.0,1<=X<4,486
good,4.0,1.0,>=7,665
good,4.0,1.0,>=7,423
good,2.0,1.0,1<=X<4,284
good,1.0,1.0,<1,468
bad,4.0,2.0,1<=X<4,398
good,3.0,2.0,4<=X<7,943
bad,3.0,1.0,4<=X<7,996
good,4.0,1.0,>=7,660
good,3.0,1.0,>=7,122
bad,3.0,2.0,>=7,420
good,4.0,1.0,>=7,166
good,4.0,1.0,>=7,848
bad,4.0,1.0,<1,42
good,2.0,1.0,4<=X<7,586
good,4.0,1.0,1<=X<4,795
good,4.0,1.0,>=7,148
good,4.0,2.0,4<=X<7,590
good,4.0,1.0,>=7,177
good,4.0,1.0,4<=X<7,717
good,2.0,1.0,1<=X<4,692
good,3.0,1.0,4<=X<7,382
good,4.0,1.0,<1,849
bad,3.0,2.0,1<=X<4,894
bad,4.0,2.0,>=7,278
good,2.0,1.0,4<=X<7,912
good,2.0,1.0,<1,553
good,2.0,1.0,>=7,752
good,2.0,2.0,>=7,570
good,4.0,1.0,<1,452
good,3.0,1.0,4<=X<7,990
bad,2.0,1.0,1<=X<4,955
good,1.0,1.0,>=7,385
good,1.0,1.0,>=7,440
bad,3.0,1.0,4<=X<7,216
good,3.0,1.0,<1,71
bad,4.0,1.0,1<=X<4,794
good,3.0,1.0,4<=X<7,335
bad,2.0,1.0,1<=X<4,588
good,2.0,1.0,>=7,671
good,2.0,1.0,1<=X<4,697
good,4.0,1.0,>=7,574
bad,3.0,1.0,<1,511
good,2.0,1.0,1<=X<4,78
good,2.0,1.0,1<=X<4,551
bad,2.0,1.0,1<=X<4,819
good,2.0,1.0,unemployed,192
bad,2.0,1.0,1<=X<4,162
good,2.0,1.0,4<=X<7,234
bad,3.0,1.0,1<=X<4,299
good,3.0,1.0,<1,312
good,4.0,1.0,1<=X<4,54
good,4.0,1.0,4<=X<7,968
good,2.0,1.0,>=7,470
good,2.0,1.0,1<=X<4,272
bad,3.0,1.0,1<=X<4,742
good,2.0,1.0,4<=X<7,241
good,2.0,1.0,1<=X<4,238
good,2.0,1.0,<1,857
good,1.0,1.0,<1,512
good,2.0,1.0,1<=X<4,391
bad,2.0,1.0,1<=X<4,191
good,4.0,1.0,<1,449
good,2.0,1.0,4<=X<7,415
good,4.0,1.0,>=7,460
good,3.0,1.0,4<=X<7,38
good,2.0,1.0,1<=X<4,578
good,4.0,1.0,>=7,672
good,4.0,2.0,>=7,873
good,4.0,1.0,1<=X<4,869
good,1.0,1.0,1<=X<4,83
good,4.0,1.0,>=7,842
good,4.0,1.0,4<=X<7,645
bad,4.0,1.0,1<=X<4,605
good,4.0,2.0,>=7,34
good,1.0,1.0,>=7,890
good,3.0,1.0,4<=X<7,714
good,2.0,2.0,1<=X<4,106
good,4.0,2.0,>=7,592
good,1.0,1.0,<1,254
good,3.0,1.0,4<=X<7,430
good,4.0,1.0,unemployed,973
good,4.0,1.0,>=7,970
good,2.0,1.0,1<=X<4,964
bad,2.0,1.0,unemployed,769
good,1.0,1.0,<1,476
good,4.0,1.0,4<=X<7,188
bad,4.0,1.0,>=7,542
bad,3.0,2.0,>=7,972
good,1.0,1.0,1<=X<4,580
bad,2.0,1.0,unemployed,690
good,2.0,1.0,1<=X<4,728
bad,1.0,1.0,<1,654
bad,1.0,1.0,unemployed,977
good,1.0,1.0,1<=X<4,368
good,4.0,1.0,>=7,30
good,2.0,2.0,4<=X<7,575
good,4.0,1.0,>=7,213
bad,1.0,1.0,<1,424
bad,2.0,1.0,1<=X<4,400
bad,2.0,2.0,1<=X<4,426
good,4.0,1.0,1<=X<4,3
bad,4.0,2.0,>=7,479
good,2.0,1.0,1<=X<4,585
bad,4.0,2.0,>=7,507
good,3.0,1.0,unemployed,104
bad,1.0,1.0,4<=X<7,181
good,4.0,1.0,1<=X<4,567
bad,3.0,1.0,1<=X<4,0
bad,4.0,2.0,4<=X<7,334
bad,2.0,2.0,1<=X<4,117
good,2.0,1.0,4<=X<7,409
bad,4.0,1.0,1<=X<4,840
bad,3.0,1.0,>=7,70
good,1.0,1.0,1<=X<4,777
bad,4.0,1.0,<1,876
good,4.0,1.0,>=7,237
bad,3.0,1.0,>=7,258
good,2.0,1.0,>=7,374
good,3.0,1.0,1<=X<4,693
good,4.0,1.0,4<=X<7,201
bad,4.0,1.0,4<=X<7,136
good,1.0,2.0,>=7,198
good,4.0,2.0,>=7,491
good,4.0,1.0,>=7,572
good,3.0,1.0,4<=X<7,982
good,2.0,1.0,1<=X<4,772
good,2.0,1.0,4<=X<7,482
good,2.0,2.0,1<=X<4,616
good,4.0,1.0,>=7,331
bad,4.0,1.0,unemployed,346
bad,4.0,1.0,>=7,236
good,2.0,1.0,>=7,535
good,3.0,1.0,4<=X<7,751
good,1.0,1.0,4<=X<7,936
good,2.0,1.0,1<=X<4,342
good,2.0,1.0,1<=X<4,295
good,4.0,1.0,1<=X<4,471
good,1.0,1.0,<1,37
good,4.0,1.0,1<=X<4,686
good,2.0,1.0,1<=X<4,297
good,4.0,2.0,1<=X<4,833
good,2.0,1.0,1<=X<4,540
good,2.0,1.0,1<=X<4,647
bad,2.0,1.0,4<=X<7,120
bad,4.0,1.0,>=7,444
bad,2.0,1.0,4<=X<7,620
good,1.0,1.0,<1,504
bad,2.0,1.0,1<=X<4,684
good,4.0,1.0,>=7,922
good,1.0,1.0,4<=X<7,293
good,2.0,1.0,1<=X<4,924
good,1.0,2.0,4<=X<7,93
bad,2.0,2.0,unemployed,927
bad,2.0,1.0,unemployed,984
bad,2.0,1.0,>=7,957
good,2.0,1.0,1<=X<4,741
good,3.0,2.0,>=7,436
bad,2.0,1.0,>=7,182
good,2.0,2.0,4<=X<7,184
bad,4.0,2.0,>=7,688
good,2.0,1.0,1<=X<4,381
good,3.0,2.0,1<=X<4,210
good,1.0,1.0,4<=X<7,323
good,4.0,1.0,>=7,88
good,1.0,1.0,1<=X<4,328
good,2.0,1.0,1<=X<4,709
bad,4.0,1.0,unemployed,631
good,4.0,1.0,4<=X<7,815
good,2.0,1.0,1<=X<4,611
bad,2.0,1.0,1<=X<4,646
good,3.0,1.0,1<=X<4,979
good,1.0,1.0,4<=X<7,369
good,1.0,1.0,1<=X<4,877
good,2.0,1.0,1<=X<4,370
bad,1.0,1.0,1<=X<4,639
good,4.0,1.0,<1,344
good,4.0,1.0,unemployed,775
good,2.0,1.0,1<=X<4,920
good,4.0,1.0,>=7,704
good,4.0,1.0,>=7,706
good,4.0,1.0,>=7,159
good,4.0,2.0,>=7,492
bad,3.0,2.0,>=7,405
good,4.0,1.0,>=7,596
good,3.0,1.0,<1,387
bad,4.0,1.0,>=7,891
good,2.0,1.0,>=7,401
good,3.0,1.0,4<=X<7,928
good,4.0,1.0,4<=X<7,108
good,4.0,1.0,unemployed,65
bad,4.0,1.0,4<=X<7,308
bad,1.0,1.0,<1,316
good,2.0,2.0,1<=X<4,593
good,2.0,1.0,1<=X<4,229
good,4.0,1.0,>=7,144
bad,4.0,1.0,<1,533
good,4.0,1.0,1<=X<4,550
good,4.0,1.0,>=7,439
good,2.0,1.0,1<=X<4,726
good,4.0,1.0,4<=X<7,427
good,4.0,1.0,>=7,940
good,2.0,1.0,<1,727
good,1.0,1.0,<1,637
good,3.0,2.0,4<=X<7,798
good,4.0,1.0,unemployed,552
good,4.0,1.0,1<=X<4,375
bad,4.0,1.0,<1,350
good,2.0,1.0,1<=X<4,931
bad,4.0,1.0,<1,506
good,4.0,2.0,>=7,910
good,4.0,1.0,>=7,675
good,2.0,2.0,>=7,623
bad,2.0,1.0,<1,942
good,4.0,1.0,<1,638
good,2.0,1.0,>=7,244
good,4.0,1.0,1<=X<4,461
good,2.0,1.0,4<=X<7,918
good,4.0,1.0,unemployed,621
bad,1.0,1.0,1<=X<4,132
bad,2.0,2.0,4<=X<7,754
good,3.0,1.0,4<=X<7,445
bad,2.0,1.0,1<=X<4,563
good,2.0,1.0,1<=X<4,642
good,4.0,1.0,4<=X<7,351
bad,3.0,1.0,<1,700
bad,4.0,1.0,1<=X<4,60
good,4.0,1.0,1<=X<4,270
good,4.0,1.0,unemployed,320
good,1.0,1.0,1<=X<4,669
good,4.0,1.0,<1,217
bad,3.0,1.0,4<=X<7,367
good,2.0,2.0,<1,343
bad,4.0,1.0,>=7,761
good,3.0,2.0,1<=X<4,565
good,4.0,1.0,1<=X<4,823
good,2.0,1.0,1<=X<4,766
good,4.0,1.0,>=7,283
bad,2.0,1.0,unemployed,797
bad,3.0,1.0,<1,624
good,1.0,1.0,4<=X<7,459
good,2.0,1.0,1<=X<4,384
good,3.0,1.0,1<=X<4,755
good,4.0,1.0,4<=X<7,142
good,4.0,1.0,>=7,810
good,3.0,2.0,4<=X<7,983
good,2.0,1.0,>=7,863
good,4.0,2.0,>=7,490
good,4.0,1.0,unemployed,412
bad,2.0,1.0,1<=X<4,767
bad,2.0,1.0,<1,183
bad,4.0,1.0,1<=X<4,235
bad,4.0,2.0,>=7,77
bad,4.0,1.0,1<=X<4,999
good,4.0,1.0,<1,740
bad,2.0,1.0,1<=X<4,571
good,4.0,1.0,1<=X<4,48
good,2.0,1.0,1<=X<4,453
good,4.0,1.0,<1,289
good,4.0,1.0,4<=X<7,167
good,3.0,1.0,<1,497
good,1.0,1.0,>=7,634
good,1.0,2.0,<1,758
good,2.0,1.0,1<=X<4,656
good,4.0,1.0,<1,921
good,4.0,1.0,unemployed,16
good,2.0,1.0,1<=X<4,493
bad,3.0,2.0,>=7,618
good,4.0,1.0,<1,97
bad,2.0,1.0,1<=X<4,807
good,4.0,1.0,unemployed,735
bad,2.0,1.0,1<=X<4,134
good,4.0,1.0,>=7,573
bad,2.0,1.0,<1,41
good,4.0,1.0,>=7,515
bad,2.0,1.0,1<=X<4,625
good,2.0,1.0,1<=X<4,395
bad,4.0,1.0,4<=X<7,341
good,4.0,1.0,1<=X<4,435
good,3.0,1.0,>=7,627
good,2.0,1.0,1<=X<4,903
good,2.0,1.0,1<=X<4,383
bad,1.0,1.0,unemployed,82
good,4.0,1.0,4<=X<7,310
good,1.0,1.0,4<=X<7,556
good,4.0,1.0,<1,158
bad,2.0,2.0,>=7,250
good,4.0,1.0,4<=X<7,989
good,4.0,1.0,1<=X<4,812
good,4.0,1.0,>=7,974
good,3.0,1.0,<1,90
good,4.0,1.0,>=7,739
bad,4.0,1.0,>=7,23
bad,4.0,1.0,4<=X<7,532
good,3.0,1.0,unemployed,524
good,4.0,1.0,>=7,862
bad,2.0,1.0,>=7,96
good,4.0,1.0,1<=X<4,626
good,4.0,1.0,4<=X<7,722
bad,4.0,1.0,unemployed,45
good,4.0,1.0,4<=X<7,872
good,1.0,1.0,<1,116
good,2.0,1.0,1<=X<4,421
good,1.0,1.0,1<=X<4,917
good,2.0,1.0,<1,130
good,4.0,1.0,unemployed,376
good,4.0,1.0,1<=X<4,115
good,2.0,1.0,4<=X<7,547
good,2.0,1.0,1<=X<4,993
good,4.0,1.0,<1,790
good,4.0,2.0,4<=X<7,126
good,4.0,1.0,4<=X<7,474
good,3.0,1.0,unemployed,870
good,3.0,1.0,4<=X<7,852
good,4.0,1.0,unemployed,498
good,2.0,1.0,1<=X<4,9
bad,1.0,1.0,>=7,143
good,1.0,1.0,1<=X<4,294
good,4.0,1.0,<1,759
good,4.0,1.0,1<=X<4,526
bad,2.0,1.0,<1,232
good,2.0,1.0,1<=X<4,481
good,4.0,2.0,>=7,66
bad,1.0,1.0,<1,866
good,4.0,2.0,4<=X<7,64
good,2.0,1.0,<1,74
good,2.0,1.0,>=7,432
bad,2.0,1.0,4<=X<7,753
good,4.0,1.0,>=7,904
good,2.0,1.0,4<=X<7,813
bad,2.0,1.0,unemployed,394
good,2.0,2.0,1<=X<4,302
bad,2.0,1.0,1<=X<4,664
good,2.0,2.0,>=7,362
bad,1.0,2.0,<1,67
good,2.0,1.0,1<=X<4,478
good,2.0,1.0,4<=X<7,222
bad,2.0,1.0,1<=X<4,408
good,3.0,1.0,4<=X<7,185
good,2.0,1.0,1<=X<4,879
good,3.0,2.0,4<=X<7,527
good,3.0,1.0,4<=X<7,21
bad,2.0,1.0,>=7,86
good,3.0,1.0,1<=X<4,680
good,2.0,1.0,>=7,152
good,3.0,1.0,1<=X<4,477
good,4.0,1.0,>=7,137
bad,4.0,2.0,unemployed,487
good,4.0,1.0,4<=X<7,416
bad,3.0,1.0,1<=X<4,62
good,4.0,1.0,unemployed,543
good,2.0,1.0,1<=X<4,663
good,2.0,1.0,1<=X<4,800
bad,1.0,1.0,1<=X<4,172
good,4.0,1.0,4<=X<7,662
good,4.0,1.0,>=7,566
good,4.0,1.0,unemployed,808
bad,1.0,1.0,<1,356
good,4.0,1.0,>=7,814
good,3.0,1.0,1<=X<4,101
good,3.0,1.0,1<=X<4,909
bad,4.0,2.0,>=7,301
bad,3.0,1.0,1<=X<4,193
good,4.0,1.0,>=7,682
bad,4.0,1.0,<1,584
good,2.0,1.0,1<=X<4,442
good,4.0,1.0,>=7,988
bad,3.0,1.0,1<=X<4,469
good,2.0,1.0,1<=X<4,434
good,1.0,1.0,1<=X<4,399
good,4.0,1.0,>=7,220
good,4.0,1.0,>=7,763
bad,3.0,1.0,4<=X<7,871
good,1.0,1.0,<1,28
good,2.0,2.0,1<=X<4,950
bad,4.0,1.0,>=7,218
good,1.0,1.0,<1,746
good,2.0,1.0,<1,539
good,2.0,2.0,1<=X<4,306
good,3.0,1.0,<1,613
good,1.0,1.0,<1,413
good,4.0,1.0,>=7,239
good,1.0,1.0,4<=X<7,791
good,4.0,2.0,1<=X<4,36
bad,2.0,1.0,<1,483
good,3.0,2.0,>=7,19
good,2.0,1.0,1<=X<4,765
good,3.0,1.0,4<=X<7,212
bad,2.0,1.0,<1,128
bad,4.0,1.0,<1,778
bad,3.0,1.0,1<=X<4,298
good,4.0,2.0,unemployed,711
bad,2.0,1.0,1<=X<4,901
bad,4.0,1.0,<1,43
good,4.0,1.0,1<=X<4,760
good,2.0,1.0,4<=X<7,473
good,4.0,1.0,4<=X<7,757
good,4.0,2.0,>=7,843
good,1.0,1.0,1<=X<4,786
good,1.0,1.0,<1,858
good,4.0,1.0,>=7,801
good,2.0,1.0,4<=X<7,44
good,4.0,1.0,1<=X<4,816
bad,4.0,1.0,unemployed,880
good,4.0,1.0,1<=X<4,230
good,4.0,1.0,>=7,225
good,2.0,1.0,1<=X<4,300
good,3.0,1.0,1<=X<4,773
good,2.0,1.0,>=7,389
bad,4.0,1.0,>=7,129
good,1.0,1.0,1<=X<4,285
good,4.0,1.0,>=7,495
good,2.0,2.0,1<=X<4,956
bad,4.0,1.0,1<=X<4,40
bad,1.0,1.0,<1,845
good,3.0,1.0,4<=X<7,768
good,2.0,1.0,>=7,494
good,4.0,2.0,>=7,617
bad,1.0,1.0,<1,691
good,4.0,2.0,>=7,796
good,4.0,1.0,>=7,347
bad,4.0,2.0,<1,103
bad,4.0,1.0,<1,653
bad,4.0,1.0,1<=X<4,898
good,2.0,1.0,1<=X<4,287
bad,2.0,2.0,unemployed,854
good,2.0,1.0,1<=X<4,345
good,2.0,1.0,>=7,933
bad,2.0,1.0,4<=X<7,228
good,2.0,1.0,1<=X<4,666
good,4.0,1.0,4<=X<7,339
good,4.0,1.0,1<=X<4,378
good,1.0,1.0,<1,502
good,3.0,1.0,4<=X<7,992
good,4.0,2.0,<1,447
bad,4.0,1.0,<1,267
good,2.0,1.0,>=7,785
good,4.0,1.0,>=7,396
good,4.0,1.0,>=7,85
bad,2.0,1.0,1<=X<4,793
bad,4.0,2.0,1<=X<4,986
good,4.0,1.0,4<=X<7,253
good,4.0,2.0,1<=X<4,296
good,3.0,1.0,<1,997
good,3.0,1.0,1<=X<4,959
good,1.0,2.0,4<=X<7,788
bad,4.0,1.0,1<=X<4,89
good,4.0,2.0,<1,764
good,1.0,2.0,4<=X<7,186
bad,4.0,1.0,1<=X<4,522
good,4.0,1.0,1<=X<4,516
good,3.0,1.0,4<=X<7,636
good,2.0,1.0,<1,867
bad,1.0,1.0,<1,363
good,3.0,1.0,unemployed,403
good,4.0,1.0,>=7,821
bad,4.0,1.0,>=7,649
good,1.0,1.0,<1,738
bad,1.0,1.0,<1,161
good,4.0,1.0,>=7,425
bad,4.0,1.0,>=7,221
bad,1.0,2.0,1<=X<4,581
good,4.0,1.0,>=7,548
bad,2.0,2.0,unemployed,576
good,4.0,1.0,1<=X<4,6
good,1.0,2.0,4<=X<7,32
bad,4.0,1.0,1<=X<4,694
good,1.0,1.0,4<=X<7,269
good,4.0,1.0,4<=X<7,710
good,4.0,2.0,>=7,730
bad,1.0,1.0,4<=X<7,655
good,1.0,1.0,<1,787
good,4.0,1.0,4<=X<7,774
bad,1.0,1.0,<1,541
bad,3.0,1.0,<1,377
bad,4.0,1.0,1<=X<4,633
bad,4.0,1.0,4<=X<7,837
bad,2.0,1.0,<1,598
good,4.0,2.0,>=7,529
bad,4.0,1.0,4<=X<7,274
good,1.0,1.0,<1,139
bad,4.0,1.0,1<=X<4,455
good,2.0,1.0,1<=X<4,441
good,2.0,1.0,4<=X<7,745
bad,3.0,1.0,4<=X<7,905
good,2.0,1.0,>=7,930
good,1.0,2.0,4<=X<7,568
bad,2.0,1.0,1<=X<4,828
bad,4.0,1.0,<1,887
good,2.0,1.0,4<=X<7,780
good,4.0,1.0,unemployed,14
good,4.0,1.0,1<=X<4,975
good,4.0,1.0,>=7,72
good,3.0,1.0,4<=X<7,657
good,1.0,1.0,4<=X<7,333
good,2.0,1.0,1<=X<4,102
bad,4.0,1.0,<1,245
good,3.0,1.0,<1,484
bad,3.0,1.0,>=7,247
good,3.0,2.0,<1,92
good,2.0,1.0,1<=X<4,109
bad,1.0,1.0,<1,156
good,4.0,1.0,>=7,733
bad,4.0,1.0,1<=X<4,472
good,2.0,2.0,1<=X<4,2
good,1.0,1.0,1<=X<4,58
bad,3.0,1.0,1<=X<4,428
bad,3.0,1.0,>=7,718
good,3.0,1.0,4<=X<7,56
good,4.0,1.0,1<=X<4,199
good,4.0,1.0,>=7,619
bad,4.0,1.0,1<=X<4,806
bad,3.0,1.0,>=7,743
bad,1.0,1.0,<1,628
bad,4.0,1.0,4<=X<7,908
bad,4.0,1.0,1<=X<4,145
bad,2.0,1.0,4<=X<7,318
good,2.0,1.0,1<=X<4,519
good,1.0,1.0,<1,892
bad,1.0,1.0,1<=X<4,354
bad,4.0,1.0,4<=X<7,464
bad,2.0,1.0,1<=X<4,233
good,2.0,1.0,<1,69
good,4.0,1.0,1<=X<4,404
good,2.0,1.0,1<=X<4,559
bad,4.0,1.0,1<=X<4,53
good,1.0,1.0,<1,830
good,4.0,2.0,>=7,224
bad,3.0,1.0,unemployed,776
bad,4.0,2.0,>=7,321
good,2.0,1.0,<1,456
good,4.0,1.0,1<=X<4,168
bad,1.0,1.0,4<=X<7,725
good,2.0,1.0,1<=X<4,525
good,2.0,1.0,1<=X<4,895
good,3.0,2.0,1<=X<4,124
bad,4.0,1.0,1<=X<4,223
good,2.0,1.0,1<=X<4,953
good,3.0,1.0,4<=X<7,841
bad,2.0,1.0,1<=X<4,317
bad,2.0,1.0,1<=X<4,831
good,1.0,1.0,<1,703
bad,4.0,1.0,1<=X<4,911
good,2.0,1.0,>=7,454
good,2.0,1.0,1<=X<4,582
bad,3.0,1.0,4<=X<7,537
good,4.0,1.0,1<=X<4,338
good,4.0,1.0,>=7,835
good,4.0,1.0,1<=X<4,180
bad,3.0,1.0,1<=X<4,762
good,1.0,1.0,<1,549
bad,2.0,1.0,<1,508
bad,4.0,1.0,<1,437
good,4.0,2.0,>=7,189
good,1.0,1.0,4<=X<7,11
good,4.0,1.0,4<=X<7,463
good,3.0,2.0,<1,157
bad,2.0,2.0,4<=X<7,393
bad,1.0,1.0,unemployed,457
good,4.0,1.0,>=7,853
bad,2.0,1.0,1<=X<4,615
good,2.0,1.0,4<=X<7,305
good,1.0,1.0,4<=X<7,251
bad,4.0,1.0,<1,165
good,2.0,1.0,1<=X<4,888
bad,2.0,1.0,1<=X<4,414
bad,3.0,2.0,4<=X<7,466
bad,4.0,2.0,1<=X<4,865
good,1.0,1.0,4<=X<7,361
bad,2.0,1.0,1<=X<4,981
bad,1.0,1.0,>=7,240
bad,4.0,1.0,>=7,561
good,3.0,1.0,4<=X<7,980
good,4.0,1.0,unemployed,458
bad,4.0,2.0,>=7,789
good,3.0,1.0,4<=X<7,214
good,1.0,1.0,1<=X<4,68
good,1.0,1.0,>=7,475
good,4.0,1.0,1<=X<4,731
bad,2.0,1.0,1<=X<4,276
good,2.0,1.0,>=7,724
good,1.0,1.0,unemployed,501
good,4.0,1.0,1<=X<4,271
good,2.0,1.0,unemployed,392
good,2.0,2.0,1<=X<4,779
good,1.0,1.0,1<=X<4,61
bad,4.0,1.0,>=7,196
good,4.0,1.0,>=7,118
good,3.0,1.0,1<=X<4,252
good,2.0,1.0,4<=X<7,687
good,4.0,1.0,>=7,39
good,2.0,1.0,1<=X<4,352
bad,2.0,2.0,<1,263
good,4.0,1.0,4<=X<7,678
good,4.0,1.0,>=7,146
bad,2.0,1.0,1<=X<4,467
good,4.0,1.0,>=7,640
good,1.0,1.0,<1,839
good,2.0,1.0,<1,327
good,4.0,1.0,1<=X<4,875
good,3.0,1.0,1<=X<4,635
good,3.0,1.0,<1,632
good,3.0,2.0,4<=X<7,587
good,4.0,2.0,1<=X<4,417
good,2.0,1.0,4<=X<7,881
good,3.0,1.0,>=7,948
good,4.0,1.0,>=7,851
good,3.0,2.0,1<=X<4,443
good,3.0,1.0,1<=X<4,87
good,2.0,1.0,1<=X<4,606
good,1.0,1.0,<1,462
good,3.0,2.0,<1,804
good,2.0,1.0,4<=X<7,685
good,4.0,1.0,1<=X<4,509
good,3.0,1.0,4<=X<7,961
good,2.0,1.0,unemployed,560
good,2.0,1.0,1<=X<4,291
good,4.0,1.0,>=7,677
bad,4.0,1.0,1<=X<4,696
bad,4.0,1.0,>=7,826
good,2.0,1.0,>=7,987
good,2.0,1.0,>=7,976
good,1.0,2.0,<1,260
good,4.0,1.0,>=7,622
bad,2.0,1.0,4<=X<7,604
bad,3.0,1.0,<1,50
good,4.0,1.0,>=7,900
good,2.0,2.0,1<=X<4,832
good,3.0,1.0,>=7,874
bad,4.0,1.0,>=7,609
good,4.0,1.0,>=7,641
good,4.0,1.0,1<=X<4,114
bad,2.0,1.0,4<=X<7,219
good,4.0,1.0,>=7,49
good,2.0,2.0,>=7,856
good,2.0,1.0,1<=X<4,676
good,2.0,1.0,1<=X<4,12
good,4.0,1.0,>=7,326
bad,2.0,1.0,<1,372
bad,2.0,2.0,<1,388
bad,2.0,1.0,1<=X<4,207
good,3.0,1.0,1<=X<4,744
bad,3.0,1.0,1<=X<4,919
good,2.0,1.0,1<=X<4,838
good,2.0,1.0,1<=X<4,94
bad,4.0,1.0,1<=X<4,195
bad,3.0,1.0,>=7,864
good,4.0,1.0,1<=X<4,138
good,2.0,1.0,<1,110
bad,4.0,2.0,1<=X<4,750
good,2.0,1.0,4<=X<7,966
good,4.0,1.0,1<=X<4,781
good,1.0,2.0,4<=X<7,771
good,2.0,1.0,<1,530
bad,4.0,1.0,1<=X<4,35
good,4.0,2.0,1<=X<4,998
good,3.0,2.0,4<=X<7,629
bad,4.0,1.0,1<=X<4,17
good,3.0,1.0,4<=X<7,661
good,4.0,1.0,1<=X<4,945
good,3.0,1.0,>=7,514
good,4.0,1.0,1<=X<4,257
good,4.0,1.0,4<=X<7,480
good,1.0,1.0,<1,315
good,4.0,1.0,unemployed,614
bad,1.0,1.0,<1,226
good,3.0,1.0,1<=X<4,52
good,2.0,1.0,4<=X<7,886
good,1.0,1.0,>=7,612
bad,2.0,1.0,<1,712
good,4.0,1.0,4<=X<7,884
good,2.0,1.0,4<=X<7,732
bad,4.0,2.0,>=7,707
bad,4.0,1.0,4<=X<7,379
good,1.0,2.0,1<=X<4,713
bad,4.0,1.0,1<=X<4,451
good,2.0,1.0,1<=X<4,314
bad,3.0,1.0,>=7,135
good,4.0,1.0,>=7,729
bad,4.0,1.0,1<=X<4,202
good,3.0,1.0,1<=X<4,397
bad,4.0,1.0,>=7,674
good,3.0,1.0,4<=X<7,991
good,3.0,1.0,>=7,960
bad,4.0,1.0,<1,336
good,4.0,1.0,<1,817
good,4.0,1.0,>=7,659
good,4.0,1.0,>=7,211
good,4.0,1.0,>=7,147
bad,2.0,1.0,1<=X<4,603
good,4.0,1.0,>=7,112
good,4.0,1.0,>=7,91
good,4.0,1.0,unemployed,499
bad,4.0,1.0,1<=X<4,170
good,4.0,1.0,4<=X<7,963
good,1.0,1.0,4<=X<7,18
good,2.0,1.0,>=7,822
good,4.0,1.0,unemployed,969
bad,2.0,1.0,4<=X<7,73
good,4.0,1.0,>=7,332
good,2.0,1.0,1<=X<4,107
bad,2.0,1.0,<1,784
good,4.0,1.0,unemployed,545
