jannis/table11.V21,jannis/table11.V24,jannis/table11.V25
8.53443,8.34956,-1.83556
2.82993,6.7468,0.772776
2.69752,4.62111,-0.171469
-0.450399,0.182608,-3.258
23.4931,8.42774,0.0986525
-2.75281,6.89438,0.386212
-0.308504,2.611,-0.362278
6.75616,4.00221,-2.00537
28.5556,13.7351,0.30637
9.70309,10.5598,0.545903
0.412125,2.15708,2.09431
5.28391,1.90118,3.35692
12.3334,11.6097,0.672829
4.42509,9.26527,0.377178
17.0306,12.4005,0.143654
2.16861,7.54024,-0.506088
17.7725,22.182,-0.97131
6.63183,3.98781,-0.122178
-11.7797,1.35277,-22.4089
-1.67474,2.58008,-0.436174
9.90205,4.26796,0.308304
0.606788,2.17188,-1.55238
2.39569,2.14717,-5.31197
0.36986,9.0088,-0.35998
-1.49793,8.40528,0.296955
-0.938409,0.289661,-0.794066
17.8033,7.35521,0.405721
-4.7096,3.17999,0.492105
0.178024,2.01799,-0.949413
6.80401,1.65371,-0.724379
-7.90831,1.3697,-2.28652
-0.856634,3.6948,-0.262383
4.92804,6.40777,0.212127
-2.89354,4.41417,0.316643
1.65991,1.78751,0.313809
21.3252,10.9005,-0.754507
9.4444,9.80045,-0.580811
11.0954,4.95036,0.38603
-0.194868,3.75632,-0.398364
-1.68775,2.65425,-2.5243
18.5092,14.3483,0.497243
-0.483689,0.55769,-1.86688
12.1378,1.44503,-1.431
-0.641017,0.897175,-8.27379
-0.683028,4.05898,1.21253
1.17647,0.375028,-0.420444
12.0296,11.2246,-0.503104
1.23314,4.29875,0.866641
-21.7334,3.52839,0.653097
1.83915,2.86693,-1.32127
9.78335,2.67963,-0.329798
5.56395,2.20371,-3.09915
11.2729,3.88178,-3.06696
8.27843,9.64545,-0.050038
-0.855634,1.83831,1.49254
11.1497,4.17725,3.26454
4.21608,1.64483,-2.34546
17.4072,8.05192,-0.857485
10.2704,4.77008,-0.689722
13.4772,7.36252,-1.42087
-1.26305,0.493099,-0.23418
-5.26934,1.4788,-1.53485
1.29173,4.0007,-0.848298
18.1608,5.10575,-1.4043
11.9346,11.3142,0.465515
17.4626,5.3901,-2.10219
3.87318,6.06334,0.0837479
-15.3404,11.6777,-0.284921
5.65465,4.4135,1.3241
1.04,2.54463,-0.00153808
0.543713,3.13686,-0.804898
-3.09845,1.60106,1.03185
8.91987,5.29602,-0.667084
3.08673,7.19519,-3.28888
14.2288,6.93564,-0.222996
3.73962,3.24976,-0.414594
6.44275,1.4129,0.869675
5.12828,2.01193,-0.676423
-12.1859,9.18515,1.81558
-1.03835,0.272449,-26.9701
19.4475,5.09937,0.198456
3.76272,6.47016,0.0407068
14.1893,5.0443,-0.598153
9.37144,2.90037,-2.54086
59.4798,20.7574,-1.6223
1.87852,0.542455,-0.392403
3.99831,7.64079,0.031139
3.4337,3.49293,1.563
0.701661,1.39908,-2.63792
-13.9428,4.26132,-0.186096
52.3508,6.30917,-0.450186
-9.48578,1.12505,-0.662289
3.9354,2.93941,-1.33259
10.4497,8.01988,0.0319579
11.958,1.23699,1.06194
-1.29843,1.07598,-5.55823
-6.19972,7.50919,-0.2298
1.95683,6.13085,-0.566997
-12.4381,5.12111,-0.0279772
-6.06992,4.28091,5.90821
2.57488,3.44505,-1.58778
-3.20149,4.61486,-0.0498852
-0.195308,6.4244,2.35494
13.5359,13.8691,0.217142
28.469,14.124,-0.721631
3.58368,6.31514,-0.195161
1.09862,4.25289,0.931839
-15.3723,1.56859,-0.852417
16.4072,5.21744,-0.0395563
-2.80624,1.37198,-0.904878
-2.62462,3.64168,-3.03186
8.05891,2.67173,-1.17794
-14.017,1.06852,0.441173
-5.49641,6.65217,-0.76422
11.4055,9.07376,-0.688177
15.668,4.3232,-0.713398
10.4329,6.49542,-1.34097
3.74772,5.01228,-0.60752
11.2887,7.62261,0.38063
8.06722,6.16319,0.697367
5.52658,1.02768,-0.573381
13.8575,5.66212,0.41406
0.322354,0.77208,-4.92377
5.8218,1.13207,-0.8857
14.0518,8.33428,0.709279
-1.84069,2.81411,1.19243
-3.52166,2.04867,-1.31276
-13.7941,1.52857,0.478573
12.9077,5.90785,0.425537
29.0756,11.5355,-1.09061
5.27164,6.50316,0.411379
-10.5883,3.73333,-0.474623
-6.14305,0.731697,-1.03916
-6.21927,9.97792,0.270201
17.4875,2.64626,0.770557
0.975892,4.22627,0.882208
8.90634,4.17081,-0.171437
19.6565,15.5919,0.830034
10.9101,20.3817,0.0947936
18.7921,3.07463,-0.547869
7.78531,4.31435,-0.782134
0.762732,2.63572,-5.96806
0.00261531,0.0376184,-17.8408
-31.3892,1.99175,1.06271
1.19137,4.40431,-1.37626
-12.245,4.11054,-0.835085
1.78067,3.85892,0.165282
-10.4497,1.86944,2.12347
20.3616,10.9602,-0.700258
14.3518,2.89648,-3.72467
9.32223,3.90995,1.77552
-15.3426,7.75232,0.883118
6.52493,4.24271,-1.41917
-13.5282,3.21953,0.864571
6.7081,8.37149,-0.509482
10.0584,2.99047,-0.380474
-4.32521,2.63158,-5.56246
9.11621,7.12749,0.363836
-5.62195,1.8898,-0.907506
14.744,5.08967,-0.219201
3.87552,4.97445,-2.98644
10.5075,1.77046,-7.64129
39.742,20.7751,0.456453
2.59253,5.48701,0.0498743
6.04298,18.7554,-0.439495
-3.79266,1.17792,-0.946165
7.62966,1.4411,-0.671122
11.8733,4.83866,0.637384
4.02954,4.53845,-0.825311
3.69414,2.14043,-1.44158
35.9475,11.1952,-1.73166
5.2231,0.82943,-5.82367
11.8441,7.6064,-0.926766
6.73768,3.25479,-1.87146
1.17295,3.51627,-0.300579
27.5933,11.18,0.116066
-2.14117,2.77295,0.780773
-2.63608,6.80621,0.0144758
56.2313,19.969,-1.01589
19.5939,8.69448,0.612823
4.06618,2.16817,-3.18711
3.51163,2.50998,0.951472
15.085,6.53113,-0.919736
-8.39876,3.22686,-0.336253
-1.79652,1.28376,-5.26915
36.7221,15.7436,-0.957272
-0.881023,3.3595,-0.0229577
2.86643,4.0065,-1.05511
8.40478,9.92238,-0.259034
-15.1625,1.98104,0.638287
-2.85204,1.4698,0.363245
-15.123,14.8469,0.651017
2.63852,4.34742,0.180447
7.27057,7.54775,0.0409141
13.8818,4.0576,-0.582333
-5.27393,2.76395,-2.43457
8.23103,12.0284,0.0943624
7.98067,6.48809,0.529392
7.36868,1.87732,-2.10489
-15.856,3.77395,-1.51272
1.22674,0.909211,0.145704
-4.66555,2.35502,-0.922886
5.94114,11.2594,0.56825
4.85023,3.06861,-0.841356
1.00047,6.28046,0.180157
18.5485,5.00554,-0.634197
1.28315,5.43824,-1.04821
4.16619,2.91413,-0.142662
7.45848,7.49554,-0.687374
18.3584,6.08043,-0.21028
9.81649,3.10286,-2.7885
-10.3328,4.71112,1.69266
4.2131,4.26542,-1.03186
-1.32074,2.51817,-0.159862
0.0577346,0.940895,-0.598295
-5.90093,2.5121,0.9169
27.5585,12.2311,-1.63757
1.23757,1.02033,-1.99187
23.1188,16.3932,1.71205
25.9575,8.92394,-0.412408
-29.5734,2.75541,0.104862
-2.35666,2.88539,-0.473878
13.0713,8.48912,0.176839
-5.45762,2.10352,-8.93001
3.61399,2.34947,1.37336
8.48861,3.41113,-0.0053569
11.397,3.24747,0.643695
15.9175,12.3164,0.596631
37.9016,5.24454,-2.37734
0.0435308,4.70713,-0.224252
-1.10523,2.98193,0.958516
20.3645,7.87652,1.1424
8.16671,3.93184,-1.33901
20.19,14.6006,-0.0823308
5.25268,4.24942,1.42289
5.98349,2.64706,-2.32082
5.72169,5.11784,0.191945
11.3325,1.06113,-1.55241
28.5809,7.01446,1.59144
23.7093,4.53824,-1.7944
0.397311,4.03575,-2.62553
1.21814,5.53344,-0.75306
5.13582,1.51496,0.21119
1.93602,3.72292,-1.12142
-0.478681,0.534836,-0.946474
19.7258,5.98404,-1.43482
4.56726,6.56786,0.480611
11.0505,1.67918,-1.75382
-0.244863,1.32324,-0.684005
4.18592,5.44056,-0.503777
2.85513,3.52506,-1.31213
11.1445,7.40811,0.537086
3.98763,2.78932,0.650582
41.3414,21.0604,-1.09873
-3.52823,2.25302,-0.304333
7.48926,3.36232,0.73037
-3.21091,6.54646,0.477704
2.31289,3.42097,1.58854
-19.1853,1.84471,0.725151
3.94306,5.44041,-0.226492
-11.0726,4.22474,-0.16134
6.07759,7.29887,0.645961
-9.40755,9.2937,-1.63049
5.11301,3.25531,1.57634
-0.660669,7.03213,0.80747
9.33407,5.15283,-0.378153
-5.11811,3.64899,0.0398585
0.550756,3.58498,-0.401637
16.1904,1.93503,-0.150301
2.88942,9.98781,-3.1304
32.9991,6.07714,-2.15456
-3.50828,5.30982,-0.44112
23.209,2.70611,-0.599787
3.02844,2.90855,-2.12553
0.0114569,0.117054,-13.4187
4.69288,2.22898,-1.24662
10.7904,1.96293,-9.12305
-0.190196,7.05243,-0.26024
21.8475,11.5214,0.523911
22.3916,6.79142,-1.45131
6.95358,7.79072,-0.229937
27.8059,6.80085,-1.0241
-0.182698,5.16207,0.0671542
8.67028,0.957221,-2.43471
21.3698,8.91207,-1.15778
9.07561,1.3686,-2.18596
2.93255,2.05499,-0.841889
-0.709568,2.16894,-0.41003
19.8135,10.4567,-0.465407
22.2603,3.74735,-0.205031
12.987,3.68298,-0.784371
11.1524,12.5435,0.386381
9.00377,5.04378,-0.636179
-7.60654,2.3972,-1.17399
16.2436,12.522,0.212581
4.53199,1.16321,-1.65136
3.98416,3.72908,-0.318382
-3.93225,4.4024,0.365966
1.07451,2.44692,-0.917746
5.19516,6.76335,0.640823
-1.33347,5.70078,0.24621
-0.183754,2.04988,-0.984524
7.88971,4.15852,0.666309
-2.39523,0.794948,-3.22635
14.6733,13.7747,-1.9944
22.1562,6.9165,-0.640762
4.94617,3.33273,0.938088
21.6065,3.03242,-0.091141
-2.19435,0.744612,-0.100164
-0.0188007,0.20411,-46.7459
13.4276,10.8024,-2.23679
-1.1884,8.13863,0.0391858
-0.076898,4.35441,0.270775
1.14726,2.59355,-1.74593
0.377015,6.52759,0.0704228
1.25458,5.38426,-0.247321
3.68758,1.35119,-2.03255
-11.8976,7.12533,-1.71286
5.65465,5.13867,0.220549
8.48463,12.0545,0.390841
18.0811,7.14909,-0.900864
7.67256,6.24159,-1.12596
-3.97484,1.79918,-8.61866
7.40844,4.38289,0.037104
-7.94295,20.1957,1.09122
-4.49443,3.10897,1.28948
2.74819,5.89635,-0.180299
9.0658,1.70554,-0.326231
-5.52961,7.61252,-0.0417387
17.7801,11.3126,-0.0860679
-2.01329,3.57987,-0.37384
20.4271,4.83561,-4.40809
5.12959,5.01857,-0.500675
7.7507,2.5298,-1.34608
-0.0851981,0.20216,-9.39761
4.75869,3.9212,-0.218164
-37.3218,7.44313,-0.0524839
-0.438748,0.567804,-3.81833
-8.81454,6.71261,0.492671
16.4091,9.00505,-1.32598
-2.75361,1.25764,-15.612
13.7338,4.67106,-1.26725
17.138,7.11464,-0.675128
4.98892,3.65092,0.455742
2.79323,6.62424,0.837881
6.33498,5.71356,0.474382
-2.16713,4.39065,-0.615985
13.7739,13.8905,0.369433
15.3035,12.0511,-0.425535
-3.0756,1.8036,-0.0133504
25.0101,5.8754,-0.568961
-1.18156,0.842493,-3.5833
29.8942,4.62261,-0.21097
2.58569,3.61214,-1.39018
23.9931,13.4811,-0.986901
-2.53327,3.81127,-0.602579
-5.24136,1.93232,0.129042
13.6084,1.64219,-2.16244
4.66999,5.45164,-1.0756
-0.124215,1.12093,-2.48862
10.4317,1.8506,-1.18356
17.2005,10.1091,-0.817934
-1.12565,0.753478,-3.91288
-7.23346,6.69638,1.8399
-9.83229,3.95239,-0.885568
8.07398,9.28019,-0.667578
6.7439,4.29041,-1.397
-0.0582606,0.317978,-11.6237
14.2325,5.13796,2.83427
6.2459,2.61184,0.117733
3.35853,1.45929,-2.13507
1.91499,4.91017,0.867872
-6.13003,4.56182,-0.121007
3.95956,4.50034,-0.315163
-4.08284,3.67106,-1.00199
4.52246,3.41673,-0.699042
-0.920369,0.807271,0.887892
-3.38347,1.77466,-1.89102
-2.07955,1.82961,-1.12959
3.57197,1.87724,0.360238
12.1049,7.67472,-0.690572
-0.511456,0.16207,-26.6992
22.7938,17.148,-0.276296
1.00939,1.30552,-2.39126
1.06779,3.04272,-0.445921
33.8184,8.78948,-0.586017
14.27,2.86219,-0.692146
9.58942,5.71661,-0.514253
5.70323,7.03116,0.52558
3.60391,5.94582,-0.690998
0.645735,3.55656,0.333408
3.5901,1.28413,-0.209345
6.80568,4.40706,-0.525412
16.8132,14.0593,0.307575
2.30486,1.33851,-1.32915
19.2598,10.4369,-0.0666043
-21.6277,4.29579,-0.0163503
6.21057,3.41288,0.0793889
12.8699,3.8511,-2.8014
2.19409,2.46232,0.0391129
0.601481,2.25921,-0.842532
25.0114,10.6304,-0.273799
4.99485,6.32853,0.256775
19.7391,7.28291,-1.7205
0.413015,1.59112,-0.918901
-15.2924,1.08034,1.06036
-1.37518,3.99676,2.74766
-0.15758,2.39568,2.24405
1.73868,8.16391,-0.00399165
0.205756,0.913293,-6.60685
-16.3634,3.44087,0.42367
11.7232,1.77194,0.0204075
17.5148,4.23278,-0.397707
8.81954,2.43558,-0.0524614
-0.0125468,4.93514,-2.57213
-1.83407,1.92266,-4.17809
16.4568,6.72029,-0.651381
-15.8967,8.37178,0.775708
10.1506,3.86738,1.29813
7.43696,5.70948,-0.366284
55.2442,17.8567,-0.526346
18.4626,6.05314,1.06517
-4.27276,18.9312,-0.0565662
-1.62595,1.79706,1.38553
1.6878,1.18273,-4.506
5.8472,6.03582,0.362419
34.3042,6.7498,0.180872
6.74674,9.15449,-0.374269
-0.157613,0.782008,-4.06441
21.5364,11.6341,-0.10408
-9.23723,4.638,0.300033
22.5436,4.93147,1.05663
-19.0376,2.67808,0.23427
14.7628,8.22706,-0.285451
20.5217,10.7538,0.00697283
11.3814,11.7492,-0.274701
8.24781,1.7449,-4.22222
21.3756,8.40857,-1.32226
-21.3568,18.3933,1.48989
13.8425,3.97692,1.23208
-5.51987,1.99517,-0.0973798
2.622,4.73879,-2.56106
6.98106,6.23095,-0.314844
2.35177,2.09562,0.215137
18.1536,12.2088,-0.373761
-2.50672,2.39119,2.30118
29.5602,4.08897,-0.638103
6.74402,7.74987,-1.23808
5.22272,6.39658,0.569376
8.42938,2.88529,-2.30513
19.4353,7.70307,-0.301074
0.817396,2.26688,-2.04101
-9.58978,2.7217,0.295036
8.45642,0.805624,-6.39459
12.5785,7.0652,-0.951781
34.6873,12.9703,-0.599486
21.0733,5.66796,1.45392
-2.94417,1.59425,-0.580626
6.58243,6.78259,-1.03097
9.23,10.7474,-0.614433
20.9151,2.76436,1.32032
-16.4596,3.28925,0.0350272
-10.9294,1.35442,-1.19465
9.97976,6.2284,0.220933
-7.07568,2.09962,-0.302115
12.2843,8.66388,-0.484159
-3.11664,2.79309,1.16438
1.70617,3.1696,-3.04747
14.3562,13.9059,0.806192
7.34916,2.19098,0.0399139
6.76168,6.33944,0.185592
8.5519,9.00825,0.572243
-6.09149,2.46959,0.338903
3.18258,1.94473,-1.19011
-9.57111,9.30587,-0.416865
5.72559,2.77077,-1.29836
8.67418,5.92501,-0.327974
10.6868,16.3647,-0.18697
18.7026,10.0304,0.350563
11.8515,6.62762,0.33839
12.2222,2.26255,-1.55947
-1.87933,1.8173,-0.902664
0.0433462,0.776766,-2.46295
23.1631,10.6078,-0.485105
6.78093,13.0237,0.268038
-10.3496,1.28708,-2.00415
-4.88318,5.49681,2.46588
0.5246,2.60544,-0.533036
-1.31783,2.04836,-2.56434
11.8429,3.22586,-2.38607
18.018,5.05837,-2.20143
3.86527,4.21318,-2.45078
-0.0497889,0.588487,-2.96879
8.7891,6.20858,0.423367
-4.31605,4.87942,-1.44002
25.1992,3.63606,-1.33948
12.6762,5.99678,-0.389851
-2.99565,0.563288,-0.194738
4.49376,4.92887,0.479124
3.50931,1.86784,1.42277
1.16947,4.12911,-0.257842
4.36908,3.69647,-0.774557
8.32878,5.71995,-0.168195
-10.6031,2.21152,-0.473012
0.0192281,0.175052,-18.204
10.9261,5.63138,-0.219321
15.1165,6.1431,-2.18507
11.8033,7.09676,0.379083
-0.909555,9.07363,-0.725185
-2.89631,3.40526,0.799817
-0.0656674,0.337726,-1.89033
7.19156,3.41431,0.652467
5.82812,6.58735,-0.010297
-2.4104,2.4984,-0.985624
26.279,13.061,-1.0894
11.1384,5.15706,-0.263358
9.33882,0.868159,-0.781807
0.53691,4.39355,0.440737
-7.49315,9.49416,0.873346
2.09729,10.4136,0.247746
-14.1221,11.4132,-0.942114
5.76698,6.85337,0.526842
-0.115551,0.226181,-14.0397
-1.82746,2.70698,-2.75821
-4.47905,4.583,-2.63168
7.99455,11.2151,0.0758008
-1.00384,9.40031,-0.188362
-0.686221,0.949381,-1.9398
20.9183,4.35504,-0.445026
-7.65519,8.12344,-0.538026
9.14715,8.67104,-0.264163
3.13215,1.64496,-1.0929
2.19883,2.79367,0.911018
22.8644,2.19584,-4.90153
-2.48749,0.872114,-23.8894
-14.0988,6.75298,-0.623029
3.4512,13.1396,-0.514127
12.389,2.35324,-0.90619
30.4261,11.8941,1.09721
6.59119,12.2088,0.780167
31.0087,8.69753,-0.92865
-3.57849,4.46596,0.714883
12.5462,5.09018,0.522422
11.3558,7.17037,-0.65018
2.11904,2.25137,0.370442
16.2852,9.81531,-0.390133
-7.68019,4.08131,-0.373535
7.23947,4.29197,0.732985
0.12182,2.58433,-0.748895
1.49856,7.37588,-0.351829
-2.47362,2.08672,-1.52842
-21.7862,0.842698,0.139226
6.9358,6.80867,0.141165
-0.0398252,1.03937,-38.5637
-8.59544,4.42074,-0.185636
-12.3099,11.5403,-0.266991
4.76874,3.88979,0.112538
2.55848,7.76754,0.0652339
13.7149,3.49101,-3.31247
-3.50098,5.94278,1.06318
-5.11023,4.00892,-0.658204
5.71605,4.25621,-0.106079
2.73596,4.91681,-0.45848
4.04709,1.9385,-2.60031
-0.315493,0.79821,-4.03651
23.3381,12.796,-1.02651
-2.45379,1.4116,0.103942
-3.71561,2.05165,-2.32042
20.8681,4.62241,-0.889365
5.0481,8.71841,0.769917
1.62712,6.83206,0.0912131
0.737474,3.31966,-1.67855
-0.156986,0.394898,-20.7259
-1.50547,6.91017,-0.33792
-18.6759,2.29606,3.28358
3.14027,3.55261,0.462803
3.57762,3.48834,0.869329
-13.3238,3.18573,-0.266422
9.8233,6.72458,0.770192
-2.4427,1.69836,-2.60497
-0.268458,0.48919,-22.4382
-11.0522,2.84368,0.12181
-0.118711,0.572069,-4.89933
16.1921,7.24708,0.71644
-8.35384,2.15851,-0.471015
12.2339,1.57385,-3.14629
-0.0781094,0.448181,-9.05077
12.4913,11.9155,0.515651
-10.4037,3.69045,-0.680051
8.90828,5.68878,-0.364894
25.0937,3.55586,0.0780498
-5.21341,3.03243,-1.91103
-0.609272,1.06961,-6.35766
4.92959,2.55576,-0.106064
-0.131534,0.348067,-10.5966
3.42911,4.12978,0.470266
-0.68274,6.65968,0.608614
-12.0416,2.29075,-1.20399
-1.36068,1.60763,-2.41031
1.41621,2.25454,-1.48528
0.467457,2.27501,-2.8436
-5.5495,2.33521,-1.62799
2.58678,6.49329,-0.102587
-0.394948,6.96454,-1.81543
12.3439,2.36967,-5.51668
-4.64401,0.788735,0.525911
16.2518,13.6981,-0.719596
29.5895,13.8888,0.00935912
-5.69609,1.34063,-0.166816
1.71547,5.62791,0.275932
-9.53389,8.03264,-0.384974
-3.5052,3.94064,0.990209
1.68765,7.19909,0.0601548
11.6922,6.41881,-0.923384
16.2225,7.93456,0.112977
1.61745,3.40956,0.152312
11.5108,10.4356,-0.676961
2.87618,4.27387,1.74026
49.7388,15.2992,-1.30817
-1.43392,2.2545,-0.0669685
26.0036,15.0151,-0.812541
8.56418,6.94069,0.138225
-8.67978,2.3709,0.226412
20.1276,15.4647,0.600487
8.60632,4.28288,-0.615085
19.4644,16.386,-0.181246
9.19939,6.52136,0.206443
-19.0277,3.49766,1.40903
2.5058,9.39328,-0.074137
0.727624,9.63428,-0.831719
3.09314,2.71572,-1.43748
-26.9151,4.11597,0.61655
-1.25162,2.32346,-0.0654591
-1.06015,1.03803,-3.86276
5.24348,2.28659,0.348038
12.2683,6.95605,-0.792177
-3.61401,5.88761,-0.478195
25.6749,9.14192,-1.22017
-3.23769,1.71662,-1.05892
21.4613,6.7759,0.136508
21.0143,13.4686,0.544803
5.47386,2.67224,-0.403017
0.737971,5.08712,0.606392
-2.07627,2.04497,-4.28335
2.7629,5.94042,-0.342946
26.1505,3.46895,-2.32746
0.615265,2.83889,0.11155
18.2036,7.87599,0.838792
-1.79874,8.50204,0.257455
9.37154,6.52989,0.174271
-13.1777,2.3073,-1.60765
19.5322,7.83111,-1.36319
13.2873,5.41045,-0.740877
15.1283,4.29822,-1.13626
-0.106501,0.0967189,-13.9077
5.84521,4.5359,1.11536
-7.4065,10.725,0.721844
-17.7001,3.44024,-0.379486
13.6572,4.23793,-0.7386
9.93731,7.9536,0.246578
-6.88594,2.02559,-2.10419
4.64859,7.29402,-0.693907
13.2071,3.55345,-2.24766
-17.3412,4.46614,0.00185816
9.52111,8.20755,0.00352074
2.93772,3.12391,-0.235643
8.68874,3.62089,-0.484488
-6.55314,2.35444,-0.635964
2.22788,1.78445,-0.721471
4.19557,0.69096,-0.888028
3.39885,1.05173,-0.537213
32.7703,14.4969,0.375618
14.3116,3.74234,-0.426888
-5.47444,3.49972,-0.668811
-0.141909,3.40147,0.581736
13.1191,7.3604,-0.783767
0.562586,2.34189,-1.58435
13.1791,10.3029,-0.173662
1.22606,1.05931,-0.627889
-0.66849,1.02005,-3.83611
2.7294,5.55899,0.967273
-2.27261,1.67806,-0.86328
-7.48208,0.304752,-0.107442
5.11005,4.65394,-0.451726
4.59016,2.88634,-0.556357
1.09158,2.70257,-0.922008
25.5268,11.5698,-1.60661
16.3118,8.39849,-0.311882
21.218,14.1351,0.399402
2.81617,1.01677,-1.61804
3.54935,2.43503,-0.791407
14.5634,8.10657,-0.556184
-5.9147,3.02071,-1.9156
2.66148,15.2486,0.0480168
3.98025,3.37405,-3.09887
-14.079,1.70205,-1.80177
1.39739,1.956,0.747136
-18.6432,2.54922,-0.0348053
-2.97699,8.02159,-0.465498
-9.77001,14.4961,-1.61257
-1.03069,6.43031,-0.249713
14.1066,12.2266,0.18277
2.1401,1.35495,-1.75868
9.71919,2.37832,-3.08463
9.47417,3.14584,-1.08143
10.9118,4.82622,-0.515901
11.241,8.3051,0.484096
1.10766,1.80048,-0.526109
12.4507,4.80547,0.15053
-3.53914,3.31165,-0.445649
7.71943,3.60443,-1.78204
23.8324,17.6108,0.213895
7.36292,1.603,0.32613
1.99557,6.07632,0.130792
1.11094,5.93354,-0.726846
5.58815,0.534895,-3.96302
-11.9836,3.26854,-0.438921
7.32512,2.75859,-1.05552
-1.30755,2.82774,-2.01046
2.97527,2.03774,-0.260625
3.89701,3.83692,0.191134
9.31983,5.84932,0.333639
20.2279,8.26605,0.0161159
9.49403,14.7166,0.74764
-12.0779,6.72088,-0.411152
1.27794,6.42116,0.483479
13.9329,3.38181,-0.54703
-0.105476,0.707037,-8.96037
34.0972,14.1891,-1.16323
2.93202,6.73114,-0.844098
0.964356,32.0329,0.607778
-0.389963,0.52123,0.139742
-0.53266,5.09593,-1.1229
18.5514,3.73034,0.348096
6.15433,5.65302,0.0246039
25.4976,7.43764,-0.333371
13.0662,6.93903,-0.831038
-5.19419,10.5998,-0.112817
-4.86617,6.95245,-0.402781
-3.84271,3.45056,2.25965
2.97555,3.45085,-0.0150337
-18.2093,5.05655,1.10014
3.2362,7.91499,1.97526
6.12685,4.58646,-0.599486
4.39144,4.81852,0.081695
-18.7514,1.4613,0.462857
-19.8139,0.870821,3.97003
0.696807,3.64866,0.0822408
-1.0014,2.08215,-0.33141
-22.8909,6.57912,0.0339888
-0.60372,3.41744,0.780013
-17.7921,3.01011,3.23629
5.541,1.77106,-0.919674
-0.137978,18.4042,-0.890994
17.8777,9.11287,-0.385704
-0.19707,0.824699,0.85483
-2.44516,1.42489,0.123696
7.29424,4.06378,1.05704
8.02596,3.77462,0.0596829
30.8994,10.6561,-0.421248
0.691955,4.58661,0.24144
4.21973,5.5491,0.549717
9.54475,2.99644,1.12267
14.4968,8.13851,0.720787
6.04873,6.26621,-0.501154
16.4685,11.5778,0.344495
7.41096,3.23094,-1.28921
-2.15451,8.72942,0.145391
