V24,V25,V26,V27
4.62866,-0.68932,0.073047,-1.73486
7.34576,-0.206082,0.0336071,-0.30633
3.17353,0.918895,-0.884903,0.319148
2.96312,1.38414,0.194074,0.101699
8.49796,0.657364,1.86513,1.05871
6.03613,-1.40673,1.08802,0.838345
1.41342,-1.38211,0.907594,-0.563289
4.75678,1.31148,0.25402,1.84496
2.57159,-1.65495,-0.44325,-0.865983
5.72472,-0.675155,3.48386,0.0183503
4.82606,0.486395,0.224619,0.0712498
5.89349,-1.41102,-0.178936,0.910094
7.72776,-0.727311,0.506482,0.287124
3.67165,0.588468,-0.182667,-0.832833
6.18123,-1.59032,0.873604,-1.23037
0.166273,-6.34939,-4.43522,-8.87623
6.28578,0.527899,-0.269015,0.0665074
1.7072,-2.02514,0.228502,0.57023
4.89767,-0.746906,3.59019,2.84112
5.66334,0.878669,-0.300611,0.439078
2.76907,1.6507,0.957529,-0.782846
3.91212,0.439589,-0.876125,0.172826
5.35288,-0.115023,-0.0642639,-0.754785
7.25776,-2.7384,-0.00458239,-0.817819
1.29896,-0.790044,-0.809224,1.69247
2.05698,-0.967131,0.453093,-0.713259
7.54845,-0.528764,-0.650861,0.716198
1.61411,0.231721,-0.190966,1.22621
1.69113,-3.19086,0.417699,-0.84592
2.01215,-1.85815,1.57851,2.87306
14.2836,-0.483916,-0.224756,-0.555922
7.24383,2.30152,-0.562864,0.302225
1.58723,-1.16943,-1.00213,1.21234
5.13294,-0.598139,-1.70881,0.0188071
2.73346,0.0329376,0.792199,1.1894
6.42582,-0.0222285,-0.857355,-0.109368
1.63199,2.58479,0.0259173,1.1461
10.0658,0.125787,-0.530212,1.25268
0.607119,-2.86659,1.29832,1.53799
10.8161,-0.670488,-0.188579,0.408558
1.62614,-0.111387,-0.508673,0.918234
1.8332,-7.04615,-6.20614,7.06473
4.99767,-0.220209,-0.688859,-0.87467
4.17773,-0.380414,-0.63412,-0.512825
8.61974,-0.122578,-0.620936,0.790134
3.03652,-0.765578,-0.58997,2.03332
5.01353,-0.130861,-0.753366,0.126228
2.81743,0.0307298,-0.0450521,0.314862
3.41069,-0.128821,12.2783,0.760529
1.25147,-3.63394,1.4229,0.361434
0.340067,-17.3243,-0.408769,-1.45294
5.32614,1.04152,-0.459481,0.0961682
1.96031,-0.925485,2.35676,2.75459
1.12595,-0.0169219,0.31088,0.0501343
2.51748,-0.435629,0.147785,-0.220973
8.91904,-0.265182,0.707865,0.115016
3.86078,0.620009,-0.412373,0.512131
5.67897,-2.2038,-0.970761,-0.515243
2.52269,-0.33807,-0.489098,-0.371059
5.7076,-0.616374,0.348744,1.249
3.37632,-1.23984,1.39501,1.44087
1.04652,-1.12061,0.447591,-0.110963
2.34268,0.00215359,0.426982,0.216064
3.26546,1.34072,0.419309,0.323209
6.01504,-0.607691,1.59021,0.748871
2.22059,-0.905667,0.204875,-1.37923
0.477401,-1.06397,-0.632073,2.1806
0.168759,-29.4942,-6.63202,8.3415
0.629251,-0.271109,0.264263,-0.311182
3.99229,-1.12112,0.347241,1.49413
4.75096,1.08436,-0.204273,0.761547
0.484834,-11.5386,-1.6083,-2.00049
1.90251,-0.360264,0.0403699,4.557
0.559851,-4.61139,26.9838,0.558468
0.890321,-1.36186,0.854836,-1.31706
4.37063,-1.2079,1.2473,0.604441
10.4445,0.0831037,-0.132881,0.921759
7.61916,0.0910197,0.0416393,-0.443541
7.09547,-0.0998414,-0.119414,0.773207
3.22633,-1.15132,0.900152,-0.308568
4.13365,-0.10569,0.0291267,0.112178
5.12663,1.16633,0.272844,-0.307884
0.490681,-2.98295,-2.22434,2.69206
12.3179,-0.207247,0.309215,0.0954445
1.4583,0.0691525,0.341912,0.0470864
5.17155,-0.745795,1.54847,1.60642
0.358032,-10.3483,-0.849987,7.55046
2.89194,-0.976027,0.174769,-0.483325
4.03579,-0.259288,-0.252642,0.735647
7.16734,-0.474029,-1.44228,1.54376
3.41404,0.617144,0.0664295,0.345904
6.1719,-0.666615,-0.281726,-0.371839
1.36035,-5.34463,0.6085,2.47959
9.49509,-0.159223,-1.05905,-0.222052
8.31927,1.69675,-1.57029,1.07108
2.54361,-1.07095,3.76438,3.43848
2.1027,1.85186,1.05777,2.04027
1.43773,-2.98235,1.98387,2.81657
4.64637,-2.72898,-0.931877,0.242867
1.85762,0.258853,-0.0677544,-0.436142
4.06144,1.81065,-0.139432,0.952257
4.03756,0.491864,-2.5156,-0.25376
6.40411,0.581974,-1.84153,1.95883
1.51637,-3.23687,1.70004,2.72681
10.8997,-0.382359,1.22245,-0.713253
2.57481,0.494499,-0.348118,0.48163
8.65842,1.27761,-0.232353,-0.256232
1.15433,-0.733826,0.252777,-0.417386
3.93501,0.339559,0.360797,0.718646
2.96106,-0.733123,0.12041,-0.249873
0.412514,-4.19408,3.0325,2.03435
6.4864,-0.82659,3.3475,2.63588
3.08075,-1.49524,5.28771,0.339146
2.90302,0.226848,-0.0243347,2.15867
1.16545,-0.464708,-0.156002,0.199557
1.39653,-0.985506,3.07224,-1.15238
4.94653,0.0971524,0.351268,0.773164
1.59405,0.634885,1.5697,1.00409
2.70344,-0.866961,-0.26071,0.98544
7.21097,-0.00822271,0.556662,-0.174066
8.04891,-0.585185,-0.638658,0.785846
2.85458,-0.200785,0.291604,0.0610336
3.02599,0.102129,-0.200467,-0.529842
3.75933,-1.4336,2.99602,-2.12365
0.909859,0.630501,-0.2646,1.2312
1.46895,-1.46986,-1.09788,2.94897
6.36225,0.217943,0.500268,-0.518373
0.916715,-1.38321,-1.99871,1.79555
3.92032,-1.02186,-0.090769,0.280764
4.73829,-0.00138681,-0.462436,-0.860876
5.89053,0.439815,-0.122599,-0.426624
0.682343,-5.643,-0.0750557,0.440451
3.2822,-1.03907,0.697025,-0.0661495
2.16675,0.0841212,0.853009,-0.0117444
6.56661,-0.752224,0.0828637,0.166261
0.756142,-0.780904,-1.45706,-2.17025
4.07463,-0.0162932,0.107208,-0.303621
5.625,0.379422,1.05991,-0.842096
5.28961,-0.220675,0.181672,-0.387882
3.26822,1.32989,0.132628,2.08448
2.7215,-1.191,1.58302,0.993476
8.26657,0.557686,0.388207,0.446772
1.67664,0.0555216,0.157921,0.0689829
2.86162,0.549774,0.726493,1.34034
2.86094,-0.625574,-2.10032,0.490326
1.80507,-4.26408,2.89386,1.63702
0.643123,-0.367118,-0.165391,-0.84191
5.54176,-0.48444,-1.68005,0.827222
8.11931,-0.533424,0.0462351,-0.0516543
1.61137,-0.941623,-0.145371,-0.998195
6.51908,-1.756,1.11525,0.475807
8.94737,-0.309249,0.0713415,-0.0340205
2.3754,-2.58742,0.951194,4.86096
5.59074,-0.269698,-0.0943247,0.705289
0.973359,-3.58519,0.387099,-2.96087
3.42281,-0.139393,0.997783,0.00667864
5.99038,0.330744,-0.100928,-0.459358
5.90182,0.119049,0.0722979,0.44443
11.8695,-0.0538619,-0.48291,0.777917
1.20785,0.406626,-0.327917,-0.25033
5.12101,-3.4349,1.9219,0.715751
2.07101,-0.461578,-1.10572,1.10075
5.14927,1.34967,1.40932,0.419818
2.34043,-0.327217,-0.038261,0.0991425
4.71873,-1.81593,-0.190458,0.68062
13.4336,-0.579417,1.91323,0.40134
1.60991,-6.02097,9.30465,-1.17019
1.534,-2.13082,0.010456,0.951429
4.21551,-2.43639,4.11827,3.57107
1.66854,-3.82664,4.1547,-2.68908
14.94,-0.653621,-0.489216,0.599598
4.61923,-1.42507,-0.138392,-0.192882
4.33008,-1.08366,2.9811,1.78983
0.669761,-11.3858,-0.3074,-0.628963
8.34485,-0.0571447,2.86768,-0.869619
2.93244,-1.43271,1.5531,-0.0110466
11.6964,-0.496297,-0.177412,0.615127
1.61312,-0.925842,0.184799,-0.699838
4.00239,-0.30631,-1.40926,-0.811172
8.28292,0.189481,-0.515996,1.26131
9.41638,0.0758706,-0.506321,-0.823074
1.27617,-13.5752,0.21932,-0.165991
1.71768,-8.14312,-0.473505,-0.682304
0.479018,-4.88288,-1.69874,-1.17588
2.32571,-1.16208,0.301796,-2.15132
5.79095,0.391626,-1.20895,1.67608
5.05352,-0.956805,-0.26028,0.482706
13.8444,-0.246885,1.32217,0.171154
4.06428,-0.406336,0.129272,0.990076
5.49681,2.46588,1.24132,1.29354
1.56602,3.17375,0.0211648,4.53972
1.29866,1.48564,-0.00402824,0.0126665
2.45314,-0.230696,-0.138024,0.538191
9.69746,-0.306144,0.789301,-0.253304
2.26271,-3.7222,-0.0222891,14.0053
7.36289,-0.129656,0.369333,0.1761
2.72783,0.690591,-0.104092,0.323115
9.4095,-0.101163,2.30821,0.59839
4.81051,0.268518,0.337885,0.199052
0.860299,-0.987118,0.77366,-0.995301
1.85696,0.0350335,-0.0373772,0.672072
2.75626,0.324319,1.94739,1.37468
1.11512,1.99011,-1.25976,-0.131766
5.09971,-1.71065,1.2928,2.20697
16.1536,0.354975,0.571048,-0.169584
4.96696,-0.455458,-0.153683,0.760058
5.27506,-0.351932,-0.350788,-0.233757
7.77305,-0.475773,-1.38995,-0.078424
8.19058,-0.597296,0.976367,0.381179
7.33711,-1.36961,0.890613,-0.852897
9.01758,0.00328142,2.48751,-0.691626
1.56055,-1.81173,1.98587,0.0638697
2.93636,-0.795546,2.80392,0.211515
3.04983,-1.00273,0.693321,0.880805
1.90304,0.342591,6.92534,-0.62627
8.1686,-0.522705,-1.08633,1.38384
3.87988,-0.412275,0.0066937,0.409236
5.61116,0.896505,0.0101204,0.471683
0.430478,-1.45779,-0.602851,-0.170801
8.05824,-0.735439,-0.132538,1.00124
3.07295,-0.780546,0.323578,0.458455
8.36937,0.633541,-0.261798,1.16542
3.05972,-0.881756,1.04269,-0.875919
3.20461,-1.69128,0.369493,-0.023412
0.965557,-3.40537,-1.3165,-0.679763
1.17668,-2.50877,-3.02886,2.72174
1.39291,-1.30785,0.319193,1.46335
12.6443,0.539825,0.454854,0.468393
13.5147,-1.6405,1.40804,-0.770682
4.58283,-0.0793008,-0.293659,1.77536
7.01329,0.622887,0.0124081,0.547239
0.781136,-0.393599,-1.95867,-0.257676
17.5149,-0.128567,1.71496,0.538371
4.11799,-0.254439,0.271986,-0.132848
0.633768,-2.32223,-1.07257,2.70731
4.10611,0.49319,-0.0978394,-0.680344
0.540479,-8.57296,-1.20596,5.50282
2.16364,0.429673,0.0641994,0.479643
0.0867185,-0.241618,0.662286,-1.51747
3.5376,-1.20309,-1.00151,1.05397
9.78814,-0.170272,-0.43975,0.567548
3.09288,-2.24933,0.773699,-0.82618
2.83926,-0.00357,1.10922,1.24102
6.26808,0.716729,-0.00961606,0.272462
1.57153,-2.13511,0.761427,0.788192
7.01026,-0.107596,0.289387,0.639707
3.02566,-0.0329876,-0.133462,1.15431
1.19837,0.247199,-0.180665,0.0278931
0.515488,1.4513,-0.833955,0.178188
7.38661,-1.09069,0.084155,0.065915
2.55384,-1.31729,0.758305,0.158294
1.61947,-2.18592,6.05953,-0.84523
10.6993,-0.306544,-0.350615,1.12002
2.84752,-1.7082,2.24507,-0.0488014
1.47905,0.673259,0.741797,0.995027
3.1968,-0.805153,-0.0628835,-0.424642
4.90426,-0.627807,0.712634,0.0146335
3.60233,-2.10582,0.00964847,-0.41427
4.60715,-0.349851,0.407856,0.277473
0.538667,-2.93838,0.0553916,-0.731861
1.29117,-0.300982,0.182998,1.47229
7.17109,-0.346044,0.177061,0.97622
6.44892,0.219087,0.237996,-0.121468
11.96,-0.396744,-0.0376414,0.364836
10.7795,-0.972646,2.14771,1.07596
8.10029,0.0953856,0.514116,0.770377
0.909276,-0.559701,0.68846,0.0483553
1.50411,-0.386883,-0.667093,0.464675
1.01623,-0.145321,-1.54666,23.9985
2.00987,0.169106,-0.027155,0.128962
2.76598,0.125105,-0.00403455,0.770831
3.39543,0.226876,0.206098,0.255448
2.12735,-0.899644,-0.745066,-0.758464
3.91572,0.198928,1.1324,-1.29781
4.70713,-0.224252,3.07175,1.62624
0.275527,-5.14035,2.08753,-2.39661
12.7955,-1.2562,-1.51272,1.27822
7.68247,0.241801,-0.0696065,0.711236
1.36508,-1.29018,0.266803,-2.01045
4.77374,-1.04548,-0.281112,0.827331
2.48376,-4.72658,-3.35575,-2.75692
6.75978,-0.536043,0.565368,-0.298172
1.8712,-0.381046,0.473903,0.111107
2.09519,-1.30016,-4.77219,0.673626
6.20452,0.174529,0.331591,0.534446
3.7873,0.222148,0.215635,0.995913
11.0429,-0.643091,1.88537,-0.701604
5.18009,1.01003,-0.603178,0.884159
2.11296,-0.87437,-0.101809,-0.252095
4.41114,1.42898,-0.23865,0.278783
3.56707,0.405282,-0.0474967,0.309903
0.111453,-4.72143,-3.34186,-3.2888
2.68374,0.0550931,-0.358074,-1.6306
2.93504,-1.61092,0.766223,2.92789
2.00945,-0.95638,0.302041,0.163505
2.80539,-0.68863,0.563258,-0.0254368
5.09069,0.299648,-0.0150957,0.701966
4.54778,0.944419,0.593674,1.62926
13.4012,-0.0359168,0.446851,1.3325
2.71844,-0.992276,-0.273059,-1.71919
1.75951,0.327487,-1.99554,2.19829
4.42622,-1.02957,0.0768989,0.155437
3.9347,-0.873396,0.0750791,-0.584027
5.68211,-0.250045,1.35466,-0.188834
1.02776,-11.0651,-3.18776,-4.04588
1.95891,-0.290045,1.72514,0.337525
0.624093,-7.61096,-2.27321,1.98879
3.11859,0.594447,-0.0636626,2.12622
7.4808,-0.904527,1.53987,0.301775
6.04709,-1.23171,1.50175,1.16099
9.95896,-0.45265,-0.172648,0.712235
1.23325,0.349689,0.150934,0.183028
4.05898,1.21253,-0.187638,0.463765
2.65572,-0.991433,1.33853,-0.927821
0.544345,-2.74114,0.773045,-1.03876
15.794,0.794373,-0.338196,0.521424
5.94931,-1.14436,0.425499,1.10721
6.16698,0.239684,-0.309195,0.620211
1.12097,-1.7984,-0.466458,0.029374
5.6048,-0.0569511,-0.485384,0.509275
1.77747,-0.166982,0.179708,1.37428
2.08742,-1.53419,1.12515,1.34489
4.32486,-0.528654,1.03942,0.938634
2.77105,-0.639936,0.314143,0.00344821
7.33972,0.0726606,0.0834963,0.450103
6.25217,-0.547034,0.0413704,-0.188144
1.79105,-0.321623,-0.887399,-0.0786631
0.430527,-0.615255,-0.404769,-0.976842
13.6857,0.222296,-0.636315,1.27514
15.4432,-0.687204,-0.554571,0.373533
5.44443,-0.787388,-2.01094,2.3548
8.03931,0.089469,0.434405,-0.237953
7.1085,-1.1144,-0.201546,-0.863112
3.17208,0.504329,0.283497,-0.434881
3.73759,0.162293,-0.0561369,0.13497
4.54526,-0.497508,-0.72775,0.759483
1.36153,-0.44786,0.00458276,-0.199767
1.1842,-1.20316,-0.909418,0.624362
5.35656,0.828183,0.517301,-0.113532
7.28318,0.126193,1.01309,0.0918794
4.54959,0.537597,0.873601,1.91364
2.75889,-1.23798,0.565721,-0.80195
2.77895,-0.433483,0.410488,-0.0685528
14.375,0.0418014,1.05861,-0.352629
0.550758,-22.3269,-6.6279,8.43349
1.89682,-1.71723,-0.580618,0.0688326
2.4327,-1.70579,1.24054,-1.32476
4.83632,-1.42977,-1.94135,2.8613
11.0021,0.514151,0.664846,0.314317
4.51764,0.781651,-0.217777,0.597163
1.47651,-1.94369,0.265021,0.888186
10.5221,1.84504,-0.247768,-1.00187
6.37964,-3.7277,1.85442,2.83352
2.30388,1.15072,0.309572,0.192833
1.36742,1.44903,0.421557,0.561936
6.39664,-0.409072,-0.082636,-1.21112
4.31832,-3.78836,-0.342199,0.474808
1.37866,-1.11053,0.124532,1.2169
5.97783,-1.48881,0.903769,0.941416
1.2591,-0.877685,-0.0475704,0.244242
10.9958,-0.765905,0.31257,0.16851
2.23194,0.71721,4.60215,14.0133
1.69672,-4.72382,5.87106,-0.0841206
3.6005,-0.482668,3.45205,2.709
8.07389,0.161944,-0.0448279,-0.152659
3.0888,-0.597088,-0.771577,0.0745056
4.62479,0.762426,0.0114719,0.11293
5.19634,0.957591,-1.13568,3.33842
4.67437,-0.407587,-0.346817,-0.299835
6.22294,-1.22002,0.331921,1.08058
3.08813,0.112991,-0.629001,0.66893
2.54833,0.327797,0.761369,-0.877498
4.68718,-1.31107,3.2302,3.45188
6.22907,-0.710265,-0.921624,1.13545
5.93841,0.465478,1.29499,0.579487
1.02837,-0.527984,-1.3791,2.09949
2.71114,0.904943,0.538831,0.535686
10.0234,-0.0818443,0.19371,-0.145935
2.71699,-2.3508,-0.829293,0.873669
1.24182,-0.532705,0.351067,1.13318
1.00793,-2.7962,0.937204,-0.85999
11.3904,-1.07181,-0.675817,1.42446
2.21591,0.0821775,0.289958,0.383218
6.03506,-0.130696,-0.457153,-0.178847
7.00975,0.498801,1.01602,2.32521
1.08964,-1.65482,-0.556171,-1.30067
1.72473,0.145475,1.19111,-2.48318
4.89944,-1.53234,0.851968,-0.657669
4.77075,0.020697,-0.152116,-0.0921491
3.60811,-2.31398,-0.811563,2.03427
3.79169,0.267897,-0.174554,0.316959
0.233875,-0.252626,-1.06241,3.22548
5.20295,-1.9356,-2.219,2.14093
9.93087,-0.815847,0.00366764,-0.475903
4.38933,-1.96435,-4.01347,7.53428
0.486402,-0.447389,-0.723815,-1.25558
10.1674,0.61656,0.364199,0.423209
2.13716,-4.05188,0.670928,3.92803
7.51598,-0.175545,-0.896209,-0.236869
2.26177,-2.24638,-0.606589,-1.27554
8.92713,1.54657,-0.975811,1.10672
8.07029,0.117189,0.048846,0.470933
2.35812,-0.0790188,1.01527,0.91992
1.76209,-6.83749,3.22402,-5.48638
7.25836,0.254184,0.803426,0.289675
2.68438,-1.90035,-0.442813,-0.924033
3.58491,-0.363005,-0.786069,0.4069
0.607268,-0.69897,0.817197,-0.61626
3.09666,-1.51391,-0.344982,-0.989049
2.77541,-2.29646,1.60566,-1.56808
0.465744,-1.20866,0.0693326,-0.0455191
1.15214,-0.268875,-0.280068,-0.0220224
4.83237,0.656313,1.98423,1.41965
5.37282,0.0965318,-0.0376234,-1.07207
0.458182,-0.611583,-0.564341,-0.538209
3.59136,-3.01124,-2.93202,2.65134
6.97113,-0.888509,1.36328,0.00127013
7.20031,1.54907,-0.0428365,-0.71491
2.1373,0.336887,0.417121,1.07772
2.5221,-0.838089,0.783784,-0.518868
0.859836,-19.9237,-0.354657,-11.1349
5.16247,-0.944478,3.10923,-2.14537
5.01866,1.0785,-0.259134,1.42223
2.16119,0.365063,-0.237024,0.447146
8.35505,-0.839245,0.423997,1.24867
1.08599,-9.41325,8.63002,-1.0638
4.84168,0.534795,-0.621568,0.670425
4.82179,-0.113161,-0.705983,-0.200018
1.29183,0.996736,-0.272654,1.336
1.60803,0.630709,-0.438439,-0.490891
2.54126,0.071315,0.588641,0.470138
0.546242,-0.391189,-0.145587,0.71939
2.78635,-8.35141,3.25354,13.7781
1.89446,-2.56413,2.03091,1.10756
1.60286,-1.03483,-0.833791,-1.15446
5.16744,-0.7301,0.415012,-0.462809
5.48425,0.282716,0.171933,0.375072
1.62877,-1.07971,-0.90593,-0.371538
0.893738,-5.46152,-0.749308,0.354471
0.272896,-25.2782,36.5387,-26.0671
1.83155,1.1676,-0.279925,-0.0856259
8.00724,0.44256,-0.79835,-0.905141
1.35625,-3.27238,2.56811,2.57186
7.61709,0.406286,-1.05221,0.0347321
6.05135,-0.0609409,-0.231662,-0.368506
7.00955,-1.31004,-2.18253,-1.08934
1.13207,-1.12388,-0.129479,0.912167
4.36651,-0.327392,0.172442,0.339266
0.38405,-0.471541,-0.0465957,2.94841
13.6831,0.0571672,1.85059,0.120925
10.4156,-0.659712,1.82031,0.451265
6.1447,-1.29753,0.514741,-0.385033
9.34987,-0.418657,0.0199914,0.737058
4.05527,-0.18422,0.224801,1.07239
6.56541,-0.463738,-0.412936,1.55334
2.73425,-2.38206,-1.57217,2.36666
4.24765,0.307416,-0.0412535,1.46174
0.312149,-6.71422,0.358015,0.328391
3.58872,-0.58057,0.331918,0.512607
5.46293,-0.556713,0.834225,0.777842
4.59752,1.59535,-0.327348,1.20314
4.83781,-0.485114,1.3286,0.814542
3.46086,0.043633,0.926831,-0.844282
0.603332,-9.40765,-1.51211,-4.14013
9.18144,2.16539,-1.45065,-1.675
3.36636,-0.734808,3.98212,2.02515
1.16117,-1.76586,0.151491,-0.819161
11.3099,-0.8703,-0.491273,0.859503
3.04569,-0.434529,-0.749728,-0.863057
13.0237,0.268038,-0.701296,0.230946
0.825877,-0.584746,0.163458,1.07397
2.63572,-5.96806,-3.07361,4.58289
3.99549,-0.976022,0.0407063,0.625068
3.74234,-0.426888,-0.0424288,-0.444473
2.4247,-0.7444,2.08717,-2.08216
4.87914,0.139314,1.29793,1.2722
1.23492,-1.18556,-1.01041,-0.632306
5.20101,0.869033,-1.04975,1.6614
5.04807,0.296267,0.125184,-0.378379
10.1051,-0.927791,1.49811,0.452315
6.42284,-0.929981,-1.28948,-0.515675
7.42479,0.364131,0.192268,0.0213277
1.49642,-0.910514,1.54783,1.35041
0.593083,-1.4358,-0.791188,-1.15064
4.80499,-0.671296,0.25091,-0.457177
2.89366,-0.505206,2.37689,0.901472
3.41011,-0.0880274,1.46233,0.820909
10.5823,-0.265271,-1.28349,-0.179999
4.18354,-0.110379,0.449098,-0.549081
3.05555,-1.47369,0.442476,-1.07365
4.54663,0.211381,0.77504,0.0470267
1.82518,0.305422,0.974778,1.90131
2.6378,-0.732156,0.486324,0.744841
1.9956,-0.4998,0.871837,0.10723
4.37146,-0.487354,-0.283492,-0.518621
14.6585,-0.261003,0.954155,0.309736
5.00026,1.39489,-0.00902385,0.398531
1.61954,0.661425,-0.064329,-0.0484162
1.06921,-0.510377,0.364113,-0.405709
9.02115,-0.524964,0.40051,0.503633
4.79949,-0.663114,-0.714994,-0.67318
2.14472,-0.0493092,-0.983749,-0.327376
12.8254,-1.1294,1.83791,0.664623
7.79862,-1.85473,-1.17614,-0.565633
7.12353,-0.0564183,-1.81165,-0.623262
11.9482,0.305141,-0.218545,1.17276
0.499288,-0.385731,0.1334,-0.334253
2.24686,-0.400018,0.975072,1.70768
