V20,V21,V23,V24
0.870755,0.353909,2.11584,3.02599
1.18783,-0.436307,1.96688,3.75933
-3.84705,-13.2071,0.630506,0.909859
-2.36205,-2.82945,2.98039,1.46895
-3.52675,14.8403,3.08316,6.36225
6.08075,10.275,0.738544,0.916715
-1.82335,5.30126,1.70124,3.92032
0.375839,-6.53416,0.853575,4.73829
-2.21723,17.8152,1.94726,5.89053
-1.20813,-11.193,0.537865,0.682343
-11.1369,21.964,4.53057,3.2822
-1.45993,-10.0469,0.520754,2.16675
-2.251,22.0899,2.45108,6.56661
-1.16113,-4.91293,0.664722,0.756142
3.12626,11.6941,1.38773,4.07463
-11.9067,16.4322,3.21727,5.625
-3.22462,15.1156,2.68959,5.28961
-1.68545,-2.56259,1.44346,3.26822
1.26285,10.3002,1.2686,2.7215
-3.30772,6.54785,4.9638,8.26657
-4.96974,-5.68636,0.436188,1.67664
-4.9361,-26.4079,0.613697,2.86162
0.690352,2.28125,1.30198,2.86094
-0.354266,0.311004,0.758673,1.80507
-1.93058,-3.28344,0.853054,0.643123
0.750549,6.53917,1.52429,5.54176
-5.80473,23.1455,4.50694,8.11931
-1.20918,-4.0655,0.516855,1.61137
-9.66148,24.9886,4.1888,6.51908
-3.73484,20.0127,5.62634,8.94737
-0.148962,8.01707,0.789369,2.3754
-1.41642,0.109796,1.52075,5.59074
0.141397,0.277048,0.552647,0.973359
5.71096,-0.11455,5.39276,3.42281
-10.4903,13.3367,4.51453,5.99038
-7.46879,4.75039,3.69136,5.90182
-9.8301,15.7049,4.44751,11.8695
2.8776,0.60798,1.06024,1.20785
0.315663,9.51404,0.781577,5.12101
-6.98026,-11.7121,2.57375,2.07101
-1.68824,-4.76455,1.08339,5.14927
-4.51916,-6.08369,1.65714,2.34043
-12.7804,29.6234,2.82455,4.71873
3.77631,20.8805,8.34688,13.4336
1.44754,13.42,1.41189,1.60991
-4.40119,-11.1498,0.752131,1.534
6.19295,12.38,2.55032,4.21551
1.43803,3.54756,1.12743,1.66854
-9.60333,26.5127,8.20458,14.94
-10.3674,24.4686,4.08041,4.61923
1.23229,-28.0102,1.86534,4.33008
-0.684964,-3.37744,0.335302,0.669761
4.69393,-0.124932,8.98798,8.34485
-0.74823,-3.59595,0.854497,2.93244
-7.63312,12.1811,8.59042,11.6964
-6.48026,-3.02671,2.16398,1.61312
-0.985926,-5.07937,1.26775,4.00239
-4.54443,6.74753,3.38602,8.28292
-5.11952,8.66175,2.89054,9.41638
-1.33865,-4.34348,0.355886,1.27617
-0.579858,-3.03804,1.01529,1.71768
-2.10274,-4.40565,0.776791,0.479018
4.15168,4.34809,1.54843,2.32571
-6.42277,8.27152,4.35926,5.79095
-7.60284,12.5693,2.61217,5.05352
-4.38316,32.4791,5.04662,13.8444
10.2846,17.6128,2.85771,4.06428
7.72107,-4.88318,3.29663,5.49681
2.27932,-13.5125,0.811437,1.56602
-1.34845,-2.53598,1.03588,1.29866
0.322863,3.16205,1.06252,2.45314
-20.5614,-22.4098,3.55108,9.69746
-0.646624,9.03286,0.836693,2.26271
-5.97504,18.6239,4.46519,7.36289
1.594,5.99992,1.02114,2.72783
6.72217,17.3441,4.52055,9.4095
-2.47556,13.1385,2.54048,4.81051
-0.722755,0.158038,0.723656,0.860299
-0.498037,-20.5724,0.946918,1.85696
-2.70674,-16.9313,0.596787,2.75626
-0.659666,6.20274,0.831998,1.11512
9.09972,15.627,3.32064,5.09971
14.8795,12.951,17.7405,16.1536
1.43062,18.9818,2.63938,4.96696
-0.500645,-6.0406,0.523838,5.27506
1.59972,10.241,2.06339,7.77305
1.40008,9.58412,2.16807,8.19058
-9.92263,26.1819,4.25564,7.33711
10.033,-0.347798,15.8224,9.01758
0.47826,9.9787,0.585371,1.56055
0.670878,1.12098,1.87882,2.93636
4.08397,12.9696,2.00236,3.04983
-0.0656881,0.857989,0.944057,1.90304
-2.7872,20.3537,5.49466,8.1686
0.410702,3.1832,1.94342,3.87988
-5.06076,5.70829,4.07858,5.61116
-0.376339,-0.97496,0.448627,0.430478
-9.69017,19.3832,4.01564,8.05824
-9.23207,21.9376,2.33742,3.07295
-3.27036,11.4273,5.77728,8.36937
-8.10347,-7.07857,1.17125,3.05972
-8.61271,19.933,2.21988,3.20461
0.106678,-0.792674,0.374595,0.965557
-1.41633,2.13619,0.922901,1.17668
-6.20653,-3.04519,2.51951,1.39291
-2.54741,15.7192,8.61027,12.6443
7.33864,45.1478,15.2799,13.5147
-2.82182,3.20978,2.9819,4.58283
1.18785,2.77738,2.3692,7.01329
-0.125302,-1.00229,1.28004,0.781136
10.6788,3.81165,18.4339,17.5149
-6.52089,21.4495,2.42017,4.11799
-1.25255,-1.69011,0.856812,0.633768
-3.83878,-3.53444,3.01809,4.10611
-0.0168065,0.116926,0.130197,0.540479
-1.43289,-5.27206,1.30347,2.16364
-1.14753,0.617989,0.40553,0.0867185
-0.528886,13.2932,0.960574,3.5376
-12.2237,18.8465,4.67381,9.78814
-1.53969,13.3128,1.16047,3.09288
-15.9948,-3.20507,5.52312,2.83926
-5.38089,8.20453,3.30891,6.26808
-1.69136,-0.957319,2.0506,1.57153
-7.87786,16.4906,5.98274,7.01026
-2.353,-9.73757,1.03642,3.02566
-8.13744,-21.2961,1.40854,1.19837
-1.21307,-1.28167,0.967784,0.515488
2.38548,20.6645,4.55856,7.38661
-2.44328,-6.55306,1.3386,2.55384
0.213317,8.59645,1.08426,1.61947
-10.2423,17.6886,5.34599,10.6993
0.431062,3.04415,1.20416,2.84752
-1.12054,-6.88727,0.765282,1.47905
-0.762828,-2.32811,0.787557,3.1968
-1.93817,23.8844,1.67309,4.90426
-9.82451,21.5136,2.52894,3.60233
5.59926,-15.8285,1.83422,4.60715
-0.411294,-0.114269,0.469787,0.538667
0.74321,-1.6044,0.568049,1.29117
-6.28395,23.4286,3.07405,7.17109
-12.0316,30.2287,3.01904,6.44892
-4.7529,24.8177,6.6457,11.96
2.33698,21.915,5.30349,10.7795
-1.65315,5.59003,1.55113,8.10029
-0.656844,-2.10538,0.440474,0.909276
-0.208302,-1.88356,0.61489,1.50411
0.0118422,-1.11357,0.552586,1.01623
8.46513,14.3457,1.4521,2.00987
-3.03477,-18.8128,0.595389,2.76598
-3.59555,4.10471,2.18123,3.39543
5.09203,-5.75431,0.775671,2.12735
-12.366,15.9721,4.51959,3.91572
3.90819,0.0435308,7.62922,4.70713
0.0356986,-0.0750502,0.155852,0.275527
-4.82393,-1.21979,4.81169,12.7955
-5.62176,2.91101,2.85598,7.68247
-0.366246,6.03748,0.74863,1.36508
-9.44181,20.7335,2.34451,4.77374
-0.233005,-1.1765,1.09746,2.48376
-22.3856,32.5826,4.67769,6.75978
-5.32677,-9.00414,1.09977,1.8712
-0.838959,-1.87588,0.895847,2.09519
-2.01345,11.2705,2.4833,6.20452
1.16422,4.58889,1.35772,3.7873
-15.7977,45.4224,4.15073,11.0429
-2.52416,3.66849,4.39298,5.18009
0.991699,-4.18079,0.792644,2.11296
-1.9985,-5.89047,2.55109,4.41114
-3.97743,5.26852,2.48188,3.56707
-0.0224422,-0.0140898,0.112747,0.111453
1.59037,13.2731,0.769439,2.68374
-2.9704,-1.43933,2.20789,2.93504
-0.65555,-4.99435,0.453885,2.00945
-9.37884,-5.75503,1.86054,2.80539
-8.55606,17.857,4.18116,5.09069
-6.74923,-20.9104,4.54158,4.54778
3.37759,10.4357,4.80459,13.4012
2.47342,1.91887,2.2022,2.71844
-0.234161,0.681167,0.745276,1.75951
-0.042411,1.93355,2.29966,4.42622
-0.531825,-14.2508,0.921166,3.9347
-14.4723,-16.1976,1.35483,5.68211
-0.658604,-0.648977,0.745065,1.02776
-0.852451,-0.972418,1.0936,1.95891
-0.390924,-0.370925,0.70974,0.624093
-0.0277742,-29.2005,1.85787,3.11859
-9.83447,24.7727,4.00576,7.4808
5.59686,4.55246,4.25986,6.04709
-10.7761,30.3821,3.28689,9.95896
-2.4074,-0.744512,1.12575,1.23325
-1.4199,-0.683028,1.29894,4.05898
1.20532,0.376976,2.61282,2.65572
0.507226,-0.926114,0.39739,0.544345
-10.334,24.5031,5.99056,15.794
-15.018,0.403246,4.38121,5.94931
-7.22927,22.0156,3.84358,6.16698
-0.433162,-3.21686,0.646017,1.12097
-3.94777,18.8485,3.86525,5.6048
3.73945,10.7307,0.818942,1.77747
0.963765,11.0708,0.776409,2.08742
5.69914,16.2692,1.98666,4.32486
-1.59543,-8.49815,0.499852,2.77105
6.97702,6.17509,5.09448,7.33972
-7.20059,25.4878,3.1541,6.25217
0.383346,-4.11688,1.10936,1.79105
-0.431801,1.00377,0.541487,0.430527
-6.53704,16.6777,8.15227,13.6857
-7.40715,22.5659,6.42173,15.4432
2.3601,13.921,2.82121,5.44443
-10.942,17.5396,4.48868,8.03931
-1.23194,11.6013,2.11793,7.1085
-6.20516,-4.40114,2.41404,3.17208
2.62914,16.1267,1.82926,3.73759
0.265358,12.2383,3.22486,4.54526
-0.665513,-0.574784,0.525768,1.36153
-0.842704,3.88576,1.01409,1.1842
-15.385,-8.78597,5.8411,5.35656
4.7562,12.4468,2.59053,7.28318
-13.3429,-19.5116,4.39741,4.54959
0.911291,-0.0628385,1.13002,2.75889
0.641831,3.36059,0.681061,2.77895
-15.9016,38.7513,9.19291,14.375
1.00227,-3.06591,0.55943,0.550758
-0.604241,-3.72892,0.64643,1.89682
-1.80032,-11.5172,0.817102,2.4327
1.30123,4.90995,1.95361,4.83632
-4.67457,-20.8866,3.12362,11.0021
-0.979053,7.3431,2.21554,4.51764
0.331174,7.03715,0.941987,1.47651
17.4395,42.1532,5.05807,10.5221
-0.289717,-2.24026,3.02759,6.37964
-3.93865,-9.58162,1.14735,2.30388
-2.5701,-4.27114,1.05787,1.36742
2.23406,15.2014,2.37439,6.39664
-6.58362,17.9844,1.73866,4.31832
-0.679063,2.00915,0.581275,1.37866
2.2616,15.2332,2.88949,5.97783
-0.280834,-1.71517,0.690182,1.2591
-5.32949,12.5146,5.48763,10.9958
-4.05492,-30.6068,1.13692,2.23194
-0.601855,12.438,0.632896,1.69672
-3.22487,-15.3744,0.913661,3.6005
-8.54025,5.70842,3.02416,8.07389
-4.13215,-8.78332,0.896485,3.0888
-2.94622,0.493048,2.16609,4.62479
-1.81557,-4.90357,1.79902,5.19634
8.77257,2.43335,2.86519,4.67437
5.62614,10.5603,3.05957,6.22294
0.0929442,-0.0125758,1.66203,3.08813
-5.10923,14.8506,2.35853,2.54833
1.4487,7.22346,2.77841,4.68718
-0.714426,5.39818,2.63492,6.22907
2.57077,1.20508,3.72662,5.93841
-3.35041,-1.56495,0.609104,1.02837
1.27472,2.43398,2.11678,2.71114
-9.09463,21.3468,3.80719,10.0234
-0.750303,-7.44794,0.90929,2.71699
1.16936,4.74569,0.904902,1.24182
3.31196,2.55028,0.567976,1.00793
-6.01727,13.7621,6.04637,11.3904
-2.05879,-9.47826,0.421441,2.21591
-1.84695,-8.65251,1.07504,6.03506
3.13059,2.98594,4.35934,7.00975
-0.222655,0.876743,0.50269,1.08964
0.243879,-1.19826,0.917798,1.72473
-18.9055,22.1495,5.0113,4.89944
-1.9569,-3.91395,2.60096,4.77075
-1.2557,-2.92759,0.950754,3.60811
-1.64347,2.42775,3.1958,3.79169
-0.113699,0.0698222,0.198902,0.233875
0.281417,7.56993,1.41273,5.20295
-5.076,10.9593,4.19669,9.93087
0.440681,-2.42387,1.26837,4.38933
-1.21163,-0.190233,0.80113,0.486402
-3.67585,10.4514,5.1503,10.1674
-0.869391,-2.06532,0.845602,2.13716
-0.409721,7.32094,1.82389,7.51598
-0.448669,-4.22188,1.15358,2.26177
-4.54481,13.9886,4.21425,8.92713
-3.28799,19.0422,7.54134,8.07029
0.252692,-10.0443,0.479506,2.35812
-0.470934,0.863713,1.14863,1.76209
-17.2884,-23.8896,2.78085,7.25836
-1.04528,-2.816,0.61807,2.68438
-2.84057,-15.623,0.720371,3.58491
-6.1821,-7.52686,0.650661,0.607268
-1.00416,15.5696,1.85317,3.09666
-0.356834,1.64069,0.862948,2.77541
0.316349,-0.290908,0.393256,0.465744
-0.0804072,-0.892741,0.331704,1.15214
-5.59504,-20.9598,1.07507,4.83237
-4.37712,11.4338,3.02246,5.37282
-0.575561,-1.23518,0.396574,0.458182
0.408064,5.37362,1.1102,3.59136
2.47783,21.7536,3.26711,6.97113
0.350491,1.5457,2.46334,7.20031
-1.80876,-14.3867,0.976347,2.1373
-0.17777,3.95844,0.866929,2.5221
-3.68446,-1.20144,1.33618,0.859836
7.96245,11.843,3.59138,5.16247
0.588426,-11.6853,1.43473,5.01866
-0.0263,5.61515,1.02758,2.16119
2.0406,16.7589,4.64133,8.35505
0.13435,-0.520637,1.06994,1.08599
-1.63248,7.57705,3.25133,4.84168
-2.15821,0.445522,2.34084,4.82179
2.40562,-10.7035,0.744629,1.29183
2.81682,13.3999,0.553713,1.60803
-3.68043,-6.6092,0.747135,2.54126
-0.0029735,-0.674667,0.477473,0.546242
0.35913,-0.16654,0.761411,2.78635
5.26976,10.6998,0.974763,1.89446
-0.11525,-3.65205,0.908868,1.60286
-10.4,18.9687,3.73821,5.16744
-1.49248,6.74101,2.16484,5.48425
-1.4304,2.22407,0.629148,1.62877
0.080784,5.76904,0.562469,0.893738
0.00363637,-0.00445355,0.329825,0.272896
3.64283,5.57755,1.09938,1.83155
10.9958,29.43,5.96813,8.00724
0.336663,-5.16487,0.885725,1.35625
-2.42753,7.24459,2.68091,7.61709
1.60264,4.87916,1.5708,6.05135
-1.91247,7.20948,2.54233,7.00955
-0.115602,-2.56693,0.912444,1.13207
-3.79196,10.6335,2.29433,4.36651
-1.72331,-3.12064,0.367309,0.38405
-1.64758,7.82061,6.26891,13.6831
4.5394,3.99172,4.61661,10.4156
3.04126,17.3332,3.1382,6.1447
-7.28726,24.9783,3.40724,9.34987
-3.6881,-1.81396,2.34748,4.05527
0.0594688,11.42,2.62076,6.56541
5.92061,20.2057,2.4176,2.73425
-11.1,9.30647,3.85329,4.24765
0.0945047,-0.00101242,0.260191,0.312149
4.57554,8.27425,1.8875,3.58872
1.38737,5.32982,2.28317,5.46293
1.95108,-20.8525,0.776758,4.59752
2.65759,6.26645,2.10331,4.83781
-12.2965,21.2547,2.54325,3.46086
0.198372,-0.18998,0.455983,0.603332
13.1564,23.0598,5.26934,9.18144
1.0503,1.34197,3.02258,3.36636
-0.358871,-0.924079,0.635241,1.16117
-0.596281,11.6368,5.95803,11.3099
0.610266,-3.59744,0.619186,3.04569
-5.10201,6.78093,5.13363,13.0237
-1.27244,-3.47043,0.622567,0.825877
-0.553907,0.762732,2.0525,2.63572
5.16036,5.90338,3.14448,3.99549
0.0339975,14.3116,0.985323,3.74234
0.973966,6.00051,1.08444,2.4247
2.1189,18.3188,1.08439,4.87914
0.429151,-3.97794,0.55782,1.23492
-1.74281,-33.7991,5.18177,5.20101
-0.776052,14.0141,3.34591,5.04807
-3.41133,17.5154,3.85232,10.1051
-0.364024,3.05668,2.30455,6.42284
-10.2269,11.0418,4.62964,7.42479
0.425384,-0.828709,0.345608,1.49642
0.309504,-0.704135,0.288343,0.593083
-3.22966,-6.59378,1.32246,4.80499
3.41106,1.06645,2.82673,2.89366
-3.00296,-15.0192,0.883514,3.41011
-4.92856,-1.48423,2.82692,10.5823
1.04266,11.9537,1.01225,4.18354
0.525608,-2.71213,0.803419,3.05555
6.7417,4.72496,4.19768,4.54663
-1.45235,-9.43269,1.24581,1.82518
1.22074,4.12497,1.58267,2.6378
-7.62151,-16.5684,1.09933,1.9956
-1.41388,9.11667,1.29353,4.37146
-3.85365,18.4174,5.52159,14.6585
-1.08161,3.29084,2.28251,5.00026
0.901056,-1.81448,0.500687,1.61954
0.300275,-1.78722,0.281479,1.06921
-19.7214,-15.4136,9.92867,9.02115
-0.991508,1.60584,3.08303,4.79949
-1.27654,-0.0999927,0.91545,2.14472
2.24937,-5.59832,5.91891,12.8254
-16.9592,23.8783,3.37282,7.79862
-3.78604,-3.17664,3.69818,7.12353
-10.115,16.8316,6.25228,11.9482
-1.18239,-1.62202,0.583508,0.499288
-6.3044,-20.8114,0.652534,2.24686
-0.465607,-1.60833,0.665865,3.18974
0.77042,12.1196,5.07399,8.80782
-1.52155,-7.9125,1.05197,1.87355
-1.65491,-8.65722,0.543991,4.57749
-2.75097,10.8268,5.57299,5.40328
0.689097,3.33302,2.09336,3.61823
-4.18673,14.989,4.72978,7.53769
-3.84708,-6.18972,1.62514,3.1184
-0.263565,0.707551,1.21732,2.76209
0.141675,-3.18564,0.420451,1.42447
-0.596291,-12.351,0.636319,3.33847
2.95488,5.53717,2.40251,2.63899
-1.7914,18.5936,1.72843,4.27018
0.521148,1.28635,1.0305,2.51795
-3.06922,-0.419844,0.673639,1.49844
-1.2341,4.07672,1.71963,4.23249
4.71695,12.7152,2.19977,4.19047
-4.15299,-15.2265,1.4724,2.19196
-1.5149,6.42362,3.06171,7.90399
-6.28027,20.3017,3.25545,7.7788
-2.66256,-3.23984,1.38686,2.44776
-1.87085,2.27615,4.51525,9.02246
