jannis/table2.V29,jannis/table2.V38,jannis/table2.V41
0.820833,1.0,0.188988
0.277083,0.605556,-0.317268
0.279167,0.311111,3.32091
0.0791667,0.361111,0.337245
0.252083,0.438889,-0.0547958
1.0,0.360417,-0.141177
0.305556,0.425,-4.78399
0.797917,0.191667,0.946591
1.0,0.25,0.409585
0.7125,0.352778,-0.017942
1.0,0.691667,-1.33588
1.0,0.916667,0.223759
1.0,0.147222,0.292153
0.333333,0.558333,0.814372
0.991667,0.235417,2.3504
0.91875,0.447222,0.442178
0.310417,0.633333,-1.0834
0.114583,0.363889,0.45229
1.0,0.302778,0.352291
0.05625,0.544444,0.341134
0.375,0.569444,1.21511
1.0,0.0333333,0.183911
0.9875,0.722222,-1.17306
0.191667,0.305556,0.387565
0.09375,0.533333,-0.793746
1.0,0.609375,-1.22849
0.1125,0.641667,-7.3911
0.819444,0.2875,-0.147053
0.24375,0.460417,1.15011
0.141667,0.329167,2.25204
0.172917,0.127083,9.98239
1.0,0.133333,1.64014
0.7125,0.805556,3.54013
1.0,0.383333,-0.442838
0.366667,0.60625,0.374785
0.316667,0.605556,-2.07963
1.0,0.152778,0.0694143
0.214583,0.625,1.3083
0.994444,0.625,0.416943
0.711111,0.691667,-0.111113
0.445833,0.533333,-0.124925
0.1375,0.3,2.14303
1.0,0.352778,0.992472
1.0,0.125,-0.0243347
0.141667,0.429167,0.716959
1.0,0.255556,-0.118457
0.0791667,0.139583,0.272118
0.188889,0.236111,2.92074
1.0,0.169444,0.453276
0.7625,0.55,0.227315
0.434375,0.369444,0.583956
0.1375,0.48125,0.567852
1.0,0.355556,0.54676
1.0,0.141667,1.35198
0.679167,0.230556,-0.265874
1.0,0.20625,1.17976
1.0,0.275,-1.31795
1.0,0.0722222,0.339334
1.0,0.586111,2.51041
0.622917,0.355556,1.628
0.5375,0.447222,-0.670827
0.960417,0.802778,-0.103678
1.0,1.0,0.0771383
0.233333,0.739583,0.0153711
0.391667,0.225,2.24554
0.439583,0.2,-0.697512
0.163889,0.286111,1.05394
0.421875,0.158333,-4.6589
0.147917,0.627778,2.40783
0.927778,0.202083,0.0121631
0.43125,0.266667,-2.76728
0.09375,0.672917,0.38271
0.161111,0.261111,-0.742527
1.0,0.0722222,2.20088
0.236111,0.177778,0.586643
0.839583,0.177083,-0.327873
0.802083,0.7375,-0.0964768
0.23125,0.2,0.144204
1.0,0.236111,1.36044
1.0,0.29375,0.920903
0.408333,0.195833,0.704105
0.358333,0.289583,0.195925
0.13125,1.0,0.890895
0.896875,0.222222,3.67669
0.202083,0.23125,1.33442
0.175,0.488889,3.61277
0.666667,0.1,5.96602
0.0854167,0.0888889,-1.27424
1.0,0.405556,0.92682
1.0,0.477083,0.675792
0.369444,0.547222,0.485035
0.997917,0.405556,-1.57293
0.813889,0.435417,0.633163
0.560417,0.0777778,-3.46921
1.0,0.333333,-0.499576
0.604167,1.0,-0.0695748
0.133333,0.0777778,-0.432793
0.163889,0.0916667,-0.417482
1.0,0.308333,-1.8308
1.0,0.75,0.517358
0.458333,0.20625,0.0371504
0.741667,0.1125,0.361644
0.458333,0.3,3.18941
0.802083,0.158333,-0.223636
0.93125,0.172222,-0.187297
1.0,0.794444,-0.590766
0.289583,0.127083,0.18041
0.644444,0.745833,0.985125
1.0,0.255556,-0.0205434
0.395833,0.244444,2.57459
0.515625,0.308333,2.1904
0.0729167,0.541667,0.990596
1.0,0.372222,2.63054
0.15,0.609375,-19.6372
1.0,0.141667,-1.0265
0.364583,0.205556,0.215194
0.264583,0.645833,0.893152
1.0,0.366667,2.09484
0.833333,0.1875,0.777892
1.0,0.620833,0.963581
1.0,0.359375,1.17512
0.4,0.219444,0.124831
1.0,0.270833,1.01164
0.222222,0.461111,0.619478
0.241667,0.9125,0.121489
1.0,0.830556,0.496315
1.0,0.372222,-1.73218
0.25625,0.164583,1.19048
0.285417,0.258333,0.111897
1.0,0.0694444,-0.391341
0.566667,0.125,2.74651
0.110417,0.508333,7.6875
0.0625,0.727778,4.66856
1.0,0.505556,2.0564
0.327083,0.819444,-0.640558
0.7,0.29375,0.452061
1.0,0.886111,0.519012
0.0979167,0.3,-0.0714878
1.0,0.228125,1.00495
0.416667,0.872917,0.149075
0.997917,0.677778,0.351747
0.183333,0.433333,-3.25689
0.345833,0.0638889,0.322531
0.458333,0.69375,-0.879696
0.0854167,0.336111,3.26994
0.1125,0.513889,0.100552
1.0,0.169444,-0.847849
0.369444,0.191667,-0.324556
0.214583,0.3,0.851927
0.736111,0.397917,-3.41024
0.2375,0.816667,3.94041
1.0,0.25,2.24354
1.0,0.302083,-0.218842
0.1625,0.222222,1.52838
0.0770833,0.185417,1.18157
0.841667,0.652778,-0.0776445
1.0,0.572222,1.79585
0.577083,0.55,-0.537305
1.0,0.483333,3.74825
1.0,0.316667,0.691684
0.795833,0.252778,-4.06923
0.76875,0.258333,-0.84612
0.179167,0.25,-2.70006
1.0,0.283333,-0.552385
0.133333,0.669444,1.09562
0.319444,0.302778,1.62276
0.216667,0.130556,0.117692
0.877083,0.254167,1.72089
0.385417,0.413889,0.605303
0.683333,0.725,2.41082
1.0,0.244444,0.346268
0.172917,0.49375,0.870573
0.508333,0.4875,-0.633088
0.322222,0.277778,-0.467486
0.76875,0.084375,0.293101
1.0,0.277778,0.295646
1.0,0.927083,1.99211
0.313889,0.314583,3.59768
1.0,0.130556,0.149297
1.0,0.816667,5.80587
0.88125,0.3125,0.478321
1.0,0.366667,1.3523
0.977083,0.438889,0.493938
1.0,0.161111,0.0757799
0.677083,1.0,-0.138452
0.20625,0.325,0.0528797
0.15625,0.0388889,-0.938568
0.130556,0.0972222,3.33083
0.127083,0.141667,0.471323
0.04375,0.108333,-0.127032
0.1625,0.238889,-4.72828
1.0,0.208333,3.19626
0.0416667,0.340625,2.77207
0.0708333,0.497222,-0.984107
0.358333,0.686111,-0.234163
0.29375,0.580556,1.46098
0.6375,0.183333,-0.47675
1.0,0.0527778,0.64053
1.0,0.383333,-0.558662
0.494444,0.263889,1.82857
0.488889,0.261111,1.27457
1.0,0.2125,-0.872555
0.579167,0.63125,1.20599
0.714583,0.286111,0.895162
1.0,0.305556,-0.349492
0.289583,0.279167,1.5504
1.0,0.691667,1.91326
0.427778,0.839583,-0.0815242
0.247917,0.366667,1.65479
1.0,0.864583,0.232037
0.164583,0.858333,1.44522
0.229167,0.416667,-0.568783
0.233333,0.158333,0.726493
0.195833,0.308333,1.84014
1.0,0.0944444,2.19666
0.539583,0.244444,1.41646
0.56875,0.304167,-1.6404
0.510417,0.28125,0.917395
1.0,0.416667,-0.217419
1.0,0.435417,1.90096
0.216667,0.129167,0.321431
0.347222,0.488889,0.661833
0.0604167,0.85,-0.477419
1.0,0.465625,1.07135
0.233333,0.904167,-0.655413
0.116667,0.125,-1.8799
0.108333,0.0722222,2.96116
0.138889,0.302778,2.96074
0.229167,0.428125,5.22226
0.808333,0.154167,1.73369
0.269444,1.0,0.765849
0.0270833,0.68125,0.119869
0.075,0.233333,-1.31139
0.791667,0.186111,0.332459
0.338889,0.0916667,0.675903
0.170833,0.119444,-0.430343
1.0,0.16875,-0.243206
1.0,0.45,0.953938
0.527778,0.578125,1.20755
0.397917,0.783333,0.112808
0.345833,0.547222,-0.185957
1.0,0.175,-0.688557
1.0,0.366667,1.5542
0.964583,0.630556,2.21687
0.0604167,0.502778,-2.27977
1.0,0.140625,4.15613
0.3,0.619444,0.00656666
1.0,0.108333,3.91134
0.1375,0.375,-0.713406
0.285417,0.371875,1.4531
0.713889,0.0416667,-0.176217
0.333333,0.636111,13.1166
0.795833,0.141667,-0.0734561
0.5625,0.391667,1.20822
0.366667,0.294444,0.0827376
0.925,0.141667,0.641371
0.0875,0.310417,1.22828
0.716667,0.596875,0.589242
1.0,0.291667,6.17776
1.0,0.488889,1.32868
0.779167,0.144444,-1.76231
1.0,0.544444,-0.292233
0.611111,0.144444,-0.415409
0.2125,0.125,0.370952
0.872917,0.860417,-4.66944
0.358333,0.335417,1.534
1.0,0.330556,1.24746
0.14375,0.44375,19.5339
0.4875,1.0,0.206713
0.375,0.108333,2.00843
0.386111,0.241667,1.81292
0.839583,0.135417,0.130341
0.747917,1.0,-0.374552
1.0,0.485417,0.812379
0.204167,0.0972222,0.912299
1.0,0.360417,0.255442
0.119444,0.597222,2.59203
1.0,0.244444,0.101673
0.295833,0.136111,0.20605
1.0,0.353125,4.79935
1.0,0.25,0.0451722
0.0520833,0.135417,0.322464
0.736111,0.308333,-2.00154
1.0,0.133333,0.807717
0.347917,0.127083,-0.0513999
0.722917,0.269444,2.00782
0.294444,0.4,0.963068
0.125,0.410417,0.222686
0.347917,0.269444,-1.47956
0.322222,0.119444,-0.551181
1.0,0.155556,-1.21796
0.4375,0.666667,0.483602
0.364583,0.502083,4.10045
0.127083,0.194444,3.0025
1.0,0.305556,-1.40399
0.114583,0.502083,1.50083
0.304167,0.379167,3.0407
0.154167,0.135417,0.284328
0.666667,0.90625,1.56439
0.20625,0.402083,1.71816
0.252778,0.177778,1.0825
0.13125,0.275,-2.14275
0.138889,0.647222,1.67419
1.0,0.439583,-6.66868
1.0,0.261111,-0.545528
1.0,0.497222,-0.492184
0.360417,0.20625,0.755643
1.0,0.444444,-0.25002
0.977083,0.516667,-0.503668
0.38125,0.866667,-0.116845
0.102083,0.0833333,3.52568
0.279167,0.222222,-1.06514
1.0,0.402778,1.27572
1.0,0.5,1.05189
0.883333,0.683333,-0.37697
0.0916667,0.227083,0.191053
1.0,0.125,0.229545
0.308333,0.377083,0.895337
0.0854167,0.588889,1.84262
0.472222,0.819444,0.863621
1.0,0.26875,0.0752241
0.827083,0.6375,-0.483571
0.302083,0.666667,2.65544
0.25625,0.511111,1.68002
0.330556,0.0777778,0.277498
0.589583,0.327778,0.731374
0.827083,0.30625,0.0775709
0.675,0.25625,-1.42988
1.0,1.0,1.40219
0.197222,0.461111,1.49886
1.0,0.95625,0.866427
1.0,0.361111,-1.29905
1.0,0.375,-0.100129
0.55625,0.194444,1.83178
1.0,0.605556,-1.58871
0.410417,0.7875,-0.922203
0.266667,0.196875,1.39146
1.0,0.530556,-0.405253
1.0,0.197222,-0.0193408
0.55,0.225,1.38186
1.0,0.447222,1.51683
0.322917,0.263889,-1.12486
1.0,0.161111,1.14373
0.263889,0.141667,-0.0303963
1.0,0.227778,1.93668
0.0722222,0.127778,1.8091
0.18125,0.0833333,0.621289
0.7375,0.194444,-1.06934
0.883333,0.4,-1.12554
0.95625,0.4625,0.0734377
0.4,0.8,0.592275
0.51875,0.175,0.385221
0.3,0.158333,1.51331
1.0,0.30625,-0.713454
1.0,0.254167,2.3339
0.244444,0.525,-0.518335
0.302778,0.1,0.129635
0.78125,0.716667,-0.941099
0.5,0.180556,0.392361
0.397917,0.552083,0.940228
0.175,0.345833,-0.0201077
1.0,0.180556,3.89821
0.947917,0.172222,-0.109808
0.11875,0.336111,0.898761
0.264583,0.294444,-0.848777
0.361111,0.255556,0.693906
0.127083,0.683333,0.215239
0.0895833,0.736111,1.55022
0.289583,0.325,0.357732
0.0541667,0.108333,-0.226046
1.0,0.777083,0.700541
0.161111,0.697222,-0.548874
0.183333,0.171875,7.47408
1.0,0.5,4.62731
1.0,0.616667,0.387456
0.0604167,0.0916667,0.714386
1.0,0.56875,1.05297
0.108333,0.247917,0.664253
0.464583,0.186111,-0.467388
1.0,0.360417,-0.615835
1.0,0.125,0.428888
0.0979167,0.391667,1.49519
1.0,0.135417,3.27706
0.135417,0.679167,1.23804
0.439583,0.339583,-4.61438
0.108333,0.270833,-3.77849
0.141667,0.0791667,0.752766
0.169444,0.216667,-0.569663
0.55,0.672222,-1.70524
0.0541667,0.561111,0.629145
0.1125,0.475,0.676259
0.0729167,0.741667,-0.0253623
0.825,0.697222,0.453219
0.897222,0.344444,-0.444951
0.175,0.691667,1.16679
0.46875,0.133333,0.577366
1.0,0.497917,-0.43642
0.416667,0.838889,-0.957881
0.3625,0.683333,0.763188
1.0,0.375,0.976936
0.780556,0.596875,1.9541
1.0,0.0805556,1.31645
0.170833,0.508333,-0.346853
0.525,0.291667,0.185292
0.214583,0.6,0.15096
1.0,0.641667,-0.341666
0.160417,0.194444,4.67759
0.929167,0.275,-0.126369
1.0,0.35,3.34524
0.114583,0.180556,0.562092
0.875,0.355556,-1.45424
0.241667,0.141667,-0.110917
0.0979167,0.188889,0.279465
0.116667,0.236111,0.674971
0.688889,0.225,-0.0705167
0.15625,0.316667,0.498185
0.302083,0.729167,0.126069
0.341667,0.180556,0.876054
0.947917,0.538889,-0.234171
0.589583,0.227778,1.10384
1.0,0.05,-0.619872
1.0,0.139583,0.299731
1.0,0.505556,-0.403061
1.0,0.975,-0.365491
1.0,0.402778,-0.494319
0.25625,0.511111,0.2138
1.0,0.922917,1.15357
1.0,0.48125,1.1993
1.0,0.55,-0.354037
0.88125,0.288889,2.18025
1.0,0.18125,0.201597
0.916667,0.402778,0.37249
0.758333,0.410417,1.06732
0.3,0.213889,-5.51604
0.522917,0.563889,-0.499284
0.154167,0.10625,-0.700418
0.377778,0.147222,0.965774
0.0520833,0.247222,0.934795
0.947222,0.25625,0.352693
0.497222,0.18125,-2.93093
0.572917,0.647917,2.1988
0.175,0.266667,3.53768
0.19375,0.45,1.289
0.569444,0.15,0.0233385
1.0,0.275,1.91323
1.0,0.410417,1.96942
1.0,0.233333,-0.506171
0.71875,0.104167,0.751265
0.34375,0.447222,0.222941
0.1,0.558333,-0.749542
1.0,0.819444,-0.0509717
0.620833,0.575,1.2022
1.0,0.244444,0.2934
1.0,0.319444,-0.268126
0.754167,0.11875,1.89053
0.152083,0.0361111,-0.963235
0.35625,0.38125,1.33716
0.654167,0.335417,-0.820389
0.333333,0.177083,-0.0496473
0.335417,0.145833,-0.844844
0.161111,0.266667,-0.160181
0.229167,0.930556,-0.0978394
0.23125,0.35,0.721979
0.539583,0.577083,0.0347063
0.0854167,0.377778,2.76251
0.122917,0.120833,1.81793
1.0,0.283333,1.63301
1.0,0.383333,1.19205
1.0,1.0,-1.0062
1.0,0.244444,1.43797
1.0,0.308333,0.133825
0.170833,0.222917,1.04418
0.384375,1.0,0.285467
0.958333,0.0916667,-0.00871984
0.670833,0.475,-1.03435
0.33125,0.0916667,-0.316389
0.672222,0.491667,0.195407
0.454167,0.866667,1.01848
0.48125,0.794444,-2.2395
0.841667,0.227778,1.02766
0.1375,0.259375,-0.00606919
0.14375,0.76875,0.122105
0.244444,0.213889,-0.120079
0.408333,0.222222,2.54393
0.479167,0.458333,2.06352
0.772917,0.580556,0.20289
0.7,0.180556,0.767797
0.297222,0.702083,-1.55902
0.129167,0.264583,-0.216915
1.0,0.8375,1.82976
0.366667,0.344444,-0.807587
1.0,0.283333,-0.47213
1.0,0.396875,-0.0598869
0.522917,1.0,-0.143875
1.0,0.696875,0.243791
0.170833,0.291667,0.450533
0.2375,0.3375,0.47015
0.966667,0.410417,-1.88836
1.0,0.291667,1.5249
1.0,0.483333,-0.828995
1.0,0.125,0.62705
0.666667,0.263889,0.308244
0.219444,0.986111,0.144972
1.0,0.286111,0.385313
0.564583,0.488889,0.397362
1.0,0.185417,0.0994249
0.458333,0.894444,0.0416762
0.130556,0.275,0.618677
0.397222,0.372222,0.520691
1.0,0.683333,-0.231112
0.1125,0.386111,15.0687
1.0,0.5375,0.929297
0.597222,0.461111,0.371006
0.141667,0.15,-0.114559
0.375,0.216667,0.00729641
0.891667,0.225,0.344735
0.139583,0.408333,-0.345948
0.252778,0.0888889,26.9838
0.979167,0.133333,1.20063
0.944444,0.497222,1.1892
0.861111,0.50625,0.6879
0.375,0.916667,-0.430848
0.0638889,0.636111,0.679125
1.0,0.421875,0.460256
1.0,0.575,-0.654795
0.988889,0.420833,0.195973
1.0,0.491667,-0.539535
0.4375,0.130556,2.36942
0.220833,0.663889,-0.372194
0.672917,0.1,-0.217673
0.1375,0.511111,0.9015
0.0354167,0.138889,-0.403355
1.0,0.621875,1.60781
1.0,0.154167,0.679162
0.65,0.144444,-0.283354
0.372222,0.161111,1.54643
0.50625,0.202778,-3.64614
0.23125,0.922917,-1.22641
0.34375,0.270833,-1.47201
0.958333,0.669444,0.876977
0.145833,0.204167,0.363239
0.908333,0.19375,-0.6261
1.0,0.605556,1.42519
0.133333,0.216667,2.28538
0.319444,0.61875,0.524645
0.616667,1.0,1.82929
0.997917,0.275,-0.308321
0.410417,0.135417,2.06707
0.620833,0.177083,3.45206
0.904167,0.166667,-0.161583
0.461111,0.211111,-1.02634
0.179167,0.539583,3.91863
0.308333,0.125,1.31067
0.09375,0.252778,0.163299
0.145833,0.0354167,0.436215
0.895833,0.472222,1.13317
1.0,0.188889,2.58545
0.236111,0.477778,-0.972767
1.0,0.452778,-0.344747
1.0,0.241667,0.565016
0.483333,0.303125,-1.29127
0.838889,0.108333,0.639184
0.252083,0.525,-0.878033
0.205556,0.959375,-0.33077
0.441667,0.158333,0.771405
0.05625,0.252778,4.58723
0.0770833,0.141667,0.954542
0.75,0.397222,0.638504
1.0,0.68125,1.81791
1.0,0.455556,5.16183
0.06875,0.436111,2.07673
1.0,0.0694444,-0.0241869
0.336111,0.177778,1.13053
0.214583,0.736111,0.342971
0.130556,0.09375,-1.07142
0.597917,0.477778,1.78412
0.170833,0.522222,0.544538
1.0,0.15,0.682755
0.0645833,0.227083,1.18623
0.402778,0.121875,0.453988
0.0854167,0.910417,2.94132
1.0,0.852083,-0.814511
0.629167,0.858333,0.317561
1.0,0.553125,0.848375
0.897917,0.71875,-1.59907
0.16875,0.620833,0.288408
0.160417,0.14375,0.948156
0.339583,0.183333,0.910687
0.647222,0.5625,4.46685
0.18125,0.263889,-0.148385
0.136111,0.446875,0.158165
0.0861111,0.813889,1.86707
0.275,0.819444,0.652756
0.254167,0.519444,0.157506
0.3375,0.488889,-0.0432057
0.258333,0.594444,0.145311
0.697917,0.819444,-0.829877
0.202083,0.4,0.383615
0.0854167,0.294444,5.54289
0.0625,0.370833,0.772292
0.2375,0.197222,-0.777745
0.864583,0.627778,-0.653024
0.177778,0.26875,-0.0559328
0.497917,0.35,-1.83726
1.0,0.5125,-0.412815
0.3,1.0,0.855654
0.195833,0.133333,0.0804424
1.0,0.252778,-0.639204
0.804167,0.247917,1.09463
0.664583,0.0722222,-1.67793
0.10625,0.641667,1.88414
0.195833,0.944444,0.909082
0.245833,0.372917,0.409675
1.0,0.970833,-0.936993
0.0645833,1.0,1.70367
0.727778,0.34375,-0.305084
0.39375,0.202778,0.65782
0.314583,0.580556,0.327332
0.814583,0.302778,1.75502
0.975,0.290625,-0.786782
0.758333,0.236111,-0.00816219
0.19375,0.586111,3.12876
1.0,0.158333,-3.58708
0.758333,0.463889,-0.0973167
0.0791667,0.213889,-0.0814804
1.0,0.25,0.851444
0.216667,0.472222,6.58635
1.0,0.66875,0.424988
1.0,0.238889,0.475277
0.183333,0.125,0.0700618
0.411111,0.358333,0.619052
1.0,0.26875,1.92586
1.0,0.144444,1.17394
0.502083,0.0944444,-0.365079
0.233333,0.275,0.161674
0.0888889,0.516667,0.802741
0.160417,1.0,-0.544208
1.0,0.361111,-0.6704
0.464583,0.791667,1.62835
0.422917,0.283333,0.201974
0.225,0.630556,-0.229501
0.9125,0.5,-1.86743
1.0,0.263889,1.37526
0.25,0.947917,2.90245
0.866667,0.572222,1.94718
0.479167,0.205556,1.80666
1.0,0.885417,-0.162339
0.475,0.859375,0.345512
0.110417,0.36875,0.190802
0.363889,0.315625,-0.274536
0.44375,0.405556,4.92056
0.138889,1.0,0.52345
0.997917,1.0,0.952759
0.191667,0.35625,-0.0833096
1.0,0.380556,1.76415
0.864583,0.264583,1.0618
0.908333,0.264583,-0.476128
0.122917,0.597222,-3.17485
0.91875,0.336111,-0.29735
1.0,0.530556,-1.63793
0.05625,0.464583,-0.905198
0.763889,0.166667,0.322597
0.0791667,0.941667,-0.605958
1.0,0.84375,1.46577
0.48125,0.519444,-2.93382
1.0,0.277083,0.721895
0.4625,0.5125,0.444447
1.0,0.0972222,-1.09945
1.0,0.572222,1.3969
0.25,0.377778,0.306714
0.210417,0.386111,-2.92694
1.0,0.455556,0.738173
1.0,0.716667,5.12037
0.18125,0.302778,0.461491
1.0,0.116667,0.552905
1.0,0.272222,-0.915051
0.183333,0.159375,-0.792879
0.15625,0.244444,0.721644
0.222222,0.741667,0.971986
0.0458333,0.286111,-1.35944
1.0,0.666667,-1.06851
0.463889,0.235417,-0.41954
0.1125,0.880556,1.1206
0.216667,1.0,0.370662
0.572222,1.0,-7.86303
1.0,0.1125,1.60553
0.76875,1.0,0.672952
0.147222,0.233333,11.8008
0.611111,0.308333,0.152568
0.0770833,0.147917,1.2487
0.0729167,0.163889,1.31365
0.658333,0.480556,-0.104414
1.0,0.263889,1.66512
0.0895833,0.363889,-0.642673
0.163889,0.5625,1.30159
0.179167,0.111111,0.378609
0.820833,0.277778,-0.360734
0.0375,0.379167,3.97792
0.0708333,1.0,2.00477
0.522917,0.563889,1.32609
1.0,0.541667,0.554556
1.0,0.219444,0.251423
0.144444,0.121875,2.25943
0.170833,0.647222,1.21048
1.0,0.583333,3.67012
0.385417,0.075,-0.288043
0.329167,0.391667,-0.0463775
0.794444,0.286111,-1.39584
0.116667,0.127778,1.98369
0.177083,0.6625,2.55011
0.23125,0.441667,0.206874
1.0,0.0444444,4.1547
0.28125,0.277778,0.128259
1.0,0.302778,1.05096
0.6625,0.138889,1.56167
0.222222,0.377778,0.903986
0.333333,0.216667,-0.095059
1.0,0.202778,1.07858
0.208333,0.291667,-0.335479
0.136111,0.380556,1.05249
0.964583,0.261111,0.811979
1.0,0.495833,-0.122525
0.225,0.505556,-3.71981
0.588889,0.33125,0.130244
0.213889,0.527778,0.369085
0.255556,0.472917,0.964503
0.704167,0.641667,2.19927
0.969444,0.147222,0.234785
0.408333,0.8875,5.03484
0.466667,0.0527778,5.11193
0.502083,0.55,2.83543
0.263889,0.227778,0.855688
1.0,0.85,2.05882
1.0,0.158333,0.680308
0.736111,0.196875,0.788369
1.0,0.425,0.109639
0.91875,0.155556,0.337831
0.236111,0.247917,2.3347
0.275,0.55,-1.10791
0.50625,0.591667,18.4344
0.858333,0.163889,1.02075
0.139583,0.133333,1.67815
0.283333,0.405556,0.226032
0.763889,0.272222,-1.11351
1.0,0.129167,1.88451
0.227778,0.480556,0.954117
1.0,0.73125,0.0358668
0.139583,0.258333,-1.13593
0.235417,0.230556,3.62269
0.145833,0.602778,0.737276
0.958333,0.155556,-0.844896
1.0,0.416667,0.615018
0.222917,0.683333,-0.422604
0.230556,1.0,-0.107665
0.16875,0.45,-0.854342
0.375,0.391667,2.54533
0.163889,0.158333,-0.186069
0.920833,0.6625,1.56507
0.847917,0.4125,-0.337846
0.552083,0.302083,0.963452
1.0,0.24375,-0.489637
0.260417,0.663889,-0.846988
1.0,0.0305556,0.829413
0.833333,0.927778,-0.434877
0.216667,0.525,0.897831
1.0,0.327778,0.581284
0.395833,0.519444,0.619353
0.270833,0.390625,1.97775
0.347222,0.305556,-1.00857
0.466667,0.186111,-0.641721
0.166667,0.0777778,5.87134
0.975,0.502083,1.79503
0.18125,0.375,1.3725
0.91875,0.0944444,1.36679
1.0,0.572917,0.565719
0.970833,0.911111,1.16685
0.127083,0.238889,1.71853
1.0,0.914583,-0.495913
0.1125,0.191667,0.208381
0.197222,0.120833,1.6831
0.752778,0.119444,3.14595
0.386111,0.133333,-0.651969
0.35625,0.25,2.91389
0.114583,0.161111,0.577614
