V1,V2,V3,V7,V8
0.160307,0.422917,0.627778,0.560012,0.0254503
0.461134,1.0,0.477778,0.461501,0.0162141
0.960075,1.0,1.0,1.01788,0.0140023
0.171869,1.0,0.290625,0.263707,0.041441
0.0232292,0.304167,0.205556,0.151318,0.0969108
0.572141,1.0,0.872222,0.761783,0.0305363
0.0657176,0.466667,0.210417,0.177845,0.0385699
0.0197164,0.202083,0.155556,0.131837,0.0736718
0.0505534,0.558333,0.1875,0.154852,0.072376
0.203976,1.0,0.433333,0.40355,0.0407411
0.0126678,0.220833,0.122222,0.0997881,0.137506
0.0584838,0.35625,0.316667,0.267208,0.0449238
0.0397222,0.5,0.111111,0.0997285,0.0743007
0.257188,1.0,0.486111,0.425476,0.027069
0.539363,1.0,0.808333,0.664825,0.0168344
0.123119,0.4375,0.344444,0.331908,0.0305993
0.076875,0.44375,0.221875,0.186228,0.0453083
0.0811979,1.0,0.358333,0.455186,0.0922244
0.115544,1.0,0.275,0.182382,0.0637083
0.0212442,0.25,0.225,0.178491,0.090711
0.0260764,0.225,0.366667,0.257791,0.100311
0.0554745,0.505556,0.133333,0.11726,0.0440225
0.055353,0.214583,0.530556,0.460706,0.0496602
0.130306,1.0,0.19375,0.167684,0.0516612
0.141725,1.0,0.361111,0.233551,0.0530829
0.00484954,0.0694444,0.108333,0.0841384,0.136038
0.417222,1.0,0.555556,0.467254,0.0207917
0.439213,1.0,0.644444,0.59154,0.0223595
0.0483507,0.560417,0.205556,0.175988,0.0804309
0.158802,1.0,0.25,0.223054,0.0450785
0.0590856,0.1875,0.861111,0.891758,0.0868756
0.316325,1.0,0.330556,0.31793,0.0219169
0.135017,0.99375,0.375,0.32736,0.0433329
0.105488,0.360417,0.471875,0.41094,0.0377091
0.239149,1.0,0.544444,0.396324,0.0383787
0.36037,1.0,0.494444,0.44711,0.0228353
0.0359896,0.308333,0.197917,0.151034,0.053224
0.0776157,0.45,0.23125,0.190007,0.0383239
0.122824,1.0,0.197222,0.164541,0.0518752
0.178484,0.830556,0.595833,0.457982,0.0399779
0.38581,1.0,1.0,1.22179,0.0363443
0.0979102,1.0,0.177083,0.115576,0.0497373
0.204254,0.879167,0.444444,0.349904,0.0428673
0.0392882,0.177778,0.3375,0.268226,0.054058
0.0432292,0.179167,0.313889,0.265443,0.0436412
0.226319,0.569444,0.635417,0.485687,0.0197658
0.11522,1.0,0.197222,0.13816,0.0546459
0.08489,0.330556,0.679167,0.498749,0.0595814
0.0750521,0.477083,0.188889,0.164003,0.040404
0.0120443,0.125,0.13125,0.121254,0.0875676
0.286341,0.65625,0.55,0.494597,0.0210541
0.65522,1.0,0.725,0.697612,0.0173906
0.0300637,0.319444,0.108333,0.0989782,0.0573628
0.155255,0.208333,1.0,0.899347,0.0405174
0.276458,0.875,0.727083,0.733363,0.0265846
0.50662,1.0,0.588889,0.528083,0.0152266
0.250926,1.0,0.54375,0.384506,0.0305351
0.384648,1.0,0.390625,0.384713,0.0202261
0.0340278,0.4125,0.136111,0.115046,0.0715986
0.113623,0.777083,0.294444,0.217505,0.0402363
0.0480324,0.30625,0.213889,0.177139,0.0480723
0.158351,0.870833,0.286111,0.247618,0.0429777
0.321811,1.0,0.405556,0.32852,0.0217051
0.0632002,0.235417,0.438889,0.348967,0.0444099
0.284861,1.0,0.341667,0.304862,0.022489
0.0688889,0.558333,0.2125,0.161638,0.0371304
0.201522,1.0,0.363889,0.268033,0.0396577
0.064456,0.35,0.269444,0.24223,0.0502783
0.0469336,0.166667,0.428125,0.35942,0.046331
0.0419155,0.404167,0.147222,0.126065,0.0604722
0.0990278,0.214583,0.875,0.835276,0.0436536
0.080625,0.270833,0.35,0.327754,0.0333495
0.0143576,0.51875,0.0583333,0.0326412,0.210802
0.409253,1.0,0.441667,0.414829,0.0176614
0.240874,1.0,0.455556,0.410242,0.0368066
0.122253,1.0,0.134375,0.123023,0.0551177
0.302986,1.0,0.602778,0.405212,0.0336924
0.245637,1.0,0.369444,0.303876,0.0267163
0.0316667,0.219444,0.302083,0.220939,0.0650585
0.136979,0.347917,0.622222,0.486281,0.0233207
0.0877995,0.241667,0.496875,0.435396,0.0313659
0.157587,1.0,0.291667,0.204036,0.0417906
0.505532,1.0,0.808333,0.62061,0.0159005
0.00640046,0.114583,0.0833333,0.0714226,0.12387
0.232934,1.0,0.370833,0.284776,0.0270304
0.0110475,0.14375,0.216667,0.156983,0.100576
0.80467,0.986111,0.970833,0.849545,0.0110035
0.100093,0.641667,0.216667,0.195445,0.040703
0.155926,1.0,0.68125,0.69511,0.0450193
0.20974,1.0,0.241667,0.211411,0.0306542
0.125405,0.963889,0.252083,0.194236,0.0522843
0.359786,1.0,0.366667,0.359936,0.017098
0.171696,0.4,0.622222,0.568427,0.0289528
0.0349016,0.15625,0.308333,0.265062,0.0522301
0.0190914,0.110417,0.225,0.213066,0.0715368
0.608652,1.0,0.638889,0.609896,0.0131115
0.307766,1.0,0.352778,0.317395,0.0218871
0.217054,1.0,0.497222,0.441509,0.0397526
0.192853,1.0,0.308333,0.285646,0.0469617
0.163212,1.0,0.283333,0.252975,0.0463071
0.236678,1.0,0.336111,0.275494,0.0285099
0.235457,0.95625,0.719444,0.692683,0.0440436
0.161192,1.0,0.216667,0.190668,0.0391326
0.0537558,0.3375,0.344444,0.263985,0.0563032
0.440683,1.0,0.835417,0.606871,0.0171766
0.220984,0.8375,0.497222,0.408721,0.0259257
0.178941,0.916667,0.313889,0.28818,0.0351864
0.297311,1.0,0.525,0.361456,0.0280071
0.00270255,0.0666667,0.0555556,0.0473008,0.154176
0.00716435,0.129167,0.0833333,0.0690166,0.109047
0.259206,1.0,0.28125,0.260769,0.0283066
0.233883,1.0,0.286111,0.248055,0.0295187
0.0793692,0.7625,0.180556,0.126468,0.0580386
0.59809,0.960417,1.0,0.941847,0.0215772
0.405613,1.0,0.558333,0.468767,0.018248
0.304236,1.0,0.35,0.306898,0.0226927
0.145365,0.897917,0.272222,0.237034,0.0405669
0.136979,1.0,0.269444,0.195529,0.0455429
0.0162037,0.15625,0.141667,0.118123,0.0767857
0.25918,1.0,0.483333,0.402322,0.0295906
0.14691,0.735417,0.322222,0.264731,0.0330497
0.0644849,0.430556,0.2375,0.174619,0.0403841
0.419161,1.0,0.538889,0.440062,0.0229598
0.0379109,0.269444,0.314583,0.294888,0.0627385
0.377436,1.0,0.769444,0.760715,0.0286257
0.193397,0.408333,0.955556,0.712277,0.0290852
0.0552546,0.44375,0.25,0.165457,0.0546711
0.209566,1.0,0.319444,0.220689,0.0321155
0.530006,1.0,0.638889,0.617211,0.0196648
0.313032,1.0,0.38125,0.373978,0.0247911
0.0384896,0.33125,0.230556,0.201904,0.0571343
0.0638947,0.81875,0.202778,0.180129,0.0643058
0.432627,1.0,0.894444,0.78143,0.0288932
0.019213,0.4,0.0833333,0.0578279,0.120482
0.506401,1.0,0.539583,0.51952,0.0155532
0.22798,1.0,0.297917,0.25522,0.023734
0.236233,1.0,0.277778,0.245839,0.0275593
0.287153,1.0,0.335417,0.297308,0.0190246
0.013287,0.177083,0.0888889,0.0770634,0.0932056
0.0980845,0.927083,0.152778,0.117963,0.0550475
0.4428,1.0,0.496875,0.475631,0.0222013
0.24522,1.0,0.352778,0.269191,0.0263605
0.316892,1.0,0.3875,0.329914,0.0209463
0.0723633,0.677083,0.178125,0.141442,0.0679262
0.0541319,0.591667,0.139583,0.109958,0.0507804
0.0733398,0.74375,0.184375,0.147283,0.0703063
0.170336,1.0,0.266667,0.207074,0.0354012
0.00995949,0.09375,0.163889,0.136075,0.0865776
0.140278,0.211111,0.733333,0.729338,0.0339522
0.0158275,0.410417,0.0888889,0.0652749,0.148446
0.0984954,0.691667,0.225,0.186023,0.046181
0.0668034,0.258333,0.7,0.53057,0.0561349
0.0953704,0.795833,0.188889,0.139508,0.0506675
0.0827018,0.864583,0.14375,0.121685,0.0681729
0.0981887,0.4125,0.427778,0.338419,0.029469
0.0178472,0.294444,0.120833,0.100987,0.0856031
0.277201,1.0,0.466667,0.425243,0.0291465
0.289028,1.0,0.370833,0.314888,0.0209435
0.295127,1.0,0.327778,0.300791,0.022746
0.152731,1.0,0.197222,0.16189,0.0408457
0.00539931,0.0666667,0.152778,0.131544,0.168274
0.186557,0.99375,0.263889,0.228949,0.0330366
0.292222,1.0,0.38125,0.317034,0.0195065
0.161576,1.0,0.259375,0.216965,0.0442018
0.106128,1.0,0.364583,0.333688,0.0607994
0.200353,0.783333,0.60625,0.521113,0.0250715
0.0354622,0.459375,0.164583,0.140202,0.0624197
0.0394336,0.614583,0.10625,0.0796063,0.104177
0.114668,0.395833,0.403125,0.358152,0.0278204
0.163299,1.0,0.275,0.204449,0.0303707
0.419977,1.0,0.616667,0.487434,0.0191258
0.582251,1.0,1.0,0.861861,0.0221144
0.636047,1.0,1.0,0.924633,0.0261125
0.0245313,0.266667,0.105556,0.100114,0.0714791
0.630324,1.0,1.0,1.07852,0.0254682
0.0185091,0.514583,0.1,0.0681811,0.178684
0.0658044,0.8,0.161111,0.107089,0.0722892
0.122934,0.472917,0.3,0.269397,0.0302688
0.0269329,0.285417,0.227778,0.150511,0.0792866
0.0941667,0.2875,0.475,0.404732,0.0339848
0.259323,1.0,0.308333,0.273407,0.0207985
0.106082,0.464583,0.375,0.395316,0.040096
0.15265,1.0,0.170833,0.155204,0.0327167
0.495538,1.0,0.619444,0.566265,0.0223873
0.291458,1.0,0.303125,0.293786,0.0253306
0.145463,0.770833,0.269444,0.227838,0.0362031
0.0124711,0.21875,0.113889,0.0776531,0.127146
0.285371,0.708333,0.4625,0.431836,0.021445
0.154722,0.466667,0.433333,0.3911,0.0248728
0.160846,1.0,0.2125,0.19644,0.0363879
0.0697106,0.452083,0.222222,0.177406,0.0428358
0.345488,1.0,0.783333,0.782493,0.0358415
0.0946181,0.25,0.53125,0.462809,0.0368196
0.184931,1.0,0.4625,0.331889,0.0389911
0.0819039,1.0,0.26875,0.220582,0.0695259
0.0949154,1.0,0.121875,0.103354,0.0696893
0.0767998,0.252083,0.469444,0.416768,0.0379775
0.0132118,0.102083,0.216667,0.189485,0.0805957
0.119427,0.46875,0.286111,0.26454,0.029074
0.0130903,0.1875,0.133333,0.0853343,0.0901857
0.0381539,0.227778,0.277083,0.205795,0.0465645
0.156632,0.416667,0.570833,0.521958,0.0266386
0.0640755,0.310417,0.396875,0.296362,0.042471
0.0642535,1.0,0.380556,0.303011,0.0620553
0.0235069,0.266667,0.129167,0.109968,0.0558838
0.0561111,0.633333,0.133333,0.122831,0.0530116
0.116429,0.910417,0.322222,0.289205,0.0499528
0.0126042,0.116667,0.161111,0.138584,0.073921
0.0711979,0.260417,0.416667,0.330616,0.0298301
0.140019,0.510417,0.4625,0.321393,0.0297577
0.463582,1.0,0.511111,0.475061,0.0164655
0.643125,1.0,0.852778,0.86457,0.0226847
0.428299,1.0,0.458333,0.429809,0.0153628
0.273432,1.0,0.708333,0.578175,0.0340325
0.436273,1.0,0.713889,0.602816,0.0247917
0.0323553,0.152083,0.247222,0.220734,0.0525845
0.0313368,0.93125,0.0444444,0.0383739,0.165651
0.192176,0.988889,0.364583,0.29377,0.0264093
0.448814,1.0,0.639583,0.549622,0.0222939
0.0225289,0.427778,0.0791667,0.0715682,0.0893912
0.0248893,0.19375,0.235417,0.195518,0.0698404
0.182824,1.0,0.302083,0.253208,0.0311471
0.171354,1.0,0.225,0.196714,0.0379601
0.0315451,0.183333,0.233333,0.199823,0.0603559
0.0885474,0.9875,0.183333,0.148956,0.0665316
0.713785,1.0,1.0,0.966863,0.0176825
0.169693,1.0,0.236111,0.179402,0.0376837
0.0261921,0.41875,0.144444,0.110121,0.0963323
0.677483,1.0,0.788889,0.804136,0.0229181
0.215029,0.589583,0.480556,0.420941,0.0198078
0.161412,0.329167,0.580556,0.53836,0.0241646
0.315664,0.8875,0.484375,0.466589,0.0196139
0.018478,0.464583,0.0861111,0.068748,0.146884
0.332813,1.0,0.754167,0.671259,0.026152
0.275885,1.0,0.580556,0.53096,0.0362679
0.192558,1.0,0.247222,0.212432,0.0321572
0.116157,0.810417,0.3,0.244635,0.043892
0.379196,1.0,0.664583,0.473572,0.0202518
0.00184028,0.0333333,0.0694444,0.0612801,0.201258
0.179624,1.0,0.2625,0.218625,0.0337962
0.0147975,0.35,0.0638889,0.0491819,0.13727
0.0761574,0.1875,0.497222,0.456077,0.0359423
0.31272,1.0,0.355556,0.314184,0.022003
0.332315,1.0,0.525,0.382063,0.0238576
0.0538831,0.35,0.279167,0.190011,0.0379121
0.0550651,0.610417,0.16875,0.120976,0.0781509
0.0223901,0.08125,0.338889,0.309742,0.0713363
0.184456,0.985417,0.333333,0.232472,0.0360796
0.41897,1.0,0.5,0.449166,0.0171414
0.248738,1.0,0.279167,0.253667,0.023219
0.429091,1.0,0.544444,0.454463,0.0184094
0.0171123,0.170833,0.163889,0.127537,0.0689888
0.136071,0.941667,0.205556,0.173399,0.043678
0.00527199,0.04375,0.188889,0.168085,0.162459
0.304242,0.983333,0.514583,0.445563,0.0321458
0.156371,1.0,0.295833,0.235449,0.0387106
0.0875752,1.0,0.164583,0.125414,0.0574902
0.261007,1.0,0.305556,0.272224,0.0255421
0.265411,0.585417,0.719444,0.728988,0.0239845
0.0490741,0.185417,0.386111,0.34212,0.0435142
0.37441,1.0,0.51875,0.496449,0.0288417
0.233553,1.0,0.638889,0.563926,0.0551316
0.379832,1.0,0.391667,0.38018,0.0187095
0.37338,1.0,0.538889,0.477167,0.0194668
0.273085,0.633333,0.764583,0.741379,0.0293713
0.961516,1.0,1.0,1.01865,0.0130545
0.195977,0.5125,0.59375,0.527803,0.0283702
0.0256655,0.316667,0.113889,0.0890398,0.0800451
0.0202488,0.15,0.205556,0.162411,0.0657331
0.142656,0.7125,0.355556,0.337026,0.0348059
0.449751,1.0,0.770833,0.755671,0.0282306
0.157882,0.639583,0.402778,0.317333,0.0299098
0.528646,1.0,0.636111,0.674863,0.0238643
0.0605498,0.3875,0.302778,0.254776,0.0532352
0.0607357,0.614583,0.23125,0.209039,0.0717119
0.340058,1.0,0.505556,0.414202,0.020115
0.0720949,0.33125,0.463889,0.329346,0.0439878
0.274786,0.51875,0.675,0.590531,0.0151633
0.222946,0.65,0.472222,0.412455,0.0217781
0.204086,1.0,0.447917,0.326271,0.0304826
0.334635,1.0,0.386111,0.339634,0.0207177
0.176487,0.4,0.747222,0.66339,0.0435781
0.260163,1.0,0.296875,0.266961,0.0269012
0.0428472,0.452778,0.185417,0.146319,0.0536197
0.0417477,0.358333,0.177778,0.155824,0.0680621
0.117297,0.588889,0.472917,0.386949,0.0343875
0.119512,0.6875,0.284375,0.23057,0.0410198
0.220868,1.0,0.335417,0.231273,0.0266992
0.0332697,0.35,0.204167,0.179161,0.0901026
0.0349942,0.866667,0.0916667,0.0588054,0.109145
0.282743,1.0,0.560417,0.440444,0.0219616
0.35827,1.0,0.386111,0.360357,0.0200294
0.0758565,0.697917,0.166667,0.134753,0.0579799
0.0524711,0.454167,0.252778,0.173311,0.0526084
0.45147,1.0,0.94375,0.666278,0.0214705
0.151366,0.814583,0.358333,0.275322,0.0387292
0.193715,1.0,0.213889,0.19527,0.0328613
0.626354,1.0,0.644444,0.627395,0.0129811
0.401794,1.0,0.45,0.41162,0.0176005
0.277324,0.9875,0.484375,0.396995,0.0288048
0.122228,0.610417,0.694444,0.725914,0.0828559
0.0833333,1.0,0.13125,0.100802,0.055
0.145538,0.4625,0.641667,0.614348,0.0347926
0.102483,1.0,0.144444,0.124085,0.059179
0.466575,1.0,0.540625,0.492825,0.0191025
0.0906076,1.0,0.175,0.137542,0.0491154
0.454681,1.0,0.578125,0.49819,0.022423
0.611528,1.0,0.766667,0.703376,0.0209327
0.143576,1.0,0.197222,0.168956,0.0427247
0.187251,1.0,0.197222,0.189732,0.0331922
0.0669271,0.397222,0.214583,0.175349,0.0400346
0.00364005,0.0666667,0.075,0.0622403,0.128776
0.122338,1.0,0.445833,0.306297,0.0458373
0.016985,0.13125,0.286111,0.282376,0.088586
0.0839388,0.328125,0.3625,0.297142,0.0315675
0.0308681,0.204167,0.175,0.161614,0.0547432
0.245585,1.0,0.280556,0.24987,0.0268398
0.266105,1.0,0.366667,0.30532,0.025118
0.182946,1.0,0.233333,0.188246,0.0353968
0.207141,1.0,0.261111,0.234178,0.0372129
0.0809259,0.385417,0.347222,0.263824,0.0362557
0.348223,1.0,0.533333,0.42171,0.0218537
0.0319676,0.305556,0.177083,0.127946,0.0559377
0.00837384,0.10625,0.222222,0.222541,0.157567
0.0539873,0.620833,0.138889,0.103857,0.0654947
0.14842,0.670833,0.333333,0.265405,0.0297111
0.220752,0.983333,0.6,0.385554,0.0355738
0.0140567,0.305556,0.06875,0.054606,0.0971593
0.0907697,1.0,0.33125,0.28251,0.0687918
0.136007,0.627778,0.370833,0.296158,0.04289
0.508737,1.0,1.0,0.864675,0.0267078
0.348056,1.0,0.452083,0.418404,0.0226955
0.0724711,1.0,0.141667,0.121308,0.0618063
0.367135,0.739583,0.747222,0.566031,0.0172601
0.0707697,0.827083,0.152778,0.111146,0.0681985
0.0841782,0.6125,0.338889,0.316023,0.0582291
0.35556,1.0,0.477083,0.428148,0.0221189
0.207008,1.0,0.558333,0.461542,0.050404
0.13496,1.0,0.1625,0.136172,0.036748
0.432234,1.0,0.575,0.476237,0.0156514
0.107246,1.0,0.152083,0.120922,0.0450434
0.0737095,0.495833,0.247222,0.213954,0.0438879
0.0697222,0.210417,0.45,0.401202,0.0361886
0.0433449,0.720833,0.102778,0.0867822,0.0922563
0.0193981,0.31875,0.075,0.0638761,0.098747
0.400278,1.0,0.458333,0.427129,0.0215707
0.029919,0.610417,0.125,0.120305,0.168472
0.226563,0.995833,0.366667,0.235129,0.0300894
0.190202,0.45,0.905556,0.841354,0.0276873
0.269387,0.6,0.580556,0.533829,0.0197637
0.069537,0.458333,0.455556,0.41207,0.0625
0.309688,1.0,0.366667,0.324679,0.02177
0.207182,1.0,0.21875,0.207698,0.0257255
0.356985,0.927083,0.761111,0.586336,0.039976
0.101742,1.0,0.166667,0.1279,0.0643308
0.0528993,0.377083,0.252778,0.226149,0.0515261
0.373721,1.0,0.5,0.429016,0.0202852
0.0280498,0.30625,0.216667,0.179125,0.0806685
0.0287732,0.195833,0.216667,0.174944,0.0577232
0.14702,0.660417,0.352778,0.303973,0.0282621
0.0914988,0.94375,0.186111,0.174182,0.0651445
0.1411,0.29375,0.713889,0.559489,0.0253056
0.253918,1.0,0.452778,0.361564,0.0320897
0.481921,1.0,0.663889,0.626913,0.0208944
0.0764583,0.233333,0.488889,0.407094,0.0350439
0.0966493,0.491667,0.286111,0.235754,0.0359859
0.160428,0.322222,0.583333,0.54102,0.0250343
0.232349,0.920833,0.372222,0.355647,0.0296638
0.00878472,0.2,0.0777778,0.0621194,0.125824
0.177471,1.0,0.213889,0.185402,0.0354127
0.0253125,0.277083,0.147222,0.109215,0.0681299
0.109514,1.0,0.170833,0.129816,0.0467132
0.234173,1.0,0.247222,0.237138,0.0275794
0.0790278,0.335417,0.288889,0.255304,0.0358084
0.123516,0.4,0.36875,0.348295,0.0274088
0.448264,1.0,0.738889,0.599899,0.0179706
0.0628819,1.0,0.0895833,0.0740018,0.0722437
0.488785,1.0,0.814583,0.750729,0.0202931
0.884259,1.0,0.929167,0.885189,0.0104908
0.0906539,0.4,0.405556,0.347713,0.0409192
0.161243,1.0,0.303125,0.208354,0.0436064
0.0258333,0.258333,0.127083,0.111858,0.0584677
0.313724,1.0,0.383333,0.327909,0.0212294
0.625799,1.0,0.708333,0.703878,0.0172095
0.0202431,0.210417,0.333333,0.335389,0.13665
0.354368,1.0,0.4375,0.382651,0.0214951
0.0838021,1.0,0.355556,0.281381,0.075271
0.299387,1.0,0.372222,0.347939,0.0259017
0.0288889,0.288889,0.183333,0.152586,0.0556891
0.142546,0.683333,0.338889,0.347453,0.0371062
0.0804572,0.54375,0.355556,0.316766,0.0505646
0.344664,1.0,0.980556,0.914681,0.0267135
0.200127,0.264583,1.0,0.996059,0.0265167
0.252962,1.0,0.378125,0.311081,0.0327628
0.327928,1.0,0.413889,0.373069,0.0226061
0.165347,0.277083,0.791667,0.805604,0.0274045
0.014375,0.225,0.102083,0.080964,0.0756844
0.451134,1.0,0.716667,0.750932,0.0254887
0.117836,0.316667,0.655556,0.524803,0.0327571
0.428854,1.0,0.513889,0.47648,0.020943
0.254774,0.786111,0.535417,0.464704,0.0196252
0.0305556,0.547222,0.0958333,0.0751781,0.0873106
0.286986,1.0,0.334375,0.294876,0.0248633
0.00626157,0.325,0.0305556,0.0258021,0.286506
0.0623032,0.145833,0.891667,0.805144,0.063812
0.116071,1.0,0.194444,0.191802,0.0682555
0.184769,1.0,0.230556,0.189371,0.0345152
0.0164931,0.152778,0.185417,0.143849,0.0789474
0.397201,1.0,0.471875,0.42546,0.0193739
0.169647,0.466667,0.5125,0.430188,0.022787
0.194543,1.0,0.239583,0.209398,0.0267127
0.234525,1.0,0.377778,0.282922,0.0306717
0.120851,0.933333,0.2625,0.206251,0.0370636
0.0141146,0.139583,0.111111,0.103652,0.0791308
0.275619,1.0,0.305556,0.277134,0.0246079
0.066169,0.833333,0.113889,0.0872151,0.0719783
0.193247,1.0,0.35,0.278793,0.0345881
0.0196412,0.177083,0.247222,0.194454,0.0819093
0.0649595,0.08125,1.0,1.00542,0.0687751
0.271829,0.78125,0.619444,0.542352,0.0207783
0.0117969,0.1875,0.084375,0.0709885,0.103753
0.0678414,0.245833,0.530556,0.485169,0.0436748
0.511019,1.0,0.688889,0.615332,0.0180513
0.0336516,0.286111,0.166667,0.135357,0.0490112
0.104196,0.983333,0.241667,0.140152,0.058095
0.0808738,0.594444,0.179167,0.15651,0.0433632
0.0441725,0.160417,0.402778,0.366337,0.0527971
0.461481,0.994444,0.883333,0.747784,0.0236005
0.263304,0.5125,0.705556,0.648506,0.0195389
0.0236169,0.308333,0.122222,0.113964,0.077432
0.379983,1.0,0.597222,0.505829,0.0213369
0.137413,1.0,0.194444,0.163223,0.0456517
0.152031,0.460417,0.5,0.410442,0.0214305
0.0605556,0.2375,0.394444,0.320213,0.0354549
0.0479282,0.458333,0.122222,0.105689,0.0614586
0.452882,1.0,0.577778,0.507627,0.0203941
0.413301,1.0,0.890625,0.916386,0.0376479
0.0948032,0.488889,0.660417,0.485502,0.0526798
0.076713,1.0,0.104167,0.0821929,0.0606518
0.572662,1.0,1.0,1.01767,0.018968
0.0991898,0.411111,0.254167,0.245008,0.030105
0.0475347,0.154167,0.463889,0.42429,0.0525931
0.200191,1.0,0.564583,0.515528,0.0382158
0.0643461,0.45625,0.336111,0.30227,0.0618761
0.071765,1.0,0.102778,0.0906684,0.0724135
0.149983,0.477778,0.577083,0.397761,0.0245013
0.0366898,0.9,0.138889,0.100749,0.112934
0.164616,0.445833,0.671875,0.50234,0.026142
0.418874,1.0,0.5125,0.468004,0.0202987
0.0277951,0.288889,0.195833,0.179143,0.0830731
0.0406134,0.197917,0.391667,0.332166,0.0716728
0.954873,1.0,1.0,1.02141,0.0146119
0.148675,1.0,0.227778,0.175806,0.0402476
0.350174,1.0,0.483333,0.36902,0.0217485
0.168119,1.0,0.302778,0.236668,0.0527004
0.181973,0.694444,0.360417,0.337933,0.023724
0.0475347,0.847917,0.238889,0.201559,0.108839
0.018776,0.141667,0.2125,0.192126,0.0745492
