V4,V5,V6,V7
0.513164,0.322283,1.00838,0.32852
0.899102,0.757303,0.237159,0.348967
0.530361,0.147654,0.938817,0.304862
0.453943,0.228188,0.471327,0.161638
0.493996,0.823362,0.987353,0.268033
0.850732,0.892472,0.311755,0.24223
0.0685697,0.347131,0.152681,0.35942
0.166269,0.403833,0.359376,0.126065
0.112746,0.418984,0.155994,0.835276
0.121269,0.165614,0.246244,0.327754
0.768003,0.986783,0.532585,0.0326412
0.493338,0.795797,1.00821,0.414829
0.318965,0.190402,0.770977,0.410242
0.51363,0.940304,1.00443,0.123023
0.510758,0.182147,1.10479,0.405212
0.538623,0.137611,0.907466,0.303876
0.0823099,0.656667,0.203128,0.220939
0.136134,0.335785,0.29331,0.486281
0.902592,0.281424,0.216767,0.435396
0.441581,0.91425,1.03845,0.204036
0.574886,0.524362,0.992055,0.62061
0.0631988,0.419384,0.105446,0.0714226
0.565141,0.501381,0.972562,0.284776
0.0535457,0.725799,0.122292,0.156983
0.479374,0.426673,0.968964,0.849545
0.60884,0.0918555,0.544271,0.195445
0.286161,0.697135,1.07972,0.69511
0.513738,0.896249,1.00501,0.211411
0.534824,0.0966417,0.902443,0.194236
0.499022,0.821123,1.00267,0.359936
0.350139,0.530516,0.347193,0.568427
0.937487,0.133997,0.142179,0.265062
0.39214,0.765684,0.0899751,0.213066
0.497121,0.305927,0.998741,0.609896
0.522525,0.156981,0.969602,0.317395
0.559316,0.685761,1.23285,0.441509
0.490255,0.482073,1.08565,0.285646
0.429118,0.107066,1.06458,0.252975
0.553173,0.406512,0.964908,0.275494
0.694044,0.482827,0.74938,0.692683
0.476387,0.908308,1.07633,0.190668
0.154221,0.855418,0.278165,0.263985
0.593894,0.248459,1.00182,0.606871
0.621751,0.770645,0.804631,0.408721
0.640829,0.128266,0.799403,0.28818
0.446569,0.533843,1.00651,0.361456
0.459056,0.771913,0.0556108,0.0473008
0.122444,0.195726,0.112811,0.0690166
0.513691,0.871698,1.00237,0.260769
0.514546,0.13177,1.04619,0.248055
0.309737,0.679382,0.735268,0.126468
0.471834,0.418317,0.777031,0.941847
0.443748,0.215574,0.998398,0.468767
0.50924,0.153968,0.989282,0.306898
0.618254,0.109103,0.71121,0.237034
0.501723,0.91301,1.11869,0.195529
0.924787,0.945072,0.140992,0.118123
0.54585,0.313308,1.15397,0.402322
0.315816,0.121619,0.607474,0.264731
0.211935,0.705991,0.399664,0.174619
0.490858,0.214866,1.01352,0.440062
0.0778558,0.114198,0.205127,0.294888
0.502246,0.635018,1.28272,0.760715
0.850624,0.3023,0.351296,0.712277
0.503108,0.4407,0.380755,0.165457
0.484759,0.637265,1.04292,0.220689
0.513892,0.697532,1.06314,0.617211
0.502759,0.810203,1.08723,0.373978
0.422379,0.206446,0.286649,0.201904
0.749247,0.0713185,0.662361,0.180129
0.506366,0.517017,1.11731,0.78143
0.792332,0.545008,0.390498,0.0578279
0.497801,0.263056,1.01565,0.51952
0.561029,0.120068,0.97328,0.25522
0.529851,0.583755,0.998048,0.245839
0.501799,0.855713,0.954231,0.297308
0.914071,0.273254,0.173848,0.0770634
0.412449,0.375402,0.873257,0.117963
0.496921,0.231747,0.986673,0.475631
0.497818,0.193748,0.941114,0.269191
0.5293,0.534402,0.984493,0.329914
0.319844,0.85957,0.638215,0.141442
0.366143,0.296587,0.559805,0.109958
0.61994,0.938054,0.745664,0.147283
0.474269,0.475515,1.02777,0.207074
0.0461638,0.864,0.0851546,0.136075
0.75274,0.377196,0.193356,0.729338
0.212484,0.374109,0.382469,0.0652749
0.4945,0.143401,0.686258,0.186023
0.436413,0.399603,0.203075,0.53057
0.365275,0.725723,0.758253,0.139508
0.650051,0.947602,0.762995,0.121685
0.513636,0.286618,0.330463,0.338419
0.0890267,0.452966,0.209909,0.100987
0.541633,0.178915,1.13695,0.425243
0.494472,0.150665,1.06537,0.314888
0.478772,0.149958,0.986904,0.300791
0.46515,0.0793747,0.989537,0.16189
0.760312,0.527537,0.0598156,0.131544
0.433405,0.888965,0.880789,0.228949
0.451319,0.151679,0.978574,0.317034
0.400569,0.0988446,0.858584,0.216965
0.427241,0.868454,1.3569,0.333688
0.327547,0.754171,0.708151,0.521113
0.400323,0.0568168,0.339255,0.140202
0.269324,0.649325,0.648216,0.0796063
0.625055,0.221868,0.321454,0.358152
0.555249,0.561416,0.941766,0.204449
0.442192,0.222879,1.01359,0.487434
0.486725,0.525451,1.08121,0.861861
0.48859,0.599357,1.15247,0.924633
0.121902,0.419226,0.246824,0.100114
0.498003,0.420605,1.16153,1.07852
0.717038,0.648498,0.502913,0.0681811
0.315382,0.954379,0.719629,0.107089
0.774662,0.867911,0.468016,0.269397
0.104638,0.382769,0.252484,0.150511
0.133759,0.783859,0.249657,0.404732
0.532559,0.133284,0.963063,0.273407
0.842845,0.834136,0.355475,0.395316
0.482084,0.0777871,1.00782,0.155204
0.474784,0.730998,1.04187,0.566265
0.488264,0.147702,0.98632,0.293786
0.345568,0.888203,0.707379,0.227838
0.0891676,0.32026,0.223729,0.0776531
0.338297,0.767935,0.680765,0.431836
0.195172,0.805221,0.397597,0.3911
0.469628,0.905008,1.07285,0.19644
0.198687,0.476351,0.426027,0.177406
0.478024,0.298505,1.30414,0.782493
0.478486,0.224201,0.212172,0.462809
0.59612,0.135914,0.949618,0.331889
0.475536,0.482375,1.30766,0.220582
0.551056,0.0504846,0.991449,0.103354
0.100349,0.494182,0.225804,0.416768
0.63082,0.104413,0.0756776,0.189485
0.779638,0.691366,0.447282,0.26454
0.526313,0.93633,0.164867,0.0853343
0.913599,0.826289,0.201397,0.205795
0.16049,0.663602,0.371424,0.521958
0.707875,0.404081,0.253666,0.296362
0.497956,0.644035,1.50344,0.303011
0.363721,0.459246,0.212206,0.109968
0.237535,0.946843,0.515751,0.122831
0.372158,0.249007,0.941729,0.289205
0.360975,0.796055,0.0907882,0.138584
0.553895,0.758513,0.21548,0.330616
0.780225,0.488116,0.473746,0.321393
0.504877,0.767588,1.03044,0.475061
0.506922,0.393154,1.10798,0.86457
0.491988,0.215441,1.00376,0.429809
0.623772,0.807985,1.04035,0.578175
0.478998,0.257835,1.08487,0.602816
0.0723905,0.890829,0.14796,0.220734
0.541714,0.983208,0.839599,0.0383739
0.62576,0.802082,0.919517,0.29377
0.505523,0.75949,1.07964,0.549622
0.844001,0.963008,0.33826,0.0715682
0.557186,0.708095,0.138559,0.195518
0.518109,0.106428,0.853539,0.253208
0.463467,0.0928485,0.954604,0.196714
0.900248,0.668015,0.16118,0.199823
0.412784,0.0587295,0.973674,0.148956
0.501589,0.555278,1.15606,0.966863
0.470845,0.0878331,1.03108,0.179402
0.297448,0.183838,0.369663,0.110121
0.522008,0.617784,1.0129,0.804136
0.735413,0.510126,0.537315,0.420941
0.149685,0.299244,0.30195,0.53836
0.481271,0.214,0.69688,0.466589
0.835714,0.0273063,0.432544,0.068748
0.495302,0.551925,0.727463,0.671259
0.493505,0.187891,1.18614,0.53096
0.469243,0.101442,0.934213,0.212432
0.27555,0.906136,0.706674,0.244635
0.461935,0.798624,1.03991,0.473572
0.452175,0.789928,0.0305632,0.0612801
0.451342,0.0995454,0.899211,0.218625
0.825772,0.395707,0.339739,0.0491819
0.0825486,0.781677,0.171243,0.456077
0.495605,0.157993,1.00304,0.314184
0.514847,0.826924,1.07814,0.382063
0.729389,0.712384,0.28905,0.190011
0.757718,0.145263,0.596201,0.120976
0.124612,0.846287,0.0708315,0.309742
0.521484,0.382937,1.08675,0.232472
0.456915,0.786565,0.980265,0.449166
0.505553,0.126343,1.02444,0.253667
0.532787,0.220172,1.00265,0.454463
0.222585,0.324551,0.142557,0.127537
0.547179,0.92298,0.951151,0.173399
0.108795,0.462215,0.0342211,0.168085
0.442385,0.80053,1.01387,0.445563
0.487002,0.0959572,1.17389,0.235449
0.50732,0.950072,1.14351,0.125414
0.482067,0.861461,1.01005,0.272224
0.794899,0.612077,0.454925,0.728988
0.547514,0.682582,0.148529,0.34212
0.520469,0.781093,1.11869,0.496449
0.521276,0.826254,1.09955,0.563926
0.500904,0.811414,1.00058,0.38018
0.598196,0.713869,0.88416,0.477167
0.795069,0.68805,0.482844,0.741379
0.499802,0.500478,1.01797,1.01865
0.776962,0.251209,0.418509,0.527803
0.852966,0.279,0.31146,0.0890398
0.915916,0.735519,0.136709,0.162411
0.223971,0.856018,0.510777,0.337026
0.513754,0.295149,1.11159,0.755671
0.268574,0.241641,0.618871,0.317333
0.477181,0.699984,1.02099,0.674863
0.84816,0.119635,0.3122,0.254776
0.623234,0.913039,0.531972,0.209039
0.393763,0.607992,0.881512,0.414202
0.290684,0.528083,0.278453,0.329346
0.601877,0.47062,0.445808,0.590531
0.472767,0.205278,0.608254,0.412455
0.417028,0.203858,1.09174,0.326271
0.488555,0.685239,1.00585,0.339634
0.596032,0.435473,0.295292,0.66339
0.508877,0.863291,0.975773,0.266961
0.476089,0.509995,0.438506,0.146319
0.269116,0.0786923,0.317853,0.155824
0.180378,0.148323,0.47461,0.386949
0.269454,0.528016,0.632786,0.23057
0.511337,0.112862,1.02003,0.231273
0.845978,0.904259,0.313637,0.179161
0.696244,0.507786,0.777648,0.0588054
0.365562,0.175438,0.91072,0.440444
0.505898,0.821905,1.00395,0.360357
0.31302,0.468698,0.707402,0.134753
0.546346,0.393711,0.401026,0.173311
0.581971,0.25733,1.00707,0.666278
0.654834,0.505431,0.863312,0.275322
0.514837,0.904267,1.0005,0.19527
0.498915,0.688035,0.992565,0.627395
0.477863,0.205373,0.979989,0.41162
0.478608,0.16962,0.949426,0.396995
0.747373,0.715661,0.675154,0.725914
0.510727,0.955966,1.01251,0.100802
0.859946,0.765246,0.366699,0.614348
0.503235,0.0570661,0.947437,0.124085
0.478479,0.240276,1.02296,0.492825
0.421555,0.608753,1.07925,0.137542
0.459877,0.723911,0.986042,0.49819
0.565258,0.486142,0.953196,0.703376
0.564414,0.405204,0.950687,0.168956
0.515517,0.0957936,0.983149,0.189732
0.190681,0.67354,0.405882,0.175349
0.387074,0.581445,0.0574797,0.0622403
0.478469,0.870862,1.10783,0.306297
0.281885,0.687783,0.0960967,0.282376
0.451744,0.251613,0.277426,0.297142
0.396993,0.72621,0.19423,0.161614
0.505799,0.873263,1.02321,0.24987
0.565986,0.142156,0.96515,0.30532
0.50203,0.0937197,1.04096,0.188246
0.492098,0.11032,1.06418,0.234178
0.207785,0.595247,0.370973,0.263824
0.492264,0.189765,1.11319,0.42171
0.471818,0.747817,0.286282,0.127946
0.468705,0.655118,0.0593259,0.222541
0.317345,0.0485172,0.556793,0.103857
0.273253,0.242357,0.605537,0.265405
0.43427,0.610662,1.143,0.385554
0.834645,0.441022,0.275608,0.054606
0.546122,0.916739,1.09884,0.28251
0.282835,0.170288,0.56735,0.296158
0.44066,0.357966,1.17964,0.864675
0.516891,0.197296,1.05707,0.418404
0.35222,0.0487892,0.876552,0.121308
0.308443,0.365006,0.701408,0.566031
0.62115,0.5685,0.794981,0.111146
0.423061,0.859041,0.434524,0.316023
0.471231,0.200811,0.89031,0.428148
0.506161,0.230298,1.1003,0.461542
0.504676,0.0687144,1.01151,0.136172
0.535871,0.257501,1.00193,0.476237
0.447604,0.0569011,1.00835,0.120922
0.186142,0.908238,0.393491,0.213954
0.766122,0.779123,0.172892,0.401202
0.574587,0.0383237,0.561204,0.0867822
0.844156,0.506618,0.310715,0.0638761
0.514063,0.217374,0.990614,0.427129
0.182606,0.439199,0.484123,0.120305
0.503731,0.875808,0.981858,0.235129
0.873571,0.666163,0.322509,0.841354
0.747145,0.25538,0.53631,0.533829
0.371495,0.814956,0.291485,0.41207
0.468028,0.159136,0.983538,0.324679
0.495291,0.104719,1.0049,0.207698
0.505473,0.255481,0.834059,0.586336
0.564695,0.523546,1.04935,0.1279
0.866035,0.0899874,0.345171,0.226149
0.485109,0.197716,1.07335,0.429016
0.836114,0.598854,0.233701,0.179125
0.15551,0.57691,0.189399,0.174944
0.632683,0.872757,0.545437,0.303973
0.579345,0.473654,0.984348,0.174182
0.87716,0.580224,0.258547,0.559489
0.575098,0.857241,1.05923,0.361564
0.549668,0.287334,1.02198,0.626913
0.104917,0.73029,0.214301,0.407094
0.764183,0.844461,0.446783,0.235754
0.143304,0.713606,0.294314,0.54102
0.41113,0.157182,1.00053,0.355647
0.107773,0.921671,0.154592,0.0621194
0.465911,0.911318,0.998365,0.185402
0.858313,0.903412,0.270133,0.109215
0.531195,0.94245,1.06532,0.129816
0.503294,0.119691,0.98454,0.237138
0.539443,0.786296,0.308511,0.255304
0.175818,0.83521,0.362205,0.348295
0.460953,0.403474,0.964475,0.599899
0.504954,0.298401,1.01969,0.0740018
0.381372,0.309605,0.972911,0.750729
0.502321,0.558757,1.00736,0.885189
0.864357,0.613434,0.316642,0.347713
0.539904,0.221282,1.0261,0.208354
0.888622,0.49175,0.24381,0.111858
0.476462,0.160339,1.0203,0.327909
0.51121,0.343148,1.02321,0.703878
0.0854339,0.548429,0.190228,0.335389
0.45766,0.183643,0.992574,0.382651
0.423352,0.532369,1.12861,0.281381
0.485352,0.738045,1.06994,0.347939
0.249723,0.562923,0.217762,0.152586
0.775233,0.848877,0.497959,0.347453
0.172317,0.878765,0.416209,0.316766
0.226478,0.514642,0.668174,0.914681
0.116858,0.472272,0.232051,0.996059
0.461246,0.140524,0.971774,0.311081
0.52458,0.173758,1.06939,0.373069
0.113226,0.588211,0.235728,0.805604
0.388962,0.420183,0.189875,0.080964
0.427937,0.314139,0.98955,0.750932
0.122013,0.396115,0.252707,0.524803
0.510906,0.777644,1.05785,0.47648
0.393675,0.199728,0.611538,0.464704
0.77053,0.0325245,0.563055,0.0751781
0.500639,0.146484,0.974424,0.294876
0.309375,0.0124872,0.343275,0.0258021
0.859684,0.57578,0.089794,0.805144
0.624135,0.911756,0.854112,0.191802
0.51354,0.562216,1.00604,0.189371
0.0601715,0.523866,0.140238,0.143849
0.545818,0.205483,0.967136,0.42546
0.239431,0.40484,0.397142,0.430188
0.491121,0.101042,0.931729,0.209398
0.43948,0.876185,1.03651,0.282922
0.645862,0.0916294,0.824947,0.206251
0.248227,0.409356,0.134896,0.103652
0.493466,0.139452,1.01111,0.277134
0.569976,0.558433,0.781061,0.0872151
0.389638,0.884219,0.932978,0.278793
0.949799,0.51117,0.131631,0.194454
0.230741,0.517536,0.0670882,1.00542
0.284646,0.36627,0.673793,0.542352
0.28881,0.607611,0.162261,0.0709885
0.0733876,0.266894,0.167022,0.485169
0.565403,0.364047,0.973195,0.615332
0.39082,0.748509,0.252096,0.135357
0.583689,0.942666,0.946218,0.140152
0.266495,0.0738584,0.550742,0.15651
0.939292,0.270717,0.129406,0.366337
0.481764,0.310867,1.15125,0.747784
0.223887,0.668824,0.44698,0.648506
0.619889,0.950313,0.242866,0.113964
0.4731,0.226189,1.11175,0.505829
0.448603,0.0746695,1.005,0.163223
0.195075,0.585579,0.375231,0.410442
0.607453,0.741677,0.196213,0.320213
0.227592,0.57985,0.457708,0.105689
0.457226,0.260388,1.00268,0.507627
0.569246,0.49818,1.16819,0.916386
0.709409,0.403546,0.371652,0.485502
0.535157,0.0402792,1.03257,0.0821929
0.607445,0.405848,1.0104,1.01767
0.203672,0.878664,0.403942,0.245008
0.942921,0.405451,0.132801,0.42429
0.620843,0.469578,0.941502,0.515528
0.519925,0.469734,0.499869,0.30227
0.546641,0.0451223,1.0297,0.0906684
0.754543,0.666499,0.382524,0.397761
0.628105,0.0386006,0.857541,0.100749
0.598743,0.435671,0.346806,0.50234
0.529938,0.225108,0.983239,0.468004
0.163936,0.709431,0.24059,0.179143
0.362787,0.216701,0.1543,0.332166
0.499069,0.499683,1.02044,1.02141
0.547522,0.921633,0.898079,0.175806
0.515978,0.179553,1.03926,0.36902
0.541897,0.303909,1.06724,0.236668
0.720063,0.161197,0.554132,0.337933
0.220662,0.0629352,0.787731,0.201559
0.0516477,0.918315,0.115694,0.192126
0.4517,0.847898,0.396212,0.182983
0.534433,0.06831,0.989492,0.137053
0.655278,0.075983,0.810056,0.180655
0.605458,0.207626,0.870627,0.461707
0.230178,0.280204,0.424602,0.0920055
0.601537,0.203966,0.872798,0.0660854
0.456303,0.557583,0.969641,0.814031
0.392207,0.460934,1.0807,0.187047
0.924825,0.272504,0.180774,0.402801
0.722884,0.512235,0.155878,0.226558
0.237464,0.489732,0.48416,0.377111
0.527392,0.198048,0.498192,0.147362
0.475079,0.550259,0.953863,0.430763
0.357936,0.56025,0.690539,0.0798436
0.618065,0.546563,0.174774,0.304901
0.501042,0.501389,1.0,1.0
0.564446,0.10939,1.0333,0.283581
0.342509,0.626753,0.244194,0.140332
0.52747,0.791144,0.964474,0.391283
0.489661,0.122331,0.961211,0.249188
0.511607,0.931456,1.00019,0.139614
0.526096,0.0735715,1.07746,0.164119
0.549524,0.227496,0.942183,0.485484
0.389014,0.0887199,0.630745,0.210523
0.865191,0.939532,0.259129,0.0700264
0.509534,0.0774214,0.975866,0.156813
0.444217,0.67724,1.27617,0.210041
0.143974,0.172857,0.290402,0.349258
0.482974,0.955081,1.02711,0.0942529
0.456601,0.985499,0.0736929,0.0338522
0.456215,0.207457,1.25046,0.466713
0.396541,0.889971,0.943781,0.262796
0.881402,0.628205,0.0826767,0.0912237
0.492526,0.515976,0.99798,0.973226
0.406939,0.516114,1.06043,0.891778
0.426499,0.788041,1.05251,0.516135
0.389635,0.231525,0.89084,0.28896
0.301537,0.544686,0.734028,0.162586
0.489702,0.205081,0.991454,0.412693
0.561828,0.0596286,1.04198,0.131978
0.273428,0.349848,0.196571,0.190112
0.757326,0.52456,0.0635608,0.148831
0.628385,0.84591,0.87514,0.416939
0.426656,0.652854,0.989835,0.782415
0.510411,0.123688,0.968471,0.24627
0.93821,0.640223,0.0924969,0.231187
0.509007,0.88017,1.05655,0.247011
0.0715418,0.228325,0.144689,0.442178
0.76444,0.147335,0.622369,0.392804
0.392408,0.337797,0.825936,0.145707
0.23388,0.703371,0.65762,0.890243
0.913625,0.364962,0.159849,0.417485
0.483057,0.311716,0.991315,0.616677
0.541036,0.779767,1.00998,0.466657
0.21607,0.0459307,0.646853,0.130773
0.0278382,0.20328,0.0532418,0.230393
0.48786,0.738795,0.693975,0.615689
0.538524,0.345886,0.279324,0.204252
0.554991,0.551357,0.626462,0.395226
0.489469,0.176562,0.975627,0.356175
0.225086,0.766888,0.127305,0.235923
0.497267,0.217644,1.00594,0.432917
0.174919,0.169031,0.107426,0.284452
0.831459,0.673293,0.419012,0.907665
0.499566,0.876761,1.00899,0.272987
0.282473,0.814724,0.567652,0.478238
0.65853,0.615325,0.703669,0.114814
0.534078,0.157685,1.00418,0.239002
0.668263,0.47821,0.565873,0.159761
0.631988,0.904777,0.827523,0.126545
0.524048,0.482968,0.0555402,0.06204
0.50642,0.689214,0.998257,0.617234
0.181635,0.414846,0.394777,0.714095
0.494027,0.106959,1.00556,0.212254
0.960332,0.195448,0.0973721,0.467279
0.634822,0.143804,0.814893,0.312885
0.058168,0.190484,0.113035,0.127439
0.515664,0.153572,0.938754,0.319233
0.470013,0.365272,0.875694,0.37298
0.41193,0.598048,0.955198,0.694587
0.209151,0.278342,0.11629,0.0705777
0.564711,0.547258,0.426975,0.552155
0.495629,0.110113,1.07795,0.24556
0.442732,0.272823,1.34196,0.628757
0.507781,0.220986,1.21957,0.544994
0.329149,0.787875,0.775009,0.504664
0.220451,0.231177,0.394068,0.471884
0.494301,0.427512,1.12496,0.440622
0.520747,0.0770988,0.864514,0.0643554
0.430919,0.0851498,1.06163,0.210341
0.899941,0.916878,0.195547,0.171665
0.271284,0.680139,0.0724831,0.120148
0.492886,0.665779,1.17597,0.286841
0.81987,0.52729,0.297828,0.48606
0.0832193,0.688672,0.154959,0.0800393
0.501159,0.766059,0.991908,0.477097
0.526372,0.308447,0.86728,0.700532
0.5125,0.106492,0.995923,0.210945
0.580317,0.161478,0.990032,0.366409
0.26591,0.160865,0.614378,0.340971
0.445051,0.351581,1.16553,0.396901
0.777859,0.776301,0.417686,0.179164
0.535735,0.156885,1.38752,0.405316
0.653897,0.711161,0.131329,0.0708029
0.546759,0.569477,1.11404,1.01149
0.0705501,0.225556,0.150937,0.437248
0.515348,0.0723787,0.992536,0.142977
0.648542,0.146456,0.999783,0.377881
0.441713,0.149737,0.918625,0.342612
0.507145,0.200939,1.08849,0.36316
0.203486,0.391957,0.414274,0.651306
0.0971094,0.905636,0.225466,0.22581
0.468414,0.649081,0.964845,0.723281
0.619038,0.20684,0.939501,0.083085
0.470548,0.257718,1.12915,0.606717
0.266374,0.880057,0.232033,0.147384
0.534409,0.19275,1.05771,0.413164
0.0341547,0.613843,0.0790041,0.0595044
0.942438,0.644574,0.127772,0.49063
0.500458,0.265243,1.03029,0.550155
0.757767,0.475164,0.397969,0.61092
0.678625,0.667256,0.700919,0.774599
0.1249,0.152592,0.353329,0.663426
0.0660512,0.705251,0.136658,0.111541
0.107904,0.749157,0.232495,0.162037
0.338549,0.777108,0.187332,0.160705
0.514054,0.241769,1.03442,0.48448
0.585485,0.71499,0.916966,0.520902
0.756309,0.284477,0.312046,0.573628
0.829701,0.468017,0.0928463,0.254026
0.51116,0.227314,0.99386,0.45323
0.667777,0.400887,0.807891,0.338693
0.24606,0.869519,0.551358,0.295356
0.140511,0.0792225,0.319723,0.161638
0.507263,0.248477,1.05202,0.528294
0.295825,0.324661,0.190156,0.125964
0.053585,0.829075,0.0821588,0.145021
0.659365,0.0122829,0.564637,0.0244125
0.212155,0.779923,0.526313,0.157936
0.503063,0.229847,0.990073,0.457201
0.919779,0.373398,0.173525,0.264603
0.524998,0.0931511,0.95699,0.190365
0.407133,0.113503,1.00789,0.274942
0.492319,0.182197,1.01058,0.364175
0.469187,0.127939,1.18396,0.296306
0.487035,0.325105,0.992149,0.645215
0.149494,0.679442,0.308977,0.373485
