Key_0_0,V40,V43,V29,V38,Key_1_2
40101,22.4783,5.99399,0.577083,0.144444,20857
56998,35.4852,10.0547,0.108333,0.272222,56216
44969,35.3511,7.97117,0.164583,0.45,45564
41403,55.5773,4.2439,0.560417,0.689583,51074
43459,57.5076,9.17615,0.99375,0.702778,13413
34698,17.4588,12.9869,0.986111,0.0777778,36118
39644,35.1302,13.6589,0.183333,0.619444,29833
28751,50.7838,16.1013,1.0,0.283333,8528
2565,63.1629,10.0118,0.125,0.180556,50044
7780,56.8165,16.451,1.0,0.141667,13658
38772,70.5504,6.46149,0.0916667,0.380556,9079
43074,17.4749,6.3228,0.0583333,0.177778,56948
36582,5.79913,10.5347,0.3,0.265625,2179
32896,65.1415,3.85854,1.0,0.075,6165
23127,24.5826,10.9346,0.458333,0.177778,41863
38470,14.5427,0.759442,0.04375,0.5,2419
37653,23.4778,2.27732,0.110417,0.627778,21334
14106,62.6812,5.14315,0.647917,0.0777778,31415
5470,47.1654,1.51315,0.116667,1.0,27456
51113,46.2056,8.99832,0.0291667,0.35,14083
19980,51.4742,6.24472,0.538889,0.536111,10734
4392,26.326,0.0119519,0.327083,0.266667,53153
22584,46.9252,16.4672,0.197222,0.397222,34409
56146,39.0357,3.86955,1.0,0.163889,32561
38204,36.1348,11.803,0.345833,0.566667,34207
4942,22.9053,17.509,0.35,0.296875,8764
51294,42.0954,0.744683,0.472222,0.15625,37472
1718,42.2792,5.35541,1.0,0.463889,37337
33038,36.9761,12.1785,1.0,0.125,1341
12951,43.9438,12.81,0.85625,0.48125,55942
24588,41.6101,11.7891,0.515625,0.472917,29926
11317,18.8064,8.47291,1.0,0.380556,10979
32539,38.6355,13.9198,1.0,0.683333,55633
16250,14.3187,2.84823,0.513889,0.336111,44124
51450,68.9933,19.3968,0.904167,0.246875,37372
14695,64.8967,13.3536,1.0,0.325,43834
37940,53.2313,10.0675,1.0,0.0916667,1408
3663,28.2992,1.63666,0.11875,0.255556,54569
19741,9.87459,6.6463,0.364583,0.177778,2994
20201,37.8773,9.44113,0.238889,0.583333,50671
41429,61.2371,1.75445,1.0,0.283333,43005
35360,42.3573,1.44186,1.0,0.65,149
14298,21.402,14.6381,1.0,0.075,53452
46566,53.0725,13.3269,1.0,0.23125,17574
43103,55.9781,18.4171,0.155556,0.125,10286
9576,12.787,15.0839,1.0,0.291667,6400
43705,15.26,12.6683,0.122917,0.536111,51793
52323,32.8806,14.9708,0.90625,0.494444,46359
35178,66.0752,14.4261,0.247222,0.377083,37688
56766,48.9517,4.22141,0.78125,0.911111,36671
19523,24.1948,1.21615,0.702778,0.258333,39615
1322,47.6454,12.0354,1.0,0.266667,36483
35836,3.37692,8.58762,1.0,0.208333,15014
50300,33.2312,8.4796,0.869444,0.35,4671
35369,37.2495,2.38946,0.8125,0.102778,12376
11092,43.0955,16.4752,0.9,0.122222,37413
28910,13.6951,1.18268,0.0416667,0.15625,9302
27686,43.665,14.9909,0.416667,0.308333,2771
22863,0.733123,6.8101,0.383333,0.475,25188
6676,53.3106,5.5747,1.0,0.5,51719
9487,48.5562,4.38338,1.0,0.155556,7604
39719,27.7902,7.70918,1.0,0.35625,45479
23411,14.7074,15.4193,0.797917,0.519444,50635
22706,13.1325,9.3992,0.73125,0.125,33022
31809,2.02203,16.4777,0.172917,0.336111,12437
31774,16.6583,3.17148,1.0,0.491667,45640
24209,48.4045,6.27443,0.575,0.0875,29084
43587,48.323,14.859,0.73125,0.494444,51603
15080,11.6477,3.37941,1.0,0.0979167,46349
38144,26.8784,14.1585,0.20625,0.2,2932
21927,64.5162,4.69503,1.0,0.0611111,36541
23404,27.8846,27.1959,0.11875,0.469444,10139
44816,35.5252,10.1644,1.0,0.330556,37880
19888,15.3671,4.09089,0.585417,0.163889,46455
22248,15.0848,4.70037,1.0,0.141667,25989
3316,5.7777,7.72302,0.108333,0.34375,42911
23696,21.8753,5.14924,0.291667,0.0583333,28428
9160,42.526,6.92572,1.0,0.0944444,44863
12372,45.3171,10.5199,0.154167,0.275,32944
40954,8.76617,17.4078,0.933333,0.586111,8838
54329,42.3787,0.931365,0.297917,0.422917,43595
49179,59.6062,4.03584,0.720833,0.155556,4641
54240,24.8795,13.233,0.291667,0.841667,31020
31423,74.4019,22.3033,1.0,0.25,6127
14548,30.5064,15.7958,0.720833,0.252083,10032
38151,20.812,6.6881,0.129167,0.233333,9788
46699,9.03652,12.8547,0.102083,0.25,30006
56290,35.7389,1.74111,0.795833,0.430556,15604
27516,28.178,2.29611,0.269444,0.844444,21796
21508,21.0988,11.4909,0.51875,0.380556,57302
49129,32.8852,2.6887,1.0,0.630556,21432
35174,18.2157,3.31317,1.0,0.805556,8845
49978,8.1213,5.96961,0.25625,0.455556,39105
40232,60.2642,12.0252,0.0541667,1.0,19071
50690,53.011,6.81667,0.302778,0.4,37828
37841,8.49834,16.7614,1.0,0.625,8701
22267,19.0361,14.2008,1.0,0.530556,52216
14580,51.8969,7.45423,0.504167,1.0,38653
7239,63.3582,16.2415,0.816667,0.78125,8385
15795,18.1827,6.31016,0.313889,0.425,5619
30230,19.3907,8.87785,0.352083,0.363889,34282
56327,12.0848,11.0785,0.154167,1.0,56348
40200,15.2436,10.4235,0.0979167,0.680556,17841
39486,49.7389,14.5324,0.213889,0.5,26232
27419,60.0958,13.4378,0.777083,0.602778,26686
14842,21.5563,10.0935,0.20625,0.0979167,31929
27058,10.2603,13.1299,1.0,0.0472222,44912
21256,4.01468,7.22454,0.647917,0.527778,30514
19236,76.5695,15.0732,0.85,0.272917,19075
30372,15.339,6.0714,0.329167,0.89375,55955
39607,24.1585,9.6385,1.0,0.497222,15553
52380,9.88607,2.86346,0.145833,0.502083,44835
51533,59.5953,3.41003,0.216667,0.334375,34864
35720,37.3283,18.6567,0.5,0.172222,29038
45747,10.294,20.7751,1.0,0.55625,13496
9836,64.9942,12.9541,0.327083,0.0833333,30616
428,25.0576,8.05481,0.438889,0.854167,13525
9087,38.6608,6.56156,0.127083,0.68125,24981
51049,55.5691,15.4394,0.522222,0.190625,36539
40448,31.0842,14.7716,0.0916667,0.59375,45218
27995,68.3256,6.30615,0.3,0.190625,19545
29042,71.339,12.5395,0.991667,0.636111,17436
38972,23.6804,8.22993,0.21875,0.20625,18468
12580,33.5267,13.1708,0.997917,0.808333,10940
45095,23.4099,14.5787,0.547917,0.25625,49925
48189,34.8382,12.126,1.0,0.4875,47642
49246,21.2743,22.7009,0.655556,0.336111,52628
125,19.8078,15.6842,1.0,0.379167,44272
48848,12.0594,5.78981,0.741667,0.555556,8003
520,62.2573,4.72337,0.08125,0.163889,12703
22440,2.46129,9.76603,0.891667,0.513889,40794
26866,16.5112,7.88399,0.120833,0.427778,19105
55917,32.6878,13.7917,0.45625,0.152778,17402
20480,46.1547,5.31774,0.494444,0.0722222,7142
6795,32.0227,14.7282,0.164583,0.497917,15295
35294,19.2118,4.31941,0.25,0.25,50922
16640,19.8605,13.1554,1.0,0.714583,19782
9029,15.9135,6.80043,0.622917,0.889583,6069
7081,14.4476,13.567,0.447917,0.497917,39185
5089,5.6359,2.97693,0.183333,0.325,9885
1870,14.2896,9.88472,1.0,0.205556,23305
48179,33.6994,27.1495,1.0,0.245833,12591
33311,56.039,13.5899,0.377083,0.525,16298
33561,73.4559,7.8824,0.08125,0.260417,51321
48083,50.5543,10.952,0.229167,0.130556,27988
9385,57.4444,3.6391,0.4375,0.927083,5697
22554,3.99311,13.7713,1.0,0.104167,25296
39232,10.8706,13.8956,0.1,0.558333,39824
39859,50.8754,7.20909,0.0791667,0.461111,34870
25312,29.7108,4.82705,0.1625,0.344444,23563
45845,40.7709,16.5457,1.0,0.616667,6215
10749,74.1606,8.73142,0.295833,0.177778,11425
41768,46.1211,3.78718,1.0,0.105556,4759
34215,43.1205,13.4988,0.872917,0.388889,13556
26368,17.7903,10.0406,1.0,0.38125,10733
19395,48.0843,1.7469,0.347222,0.810417,43923
53004,4.66872,11.4131,0.377083,0.647222,5285
8074,7.58548,11.056,0.19375,0.258333,42905
8842,38.3119,10.0189,0.210417,0.410417,56947
45626,20.6586,5.77862,0.252083,0.246875,56702
14608,68.8596,12.4756,1.0,0.283333,11932
16557,30.3005,13.3239,1.0,0.165625,47296
13619,26.8218,7.61298,0.158333,0.08125,51732
11536,52.3117,6.50644,0.665625,0.463889,50403
37419,30.792,11.7849,0.133333,0.216667,22214
48122,50.4781,3.14762,0.116667,0.522222,29223
50427,26.4712,7.72981,0.739583,0.596875,8132
44186,4.05728,4.24765,0.145833,0.179167,51712
22513,36.3504,10.9567,0.3125,0.536111,656
29011,46.4041,20.0429,0.733333,0.128125,44491
11588,22.0431,18.6325,1.0,0.0972222,19643
2447,59.8372,11.5758,1.0,0.625,26347
8684,64.7562,8.81624,0.975,0.160417,813
16560,54.5506,22.4713,0.28125,0.34375,48414
33452,12.8812,7.48501,0.0958333,0.225,39229
214,11.8762,12.9855,0.291667,0.361111,33487
37175,3.50657,8.98881,1.0,0.144444,45536
29413,14.8939,13.9325,0.225,0.227778,53266
33669,42.8467,6.52652,0.11875,0.277778,46925
17850,37.6967,10.9647,1.0,0.708333,7658
14334,45.1797,7.19588,0.14375,0.364583,41474
30675,7.54287,14.7683,0.708333,0.291667,2885
7507,33.0078,12.1161,1.0,0.147222,29998
14529,48.497,11.2093,0.16875,0.177778,48990
43996,32.8988,5.23369,1.0,0.125,8321
13968,67.0933,13.7732,1.0,0.433333,56570
50820,7.94348,14.4493,0.411111,0.64375,49833
19189,60.0927,9.1913,1.0,0.3,48313
15004,26.397,1.24008,0.166667,0.844444,42877
22927,39.863,1.63193,0.914583,0.2,17058
36357,58.6106,13.2818,0.308333,0.311111,31089
40546,55.7407,12.9415,0.0708333,0.680556,20544
38093,28.7818,5.2336,0.958333,0.15625,11695
19294,15.3535,10.0497,0.445833,0.9125,34088
22661,17.151,5.32857,1.0,0.144444,45792
1075,56.7846,6.5546,1.0,0.516667,31264
40415,22.4067,8.78206,0.170833,0.309375,6311
33314,17.4434,1.97968,0.179167,0.269444,30194
52106,30.0992,2.51024,0.354167,0.2,46253
2687,15.8131,28.6566,0.302778,0.475,8183
35067,56.7164,13.012,0.694444,0.790625,17428
32988,15.8803,1.56848,0.285417,0.586111,34855
29052,2.09404,7.38136,1.0,0.454167,52306
41979,24.7147,6.20806,0.991667,0.927778,50943
21790,12.7631,2.69584,0.1125,0.0722222,20137
10338,15.4072,2.1406,1.0,0.275,13165
8248,51.5134,18.1087,0.19375,0.210417,55893
40873,33.8269,7.47297,0.136111,0.26875,1468
41185,55.059,13.1028,1.0,0.2,52678
50957,50.2104,13.7065,0.30625,0.0944444,28114
5680,24.3257,4.5359,1.0,0.341667,32615
54438,17.6891,1.35076,0.483333,0.420833,7037
4574,12.8189,3.25693,0.225,0.883333,2395
56495,20.5918,7.9454,0.889583,0.288889,30644
16669,2.57947,7.90962,0.116667,0.06875,42665
7088,19.1838,21.6009,0.239583,0.06875,22851
11928,11.5122,15.2612,0.23125,0.14375,24217
12137,15.0497,14.3585,0.28125,0.929167,30488
40317,33.445,7.1654,0.425,0.188889,22470
39564,47.6406,3.23975,0.930556,0.945833,45948
46017,61.9906,2.75286,0.314583,0.475,42522
51226,20.535,6.32994,0.185417,0.388889,41242
236,69.5361,9.0578,0.6,0.210417,8276
7556,29.316,14.8895,1.0,0.647222,23627
30216,18.5852,11.6982,0.227083,0.1375,4996
34830,61.7398,12.7516,0.133333,0.355556,32853
41770,10.1108,0.0287677,0.289583,0.219444,10682
20569,38.8677,9.89061,1.0,0.58125,19965
30689,46.3416,13.3095,0.820833,0.686111,1976
18135,66.0444,12.3998,0.475,1.0,26193
670,10.0054,17.4957,0.247222,0.0944444,56981
16151,30.16,10.0835,0.1875,0.0972222,11767
40350,14.4243,17.186,0.0416667,0.340625,11559
53413,13.3788,3.34872,0.222917,0.495833,32379
48461,47.165,8.34959,1.0,0.122222,15350
7072,15.1944,4.93259,0.611111,0.102083,24501
15175,70.6692,6.78956,0.169444,0.216667,35028
41397,84.5641,13.3847,1.0,0.0611111,33639
56712,47.2975,7.53324,0.74375,0.552778,7980
16663,29.4086,2.93692,0.147222,0.583333,33913
8554,27.1109,11.1847,0.075,0.169444,18899
14888,24.6597,14.4024,0.716667,0.0805556,42570
57047,43.366,14.401,0.113889,0.241667,9103
33513,16.0722,2.92133,0.138889,0.466667,15986
1579,1.2276,15.2302,0.1875,0.175,11170
47618,22.5653,23.9273,0.402778,0.38125,4464
16878,34.3022,12.8112,0.341667,0.183333,35634
22223,55.1091,19.6149,0.71875,0.561111,5373
10957,32.532,14.723,0.20625,0.24375,48824
8186,17.9581,13.0559,0.18125,0.9375,46396
10463,10.3061,19.7425,0.9375,0.761111,19870
3347,18.5233,14.3116,0.691667,0.8,28176
22597,5.15927,2.8164,0.0479167,0.269444,12601
43431,67.2819,7.53805,0.114583,0.794444,37358
16796,38.6336,16.3751,0.308333,0.0645833,49920
30880,39.4329,19.8448,1.0,0.3875,41776
41744,20.0247,3.44202,0.0666667,0.425,12581
6803,33.3248,9.99811,0.130556,0.463889,30910
56955,46.8997,9.19313,1.0,0.269444,48388
30357,22.5724,3.96405,1.0,0.391667,48063
50800,34.5165,12.0291,0.533333,0.210417,31811
10796,20.2444,9.10401,1.0,0.364583,24864
4457,62.9133,10.8181,1.0,0.647222,45953
5184,50.3588,4.13609,1.0,0.291667,881
45168,29.9286,4.51044,0.583333,0.327778,11288
43569,47.2454,3.6212,0.541667,0.219444,8808
22510,56.0935,15.4775,0.144444,0.119444,35462
55811,50.0142,4.76642,0.922222,0.15625,12132
10538,42.3183,8.51692,0.683333,0.541667,4154
9839,74.0778,2.3503,0.56875,0.291667,40706
21717,48.8404,9.81404,0.797917,0.191667,46177
6439,50.2478,7.27069,1.0,0.508333,43522
10699,14.9072,15.158,0.2,0.147222,9900
26529,18.8646,12.0418,0.0729167,0.533333,43358
40623,48.8979,5.77051,0.20625,0.491667,56851
49193,25.9247,19.0201,0.177778,0.103125,11005
50373,30.2682,7.61184,0.433333,0.15,51631
27125,31.0065,7.49378,1.0,0.327778,1857
55181,35.5126,8.61814,0.494444,0.561111,46619
53397,24.5156,12.4571,0.197917,0.0472222,18169
17263,38.9147,16.0399,1.0,0.291667,17292
56084,53.0204,16.1517,0.55,0.2125,27832
17389,74.3513,10.6612,0.0520833,0.359375,46632
12997,9.58234,1.30277,1.0,0.422222,48028
19369,11.0865,2.30209,0.19375,0.738889,47678
23040,16.2891,0.48082,0.972917,0.133333,40295
31099,11.9994,22.1085,1.0,0.208333,17883
14725,60.37,7.53758,0.3125,0.320833,29614
42483,33.8862,16.2648,0.991667,0.427778,6598
38293,12.832,3.05166,0.15625,0.316667,11147
16140,48.1953,1.26958,1.0,0.878125,44632
44221,68.8722,1.94851,0.5625,0.0958333,30713
16159,25.5926,2.36744,0.110417,0.31875,21115
23979,37.4047,8.36193,0.89375,0.741667,53721
39070,48.1597,13.8819,0.241667,0.258333,56246
35230,48.2794,5.66976,0.3125,0.147222,49547
38256,37.0936,13.8255,0.141667,0.378125,6629
12039,17.0507,13.4148,1.0,0.0972222,42039
24688,31.2351,8.68003,1.0,0.294444,49094
34349,61.7927,12.998,0.30625,0.297222,53224
14383,14.638,16.3866,0.416667,0.477778,34044
15138,35.6491,4.17703,0.829167,0.466667,48551
35849,46.9027,20.5097,0.514583,0.397222,72
26357,17.8184,14.6204,0.314583,0.180556,7417
51345,57.9345,2.84503,1.0,0.597917,40661
34495,51.0406,6.10163,1.0,0.564583,17115
23405,5.85467,5.52305,0.308333,0.125,14328
11305,21.6007,5.95727,0.488889,0.319444,20120
45219,49.7565,13.0774,0.29375,0.29375,32400
14040,37.0605,15.4517,0.566667,0.697222,56363
12850,13.6272,20.3358,0.210417,0.561111,30108
7961,7.69843,9.5663,0.239583,0.444444,31399
45540,30.3489,15.4182,0.102083,0.102778,44571
18622,40.9125,9.99404,0.140625,0.49375,29726
22756,11.8727,2.16597,1.0,0.380556,33412
54600,34.16,6.55604,1.0,0.616667,12518
36347,50.8795,2.89133,0.786111,0.369444,21007
4861,45.9809,3.19476,0.620833,0.209375,32262
15441,41.7816,14.1515,0.380556,0.264583,53209
23455,10.1845,6.58536,1.0,0.647222,46157
33146,43.7597,3.10021,0.133333,0.491667,20360
25044,16.1656,13.1366,0.0916667,0.302083,8141
1504,35.6663,1.82758,0.172917,0.452083,29248
39359,32.197,1.39344,1.0,0.08125,47390
31540,58.1003,14.0085,0.21875,0.561111,33058
54030,27.8105,13.2503,0.505556,0.683333,44091
17293,13.5889,16.3159,0.836111,0.44375,6643
40857,63.7364,7.42199,1.0,0.514583,18617
7391,3.6672,21.2613,0.133333,0.430556,36182
53386,55.8537,7.1027,0.627778,0.772917,48331
36820,45.6234,16.0569,0.333333,0.883333,14545
27249,56.6291,12.4348,0.08125,0.561111,40384
29397,13.5379,20.5462,0.110417,0.538889,5155
8305,30.3708,10.1213,1.0,0.488889,14685
5434,54.9522,21.8049,0.444444,0.852083,7212
52422,37.0248,18.7796,0.179167,0.430556,16058
18571,52.3628,7.95649,1.0,0.172222,48492
32431,9.99111,12.3412,0.485417,0.180556,37576
51597,35.7238,14.4659,1.0,0.49375,33754
55739,27.9756,3.54769,0.497222,0.125,46508
16735,47.8782,8.94057,0.344444,0.384375,50777
37198,39.1898,20.9227,0.0770833,0.447222,46864
48455,30.5791,19.5997,0.125,0.146875,33783
18898,63.1761,10.6027,0.361111,0.386111,37701
10077,17.6073,10.6314,0.29375,0.0777778,21599
51139,31.2612,9.61603,0.879167,0.555556,7153
55106,10.7059,9.0265,1.0,0.710417,34862
25505,5.38182,18.5552,1.0,0.06875,26252
37496,54.644,10.1569,0.108333,0.758333,11376
28558,52.3537,4.86092,1.0,0.66875,13631
27529,38.2022,10.905,0.827083,0.452083,1536
22837,0.606751,8.85346,0.722222,0.488889,25860
50493,76.2221,5.32465,0.075,0.495833,49080
11195,56.9351,11.4389,0.93125,0.477778,35001
24926,58.4865,19.4644,1.0,0.505556,17988
7483,48.3005,1.93688,0.797222,0.988889,39785
13563,36.3707,17.335,0.266667,0.471875,36139
21142,4.70631,1.19993,0.391667,0.25,1895
20629,22.6008,0.907731,0.602083,0.302778,52191
27343,34.1455,5.3638,0.35,0.161111,22211
9128,17.785,9.7044,0.2375,0.288889,6796
21182,14.8443,19.5173,0.758333,0.330556,8325
22977,26.0868,19.9903,0.791667,0.285417,45144
52457,13.9804,13.6579,0.714583,0.419444,46000
26333,42.3515,10.4993,0.53125,0.313889,29812
17847,11.1262,13.7103,1.0,0.69375,42976
4032,63.7763,3.88863,0.179167,0.222222,53189
25255,71.8894,2.37736,0.641667,0.2125,18848
32776,47.9496,12.1617,1.0,0.379167,11495
45722,58.3911,13.7641,1.0,0.333333,55629
