Key_1_3,V13,V14,V15,V6,V22,V2
52636,20.3508,14.3786,20.9055,0.948769,3.0843,1.0
15589,42.807,40.9607,36.1275,1.16895,20.4785,1.0
21354,33.4368,32.3917,28.9384,0.247488,9.12719,0.275
37294,23.4809,20.1485,13.4966,0.841163,4.84882,1.0
52119,13.5443,12.0938,12.4608,1.04185,2.1406,1.0
26733,36.3274,34.403,24.561,0.208051,12.3008,0.25
39246,15.6832,16.2134,14.0496,0.926724,3.98797,1.0
46268,16.0718,14.8655,15.3044,1.12023,3.1667,1.0
45141,13.5449,11.5516,10.7016,1.08909,1.91968,1.0
36280,12.296,8.13329,5.79274,0.301285,5.86749,0.366667
57519,17.1874,10.0676,7.88127,0.926177,2.01933,1.0
1860,36.7467,40.4703,44.3617,0.990585,11.208,1.0
4955,58.1885,56.9607,57.9164,0.228127,16.1639,0.29375
21831,0.717766,0.651712,1.06397,0.648961,0.0947081,0.683333
48106,23.182,23.2325,26.2848,0.522458,3.77418,0.604167
14130,9.8703,9.35032,3.95673,1.00864,2.29869,1.0
15971,9.57755,6.44702,5.84087,1.07363,1.20971,1.0
40903,29.0755,32.173,38.2429,0.283894,10.4845,0.341667
4791,43.6074,52.4436,58.788,0.31701,12.3315,0.345833
51220,29.0778,29.0114,23.5161,0.26987,11.1181,0.325
2215,58.398,59.3682,68.4898,0.192572,12.216,0.347222
27751,34.4946,29.302,23.9319,0.932695,8.80309,1.0
55361,5.59446,7.09655,9.09025,1.05221,2.72874,1.0
276,33.6559,34.3877,42.1442,0.236844,9.19391,0.29375
26137,73.3304,71.9859,72.5667,0.325726,17.3495,0.397222
12653,18.1393,15.9826,12.4912,0.894087,3.52009,1.0
54872,4.71536,2.57548,3.13587,0.963865,0.460772,1.0
25475,32.2944,23.9965,14.937,0.284466,4.67999,0.3
48423,39.7987,38.0509,38.2747,0.955318,9.92727,1.0
22521,42.0354,41.1772,45.2254,0.223253,9.59384,0.305556
39789,26.7632,25.1942,21.5217,0.0819717,8.73473,0.0979167
22211,15.6982,16.6064,21.2979,0.357969,2.93692,0.397222
50544,35.1133,33.2311,30.3156,0.354664,13.428,0.41875
3626,67.0728,65.9136,68.5115,0.58887,16.8293,0.710417
37902,42.7414,42.601,42.7758,0.224422,11.6722,0.219444
54977,25.095,25.1548,27.2275,0.152419,5.75216,0.166667
14201,24.5995,25.9777,35.8411,0.98414,6.12416,1.0
55755,55.5969,52.5998,46.0141,0.265564,11.1709,0.33125
21852,51.6501,51.6641,49.999,0.85367,14.0456,1.0
44822,30.1204,27.2005,31.08,0.169778,7.8659,0.210417
16307,36.8468,32.991,27.7755,1.12596,9.60348,1.0
37570,24.4758,21.0978,11.7765,1.1191,3.70494,1.0
4294,23.4214,21.2792,17.9131,0.373922,5.20985,0.40625
46712,6.50913,5.61314,5.69667,0.486045,0.875219,0.583333
25752,17.6805,19.3887,18.4278,1.00569,4.34575,1.0
35659,41.9802,43.4657,40.5662,0.699691,12.8739,0.85
39201,9.50019,9.11806,8.62123,0.973819,2.43006,1.0
11219,19.7704,18.3669,15.605,0.39282,4.48059,0.479167
18358,61.9142,59.224,55.092,0.394957,17.8961,0.4375
35854,38.2873,38.6386,38.5215,0.65276,8.12815,0.69375
48097,32.457,29.3823,29.2695,0.323061,10.05,0.422917
15011,25.4075,18.5928,11.256,1.00354,3.95875,1.0
14736,24.8549,17.5731,25.0597,1.01984,4.36317,1.0
1034,7.55939,7.16568,7.01777,0.839272,1.2569,1.0
37786,16.6132,13.813,17.1225,0.30425,3.70822,0.304167
9230,13.4811,11.6256,12.8212,1.04667,3.26059,1.0
35197,74.7839,72.0748,46.8922,0.394224,15.0689,0.466667
49888,15.6645,11.4747,8.03399,0.172138,2.22945,0.202083
8310,48.8582,48.5678,47.6208,0.506819,15.0551,0.558333
46892,25.6117,32.4602,28.7003,1.18375,5.36063,1.0
50232,33.7432,29.2706,29.216,0.188733,7.3315,0.220833
54769,42.2647,37.1554,34.5877,0.297838,8.80575,0.35625
4305,30.5821,16.4802,11.766,0.414041,5.27677,0.5
2260,36.2772,33.3185,27.4226,1.05958,18.1557,1.0
1809,32.5414,30.3086,29.9668,1.04664,9.61657,1.0
43366,19.1115,15.9011,14.2973,0.384067,5.55802,0.4375
48466,17.1201,16.2922,16.0088,0.446892,5.53072,0.44375
29772,50.2607,45.1054,18.631,0.884549,11.1608,1.0
21215,21.3175,21.6426,21.0956,1.15544,5.65986,1.0
33268,44.4257,47.6438,46.9647,0.180496,9.99995,0.25
24325,44.6218,47.5356,44.4718,0.16076,12.0514,0.225
40533,43.3832,53.8612,57.5762,0.468994,11.8368,0.505556
20677,57.6298,51.4415,63.5965,0.160895,12.6595,0.214583
19858,23.0768,24.1626,23.1122,0.900842,4.96398,1.0
31966,64.9589,80.1267,82.2878,1.09954,16.4052,1.0
5763,31.186,33.6152,27.9976,0.0607518,8.86253,0.0694444
5735,13.1652,11.7185,18.1145,1.02972,2.63407,1.0
51458,3.98992,4.0802,4.20432,1.12231,0.80118,1.0
4992,59.3016,56.7148,49.7846,0.611489,13.8406,0.560417
3527,17.6582,16.9098,16.4515,1.05934,3.69717,1.0
7495,25.738,21.7101,17.3811,0.160149,8.07054,0.1875
15846,11.392,10.3586,10.8366,0.998657,3.73091,1.0
19034,23.6081,23.1276,24.3177,0.940546,4.81485,0.99375
3780,46.962,47.5878,48.7957,0.320069,11.9342,0.360417
10785,8.78428,10.3519,9.88999,1.03006,2.80819,1.0
2321,32.5742,17.4094,4.4173,1.1073,3.44095,1.0
49118,5.57201,6.89411,8.49073,0.285195,1.66504,0.308333
13837,25.482,27.5446,15.3899,0.420482,10.7799,0.45
51901,16.4067,22.301,8.62682,0.972967,13.5626,1.0
23833,24.2855,27.0128,24.8906,0.919603,6.72209,0.830556
47992,42.7931,43.0696,37.5039,0.943685,14.1935,1.0
2291,50.1703,49.1781,50.1814,1.03979,16.9258,1.0
56674,17.2057,18.2754,15.9498,0.869686,3.68166,0.879167
40927,47.8208,53.7131,68.3075,0.14893,16.6197,0.177778
43884,23.5635,22.9188,24.9548,0.164326,5.40283,0.179167
39833,53.2005,47.8854,38.5464,0.520674,13.284,0.569444
52497,10.1594,9.05543,8.75733,1.06878,1.65593,1.0
29678,58.8089,60.5291,63.6582,0.250764,18.3828,0.330556
29979,1.66074,1.36192,1.09379,0.444221,0.212026,0.477083
21024,20.9764,21.3107,22.2758,0.102561,4.78358,0.125
10610,39.649,30.3751,21.6302,0.59923,8.59622,0.65625
55095,17.0412,17.6227,12.3323,1.0189,3.74535,1.0
29766,24.9522,23.4534,24.127,0.306211,5.9211,0.319444
30643,56.3891,55.263,49.8339,0.181985,16.583,0.208333
49695,53.2965,66.4191,72.8851,0.759647,13.9339,0.875
6347,30.21,29.295,25.169,0.985269,5.07662,1.0
49520,30.0454,23.3131,15.2437,1.12384,5.34474,1.0
31065,28.1798,18.0987,12.7767,0.998728,3.54764,1.0
18312,4.38569,5.07938,2.49592,0.36194,3.24774,0.4125
35641,42.8701,40.1682,34.524,0.641163,10.5456,0.777083
50855,20.0681,19.1646,20.0013,0.299247,4.30115,0.30625
18206,32.2669,31.9611,18.7162,0.775983,9.50173,0.870833
6444,23.0659,23.381,25.9488,1.00838,5.49746,1.0
15657,13.5737,13.2667,12.6446,0.237159,2.7274,0.235417
19006,2.66245,0.776232,0.68316,0.938817,0.169748,1.0
653,50.0542,37.9283,23.9185,0.471327,7.37864,0.558333
4213,16.7608,16.4459,15.6593,0.987353,3.15747,1.0
50105,56.5448,53.7961,50.8954,0.311755,17.4332,0.35
46805,37.1428,37.1198,29.7903,0.152681,9.58081,0.166667
25816,17.4176,15.3523,15.2401,0.359376,5.21002,0.404167
18477,36.5902,34.699,34.355,0.155994,9.86235,0.214583
12901,24.0762,27.6347,35.2378,0.246244,7.69975,0.270833
9726,30.5372,26.2436,35.3433,0.532585,8.37726,0.51875
35473,34.4212,29.515,30.8293,1.00821,7.57757,1.0
31310,41.243,40.555,35.9641,0.770977,8.17651,1.0
55064,72.5645,69.5528,47.1701,1.00443,20.2474,1.0
28487,8.13689,8.12187,6.7442,1.10479,2.13956,1.0
44396,26.9052,26.4241,22.3222,0.907466,4.73065,1.0
53172,20.8985,21.0162,21.3315,0.203128,4.61736,0.219444
9830,25.7261,27.1381,42.5127,0.29331,8.35291,0.347917
35485,27.8884,27.5557,29.2811,0.216767,10.6239,0.241667
56305,17.3732,16.9785,16.5708,1.03845,3.5495,1.0
35668,77.4978,75.3373,75.7434,0.992055,24.9203,1.0
30126,14.1254,14.6663,19.2999,0.105446,2.98933,0.114583
7815,31.4212,28.095,29.393,0.972562,8.32343,1.0
9719,20.1913,19.4944,20.3509,0.122292,4.44805,0.14375
56878,49.7176,52.9703,51.3561,0.968964,16.0881,0.986111
19941,7.9136,7.84578,7.84484,0.544271,1.86259,0.641667
4105,38.2006,38.0119,32.0428,1.07972,11.4724,1.0
8761,28.3378,27.1921,30.8391,1.00501,5.32663,1.0
5612,18.4499,17.572,21.5042,0.902443,3.43969,0.963889
13151,19.2317,14.5827,13.8114,1.00267,5.46552,1.0
24101,48.603,47.1978,48.5057,0.347193,15.8134,0.4
38806,47.0162,42.9132,59.2894,0.142179,8.49966,0.15625
9645,34.3924,33.4593,32.1827,0.0899751,13.7453,0.110417
19559,60.269,53.1876,43.4473,0.998741,12.418,1.0
519,24.7408,17.0432,8.06535,0.969602,3.14697,1.0
9404,17.8606,18.8524,24.9246,1.23285,4.94148,1.0
29332,9.648,6.08188,5.34564,1.08565,1.27266,1.0
24466,6.13752,5.06863,4.62611,1.06458,0.909845,1.0
51967,43.8088,43.2756,44.6686,0.964908,11.0108,1.0
36232,57.1049,58.4859,59.3252,0.74938,14.8269,0.95625
38931,14.6921,14.9147,16.6565,1.07633,2.88644,1.0
33044,18.5758,20.4153,17.0079,0.278165,6.52156,0.3375
53998,33.4529,34.8102,43.6532,1.00182,8.38452,1.0
31973,11.8383,11.7872,11.4356,0.804631,8.20288,0.8375
14515,30.0449,17.016,12.1411,0.799403,4.05077,0.916667
24493,33.0272,29.6742,25.5161,1.00651,6.8849,1.0
12226,47.3206,53.5312,59.4184,0.0556108,15.2811,0.0666667
15506,38.3095,34.9803,30.9656,0.112811,10.6428,0.129167
24894,16.6954,16.9864,14.5076,1.00237,2.83685,1.0
46238,20.4652,14.0105,6.74444,1.04619,2.51332,1.0
13339,17.3109,18.2969,18.4643,0.735268,9.47669,0.7625
38212,80.7207,80.1683,75.5904,0.777031,23.7477,0.960417
38455,30.997,28.0294,22.3442,0.998398,5.38559,1.0
36376,5.21097,3.85556,3.93564,0.989282,0.851931,1.0
1705,1.08098,1.05233,1.36923,0.71121,0.167647,0.897917
15353,6.71898,6.15513,5.14065,1.11869,1.46119,1.0
52067,19.5491,17.7812,13.6061,0.140992,6.06109,0.15625
44226,36.6905,36.891,32.7422,1.15397,10.5834,1.0
6630,8.4414,7.30146,6.70428,0.607474,1.29848,0.735417
29527,6.83182,7.89009,10.0582,0.399664,2.20417,0.430556
24128,10.5352,11.8245,13.3859,1.01352,2.05453,1.0
1713,4.73355,4.03975,0.840866,0.205127,0.601322,0.269444
1166,45.7406,42.7614,39.1801,1.28272,11.2361,1.0
4265,54.2631,57.3822,65.6953,0.351296,15.7222,0.408333
48952,32.3893,30.0099,37.7786,0.380755,7.44591,0.44375
12566,16.38,18.4383,15.3609,1.04292,8.48229,1.0
34332,14.2555,12.4804,14.9719,1.06314,2.79718,1.0
34847,21.736,26.5169,14.6505,1.08723,6.90391,1.0
4044,18.2056,17.0818,21.629,0.286649,4.07128,0.33125
15801,11.6564,11.5918,13.1021,0.662361,2.12535,0.81875
12113,28.1183,27.6894,25.6691,1.11731,15.9164,1.0
54650,38.8344,40.7081,40.9252,0.390498,11.7537,0.4
23390,26.8,28.5487,28.9886,1.01565,7.54098,1.0
21085,10.2934,10.4494,10.9189,0.97328,1.93085,1.0
31609,19.8599,15.2142,11.7877,0.998048,3.11128,1.0
19991,23.6402,21.9043,22.2385,0.954231,5.00892,1.0
45007,24.3685,23.5738,32.0778,0.173848,6.40911,0.177083
50394,37.5493,33.5922,29.2072,0.873257,7.73565,0.927083
57173,61.6747,55.4895,46.9055,0.986673,13.2264,1.0
7585,12.1113,8.54059,8.13356,0.941114,2.20037,1.0
31559,38.029,41.3814,16.5517,0.984493,9.23306,1.0
22262,16.2494,31.8086,20.2602,0.638215,4.4718,0.677083
47501,47.856,48.9065,51.6393,0.559805,10.6087,0.591667
50467,17.6045,10.3384,9.08435,0.745664,2.4526,0.74375
32985,16.7522,20.5976,21.6086,1.02777,4.19537,1.0
18335,25.9525,27.2451,19.7283,0.0851546,8.23853,0.09375
8019,24.6151,23.6701,25.383,0.193356,5.33743,0.211111
11002,46.9302,45.6868,38.8275,0.382469,10.1354,0.410417
4095,37.6282,40.5134,45.2099,0.686258,9.8354,0.691667
36384,73.6722,80.3181,83.6999,0.203075,27.3314,0.258333
39078,11.7442,13.9487,15.8096,0.758253,2.95653,0.795833
2613,16.7236,13.6841,12.2433,0.762995,6.17302,0.864583
11204,18.5343,17.7229,18.4624,0.330463,4.68504,0.4125
40388,30.2919,34.6349,40.076,0.209909,12.4553,0.294444
13900,5.84708,5.18938,1.48649,1.13695,0.82427,1.0
43846,25.3996,24.5127,16.5415,1.06537,5.55353,1.0
34373,18.4823,11.7672,5.00634,0.986904,2.33872,1.0
9311,6.49604,8.65335,9.22075,0.989537,1.31593,1.0
15850,66.4637,73.1862,70.5047,0.0598156,16.9489,0.0666667
52910,17.7655,15.377,14.0074,0.880789,5.74518,0.99375
28440,17.7559,23.9584,24.3258,0.978574,5.88419,1.0
13136,9.68561,6.85595,4.72509,0.858584,1.38791,1.0
33763,15.0571,14.3208,11.4386,1.3569,4.81993,1.0
35008,35.9338,36.4534,32.8852,0.708151,11.8014,0.783333
29973,15.3239,9.45905,6.01201,0.339255,1.93206,0.459375
49269,27.0506,21.4635,20.3138,0.648216,5.05064,0.614583
54893,44.2942,40.6529,30.3342,0.321454,10.6083,0.395833
37848,46.6021,46.4846,40.3654,0.941766,12.162,1.0
41436,19.6249,9.48372,1.81651,1.01359,1.84264,1.0
49108,47.5102,39.5951,37.3107,1.08121,11.9319,1.0
38519,39.313,38.3237,36.621,1.15247,11.4812,1.0
48571,4.88973,6.07758,7.3915,0.246824,1.43452,0.266667
39739,51.3179,42.7768,46.207,1.16153,9.78462,1.0
45063,19.0959,16.0817,26.5518,0.502913,4.00843,0.514583
20369,16.7864,14.7062,14.6618,0.719629,3.23458,0.8
29170,24.3427,23.1721,24.272,0.468016,6.35127,0.472917
38031,26.3135,20.8179,14.2149,0.252484,5.17797,0.285417
14125,40.0504,35.8878,35.8412,0.249657,8.17021,0.2875
45931,6.32699,6.45498,6.75395,0.963063,1.66905,1.0
30190,18.2771,12.073,13.5561,0.355475,2.88667,0.464583
11576,16.416,13.2714,7.77732,1.00782,2.63826,1.0
2716,30.8054,27.7883,21.8294,1.04187,7.24123,1.0
55335,9.69284,7.40921,6.8524,0.98632,1.3587,1.0
30625,31.233,32.7624,33.7362,0.707379,8.28248,0.770833
34494,20.0315,19.7706,26.3246,0.223729,4.79636,0.21875
7039,24.7466,24.8078,27.2829,0.680765,5.87683,0.708333
31102,24.4516,22.0201,19.1578,0.397597,8.8801,0.466667
30465,23.2643,21.0274,19.7685,1.07285,4.90607,1.0
16789,22.8093,26.7969,25.9086,0.426027,19.0039,0.452083
4689,10.7512,6.49388,1.19284,1.30414,1.12043,1.0
16655,18.716,19.2285,15.4013,0.212172,4.17961,0.25
26765,27.8516,26.6894,28.7316,0.949618,5.29899,1.0
9320,27.7903,27.9831,29.1833,1.30766,9.54413,1.0
31933,10.9125,6.27927,5.76724,0.991449,1.18229,1.0
19701,36.4587,37.8581,39.4882,0.225804,9.59249,0.252083
39638,31.3922,30.9628,35.3809,0.0756776,6.65218,0.102083
27165,16.2067,15.5845,14.2989,0.447282,3.9723,0.46875
37532,24.9383,21.5818,22.2169,0.164867,7.1376,0.1875
33092,39.7826,33.1333,33.4963,0.201397,9.61333,0.227778
10353,23.5418,24.4305,26.5127,0.371424,5.21396,0.416667
55856,39.5731,42.6441,49.6015,0.253666,10.6517,0.310417
36963,10.741,11.2941,11.8681,1.50344,2.08498,1.0
21357,76.5754,81.7722,79.51,0.212206,22.2391,0.266667
27467,28.8095,24.1878,22.563,0.515751,7.03541,0.633333
23996,55.3859,53.0969,62.14,0.941729,11.7586,0.910417
23164,40.507,44.5823,48.6985,0.0907882,14.9236,0.116667
23348,16.364,18.1548,19.4047,0.21548,4.44286,0.260417
51215,16.2057,20.7866,31.3803,0.473746,3.981,0.510417
34006,20.712,14.9927,16.5619,1.03044,3.97574,1.0
3518,33.8727,30.6403,29.0134,1.10798,7.12013,1.0
17086,22.3587,11.5398,6.12753,1.00376,2.46368,1.0
34279,20.6197,18.4705,19.4215,1.04035,4.39431,1.0
20510,68.9692,64.9166,52.7522,1.08487,26.3793,1.0
14351,18.1533,18.3747,15.3994,0.14796,3.68379,0.152083
14423,11.2516,13.5755,18.448,0.839599,3.51417,0.93125
10795,30.4145,31.0056,30.4987,0.919517,8.02185,0.988889
25777,37.3098,36.6019,33.2589,1.07964,9.33578,1.0
9657,44.5139,41.3468,41.8161,0.33826,11.1306,0.427778
2725,21.9552,19.1426,18.1479,0.138559,4.33289,0.19375
55724,19.6888,22.1009,21.4296,0.853539,5.73033,1.0
40760,7.02998,6.33491,6.35066,0.954604,1.16419,1.0
38681,50.1129,49.6185,48.8284,0.16118,18.3423,0.183333
4663,20.1152,14.0433,4.45773,0.973674,2.34037,0.9875
9200,37.9216,40.0971,40.3767,1.15606,13.6548,1.0
17079,18.2762,4.327,1.32303,1.03108,1.05716,1.0
14941,29.0733,17.0183,7.1905,0.369663,3.26179,0.41875
12772,69.1864,66.2605,61.7845,1.0129,21.7619,1.0
5217,26.9777,32.0727,42.4023,0.537315,10.0643,0.589583
43538,6.62519,5.28074,6.2915,0.30195,1.09078,0.329167
46294,14.3086,8.55857,7.75096,0.69688,1.7708,0.8875
31243,17.0794,15.6207,16.5267,0.432544,2.9855,0.464583
37443,24.7673,25.5993,26.4178,0.727463,7.14016,1.0
8142,19.1457,20.9526,18.0988,1.18614,12.4413,1.0
39102,22.7811,24.0081,17.7471,0.934213,10.5307,1.0
35472,45.1267,39.2062,41.319,0.706674,13.2375,0.810417
11423,35.897,36.0692,33.593,1.03991,8.85384,1.0
55359,9.39766,7.64593,7.24884,0.0305632,5.58908,0.0333333
8844,10.7339,9.41125,7.93385,0.899211,2.5268,1.0
41879,35.0969,36.7106,37.8552,0.339739,9.32619,0.35
45062,34.6623,35.2029,36.0528,0.171243,7.78473,0.1875
57430,45.772,31.1371,2.01906,1.00304,6.3876,1.0
51744,16.8357,16.1,14.0216,1.07814,4.54622,1.0
5999,36.8026,36.8869,28.9287,0.28905,11.679,0.35
43001,15.6083,9.51727,3.0415,0.596201,2.04745,0.610417
19000,58.4183,55.7393,51.7474,0.0708315,17.9982,0.08125
22829,21.6323,21.9506,20.6623,1.08675,6.04656,0.985417
18460,35.565,34.6439,33.4998,0.980265,7.34607,1.0
4554,11.7391,10.6045,8.68617,1.02444,2.75275,1.0
27248,18.691,16.9463,13.3594,1.00265,3.79464,1.0
35143,9.8634,9.65405,10.148,0.142557,3.17729,0.170833
37991,43.6179,39.8319,35.3238,0.951151,10.2186,0.941667
21386,35.8964,27.2938,20.5674,0.0342211,18.2743,0.04375
28377,22.6973,18.887,15.6809,1.01387,6.51255,0.983333
51576,32.8885,20.018,2.75451,1.17389,3.52482,1.0
41506,59.5132,48.8903,32.3314,1.14351,15.7703,1.0
53343,32.4061,34.3354,42.4456,1.01005,8.39994,1.0
29139,23.8321,26.5629,17.9548,0.454925,6.9907,0.585417
38237,54.9072,58.2467,56.7831,0.148529,15.3032,0.185417
5226,23.0044,22.6363,20.894,1.11869,5.75828,1.0
25504,75.1458,76.018,73.6635,1.09955,17.8361,1.0
23742,20.6729,19.9451,18.0186,1.00058,6.21956,1.0
32946,23.0398,22.896,23.3413,0.88416,9.80586,1.0
29018,37.5307,33.2186,32.6395,0.482844,10.0452,0.633333
20935,50.6897,50.248,51.0408,1.01797,14.1392,1.0
21161,20.7895,24.6842,15.2466,0.418509,7.48458,0.5125
24281,4.19014,2.36421,1.59947,0.31146,0.385982,0.316667
24013,30.0312,30.2101,28.654,0.136709,10.4555,0.15
26627,20.1334,16.7123,17.8069,0.510777,4.0308,0.7125
36217,50.9686,50.0288,46.0477,1.11159,13.9501,1.0
30982,16.8667,12.1455,0.917229,0.618871,2.01495,0.639583
29950,13.8458,9.55162,14.0161,1.02099,2.2845,1.0
13748,8.39812,5.77346,4.03756,0.3122,0.960067,0.3875
32908,30.1613,28.9849,29.5755,0.531972,7.8183,0.614583
35119,19.3466,28.2141,29.1343,0.881512,7.26484,1.0
12295,36.8658,33.9459,29.6456,0.278453,19.0567,0.33125
32205,52.7257,58.3067,23.4693,0.445808,15.2746,0.51875
57341,27.3751,29.9442,30.0604,0.608254,7.00754,0.65
9637,24.2807,24.9176,29.592,1.09174,7.98425,1.0
46196,36.3426,33.8273,34.1424,1.00585,8.31565,1.0
53268,81.858,73.5997,71.6469,0.295292,29.2347,0.4
20150,27.2767,21.2186,16.3158,0.975773,5.82233,1.0
20747,27.0713,26.7371,27.137,0.438506,5.50678,0.452778
46831,63.2668,56.3761,56.6525,0.317853,12.12,0.358333
38373,2.36095,3.2073,5.17818,0.47461,0.496304,0.588889
46961,26.441,22.5531,20.943,0.632786,5.11665,0.6875
48392,13.6635,13.3601,13.3695,1.02003,2.38121,1.0
376,20.4862,22.3897,27.9929,0.313637,4.17164,0.35
9400,34.1226,34.4419,37.0991,0.777648,12.1161,0.866667
11580,27.5918,28.8909,28.6729,0.91072,5.61162,1.0
1793,28.5642,14.3388,15.054,1.00395,3.11398,1.0
51128,28.3603,30.4656,30.3909,0.707402,11.3704,0.697917
51647,53.9108,54.8593,55.1789,0.401026,12.8382,0.454167
54069,38.0884,42.4482,29.6994,1.00707,14.3447,1.0
34746,18.2893,15.7147,15.0179,0.863312,3.97659,0.814583
12639,7.53552,12.8327,17.8806,1.0005,4.16964,1.0
16962,18.4163,18.1796,18.1168,0.992565,3.82482,1.0
8368,16.5787,32.6564,37.4137,0.979989,5.14932,1.0
40403,22.2799,13.4975,9.28202,0.949426,2.62362,0.9875
11603,31.8243,30.6728,25.5577,0.675154,6.51337,0.610417
13442,57.9702,60.2156,51.8913,1.01251,15.3765,1.0
5359,58.5406,58.4675,57.1899,0.366699,13.3487,0.4625
55781,11.9368,7.08991,4.36418,0.947437,1.38594,1.0
55240,22.1355,12.9318,6.17457,1.02296,2.33476,1.0
39594,26.6266,26.7094,25.2138,1.07925,5.88405,1.0
13956,17.2841,13.5291,17.3908,0.986042,2.88258,1.0
4309,19.7132,17.8466,12.2232,0.953196,5.63378,1.0
8801,5.05781,4.75479,5.15358,0.950687,1.05084,1.0
22929,3.79271,2.60887,3.97795,0.983149,0.526039,1.0
41793,28.7043,27.1386,24.7732,0.405882,7.35973,0.397222
18575,25.9545,23.7335,26.5367,0.0574797,5.64262,0.0666667
32044,35.7515,31.0077,27.8356,1.10783,10.5808,1.0
11039,22.309,26.6454,26.0432,0.0960967,9.90622,0.13125
28012,54.3414,60.2027,69.8741,0.277426,15.1301,0.328125
53739,7.96926,8.62525,9.47219,0.19423,2.04135,0.204167
51233,20.5565,19.4923,19.1061,1.02321,5.16402,1.0
25870,7.94445,7.17883,8.68982,0.96515,1.4809,1.0
49387,4.61831,4.54194,4.61028,1.04096,1.77709,1.0
4558,16.7626,15.3246,8.91116,1.06418,3.0211,1.0
33560,18.1879,16.0223,13.6787,0.370973,4.91722,0.385417
37816,15.778,9.76974,6.79647,1.11319,2.18177,1.0
37290,12.4903,10.6566,11.9169,0.286282,3.08266,0.305556
28572,61.471,62.7168,62.3996,0.0593259,18.4539,0.10625
31621,2.38924,2.48226,2.01988,0.556793,0.372778,0.620833
57410,24.4914,25.6829,33.2907,0.605537,12.2089,0.670833
7762,46.3867,46.3471,36.2196,1.143,15.5651,0.983333
39806,22.1738,21.8536,19.8589,0.275608,4.60966,0.305556
20428,29.6335,29.0273,29.5405,1.09884,6.07792,1.0
28645,35.8711,30.4256,25.6314,0.56735,6.29629,0.627778
4820,20.7058,25.5216,14.65,1.17964,8.56198,1.0
48731,17.1144,9.42387,5.18101,1.05707,1.84658,1.0
34140,35.1068,31.638,29.0259,0.876552,6.15346,1.0
49758,63.8588,63.1065,57.7382,0.701408,18.744,0.739583
8634,48.886,42.417,37.3088,0.794981,10.9921,0.827083
2709,56.9168,54.1797,32.4338,0.434524,12.1505,0.6125
9261,55.5263,51.4915,50.2094,0.89031,13.3201,1.0
45462,23.8837,22.3592,19.7779,1.1003,5.12029,1.0
7448,39.9109,32.0495,27.382,1.01151,7.96534,1.0
39656,43.298,45.631,45.6736,1.00193,12.1845,1.0
24437,1.07668,0.566527,0.477663,1.00835,0.0946333,1.0
31318,18.6142,18.5263,19.8116,0.393491,4.41155,0.495833
14825,46.5963,51.1052,52.5363,0.172892,13.0741,0.210417
51307,20.1147,15.0447,9.27463,0.561204,2.65779,0.720833
47234,16.7935,12.1517,9.55183,0.310715,3.58472,0.31875
21876,45.4459,40.2219,32.6399,0.990614,11.6825,1.0
