jannis/table_1_2.V40,jannis/table_1_2.V43,jannis/table_1_2.V29,jannis/table_1_2.V38,jannis/table_1_2.Key_1_2,Key_0_0
41.8112,26.7618,0.09375,0.672917,53378,16867
48.397,8.76014,0.161111,0.261111,22904,50791
39.7819,16.6073,1.0,0.0722222,1400,41118
51.4588,10.5696,0.236111,0.177778,37683,14277
4.75935,6.15269,0.839583,0.177083,37681,30894
45.5146,9.56786,0.802083,0.7375,21020,36024
40.644,1.47368,0.23125,0.2,27077,52328
25.86,17.356,1.0,0.236111,29001,55208
51.1921,1.20496,1.0,0.29375,17524,36749
56.8279,9.79536,0.408333,0.195833,25528,15719
9.81076,1.78702,0.358333,0.289583,41315,27638
33.3889,6.99985,0.13125,1.0,6422,32465
28.7809,5.59214,0.896875,0.222222,53327,17058
44.0094,4.47262,0.202083,0.23125,10063,1123
6.98525,2.44796,0.175,0.488889,14140,40722
28.6472,11.1309,0.666667,0.1,44933,3875
15.5632,4.33764,0.0854167,0.0888889,16252,27345
39.453,1.81599,1.0,0.405556,53215,45698
10.6936,8.62948,1.0,0.477083,4083,22631
45.3722,11.7222,0.369444,0.547222,48645,46159
40.6231,11.4732,0.997917,0.405556,21464,9471
21.8675,6.59987,0.813889,0.435417,46835,48464
45.3141,6.93309,0.560417,0.0777778,48782,21866
33.5045,11.2616,1.0,0.333333,47582,2866
57.3938,15.5493,0.604167,1.0,10257,8456
62.2999,6.09789,0.133333,0.0777778,44319,6587
43.1877,1.10061,0.163889,0.0916667,16084,44752
26.3877,13.1844,1.0,0.308333,18228,51652
73.1773,17.259,1.0,0.75,22334,57211
24.1656,7.48452,0.458333,0.20625,17637,22409
40.033,4.03468,0.741667,0.1125,10040,51224
66.8288,18.4161,0.458333,0.3,52298,14186
30.6025,17.8766,0.802083,0.158333,40426,29314
39.571,19.1917,0.93125,0.172222,37518,55044
21.1677,10.0154,1.0,0.794444,825,13198
38.8899,5.97712,0.289583,0.127083,10847,31528
17.5148,11.9485,0.644444,0.745833,44646,29809
57.7283,3.23493,1.0,0.255556,40369,51176
35.1477,10.965,0.395833,0.244444,31915,8463
19.4627,12.2957,0.515625,0.308333,20368,28181
29.8107,9.88648,0.0729167,0.541667,52794,41765
51.3822,12.4774,1.0,0.372222,35873,26889
14.5286,2.67072,0.15,0.609375,29247,24861
17.7098,2.9507,1.0,0.141667,56954,13777
3.54183,11.5596,0.364583,0.205556,57344,18461
8.97029,10.7583,0.264583,0.645833,18284,39477
50.6297,12.9094,1.0,0.366667,45107,11232
23.8836,2.87289,0.833333,0.1875,28329,33826
46.3563,11.7746,1.0,0.620833,6285,18374
63.762,7.1013,1.0,0.359375,16687,47492
31.1073,8.51516,0.4,0.219444,57253,14543
17.6678,5.54989,1.0,0.270833,14022,43474
5.1162,5.82931,0.222222,0.461111,23845,43026
12.1324,14.4408,0.241667,0.9125,37538,16342
33.2597,3.76841,1.0,0.830556,1266,13236
67.9356,15.7319,1.0,0.372222,1361,22014
33.8749,6.17237,0.25625,0.164583,29155,13099
8.63506,17.8775,0.285417,0.258333,23394,54282
79.917,4.55601,1.0,0.0694444,17307,46537
30.9918,1.88562,0.566667,0.125,5217,45728
56.3201,3.48445,0.110417,0.508333,6546,47635
27.8597,5.79004,0.0625,0.727778,5156,32282
20.5582,6.58467,1.0,0.505556,46983,51661
49.5734,4.94673,0.327083,0.819444,21034,37399
27.2313,2.45864,0.7,0.29375,5147,27341
11.1238,0.289652,1.0,0.886111,45995,50715
21.4625,20.5123,0.0979167,0.3,33877,2058
42.9227,6.60375,1.0,0.228125,40856,39150
40.1428,13.5737,0.416667,0.872917,55587,37413
10.8439,3.38531,0.997917,0.677778,27588,35984
47.6431,2.02802,0.183333,0.433333,36527,22567
53.4454,2.10932,0.345833,0.0638889,37972,25321
8.50115,18.1688,0.458333,0.69375,22920,26461
55.0459,11.4121,0.0854167,0.336111,17916,15399
68.6497,0.0909742,0.1125,0.513889,510,50590
27.3812,4.56236,1.0,0.169444,52219,26657
47.8735,6.02981,0.369444,0.191667,43147,14577
25.7134,17.6953,0.214583,0.3,47790,15751
43.8607,10.3086,0.736111,0.397917,44403,6944
17.6423,9.55989,0.2375,0.816667,27940,44628
29.0472,13.563,1.0,0.25,8722,41873
36.8919,17.3559,1.0,0.302083,46953,15403
36.2748,22.569,0.1625,0.222222,50184,46811
39.4836,4.61191,0.0770833,0.185417,41422,10909
13.9564,12.3618,0.841667,0.652778,2603,39036
32.0663,2.59748,1.0,0.572222,30318,15989
15.9606,7.86431,0.577083,0.55,44095,50954
30.3407,9.09999,1.0,0.483333,26580,36656
34.5689,9.16205,1.0,0.316667,40519,5405
51.3083,16.563,0.795833,0.252778,19169,56053
21.0337,7.49403,0.76875,0.258333,53254,1666
0.609208,24.3324,0.179167,0.25,39921,36178
40.9153,3.95809,1.0,0.283333,17890,49771
60.6943,8.1805,0.133333,0.669444,18529,40403
75.5191,13.3242,0.319444,0.302778,16598,40061
63.0589,12.16,0.216667,0.130556,32858,2484
19.3785,3.14043,0.877083,0.254167,23501,24629
54.5355,6.32752,0.385417,0.413889,43085,30545
21.3571,2.07661,0.683333,0.725,50875,9008
22.3693,16.4906,1.0,0.244444,43692,13329
48.1382,4.78578,0.172917,0.49375,43957,18207
35.3167,6.15392,0.508333,0.4875,26944,28693
45.8053,3.71538,0.322222,0.277778,17897,18030
56.0952,7.9927,0.76875,0.084375,42004,5941
7.57387,18.802,1.0,0.277778,43864,6898
40.9317,5.80779,1.0,0.927083,9113,4450
31.19,7.30742,0.313889,0.314583,50399,55959
18.8265,22.6537,1.0,0.130556,48799,13471
14.9666,16.3416,1.0,0.816667,56247,11827
24.6895,13.6386,0.88125,0.3125,29879,46972
39.171,4.04323,1.0,0.366667,15673,34711
14.8271,14.5628,0.977083,0.438889,44400,56480
43.4181,4.10347,1.0,0.161111,24039,30503
34.4266,1.5388,0.677083,1.0,18564,52183
24.7151,22.2088,0.20625,0.325,6076,55868
20.9082,9.02266,0.15625,0.0388889,42654,31177
50.5965,5.11465,0.130556,0.0972222,9005,32958
40.8329,13.7049,0.127083,0.141667,31710,38878
80.2798,7.73579,0.04375,0.108333,55275,12279
11.5185,3.17377,0.1625,0.238889,25314,7655
31.1402,12.7864,1.0,0.208333,11364,32196
14.4243,17.186,0.0416667,0.340625,11559,40350
64.9744,3.4262,0.0708333,0.497222,8058,38892
63.9246,1.78117,0.358333,0.686111,4514,7253
16.7557,13.3186,0.29375,0.580556,35441,39605
43.4088,6.92891,0.6375,0.183333,27725,644
15.4518,6.89452,1.0,0.0527778,50861,28439
10.8752,9.67372,1.0,0.383333,41602,51047
33.2803,6.30135,0.494444,0.263889,18966,51811
67.8438,5.85819,0.488889,0.261111,8289,17970
42.7325,4.39583,1.0,0.2125,19891,40580
33.3493,11.7197,0.579167,0.63125,34977,48027
27.6427,13.2228,0.714583,0.286111,42402,26714
44.0981,1.07839,1.0,0.305556,8895,25937
40.4537,17.6874,0.289583,0.279167,48083,42132
27.3895,15.8191,1.0,0.691667,34054,43391
61.3608,11.3689,0.427778,0.839583,6797,22601
63.5021,4.09694,0.247917,0.366667,44083,47973
10.5504,13.5459,1.0,0.864583,10386,3601
23.9144,15.8112,0.164583,0.858333,1381,7090
11.6026,17.8015,0.229167,0.416667,31994,25556
49.9588,11.7325,0.233333,0.158333,34797,42884
16.598,5.00736,0.195833,0.308333,42300,53738
35.0386,13.4151,1.0,0.0944444,15319,33629
26.4955,7.42213,0.539583,0.244444,39067,27627
23.7218,17.8472,0.56875,0.304167,39718,4660
41.4758,9.70127,0.510417,0.28125,51343,19671
43.9653,9.01281,1.0,0.416667,11342,39722
37.9062,12.3317,1.0,0.435417,42286,9489
10.9214,10.0621,0.216667,0.129167,53369,38657
40.2665,17.5087,0.347222,0.488889,46863,43208
43.1153,8.20158,0.0604167,0.85,7838,45980
76.5571,9.66694,1.0,0.465625,11976,12740
64.5074,2.64096,0.233333,0.904167,13891,51784
54.6252,16.5516,0.116667,0.125,49347,30699
23.6533,15.9251,0.108333,0.0722222,36467,41558
38.7608,6.27891,0.138889,0.302778,49156,49726
42.4709,2.22348,0.229167,0.428125,17942,46861
23.7134,2.89289,0.808333,0.154167,1544,40503
23.1805,8.11235,0.269444,1.0,11252,41279
32.0218,8.78359,0.0270833,0.68125,13652,37589
60.5421,3.32864,0.075,0.233333,40879,5468
29.1417,2.59424,0.791667,0.186111,23746,47270
4.24087,17.9674,0.338889,0.0916667,3804,15285
10.0717,10.5688,0.170833,0.119444,53701,28758
28.2029,17.5534,1.0,0.16875,56700,47269
4.10648,11.1141,1.0,0.45,12639,28097
15.0601,0.0368244,0.527778,0.578125,50138,43979
75.9448,16.0733,0.397917,0.783333,54687,42746
51.4346,22.0397,0.345833,0.547222,42449,48119
29.63,1.36308,1.0,0.175,56946,34003
22.4076,2.61178,1.0,0.366667,2949,27202
68.7921,2.50793,0.964583,0.630556,29794,13005
45.0292,6.17213,0.0604167,0.502778,14049,6036
62.8471,9.61657,1.0,0.140625,57312,15037
4.13782,20.494,0.3,0.619444,15924,20993
31.9408,17.0527,1.0,0.108333,9299,51895
65.9348,2.96184,0.1375,0.375,55766,2238
27.37,20.262,0.285417,0.371875,2845,57071
16.3499,13.0168,0.713889,0.0416667,19329,34379
31.9022,11.4226,0.333333,0.636111,23851,39642
65.521,5.94881,0.795833,0.141667,1877,42109
58.2562,2.50659,0.5625,0.391667,13724,53833
2.36943,8.79721,0.366667,0.294444,31622,20381
45.0885,8.69361,0.925,0.141667,44460,57385
16.4547,2.09552,0.0875,0.310417,37042,33577
17.126,6.14066,0.716667,0.596875,3040,9806
20.6435,3.8252,1.0,0.291667,53030,56963
29.2602,6.31384,1.0,0.488889,38453,45889
48.8883,7.63785,0.779167,0.144444,37475,34464
41.3382,11.856,1.0,0.544444,54864,52582
22.5092,16.11,0.611111,0.144444,37077,40528
54.2672,17.8946,0.2125,0.125,46051,44119
39.6839,16.0703,0.872917,0.860417,40183,49254
23.5232,11.0137,0.358333,0.335417,21200,10676
16.403,8.17268,1.0,0.330556,36005,44488
57.4251,11.7219,0.14375,0.44375,12277,41860
49.0067,4.04093,0.4875,1.0,6567,6480
16.5933,8.13255,0.375,0.108333,35248,29349
12.8198,12.7365,0.386111,0.241667,54419,21512
26.2157,11.8776,0.839583,0.135417,20273,18458
3.87653,4.20802,0.747917,1.0,20853,22615
54.3445,15.4798,1.0,0.485417,7651,53170
21.289,7.28764,0.204167,0.0972222,9052,46803
53.413,9.62839,1.0,0.360417,47581,49662
11.4686,3.36406,0.119444,0.597222,26373,55190
27.6684,16.0579,1.0,0.244444,32005,31417
20.6702,11.0486,0.295833,0.136111,8505,57336
43.0844,13.2832,1.0,0.353125,53615,47815
41.2259,4.3103,1.0,0.25,1265,21206
35.1548,17.4856,0.0520833,0.135417,33449,10150
33.3265,11.1394,0.736111,0.308333,46236,40242
28.1878,9.95693,1.0,0.133333,42198,51257
55.8419,18.5241,0.347917,0.127083,48736,7814
33.5596,20.0058,0.722917,0.269444,8699,36992
52.995,3.20885,0.294444,0.4,32200,24553
11.0591,3.75832,0.125,0.410417,15647,23859
37.4213,11.4011,0.347917,0.269444,56458,7321
49.7365,11.0043,0.322222,0.119444,37461,38723
74.4457,22.5795,1.0,0.155556,53696,37225
47.8256,6.7049,0.4375,0.666667,12516,52413
43.472,5.91001,0.364583,0.502083,7793,9365
61.7927,16.3695,0.127083,0.194444,45827,20703
53.6718,14.3528,1.0,0.305556,40024,32074
28.9627,7.48879,0.114583,0.502083,28214,6916
46.0497,3.51699,0.304167,0.379167,26871,25845
19.395,6.28583,0.154167,0.135417,17247,18665
63.8147,3.56671,0.666667,0.90625,8353,8128
61.0217,20.4899,0.20625,0.402083,33498,25363
18.0292,10.5956,0.252778,0.177778,1354,25134
44.1039,12.523,0.13125,0.275,53041,36273
10.2142,18.8174,0.138889,0.647222,38626,51449
33.4914,6.29261,1.0,0.439583,15317,16959
8.52605,14.9199,1.0,0.261111,36886,43359
35.1319,12.5973,1.0,0.497222,37513,26622
8.76266,15.5822,0.360417,0.20625,7327,4569
47.62,19.4575,1.0,0.444444,7104,56335
77.263,17.824,0.977083,0.516667,28332,56689
30.8681,4.03206,0.38125,0.866667,49258,52548
17.8663,18.2749,0.102083,0.0833333,12966,8369
29.2559,11.4779,0.279167,0.222222,359,31834
42.9111,8.43135,1.0,0.402778,27724,8693
59.8528,5.58273,1.0,0.5,15690,16323
23.1927,18.8994,0.883333,0.683333,33777,30605
33.1551,0.29033,0.0916667,0.227083,33118,39200
15.0206,2.76058,1.0,0.125,46040,9314
35.1251,4.93633,0.308333,0.377083,24721,27703
10.9299,5.23439,0.0854167,0.588889,26087,24889
21.7382,18.8751,0.472222,0.819444,11208,33511
19.0553,7.25098,1.0,0.26875,54606,26937
36.7846,7.68047,0.827083,0.6375,31565,54449
20.1458,13.6361,0.302083,0.666667,26220,47630
32.3562,2.59586,0.25625,0.511111,3074,11585
32.6259,5.5355,0.330556,0.0777778,40816,44049
43.8814,12.6488,0.589583,0.327778,27239,46414
57.3726,0.262197,0.827083,0.30625,31970,3264
14.6949,2.07936,0.675,0.25625,29154,2056
13.1988,6.58988,1.0,1.0,30400,34584
7.70297,7.59295,0.197222,0.461111,2001,20229
30.3697,12.7775,1.0,0.95625,29205,33438
16.2708,3.39285,1.0,0.361111,31051,50623
2.8941,16.1268,1.0,0.375,26107,13694
35.7916,16.017,0.55625,0.194444,41005,32568
34.3832,2.65403,1.0,0.605556,10697,32217
17.9734,15.4837,0.410417,0.7875,55476,40386
49.8763,11.2462,0.266667,0.196875,14321,30184
35.8053,9.66338,1.0,0.530556,42164,49599
35.1066,10.2746,1.0,0.197222,38144,20853
39.2822,12.9491,0.55,0.225,4868,51968
25.0809,10.4977,1.0,0.447222,49368,28717
8.98097,10.9514,0.322917,0.263889,42585,50367
19.033,17.7673,1.0,0.161111,39827,30974
35.6268,1.85712,0.263889,0.141667,43108,46567
31.6034,1.27342,1.0,0.227778,35899,47034
73.4247,4.27199,0.0722222,0.127778,36287,57063
10.3921,5.11297,0.18125,0.0833333,12385,56178
58.3628,13.4172,0.7375,0.194444,37240,10379
13.9559,14.4611,0.883333,0.4,41248,24478
29.9599,10.5543,0.95625,0.4625,25395,26172
15.0972,4.44304,0.4,0.8,12529,4166
69.9324,4.28659,0.51875,0.175,18474,801
13.5918,12.3339,0.3,0.158333,51512,16043
12.9962,4.65223,1.0,0.30625,32900,42866
32.9448,9.31898,1.0,0.254167,34040,50578
34.1424,16.9195,0.244444,0.525,54753,46804
50.6091,8.61203,0.302778,0.1,55519,34179
11.9559,12.4417,0.78125,0.716667,17378,43160
42.7404,15.5378,0.5,0.180556,21031,2132
64.6367,7.62091,0.397917,0.552083,32276,47173
39.9337,12.8571,0.175,0.345833,51535,51375
10.197,17.6079,1.0,0.180556,185,51930
50.5086,9.81235,0.947917,0.172222,9534,22133
19.2655,14.5652,0.11875,0.336111,22028,7258
30.8842,13.3943,0.264583,0.294444,16272,24470
46.4345,10.1433,0.361111,0.255556,23535,38087
23.3278,21.2696,0.127083,0.683333,47692,57318
46.1256,8.76802,0.0895833,0.736111,35201,30368
7.42352,2.99132,0.289583,0.325,43545,29387
25.9519,10.5687,0.0541667,0.108333,50602,57575
49.3093,14.0221,1.0,0.777083,38927,16176
18.0427,16.4447,0.161111,0.697222,8679,31716
57.4026,15.591,0.183333,0.171875,19308,20017
77.5074,9.93116,1.0,0.5,27411,47599
29.5987,16.2344,1.0,0.616667,36833,3868
37.9546,13.5272,0.0604167,0.0916667,12937,29108
54.7513,19.8922,1.0,0.56875,14561,28662
47.7042,1.95781,0.108333,0.247917,39083,2062
52.0462,2.9472,0.464583,0.186111,2389,12124
8.09528,3.14848,1.0,0.360417,14796,39433
30.8686,14.9189,1.0,0.125,6129,14031
55.2903,19.1076,0.0979167,0.391667,16791,33486
30.1035,9.30144,1.0,0.135417,3024,5987
22.2957,12.9436,0.135417,0.679167,47073,12494
53.8626,14.0496,0.439583,0.339583,53657,30443
22.1871,19.1868,0.108333,0.270833,33306,44857
39.5881,5.29356,0.141667,0.0791667,34296,14325
20.2557,16.2091,0.169444,0.216667,20682,53201
40.6883,3.99855,0.55,0.672222,2693,54622
28.4378,13.3091,0.0541667,0.561111,47109,29054
47.0266,9.30982,0.1125,0.475,20293,28173
25.6998,4.30409,0.0729167,0.741667,40797,50942
38.2172,19.6627,0.825,0.697222,31828,54382
48.4554,6.92932,0.897222,0.344444,28392,40231
39.3579,5.1582,0.175,0.691667,16113,48943
51.4269,12.2698,0.46875,0.133333,42188,33308
12.9299,11.6511,1.0,0.497917,52644,12846
24.1806,18.8534,0.416667,0.838889,23378,36049
39.0958,18.2843,0.3625,0.683333,38776,26374
45.0057,1.93931,1.0,0.375,33653,8694
16.4926,19.2988,0.780556,0.596875,36577,29228
53.3642,14.9762,1.0,0.0805556,47070,2241
