jannis/table_1_3.V33,jannis/table_1_3.V53,jannis/table_1_3.V37,jannis/table_1_3.V48,jannis/table_1_3.Key_1_3,Key_0_0
13.1958,0.0541341,132.636,0.0433397,45404,21911
10.6483,0.0118287,252.59,0.0464703,43660,50000
11.1244,0.111534,119.48,0.0108504,48563,46849
10.1682,0.0861849,14.1344,0.039146,21739,27338
10.6305,0.0471875,134.794,0.0192603,11903,5765
16.4198,0.0613715,88.9003,0.0223442,32218,47367
6.79914,0.581007,253.746,0.0534752,784,47650
5.88337,0.0324421,72.2639,0.0849246,41942,43139
3.07882,0.301186,112.384,0.0747985,4196,54661
8.96891,0.0294676,206.874,0.0564117,42683,17425
21.4962,0.18919,211.715,0.0656899,50002,6241
13.3868,0.199676,82.5039,0.0224514,35651,35779
13.2268,0.00820023,189.477,0.0260978,42535,46755
14.436,0.0494907,129.25,0.0726518,43018,18906
13.9309,0.172824,168.704,0.094214,55392,5240
19.5195,0.0647222,86.4469,0.0308602,26693,16135
2.46671,0.219682,77.9886,0.0934256,28773,15492
8.91452,0.00806134,122.365,0.0248475,50652,29941
8.02632,0.00287037,180.377,0.0247238,21201,38267
8.83291,0.175376,166.954,0.061467,29499,12022
14.8722,0.0729282,25.8325,0.0338641,11683,40585
9.34192,0.176412,117.819,0.0277575,30818,6291
11.9046,0.00219329,45.1141,0.0834351,4352,5857
12.2731,0.00475694,103.482,0.0353874,31147,18960
9.46882,0.194566,117.145,0.0517209,41130,5940
8.53372,0.0486343,134.151,0.0342367,9257,51020
19.2261,0.343605,105.734,0.116352,25139,36497
11.5683,0.190822,67.5521,0.045715,8559,1320
8.80073,0.00949653,113.767,0.0887818,6705,54284
9.38301,0.30666,128.787,0.0884635,52917,15325
13.0309,0.136094,176.364,0.107078,7495,51678
10.0465,0.00699653,155.999,0.0824673,7705,53361
10.2367,0.406901,55.3176,0.0436662,18629,23415
11.6181,0.0306771,251.531,0.030522,45174,54179
7.44907,0.0224711,160.205,0.0410398,24826,12815
12.1873,0.114589,121.435,0.0780031,4078,43049
1.13577,0.0808854,106.043,0.0400829,49932,5996
11.8139,0.0529977,37.4064,0.0285433,7460,17953
15.7646,0.0178356,126.789,0.0347246,14857,54819
17.4136,0.104433,124.132,0.101054,42814,4598
18.5555,0.312703,178.381,0.0302011,50512,17156
12.0737,0.127435,158.405,0.0231954,49484,5412
14.9616,0.00579861,125.207,0.0196938,22813,24388
9.71781,0.126898,132.401,0.0312204,5785,18810
2.70585,0.129434,142.948,0.0671155,15348,29140
5.49455,0.0923322,108.981,0.0400711,7198,43407
11.2327,0.119745,154.768,0.0275611,32238,6109
11.5739,0.152731,85.6043,0.0359363,5543,21282
6.15079,0.124282,186.77,0.0344025,7716,29669
28.3798,0.128691,99.7987,0.0353523,20247,25894
12.9156,0.0814005,140.599,0.0288423,56639,48667
14.4296,0.175758,68.5883,0.0375225,13389,42786
2.12327,0.000954861,112.031,0.0169206,25119,38969
7.16457,0.0135475,62.761,0.0442465,35612,48601
3.44975,0.0841782,152.201,0.0242754,52732,57330
1.39019,0.0227373,126.54,0.0219919,24091,38788
9.67938,0.0470023,136.547,0.0363902,54049,20253
12.3868,0.482836,89.675,0.248155,17477,20682
2.23158,0.0108507,39.7198,0.0716225,38911,22204
11.8895,0.19916,242.494,0.0685126,23990,55060
17.5068,0.00820602,242.706,0.0401734,13042,10654
9.98396,0.0193403,90.7157,0.0182538,54018,17149
13.8997,0.0518403,127.416,0.114344,55761,55269
19.5332,0.0399653,101.794,0.0414407,30687,15144
6.50714,0.00533565,165.013,0.155172,161,31361
1.64163,0.360378,181.876,0.0110573,47790,38355
13.0024,0.170353,133.273,0.0827104,50329,12822
13.5406,0.254069,37.1985,0.0443337,44588,16991
17.3679,0.0681539,165.58,0.0869652,36016,25326
14.6918,0.00875,124.737,0.0150031,1068,31804
10.1992,0.0427951,128.735,0.0204253,51924,21717
4.33299,0.1864,73.5649,0.0589971,29347,55401
4.32035,0.480816,64.1308,0.0382634,15829,49420
10.1571,0.00413194,78.2039,0.157738,12965,22438
14.7588,0.586586,97.4467,0.105594,34224,34686
16.2243,0.0622222,103.807,0.0750767,43503,44187
8.9655,0.105631,43.1938,0.0510274,52708,15909
16.6699,0.289491,23.5299,0.0533351,50075,35692
2.28289,0.307164,149.557,0.0305256,11748,35053
22.5377,0.0728762,85.3099,0.0897611,31914,44656
4.19586,0.242454,126.028,0.0376858,44681,47586
14.3979,0.405845,104.978,0.0698471,49662,49176
12.5606,0.255833,126.458,0.0515361,2173,17666
0.20812,0.0172917,143.603,0.158287,30619,28310
2.66604,0.00636574,130.167,0.0797996,29054,7962
4.74637,0.46791,103.367,0.0304767,8918,10011
5.613,0.0759954,76.2744,0.0444844,3345,47817
14.2796,0.0228935,118.678,0.0449242,48419,18086
17.7435,0.0575694,205.926,0.0147229,26938,5782
6.01643,0.0115104,121.392,0.0273998,52390,41072
6.61311,0.0159317,100.796,0.0450502,47592,17777
11.6937,0.0325463,118.973,0.0335404,43375,8866
11.9345,0.216782,130.427,0.0682709,7878,12700
18.8662,0.0590625,203.57,0.0433773,52598,36674
17.7265,0.0396123,77.6713,0.0278969,1524,20518
4.80401,0.00895833,185.944,0.015586,47158,26925
7.1274,0.0110532,122.191,0.0333495,43227,40785
12.5407,0.273374,145.869,0.106451,47768,42879
14.4298,0.0146181,84.8758,0.0451824,47039,13390
15.6368,0.0442824,230.031,0.0470542,869,33840
12.2544,0.969873,121.82,0.0641832,54714,19911
8.65874,0.262506,66.6329,0.0166153,821,55349
2.3704,0.0059375,157.923,0.0218829,18245,38177
23.9958,0.0235359,242.009,0.193758,21740,7460
13.6465,0.00632523,76.5172,0.0368501,35924,21653
10.9458,0.102581,94.097,0.0372703,40137,6755
3.95595,0.018478,51.6068,0.0169597,38094,18851
2.98467,0.0081713,176.408,0.0510963,53185,6657
18.1302,0.0576562,124.838,0.101153,24602,27305
4.87757,0.0528472,176.085,0.0448515,21114,8440
2.58368,0.0649074,109.26,0.127432,8485,49754
4.07655,0.0585475,130.762,0.0552961,3440,25091
11.3116,0.0616435,54.7895,0.0289452,36237,53440
21.1897,0.0108854,98.6335,0.0191089,26716,53663
10.5647,0.276128,77.2531,0.0446339,30290,5567
12.3712,0.602251,183.03,0.0298738,40391,52000
15.8637,0.0597106,232.894,0.0361485,1146,57105
4.71369,0.250712,80.5014,0.0156987,53015,47844
24.1036,0.0395312,115.922,0.0717805,17226,56978
14.3745,0.13526,105.478,0.0364826,12103,6443
13.8649,0.120324,113.596,0.0291525,32965,40777
11.5526,0.011684,103.013,0.0435256,29584,17971
11.8347,0.125179,209.833,0.0577977,40742,16268
3.02104,0.0600521,70.3051,0.0795262,44290,3209
4.80074,0.0439641,117.674,0.030881,35345,16045
14.9066,0.0390509,95.3002,0.0390974,46868,20243
11.232,0.204693,131.988,0.0326411,7723,23509
1.06381,0.113241,217.229,0.0341686,40635,34287
6.76338,0.127708,101.59,0.0837428,51200,19134
6.60139,0.0353762,110.036,0.0503356,3933,4162
11.5541,0.0725405,17.373,0.0274726,14557,29429
16.3662,0.146464,154.509,0.173212,29506,7935
6.68578,0.0966341,228.319,0.0218639,50011,42001
3.60525,0.104971,160.285,0.0767531,21118,55586
0.756637,0.0496759,116.302,0.0402617,27614,16867
6.72529,0.465585,110.932,0.0442761,30669,50791
19.5113,0.231516,98.013,0.02248,31423,41118
18.2248,0.512494,150.82,0.0319605,47531,14277
1.86088,0.0117014,61.3493,0.0720085,55855,30894
10.6268,0.411082,131.436,0.0215099,56815,36024
5.05164,0.326036,218.517,0.119347,31954,52328
3.10277,0.0641262,90.4734,0.108698,43720,55208
15.9351,0.397141,121.698,0.109195,40132,36749
22.1088,0.0173669,55.3797,0.110298,48028,15719
1.84625,0.0908333,78.8098,0.0186864,24562,27638
12.198,0.240006,99.7161,0.0453723,2175,32465
2.65661,0.173524,119.198,0.0309587,48582,17058
20.654,0.394811,125.039,0.021415,41217,1123
2.30511,0.00134838,71.6648,0.0305038,24346,40722
12.7569,0.21625,253.56,0.0694254,37970,3875
10.6926,0.12838,101.075,0.053872,30359,27345
7.65214,0.383084,145.111,0.0226805,52951,45698
5.49918,0.550735,62.2683,0.130178,21619,22631
6.56765,0.272274,207.674,0.0157004,51219,46159
20.8853,0.136238,112.068,0.0399164,21026,9471
16.9129,0.101007,53.4478,0.0945017,509,48464
3.00176,0.0447917,8.00675,0.0450696,47635,21866
9.30551,0.219948,64.3753,0.0368826,45706,2866
6.5528,0.0937095,169.856,0.0437826,23489,8456
12.5356,0.120168,238.291,0.177807,52379,6587
26.5432,0.288177,114.538,0.0290012,12977,44752
10.026,0.140521,253.059,0.0402631,953,51652
3.66051,0.861224,89.1292,0.0397145,57260,57211
5.11959,0.0639699,62.0347,0.0758294,23407,22409
2.96294,0.12761,162.002,0.039852,51646,51224
14.3259,0.207315,128.72,0.0614376,16477,14186
11.3256,0.0175289,153.996,0.0599207,42148,29314
4.11991,0.0428125,19.3266,0.0768262,47708,55044
10.4963,0.00398727,94.6307,0.0793951,40422,13198
18.1337,0.226042,37.411,0.104758,10785,31528
6.52778,0.0396238,83.4307,0.0879231,12679,29809
5.17502,0.005,125.37,0.110307,39942,51176
18.6034,0.0121701,244.424,0.0270579,27439,8463
2.57719,0.137807,82.0535,0.0868302,11950,28181
10.3783,0.15772,40.8035,0.17657,26495,41765
1.01228,0.28967,56.9179,0.0205184,38178,26889
17.8155,0.120179,37.357,0.0702794,13040,24861
6.93037,0.403727,135.184,0.0140759,44454,13777
18.2829,0.0293056,105.015,0.0985993,921,18461
20.7487,0.0418056,172.614,0.0441405,41597,39477
18.905,0.0325174,59.2687,0.0497879,10583,11232
2.29174,0.539363,65.9159,0.0474828,10357,33826
14.3538,0.052934,144.618,0.0195037,7537,18374
3.89523,0.0102604,91.9511,0.0235561,52985,47492
20.4155,0.0881308,106.313,0.026847,34387,14543
15.0456,0.0200752,104.011,0.0294575,21946,43474
6.90026,0.0404109,94.5038,0.0782042,1806,43026
15.0,0.0900116,54.7264,0.0246297,24205,16342
7.92044,0.224566,176.278,0.0141032,14108,13236
22.5682,0.0106887,83.1318,0.0618812,39930,22014
6.64209,0.344659,106.432,0.072486,50607,13099
4.28009,0.0631134,81.7825,0.0107116,4595,54282
2.68571,0.178304,230.482,0.0590346,50443,46537
3.70373,0.0941956,171.915,0.119411,42513,45728
11.8498,0.616227,183.911,0.184441,18854,47635
11.1378,0.224468,111.173,0.0326464,41324,32282
1.39987,0.00716435,130.165,0.0911908,3406,51661
12.1066,0.0928993,82.5816,0.0253649,50752,37399
12.1682,0.0112731,93.2287,0.0408139,28356,27341
18.2137,0.0157407,194.308,0.0830396,22290,50715
19.1454,0.0660648,53.6871,0.0141019,39390,2058
12.8327,0.013478,54.5737,0.0233214,16382,39150
17.6065,0.0280903,109.1,0.0315414,36242,37413
6.20604,0.234342,172.763,0.0453924,14206,35984
17.6134,0.193918,186.146,0.217021,35503,22567
10.0413,0.148047,68.2601,0.0531988,13866,25321
4.99421,0.601806,114.894,0.0226955,22917,26461
3.98848,0.161672,168.098,0.0837104,41353,15399
9.09647,0.382054,93.6964,0.0277085,3036,50590
4.91963,0.800509,107.378,0.0145658,52721,26657
8.22068,0.0519271,91.6753,0.016272,33332,14577
3.76657,0.165075,107.022,0.0648032,44049,15751
5.58746,0.0727025,4.57691,0.0246875,46911,6944
8.83743,0.204618,100.19,0.0517488,49885,44628
3.95533,0.0119387,60.973,0.0553565,35548,41873
13.2386,0.00465278,68.4827,0.0341445,57355,15403
22.3571,0.0344444,56.8663,0.0318368,54558,46811
2.87437,0.269271,128.154,0.0281367,34403,10909
16.7855,0.0599826,57.5632,0.0580835,30570,39036
5.02987,0.0181424,183.506,0.0324718,39703,15989
1.17641,0.231319,122.21,0.042924,29886,50954
10.5125,0.069184,63.4826,0.0337332,52759,36656
5.48079,0.0536169,45.0013,0.0794872,19097,5405
10.7616,0.0745949,88.8782,0.0361705,24663,56053
15.1597,0.118457,242.608,0.0374046,5835,1666
0.153319,0.703472,149.161,0.0313957,41360,36178
6.3158,0.00291667,144.393,0.11928,16520,49771
9.23869,0.0639294,175.245,0.076087,28669,40403
6.85577,0.0673669,119.713,0.0597756,52472,40061
14.1701,0.136888,86.4539,0.0528867,41827,2484
10.9081,0.105446,144.174,0.0668294,54773,24629
13.8819,0.0743164,198.463,0.0151108,53694,30545
1.81193,0.259132,166.687,0.0498236,32561,9008
4.02658,0.164757,182.032,0.0558682,43665,13329
4.04788,0.0919155,40.4963,0.0147335,27515,18207
8.4448,0.104398,166.071,0.0581583,31038,28693
3.16546,0.0739583,101.228,0.132132,11817,18030
12.3115,0.248536,253.984,0.0487861,44923,5941
2.46982,0.108594,79.6793,0.10794,15785,6898
14.8015,0.10695,45.7902,0.0263355,40014,4450
16.0053,0.0787905,142.111,0.0922563,54225,55959
13.8595,0.0613137,251.282,0.148676,12335,13471
9.23647,0.195665,115.037,0.0291829,30607,11827
6.03297,0.0735822,36.6104,0.0486193,18777,46972
19.9386,0.0302257,30.4791,0.059884,9143,34711
2.6884,0.116088,74.9639,0.0950788,1414,56480
17.2887,0.579983,172.996,0.0639376,49787,30503
5.6021,0.160781,170.492,0.031732,8928,52183
14.9056,0.00622106,66.6986,0.0423264,36575,55868
10.9361,0.0194676,133.84,0.0715779,12653,31177
8.45461,0.755064,136.846,0.0205552,19071,32958
0.681782,0.220741,53.2873,0.0144491,15341,38878
6.70065,0.100556,106.192,0.026869,16368,12279
26.2244,0.0844618,132.068,0.0251953,51840,7655
13.1841,0.0914988,119.431,0.0518207,35406,32196
2.5964,0.166991,106.723,0.0258307,28572,40350
15.342,0.0259375,152.752,0.0355854,26331,38892
2.6129,0.499497,86.6098,0.109375,57340,7253
4.21151,0.421764,150.281,0.0535595,5542,39605
2.82796,0.0333102,148.686,0.064917,14801,644
5.99211,0.207697,62.5576,0.0143252,12809,28439
2.77829,0.00806713,215.921,0.0871935,13793,51047
7.68051,0.192749,188.516,0.0224516,47004,51811
11.7861,0.325486,119.651,0.140541,22254,17970
19.1082,0.250376,109.474,0.075447,13150,40580
22.8391,0.293617,54.5902,0.0279107,53007,48027
3.21753,0.346383,58.5633,0.076506,34916,26714
8.82062,0.0135995,131.861,0.0520446,6076,25937
13.5701,0.0965741,183.306,0.0517119,28498,42132
2.5631,0.200828,119.45,0.0495732,1679,43391
5.79276,0.0304398,109.653,0.029467,39520,22601
12.2827,0.160637,197.112,0.025583,42132,47973
15.7148,0.0727083,152.746,0.0555695,7313,3601
11.853,0.353993,89.6953,0.0250099,43817,7090
16.1535,0.399213,40.1615,0.0488889,42300,25556
3.94645,0.00633102,182.349,0.0312505,10287,42884
7.65139,0.417054,101.062,0.0190106,34016,53738
12.8541,0.298976,69.4192,0.03533,51061,33629
13.3164,0.085272,71.4749,0.0103676,24914,27627
16.3394,0.0186748,135.898,0.0470237,46306,4660
10.7769,0.234618,157.09,0.0302427,780,19671
15.1798,0.0567253,126.927,0.0181946,43666,39722
7.18242,0.00321759,111.312,0.0309698,18906,9489
3.5375,0.0647331,96.6785,0.0792107,43553,38657
7.98409,0.144213,192.638,0.0709303,3825,43208
12.8511,0.0222106,148.509,0.0237111,29262,45980
10.5933,0.0166435,152.486,0.0732759,23673,12740
13.7466,0.229306,244.8,0.0730731,40199,51784
15.3522,0.00970486,124.392,0.0510949,38221,30699
15.9002,0.197591,72.7406,0.0690768,40484,41558
11.1628,0.0787558,210.685,0.0787199,50244,49726
6.47401,0.0981366,54.3597,0.0150673,57298,46861
4.36036,0.0376331,80.898,0.0311848,24408,40503
24.0447,0.0344213,61.5326,0.123162,8107,41279
9.60461,0.0686169,21.0621,0.0192161,14246,37589
14.8869,0.0290972,251.024,0.0253353,38252,5468
3.73298,0.0650752,72.8771,0.0239845,46147,47270
2.59822,0.0441016,228.004,0.125154,54042,15285
5.10021,0.500573,75.2995,0.0106034,20845,28758
20.3249,0.344213,26.0811,0.103756,28060,47269
9.60488,0.0868229,43.209,0.0594304,20715,28097
19.3248,0.00989005,145.693,0.0372294,52753,43979
13.7219,0.406684,84.035,0.0578362,40397,42746
2.34541,0.0177604,58.1229,0.0405327,5327,48119
17.5264,0.251361,193.379,0.0177322,27330,34003
15.8442,0.0645544,74.9944,0.0192249,9991,27202
6.42699,0.113623,130.83,0.115016,5147,13005
13.7772,0.0907697,149.259,0.154703,4864,6036
11.3413,0.0144676,84.9432,0.0813087,55698,15037
3.94206,0.0637847,161.222,0.117273,54127,20993
19.166,0.213443,208.358,0.0436942,54617,51895
2.24321,0.0129282,131.612,0.0687469,2890,2238
17.3956,0.0393461,94.803,0.0336001,10799,57071
13.1554,0.587639,47.4836,0.0845157,20758,34379
11.1672,0.133929,220.561,0.0965993,54470,39642
12.7393,0.135434,182.987,0.062137,14107,42109
8.19509,0.0857292,50.455,0.0760006,4292,53833
17.6351,0.00434028,202.793,0.0513376,42069,20381
9.63851,0.0291406,149.303,0.0301636,27309,57385
12.4295,0.133027,129.631,0.0590398,39150,33577
7.73463,0.0216551,22.2998,0.0787525,32133,9806
15.5911,0.0420486,104.825,0.0265998,56969,56963
16.5868,0.0416211,117.442,0.0267905,42115,45889
11.7819,0.0527836,118.317,0.0260388,14295,34464
9.38877,0.281348,57.5808,0.0208874,7152,52582
13.0793,0.142257,94.3585,0.0347835,14580,40528
1.26761,0.174155,81.6664,0.0322199,40648,44119
14.019,0.0628125,33.1545,0.024359,34568,49254
12.9773,0.051263,79.3176,0.0470789,53591,10676
2.30107,0.0136227,139.137,0.0510695,48616,44488
21.6772,0.219196,254.032,0.0173854,34495,41860
2.61884,0.0336574,128.807,0.0894084,3155,6480
19.3435,0.161707,54.2471,0.0127808,57067,29349
4.00722,0.505891,79.6696,0.0226897,55103,21512
3.79072,0.0662269,138.949,0.0350668,19056,18458
21.8723,0.177014,107.959,0.132629,11447,22615
20.036,0.160926,124.321,0.0630502,35479,53170
12.4218,0.025625,145.521,0.0315975,41021,46803
5.35032,0.0378183,203.515,0.0217905,5605,49662
1.67839,0.191588,133.776,0.0863065,9487,55190
1.75301,0.612431,79.2802,0.125763,16300,31417
9.60927,0.209236,64.2126,0.0231704,31975,57336
5.4288,0.102795,45.9976,0.128966,52791,47815
5.96014,0.643763,69.4118,0.105434,26141,21206
5.3437,0.0130151,115.318,0.0323479,50484,10150
5.05456,0.038287,191.893,0.0620866,14717,40242
11.9203,0.433464,158.693,0.0522401,29685,51257
18.7422,0.0141956,149.225,0.0289759,15904,7814
2.46535,0.0555266,253.792,0.023121,55525,36992
6.13668,0.328692,146.077,0.0125784,39946,24553
6.08199,0.0310532,53.4619,0.0436759,37089,23859
20.4467,0.113241,140.645,0.0380352,55890,7321
9.98684,0.383536,90.4844,0.0373025,54331,38723
0.742402,0.00438079,213.493,0.0225908,35422,37225
10.4796,0.152876,61.5078,0.147949,7395,52413
9.88522,0.0423553,83.1321,0.110722,9072,9365
3.0982,0.0463194,142.658,0.0229571,35383,20703
8.18663,0.0884606,59.1367,0.0323846,32722,32074
8.46244,0.0556424,163.207,0.0250255,19733,6916
16.946,0.209595,129.656,0.0681537,57555,25845
11.558,0.00947917,85.6248,0.017977,36329,18665
3.17622,0.0631713,181.117,0.0654742,52034,8128
26.3658,0.0829572,160.68,0.127607,46744,25363
16.8671,0.0743171,54.3005,0.0261317,11922,25134
6.32554,0.787002,55.9927,0.0304203,50763,36273
5.43343,0.0187095,79.863,0.038914,24694,51449
19.5177,0.328073,105.766,0.0560399,51297,16959
11.1958,0.0136458,223.522,0.0170375,40856,43359
2.18573,0.638304,58.9622,0.0240925,17246,26622
16.1842,0.286765,83.6821,0.0344212,41699,4569
16.977,0.0317072,170.708,0.0420918,47417,56335
9.89346,0.0225116,127.982,0.0352651,43276,56689
16.9953,0.0611227,99.0184,0.0358025,46444,52548
6.70208,0.0063151,87.5378,0.0449176,37807,8369
12.6456,0.444502,50.2565,0.0256337,34049,31834
12.3506,0.11228,59.6061,0.0752445,38180,8693
20.5509,0.00894676,91.3911,0.132369,5766,16323
1.25717,0.269049,60.3438,0.029479,45158,30605
13.1194,0.017338,235.194,0.0267163,40709,39200
18.2047,0.360547,146.663,0.069304,24760,9314
14.1643,0.0640162,149.758,0.0507025,21484,27703
14.0466,0.0123553,246.021,0.0369693,17492,24889
10.4584,0.10206,109.359,0.0334694,5928,33511
14.1115,0.295892,111.085,0.0161339,45974,26937
2.68132,0.392332,132.704,0.174946,23887,54449
22.2223,0.0218345,92.6454,0.0679884,23036,47630
8.0091,0.0496412,101.19,0.0266038,40731,11585
2.72002,0.289831,117.251,0.0243667,13521,44049
3.2419,0.139074,98.3693,0.0130544,27178,46414
9.38517,0.1025,128.168,0.0526864,28788,3264
9.47572,0.808353,57.9591,0.0359108,54936,2056
1.65197,0.0516211,103.935,0.0165956,7654,34584
10.0824,0.0465509,91.1604,0.0454493,4623,20229
14.7546,0.258003,247.078,0.0358604,42788,33438
6.78171,0.229329,111.598,0.0834519,47684,50623
23.3307,0.0356713,31.4005,0.0727573,1321,13694
2.32416,0.215058,107.408,0.0400428,17122,32568
8.6204,0.0869734,41.1283,0.0465841,28633,32217
4.27273,0.0506308,180.289,0.0993698,49139,40386
17.3406,0.0940451,118.567,0.147914,6808,30184
13.7617,0.0205093,187.757,0.0348929,51767,49599
8.76932,0.111522,134.577,0.0522088,54924,20853
10.5145,0.0809433,144.498,0.0215523,56927,51968
8.1575,0.0916782,58.1782,0.0349354,31534,28717
8.35891,0.634103,188.677,0.104527,53630,50367
20.4845,0.0613889,59.1626,0.0353994,42076,30974
16.5997,0.00411458,168.465,0.0189598,56211,46567
17.1738,0.0311979,105.393,0.0398213,12262,47034
3.95358,0.450822,187.935,0.0291004,25137,57063
13.8571,0.335619,134.196,0.0249303,51632,56178
7.20353,0.448255,176.176,0.046281,14867,10379
10.1372,0.0110648,167.683,0.0315253,32857,24478
8.73935,0.0475058,126.131,0.048143,9468,26172
16.9478,0.249537,82.7054,0.0694486,44787,4166
6.57515,0.162477,96.9801,0.061401,23739,801
7.87507,0.146707,21.5628,0.0904944,38856,16043
2.73672,0.0184606,174.266,0.0129188,51614,42866
9.94089,0.262622,138.757,0.162471,11732,50578
11.8905,0.299178,231.718,0.0181882,981,46804
6.96131,0.719063,181.862,0.0741949,56922,34179
15.9974,0.0237847,28.9152,0.0500453,13765,43160
14.6956,0.0234259,100.536,0.039385,20086,2132
8.75716,0.104682,128.362,0.0609071,17870,47173
11.674,0.632269,60.2492,0.0741379,22419,51375
9.52395,0.0261343,204.1,0.065834,12041,51930
5.74288,0.233692,81.4617,0.0506216,20591,22133
4.39337,0.0283796,144.812,0.0636988,16463,7258
16.1989,0.245585,19.2235,0.0997674,32694,24470
11.6872,0.111962,91.2041,0.0870246,19995,38087
1.48252,0.0119965,130.226,0.0357209,49416,57318
5.02389,0.0657552,89.3648,0.044035,51686,30368
12.616,0.725451,108.193,0.0283957,25107,29387
18.6179,0.0129282,140.731,0.0316479,6033,57575
8.75661,0.117083,140.957,0.0254802,42886,16176
14.8264,0.0331887,132.01,0.109749,45376,31716
18.3316,0.127338,38.8017,0.0313289,45493,20017
2.98434,0.0196933,176.444,0.0727273,23173,47599
4.69122,0.554595,191.031,0.0289953,49403,3868
8.13133,0.343871,42.6899,0.0583672,21961,29108
3.23044,0.0368461,102.097,0.0847192,231,28662
3.82168,0.0857176,188.079,0.0589067,8044,2062
2.21484,0.208443,173.204,0.0495518,10444,12124
18.2843,0.137474,8.3078,0.022821,53413,39433
9.60509,0.506478,191.819,0.0209158,29326,14031
