ParticleID_34,ParticleID_38,ParticleID_5
0.0221912,1.26063,0.0947655
0.0376289,0.8767229999999999,0.0
0.0301495,1.2093200000000002,0.340284
0.0524925999999999,1.83238,0.239083
0.0823902,0.8698290000000001,0.171645
0.0406379,0.957263,0.140019
0.0886328,0.975115,0.153746
0.033908,1.21036,0.18069
0.133973,1.2364700000000002,0.109964
0.0501003,1.46533,0.1502119999999999
0.0662933,1.23081,0.134511
0.0370647,1.15293,0.0668641
0.0627982,1.61843,0.106334
0.126157,1.08248,0.1314519999999999
0.0773851,1.89854,0.150053
0.00574736,1.43973,0.0587946
0.04268,1.51793,0.120808
0.0047735,1.0870799999999998,0.0
0.0276997,0.992019,0.0
0.0494475,1.15228,0.135161
0.0368395999999999,1.44163,0.139085
0.097278,1.23742,0.377955
0.049922,1.2307,0.0875327
0.191053,0.732777,0.0
0.128865,1.1932200000000002,0.272963
0.0659928,1.10589,0.150744
0.048173,1.16176,0.130238
0.112215,1.35637,0.1393579999999999
0.00233343,0.730097,0.0403061999999999
0.0862995,1.12125,0.0634275
0.0312116,1.22653,0.172057
0.109564,0.753911,0.1187849999999999
0.0107936,1.32382,0.0187623
0.0867919,0.922962,0.172511
0.0444783,0.971997,0.136929
0.0698059999999999,1.63064,0.0
0.0628367,1.20034,0.0573256999999999
0.0795025,1.02559,0.202394
0.0473961,1.21338,0.116875
0.036738,1.18524,0.0922239
0.0472412,1.21575,0.106519
0.00738161,1.89234,0.121958
0.0163136,1.33334,0.167486
0.0583126,1.35998,0.168499
0.0709587,1.30799,0.165238
0.141619,1.18229,0.415476
0.0157527,1.15226,0.1342829999999999
0.0478315,1.21178,0.115196
0.13212,1.32069,0.101106
0.0893932,1.24774,0.330323
0.0833637,0.686158,0.0683703
0.0469071999999999,0.8357889999999999,0.12558
0.043668,1.08577,0.0
0.0450712,1.42222,0.0
0.00250573,2.00799,0.109673
0.00975247,0.772802,0.0
0.0574420999999999,1.31966,0.16715
0.0832901,0.926872,0.0
0.0254287999999999,1.85401,0.182277
0.0309380999999999,1.36392,0.0985361
0.0276971999999999,1.74541,0.1166
0.126129,0.904885,0.0318589
0.0760742,0.953971,0.162846
0.080584,1.41998,0.1686
0.0829515,1.28331,0.1308369999999999
0.102351,1.3146,0.150306
0.126576,1.01473,0.15723
0.0777562,1.13469,0.182941
0.0351339,1.34473,0.1798259999999999
0.0265206999999999,1.28237,0.106402
0.0229963,1.19247,0.191525
0.039205,1.05572,0.132945
0.0797645,1.1169,0.102091
0.0159290999999999,1.11845,0.0013852
0.0235785999999999,1.05355,0.0871276
0.0516889,1.42637,0.121769
0.0538996999999999,1.2282,0.150191
0.0967826,1.08599,0.199221
0.120556,1.02076,0.383868
0.0157191,1.73607,0.0196615999999999
0.0660906999999999,1.40834,0.117074
0.114781,1.06866,0.0414531
0.0244776,1.61048,0.1161109999999999
0.0544213,1.11048,0.0
0.089179,1.05001,0.153265
0.0986171,1.16888,0.124791
0.0225064,1.27502,0.196455
0.0223764999999999,1.77964,0.0
0.0373190999999999,1.25358,0.244049
0.108342,1.20005,0.192978
0.021293,1.37065,0.0388478
0.0566148,1.30203,0.140388
0.0484787,1.25398,0.000771592
0.0523889,1.52934,0.126692
0.0463049,1.50747,0.183977
0.0597659,1.34983,0.284244
0.0980982,1.0999,0.121136
0.218599,0.915872,0.0
0.0556952,1.25165,0.118397
0.024344,1.5049,0.0
0.0379941999999999,0.802758,0.052098
0.0465564,0.929069,0.177051
0.0789548,1.00455,0.116848
0.0238443,1.31316,0.117376
0.0370196,1.56809,0.0486662
0.0336489,1.44248,0.195683
0.0893482,1.62591,0.356034
0.0659304,0.981303,0.177116
0.0221384,1.44155,0.0958492
0.0797326,1.01488,0.14565
0.0408271,1.5658299999999998,0.1850109999999999
0.143925,0.831031,0.0
0.0268651,0.845881,0.0105755
0.0474088,1.51459,0.146781
0.0264589999999999,1.48059,0.0
0.0555452,1.01723,0.144753
0.120798,0.814998,0.175033
0.0901858999999999,1.15147,0.114576
0.0513447,1.02464,0.0
0.1400819999999999,1.14924,0.206698
0.0720301,1.15237,0.432906
0.0243727,1.27891,0.11007
0.0478926,1.19075,0.145718
0.0533339,1.16146,0.1135119999999999
0.190701,1.33349,0.232397
0.0393856,0.90167,0.160101
0.0812021999999999,1.6961,0.109454
0.0485619,1.6488900000000002,0.141449
0.047847,1.44419,0.151411
0.156505,1.07753,0.0
0.0324689,1.46001,0.14375
0.0669611,1.2963,0.330671
0.10435,1.12271,0.0
0.0531226999999999,0.977397,0.0
0.0312114,1.09149,0.136956
0.064461,1.41538,0.130329
0.0266515999999999,1.45389,0.131225
0.0354231,1.28445,0.1166339999999999
0.0177072,1.1737799999999998,0.0
0.0368448,1.13536,0.166378
0.0519745,1.48255,0.254661
0.0650453,1.23301,0.203413
0.133965,0.959528,0.148845
0.0549058999999999,1.82586,0.177929
0.0791351,1.35522,0.262751
0.101047,1.40198,0.158722
0.0134276,1.35769,0.158513
0.0398974,1.5354,0.158319
0.0658529,1.46794,0.241979
0.0452497,1.06036,0.0104306
0.114158,1.07406,0.0
0.0673812,1.07671,0.1106289999999999
0.0409830999999999,1.6859,0.158073
0.0217409,1.32126,0.0
0.0523817,1.33128,0.0714592
0.0169555999999999,1.31361,0.0609309999999999
0.0648242,0.982039,0.0
0.0185627999999999,1.16462,0.0
0.0452640999999999,1.57299,0.261926
0.0320594,1.28552,0.1456059999999999
0.0203968,1.7654299999999998,0.3552619999999999
0.0207189,1.34536,0.11748
0.113318,1.512,0.198687
0.090232,1.25068,0.0959691
0.0520941,1.72638,0.1615069999999999
0.0377179,1.08326,0.1603349999999999
0.0373784,1.49819,0.148403
0.0493795,1.20486,0.216246
0.0364269,1.22583,0.166689
0.0516588,1.58682,0.189635
0.0542883,1.8896,0.1708599999999999
0.0419485999999999,1.34449,0.1039609999999999
0.0561576,0.963467,0.127918
0.0722887,1.04154,0.1413579999999999
0.020689,1.15852,0.0351488
0.187048,0.936543,0.106113
0.0511671,1.2908,0.0335918
0.0784376,1.2162,0.115648
0.0815099,0.965174,0.132291
0.0555670999999999,1.61836,0.164672
0.0281351,1.45264,0.169048
0.00568803,1.11001,0.0306472
0.0162835,0.961721,0.140612
0.0672416,1.46258,0.196139
0.0834065,1.24584,0.369325
0.00740545,1.10173,0.0
0.0299718,1.2255200000000002,0.089084
0.0536663999999999,1.16755,0.142203
0.0291547,1.4729,0.0593000999999999
0.0984386999999999,1.04747,0.150444
0.023852,0.903355,0.130735
0.0502654,1.40845,0.1102089999999999
0.0746346,1.00279,0.140314
0.0331023,1.21386,0.125996
0.071638,1.5382,0.0
0.0477041999999999,1.7321,0.142785
0.0868086,1.05782,0.0739449
0.153926,1.10795,0.154414
0.140768,1.4076,0.31504
0.0269704,1.65293,0.172063
0.0223353,1.12164,0.194016
0.079824,0.931693,0.108206
0.0139886,1.8333,0.0917304
0.0461548,1.85209,0.1396369999999999
0.0880704,1.3634700000000002,0.243625
0.0145459,1.37165,0.113649
0.0707146,1.07305,0.271688
0.0472770999999999,1.38951,0.101355
0.141077,0.8915629999999999,0.0
0.101923,1.19045,0.171395
0.0453907,1.83252,0.163895
0.0442694,1.23479,0.1108779999999999
0.0491527,1.44928,0.1602839999999999
0.0635169,1.62819,0.130945
0.0559447999999999,1.38248,0.0132827
0.0369773,1.53571,0.266528
0.00872851,1.52207,0.0871723
0.0320011,1.64399,0.0947513
0.0812636,1.06984,0.0905865
0.0228467,1.74648,0.110372
0.0458871999999999,1.28155,0.112838
0.1138319999999999,1.03524,0.456255
0.0360664,1.62019,0.121692
0.0546155,0.994329,0.114685
0.0412279,1.3491799999999998,0.0774406999999999
0.0261627,1.83092,0.106648
0.0583469,0.844983,0.0
0.0520133,1.52254,0.181447
0.0708531999999999,1.43878,0.136421
0.0463465,1.43756,0.0
0.0542941,0.971198,0.0
0.0519133,1.19928,0.100837
0.0259275,1.61208,0.0937801
0.0568975,1.24836,0.0
0.000747689,1.90181,0.0691891
0.108831,1.03008,0.120023
0.0852656,1.01208,0.378119
0.129081,0.916476,0.0389292
0.0188711,1.678,0.138589
0.0438757,1.7102400000000002,0.188794
0.102417,1.44399,0.0972891999999999
0.0882836,0.8968360000000001,0.199439
0.100927,1.31524,0.164246
0.0984686,1.13208,0.15205
0.142841,0.859208,0.0160895
0.084425,1.14749,0.153343
0.0955055,1.16369,0.165872
0.0937148999999999,0.8282799999999999,0.0191938
0.0454580999999999,0.8958969999999999,0.171568
0.0456239,1.04757,0.1519059999999999
0.0338193,1.55451,0.1651
0.0428966,1.07031,0.0
0.0554177,1.19376,0.0
0.0369599,1.7537200000000002,0.0764503
0.0549702,1.54336,0.0908173999999999
0.130142,1.26828,0.151313
0.00197189,0.908964,0.206997
0.0339816,1.21813,0.0440881
0.0,1.82783,0.172922
0.0815862,1.20053,0.165106
0.0619567,0.938283,0.130189
0.1310069999999999,1.01785,0.2716699999999999
0.0784895,0.892868,0.118598
0.0523779999999999,1.02859,0.100113
0.132553,1.05338,0.0
0.0203169999999999,1.21533,0.0821088
0.0805359,1.6570599999999998,0.166193
0.0416348999999999,1.33356,0.0639584
0.0323138,1.5529,0.0
0.0661614,0.965352,0.15874
0.0391136,1.63445,0.139185
0.0690156,0.516271,0.0
0.0384215,0.902087,0.00512551
0.0644356,1.55129,0.221505
0.0224655,1.40281,0.11447
0.0760638999999999,1.23736,0.0620222
0.0353745,1.2668700000000002,0.0919571
0.0371656999999999,0.797864,0.0
0.0727189,0.956214,0.0460539
0.0352366999999999,1.63677,0.119403
0.0527322,1.3365200000000002,0.109923
0.0721545,1.05942,0.00720909
0.0571783,1.2406,0.111317
0.0313959,1.35445,0.0809496
0.0432488,1.34916,0.132556
0.110508,1.22087,0.163863
0.0980278,1.33685,0.0
0.139289,1.21143,0.0
0.0472594,1.42789,0.14443
0.108219,1.22663,0.320439
0.00932347,1.53925,0.0331448
0.0895896,1.03356,0.0641099
0.0218664,0.8780700000000001,0.129078
0.0225743,1.3079,0.161525
0.0315689,1.4972,0.178271
0.00260316,1.20696,0.0
0.143866,1.27929,0.4097659999999999
0.0346857,1.58792,0.118478
0.0307378,1.54113,0.107277
0.0606422,1.20295,0.1373849999999999
0.030374,2.06698,0.1509609999999999
0.0387208,1.485,0.0
0.0620538,1.24031,0.0884064
0.0523871,1.64452,0.306035
0.0869769,1.3748200000000002,0.107054
0.0538141999999999,1.29589,0.0969263
0.0262623,1.2598,0.1322279999999999
0.00948122,1.70471,0.131165
0.0174587,1.03647,0.0
0.0236747,1.70215,0.133107
0.0575933999999999,1.29343,0.1084339999999999
0.1024849999999999,1.54724,0.0
0.0679949,0.91735,0.0
0.043509,1.23719,0.130146
0.259131,0.8808540000000001,0.0451678
0.212216,0.911949,0.186912
0.0909736,1.53716,0.344514
0.130427,0.696303,0.0
0.0842343,1.2405,0.0619356
0.0624779,1.07138,0.139645
0.0350523,1.73961,0.187952
0.0264810999999999,1.35371,0.122575
0.163241,0.994498,0.167071
0.0895404,1.56332,0.153816
0.14555,1.27089,0.163261
0.0390526,0.968299,0.204784
0.0971858999999999,1.15237,0.0
0.0440267,1.53269,0.102223
0.0642539,0.996476,0.1175809999999999
0.024369,1.65013,0.141458
0.0867389,1.18571,0.0
0.0221918,1.4948,0.190278
0.137193,1.11882,0.0
0.0208998,1.1590200000000002,0.129353
0.0682286999999999,1.06979,0.180667
0.0689769,1.51459,0.3185719999999999
0.0525879,1.3103,0.108646
0.136827,1.25276,0.137488
0.0323701,1.15456,0.0923319
0.140478,1.02817,0.133542
0.10307,1.04873,0.166572
0.107839,1.1231,0.150005
0.028523,1.36818,0.0933021999999999
0.172612,1.04604,0.00812927
0.0267996,1.49918,0.0659148999999999
0.111494,1.2655,0.140993
0.0901018999999999,1.30272,0.112918
0.049454,0.7568600000000001,0.0926328999999999
0.0166708,1.26744,0.114059
0.110733,1.22056,0.2123929999999999
0.0418088,1.57124,0.185954
0.0941268,1.40223,0.144254
0.0451658,0.969776,0.0
0.0685017,1.28255,0.129818
0.0342729,1.07322,0.0
0.0256189,1.34596,0.0918013
0.106126,1.41795,0.438938
0.041223,0.955989,0.136724
0.0420445999999999,1.2877,0.219854
0.0749209,1.4533200000000002,0.138484
0.0606763,1.31291,0.191907
0.101142,1.48492,0.154888
0.0386171,1.5357299999999998,0.0205866
0.0913197,1.06981,0.0
0.0392406999999999,1.45566,0.116091
0.0826026999999999,1.50898,0.124595
0.110279,1.30971,0.0
0.0472103,1.24078,0.190346
0.0167675,1.96315,0.167023
0.091449,1.00593,0.140753
0.0895413,1.19467,0.144795
0.0701611,1.15712,0.139839
0.0686627,1.01111,0.0
0.0298003,1.07634,0.0846962
0.113145,1.40097,0.141024
0.0442795,1.10899,0.0
0.0103194,1.78945,0.155916
0.0557187,1.50727,0.211929
0.0117912,1.48063,0.0802088
0.102948,1.1794,0.0
0.08807,1.5884,0.220975
0.0495509,1.09854,0.142032
0.14274,1.32374,0.1355849999999999
0.0801728999999999,1.0407799999999998,0.196439
0.0808988,1.2896299999999998,0.0
0.0590254,1.23145,0.30782
0.0669306,1.1900700000000002,0.129911
0.0578266,1.60456,0.1070769999999999
0.0752969,0.819205,0.142176
0.072822,0.929814,0.111923
0.0979181,1.5719,0.1140119999999999
0.0210793,1.09788,0.164103
0.013887,1.86063,0.0279434
0.0546742,1.49878,0.0827683
0.0645056,1.69148,0.22507
0.041589,1.59296,0.117729
0.0198563,1.10559,0.270716
0.0570065,1.72761,0.0
0.00400371,2.12455,0.133181
0.0301457999999999,1.87566,0.2251929999999999
0.0543973,1.8401,0.174111
0.0808025,1.17647,0.1022769999999999
0.164118,1.18866,0.18812
0.0599062999999999,1.23205,0.145496
0.0695677,1.09264,0.187422
0.104679,1.6427200000000002,0.152653
0.0625192,1.74648,0.0953183
0.0288429,1.47402,0.139601
0.0776505,1.2663799999999998,0.163463
0.0188322999999999,1.33873,0.0912804
0.185215,0.941064,0.2353469999999999
0.031906,0.7937569999999999,0.0
0.0586718,0.76381,0.0381729
0.0429049,1.11744,0.0838382
0.0975113,1.06799,0.138071
0.0470893,1.23987,0.183578
0.0683601,1.29334,0.1633369999999999
0.0718822,1.15258,0.151017
0.0746893,1.3148799999999998,0.14569
0.140572,0.947518,0.010957
0.00569571,1.7492900000000002,0.106748
0.0530025,1.14342,0.0
0.0160464,1.96316,0.0637446
0.0733802,1.02252,0.18484
0.0502612,1.14421,0.176033
0.1155569999999999,1.11244,0.0980296
0.0691171,1.35294,0.314475
0.110133,1.41047,0.222217
0.0488731,1.57014,0.158722
0.0676378,1.11626,0.117698
0.0826159,0.923035,0.144597
0.151091,0.998117,0.0
0.0700505,1.29255,0.0993444
0.153652,1.04776,0.127129
0.00278251,3.5676,0.00205708
0.0836018999999999,0.780137,0.0
0.0661431,1.1992,0.0968996999999999
0.0427569999999999,1.27349,0.132069
0.0127837,1.2474299999999998,0.0978136999999999
0.151152,1.33497,0.0522697
0.150468,1.2073200000000002,0.376035
0.0459814,1.6744,0.188462
0.0486416999999999,1.09626,0.11452
0.0480287,1.34566,0.0967447
0.0,2.59667,0.00448578
0.0587634999999999,1.20937,0.0
0.0195282,1.33957,0.137879
0.00549397,1.69372,0.0134802999999999
0.0732781999999999,1.3344,0.163771
0.0856505,0.977869,0.1209349999999999
0.124912,1.28895,0.1905059999999999
0.0585660999999999,1.4198,0.0178913
0.00917265,0.988949,0.0763205
0.0531856,1.58414,0.1116819999999999
0.0551918,1.62104,0.17557
0.0985273999999999,1.20638,0.191804
0.0947756999999999,1.13626,0.180385
0.0802841,1.24964,0.173979
0.122555,1.28867,0.3482099999999999
0.0606549999999999,1.18093,0.118254
0.0743871,1.44672,0.171802
0.0213508,1.37075,0.0233465
0.111455,1.03434,0.127379
0.151302,0.923166,0.162445
0.0249594,1.04034,0.0821613
0.0822471999999999,1.31366,0.0866455
0.124748,1.09244,0.16804
0.0603031,1.49542,0.368245
0.0398986999999999,1.12092,0.35469
0.0322282,1.29751,0.180592
0.0981404999999999,1.01924,0.0947763
-999.0,-999.0,-999.0
0.0316138,1.53322,0.0897244
0.058949,1.55657,0.0923541
0.010006,1.7154900000000002,0.0638035999999999
0.135475,1.11474,0.14359
0.118516,1.40085,0.204766
0.0946807,0.912765,0.177782
0.108593,1.1732,0.122999
0.0025065,1.37981,0.0885512
0.0929781,1.61227,0.1913359999999999
0.0371702,1.63467,0.140273
0.0,0.998651,0.106649
0.0440166,1.16615,0.121635
0.0257541,1.76404,0.171995
0.191128,0.805236,0.312063
0.0407871,1.2583799999999998,0.1018049999999999
0.0620004,1.36832,0.142861
0.0247913,1.83361,0.0143825999999999
0.00179763,1.7069,0.0
0.0347679,1.05842,0.0131998999999999
0.048542,1.38834,0.0535169
0.120001,0.906695,0.295496
0.0889873,1.4699799999999998,0.137267
0.097355,1.2090299999999998,0.1232559999999999
0.182145,1.14654,0.0962402
0.049205,1.70668,0.320441
0.1426059999999999,1.39291,0.389191
0.0747143999999999,1.11177,0.0666134999999999
0.096212,1.46004,0.10035
0.0820156,1.19065,0.2461559999999999
0.0306569,1.55207,0.110448
0.0610538,1.10539,0.276232
0.0478491,1.7028900000000002,0.196503
0.0436392,1.66483,0.266818
0.0269089,1.67534,0.169316
0.0548023,1.44348,0.109243
0.0601942,1.25225,0.131919
0.104438,1.10095,0.1175079999999999
0.0318742,0.843325,0.173139
0.00738777,1.10558,0.0994374
0.0934999,1.27053,0.279449
0.0389853,1.77046,0.201814
0.0247369,0.972619,0.130806
0.0288087,1.34959,0.128261
0.116819,0.726579,0.0
0.0376644,1.36258,0.0588982
0.0826436,1.37726,0.219046
0.0488235,1.29491,0.175647
0.0917007,1.7267099999999995,0.1484319999999999
0.0671098,0.64627,0.0
0.0538419999999999,1.55847,0.0960992
0.202466,0.928205,0.111197
0.035827,1.8406,0.12868
0.0610309,1.22291,0.181391
0.0775699,1.41589,0.0
0.0282903,1.182,0.1189349999999999
0.0510535,1.40059,0.2180929999999999
0.0715133999999999,1.42811,0.143012
0.0300953,1.54176,0.136619
0.140615,0.972426,0.172679
0.0425314,1.15664,0.120146
0.130459,0.8755620000000001,0.0
0.0197440999999999,1.41147,0.136614
0.00247316,1.06243,0.0763784
0.0550099,1.47042,0.122798
0.0671258999999999,1.00682,0.24943
0.00905875,1.48462,0.0871478999999999
0.0738341,1.06868,0.146172
0.079983,0.959752,0.13602
0.0612534,1.69861,0.353773
0.093015,1.41111,0.135507
0.0773153,1.31902,0.17522
0.0318827,0.825678,0.0
0.0396708,1.3436,0.124474
0.0549573,1.26112,0.276412
0.00947941,1.07316,0.0762789
0.0249413,1.07781,0.0
0.100773,1.56884,0.162705
0.0496277,1.45096,0.226617
0.0536479,1.39223,0.198626
0.00507133,1.3530799999999998,0.2432909999999999
0.0324033,1.60712,0.1166329999999999
0.1116559999999999,1.09595,0.154703
0.0744896999999999,1.0264799999999998,0.131799
0.118666,1.11057,0.138486
0.111939,1.11744,0.0
0.000526247,0.918996,0.0
0.0372929,1.21474,0.146119
0.0144084,0.8159930000000001,0.0
0.0447828,1.03367,0.172809
0.0372328,1.42244,0.117539
0.0228558,1.53395,0.0760408
0.1175079999999999,0.934782,0.135459
0.0878883,1.1954,0.173808
0.089405,1.02295,0.117775
0.021758,1.51535,0.101868
0.0922756999999999,1.50049,0.16937
0.0570014,1.40048,0.0980695
0.0628914,1.11983,0.162666
0.0395171,1.24118,0.278757
0.0673122,1.05545,0.1685
0.0120415,1.1908,0.0
0.0582389,1.36561,0.129024
0.0802311,1.26585,0.182394
0.0204679,1.7237900000000002,0.132303
0.0290734,1.96627,0.281009
0.0455941999999999,1.22052,0.156155
0.080874,1.21106,0.156029
0.069119,1.59847,0.209954
0.146743,1.10426,0.151164
0.0996275,1.07315,0.046492
0.018373,1.20197,0.0
0.177251,0.851468,0.037023
0.00626497,1.95391,0.0
0.116968,0.847931,0.0
0.0905121,1.29735,0.18328
0.1736359999999999,1.03525,0.0
0.066694,1.22686,0.195753
0.321,0.575708,0.0
0.0852406999999999,1.28651,0.164565
0.0306508,1.36687,0.146442
0.113243,0.983548,0.1971119999999999
0.00368825,1.81052,0.0
0.1066119999999999,0.67311,0.0
0.0865534999999999,1.26516,0.269284
0.100185,0.765201,0.126255
0.0975231,1.0279,0.306118
0.0314107,1.05655,0.146081
0.0676126,1.32533,0.164078
0.0373957,1.58615,0.0567752
0.041707,1.82743,0.235663
0.0593363,1.21547,0.223184
0.110062,1.23504,0.1330599999999999
0.0531461,1.2385,0.0406131999999999
-999.0,-999.0,-999.0
0.078186,1.1135700000000002,0.166986
0.0917583999999999,1.58055,0.153698
0.0619761999999999,1.22609,0.141179
0.0730876999999999,1.16861,0.0
0.0124754999999999,1.5577,0.0895165
-999.0,-999.0,-999.0
0.0984833,1.1934,0.313838
0.103525,1.53749,0.082783
0.100396,0.860283,0.0193110999999999
0.0123755,1.61586,0.10461
0.0355476,1.34163,0.14157
0.0856866999999999,1.17729,0.151751
0.0361869,1.3821,0.112187
0.125815,0.838261,0.506897
0.0564109,1.21183,0.2028589999999999
0.0235638,1.61826,0.139816
0.0789197,1.37598,0.166987
0.0974683,1.34699,0.261186
0.0546793999999999,0.979997,0.1032619999999999
0.0465475,1.44565,0.156755
0.0379083,1.5098,0.0976523
0.0614062,1.36496,0.1236319999999999
0.0763221999999999,1.4736200000000002,0.179632
0.0650000999999999,1.0556299999999998,0.0
0.103298,1.27057,0.146519
0.0275692999999999,0.933249,0.1044099999999999
0.0828496,1.25483,0.151792
0.0513725,1.31858,0.176702
0.101287,1.07568,0.148189
0.0451667,0.688376,0.0
0.0873811,1.30493,0.1492109999999999
0.0491858,1.16649,0.0881449
0.0067084,1.2683,0.040033
0.101815,0.99629,0.1418579999999999
0.00187453,2.14262,0.0
0.0692564,1.51363,0.237228
0.0779275,1.27367,0.151243
0.0449877,1.01081,0.000460324
0.0314201,1.1599,0.146626
0.0186272,1.23706,0.10437
