yprop/table_0_0.oz252,yprop/table_0_0.oz6,yprop/table_0_0.oz5,yprop/table_0_0.oz133,yprop/table_0_0.oz9,Key_0_0
0.897471,0.057143,0.0,0.0,0.0,5803
0.912827,0.0,0.4,0.266667,0.045455,8342
0.931165,0.171429,0.133333,0.0,0.0,7991
0.887082,0.0,0.133333,0.133333,0.272727,7766
0.903523,0.0,0.4,0.0,0.0,4737
0.911563,0.057143,0.133333,0.0,0.0,6902
0.921138,0.0,0.4,0.333333,0.136364,4263
0.901084,0.0,0.066667,0.0,0.0,7107
0.858988,0.0,0.4,0.0,0.0,817
0.898464,0.0,0.2,0.0,0.136364,5461
0.903252,0.028571,0.0,0.2,0.0,2009
0.902258,0.114286,0.2,0.0,0.0,8583
0.894851,0.0,0.6,0.266667,0.090909,3304
0.908311,0.0,0.133333,0.0,0.045455,7791
0.927462,0.0,0.266667,0.2,0.318182,6816
0.901084,0.0,0.066667,0.0,0.045455,5763
0.894399,0.028571,0.266667,0.0,0.0,6244
0.91093,0.285714,0.133333,0.0,0.0,165
0.912918,0.0,0.0,0.0,0.454545,3812
0.902439,0.0,0.0,0.0,0.090909,8328
0.901897,0.057143,0.133333,0.0,0.0,1490
0.999458,0.0,0.0,0.0,0.0,3567
0.904788,0.0,0.066667,0.0,0.0,7515
0.915357,0.0,0.133333,0.0,0.045455,1554
0.968112,0.0,0.066667,0.0,0.0,5805
0.915718,0.0,0.0,0.0,0.0,7328
0.914453,0.114286,0.133333,0.0,0.090909,2087
0.907227,0.0,0.0,0.0,0.0,8144
0.903162,0.085714,0.066667,0.0,0.227273,2080
0.914544,0.171429,0.2,0.066667,0.0,8381
0.900813,0.114286,0.0,0.0,0.0,1198
0.907407,0.0,0.466667,0.066667,0.0,288
0.920054,0.0,0.0,0.0,0.0,2316
0.927462,0.0,0.0,0.0,0.0,3476
0.913008,0.028571,0.133333,0.0,0.0,576
0.999277,0.0,0.0,0.0,0.0,7317
0.909395,0.0,0.4,0.0,0.136364,1551
0.93234,0.085714,0.0,0.0,0.0,4673
0.925294,0.028571,0.0,0.0,0.0,4998
0.899639,0.171429,0.133333,0.066667,0.0,8488
0.927371,0.142857,0.2,0.0,0.0,3947
0.905691,0.028571,0.0,0.066667,0.0,6136
0.912105,0.0,0.0,0.0,0.0,7235
0.990515,0.0,0.2,0.0,0.0,827
0.976332,0.0,0.133333,0.0,0.0,678
0.904968,0.057143,0.0,0.0,0.181818,1968
0.922945,0.0,0.066667,0.0,0.0,7191
0.892864,0.0,0.0,0.133333,0.545455,6482
0.909395,0.028571,0.133333,0.0,0.090909,4204
0.931346,0.0,0.4,0.0,0.0,1588
0.985095,0.028571,0.0,0.066667,0.0,1565
0.909485,0.114286,0.2,0.0,0.409091,1230
0.915537,0.0,0.066667,0.066667,0.090909,4870
0.926649,0.057143,0.066667,0.0,0.0,4880
0.889612,0.057143,0.0,0.0,0.0,8768
0.885547,0.057143,0.266667,0.0,0.0,2540
0.905781,0.0,0.066667,0.0,0.0,6027
0.900723,0.0,0.133333,0.0,0.0,7451
0.901987,0.0,0.2,0.0,0.0,7130
0.951762,0.0,0.066667,0.0,0.045455,271
0.938844,0.0,0.066667,0.0,0.0,7573
0.88112,0.0,0.266667,0.066667,0.0,1137
0.92701,0.114286,0.0,0.0,0.0,3176
0.904607,0.0,0.133333,0.0,0.0,1564
0.849503,0.0,0.0,0.0,0.0,1348
0.92421,0.342857,0.266667,0.0,0.0,563
0.90542,0.0,0.066667,0.066667,0.0,6060
0.929178,0.028571,0.333333,0.066667,0.136364,1005
0.934237,0.057143,0.0,0.0,0.363636,1450
0.937669,0.0,0.066667,0.0,0.0,5498
0.910117,0.285714,0.066667,0.0,0.0,6618
0.913098,0.0,0.133333,0.0,0.181818,3549
0.918428,0.028571,0.133333,0.0,0.0,7174
0.979946,0.0,0.066667,0.0,0.0,1153
0.914002,0.028571,0.0,0.0,0.0,2650
0.922222,0.0,0.0,0.0,0.0,5548
0.885637,0.028571,0.066667,0.0,0.0,2577
0.91626,0.0,0.066667,0.0,0.0,8294
0.923668,0.028571,0.0,0.2,0.0,585
0.903342,0.0,0.2,0.066667,0.045455,8179
0.918699,0.085714,0.133333,0.0,0.0,6568
0.885637,0.057143,0.0,0.0,0.0,1330
0.982385,0.114286,0.133333,0.0,0.0,5324
0.895574,0.0,0.066667,0.066667,0.227273,144
0.898193,0.0,0.133333,0.0,0.0,3441
0.954201,0.0,0.133333,0.133333,0.090909,4416
0.894851,0.0,0.066667,0.0,0.0,8429
0.902891,0.0,0.133333,0.0,0.0,8053
0.911201,0.0,0.0,0.0,0.0,8216
0.887353,0.0,0.0,0.0,0.0,8542
0.899097,0.028571,0.133333,0.0,0.0,8668
0.938211,0.0,0.066667,0.0,0.0,8742
0.925113,0.0,0.0,0.0,0.0,1283
0.999458,0.0,0.0,0.0,0.090909,7958
0.90551,0.0,0.133333,0.066667,0.0,1366
0.901626,0.0,0.066667,0.0,0.0,1320
0.934779,0.0,0.0,0.0,0.0,656
0.898013,0.028571,0.066667,0.066667,0.227273,5013
0.917615,0.0,0.133333,0.0,0.0,4165
0.99178,0.0,0.0,0.0,0.045455,7092
0.91897,0.057143,0.0,0.0,0.272727,1093
0.911292,0.0,0.0,0.0,0.090909,6252
0.91879,0.0,0.066667,0.0,0.0,1990
0.937218,0.0,0.066667,0.0,0.0,32
0.913369,0.0,0.0,0.0,0.090909,5966
0.900903,0.028571,0.0,0.0,0.0,5358
0.911201,0.085714,0.333333,0.133333,0.363636,8469
0.914905,0.0,0.0,0.0,0.0,993
0.908401,0.0,0.066667,0.0,0.181818,8322
0.999187,0.057143,0.133333,0.0,0.0,8624
0.965041,0.057143,0.133333,0.0,0.0,547
0.895303,0.0,0.0,0.066667,0.318182,2340
0.999639,0.0,0.0,0.0,0.0,1070
0.91075,0.0,0.133333,0.0,0.181818,4512
0.912285,0.142857,0.133333,0.0,0.0,5371
0.931617,0.057143,0.133333,0.0,0.0,500
0.914995,0.057143,0.133333,0.0,0.045455,8479
0.891147,0.0,0.466667,0.133333,0.0,4030
0.912105,0.171429,0.133333,0.0,0.0,7129
0.926016,0.057143,0.066667,0.0,0.0,1898
0.965402,0.0,0.0,0.0,0.045455,5275
0.920867,0.028571,0.0,0.0,0.0,183
0.987895,0.0,0.0,0.066667,0.181818,1428
0.914092,0.0,0.0,0.0,0.0,7126
0.895122,0.0,0.0,0.0,0.0,4712
0.893496,0.0,0.133333,0.0,0.090909,2387
0.901355,0.085714,0.066667,0.0,0.454545,2015
0.93794,0.0,0.266667,0.066667,0.272727,6301
0.93523,0.0,0.133333,0.0,0.0,2046
0.999639,0.0,0.0,0.0,0.0,8118
0.91075,0.314286,0.066667,0.0,0.0,1572
0.996387,0.057143,0.0,0.0,0.0,5784
0.90542,0.0,0.0,0.0,0.0,8187
0.913821,0.114286,0.133333,0.0,0.181818,395
0.903794,0.028571,0.2,0.0,0.0,2018
0.990425,0.057143,0.0,0.0,0.227273,5672
0.886631,0.028571,0.066667,0.133333,0.045455,1344
0.91346,0.057143,0.0,0.066667,0.0,1679
0.896838,0.171429,0.066667,0.0,0.0,7337
0.944625,0.028571,0.066667,0.0,0.0,4091
0.9,0.028571,0.466667,0.266667,0.0,8147
0.908582,0.057143,0.0,0.0,0.0,6038
0.912918,0.057143,0.066667,0.066667,0.0,2041
0.947606,0.085714,0.133333,0.0,0.0,85
0.930623,0.057143,0.266667,0.0,0.0,8448
0.889521,0.142857,0.066667,0.0,0.0,1411
0.917164,0.0,0.133333,0.0,0.045455,8517
0.890605,0.228571,0.133333,0.0,0.0,2064
0.992502,0.0,0.0,0.0,0.0,1793
0.918428,0.0,0.066667,0.0,0.181818,5546
0.905691,0.028571,0.0,0.0,0.0,205
0.933966,0.0,0.0,0.133333,0.045455,2926
0.93243,0.085714,0.066667,0.0,0.0,8099
0.912556,0.0,0.066667,0.0,0.0,8464
0.898193,0.0,0.333333,0.0,0.090909,5526
0.946522,0.0,0.0,0.0,0.136364,6189
0.927642,0.114286,0.0,0.0,0.0,3507
0.939024,0.0,0.266667,0.0,0.0,7705
0.890605,0.171429,0.133333,0.066667,0.136364,289
0.944535,0.0,0.2,0.0,0.0,1244
0.903884,0.0,0.066667,0.0,0.0,7432
0.891147,0.0,0.266667,0.0,0.0,6874
0.910208,0.085714,0.2,0.0,0.0,8133
0.916983,0.028571,0.133333,0.066667,0.090909,4431
0.919241,0.028571,0.133333,0.2,0.227273,8240
0.906594,0.057143,0.0,0.0,0.0,561
0.899729,0.0,0.0,0.0,0.0,7904
0.980307,0.0,0.133333,0.0,0.0,7416
0.980849,0.0,0.0,0.0,0.090909,1416
0.875339,0.085714,0.4,0.333333,0.136364,8149
0.917435,0.0,0.133333,0.0,0.0,8616
0.918428,0.0,0.133333,0.0,0.045455,8691
0.904426,0.085714,0.2,0.0,0.0,5296
0.923668,0.057143,0.066667,0.0,0.045455,2568
0.918248,0.285714,0.133333,0.0,0.090909,2839
0.904517,0.0,0.0,0.066667,0.227273,8046
0.920054,0.085714,0.066667,0.0,0.0,7591
0.898645,0.0,0.0,0.0,0.0,2607
0.928004,0.085714,0.066667,0.0,0.0,3152
0.997651,0.057143,0.266667,0.066667,0.363636,164
0.903252,0.0,0.0,0.133333,0.0,1236
0.92701,0.0,0.133333,0.0,0.0,7812
0.904517,0.0,0.0,0.066667,0.272727,785
0.939476,0.0,0.133333,0.0,0.090909,2625
0.908943,0.028571,0.066667,0.0,0.0,4707
0.887173,0.028571,0.0,0.0,0.0,7187
0.906504,0.028571,0.2,0.066667,0.0,8757
0.927913,0.028571,0.066667,0.0,0.0,8509
0.906323,0.485714,0.133333,0.066667,0.181818,3869
0.925474,0.057143,0.2,0.066667,0.0,1889
0.913911,0.0,0.133333,0.0,0.0,3985
0.911472,0.0,0.133333,0.066667,0.590909,7639
0.91346,0.0,0.0,0.0,0.0,8071
0.966847,0.0,0.333333,0.066667,0.0,2406
0.900181,0.628571,0.133333,0.0,0.0,6857
0.908943,0.0,0.133333,0.133333,0.090909,5832
0.907136,0.0,0.0,0.266667,0.909091,6935
0.900181,0.0,0.4,0.066667,0.409091,53
0.912105,0.114286,0.266667,0.0,0.0,1652
0.946161,0.057143,0.0,0.0,0.181818,2572
0.933424,0.085714,0.0,0.2,0.136364,5404
1.0,0.085714,0.066667,0.0,0.0,3714
0.925294,0.0,0.2,0.0,0.0,1250
0.90822,0.057143,0.066667,0.0,0.0,3600
0.912285,0.0,0.0,0.133333,0.090909,6254
0.899368,0.0,0.0,0.0,0.0,4932
0.978049,0.0,0.266667,0.0,0.0,3776
0.91635,0.0,0.066667,0.0,0.181818,7861
0.887263,0.142857,0.266667,0.0,0.0,88
0.937669,0.142857,0.0,0.0,0.0,5034
0.909214,0.028571,0.133333,0.066667,0.0,6094
0.90271,0.0,0.266667,0.0,0.227273,1151
0.932069,0.0,0.0,0.0,0.0,6291
0.903613,0.057143,0.0,0.0,0.0,1074
0.895574,0.028571,0.0,0.066667,0.0,5465
0.914724,0.085714,0.333333,0.133333,0.0,5424
0.888347,0.0,0.0,0.0,0.045455,5582
0.999639,0.142857,0.333333,0.0,0.0,1103
0.892683,0.0,0.0,0.066667,0.0,1295
0.900271,0.028571,0.133333,0.0,0.0,5885
0.899277,0.057143,0.2,0.066667,0.181818,7329
0.885005,0.0,0.066667,0.0,0.090909,7811
0.996477,0.0,0.066667,0.0,0.0,4846
0.994399,0.0,0.0,0.0,0.090909,6886
0.901987,0.0,0.133333,0.0,0.181818,1226
0.87841,0.085714,0.2,0.0,0.0,8108
0.989521,0.0,0.066667,0.0,0.0,697
0.926016,0.028571,0.0,0.066667,0.0,3303
0.920687,0.0,0.2,0.0,0.0,4492
0.981572,0.0,0.4,0.266667,0.090909,3707
0.919964,0.0,0.0,0.0,0.0,5060
0.915176,0.0,0.0,0.066667,0.090909,1843
0.896658,0.0,0.0,0.0,0.0,1920
0.999729,0.057143,0.0,0.0,0.0,433
0.911382,0.057143,0.0,0.0,0.090909,8862
0.917525,0.028571,0.0,0.0,0.0,1012
0.914634,0.028571,0.066667,0.066667,0.272727,5110
0.923035,0.114286,0.866667,0.6,0.136364,6906
0.965041,0.0,0.2,0.266667,0.272727,5408
0.918248,0.114286,0.0,0.0,0.0,4086
0.909214,0.0,0.466667,0.066667,0.5,3232
0.907046,0.0,0.0,0.066667,0.090909,872
0.895574,0.028571,0.133333,0.0,0.0,5088
0.909756,0.057143,0.266667,0.0,0.0,5061
0.912556,0.171429,0.0,0.0,0.0,3988
0.915266,0.0,0.0,0.0,0.0,4659
0.912918,0.0,0.266667,0.0,0.0,1799
0.982656,0.085714,0.066667,0.0,0.0,7170
0.879313,0.0,0.0,0.0,0.0,3258
0.941734,0.057143,0.0,0.0,0.0,4341
0.970461,0.314286,0.133333,0.0,0.0,6673
0.903342,0.028571,0.066667,0.0,0.0,6207
0.998193,0.0,0.066667,0.0,0.0,3602
0.906143,0.0,0.4,0.466667,0.136364,6249
0.90804,0.0,0.0,0.066667,0.0,6346
0.91346,0.0,0.066667,0.0,0.227273,5419
0.937308,0.0,0.266667,0.0,0.0,7095
0.946793,0.028571,0.0,0.066667,0.0,2220
0.901807,0.0,0.066667,0.0,0.045455,2352
0.94327,0.0,0.2,0.066667,0.363636,5036
0.910027,0.0,0.066667,0.066667,0.045455,4371
0.902891,0.171429,0.133333,0.0,0.0,2280
0.911743,0.085714,0.533333,0.066667,0.318182,5663
0.893496,0.057143,0.066667,0.0,0.0,1052
0.909937,0.028571,0.2,0.066667,0.136364,2757
0.927191,0.057143,0.0,0.0,0.0,3437
0.945619,0.028571,0.066667,0.0,0.272727,2534
0.869015,0.0,0.066667,0.0,0.0,1949
0.939566,0.085714,0.0,0.0,0.045455,1475
0.904065,0.542857,0.2,0.0,0.0,4980
0.909756,0.0,0.0,0.0,0.0,5839
0.911382,0.085714,0.133333,0.0,0.0,3817
0.897561,0.0,0.0,0.0,0.0,1066
0.883469,0.285714,0.266667,0.0,0.0,4061
0.910298,0.028571,0.066667,0.066667,0.227273,2493
0.91093,0.0,0.066667,0.0,0.0,5379
0.989792,0.0,0.0,0.0,0.0,4531
0.90804,0.085714,0.0,0.0,0.363636,8790
0.90271,0.028571,0.333333,0.066667,0.090909,972
0.886811,0.0,0.0,0.066667,0.0,1911
0.908401,0.0,0.133333,0.0,0.045455,741
0.909756,0.0,0.0,0.0,0.0,2630
0.903523,0.057143,0.0,0.133333,0.136364,6056
0.96757,0.0,0.133333,0.0,0.0,4991
0.899729,0.0,0.066667,0.0,0.090909,6583
0.946522,0.028571,0.2,0.0,0.0,7111
0.901807,0.0,0.0,0.0,0.227273,7661
0.928726,0.028571,0.066667,0.0,0.0,7875
0.903342,0.0,0.066667,0.066667,0.363636,2128
0.914634,0.0,0.2,0.066667,0.181818,7679
0.914273,0.114286,0.0,0.0,0.0,6543
0.911021,0.028571,0.2,0.066667,0.045455,994
0.894038,0.028571,0.2,0.133333,0.0,1365
0.947696,0.0,0.266667,0.2,0.272727,7262
0.88383,0.0,0.066667,0.0,0.0,54
0.922222,0.028571,0.2,0.066667,0.0,1097
0.925023,0.0,0.066667,0.0,0.0,2455
0.910298,0.0,0.466667,0.0,0.0,3098
0.912647,0.0,0.066667,0.0,0.0,4575
0.909575,0.028571,0.133333,0.066667,0.0,2145
0.911382,0.0,0.066667,0.0,0.045455,5236
0.908582,0.0,0.133333,0.0,0.0,4313
0.907317,0.171429,0.066667,0.066667,0.0,5092
0.887624,0.0,0.266667,0.0,0.545455,1248
0.893315,0.0,0.0,0.0,0.0,4591
0.900813,0.057143,0.066667,0.2,0.045455,8030
0.921048,0.0,0.0,0.0,0.0,3411
0.923758,0.028571,0.4,0.4,0.181818,3892
0.890786,0.057143,0.2,0.0,0.0,7529
0.891689,0.028571,0.066667,0.0,0.0,5079
0.908762,0.0,0.066667,0.0,0.0,632
0.902258,0.285714,0.066667,0.0,0.136364,7780
0.905872,0.085714,0.133333,0.066667,0.045455,4197
0.916712,0.028571,0.066667,0.333333,0.045455,2060
0.88925,0.0,0.066667,0.066667,0.0,5990
0.907407,0.028571,0.066667,0.0,0.0,1015
0.915628,0.114286,0.2,0.066667,0.0,7063
0.895303,0.028571,0.066667,0.066667,0.272727,6401
0.913369,0.028571,0.0,0.0,0.0,8230
0.893677,0.028571,0.133333,0.0,0.0,3394
0.914273,0.028571,0.133333,0.0,0.0,2129
0.904607,0.0,0.0,0.0,0.0,4853
0.949322,0.0,0.066667,0.0,0.0,5284
0.919874,0.0,0.133333,0.0,0.0,4162
0.930985,0.0,0.0,0.0,0.0,8751
0.912827,0.028571,0.066667,0.0,0.0,8386
0.917706,0.0,0.066667,0.0,0.0,5423
0.989792,0.057143,0.0,0.0,0.227273,4651
0.860795,0.114286,0.133333,0.0,0.181818,8195
0.998645,0.0,0.133333,0.0,0.0,3585
0.918338,0.0,0.0,0.0,0.0,1441
0.94869,0.0,0.2,0.0,0.0,4087
0.917886,0.028571,0.0,0.0,0.0,6130
0.911924,0.114286,0.0,0.0,0.0,7256
0.896748,0.0,0.0,0.0,0.0,1924
0.906233,0.028571,0.133333,0.0,0.227273,1632
0.895122,0.0,0.0,0.0,0.045455,2679
0.920777,0.114286,0.0,0.0,0.0,3711
0.917796,0.057143,0.066667,0.0,0.0,6676
0.901536,0.171429,0.133333,0.066667,0.0,3516
0.938211,0.0,0.0,0.0,0.0,3944
0.895845,0.0,0.066667,0.0,0.0,508
0.906052,0.0,0.0,0.0,0.0,6309
0.907317,0.028571,0.133333,0.0,0.227273,3058
0.916441,0.085714,0.133333,0.0,0.0,2051
0.909395,0.0,0.0,0.0,0.0,7454
0.887082,0.0,0.0,0.0,0.181818,6658
0.91355,0.114286,0.066667,0.066667,0.0,4845
0.896116,0.028571,0.2,0.066667,0.0,2156
0.947425,0.057143,0.133333,0.0,0.0,1579
0.915176,0.057143,0.066667,0.0,0.0,6159
0.893135,0.057143,0.133333,0.0,0.0,5987
0.929178,0.0,0.0,0.0,0.0,8353
0.902078,0.028571,0.0,0.0,0.090909,3534
0.907046,0.0,0.066667,0.0,0.0,5245
0.905239,0.0,0.066667,0.0,0.0,2855
0.886179,0.085714,0.066667,0.0,0.0,3559
0.880578,0.057143,0.0,0.0,0.0,6582
0.999729,0.0,0.0,0.0,0.090909,1448
0.984011,0.257143,0.066667,0.066667,0.0,5235
0.924932,0.0,0.0,0.0,0.0,819
0.974797,0.057143,0.333333,0.0,0.0,1923
0.914002,0.0,0.133333,0.0,0.0,8512
0.90271,0.028571,0.133333,0.0,0.0,962
0.934598,0.085714,0.066667,0.066667,0.0,5141
0.917254,0.057143,0.133333,0.0,0.227273,3756
0.905781,0.0,0.0,0.0,0.0,5933
0.999729,0.028571,0.066667,0.133333,0.0,230
0.904517,0.0,0.133333,0.0,0.0,1580
0.981933,0.057143,0.0,0.0,0.0,7961
0.923668,0.057143,0.133333,0.066667,0.0,4421
0.996116,0.0,0.066667,0.0,0.0,8391
0.996206,0.0,0.0,0.0,0.272727,79
0.887805,0.0,0.133333,0.066667,0.136364,2373
0.922313,0.0,0.0,0.2,0.181818,2986
0.985005,0.0,0.066667,0.133333,0.0,4308
0.912737,0.0,0.066667,0.0,0.0,4760
0.92159,0.0,0.0,0.0,0.136364,1299
0.917073,0.057143,0.2,0.0,0.0,4016
0.913008,0.057143,0.333333,0.066667,0.090909,2160
0.896929,0.0,0.0,0.0,0.045455,3222
0.913189,0.0,0.2,0.0,0.181818,7938
0.933966,0.028571,0.333333,0.066667,0.0,1105
0.909304,0.257143,0.266667,0.0,0.0,7889
0.993044,0.0,0.2,0.266667,0.318182,5572
0.954562,0.057143,0.133333,0.0,0.0,6588
0.917435,0.057143,0.2,0.0,0.0,4620
0.909214,0.0,0.0,0.0,0.363636,3561
0.962692,0.0,0.0,0.0,0.0,4456
0.897742,0.114286,0.133333,0.066667,0.045455,8739
0.909666,0.028571,0.066667,0.0,0.0,769
0.920506,0.057143,0.066667,0.0,0.0,1246
0.9243,0.028571,0.466667,0.066667,0.409091,1938
0.893225,0.0,0.333333,0.133333,0.090909,4452
0.914905,0.057143,0.2,0.066667,0.0,4691
0.908943,0.057143,0.0,0.0,0.0,2358
0.907407,0.028571,0.133333,0.066667,0.0,3014
0.910569,0.0,0.0,0.0,0.136364,5625
0.898103,0.057143,0.066667,0.066667,0.181818,1790
0.999548,0.057143,0.2,0.0,0.0,4494
0.914363,0.0,0.133333,0.0,0.0,7732
0.925926,0.2,0.066667,0.0,0.0,2238
0.88654,0.085714,0.0,0.0,0.0,1615
0.94327,0.057143,0.133333,0.0,0.0,3729
0.893948,0.028571,0.066667,0.0,0.181818,6572
0.942999,0.028571,0.066667,0.266667,0.0,337
0.933333,0.114286,0.066667,0.0,0.227273,8175
0.909937,0.057143,0.266667,0.133333,0.0,3568
0.931617,0.028571,0.066667,0.2,0.136364,4041
0.921861,0.057143,0.133333,0.0,0.0,7405
0.907136,0.057143,0.133333,0.0,0.181818,6323
0.901987,0.057143,0.0,0.0,0.0,3835
0.911653,0.085714,0.066667,0.0,0.090909,3700
0.908853,0.028571,0.133333,0.133333,0.045455,1516
0.984914,0.0,0.0,0.0,0.0,2598
0.902258,0.0,0.266667,0.133333,0.0,3626
0.90009,0.0,0.066667,0.0,0.0,3563
0.999368,0.342857,0.0,0.133333,0.0,7145
0.920867,0.171429,0.133333,0.0,0.0,5107
0.97299,0.0,0.4,0.0,0.0,461
0.901174,0.028571,0.0,0.0,0.0,6091
0.916712,0.028571,0.0,0.2,0.272727,2636
0.928275,0.114286,0.333333,0.0,0.0,356
0.948148,0.028571,0.133333,0.0,0.0,4443
0.910027,0.057143,0.266667,0.133333,0.0,1193
0.917615,0.0,0.0,0.0,0.090909,1129
0.925113,0.085714,0.133333,0.0,0.0,3130
0.928184,0.0,0.0,0.0,0.227273,6514
0.911111,0.028571,0.133333,0.066667,0.0,2423
0.911111,0.0,0.066667,0.0,0.0,6280
0.923668,0.028571,0.266667,0.0,0.0,3261
0.906865,0.028571,0.133333,0.0,0.0,3705
0.932159,0.028571,0.066667,0.0,0.0,3431
0.911563,0.0,0.133333,0.0,0.0,5058
0.949774,0.057143,0.133333,0.0,0.0,8367
0.961156,0.0,0.0,0.133333,0.090909,5148
0.927552,0.171429,0.133333,0.0,0.181818,2543
0.905601,0.0,0.066667,0.0,0.0,5256
0.917886,0.085714,0.066667,0.0,0.0,3704
0.923487,0.0,0.0,0.2,0.227273,3753
0.898464,0.114286,0.066667,0.066667,0.045455,8045
0.904517,0.0,0.133333,0.0,0.0,7503
0.993948,0.0,0.066667,0.066667,0.045455,4236
0.903252,0.028571,0.266667,0.0,0.0,312
0.90542,0.028571,0.266667,0.0,0.0,2335
0.912014,0.057143,0.066667,0.0,0.181818,1811
0.912918,0.085714,0.266667,0.0,0.0,4814
0.906865,0.085714,0.0,0.0,0.0,816
0.94607,0.028571,0.0,0.0,0.0,8146
0.910298,0.057143,0.133333,0.0,0.0,8461
0.915989,0.0,0.266667,0.0,0.0,5332
0.962421,0.0,0.133333,0.0,0.0,7250
0.900723,0.057143,0.0,0.0,0.0,4280
0.907046,0.085714,0.0,0.066667,0.136364,7841
0.921048,0.0,0.0,0.0,0.181818,3052
0.927281,0.114286,0.2,0.0,0.0,1998
0.915447,0.057143,0.133333,0.0,0.0,5422
0.919964,0.057143,0.133333,0.066667,0.0,6399
0.925384,0.028571,0.0,0.0,0.227273,850
0.911472,0.0,0.0,0.0,0.181818,2082
0.906052,0.0,0.066667,0.0,0.0,1550
0.940108,0.028571,0.066667,0.0,0.0,3245
0.90271,0.0,0.0,0.0,0.0,5212
0.929901,0.057143,0.066667,0.0,0.0,5923
0.903523,0.057143,0.266667,0.0,0.045455,4153
0.907859,0.0,0.2,0.0,0.0,6934
0.980939,0.0,0.0,0.0,0.0,5862
0.910659,0.028571,0.133333,0.0,0.0,3436
0.934056,0.028571,0.133333,0.0,0.0,707
0.917886,0.028571,0.066667,0.066667,0.181818,6281
0.880307,0.0,0.066667,0.0,0.272727,5105
0.914815,0.0,0.0,0.0,0.0,2164
0.977868,0.085714,0.133333,0.0,0.0,3204
