Key_1_1,oz4,oz125,oz171,oz128
719,0.996325,0.035714,0.2,0.0
8251,0.996325,0.035714,0.1125,0.0
8100,0.996325,0.071429,0.1875,0.0
4490,0.997213,0.25,0.0,0.0
3411,0.996746,0.035714,0.0625,0.0
5839,0.996325,0.142857,0.0,0.0
5690,0.996325,0.214286,0.0375,0.0
520,0.996463,0.285714,0.0,0.0
4936,0.996325,0.071429,0.225,0.0
1350,0.996325,0.071429,0.075,0.058824
2764,0.996571,0.071429,0.0375,0.0
6708,0.996656,0.107143,0.0,0.0
2094,0.996656,0.071429,0.1125,0.0
8663,0.996325,0.142857,0.0,0.0
2666,0.996741,0.107143,0.0,0.0
1091,0.996741,0.142857,0.0,0.0
1170,0.996741,0.142857,0.0,0.0
4455,0.996325,0.035714,0.2125,0.0
1110,0.996325,0.107143,0.0375,0.0
3741,0.996325,0.071429,0.175,0.058824
916,0.996988,0.071429,0.0375,0.0
8528,0.996988,0.107143,0.0,0.0
585,0.996325,0.142857,0.0,0.0
5834,0.996741,0.035714,0.0,0.0
7251,0.996741,0.035714,0.0375,0.0
569,0.996325,0.035714,0.15,0.117647
2596,0.996879,0.142857,0.0,0.0
3271,0.996325,0.178571,0.0,0.0
5115,0.997355,0.107143,0.0,0.0
7572,0.996695,0.178571,0.0,0.0
1614,0.996695,0.178571,0.0,0.0
7934,0.996756,0.142857,0.0,0.0
1353,0.996213,0.178571,0.0,0.0
5856,0.996695,0.178571,0.0,0.0
3165,0.997153,0.178571,0.0,0.0
7779,0.996368,0.178571,0.0,0.0
7470,0.996695,0.178571,0.0,0.0
2203,0.996741,0.107143,0.0,0.0
5704,0.996325,0.071429,0.125,0.0
8069,0.996741,0.071429,0.1125,0.0
3136,0.997088,0.071429,0.0,0.0
7319,0.997199,0.107143,0.0,0.0
4841,0.997199,0.071429,0.0,0.0
8164,0.996741,0.107143,0.0,0.0
1269,0.996671,0.214286,0.0,0.0
3962,0.996671,0.214286,0.0,0.0
7166,0.996727,0.214286,0.0,0.0
6888,0.996685,0.178571,0.0,0.0
3650,0.996325,0.178571,0.3625,0.294118
3185,0.996325,0.107143,0.35,0.411765
3571,0.996325,0.071429,0.2625,0.235294
7176,0.997569,0.178571,0.0,0.0
1710,0.997153,0.142857,0.0375,0.0
3505,0.997153,0.142857,0.0,0.0
4419,0.996298,0.142857,0.0,0.0
2300,0.996325,0.678571,0.0,0.0
4323,0.996879,0.25,0.0,0.0
6400,0.996656,0.071429,0.0,0.0
3363,0.996269,0.142857,0.0,0.0
7986,0.997234,0.107143,0.075,0.0
5611,0.996325,0.035714,0.2625,0.0
4863,0.997435,0.035714,0.0,0.0
5131,0.995974,0.142857,0.0,0.0
6041,0.996741,0.071429,0.0625,0.058824
2807,0.996741,0.107143,0.0,0.0
3552,0.996741,0.071429,0.0,0.0
8002,0.997231,0.178571,0.0,0.0
2488,0.996988,0.107143,0.0,0.0
4035,0.996746,0.107143,0.0,0.0
7957,0.997734,0.071429,0.0,0.0
562,0.997294,0.071429,0.0,0.117647
7623,0.996325,0.071429,0.0,0.0
4135,0.996325,0.107143,0.0,0.0
6589,0.996879,0.321429,0.0,0.0
5353,0.996847,0.071429,0.0,0.117647
4321,0.996325,0.071429,0.175,0.0
8135,0.996489,0.071429,0.0,0.117647
3920,0.996312,0.214286,0.0,0.0
7899,0.997017,0.0,0.0,0.117647
8179,0.996601,0.071429,0.0,0.117647
788,0.997003,0.107143,0.0,0.0
3222,0.996422,0.285714,0.0,0.0
5904,0.996325,0.071429,0.0,0.0
6969,0.997158,0.071429,0.0,0.0
6367,0.996741,0.107143,0.0,0.0
8286,0.997017,0.035714,0.0,0.117647
3994,0.996325,0.107143,0.1,0.058824
5877,0.996741,0.071429,0.0375,0.0
8836,0.99758,0.107143,0.0,0.0
4420,0.996741,0.107143,0.0375,0.0
2864,0.996741,0.142857,0.025,0.0
4568,0.996325,0.107143,0.0,0.0
8612,0.996686,0.214286,0.025,0.058824
1839,0.996325,0.071429,0.0375,0.0
4928,0.996741,0.107143,0.0,0.0
885,0.996741,0.071429,0.2125,0.058824
1828,0.996741,0.071429,0.0,0.0
7339,0.997022,0.035714,0.0,0.117647
2437,0.996741,0.107143,0.0625,0.0
3532,0.996656,0.142857,0.1125,0.0
1890,0.997073,0.178571,0.0,0.0
4861,0.996741,0.178571,0.0,0.0
401,0.997231,0.142857,0.0,0.0
6044,0.996325,0.142857,0.0375,0.0
3666,0.997172,0.321429,0.0,0.0
5237,0.997435,0.035714,0.0,0.0
2992,0.996325,0.035714,0.0,0.0
2909,0.996741,0.0,0.0,0.0
3582,0.997297,0.107143,0.0,0.0
1321,0.996325,0.071429,0.075,0.058824
6598,0.996879,0.178571,0.0,0.0
2442,0.996932,0.035714,0.0,0.117647
146,0.996741,0.071429,0.0,0.0
1799,0.996325,0.107143,0.1875,0.0
7852,0.996325,0.071429,0.0,0.0
1733,0.996214,0.142857,0.075,0.0
2651,0.996738,0.321429,0.0,0.0
7517,0.997158,0.071429,0.0375,0.0
3915,0.996741,0.107143,0.0375,0.0
3138,0.997098,0.107143,0.0,0.0
7917,0.996879,0.142857,0.0375,0.0
8859,0.996741,0.142857,0.0,0.0
4855,0.996269,0.571429,0.4875,0.176471
3988,0.996325,0.071429,0.1875,0.176471
4025,0.997073,0.357143,0.025,0.0
5743,0.996325,0.107143,0.2875,0.0
4700,0.996741,0.0,0.075,0.0
824,0.996741,0.035714,0.0,0.0
1907,0.996741,0.035714,0.0,0.0
390,0.996741,0.107143,0.0,0.0
4104,0.996741,0.071429,0.0,0.0
6738,0.996794,0.178571,0.0,0.0
8344,0.996656,0.107143,0.3,0.117647
1308,0.996325,0.071429,0.2625,0.176471
6595,0.996102,0.035714,0.0,0.0
5686,0.996325,0.142857,0.1,0.0
4158,0.99721,0.107143,0.025,0.0
4577,0.997231,0.142857,0.0,0.0
6510,0.997088,0.071429,0.05,0.0
4618,0.996746,0.035714,0.1375,0.0
223,0.997088,0.071429,0.05,0.0
4868,0.997003,0.035714,0.05,0.0
840,0.996798,0.071429,0.0,0.0
932,0.996571,0.107143,0.0,0.0
6323,0.996325,0.107143,0.0,0.0
7291,0.996325,0.107143,0.0,0.0
2452,0.996686,0.107143,0.05,0.0
5020,0.997158,0.107143,0.0,0.0
8767,0.997073,0.071429,0.0,0.0
2827,0.996325,0.071429,0.0,0.0
4623,0.996741,0.107143,0.0,0.0
6624,0.997073,0.142857,0.0,0.0
3190,0.996325,0.178571,0.05,0.0
4452,0.996325,0.071429,0.0,0.0
2738,0.996325,0.0,0.175,0.058824
8355,0.996685,0.142857,0.0,0.0
7739,0.997158,0.107143,0.0,0.0
1251,0.996807,0.214286,0.0,0.0
4259,0.996269,0.214286,0.0,0.0
6276,0.997017,0.321429,0.025,0.0
7758,0.996325,0.107143,0.0625,0.0
1793,0.996741,0.107143,0.3375,0.235294
5309,0.996269,0.142857,0.0,0.0
3204,0.996073,0.392857,0.15,0.352941
4409,0.996325,0.285714,0.175,0.0
4226,0.998268,0.071429,0.0,0.0
6465,0.997093,0.035714,0.0375,0.0
2133,0.996756,0.25,0.0,0.0
1155,0.996741,0.107143,0.0,0.0
2325,0.996741,0.035714,0.0625,0.0
225,0.997158,0.071429,0.0,0.0
3910,0.996799,0.25,0.0,0.0
1092,0.996741,0.107143,0.0,0.0
3526,0.996325,0.107143,0.0,0.0
4320,0.996325,0.142857,0.0,0.0
5104,0.996325,0.142857,0.0,0.0
7323,0.997154,0.392857,0.0,0.0
2118,0.996463,0.178571,0.0,0.0
3090,0.996656,0.035714,0.0,0.0
6949,0.996686,0.071429,0.0,0.058824
4668,0.997088,0.071429,0.025,0.0
2555,0.996656,0.071429,0.0,0.0
4672,0.996741,0.035714,0.1125,0.0
7388,0.996325,0.071429,0.0,0.0
2998,0.996325,0.178571,0.0875,0.0
602,0.996325,0.071429,0.125,0.0
6484,0.997158,0.035714,0.0,0.0
3586,0.997073,0.107143,0.0,0.0
4045,0.996325,0.071429,0.0,0.0
907,0.996741,0.107143,0.0,0.0
97,0.996325,0.142857,0.0,0.0
924,0.997158,0.071429,0.0,0.0
3553,0.996325,0.071429,0.125,0.058824
6199,0.997376,0.107143,0.0,0.0
7949,0.996741,0.107143,0.0,0.0
5520,0.996741,0.107143,0.0,0.0
706,0.996824,0.107143,0.0,0.0
6411,0.996741,0.035714,0.0,0.0
4147,0.996879,0.142857,0.0375,0.0
3908,0.996741,0.107143,0.0,0.0
7264,0.996656,0.142857,0.0,0.0
6804,0.996741,0.107143,0.0,0.0
7275,0.996656,0.142857,0.0,0.0
384,0.996741,0.107143,0.0,0.0
6963,0.996741,0.25,0.0,0.0
1382,0.996325,0.035714,0.6125,0.0
8329,0.996325,0.107143,0.525,0.294118
5101,0.996325,0.071429,0.1125,0.0
1716,0.996325,0.071429,0.15,0.117647
671,0.996794,0.178571,0.0,0.0
7281,0.996738,0.178571,0.0,0.117647
7247,0.996325,0.071429,0.2125,0.058824
7754,0.996325,0.035714,0.2,0.117647
2656,0.996325,0.035714,0.3625,0.0
1596,0.996661,0.178571,0.0,0.0
5722,0.997671,0.178571,0.0,0.0
2934,0.996325,0.071429,0.15,0.0
1598,0.996746,0.071429,0.0375,0.0
3238,0.996741,0.107143,0.0375,0.0
3206,0.996325,0.107143,0.0,0.0
6842,0.996799,0.178571,0.0,0.0
8004,0.996684,0.214286,0.025,0.0
7916,0.996855,0.107143,0.0,0.0
4398,0.996299,0.107143,0.0,0.0
8425,0.996656,0.071429,0.0,0.0
2748,0.997231,0.178571,0.0,0.0
566,0.996603,0.071429,0.0,0.0
5285,0.997707,0.214286,0.0,0.0
2626,0.996299,0.035714,0.1125,0.0
4346,0.996741,0.142857,0.0,0.0
760,0.985575,0.107143,0.1125,0.0
1019,0.997158,0.107143,0.0375,0.0
3668,0.997073,0.071429,0.0625,0.0
7553,0.996741,0.142857,0.0375,0.0
1829,0.996325,0.178571,0.0,0.058824
5551,0.996988,0.107143,0.0,0.0
41,0.996214,0.071429,0.0,0.0
5815,0.996741,0.107143,0.0,0.0
2640,0.996325,0.107143,0.0375,0.0
7998,0.996158,0.107143,0.0,0.117647
5511,0.996158,0.107143,0.0,0.117647
5201,0.996158,0.107143,0.0,0.117647
8010,0.996656,0.107143,0.0,0.0
1105,0.996817,0.285714,0.0,0.0
2065,0.997711,0.0,0.0,0.058824
7943,0.996325,0.142857,0.0,0.0
2919,0.997088,0.0,0.0,0.0
4966,0.996566,0.142857,0.0,0.0
5417,0.996269,0.071429,0.0,0.058824
964,0.996184,0.142857,0.0,0.117647
5133,0.996741,0.107143,0.0,0.0
6745,0.997073,0.107143,0.0,0.0
8110,0.996325,0.035714,0.0,0.0
6003,0.996325,0.107143,0.0375,0.0
22,0.997017,0.285714,0.0,0.0
4594,0.996656,0.142857,0.0,0.0
7908,0.996741,0.142857,0.0,0.0
6672,0.996807,0.178571,0.0,0.0
6424,0.996751,0.142857,0.0,0.0
7730,0.996695,0.178571,0.0,0.0
2486,0.996695,0.214286,0.0,0.0
5920,0.996741,0.107143,0.0,0.0
1872,0.996656,0.142857,0.0,0.0
1368,0.996571,0.107143,0.0,0.0
3146,0.997088,0.142857,0.0,0.0
4743,0.997158,0.142857,0.0,0.0
1224,0.998827,0.428571,0.075,0.0
4031,0.996325,0.071429,0.2625,0.0
1940,0.997017,0.321429,0.0,0.0
6827,0.996325,0.142857,0.0,0.0
8586,0.996746,0.071429,0.0,0.0
713,0.997372,0.25,0.0375,0.0
4248,0.996959,0.285714,0.0,0.0
3043,0.996746,0.071429,0.0,0.0
8463,0.99674,0.178571,0.0,0.0
5462,0.996879,0.107143,0.0625,0.0
5610,0.996656,0.142857,0.0,0.0
6449,0.996741,0.035714,0.175,0.117647
2730,0.996656,0.107143,0.1125,0.0
502,0.996184,0.142857,0.0,0.117647
2205,0.996741,0.071429,0.0,0.0
3441,0.99721,0.107143,0.025,0.0
2036,0.996325,0.071429,0.025,0.0
3280,0.996325,0.035714,0.175,0.0
2449,0.996325,0.142857,0.0,0.0
5041,0.996325,0.035714,0.2875,0.0
2078,0.997234,0.107143,0.0,0.0
2876,0.997158,0.107143,0.0,0.0
7928,0.997158,0.107143,0.0,0.0
5211,0.996325,0.107143,0.0,0.0
2983,0.996325,0.035714,0.075,0.0
5359,0.996325,0.107143,0.15,0.058824
6512,0.996741,0.035714,0.1125,0.0
6428,0.996855,0.035714,0.0,0.0
1502,0.997073,0.285714,0.0,0.0
228,0.996325,0.071429,0.0,0.0
7895,0.996738,0.178571,0.0,0.117647
6819,0.996642,0.107143,0.0,0.0
5652,0.996741,0.071429,0.025,0.0
6156,0.996325,0.0,0.0,0.0
8660,0.996269,0.071429,0.0875,0.117647
2989,0.997093,0.107143,0.0,0.0
4678,0.997157,0.107143,0.0,0.0
637,0.996879,0.107143,0.1375,0.0
4715,0.99742,0.071429,0.0,0.0
4564,0.996741,0.071429,0.1125,0.0
8056,0.996017,0.142857,0.0,0.0
6991,0.996988,0.178571,0.0,0.058824
8503,0.996325,0.107143,0.0,0.0
546,0.996325,0.035714,0.175,0.058824
6941,0.996741,0.107143,0.0,0.0
2380,0.997158,0.071429,0.0,0.0
3626,0.996741,0.107143,0.0,0.0
7600,0.996741,0.035714,0.025,0.0
5624,0.996325,0.071429,0.1125,0.117647
3919,0.996656,0.035714,0.1,0.117647
8846,0.996128,0.178571,0.0375,0.0
8603,0.996325,0.107143,0.2,0.058824
2525,0.996281,0.142857,0.05,0.0
1503,0.996656,0.071429,0.0875,0.058824
8147,0.996325,0.142857,0.0,0.0
4997,0.996741,0.071429,0.0375,0.0
286,0.996325,0.071429,0.075,0.0
1791,0.996325,0.035714,0.0625,0.0
387,0.996325,0.035714,0.2625,0.117647
7775,0.996746,0.142857,0.0,0.0
5445,0.996601,0.25,0.075,0.058824
4046,0.996741,0.107143,0.2625,0.0
6363,0.996325,0.107143,0.075,0.0
5638,0.996325,0.178571,0.05,0.0
4328,0.997158,0.071429,0.0375,0.0
989,0.996741,0.071429,0.025,0.0
7478,0.996325,0.071429,0.1375,0.0
2833,0.996741,0.071429,0.0625,0.0
6237,0.996741,0.071429,0.15,0.0
8748,0.996741,0.071429,0.175,0.058824
3369,0.996656,0.071429,0.125,0.0
6481,0.996741,0.071429,0.3,0.0
7455,0.997158,0.107143,0.0,0.0
5783,0.997017,0.285714,0.0,0.0
7663,0.996325,0.178571,0.0,0.117647
3520,0.996184,0.214286,0.0,0.058824
6930,0.997435,0.107143,0.0375,0.0
564,0.996269,0.035714,0.1625,0.058824
7123,0.996741,0.0,0.0375,0.0
785,0.996741,0.107143,0.0,0.0
2314,0.996325,0.071429,0.025,0.0
1941,0.996325,0.178571,0.0,0.0
8356,0.996114,0.071429,0.0,0.0
3849,0.996741,0.035714,0.0,0.0
3574,0.997364,0.214286,0.0,0.0
5390,0.996325,0.071429,0.125,0.0
2088,0.997088,0.142857,0.0,0.0
2499,0.996741,0.0,0.225,0.0
1464,0.996741,0.035714,0.2625,0.0
6205,0.996741,0.0,0.275,0.117647
8623,0.996325,0.071429,0.075,0.0
8548,0.996325,0.107143,0.0,0.0
8667,0.996741,0.107143,0.0,0.058824
7369,0.996325,0.107143,0.0625,0.0
4039,0.996325,0.071429,0.1875,0.058824
2206,0.996351,0.214286,0.0,0.0
2462,0.99633,0.285714,0.0,0.0
643,0.996642,0.107143,0.0,0.0
2047,0.996325,0.071429,0.05,0.058824
6444,0.996855,0.071429,0.0,0.0
3649,0.996741,0.071429,0.0,0.0
6160,0.996741,0.071429,0.0,0.0
421,0.996741,0.107143,0.0375,0.0
2603,0.996656,0.107143,0.0,0.0
523,0.996325,0.071429,0.1375,0.0
4007,0.996741,0.107143,0.0375,0.0
3808,0.996601,0.107143,0.0,0.117647
3600,0.996325,0.071429,0.2125,0.0
1836,0.996325,0.071429,0.175,0.0
2774,0.996325,0.071429,0.25,0.058824
3436,0.996325,0.071429,0.2125,0.0
1946,0.996325,0.071429,0.2125,0.117647
174,0.996741,0.071429,0.2125,0.0
2610,0.996741,0.071429,0.2,0.058824
5786,0.996325,0.071429,0.25,0.117647
4384,0.996325,0.071429,0.0,0.0
4889,0.997158,0.071429,0.0,0.0
8710,0.997158,0.071429,0.0,0.0
7483,0.997158,0.107143,0.075,0.0
4289,0.996325,0.071429,0.4625,0.0
3844,0.996325,0.357143,0.0,0.0
6719,0.996661,0.107143,0.0,0.0
6459,0.996741,0.071429,0.0375,0.0
3635,0.996741,0.142857,0.0,0.0
1264,0.996741,0.071429,0.1,0.0
8858,0.996741,0.107143,0.0,0.0
8845,0.996741,0.107143,0.0,0.0
3990,0.996741,0.071429,0.0,0.0
8778,0.996325,0.107143,0.175,0.0
6861,0.996741,0.142857,0.075,0.058824
4875,0.996656,0.071429,0.1125,0.0
3985,0.996325,0.071429,0.25,0.0
1868,0.996823,0.178571,0.0,0.117647
7815,0.996741,0.071429,0.0,0.0
2200,0.996463,0.178571,0.1125,0.0
5222,0.997158,0.071429,0.0,0.0
5045,0.996741,0.035714,0.0,0.0
4492,0.996817,0.142857,0.0,0.0
4276,0.998103,0.357143,0.0,0.0
726,0.996741,0.107143,0.125,0.176471
2423,0.996325,0.071429,0.1,0.058824
2847,0.996325,0.071429,0.1875,0.176471
2908,0.996325,0.178571,0.0,0.0
6896,0.996656,0.107143,0.0,0.0
437,0.996817,0.071429,0.0,0.0
6215,0.996325,0.071429,0.0,0.0
325,0.996741,0.035714,0.0,0.0
8611,0.996988,0.107143,0.0,0.0
987,0.996741,0.071429,0.0375,0.0
4897,0.996043,0.071429,0.225,0.0
2257,0.997167,0.107143,0.0,0.0
3142,0.996741,0.071429,0.0,0.0
2331,0.996741,0.142857,0.0,0.0
2669,0.996325,0.107143,0.075,0.058824
4005,0.996741,0.142857,0.0,0.0
2917,0.996741,0.035714,0.0,0.0
8456,0.997073,0.107143,0.0375,0.0
6029,0.996741,0.035714,0.1125,0.0
8119,0.996741,0.071429,0.0,0.0
7259,0.996184,0.107143,0.0,0.0
3404,0.996741,0.107143,0.0,0.0
976,0.996325,0.178571,0.2,0.0
3364,0.996741,0.071429,0.0,0.0
4705,0.996325,0.25,0.0,0.0
1429,0.996325,0.071429,0.1625,0.0
6516,0.996325,0.071429,0.2375,0.058824
2306,0.996325,0.107143,0.0,0.0
428,0.997088,0.142857,0.0,0.0
1302,0.996741,0.178571,0.0375,0.0
8727,0.993685,0.214286,0.0,0.0
841,0.996865,0.214286,0.0,0.0
3337,0.996325,0.178571,0.0,0.0
6282,0.996601,0.107143,0.0,0.058824
1394,0.997088,0.071429,0.0,0.0
3402,0.997234,0.142857,0.0,0.0
2806,0.996741,0.035714,0.125,0.0
8677,0.996325,0.142857,0.0,0.0
4047,0.996325,0.035714,0.075,0.0
6664,0.996325,0.071429,0.0625,0.0
1453,0.996741,0.035714,0.0,0.0
190,0.996741,0.071429,0.0,0.0
206,0.996741,0.0,0.0,0.0
7960,0.996741,0.035714,0.0,0.0
246,0.996656,0.142857,0.0,0.0
6625,0.997073,0.071429,0.0,0.0
1804,0.996325,0.142857,0.0,0.0
5167,0.996325,0.142857,0.0,0.0
4894,0.996866,0.214286,0.0,0.0
3445,0.996325,0.035714,0.075,0.0
3145,0.996325,0.071429,0.0375,0.0
8542,0.996741,0.071429,0.0,0.0
66,0.996656,0.107143,0.0,0.0
6801,0.996741,0.071429,0.0375,0.0
3125,0.996741,0.107143,0.025,0.0
3468,0.996325,0.071429,0.2625,0.058824
7233,0.996325,0.107143,0.0,0.0
7261,0.996741,0.071429,0.0375,0.0
5005,0.996566,0.107143,0.0,0.0
5643,0.996656,0.071429,0.125,0.058824
2549,0.996656,0.071429,0.125,0.058824
3763,0.996741,0.071429,0.0875,0.0
1342,0.996741,0.071429,0.0875,0.058824
4801,0.997073,0.071429,0.0,0.0
2038,0.996325,0.071429,0.2375,0.058824
6243,0.996741,0.107143,0.1625,0.058824
3630,0.996325,0.071429,0.0,0.0
4318,0.997073,0.071429,0.075,0.0
5991,0.996741,0.071429,0.0,0.0
4526,0.996184,0.142857,0.0,0.117647
1396,0.996741,0.035714,0.0,0.0
8469,0.996043,0.071429,0.0,0.0
6197,0.996794,0.178571,0.0,0.0
1961,0.996325,0.142857,0.0625,0.0
515,0.996299,0.035714,0.0625,0.0
357,0.997088,0.0,0.0,0.0
7723,0.996571,0.142857,0.0625,0.0
3500,0.996656,0.107143,0.0,0.0
1445,0.996656,0.142857,0.0,0.0
4885,0.99643,0.071429,0.0625,0.0
3314,0.996741,0.071429,0.0,0.0
1594,0.996741,0.071429,0.1125,0.0
5648,0.997435,0.0,0.0,0.0
1785,0.996741,0.142857,0.1125,0.058824
2954,0.998827,0.714286,0.075,0.0
554,0.996325,0.071429,0.0375,0.058824
3658,0.997158,0.142857,0.0,0.0
4264,0.996325,0.107143,0.0,0.0
5851,0.996656,0.035714,0.0,0.0
3577,0.996686,0.035714,0.0,0.117647
6278,0.996383,0.214286,0.0,0.0
4086,0.996312,0.25,0.1125,0.0
3296,0.996325,0.107143,0.0,0.0
644,0.996325,0.142857,0.075,0.0
6524,0.996325,0.071429,0.0875,0.0
4332,0.996741,0.035714,0.0375,0.0
8722,0.996325,0.071429,0.1375,0.0
4515,0.996746,0.071429,0.0,0.0
7505,0.996855,0.178571,0.0,0.0
6169,0.996325,0.071429,0.025,0.0
6058,0.996794,0.178571,0.0,0.0
5162,0.996741,0.107143,0.0375,0.0
4115,0.996325,0.178571,0.1125,0.058824
2140,0.996325,0.035714,0.075,0.058824
7915,0.996741,0.071429,0.1125,0.0
5389,0.996325,0.071429,0.1125,0.0
3321,0.996686,0.107143,0.0,0.0
1903,0.996741,0.107143,0.1,0.058824
4055,0.997158,0.107143,0.0,0.0
8535,0.996325,0.607143,0.2125,0.235294
2795,0.996741,0.107143,0.15,0.117647
5779,0.996325,0.107143,0.0,0.0
6940,0.996325,0.178571,0.0,0.0
1522,0.996325,0.178571,0.0,0.0
6712,0.996741,0.035714,0.075,0.0
4808,0.962679,0.107143,0.1125,0.0
8841,0.996068,0.178571,0.0,0.0
8376,0.996214,0.107143,0.0,0.0
5440,0.996325,0.107143,0.0,0.0
8815,0.996741,0.035714,0.0375,0.0
8818,0.996656,0.071429,0.0375,0.0
5464,0.996656,0.107143,0.0,0.0
5428,0.996794,0.178571,0.1,0.058824
7397,0.996751,0.178571,0.0,0.0
2969,0.996325,0.321429,0.0,0.0
7306,0.996325,0.178571,0.0,0.0
3486,0.997305,0.107143,0.025,0.0
5424,0.99741,0.142857,0.0,0.0
5886,0.996741,0.178571,0.0,0.0
4247,0.996269,0.142857,0.2,0.176471
1921,0.996325,0.107143,0.075,0.058824
6330,0.996894,0.25,0.0,0.0
7873,0.996671,0.214286,0.0,0.0
6032,0.996879,0.107143,0.0,0.0
4724,0.996794,0.214286,0.0,0.0
4299,0.996656,0.035714,0.0,0.0
6247,0.996741,0.071429,0.0,0.0
8005,0.99721,0.142857,0.0625,0.0
2123,0.996763,0.107143,0.1125,0.0
1188,0.997158,0.071429,0.15,0.0
3774,0.996656,0.142857,0.0875,0.0
1983,0.997087,0.214286,0.025,0.0
272,0.996325,0.178571,0.0,0.0
385,0.996727,0.178571,0.0,0.0
5772,0.996566,0.107143,0.0,0.0
7735,0.996325,0.142857,0.0,0.0
891,0.996741,0.142857,0.0,0.0
1611,0.996656,0.071429,0.0,0.0
4963,0.996571,0.142857,0.1625,0.0
6968,0.996325,0.142857,0.0375,0.0
7550,0.996741,0.071429,0.0,0.058824
4719,0.996884,0.178571,0.0,0.0
7651,0.996799,0.071429,0.0,0.0
8662,0.996799,0.142857,0.0,0.0
2234,0.996741,0.142857,0.025,0.0
2387,0.997159,0.25,0.0,0.058824
6314,0.997158,0.142857,0.0,0.058824
7103,0.997017,0.285714,0.0,0.0
4225,0.996601,0.142857,0.0,0.058824
1707,0.996601,0.142857,0.0375,0.117647
3585,0.996656,0.107143,0.0625,0.117647
3897,0.996601,0.214286,0.0,0.117647
2818,0.996988,0.035714,0.075,0.0
5148,0.997017,0.25,0.0,0.0
1562,0.996741,0.071429,0.0,0.0
2829,0.997017,0.285714,0.0,0.0
5750,0.996879,0.178571,0.0,0.0
3251,0.996741,0.071429,0.0,0.0
7269,0.996879,0.178571,0.0,0.0
3948,0.996879,0.25,0.0,0.0
1190,0.996741,0.107143,0.1125,0.0
3270,0.996686,0.142857,0.0,0.0
4208,0.996325,0.107143,0.0875,0.0
6580,0.996741,0.035714,0.0375,0.0
2965,0.996741,0.107143,0.0,0.0
3031,0.996325,0.107143,0.025,0.058824
6697,0.996741,0.035714,0.0,0.0
8138,0.997178,0.357143,0.0,0.0
133,0.99646,0.178571,0.0,0.0
537,0.996642,0.142857,0.0,0.0
235,0.996741,0.178571,0.0375,0.0
