yprop/table_1_2.oz31,yprop/table_1_2.oz87,yprop/table_1_2.oz127,yprop/table_1_2.oz11,yprop/table_1_2.Key_1_2,Key_0_0
0.0,0.0,0.0,0.0,8661,7705
0.0,0.0,0.171429,0.0,2320,289
0.0,0.0,0.0,0.0,3787,1244
0.0,0.0,0.0,0.0,1631,7432
0.0,0.0,0.0,0.0,6422,6874
0.0,0.0,0.085714,0.0,198,8133
0.0,0.0,0.0,0.0,5292,4431
0.090909,0.181818,0.085714,0.1,6801,8240
0.0,0.0,0.0,0.0,2813,561
0.0,0.0,0.0,0.0,8636,7904
0.090909,0.0,0.0,0.0,5695,7416
0.0,0.0,0.028571,0.0,1586,1416
0.0,0.0,0.114286,0.0,8543,8149
0.0,0.0,0.0,0.1,8546,8616
0.0,0.0,0.0,0.1,6089,8691
0.0,0.0,0.114286,0.0,1092,5296
0.090909,0.0,0.028571,0.0,6776,2568
0.0,0.0,0.285714,0.1,6862,2839
0.0,0.0,0.142857,0.0,396,8046
0.0,0.0,0.057143,0.0,1254,7591
0.0,0.0,0.0,0.0,652,2607
0.0,0.0,0.0,0.0,1677,3152
0.0,0.0,0.228571,0.2,8552,164
0.0,0.0,0.0,0.0,3106,1236
0.0,0.0,0.0,0.0,7303,7812
0.090909,0.0,0.171429,0.0,1929,785
0.0,0.0,0.028571,0.0,6210,2625
0.0,0.0,0.0,0.0,3545,4707
0.0,0.0,0.0,0.0,8740,7187
0.090909,0.090909,0.028571,0.0,4770,8757
0.090909,0.0,0.0,0.0,2281,8509
0.0,0.0,0.542857,0.0,1155,3869
0.0,0.090909,0.0,0.0,6230,1889
0.0,0.0,0.0,0.0,7623,3985
0.0,0.0,0.342857,0.2,2862,7639
0.0,0.0,0.0,0.0,3454,8071
0.0,0.0,0.0,0.0,7680,2406
0.181818,0.0,0.457143,0.0,5162,6857
0.0,0.0,0.057143,0.0,4018,5832
0.0,0.0,0.571429,0.0,6447,6935
0.090909,0.0,0.285714,0.5,2254,53
0.0,0.0,0.114286,0.1,7149,1652
0.0,0.0,0.057143,0.0,905,2572
0.0,0.0,0.0,0.0,1890,5404
0.0,0.0,0.057143,0.0,4870,3714
0.0,0.0,0.0,0.0,4757,1250
0.090909,0.0,0.0,0.0,2468,3600
0.0,0.090909,0.028571,0.0,1301,6254
0.0,0.0,0.0,0.0,2396,4932
0.0,0.0,0.0,0.0,7891,3776
0.0,0.0,0.057143,0.0,8020,7861
0.0,0.0,0.028571,0.0,2759,88
0.0,0.0,0.0,0.0,3622,5034
0.0,0.0,0.0,0.0,282,6094
0.0,0.0,0.142857,0.2,751,1151
0.0,0.0,0.0,0.0,7082,6291
0.0,0.0,0.0,0.0,6163,1074
0.0,0.090909,0.0,0.0,3240,5465
0.0,0.0,0.0,0.0,2185,5424
0.0,0.0,0.0,0.0,3730,5582
0.0,0.0,0.057143,0.0,5084,1103
0.0,0.0,0.0,0.0,2060,1295
0.0,0.0,0.028571,0.1,3181,5885
0.090909,0.0,0.114286,0.1,6520,7329
0.0,0.0,0.0,0.1,6060,7811
0.0,0.0,0.0,0.0,5782,4846
0.0,0.0,0.028571,0.0,3965,6886
0.0,0.0,0.057143,0.0,4089,1226
0.0,0.0,0.0,0.0,4337,8108
0.0,0.0,0.0,0.0,5600,697
0.0,0.0,0.028571,0.0,3484,3303
0.0,0.0,0.0,0.0,2760,4492
0.272727,0.090909,0.028571,0.3,6949,3707
0.0,0.0,0.0,0.0,3021,5060
0.0,0.0,0.057143,0.0,2215,1843
0.0,0.0,0.0,0.0,1543,1920
0.0,0.0,0.057143,0.1,7083,433
0.0,0.0,0.0,0.0,2530,8862
0.0,0.0,0.028571,0.0,937,1012
0.0,0.0,0.114286,0.0,5726,5110
0.181818,0.181818,0.2,0.3,4067,6906
0.090909,0.090909,0.2,0.2,977,5408
0.0,0.0,0.0,0.0,6128,4086
0.0,0.0,0.285714,0.6,2534,3232
0.0,0.0,0.057143,0.0,5765,872
0.0,0.0,0.028571,0.0,5372,5088
0.0,0.0,0.0,0.0,2667,5061
0.0,0.0,0.085714,0.0,588,3988
0.0,0.0,0.0,0.0,1404,4659
0.0,0.0,0.0,0.0,4134,1799
0.0,0.0,0.028571,0.0,6357,7170
0.0,0.0,0.0,0.0,5641,3258
0.0,0.0,0.0,0.0,4148,4341
0.0,0.0,0.257143,0.0,3513,6673
0.0,0.0,0.0,0.0,4124,6207
0.0,0.0,0.0,0.0,559,3602
0.272727,0.181818,0.057143,0.4,6843,6249
0.0,0.0,0.0,0.2,4727,6346
0.090909,0.0,0.142857,0.0,5066,5419
0.0,0.0,0.0,0.1,2107,7095
0.0,0.0,0.0,0.0,5733,2220
0.0,0.0,0.028571,0.0,5636,2352
0.0,0.090909,0.228571,0.2,1090,5036
0.181818,0.0,0.028571,0.0,8677,4371
0.181818,0.0,0.057143,0.0,1074,2280
0.0,0.090909,0.285714,0.4,8756,5663
0.090909,0.0,0.057143,0.1,2765,1052
0.0,0.0,0.085714,0.1,4446,2757
0.0,0.0,0.028571,0.0,5108,3437
0.0,0.0,0.171429,0.1,2989,2534
0.0,0.0,0.0,0.0,4827,1949
0.0,0.0,0.028571,0.0,4986,1475
0.0,0.0,0.428571,0.3,6853,4980
0.0,0.0,0.0,0.0,1687,5839
0.0,0.0,0.057143,0.0,3332,3817
0.090909,0.0,0.0,0.0,4323,1066
0.0,0.0,0.114286,0.0,2218,4061
0.0,0.0,0.142857,0.0,7326,2493
0.0,0.0,0.0,0.0,4059,5379
0.0,0.0,0.0,0.0,2454,4531
0.0,0.0,0.228571,0.1,2922,8790
0.0,0.0,0.057143,0.0,8522,972
0.0,0.090909,0.0,0.0,5223,1911
0.0,0.0,0.028571,0.0,7115,741
0.0,0.0,0.0,0.0,2720,2630
0.0,0.181818,0.028571,0.1,4784,6056
0.0,0.0,0.0,0.0,7211,4991
0.0,0.0,0.0,0.1,1082,6583
0.090909,0.0,0.0,0.0,4860,7111
0.0,0.0,0.142857,0.0,4426,7661
0.0,0.0,0.0,0.0,3916,7875
0.0,0.0,0.228571,0.0,6736,2128
0.0,0.0,0.085714,0.1,2715,7679
0.090909,0.0,0.057143,0.0,1597,6543
0.0,0.090909,0.028571,0.0,5416,994
0.0,0.0,0.0,0.0,2719,1365
0.090909,0.0,0.142857,0.1,2047,7262
0.0,0.0,0.0,0.0,8723,54
0.090909,0.0,0.0,0.0,993,1097
0.0,0.0,0.0,0.0,2613,2455
0.0,0.0,0.0,0.0,4895,3098
0.0,0.0,0.0,0.0,8737,4575
0.0,0.0,0.0,0.0,960,2145
0.0,0.0,0.0,0.0,3817,5236
0.0,0.0,0.0,0.0,4932,4313
0.0,0.090909,0.142857,0.0,7937,5092
0.0,0.0,0.114286,0.0,2242,1248
0.0,0.0,0.0,0.0,4380,4591
0.090909,0.090909,0.057143,0.0,976,8030
0.0,0.0,0.0,0.0,6215,3411
0.0,0.0,0.142857,0.0,3768,3892
0.0,0.0,0.057143,0.0,4082,7529
0.0,0.0,0.0,0.0,1795,5079
0.0,0.0,0.0,0.0,5064,632
0.090909,0.0,0.285714,0.0,4669,7780
0.0,0.0,0.085714,0.0,4201,4197
0.0,0.0,0.0,0.0,3688,2060
0.0,0.0,0.0,0.0,4146,5990
0.090909,0.0,0.0,0.0,6444,1015
0.090909,0.0,0.028571,0.0,4120,7063
0.090909,0.0,0.057143,0.0,6045,6401
0.0,0.0,0.0,0.0,4834,8230
0.0,0.0,0.0,0.0,6779,3394
0.0,0.0,0.0,0.0,3349,2129
0.090909,0.0,0.0,0.0,5215,4853
0.0,0.0,0.0,0.0,5217,5284
0.0,0.0,0.0,0.0,250,4162
0.0,0.0,0.0,0.0,5696,8751
0.0,0.0,0.0,0.0,1834,8386
0.0,0.0,0.0,0.0,7712,5423
0.0,0.0,0.171429,0.0,2504,4651
0.0,0.0,0.171429,0.0,8432,8195
0.181818,0.0,0.0,0.0,2090,3585
0.0,0.0,0.0,0.0,5107,1441
0.0,0.0,0.0,0.0,6534,4087
0.0,0.0,0.0,0.0,5286,6130
0.0,0.0,0.057143,0.0,2405,7256
0.0,0.0,0.0,0.0,6777,1924
0.090909,0.0,0.171429,0.2,7361,1632
0.181818,0.0,0.028571,0.1,360,2679
0.0,0.0,0.057143,0.0,2538,3711
0.090909,0.0,0.028571,0.0,70,6676
0.181818,0.0,0.114286,0.0,5969,3516
0.0,0.0,0.0,0.0,1987,3944
0.0,0.0,0.0,0.0,381,508
0.0,0.0,0.0,0.0,5362,6309
0.0,0.0,0.028571,0.0,7728,3058
0.0,0.0,0.057143,0.0,6402,2051
0.181818,0.0,0.0,0.0,8135,7454
0.0,0.0,0.114286,0.0,6132,6658
0.090909,0.090909,0.057143,0.0,1421,4845
0.0,0.0,0.0,0.0,7354,2156
0.0,0.0,0.028571,0.0,4847,1579
0.090909,0.0,0.028571,0.0,354,6159
0.090909,0.0,0.028571,0.0,2961,5987
0.0,0.0,0.0,0.0,6453,8353
0.0,0.0,0.0,0.0,1714,3534
0.181818,0.0,0.0,0.0,412,5245
0.090909,0.0,0.0,0.0,3809,2855
0.0,0.0,0.057143,0.0,386,3559
0.0,0.0,0.0,0.0,1573,6582
0.0,0.0,0.057143,0.0,7873,1448
0.0,0.090909,0.257143,0.0,2394,5235
0.0,0.0,0.0,0.0,2323,819
0.0,0.0,0.057143,0.2,121,1923
0.0,0.0,0.0,0.0,5616,8512
0.0,0.0,0.028571,0.0,269,962
0.0,0.0,0.057143,0.0,8221,5141
0.0,0.0,0.085714,0.0,6417,3756
0.0,0.0,0.0,0.0,1077,5933
0.0,0.0,0.028571,0.0,740,230
0.0,0.0,0.0,0.0,5863,1580
0.0,0.0,0.0,0.0,8062,7961
0.0,0.090909,0.028571,0.0,134,4421
0.0,0.0,0.0,0.3,2814,8391
0.0,0.0,0.171429,0.1,4293,79
0.0,0.0,0.057143,0.0,6771,2373
0.181818,0.0,0.114286,0.0,7616,2986
0.0,0.0,0.0,0.0,3502,4308
0.090909,0.0,0.0,0.0,5337,4760
0.0,0.0,0.085714,0.0,2927,1299
0.0,0.0,0.057143,0.0,4413,4016
0.0,0.0,0.114286,0.0,8335,2160
0.0,0.0,0.0,0.0,4349,3222
0.090909,0.0,0.028571,0.3,6101,7938
0.0,0.0,0.028571,0.0,5577,1105
0.0,0.0,0.057143,0.0,5537,7889
0.272727,0.090909,0.114286,0.3,5179,5572
0.181818,0.0,0.0,0.0,8717,6588
0.0,0.0,0.057143,0.1,689,4620
0.0,0.0,0.228571,0.1,2089,3561
0.0,0.0,0.0,0.0,2164,4456
0.0,0.0,0.114286,0.1,8786,8739
0.0,0.0,0.0,0.0,5526,769
0.090909,0.0,0.0,0.0,4919,1246
0.0,0.0,0.257143,0.5,7119,1938
0.090909,0.0,0.028571,0.0,4602,4452
0.0,0.0,0.057143,0.0,5868,4691
0.0,0.0,0.0,0.0,4889,2358
0.0,0.0,0.028571,0.0,2712,3014
0.0,0.0,0.085714,0.0,8048,5625
0.0,0.0,0.142857,0.0,5060,1790
0.0,0.0,0.0,0.0,4062,4494
0.0,0.0,0.0,0.0,2118,7732
0.090909,0.0,0.171429,0.0,4391,2238
0.090909,0.0,0.0,0.0,6574,1615
0.181818,0.0,0.028571,0.0,619,3729
0.0,0.0,0.142857,0.0,8145,6572
0.0,0.090909,0.0,0.0,2187,337
0.0,0.0,0.2,0.0,5206,8175
0.0,0.0,0.0,0.0,4314,3568
0.0,0.0,0.085714,0.0,5062,4041
0.0,0.0,0.0,0.0,4,7405
0.0,0.0,0.0,0.0,523,6323
0.0,0.0,0.0,0.0,6790,3835
0.0,0.0,0.057143,0.0,7374,3700
0.0,0.0,0.028571,0.0,1023,1516
0.0,0.0,0.0,0.0,2792,2598
0.0,0.0,0.0,0.4,3398,3626
0.0,0.0,0.0,0.0,6549,3563
0.0,0.0,0.171429,0.0,6047,7145
0.0,0.0,0.114286,0.0,3215,5107
0.181818,0.0,0.0,0.0,755,461
0.0,0.0,0.0,0.0,7618,6091
0.0,0.181818,0.114286,0.0,1794,2636
0.0,0.0,0.0,0.0,1503,356
0.090909,0.0,0.0,0.0,7036,4443
0.090909,0.0,0.057143,0.0,7284,1193
0.181818,0.0,0.0,0.0,5694,1129
0.0,0.0,0.057143,0.0,6786,3130
0.0,0.0,0.085714,0.0,2500,6514
0.0,0.0,0.0,0.0,853,2423
0.0,0.0,0.0,0.0,4849,6280
0.0,0.0,0.028571,0.0,6757,3261
0.0,0.0,0.0,0.0,2556,3705
0.0,0.0,0.0,0.0,331,3431
0.0,0.0,0.0,0.1,4226,5058
0.0,0.0,0.0,0.0,1102,8367
0.0,0.0,0.057143,0.0,5736,5148
0.0,0.0,0.285714,0.1,6610,2543
0.0,0.0,0.0,0.1,4542,5256
0.0,0.0,0.057143,0.0,3047,3704
0.0,0.0,0.142857,0.0,4246,3753
0.090909,0.0,0.085714,0.0,1648,8045
0.0,0.0,0.0,0.0,3419,7503
0.0,0.0,0.028571,0.0,7719,4236
0.0,0.0,0.028571,0.0,4264,312
0.0,0.0,0.0,0.0,4667,2335
0.0,0.0,0.057143,0.0,7822,1811
0.0,0.0,0.114286,0.0,4189,4814
0.0,0.0,0.028571,0.0,3178,816
0.0,0.0,0.0,0.0,1748,8146
0.0,0.0,0.057143,0.0,2711,8461
0.0,0.0,0.0,0.0,8388,5332
0.0,0.0,0.0,0.0,695,7250
0.0,0.0,0.0,0.0,6202,4280
0.0,0.0,0.085714,0.0,579,7841
0.0,0.0,0.114286,0.3,2635,3052
0.090909,0.0,0.114286,0.0,2374,1998
0.0,0.0,0.057143,0.0,3485,5422
0.0,0.0,0.028571,0.0,7949,6399
0.0,0.0,0.171429,0.0,979,850
0.0,0.0,0.057143,0.0,2188,2082
0.090909,0.0,0.0,0.1,4781,1550
0.0,0.0,0.028571,0.0,5313,3245
0.0,0.0,0.0,0.0,6380,5212
0.0,0.0,0.028571,0.0,6312,5923
0.0,0.0,0.0,0.1,5088,4153
0.0,0.0,0.0,0.0,2097,6934
0.0,0.0,0.0,0.0,7837,5862
0.0,0.0,0.0,0.0,1934,3436
0.0,0.0,0.028571,0.0,421,707
0.090909,0.0,0.114286,0.0,2026,6281
0.090909,0.0,0.114286,0.1,3516,5105
0.0,0.0,0.0,0.0,3584,2164
0.090909,0.0,0.0,0.0,777,3204
0.0,0.0,0.0,0.0,6719,1980
0.0,0.0,0.0,0.0,1333,6371
0.0,0.0,0.0,0.0,3903,6476
0.0,0.0,0.028571,0.0,2391,2661
0.0,0.0,0.085714,0.0,3738,7364
0.0,0.0,0.0,0.0,152,4368
0.0,0.090909,0.0,0.0,4344,4852
0.0,0.0,0.342857,0.0,1984,5389
0.0,0.0,0.0,0.0,4161,3234
0.0,0.0,0.028571,0.0,2919,5804
0.0,0.0,0.057143,0.0,2677,4717
0.0,0.0,0.0,0.0,1704,4740
0.0,0.0,0.828571,0.0,840,4159
0.0,0.0,0.0,0.0,3981,2489
0.0,0.0,0.285714,0.1,742,5076
0.090909,0.0,0.0,0.0,6094,1419
0.0,0.0,0.0,0.0,5373,1743
0.0,0.0,0.171429,0.0,8253,5174
0.0,0.0,0.228571,0.0,7812,3771
0.090909,0.0,0.0,0.0,4741,8544
0.0,0.0,0.0,0.0,8449,698
0.0,0.0,0.0,0.0,8268,2486
0.0,0.0,0.028571,0.1,6614,5219
0.0,0.0,0.0,0.0,2225,2631
0.090909,0.090909,0.028571,0.0,3249,2186
0.0,0.0,0.0,0.0,3658,2674
0.0,0.0,0.0,0.0,3604,3240
0.0,0.0,0.085714,0.0,2422,6843
0.0,0.0,0.114286,0.0,4010,4762
0.0,0.0,0.0,0.0,4561,2997
0.0,0.0,0.0,0.0,4820,2539
0.0,0.0,0.028571,0.0,5645,6913
0.0,0.0,0.0,0.0,3209,5216
0.0,0.0,0.085714,0.0,3291,5292
0.0,0.0,0.0,0.0,7555,3275
0.0,0.0,0.028571,0.0,7330,2299
0.090909,0.0,0.057143,0.1,5176,8374
0.0,0.0,0.057143,0.0,4523,4915
0.0,0.0,0.0,0.0,8533,4761
0.0,0.090909,0.114286,0.1,841,5413
0.0,0.0,0.0,0.0,6734,3365
0.0,0.0,0.028571,0.0,2920,6045
0.0,0.0,0.314286,0.2,7579,6427
0.090909,0.0,0.0,0.0,3602,1185
0.0,0.0,0.028571,0.0,5193,3084
0.0,0.0,0.0,0.0,8025,2469
0.0,0.0,0.0,0.0,4074,6725
0.090909,0.0,0.085714,0.0,4334,8213
0.0,0.090909,0.0,0.0,6535,6014
0.0,0.0,0.057143,0.0,1144,602
0.0,0.0,0.0,0.0,6360,5773
0.0,0.0,0.142857,0.1,4654,2167
0.0,0.090909,0.171429,0.0,2588,121
0.0,0.0,0.0,0.0,7039,5503
0.0,0.0,0.0,0.0,6527,7362
0.0,0.0,0.028571,0.0,2305,3758
0.0,0.0,0.0,0.0,5441,3067
0.0,0.0,0.0,0.0,65,2304
0.0,0.0,0.0,0.0,5745,6166
0.0,0.0,0.0,0.1,6148,4439
0.0,0.0,0.0,0.0,3185,3728
0.0,0.0,0.0,0.0,931,6211
0.0,0.0,0.028571,0.0,4839,8559
0.363636,0.0,0.0,0.0,50,1537
0.0,0.0,0.057143,0.0,7247,169
0.0,0.0,0.0,0.2,1093,4688
0.0,0.0,0.114286,0.0,5687,6171
0.0,0.0,0.028571,0.0,4790,6518
0.0,0.0,0.0,0.0,495,886
0.0,0.0,0.057143,0.0,2631,5138
0.090909,0.0,0.0,0.0,1314,4271
0.090909,0.0,0.0,0.0,6800,4108
0.0,0.0,0.0,0.2,4805,176
