Key_1_2,oz248,oz246,oz249,oz151,oz13,oz251
5928,0.647,0.580392,0.175032,0.0,0.136364,0.584588
4377,0.5,0.440314,0.139108,0.0,0.045455,0.561404
3878,0.647,0.580392,0.175032,0.0,0.136364,0.584588
6140,0.75,0.597176,0.157087,0.0,0.227273,0.586348
5098,0.636,0.497255,0.100342,0.071429,0.136364,0.504011
3399,0.667,0.542588,0.09286,0.0,0.181818,0.461419
458,0.0,0.248627,0.046537,0.0,0.0,0.396108
579,0.0,0.156863,0.105061,0.0,0.0,0.415619
5829,0.5,0.521098,0.157962,0.0,0.136364,0.513585
8201,0.632,0.580392,0.200719,0.214286,0.181818,0.55628
1848,0.765,0.612863,0.179035,0.071429,0.136364,0.57341
5627,0.0,0.0,0.072185,0.0,0.0,0.43161
6720,0.462,0.470588,0.13471,0.0,0.045455,0.536821
7847,0.684,0.597176,0.199863,0.285714,0.272727,0.513016
1764,0.0,0.364235,0.170341,0.0,0.0,0.441857
1884,0.0,0.0,0.040141,0.0,0.0,0.386948
3770,0.0,0.0,0.138191,0.0,0.0,0.616985
7550,0.533,0.521098,0.18055,0.071429,0.090909,0.455312
2673,0.706,0.597176,0.191236,0.142857,0.090909,0.574393
4932,0.5,0.497255,0.107651,0.0,0.181818,0.384412
3241,0.154,0.40549,0.120788,0.0,0.0,0.382187
3671,0.5,0.562353,0.188219,0.214286,0.136364,0.479118
7822,0.0,0.156863,0.109936,0.0,0.0,0.43663
5764,0.182,0.470588,0.339005,0.071429,0.136364,0.707085
1050,0.25,0.364235,0.058212,0.0,0.0,0.412514
4878,0.149,0.562353,0.451392,0.071429,0.136364,0.446359
5896,0.0,0.313725,0.276064,0.0,0.0,0.554417
3979,0.875,0.762039,0.352864,0.285714,0.363636,0.710707
141,0.917,0.562353,0.117761,0.0,0.136364,0.54888
2598,0.583,0.521098,0.09014,0.0,0.136364,0.302075
520,0.429,0.497255,0.140546,0.0,0.090909,0.519329
2140,0.545,0.440314,0.134016,0.071429,0.090909,0.560161
3378,0.8,0.580392,0.141717,0.142857,0.090909,0.544688
727,0.538,0.497255,0.124272,0.0,0.136364,0.390623
3717,0.462,0.497255,0.132902,0.071429,0.045455,0.488537
8002,0.0,0.248627,0.14018,0.0,0.0,0.447498
7725,0.0,0.0,0.056303,0.0,0.0,0.496714
83,0.0,0.0,0.046944,0.0,0.0,0.48714
2910,0.706,0.580392,0.157259,0.357143,0.227273,0.443565
1657,0.2,0.313725,0.093494,0.0,0.0,0.462868
153,0.636,0.497255,0.131184,0.0,0.045455,0.537546
1464,0.667,0.542588,0.123454,0.0,0.045455,0.506495
1672,0.55,0.562353,0.203576,0.071429,0.181818,0.586814
5734,0.636,0.497255,0.094318,0.0,0.136364,0.476272
8129,0.545,0.440314,0.122207,0.071429,0.090909,0.560161
2112,0.0,0.156863,0.069172,0.0,0.0,0.476065
2895,0.0,0.313725,0.155591,0.0,0.0,0.422967
8676,0.0,0.156863,0.17254,0.0,0.0,0.516586
6102,0.8,0.580392,0.166268,0.142857,0.090909,0.604358
6269,0.722,0.612863,0.173307,0.142857,0.136364,0.578896
1086,0.0,0.156863,0.047638,0.0,0.0,0.402888
3613,0.5,0.470588,0.109112,0.142857,0.090909,0.506857
5783,0.0,0.156863,0.051135,0.0,0.0,0.357398
2423,0.75,0.597176,0.151821,0.142857,0.090909,0.575635
87,0.0,0.0,0.108084,0.0,0.0,0.486674
3480,1.0,0.688941,0.192069,0.0,0.181818,0.498784
7778,0.375,0.497255,0.17198,0.071429,0.090909,0.476789
7411,0.429,0.497255,0.146497,0.142857,0.090909,0.512188
3810,0.8,0.497255,0.082458,0.0,0.090909,0.392589
1212,0.5,0.470588,0.129481,0.071429,0.136364,0.530818
6154,0.533,0.497255,0.155595,0.071429,0.090909,0.548517
6747,0.5,0.470588,0.106894,0.071429,0.136364,0.445738
2170,0.583,0.497255,0.100587,0.142857,0.136364,0.460229
3924,0.545,0.470588,0.104437,0.142857,0.090909,0.469441
4479,0.538,0.521098,0.120555,0.071429,0.090909,0.47948
4733,0.5,0.470588,0.115317,0.142857,0.090909,0.485846
2327,0.3,0.440314,0.167105,0.142857,0.090909,0.353775
43,0.0,0.0,0.367044,0.0,0.0,0.76277
5202,0.0,0.248627,0.39717,0.0,0.0,0.743673
88,0.0,0.156863,0.124667,0.0,0.0,0.516586
3510,0.0,0.156863,0.154293,0.0,0.0,0.547379
4670,0.692,0.542588,0.117408,0.071429,0.090909,0.509859
2853,0.733,0.580392,0.140937,0.071429,0.090909,0.537753
8371,0.0,0.156863,0.140683,0.0,0.0,0.56839
7961,0.0,0.0,0.149434,0.0,0.0,0.594007
7753,0.0,0.0,0.22063,0.0,0.0,0.647881
2554,0.467,0.497255,0.136816,0.0,0.136364,0.452
8740,0.759,0.719216,0.293181,0.071429,0.318182,0.622626
4415,0.0,0.156863,0.181094,0.0,0.0,0.568649
6413,0.75,0.440314,0.072984,0.0,0.090909,0.45407
5133,0.375,0.440314,0.194119,0.142857,0.090909,0.528903
5731,0.0,0.0,0.10024,0.0,0.0,0.426176
5246,0.7,0.470588,0.104911,0.0,0.136364,0.41122
1849,0.333,0.440314,0.140123,0.0,0.136364,0.469285
4214,0.533,0.521098,0.141256,0.0,0.136364,0.48212
1560,0.273,0.364235,0.108593,0.0,0.045455,0.432283
2179,0.538,0.497255,0.144762,0.071429,0.090909,0.557626
4486,0.813,0.597176,0.145708,0.214286,0.227273,0.49573
7539,0.5,0.440314,0.068558,0.0,0.045455,0.335248
7269,0.698,0.791216,0.455439,0.428571,0.454545,0.636858
4114,0.333,0.313725,0.099747,0.0,0.045455,0.501578
6173,0.429,0.497255,0.133994,0.071429,0.045455,0.483465
4840,0.267,0.440314,0.11674,0.0,0.090909,0.489624
8884,0.667,0.612863,0.166147,0.142857,0.136364,0.570408
3982,0.722,0.612863,0.189597,0.0,0.181818,0.60767
924,0.5,0.497255,0.094337,0.142857,0.136364,0.447912
8160,0.0,0.313725,0.125185,0.0,0.0,0.443254
8148,0.737,0.627451,0.214011,0.285714,0.272727,0.574911
4661,0.5,0.40549,0.056147,0.0,0.045455,0.412772
1845,0.667,0.440314,0.083158,0.214286,0.136364,0.431403
6318,0.0,0.156863,0.090222,0.0,0.0,0.442426
2871,0.6,0.470588,0.067097,0.0,0.045455,0.425141
1334,0.6,0.470588,0.072895,0.0,0.045455,0.40413
4848,0.5,0.470588,0.097382,0.0,0.045455,0.458831
6463,0.583,0.497255,0.124167,0.071429,0.090909,0.504632
3456,0.533,0.677961,0.279122,0.214286,0.363636,0.411582
5293,0.806,0.737255,0.306944,0.0,0.454545,0.737515
1591,0.0,0.156863,0.018864,0.0,0.0,0.276355
276,0.917,0.562353,0.135566,0.071429,0.136364,0.601511
6027,0.533,0.521098,0.120406,0.0,0.090909,0.421156
4158,0.5,0.313725,0.024185,0.0,0.0,0.415929
3444,0.231,0.470588,0.132638,0.0,0.0,0.488433
7715,0.429,0.440314,0.122076,0.071429,0.090909,0.464938
7160,0.765,0.612863,0.162427,0.142857,0.136364,0.565233
1947,0.0,0.156863,0.080844,0.0,0.0,0.425038
6312,0.0,0.156863,0.055202,0.0,0.0,0.443668
4336,0.714,0.542588,0.124383,0.285714,0.181818,0.452776
3021,0.583,0.542588,0.093879,0.071429,0.090909,0.441598
7341,0.429,0.497255,0.166545,0.071429,0.045455,0.467733
710,0.583,0.497255,0.096358,0.0,0.136364,0.364074
2291,0.667,0.440314,0.084211,0.071429,0.136364,0.391295
3136,0.615,0.497255,0.115403,0.0,0.181818,0.363608
2347,0.615,0.497255,0.113863,0.0,0.181818,0.34741
3659,0.5,0.470588,0.120021,0.142857,0.090909,0.485846
6932,0.636,0.497255,0.099273,0.142857,0.136364,0.442995
5847,0.615,0.542588,0.119104,0.142857,0.227273,0.478652
3413,0.688,0.597176,0.140209,0.142857,0.181818,0.486881
3894,0.667,0.612863,0.181628,0.214286,0.136364,0.507375
8180,0.774,0.86651,0.493489,0.571429,0.727273,0.486777
1761,0.0,0.156863,0.161227,0.0,0.0,0.582932
7548,0.5,0.580392,0.160718,0.071429,0.090909,0.446773
6236,0.0,0.156863,0.10262,0.0,0.0,0.325674
4141,0.462,0.440314,0.123282,0.0,0.045455,0.480412
690,0.81,0.654118,0.186758,0.357143,0.272727,0.479894
1799,0.68,0.677961,0.202303,0.142857,0.090909,0.421053
3057,0.857,0.440314,0.055943,0.071429,0.045455,0.413497
3466,0.5,0.497255,0.096253,0.071429,0.136364,0.351395
7469,0.727,0.497255,0.11141,0.071429,0.090909,0.543135
5628,0.583,0.497255,0.106608,0.071429,0.090909,0.46737
8537,0.462,0.440314,0.153125,0.071429,0.136364,0.589815
2138,0.368,0.497255,0.23599,0.0,0.181818,0.568908
3418,0.333,0.40549,0.074321,0.0,0.0,0.429695
269,0.5,0.440314,0.128107,0.0,0.045455,0.52171
1699,0.833,0.627451,0.172422,0.071429,0.227273,0.604047
2618,0.0,0.0,0.073512,0.0,0.0,0.430834
404,0.0,0.156863,0.099654,0.0,0.0,0.524763
5894,0.0,0.0,0.163499,0.0,0.0,0.448843
5658,0.0,0.0,0.176702,0.0,0.0,0.608084
7475,0.833,0.627451,0.168005,0.214286,0.136364,0.536873
2723,0.632,0.580392,0.188922,0.142857,0.181818,0.542411
1690,0.6,0.580392,0.205091,0.142857,0.181818,0.555297
1302,0.0,0.0,0.040666,0.0,0.0,0.379858
5209,0.0,0.0,0.137481,0.0,0.0,0.564353
3030,0.0,0.248627,0.131477,0.0,0.0,0.519588
1443,0.462,0.440314,0.153634,0.0,0.090909,0.575946
5167,0.667,0.497255,0.121892,0.0,0.136364,0.516949
6831,0.382,0.612863,0.27354,0.214286,0.454545,0.490659
2353,0.0,0.0,0.059278,0.0,0.0,0.386948
2519,0.786,0.580392,0.125761,0.071429,0.090909,0.522072
6479,0.75,0.542588,0.106983,0.0,0.045455,0.486363
1688,0.429,0.440314,0.159152,0.0,0.045455,0.530352
3226,0.0,0.156863,0.180021,0.0,0.0,0.522279
1842,0.2,0.313725,0.093996,0.0,0.090909,0.495368
1796,0.688,0.562353,0.174745,0.142857,0.181818,0.503545
3927,0.833,0.627451,0.16889,0.214286,0.181818,0.550743
3503,0.571,0.497255,0.154767,0.071429,0.090909,0.590333
3568,0.857,0.677961,0.209384,0.071429,0.181818,0.637272
5018,0.4,0.440314,0.167324,0.0,0.090909,0.544429
4371,0.6,0.562353,0.101316,0.0,0.090909,0.37991
5062,0.452,0.641098,0.300125,0.0,0.090909,0.6071
1306,0.0,0.156863,0.0834,0.0,0.0,0.484449
1515,0.0,0.0,0.131903,0.0,0.0,0.564353
2220,0.4,0.497255,0.157154,0.071429,0.045455,0.575894
8416,0.632,0.580392,0.218389,0.0,0.090909,0.570822
5523,0.5,0.470588,0.112778,0.0,0.045455,0.479118
7768,0.5,0.440314,0.11836,0.0,0.090909,0.546292
6448,0.0,0.0,0.146048,0.0,0.0,0.533872
229,0.5,0.497255,0.1444,0.071429,0.136364,0.582881
3653,0.294,0.470588,0.176362,0.0,0.181818,0.461367
5532,0.0,0.248627,0.180613,0.0,0.0,0.548207
5436,0.182,0.313725,0.096549,0.0,0.045455,0.353724
3096,0.583,0.497255,0.124081,0.0,0.090909,0.549708
3149,0.0,0.156863,0.104905,0.0,0.0,0.397868
7741,0.545,0.470588,0.145743,0.071429,0.090909,0.498836
702,0.0,0.156863,0.1392,0.0,0.0,0.511308
3112,0.0,0.156863,0.132399,0.0,0.0,0.556849
7170,0.0,0.156863,0.20468,0.0,0.0,0.627439
7381,0.429,0.470588,0.154837,0.071429,0.227273,0.410961
2107,0.333,0.597176,0.213966,0.214286,0.363636,0.415722
8468,0.25,0.440314,0.262597,0.0,0.136364,0.618123
6157,0.0,0.156863,0.071603,0.0,0.0,0.422139
1476,0.0,0.364235,0.155232,0.0,0.0,0.427315
1655,0.667,0.597176,0.187557,0.071429,0.136364,0.609688
7244,0.5,0.470588,0.112253,0.0,0.045455,0.538063
7197,0.0,0.156863,0.147162,0.0,0.0,0.56839
2362,0.429,0.470588,0.152724,0.0,0.045455,0.567717
8195,0.4,0.470588,0.166965,0.071429,0.090909,0.595611
3651,0.333,0.470588,0.190914,0.071429,0.090909,0.622522
7402,0.368,0.497255,0.234762,0.142857,0.136364,0.652487
1705,0.3,0.470588,0.242406,0.071429,0.181818,0.660301
8671,0.706,0.597176,0.195707,0.285714,0.181818,0.525074
7352,0.588,0.562353,0.153628,0.214286,0.136364,0.486622
3421,0.0,0.248627,0.146312,0.0,0.0,0.458728
5440,0.2,0.470588,0.104348,0.071429,0.136364,0.371733
81,0.8,0.641098,0.194329,0.214286,0.363636,0.548155
4413,0.2,0.364235,0.125389,0.0,0.0,0.546292
2830,0.6,0.440314,0.12964,0.071429,0.090909,0.597112
2153,0.316,0.440314,0.19647,0.071429,0.090909,0.542669
5331,0.0,0.156863,0.082598,0.0,0.0,0.462661
2201,0.0,0.313725,0.06339,0.0,0.0,0.329555
7495,0.636,0.497255,0.108399,0.285714,0.181818,0.533561
2219,0.667,0.440314,0.093389,0.214286,0.136364,0.555814
5986,0.882,0.627451,0.156384,0.142857,0.181818,0.560317
6289,0.0,0.0,0.161902,0.0,0.0,0.533872
2514,0.688,0.597176,0.140209,0.142857,0.181818,0.486881
3621,0.429,0.440314,0.176215,0.0,0.090909,0.656265
4895,0.375,0.440314,0.197648,0.071429,0.181818,0.630751
5360,0.3,0.440314,0.224111,0.0,0.090909,0.707292
4408,0.0,0.0,0.064163,0.0,0.0,0.43161
2785,0.0,0.0,0.10762,0.0,0.0,0.455933
4215,0.4,0.497255,0.155833,0.0,0.045455,0.520002
7612,0.0,0.156863,0.093475,0.0,0.0,0.460695
5057,0.0,0.156863,0.162847,0.0,0.0,0.54091
1049,0.5,0.470588,0.083155,0.0,0.090909,0.413963
7829,0.571,0.521098,0.109102,0.0,0.090909,0.327951
451,0.692,0.542588,0.123139,0.0,0.045455,0.502096
6434,0.0,0.0,0.080182,0.0,0.0,0.45112
1918,0.727,0.497255,0.099183,0.0,0.136364,0.492418
6060,0.462,0.440314,0.122337,0.0,0.045455,0.501423
7014,0.429,0.440314,0.134477,0.0,0.045455,0.516535
8428,0.429,0.470588,0.142341,0.0,0.045455,0.50991
3707,0.5,0.497255,0.143302,0.0,0.045455,0.521503
5712,0.0,0.0,0.144578,0.0,0.0,0.534596
7229,0.4,0.470588,0.151617,0.071429,0.045455,0.538322
4360,0.563,0.542588,0.167878,0.0,0.045455,0.545774
6651,0.0,0.0,0.174443,0.0,0.0,0.563215
6409,0.0,0.248627,0.19107,0.0,0.0,0.605082
5935,0.0,0.156863,0.185364,0.0,0.0,0.610671
6966,0.0,0.0,0.188502,0.0,0.0,0.576877
5562,0.0,0.156863,0.16973,0.0,0.0,0.597009
4925,0.353,0.470588,0.198217,0.071429,0.136364,0.622522
