yprop/table_1_3.oz173,yprop/table_1_3.oz131,yprop/table_1_3.oz178,yprop/table_1_3.oz177,yprop/table_1_3.Key_1_3,Key_0_0
0.0,0.05,0.0,0.138889,8004,4870
0.0,0.05,0.0,0.0,5355,4880
0.0,0.1,0.0,0.0,3765,8768
0.0,0.0,0.0,0.333333,4724,2540
0.0,0.0,0.0,0.0,3206,6027
0.0,0.0,0.0,0.0,3096,7451
0.0,0.0,0.0,0.0,480,7130
0.083333,0.05,0.0,0.0,5102,271
0.166667,0.0,0.0,0.083333,7786,7573
0.0,0.0,0.0,0.166667,2123,1137
0.0,0.2,0.0,0.0,7182,3176
0.0,0.0,0.0,0.0,3857,1564
0.0,0.0,0.0,0.0,3804,1348
0.0,0.3,0.333333,0.111111,3667,563
0.0,0.0,0.0,0.083333,3061,6060
0.0,0.0,0.0,0.083333,4840,1005
0.0,0.2,0.0,0.111111,2525,1450
0.0,0.0,0.0,0.0,5845,5498
0.0,0.0,0.0,0.055556,7068,6618
0.166667,0.1,0.0,0.111111,7229,3549
0.0,0.0,0.0,0.0,8713,7174
0.0,0.0,0.0,0.083333,5813,1153
0.166667,0.0,0.0,0.0,4621,2650
0.0,0.0,0.0,0.0,989,5548
0.0,0.05,0.0,0.0,7104,2577
0.0,0.0,0.0,0.0,4232,8294
0.083333,0.05,0.0,0.0,7502,585
0.0,0.0,0.0,0.111111,2210,8179
0.0,0.1,0.0,0.166667,67,6568
0.0,0.0,0.0,0.0,1325,1330
0.0,0.1,0.0,0.055556,7330,5324
0.083333,0.0,0.0,0.111111,7405,144
0.083333,0.0,0.0,0.0,5204,3441
0.333333,0.0,0.0,0.055556,7486,4416
0.0,0.0,0.0,0.0,4495,8429
0.0,0.0,0.0,0.0,3037,8053
0.0,0.0,0.0,0.0,4853,8216
0.0,0.0,0.0,0.0,5691,8542
0.0,0.0,0.0,0.0,4071,8668
0.0,0.0,0.0,0.083333,3066,8742
0.0,0.0,0.0,0.0,2321,1283
0.0,0.05,0.0,0.0,7513,7958
0.0,0.0,0.0,0.083333,7897,1366
0.083333,0.0,0.0,0.0,39,1320
0.0,0.0,0.0,0.0,4915,656
0.0,0.05,0.0,0.194444,4792,5013
0.0,0.0,0.0,0.0,1205,4165
0.0,0.0,0.0,0.055556,1315,7092
0.0,0.25,0.166667,0.111111,1749,1093
0.166667,0.05,0.0,0.0,8153,6252
0.0,0.0,0.0,0.0,6874,1990
0.0,0.0,0.0,0.0,6898,32
0.333333,0.0,0.0,0.0,7010,5966
0.0,0.0,0.0,0.055556,4594,5358
0.0,0.0,0.0,0.194444,8415,8469
0.0,0.0,0.0,0.0,7485,993
0.0,0.2,0.0,0.0,7427,8322
0.0,0.1,0.0,0.0,3103,8624
0.0,0.0,0.0,0.0,3866,547
0.0,0.0,0.0,0.083333,3304,2340
0.0,0.0,0.0,0.0,4527,1070
0.166667,0.0,0.0,0.111111,427,4512
0.0,0.05,0.0,0.0,6681,5371
0.0,0.1,0.0,0.166667,8657,500
0.25,0.1,0.0,0.166667,5720,8479
0.0,0.0,0.0,0.333333,4106,4030
0.0,0.3,0.0,0.166667,8618,7129
0.0,0.0,0.0,0.0,7724,1898
0.166667,0.0,0.0,0.0,3222,5275
0.0,0.05,0.0,0.0,8615,183
0.0,0.0,0.0,0.055556,3782,1428
0.0,0.0,0.0,0.0,2312,7126
0.083333,0.0,0.0,0.0,7701,4712
0.166667,0.05,0.0,0.0,3301,2387
0.0,0.1,0.166667,0.055556,8725,2015
0.0,0.0,0.0,0.25,8621,6301
0.0,0.0,0.0,0.0,3481,2046
0.0,0.0,0.0,0.0,1870,8118
0.0,0.0,0.0,0.055556,7021,1572
0.0,0.0,0.0,0.0,6323,5784
0.0,0.0,0.0,0.0,4420,8187
0.0,0.4,0.0,0.166667,7651,395
0.0,0.05,0.0,0.166667,7802,2018
0.0,0.1,0.0,0.027778,2091,5672
0.166667,0.05,0.0,0.0,7813,1344
0.0,0.1,0.0,0.0,1331,1679
0.0,0.0,0.0,0.055556,8668,7337
0.0,0.05,0.0,0.083333,4706,4091
0.083333,0.05,0.0,0.083333,5682,8147
0.0,0.05,0.0,0.083333,2200,6038
0.0,0.1,0.0,0.083333,2215,2041
0.0,0.05,0.0,0.055556,1050,85
0.083333,0.1,0.0,0.0,467,8448
0.0,0.1,0.0,0.111111,7310,1411
0.0,0.05,0.0,0.0,7948,8517
0.0,0.05,0.0,0.055556,6105,2064
0.0,0.0,0.0,0.0,703,1793
0.0,0.05,0.166667,0.055556,616,5546
0.0,0.05,0.0,0.0,6058,205
0.0,0.0,0.0,0.111111,6542,2926
0.0,0.1,0.166667,0.0,2237,8099
0.0,0.0,0.0,0.0,7140,8464
0.0,0.1,0.083333,0.0,3188,5526
0.0,0.0,0.0,0.0,7378,6189
0.0,0.2,0.0,0.027778,5583,3507
0.0,0.0,0.0,0.0,7210,7705
0.0,0.15,0.0,0.222222,596,289
0.0,0.0,0.0,0.0,1248,1244
0.0,0.0,0.0,0.083333,2487,7432
0.0,0.0,0.0,0.0,2871,6874
0.0,0.0,0.0,0.0,384,8133
0.0,0.15,0.0,0.166667,1938,4431
0.0,0.15,0.166667,0.111111,1110,8240
0.0,0.1,0.0,0.0,8040,561
0.0,0.0,0.0,0.0,2782,7904
0.083333,0.0,0.0,0.0,6136,7416
0.0,0.1,0.0,0.0,5979,1416
0.0,0.1,0.0,0.388889,8360,8149
0.0,0.0,0.0,0.0,2270,8616
0.083333,0.05,0.5,0.0,193,8691
0.0,0.0,0.0,0.055556,4843,5296
0.0,0.1,0.0,0.083333,2011,2568
0.083333,0.1,0.166667,0.055556,1466,2839
0.0,0.0,0.0,0.111111,1560,8046
0.0,0.05,0.0,0.0,2844,7591
0.0,0.0,0.0,0.0,8217,2607
0.0,0.15,0.0,0.0,2410,3152
0.0,0.1,0.0,0.277778,2153,164
0.0,0.0,0.0,0.0,3894,1236
0.0,0.0,0.0,0.0,4790,7812
0.0,0.0,0.0,0.111111,440,785
0.0,0.05,0.0,0.027778,59,2625
0.0,0.05,0.0,0.083333,1485,4707
0.0,0.05,0.0,0.0,6578,7187
0.0,0.0,0.0,0.25,5429,8757
0.0,0.05,0.0,0.083333,8557,8509
0.0,0.1,0.0,0.25,3042,3869
0.083333,0.1,0.0,0.083333,7398,1889
0.0,0.0,0.0,0.0,6894,3985
0.083333,0.05,0.166667,0.166667,4253,7639
0.0,0.0,0.0,0.0,4217,8071
0.0,0.0,0.0,0.0,1601,2406
0.166667,0.3,0.0,0.222222,6751,6857
0.0,0.0,0.0,0.055556,5396,5832
0.0,0.0,0.0,0.444444,7453,6935
0.0,0.0,0.0,0.138889,1159,53
0.0,0.0,0.0,0.0,7853,1652
0.0,0.2,0.0,0.111111,6449,2572
0.0,0.3,0.0,0.0,4509,5404
0.0,0.05,0.0,0.0,387,3714
0.0,0.0,0.0,0.0,5589,1250
0.0,0.1,0.0,0.083333,1549,3600
0.0,0.05,0.166667,0.0,7278,6254
0.0,0.0,0.0,0.0,3158,4932
0.083333,0.0,0.0,0.0,8848,3776
0.0,0.1,0.0,0.111111,8620,7861
0.166667,0.2,0.0,0.333333,3874,88
0.0,0.25,0.0,0.0,1077,5034
0.0,0.05,0.0,0.0,88,6094
0.0,0.0,0.0,0.0,8473,1151
0.0,0.0,0.0,0.0,8877,6291
0.0,0.1,0.0,0.0,2913,1074
0.0,0.05,0.0,0.0,422,5465
0.0,0.15,0.0,0.333333,7726,5424
0.083333,0.05,0.0,0.0,4599,5582
0.0,0.15,0.0,0.166667,6776,1103
0.0,0.0,0.0,0.0,8025,1295
0.0,0.0,0.0,0.0,7752,5885
0.0,0.1,0.0,0.055556,8813,7329
0.0,0.1,0.25,0.0,3735,7811
0.0,0.0,0.0,0.083333,4050,4846
0.0,0.05,0.0,0.0,2788,6886
0.0,0.1,0.0,0.111111,4187,1226
0.5,0.0,0.0,0.0,6873,8108
0.0,0.0,0.0,0.0,1697,697
0.0,0.0,0.0,0.055556,7432,3303
0.0,0.0,0.0,0.083333,101,4492
0.0,0.05,0.083333,0.055556,2087,3707
0.0,0.0,0.0,0.0,5994,5060
0.0,0.0,0.0,0.111111,8727,1843
0.0,0.0,0.0,0.0,5064,1920
0.0,0.0,0.0,0.111111,1297,433
0.0,0.2,0.0,0.0,791,8862
0.0,0.0,0.0,0.138889,8010,1012
0.0,0.15,0.0,0.194444,2555,5110
0.166667,0.0,0.25,0.555556,7415,6906
0.0,0.0,0.0,0.444444,5960,5408
0.0,0.2,0.0,0.0,3761,4086
0.0,0.05,0.0,0.083333,6636,3232
0.0,0.0,0.0,0.055556,3246,872
0.0,0.0,0.0,0.083333,3693,5088
0.0,0.1,0.0,0.194444,6769,5061
0.0,0.15,0.0,0.0,1473,3988
0.0,0.0,0.0,0.0,4213,4659
0.0,0.0,0.0,0.083333,7685,1799
0.0,0.1,0.166667,0.0,4911,7170
0.0,0.0,0.0,0.0,8822,3258
0.0,0.1,0.0,0.0,5054,4341
0.0,0.1,0.0,0.111111,7079,6673
0.0,0.05,0.0,0.083333,3225,6207
0.0,0.0,0.0,0.0,612,3602
0.0,0.05,0.416667,0.0,5594,6249
0.0,0.0,0.0,0.111111,2438,6346
0.0,0.0,0.0,0.0,7134,5419
0.0,0.0,0.0,0.166667,8149,7095
0.0,0.05,0.0,0.0,4788,2220
0.0,0.0,0.0,0.0,4081,2352
0.0,0.0,0.0,0.222222,8603,5036
0.0,0.0,0.0,0.0,8741,4371
0.0,0.3,0.0,0.0,3616,2280
0.0,0.0,0.0,0.111111,4053,5663
0.0,0.0,0.0,0.194444,5796,1052
0.0,0.05,0.0,0.111111,8132,2757
0.0,0.05,0.0,0.055556,4530,3437
0.0,0.05,0.0,0.0,6277,2534
0.083333,0.0,0.0,0.083333,4374,1949
0.166667,0.1,0.0,0.055556,2289,1475
0.0,0.2,0.166667,0.222222,66,4980
0.0,0.0,0.0,0.0,7168,5839
0.0,0.05,0.0,0.027778,4044,3817
0.0,0.0,0.0,0.0,8138,1066
0.0,0.3,0.0,0.444444,1636,4061
0.0,0.05,0.0,0.194444,8434,2493
0.0,0.0,0.0,0.083333,4371,5379
0.0,0.0,0.0,0.0,1230,4531
0.0,0.15,0.166667,0.222222,2896,8790
0.0,0.05,0.0,0.111111,6905,972
0.0,0.0,0.0,0.0,8284,1911
0.0,0.0,0.0,0.0,7623,741
0.0,0.0,0.0,0.0,4442,2630
0.0,0.2,0.166667,0.0,7866,6056
0.0,0.0,0.0,0.083333,7988,4991
0.083333,0.1,0.0,0.083333,2958,6583
0.0,0.05,0.0,0.083333,5917,7111
0.0,0.0,0.0,0.083333,2268,7661
0.0,0.05,0.0,0.083333,6405,7875
0.0,0.0,0.0,0.222222,7463,2128
0.0,0.05,0.0,0.194444,6352,7679
0.0,0.1,0.0,0.0,6679,6543
0.166667,0.0,0.0,0.0,8542,994
0.083333,0.05,0.0,0.083333,6536,1365
0.0,0.05,0.5,0.138889,7534,7262
0.0,0.0,0.0,0.0,8038,54
0.0,0.05,0.0,0.166667,5176,1097
0.0,0.0,0.0,0.0,1803,2455
0.0,0.0,0.0,0.0,1378,3098
0.0,0.0,0.0,0.0,4247,4575
0.0,0.05,0.0,0.166667,7477,2145
0.0,0.05,0.0,0.0,5771,5236
0.0,0.0,0.0,0.0,7240,4313
0.0,0.05,0.0,0.055556,3019,5092
0.0,0.4,0.666667,0.0,1990,1248
0.0,0.0,0.0,0.0,4648,4591
0.166667,0.05,0.0,0.055556,265,8030
0.0,0.0,0.0,0.0,25,3411
0.0,0.0,0.0,0.111111,5609,3892
0.0,0.0,0.0,0.0,2486,7529
0.0,0.05,0.0,0.083333,5729,5079
0.0,0.0,0.0,0.0,4768,632
0.0,0.15,0.0,0.055556,6287,7780
0.0,0.05,0.0,0.0,7772,4197
0.083333,0.1,0.0,0.0,5657,2060
0.083333,0.0,0.0,0.0,5409,5990
0.083333,0.05,0.0,0.083333,8102,1015
0.0,0.15,0.0,0.305556,7430,7063
0.083333,0.25,0.0,0.194444,4124,6401
0.0,0.05,0.0,0.0,5199,8230
0.0,0.05,0.0,0.0,5241,3394
0.0,0.05,0.0,0.166667,7709,2129
0.0,0.0,0.0,0.0,2074,4853
0.0,0.0,0.0,0.0,1708,5284
0.0,0.0,0.0,0.0,5749,4162
0.0,0.0,0.0,0.0,2028,8751
0.0,0.05,0.0,0.083333,8298,8386
0.0,0.0,0.0,0.083333,7290,5423
0.0,0.05,0.0,0.055556,4611,4651
0.0,0.1,0.0,0.222222,4975,8195
0.0,0.0,0.0,0.0,7921,3585
0.0,0.0,0.0,0.0,3678,1441
0.0,0.0,0.0,0.0,7654,4087
0.0,0.05,0.0,0.0,6650,6130
0.0,0.1,0.0,0.111111,2743,7256
0.0,0.0,0.0,0.0,2953,1924
0.0,0.0,0.0,0.111111,8300,1632
0.0,0.0,0.0,0.027778,8619,2679
0.083333,0.1,0.0,0.111111,3927,3711
0.0,0.05,0.0,0.083333,8285,6676
0.083333,0.1,0.0,0.166667,6040,3516
0.0,0.0,0.0,0.0,6609,3944
0.0,0.0,0.0,0.083333,3342,508
0.083333,0.0,0.0,0.0,8136,6309
0.0,0.25,0.166667,0.027778,7686,3058
0.0,0.05,0.0,0.055556,2587,2051
0.0,0.0,0.0,0.0,6975,7454
0.0,0.0,0.0,0.055556,2982,6658
0.0,0.1,0.0,0.0,3149,4845
0.0,0.05,0.0,0.027778,436,2156
0.0,0.05,0.0,0.055556,5678,1579
0.083333,0.05,0.0,0.083333,7673,6159
0.083333,0.05,0.0,0.138889,2479,5987
0.0,0.0,0.0,0.0,8679,8353
0.0,0.15,0.0,0.0,6612,3534
0.0,0.0,0.0,0.0,1804,5245
0.083333,0.0,0.0,0.0,8275,2855
0.0,0.05,0.0,0.055556,735,3559
0.0,0.1,0.0,0.0,7042,6582
0.0,0.0,0.0,0.0,7845,1448
0.0,0.0,0.0,0.055556,1414,5235
0.0,0.0,0.0,0.0,1264,819
0.0,0.0,0.0,0.333333,1095,1923
0.0,0.0,0.0,0.0,7191,8512
0.083333,0.0,0.166667,0.0,2251,962
0.0,0.05,0.0,0.055556,8767,5141
0.0,0.2,0.0,0.111111,4602,3756
0.0,0.0,0.0,0.0,1664,5933
0.0,0.0,0.083333,0.0,2425,230
0.0,0.0,0.0,0.0,3077,1580
0.0,0.1,0.0,0.0,7601,7961
0.0,0.05,0.0,0.166667,2571,4421
0.083333,0.0,0.0,0.0,2784,8391
0.0,0.0,0.0,0.0,1582,79
0.0,0.05,0.0,0.111111,8358,2373
0.0,0.0,0.0,0.166667,8754,2986
0.0,0.0,0.0,0.0,6972,4308
0.0,0.0,0.0,0.0,2987,4760
0.0,0.0,0.0,0.027778,6420,1299
0.0,0.0,0.0,0.0,1379,4016
0.0,0.0,0.0,0.055556,173,2160
0.083333,0.05,0.0,0.0,7031,3222
0.0,0.15,0.0,0.0,7392,7938
0.0,0.0,0.0,0.166667,1343,1105
0.0,0.35,0.0,0.444444,6320,7889
0.0,0.15,0.166667,0.083333,2667,5572
0.083333,0.1,0.0,0.166667,2313,6588
0.0,0.0,0.0,0.0,1760,4620
0.0,0.0,0.0,0.0,1063,3561
0.0,0.0,0.0,0.0,4636,4456
0.0,0.05,0.416667,0.0,2794,8739
0.0,0.05,0.0,0.0,4642,769
0.0,0.1,0.0,0.083333,7500,1246
0.0,0.05,0.0,0.055556,3806,1938
0.166667,0.05,0.0,0.083333,3688,4452
0.0,0.0,0.0,0.138889,1130,4691
0.0,0.1,0.0,0.0,1223,2358
0.0,0.0,0.0,0.083333,8814,3014
0.0,0.0,0.0,0.111111,3032,5625
0.0,0.05,0.0,0.166667,1101,1790
0.0,0.1,0.0,0.0,6017,4494
0.0,0.0,0.0,0.0,5925,7732
0.083333,0.05,0.0,0.055556,7299,2238
0.0,0.15,0.0,0.0,2182,1615
0.0,0.05,0.0,0.083333,4490,3729
0.0,0.0,0.0,0.111111,2392,6572
0.083333,0.05,0.0,0.0,7880,337
0.0,0.1,0.0,0.166667,8742,8175
0.083333,0.1,0.0,0.333333,7251,3568
0.0,0.05,0.166667,0.111111,2391,4041
0.0,0.1,0.0,0.0,3169,7405
0.0,0.3,0.0,0.0,201,6323
0.0,0.1,0.0,0.0,6336,3835
0.083333,0.15,0.166667,0.0,2775,3700
0.083333,0.05,0.0,0.0,3724,1516
0.0,0.0,0.0,0.0,6392,2598
0.0,0.0,0.083333,0.388889,4794,3626
0.0,0.0,0.0,0.0,5544,3563
0.0,0.3,0.0,0.222222,2691,7145
0.0,0.1,0.0,0.277778,7099,5107
0.0,0.0,0.0,0.0,2435,461
0.083333,0.05,0.0,0.0,7000,6091
0.166667,0.15,0.0,0.111111,4416,2636
0.0,0.2,0.0,0.0,4338,356
0.0,0.05,0.0,0.0,4098,4443
0.0,0.0,0.0,0.361111,865,1193
0.0,0.1,0.0,0.0,6349,1129
0.0,0.05,0.0,0.0,4967,3130
0.0,0.1,0.0,0.111111,2694,6514
0.083333,0.05,0.0,0.166667,376,2423
0.0,0.0,0.0,0.0,704,6280
0.0,0.0,0.0,0.0,237,3261
0.0,0.05,0.0,0.027778,120,3705
0.0,0.05,0.0,0.083333,3716,3431
0.0,0.0,0.0,0.194444,2779,5058
0.0,0.1,0.0,0.166667,304,8367
0.0,0.0,0.0,0.0,7493,5148
0.0,0.0,0.0,0.111111,4257,2543
0.0,0.0,0.0,0.0,6806,5256
0.0,0.05,0.0,0.055556,8652,3704
0.0,0.0,0.0,0.111111,4441,3753
0.166667,0.1,0.0,0.111111,894,8045
0.0,0.0,0.0,0.0,2894,7503
0.0,0.0,0.0,0.055556,1610,4236
0.0,0.0,0.0,0.0,472,312
0.0,0.05,0.0,0.083333,8569,2335
0.0,0.2,0.0,0.0,3072,1811
0.0,0.0,0.0,0.055556,295,4814
0.083333,0.1,0.166667,0.0,640,816
0.0,0.05,0.0,0.0,3641,8146
0.0,0.0,0.0,0.055556,308,8461
0.0,0.0,0.0,0.0,3148,5332
0.0,0.0,0.0,0.0,6889,7250
0.0,0.1,0.0,0.0,2745,4280
0.0,0.15,0.0,0.111111,7165,7841
0.0,0.0,0.0,0.0,7436,3052
0.0,0.0,0.0,0.166667,829,1998
0.0,0.0,0.0,0.0,3995,5422
0.0,0.05,0.0,0.222222,6671,6399
0.0,0.0,0.0,0.0,8433,850
0.166667,0.1,0.0,0.111111,4960,2082
0.0,0.0,0.0,0.083333,2308,1550
0.0,0.0,0.0,0.0,1712,3245
0.0,0.0,0.0,0.0,1293,5212
0.0,0.05,0.0,0.055556,730,5923
0.166667,0.1,0.0,0.027778,2773,4153
0.0,0.0,0.0,0.25,5727,6934
0.0,0.0,0.0,0.0,7841,5862
0.0,0.05,0.0,0.083333,1354,3436
0.0,0.0,0.0,0.083333,1867,707
0.0,0.05,0.0,0.111111,3572,6281
0.0,0.1,0.333333,0.0,1958,5105
0.0,0.0,0.0,0.0,1615,2164
0.166667,0.1,0.0,0.083333,457,3204
0.0,0.0,0.0,0.0,4432,1980
0.0,0.05,0.0,0.0,2027,6371
0.0,0.0,0.0,0.0,4221,6476
0.0,0.0,0.0,0.055556,8809,2661
0.0,0.0,0.0,0.0,2315,7364
0.0,0.1,0.0,0.0,8868,4368
0.0,0.05,0.0,0.25,8526,4852
0.0,0.05,0.0,0.111111,3392,5389
0.0,0.15,0.0,0.0,6644,3234
0.0,0.05,0.0,0.0,937,5804
0.0,0.05,0.0,0.138889,8577,4717
0.0,0.0,0.0,0.0,4025,4740
0.0,0.1,0.166667,0.0,4848,4159
0.0,0.0,0.0,0.0,6125,2489
0.0,0.0,0.0,0.083333,5179,5076
0.0,0.0,0.0,0.0,4289,1419
0.0,0.0,0.0,0.0,4562,1743
0.0,0.1,0.0,0.111111,8730,5174
0.0,0.05,0.0,0.055556,5470,3771
0.0,0.0,0.0,0.083333,670,8544
0.0,0.0,0.0,0.0,5347,698
0.0,0.05,0.0,0.083333,8579,2486
0.0,0.1,0.0,0.166667,5292,5219
0.083333,0.0,0.0,0.083333,1103,2631
0.083333,0.0,0.0,0.0,4763,2186
0.0,0.0,0.0,0.0,2035,2674
0.0,0.0,0.0,0.0,5700,3240
0.0,0.0,0.0,0.083333,3422,6843
0.0,0.0,0.0,0.111111,4861,4762
0.0,0.0,0.0,0.083333,2713,2997
0.0,0.0,0.0,0.083333,3426,2539
0.0,0.0,0.0,0.055556,6968,6913
0.25,0.1,0.0,0.166667,720,5216
0.0,0.0,0.0,0.25,8404,5292
0.0,0.0,0.0,0.083333,4620,3275
0.0,0.0,0.0,0.0,1732,2299
0.0,0.05,0.0,0.083333,2642,8374
0.166667,0.0,0.0,0.277778,8089,4915
0.0,0.0,0.0,0.083333,3452,4761
0.0,0.0,0.083333,0.138889,3531,5413
0.0,0.3,0.0,0.166667,1865,3365
0.0,0.05,0.0,0.055556,4412,6045
0.0,0.0,0.0,0.0,1924,6427
0.0,0.2,0.0,0.166667,156,1185
0.0,0.15,0.0,0.055556,5489,3084
0.0,0.15,0.0,0.083333,5045,2469
0.0,0.0,0.0,0.0,4837,6725
0.0,0.0,0.0,0.083333,940,8213
0.0,0.1,0.0,0.166667,8622,6014
0.0,0.0,0.0,0.111111,2417,602
0.083333,0.0,0.0,0.0,6929,5773
0.0,0.05,0.0,0.0,5876,2167
0.0,0.15,0.0,0.305556,4812,121
0.0,0.0,0.0,0.0,8533,5503
0.0,0.0,0.0,0.0,1049,7362
0.0,0.1,0.166667,0.0,4947,3758
0.0,0.1,0.0,0.0,4507,3067
0.0,0.0,0.0,0.0,6580,2304
0.0,0.05,0.0,0.0,5313,6166
0.083333,0.05,0.5,0.0,6872,4439
0.0,0.0,0.0,0.0,6410,3728
0.0,0.1,0.0,0.166667,766,6211
0.0,0.0,0.0,0.0,5665,8559
0.083333,0.05,0.0,0.0,6675,1537
0.0,0.0,0.0,0.083333,5184,169
0.0,0.0,0.0,0.0,3772,4688
0.0,0.1,0.0,0.222222,7581,6171
0.166667,0.2,0.0,0.0,4219,6518
0.0,0.0,0.0,0.0,7697,886
0.0,0.0,0.0,0.055556,2854,5138
0.0,0.05,0.0,0.0,2669,4271
0.0,0.0,0.0,0.027778,1043,4108
0.0,0.0,0.0,0.0,4865,176
