superconduct/table3.criticaltemp,superconduct/table3.wtd_range_atomic_radius,wtd_mean_atomic_mass
40.4,34.6534653465347,57.4928568599717
10.6,62.2162162162162,70.8698378378378
4.0,55.11,76.825179
7.6,116.16,115.79962158
4.382,92.72,48.60488
6.0,38.1036834924966,25.8481069389359
37.78,38.1,69.94917
85.0,14.8066666666667,60.0334693333333
7.0,37.2,49.0968
17.4,25.95,60.8715245
13.0,54.22,59.3330985714286
1.01,88.4294117647059,139.085182794118
57.0,16.2666666666667,59.2244
7.4,2.66666666666666,83.6087933333333
45.0,33.7653846153846,51.0776907692308
26.5,31.9596206351487,73.8117506346697
56.0,63.6184210526316,79.6538936736842
48.0,15.4041570438799,56.7641459584296
51.0,27.9333333333333,59.1104784618667
26.0,45.8285714285714,34.8023370891429
94.0,25.9120734908136,58.5521286745407
14.8,52.7571428571429,57.5414666428571
70.8,37.4307692307692,54.6753819230769
49.0,27.7882352941176,54.7408705882353
5.0,171.35,91.6384
1.3,26.6666666666667,59.970254
28.0,57.0571428571429,59.5610429942857
4.93,1.0,94.1956666666667
17.7,98.52,53.476467
2.9,43.0679611650485,99.7757233009709
23.8,58.1785714285714,81.5786239285714
18.2,131.2,88.269704
5.6,30.6666666666667,47.1721266666667
1.9,11.0,10.3208
6.1,19.5,57.3687125
9.8,50.25,85.4741025
1.33,26.6666666666667,59.970254
87.0,26.4533333333333,60.5420373333333
10.0,42.45,71.797704875
13.0,68.0,66.2827142857143
90.0,39.1529411764706,58.106337254902
64.0,34.6533333333333,49.6132566666667
21.0,44.844,82.875467115
20.0,50.1571428571429,56.4959704285714
13.5,47.7333333333333,15.38898
6.28,57.0,114.085333333333
2.58,84.6,128.105479
8.46,20.5263157894737,67.0790821052632
12.15,4.16666666666667,19.8009333333333
25.5,45.4307142857143,57.1605396
37.8,9.66666666666667,15.309
9.5,8.66666666666666,67.5232933333333
23.0,55.74,82.55682
51.9,56.3928571428571,81.5846303571429
37.5,26.0,50.6104705882353
39.6,34.7142857142857,98.6602764285714
37.9,46.8428571428571,56.8088170714286
72.3,38.5953846153846,51.2498976923077
22.7,35.9142857142857,56.0790857142857
16.5,142.25,78.70759272
33.5,44.375,56.90411225
5.5,42.3488372093023,30.7322237209302
104.0,21.7916666666667,55.4725375
5.1,63.8066666666667,113.858335666667
5.4,21.9019607843137,15.0674392156863
28.0,89.4425,87.391616875
84.0,43.9555555555556,101.448915555556
8.2,0.0,28.0855
59.0,29.7115384615385,48.9723205769231
20.0,42.96,65.948904
68.0,26.4307692307692,43.3359161538462
54.0,23.463687150838,52.5677519553073
6.01,50.0961038961039,73.6141779220779
1.2,46.1666666666667,121.062626666667
11.9,33.3513513513513,55.9082722007722
91.0,12.12,51.78808
80.0,62.0615384615385,12.9233790769231
0.634,59.0512,80.6652921072
1.13,62.5588571428571,48.6115712142857
29.3,38.87925,68.99967887175
90.0,22.9150428682775,51.712685268901
28.1,47.7375,66.135854825
27.5,51.1904761904762,15.5086571428571
2.4,15.2234636871508,16.805754052067
49.0,37.2846153846154,51.2668269230769
11.75,53.8,74.3973073125
7.5,57.0857142857143,61.3849142857143
28.0,22.7941176470588,49.214815
2.2,33.2325581395349,54.4001162790698
69.2,23.0046948356807,51.8524086071987
5.9,1.5,95.7415
19.0,23.7575757575758,53.0257797979798
2.9,62.9,74.4837706666667
78.0,39.0132708821233,56.5417544106167
17.7,142.4115,98.66486448
0.78,36.6666666666667,143.212333333333
107.0,20.6535141800247,54.103148458693
3.0,20.5263157894737,78.6448552631579
0.954,75.455,167.1549615
107.0,40.72,99.2443253333333
92.2,71.2,81.4238013928571
3.73,138.3,192.0128
20.0,89.31,87.2684137
1.1,37.1428571428571,48.6153714285714
3.256,31.92,86.595100448
79.0,48.75,99.4876675
10.9,55.4,53.51175
1.449,68.5106732348112,58.7047435030104
84.1,37.0230769230769,51.6456792307692
79.0,16.6924265842349,53.4429023183926
82.4,16.1322314049587,58.8671685950413
33.0,49.6953907815631,58.1026428306212
3.0,60.0909090909091,158.249763636364
110.5,46.7047619047619,86.4255704761905
1.83,20.0,69.17117
28.0,23.9024390243902,53.2515504065041
44.2,51.71,96.9540189
2.53,93.5,95.7828
1.49,14.5714285714286,112.731305714286
62.5,16.7407407407407,42.5762481481481
1.75,44.81,57.566007738
4.2,13.5,51.801881
49.4,27.2873194221509,51.0703193610028
89.5,22.2307692307692,57.8657384615385
23.2,43.94,43.05578085
6.98,130.865671641791,206.989798507463
6.5,104.8,100.23916
92.1,21.5384615384615,57.0937015384615
0.94,99.68,95.6792832
63.6,27.24225,63.132449980925
55.0,47.28,56.2349745
65.6,38.2676923076923,55.9813723076923
3.44,66.6666666666667,51.5557316666667
107.7,45.8,97.0214
86.0,34.1923076923077,56.5109307692308
12.7,46.7542857142857,57.8762220285714
61.5,44.9285714285714,82.8728982142857
2.65,107.25,148.446285
57.9,36.03125,51.808720078125
63.3,34.5909090909091,51.4995371212121
4.0,81.8588235294118,61.1971765764706
80.8,33.061460592914,48.1331170498915
3.65,52.29,57.154345
71.0,34.3384615384615,51.0963546153846
84.3,49.50125,99.1889050625
10.99,165.3,95.647075
26.85,52.225,114.99732575
20.5,38.7974683544304,52.1885890822785
26.0,35.0142857142857,55.3435179285714
29.0,42.9142857142857,57.8626922857143
84.5,21.7026194144838,48.6193191063174
5.2,190.5795,139.178730925
27.1,47.595,71.500340088
90.0,42.9904761904762,50.8304194438095
44.0,36.0666666666667,49.7369829333333
47.0,54.625,91.462628125
75.0,59.390243902439,72.6249365853658
6.2,117.25,87.837285
36.7,48.792,74.2712328
87.0,52.12875,98.36446
12.0,58.6766666666667,115.333689766667
30.0,13.896,71.5921962
5.0,27.62,43.8177532666667
49.5,23.6144578313253,52.8027293172691
73.3,38.4753333333333,49.7171593333333
3.0,86.6666666666667,80.4603983333333
63.7,38.3878461538462,51.3005686923077
89.5,48.75,97.046275
35.0,23.3333333333333,64.9861666666667
94.0,62.8775,75.3363185
30.5,45.8071428571429,55.8662960714286
5.4,47.7,60.50588308
1.55,36.0,75.0344206666667
6.26,98.25,152.390625
118.5,20.5773955773956,53.9627169533169
5.6,85.0836,43.03855112
92.6,22.7202472952087,51.4090947449768
32.0,43.8857142857143,56.4424922857143
6.5,56.5,83.047745
5.6,33.2230769230769,55.4253457692308
8.7,149.46,87.607928
93.0,17.2615384615385,56.6561615384615
8.7,58.7396,79.857743716
19.8,49.798,56.4469462857143
28.5,50.596,56.7625247857143
69.7,25.918,61.4003633333333
106.0,29.8133333333333,45.1761202986667
25.5,75.01875,89.2542422375
17.0,47.3785714285714,55.7900599285714
63.0,23.186119873817,52.1351610410095
70.0,27.5558982266769,52.1951838858905
37.3,9.66666666666667,15.309
0.0672,155.4,186.00286041
5.8,51.125,69.699015625
2.7,26.4,81.19536064
27.8,31.6887159533074,53.275833463035
60.5,23.2117479867361,52.1751026685615
27.6,36.9569230769231,50.5198615384615
10.7,97.0,92.485785
0.43,15.0,36.69704
30.0,49.9128571428571,56.6229686714286
10.4,22.9985714285714,23.4011114285714
10.5,47.175,71.53033012
65.0,38.415444015444,51.3902486486486
24.73,51.3574285714286,56.8000159285714
14.7,52.5385714285714,57.0963761857143
3.35,135.241379310345,158.754334241379
137.4,27.7529411764706,52.5333670588235
3.05,65.75,88.85994
4.67,136.32,166.86124
105.0,27.978947368421,42.7718317810526
107.5,48.225,81.982707
84.8,38.7046153846154,51.2484869230769
5.0,27.75,82.446595
108.9,46.047619047619,87.9137466666667
65.0,20.5421686746988,59.1786003012048
41.0,22.7333333333333,60.851995
38.5,9.66666666666667,15.309
18.3,146.8,98.7449475
63.0,56.6,80.3580257142857
3.5,28.05,69.565694
70.0,16.0536877426146,58.6584565168761
22.8,46.6153846153846,77.9721564102564
90.565,22.7906976744186,51.518892248062
3.3,0.0,138.90547
0.64,105.25,126.299303571429
17.6,147.7425,76.4220151875
31.0,17.9863636363636,63.5353277272727
48.0,38.3125,51.73622421875
31.7,25.2894736842105,51.2846126315789
19.0,30.9727272727273,47.8563678181818
7.83,39.3076923076923,66.2594505494505
20.0,47.175,71.53033012
90.8,21.097372488408,56.690713755796
9.35,72.0408163265306,48.2974775510204
7.4,46.7542857142857,57.8762220285714
2.07,56.8253968253968,123.420850793651
94.5,45.3647798742138,72.8369433962264
5.37,48.1620947630923,38.4943825436409
1.767,86.0588235294118,105.449724705882
61.0,37.4059247397918,51.9029932746197
10.74,96.0071979434447,99.6344491002571
10.8,72.7659574468085,44.9022757446809
9.54,107.25,132.8836025
1.24,70.6875,155.65033625
19.5,45.1351742084719,55.553143819575
53.0,25.2894736842105,48.4013079736842
44.4,37.2846153846154,51.2668269230769
3.95,193.5516,138.949869002
7.3,136.995,83.3865600135
34.0,47.6485714285714,56.0756499857143
10.92,38.5,53.3256183333333
91.2,22.9329173166927,51.7405427457098
83.9,27.8576094056172,59.0735676681907
26.0,28.5787965616046,58.3022421919771
78.3,23.6,54.93948
8.035,0.0,98.0
1.66,103.6,51.15242
83.6,22.0668220668221,57.8198980574981
18.83,51.89,56.9579669857143
29.0,46.6262857142857,57.8757710371429
1.56,89.3146666666667,111.413150448
91.11,70.9057142857143,81.3829675285714
1.9,63.2227602905569,71.3350595641647
31.7,44.5954285714286,56.5304102342857
91.075,22.6153846153846,51.2456653846154
42.5,51.5714285714286,57.4568
96.0,63.06375,75.34238425
77.0,24.5472312703583,53.2027938110749
29.9,35.9384615384615,51.2944953846154
5.91,38.5,52.4557766666667
9.23,69.3,62.713
1.56,104.261428571429,112.270166207143
2.45,35.0,119.208533333333
0.032,158.5,190.60439055
63.9,36.0576923076923,51.1523461538462
28.0,8.48024316109423,56.0536857142857
77.1,22.96875,51.79638828125
32.0,34.9401026811181,57.8360714204221
75.1,38.0015313935682,50.8085007848392
95.0,22.6153846153846,51.2456653846154
40.1,50.74,72.849913563
11.6,23.6,60.32224
68.8,38.2676923076923,56.9152184615385
5.8,112.25,121.6098525
6.5,58.3333333333333,173.121823333333
51.1,53.99,97.023210975
96.8,57.8278931750742,72.1838629080119
40.0,31.3955281418658,52.9309474171164
65.0,60.6862745098039,85.2767503921569
75.0,36.1923076923077,48.1715173076923
9.6,52.2222222222222,69.3111344444444
6.3,0.0,127.6
3.95,146.76,113.14145585
0.016,0.0,183.84
86.1,26.0933333333333,60.7866933333333
1.93,166.366,186.440334
21.9,27.0962850644428,51.8940527672479
5.97,148.0,87.2146382
13.65,73.8660477453581,68.3155358090186
0.66,0.0,190.23
40.0,49.6190476190476,17.767592947619
60.7,15.9685863874346,58.4323188481675
6.52,25.7142857142857,35.0168857142857
66.0,31.0628571428571,58.9047128571429
90.0,22.7730441518203,51.4913790859799
32.0,22.7941176470588,50.6705882352941
11.0,37.4742857142857,57.3335565142857
14.5,38.5,39.9875583333333
18.4,57.34,59.1913384704
91.8,65.4285714285714,92.8893728571429
27.0,23.0694444444444,59.6998740277778
8.78,35.2843902439024,71.9890531707317
82.0,35.3609831029186,49.9601721582181
0.095,137.4875,182.76296875
20.0,61.9314285714286,58.4640098571429
9.7,4.0,92.06519
86.9,65.4285714285714,93.7511714285714
1.9,16.6666666666667,120.173656666667
2.3,18.6428571428571,44.5683989285714
28.3,44.5142857142857,57.8683296785714
22.0,50.4785714285714,59.3441
11.9,103.35,45.527240875
3.94,186.98,139.0122006
47.0,37.1230769230769,56.41405
133.2,29.51,54.46526625
0.92,111.0,117.65964225
36.5,39.3,76.04982
130.0,50.8888888888889,85.0923
27.5,47.9278571428571,57.1262333357143
7.0,0.0,186.207
2.0,43.9523809523809,57.5425906285714
6.4,129.0,95.435035
1.72,57.0,67.5842105263158
6.281,117.25,87.837285
0.68,14.0,80.9114
23.6,52.8778571428571,57.1757968571429
33.3,39.4,15.46896
38.0,20.7142857142857,14.6664285714286
12.2,29.3076923076923,47.1465469230769
78.3,24.6979865771812,49.942222147651
76.0,28.8051750380518,51.5442683409437
4.5,26.655,69.98173275
74.0,31.0924869234427,59.6935995363766
4.643,186.76,139.6266966
18.6,80.4,50.1266
5.46,87.7284768211921,63.2782318543046
11.7,52.41,74.00781
6.0,23.0,31.253254
1.7,12.8,25.91092316
1.95,14.5714285714286,112.731305714286
7.55,136.305,155.31997655
25.6,43.6768645143099,57.5087819258424
3.3445,152.83,114.79393
25.0,49.3,71.49985
21.9,23.9218877135883,53.2818613506916
9.2,104.25,118.450785
4.1,90.2142857142857,21.4998832857143
4.1,139.83,133.15877045
64.3,38.5973643410853,58.050108372093
0.15,53.0,66.45758
0.7,84.0,150.6907
1.5,5.5,88.48719
9.0,45.3333333333333,64.369
2.39,73.35,144.673425
13.4,67.0833333333333,65.9083333333333
36.5,54.625,92.0534
44.0,43.45,47.53195
89.0,21.0,56.5029076923077
91.0,22.7368421052632,61.1245947368421
1.3,95.0845771144279,98.3645621890548
70.0,34.7430769230769,52.1256958461538
85.5,20.9429146039604,48.558279950495
117.0,29.4761904761905,41.0877976190476
4.25,72.0,204.64164225
17.8,55.4985714285714,61.0692714285714
24.0,50.9142857142857,57.89087925
0.48,92.0,156.51875
71.6,35.9384615384615,50.4944676923077
20.0,48.7142857142857,59.2678638571429
9.62,99.1,16.631559174
39.0,46.0602409638554,72.8345184738956
0.37,203.86,177.61734
13.7,76.6,54.24085
70.5,38.2653333333333,49.7056686666667
6.5,27.6666666666667,31.7150128666667
81.7,37.8749034749035,51.6824495752896
2.78,12.1,65.78961
88.0,38.8037529319781,51.6334936278343
8.66,51.7777777777778,69.125
2.8,42.7834549878345,59.4813090024331
31.7,50.7864285714286,57.2760194642857
56.0,26.2045454545455,49.6012522727273
2.0,50.25,92.369228
80.0,21.1071428571429,50.4261678571429
9.12,197.238,92.66968096
5.33,54.25,81.2324133333333
92.3,21.5503875968992,57.2238651162791
3.1,35.9763313609467,84.8195126153846
73.0,38.2839313572543,51.7045614274571
90.55,32.0382165605096,51.6546237261147
0.76,82.3333333333333,162.26378
36.0,31.25,57.4722267405063
11.0,47.0776255707762,39.3629181749772
15.8,138.525,99.586035
39.0,37.275,47.789486875
14.0,23.15625,67.1126140625
86.0,51.75,103.977841875
3.33,99.87,124.9600171
17.0,52.7157142857143,57.8783095714286
17.9,29.7474545454545,70.7638582727273
17.8,146.955,77.204846571
0.75,76.5,188.6353
7.46,57.95,66.502137625
90.2,69.5714285714286,80.515091704
31.6,48.5568571428571,55.8297027228571
0.11,80.1,83.60220158
43.4,22.6133333333333,61.9131906666667
44.7,21.3477776007647,57.3930275290744
25.0,39.5011876484561,52.2854768012668
90.0,65.4285714285714,92.6500571428571
7.62,74.6,159.1329
0.954,37.1428571428571,48.6153714285714
58.0,28.7866666666667,66.3783698333333
52.0,29.6615384615385,47.6419004615385
74.6,29.0106666666667,60.2034023333333
185.0,6.33333333333333,11.3602933333333
28.0,59.1641791044776,12.760707761194
95.0,55.7142857142857,85.4978539285714
0.107,175.19,190.965659
50.0,21.5850986121256,51.2057367421476
33.0,18.5384615384615,48.0216
1.34,165.53,49.518155
1.65,79.1166666666667,120.481425
74.0,58.0,55.1605307692308
28.1,24.7555233611011,69.9991997102499
5.9,52.15,65.007839
133.5,52.3428571428571,81.6839857142857
81.0,59.0357142857143,80.2072503071429
28.0,28.6769230769231,44.5813538461538
35.2,43.8857142857143,56.4424922857143
1.242,37.1428571428571,48.6153714285714
60.6,28.632,60.0099255
9.6,50.6678571428571,57.5245544642857
57.3,31.6045627376426,53.9363420152091
1.22,66.48,123.07716
17.6,92.3,53.25694
76.3,40.5375,98.969480125
6.36,32.0,151.7708
23.32,88.6989247311828,70.6496838709677
92.0,30.7692307692308,53.6092865384615
54.0,32.53766851705,52.9475510705789
2.02,15.0,155.94295
1.2,33.0,146.759433333333
10.0,31.7071428571429,53.0262578571429
22.8,55.2544,79.843686124
132.0,20.6153846153846,54.0328030769231
77.0,19.9553072625698,35.2742792513966
3.2,84.0,86.977125
48.0,44.9396240507905,75.1046408813644
40.0,43.95,71.86771798
7.0,24.1345525800131,55.7926070542129
10.0,26.5,97.057714
3.93,40.59,78.629668
1.69,178.96,139.1189312
91.1,37.0653846153846,51.1463428269231
24.7,48.9128571428571,57.0652444214286
21.8,48.2902857142857,57.8816339257143
87.0,27.802,59.927432
89.7,22.737819025522,51.4364804331013
19.2,50.08,69.9541678
3.92,41.05,47.6031708
81.8,35.7519379844961,51.5311284496124
8.4,0.0,28.0855
107.05,48.85,98.66416
4.75,29.0,56.8024285714286
14.0,30.8123076923077,47.6280269230769
6.0,12.5,36.279404
74.4,38.6645126548196,51.2103089929995
94.2,21.0323574730354,56.5653167950693
51.8,21.6923076923077,50.6760846153846
22.9,47.595,71.500340088
50.0,19.9642857142857,55.6828928571429
83.9,28.1968295904888,59.2502461360634
4.9,167.9578,52.007552316
73.0,30.7785714285714,51.7025107142857
0.93,1.5,44.8425
27.1,31.5457413249211,54.1857052050473
80.31,24.3666666666667,61.0632
4.1,40.3030303030303,50.6021002375758
0.4,23.6666666666667,127.475156666667
3.4,38.25,82.250795
8.3,65.15,103.7543
8.42,94.3529411764706,82.5812282352941
66.5,21.6,62.78546
53.0,19.8867134589336,62.7473417559414
25.0,46.816,34.8462782538514
13.0,33.3415384615385,47.9874689115385
67.3,55.2857142857143,78.8401528571429
93.9,22.96875,51.79638828125
63.0,96.85,102.53163
5.05,126.04,123.6228
7.2,87.64,161.9488388
19.0,46.4741641337386,71.3120769274164
24.0,29.877576321091,53.4818117464745
0.64,21.0,64.6758
63.5,36.6307692307692,51.17101
1.86,64.5,97.8811025
2.5,7.66666666666667,118.429333333333
3.6,53.7716346153846,83.1965625
136.0,46.6703296703297,91.0184747252747
17.5,45.0714285714286,57.0872746428571
90.0,37.2860447185813,51.3332761372398
35.0,50.66,72.811980064
4.0,38.9,68.42441215
35.0,43.8857142857143,56.4424922857143
68.5,30.1063829787234,53.168540387538
60.0,23.1496062992126,52.0782543307087
19.1,59.5357142857143,61.0102142857143
92.5,41.14,86.165992
22.0,53.8,48.78065121875
110.0,41.9,86.833608
85.6,16.2666666666667,59.2244
30.8,48.75,103.7262393125
76.2,32.9226666666667,65.7027302066667
0.92,0.0,95.96
33.5,46.2727272727273,72.1897007313131
82.0,38.3636363636364,49.4380369454545
17.5,26.0904425914047,46.13487177678
23.4,42.9142857142857,57.8626922857143
8.0,57.0740740740741,44.2694259259259
93.7,55.8830409356725,71.2783415204678
7.74,53.14,107.146655
73.3,43.24,96.690448
0.29,84.4264705882353,105.442739558824
31.6,48.7945714285714,57.05059143
0.019,130.73,109.465757
78.0,23.7673343605547,45.555713559322
34.45,40.5,50.6182875
35.0,29.2153846153846,42.9467919230769
22.8,47.91,71.477847564
124.0,23.9315789473684,58.5826636842105
38.81,9.66666666666667,15.309
2.97,27.071,67.97236855
14.1,49.7735714285714,56.5863361928571
8.7,52.48,91.8633044
83.0,37.1373456790123,51.7556986111111
8.0,20.8546195652174,61.8085305706522
52.0,63.7333333333333,54.07885
2.42,146.275,95.38321625
13.0,36.3015384615385,51.2795238461538
28.1,18.6331877729258,56.0185503275109
4.44,90.1897810218978,70.0854973722628
26.7,50.3914285714286,57.2484068142857
95.3,18.4693333333333,59.4779573333333
33.0,30.2131782945736,46.1436596899225
70.0,23.6571428571429,47.7394
51.0,32.8766025641026,53.8480045673077
3.9,117.25,87.837285
1.3,64.6666666666667,200.377712666667
36.0,56.44,15.6244
7.42,118.4,110.51468
14.1,46.46375,45.18517375
2.12,61.25,91.5521875
8.1,149.28,87.6223157
29.3,50.0314285714286,56.4369915714286
10.2,20.0,59.21538
28.5,47.595,71.500340088
91.95,37.3597756410256,52.6729370592949
4.51,108.166666666667,114.963103
51.0,48.6233766233766,79.7054779220779
20.55,50.4785714285714,59.3441
69.0,7.58,50.94721
14.0,27.890625,46.24719125
93.0,48.75,97.046275
96.0,70.6388888888889,83.0087013888889
7.13,0.0,92.90638
29.4,40.5365853658537,76.4023765853659
15.2,60.0483383685801,14.0210239468278
16.3,32.6498054474708,53.0734918287938
31.9,61.7639583333333,62.675874834375
70.2,35.3733333333333,50.409294
12.2,73.04,93.8540533333333
