range_atomic_radius,range_fie,wtd_mean_fie
205.0,810.6,1003.62307692308
205.0,810.6,1003.62307692308
205.0,810.6,1003.62307692308
205.0,810.6,1020.58387096774
205.0,810.6,1040.744
205.0,810.6,1040.368
205.0,810.6,1161.28977777778
205.0,810.6,1039.616
205.0,810.6,1039.24
205.0,810.6,1038.864
205.0,810.6,1039.992
205.0,810.6,1044.88666666667
171.0,764.1,1014.26923076923
171.0,764.1,827.5
205.0,810.6,733.442857142857
205.0,810.6,732.442857142857
205.0,810.6,735.328571428571
205.0,810.6,1001.22403100775
205.0,810.6,731.742857142857
205.0,810.6,741.878571428571
205.0,810.6,746.421428571429
205.0,810.6,743.764285714286
205.0,810.6,1003.62307692308
205.0,810.6,1003.45384615385
205.0,810.6,1002.97769230769
205.0,810.6,1002.33230769231
171.0,772.0,1011.54071428571
171.0,772.0,1011.50928571429
171.0,772.0,1011.47785714286
205.0,810.6,1002.20323076923
205.0,810.6,1002.07415384615
205.0,810.6,1001.94507692308
205.0,810.6,1001.88053846154
205.0,810.6,1001.29969230769
205.0,810.6,1003.62307692308
205.0,810.6,998.7875
205.0,810.6,1000.97692307692
205.0,810.6,1006.90121765601
205.0,810.6,1014.57893175074
205.0,810.6,1025.6
205.0,810.6,1044.88666666667
205.0,810.6,1000.75648854962
205.0,810.6,1003.89510703364
205.0,810.6,995.502496099844
205.0,810.6,993.304563335956
205.0,810.6,996.594539781591
205.0,810.6,992.973517786561
205.0,810.6,995.586231313926
205.0,810.6,995.746153846154
205.0,810.6,996.810691823899
205.0,810.6,1001.0103343465
205.0,810.6,1000.4760488177
171.0,772.0,1011.54071428571
171.0,772.0,1011.54071428571
205.0,810.6,995.792525570417
205.0,810.6,1012.98049155146
205.0,810.6,996.526910953507
205.0,810.6,989.621274193548
205.0,810.6,998.706869633099
205.0,810.6,995.559889937107
205.0,810.6,1000.56165891473
205.0,810.6,1003.79227692308
205.0,810.6,738.454601139601
205.0,810.6,1001.22403100775
205.0,810.6,986.56063812601
205.0,810.6,988.91375
205.0,810.6,1003.78576923077
205.0,810.6,1003.78576923077
205.0,810.6,1003.94846153846
205.0,810.6,1003.62307692308
205.0,810.6,1003.67188461538
205.0,810.6,1003.67188461538
205.0,810.6,1003.73696153846
211.0,1177.5,837.635782747604
211.0,1177.5,1056.60356472796
211.0,1177.5,747.152561562412
211.0,1177.5,747.152561562412
211.0,1177.5,760.041870202373
211.0,1177.5,740.504561003421
211.0,1177.5,742.775486989905
211.0,1177.5,745.035460992908
205.0,810.6,738.357142857143
205.0,810.6,735.328571428571
205.0,810.6,733.442857142857
205.0,810.6,731.442857142857
205.0,810.6,732.442857142857
205.0,810.6,738.357142857143
171.0,772.0,1011.54071428571
171.0,772.0,1011.53442857143
171.0,772.0,1011.52814285714
171.0,772.0,1011.51557142857
171.0,772.0,785.30525
205.0,810.6,711.911111111111
205.0,810.6,690.97
205.0,810.6,738.357142857143
205.0,810.6,736.488571428571
205.0,810.6,734.62
205.0,810.6,732.751428571429
205.0,810.6,730.882857142857
205.0,810.6,729.014285714286
205.0,810.6,727.145714285714
171.0,764.1,774.066666666667
171.0,764.1,738.0475
171.0,764.1,704.638888888889
171.0,764.1,774.066666666667
171.0,772.0,1014.03669064748
205.0,810.6,1003.62307692308
205.0,810.6,998.9502265625
205.0,810.6,1008.87232156273
205.0,810.6,997.307221350079
205.0,810.6,1001.9694508894
205.0,810.6,1001.76137770898
205.0,810.6,1001.81594427245
205.0,810.6,1002.16573859242
205.0,810.6,1004.05692307692
205.0,810.6,1001.29876256767
205.0,810.6,1000.64988399072
205.0,810.6,998.866072811774
205.0,810.6,999.509545804465
205.0,810.6,998.46
205.0,810.6,1000.42867132867
205.0,810.6,999.140561622465
205.0,810.6,1001.24434108527
205.0,810.6,1001.75750773994
205.0,810.6,999.380031201248
205.0,810.6,999.726656274357
205.0,810.6,1001.0448757764
205.0,810.6,1002.70370084811
205.0,810.6,1000.2881342701
205.0,810.6,1001.05621579359
205.0,810.6,1001.09372056515
205.0,810.6,1000.01050583658
205.0,810.6,735.328571428571
205.0,810.6,736.657142857143
205.0,810.6,737.985714285714
205.0,810.6,739.314285714286
205.0,810.6,740.642857142857
205.0,810.6,741.971428571429
147.0,817.5,951.961875
147.0,817.5,935.466867469879
171.0,764.1,774.066666666667
171.0,764.1,774.066666666667
205.0,810.6,1003.62307692308
205.0,810.6,1000.43846153846
205.0,810.6,997.830769230769
205.0,810.6,1003.62307692308
205.0,810.6,728.571428571429
205.0,810.6,998.7875
205.0,810.6,726.371428571429
171.0,764.1,774.066666666667
171.0,772.0,1011.59714285714
205.0,810.6,1019.69714285714
205.0,810.6,1043.64253333333
205.0,810.6,1019.69714285714
205.0,810.6,1000.97692307692
205.0,810.6,1001.4
205.0,810.6,1001.62
205.0,810.6,1001.82307692308
205.0,810.6,1002.04307692308
205.0,810.6,1002.24615384615
205.0,810.6,1002.66923076923
205.0,810.6,738.558571428571
205.0,810.6,738.76
205.0,810.6,738.961428571429
205.0,810.6,739.162857142857
205.0,810.6,738.231428571429
205.0,810.6,738.105714285714
205.0,810.6,738.544285714286
205.0,810.6,738.918571428571
205.0,810.6,739.105714285714
205.0,810.6,740.654285714286
205.0,810.6,742.951428571429
205.0,810.6,731.442857142857
205.0,810.6,738.357142857143
205.0,810.6,738.357142857143
171.0,772.0,1011.54071428571
205.0,810.6,1002.85553846154
205.0,810.6,1001.70423076923
205.0,810.6,999.785384615384
205.0,810.6,1003.14622496148
205.0,810.6,1003.75323076923
205.0,810.6,1001.99230769231
205.0,810.6,998.353846153846
205.0,810.6,726.371428571429
205.0,810.6,727.2
205.0,810.6,726.702857142857
205.0,810.6,727.697142857143
205.0,810.6,738.099142857143
205.0,810.6,737.841142857143
205.0,810.6,737.454142857143
205.0,810.6,737.067142857143
205.0,810.6,739.046285714286
205.0,810.6,739.735428571429
205.0,810.6,740.769142857143
205.0,810.6,741.802857142857
205.0,810.6,737.638
205.0,810.6,736.918857142857
205.0,810.6,735.827038626609
205.0,810.6,734.761428571428
205.0,810.6,738.632857142857
205.0,810.6,739.184285714286
205.0,810.6,739.735714285714
205.0,810.6,740.287142857143
205.0,810.6,1003.62307692308
205.0,810.6,997.169230769231
205.0,810.6,997.830769230769
205.0,810.6,998.353846153846
205.0,810.6,1001.99230769231
205.0,810.6,999.9
205.0,810.6,1000.43846153846
205.0,810.6,1000.97692307692
205.0,810.6,1001.59230769231
205.0,810.6,1002.66923076923
205.0,810.6,1025.6
205.0,810.6,1025.6
205.0,810.6,1001.99230769231
205.0,810.6,999.9
205.0,810.6,997.830769230769
205.0,810.6,1000.43846153846
205.0,810.6,1003.62307692308
205.0,810.6,997.169230769231
205.0,810.6,973.007692307692
205.0,810.6,944.666666666667
205.0,810.6,974.192307692308
205.0,810.6,1001.99230769231
205.0,810.6,977.830769230769
205.0,810.6,1000.98207913111
205.0,810.6,1006.4366539924
205.0,810.6,1008.95808878856
205.0,810.6,1010.04835820896
205.0,810.6,738.357142857143
205.0,810.6,738.931428571429
205.0,810.6,739.505714285714
205.0,810.6,740.08
205.0,810.6,740.654285714286
205.0,810.6,741.802857142857
205.0,810.6,742.951428571429
205.0,810.6,745.248571428571
205.0,810.6,999.580620155039
205.0,810.6,999.908527131783
205.0,810.6,999.88527131783
205.0,810.6,1001.22403100775
171.0,764.1,1007.38
205.0,810.6,1003.28461538462
205.0,810.6,999.938511699271
205.0,810.6,999.522102839601
205.0,810.6,998.622491349481
205.0,810.6,996.499845320959
205.0,810.6,995.464341085271
205.0,810.6,1008.45996984546
205.0,810.6,1007.70853152133
205.0,810.6,1006.14245640637
205.0,810.6,1003.73893129771
205.0,810.6,1001.90015343306
205.0,810.6,1000.16358381503
205.0,810.6,1007.10840657241
205.0,810.6,1007.1641221374
205.0,810.6,1004.75103766334
205.0,810.6,1003.14399845619
205.0,810.6,1002.96574074074
205.0,810.6,1003.72677953059
205.0,810.6,1003.05605242868
205.0,810.6,1002.42818532819
205.0,810.6,1002.18809891808
205.0,810.6,1002.5027027027
205.0,810.6,1001.37364341085
205.0,810.6,1001.4484496124
205.0,810.6,1001.52325581395
205.0,810.6,1003.02432432432
205.0,810.6,1004.51384615385
205.0,810.6,1005.99195402299
205.0,810.6,1006.99143730887
205.0,810.6,735.328571428571
205.0,810.6,735.479642857143
205.0,810.6,735.630714285714
205.0,810.6,735.781785714286
205.0,810.6,735.932857142857
205.0,810.6,738.357142857143
205.0,810.6,738.357142857143
205.0,810.6,727.742857142857
205.0,810.6,730.846428571429
205.0,810.6,737.053571428571
205.0,810.6,740.157142857143
205.0,810.6,746.364285714286
205.0,810.6,1004.77331288344
171.0,764.1,723.07
171.0,764.1,737.0375
205.0,810.6,1002.69822530864
205.0,810.6,1002.98299922899
205.0,810.6,1004.48641596316
205.0,810.6,1003.61173979985
205.0,810.6,1006.51952707857
205.0,810.6,1003.82036894696
205.0,810.6,999.663862928349
205.0,810.6,1000.5347826087
205.0,810.6,1001.7800618238
171.0,772.0,1011.22351679771
171.0,772.0,1011.20294538176
171.0,772.0,1010.89115373604
171.0,772.0,1011.53507142857
171.0,772.0,1011.54071428571
171.0,772.0,1010.02152498564
171.0,772.0,1009.23218142549
171.0,772.0,1008.21270047681
171.0,772.0,1007.88272819326
205.0,810.6,994.935433070866
205.0,810.6,998.016795069337
205.0,810.6,736.528571428571
205.0,810.6,734.7
205.0,810.6,732.871428571429
205.0,810.6,731.042857142857
205.0,810.6,729.214285714286
205.0,810.6,727.385714285714
205.0,810.6,725.557142857143
205.0,810.6,1010.82
205.0,810.6,783.00025
171.0,772.0,1010.62005730659
171.0,772.0,785.321875
171.0,772.0,1010.67664756447
171.0,772.0,785.420625
171.0,772.0,1011.16580829757
171.0,772.0,785.56875
147.0,772.0,1010.63552461605
147.0,772.0,1009.89415154134
147.0,772.0,1009.14741940147
205.0,810.6,1002.18809891808
205.0,810.6,1000.98207913111
205.0,810.6,999.766666666667
205.0,810.6,999.522447388932
205.0,810.6,997.554901960784
205.0,810.6,996.312598425197
205.0,810.6,988.648387096774
205.0,810.6,1001.03130333592
205.0,810.6,1001.81594427245
205.0,810.6,990.985086342229
205.0,810.6,983.76062992126
205.0,810.6,1014.85166666667
205.0,810.6,999.633800623053
205.0,810.6,998.633333333333
205.0,810.6,992.719644238206
205.0,810.6,992.433855799373
205.0,810.6,995.421428571429
205.0,810.6,1001.9694508894
205.0,810.6,994.633238321457
171.0,772.0,1011.65357142857
205.0,810.6,858.546666666667
183.0,772.0,1011.68
205.0,810.6,1003.62307692308
205.0,810.6,1005.48307692308
205.0,810.6,1005.48307692308
205.0,810.6,728.571428571429
205.0,810.6,994.150583657588
205.0,810.6,994.792307692308
205.0,810.6,997.049034749035
205.0,810.6,998.651114527287
205.0,810.6,999.364620107444
205.0,810.6,1000.52616679418
171.0,781.6,782.64925
205.0,810.6,997.554901960784
205.0,810.6,996.810691823899
205.0,810.6,994.304437400951
205.0,810.6,1000.97692307692
171.0,764.1,1005.86666666667
205.0,894.6,1023.06
147.0,772.0,1016.87279102384
171.0,772.0,1011.48428571429
171.0,772.0,1011.65357142857
171.0,764.1,737.0375
171.0,764.1,723.07
205.0,810.6,696.9125
205.0,810.6,998.7875
205.0,810.6,738.357142857143
205.0,810.6,1003.62307692308
171.0,764.1,1004.87947019868
171.0,764.1,1018.17443946188
171.0,764.1,774.962809917355
171.0,764.1,774.476666666667
205.0,810.6,738.719714285714
205.0,810.6,738.961428571429
171.0,764.1,702.737333333333
171.0,764.1,1002.75210526316
205.0,810.6,992.526294820717
205.0,894.6,1022.22
205.0,810.6,1003.45576923077
205.0,810.6,1001.22403100775
205.0,810.6,999.277847113884
205.0,810.6,995.311690363349
205.0,810.6,990.469687249399
205.0,810.6,990.210754414125
190.0,773.0,988.633333333333
205.0,810.6,1007.01333333333
205.0,810.6,993.237777777778
205.0,810.6,992.808888888889
158.0,781.6,1008.81285714286
205.0,810.6,1000.25396578538
205.0,810.6,1002.66790123457
205.0,810.6,690.97
205.0,810.6,738.294285714286
205.0,810.6,738.231428571429
205.0,810.6,739.505714285714
205.0,810.6,740.654285714286
205.0,810.6,726.371428571429
205.0,810.6,726.308571428571
205.0,810.6,726.245714285714
205.0,810.6,727.52
205.0,810.6,728.668571428571
205.0,810.6,735.328571428571
205.0,810.6,735.265714285714
205.0,810.6,735.202857142857
205.0,810.6,736.477142857143
205.0,810.6,737.625714285714
205.0,810.6,731.442857142857
205.0,810.6,731.38
205.0,810.6,731.317142857143
205.0,810.6,732.591428571429
205.0,810.6,733.74
205.0,810.6,733.442857142857
205.0,810.6,733.38
205.0,810.6,733.317142857143
205.0,810.6,734.591428571429
205.0,810.6,735.74
171.0,764.1,1060.14461538462
205.0,810.6,1004.11694915254
205.0,810.6,979.141152263374
205.0,810.6,984.283144246353
205.0,810.6,983.48180341186
205.0,810.6,992.847434885556
205.0,810.6,998.80100697134
205.0,894.6,1022.22
171.0,772.0,1011.48428571429
171.0,772.0,1011.54071428571
171.0,772.0,1011.59714285714
171.0,772.0,1011.71
205.0,810.6,1003.62307692308
205.0,810.6,1003.62307692308
205.0,810.6,1002.71580003086
205.0,810.6,942.645729047843
205.0,810.6,1003.02580023139
205.0,810.6,1003.32427745665
205.0,810.6,1003.5625577812
205.0,810.6,1004.52549757934
205.0,810.6,1004.90466830467
205.0,810.6,1005.90802511678
205.0,810.6,1006.35510594355
205.0,810.6,1006.7665902316
205.0,810.6,1007.76046653453
205.0,810.6,1000.79060559006
205.0,810.6,1001.08370830101
205.0,810.6,1002.25158546017
205.0,810.6,1003.81830769231
205.0,810.6,1004.01353846154
171.0,764.1,1005.86666666667
171.0,764.1,1008.56
171.0,764.1,1009.42666666667
205.0,810.6,690.97
205.0,810.6,696.9125
158.0,781.6,1008.81285714286
171.0,781.6,1010.12428571429
147.0,772.0,1011.37142857143
177.0,764.1,703.625
178.0,764.1,704.041666666667
178.0,764.1,704.625
174.0,764.1,705.291666666667
174.0,764.1,706.458333333333
171.0,800.1,698.958333333333
171.0,764.1,707.491666666667
171.0,772.0,701.3
171.0,773.0,701.216666666667
199.0,786.5,700.091666666667
171.0,781.6,700.5
190.0,773.0,701.216666666667
183.0,766.2,701.783333333333
185.0,764.1,705.725
171.0,781.6,1010.18357142857
205.0,810.6,997.169230769231
205.0,810.6,997.392307692308
205.0,810.6,997.615384615385
205.0,810.6,997.838461538462
205.0,810.6,738.357142857143
205.0,810.6,690.97
205.0,810.6,1002.14357197844
205.0,810.6,1001.75280985373
205.0,810.6,1000.64783616692
205.0,810.6,1000.02006196747
205.0,810.6,1001.8062403698
205.0,810.6,997.830769230769
205.0,810.6,735.328571428571
205.0,810.6,735.391745215653
205.0,810.6,735.429285714286
205.0,810.6,735.469571428571
205.0,810.6,735.53
205.0,810.6,735.630714285714
205.0,810.6,735.731428571429
205.0,810.6,735.932857142857
205.0,810.6,1002.66790123457
171.0,772.0,1009.42805755396
171.0,764.1,1005.86666666667
171.0,800.1,1005.35733333333
171.0,800.1,1004.848
171.0,800.1,1004.33866666667
171.0,800.1,1003.82933333333
171.0,800.1,1003.32
171.0,817.5,1005.24133333333
171.0,817.5,1004.616
171.0,817.5,1003.99066666667
171.0,764.1,1005.86666666667
171.0,817.5,1005.24133333333
171.0,817.5,1004.616
171.0,817.5,1003.99066666667
171.0,764.1,1005.86666666667
171.0,817.5,1005.24133333333
171.0,817.5,1004.616
171.0,817.5,1003.99066666667
205.0,810.6,989.95140562249
205.0,810.6,991.244
205.0,810.6,998.7875
205.0,810.6,1003.62307692308
205.0,810.6,998.7875
205.0,810.6,1002.42818532819
171.0,764.1,724.398428290766
171.0,764.1,1024.49907407407
171.0,764.1,774.066666666667
171.0,772.0,1005.76133333333
171.0,772.0,1005.656
171.0,772.0,1005.55066666667
195.0,894.6,1004.12666666667
195.0,894.6,1002.38666666667
195.0,894.6,1004.12666666667
195.0,894.6,1002.38666666667
195.0,894.6,1004.12666666667
195.0,894.6,1002.38666666667
205.0,810.6,1002.94
205.0,810.6,1002.25692307692
205.0,810.6,1001.57384615385
205.0,810.6,1000.89076923077
205.0,810.6,1000.20769230769
205.0,810.6,989.269193934557
205.0,810.6,992.087341772152
205.0,810.6,995.603912363067
205.0,810.6,997.824164724165
205.0,810.6,1000.97692307692
171.0,764.1,1006.04
171.0,764.1,1005.86666666667
171.0,764.1,1006.21333333333
171.0,764.1,1006.38666666667
171.0,764.1,1006.56
171.0,764.1,1006.73333333333
171.0,764.1,1006.64666666667
205.0,810.6,1002.66790123457
205.0,810.6,1000.77776917119
205.0,810.6,1000.0899302866
205.0,810.6,998.671428571428
205.0,810.6,1001.47202152191
205.0,810.6,998.470542635659
205.0,810.6,1000.78946963874
205.0,810.6,1003.62307692308
205.0,810.6,998.353846153846
205.0,810.6,1005.98549618321
171.0,772.0,1011.54071428571
147.0,772.0,766.221428571429
147.0,772.0,745.32625
199.0,786.5,765.185714285714
205.0,894.6,1022.22
205.0,810.6,995.435691823899
205.0,810.6,994.228404669261
205.0,810.6,1001.22403100775
205.0,810.6,1003.43075734158
205.0,810.6,1004.70458015267
205.0,810.6,1009.87108433735
205.0,810.6,690.97
147.0,772.0,1011.37142857143
205.0,810.6,1010.70971428571
171.0,772.0,1011.552
171.0,772.0,1011.53565714286
171.0,772.0,1011.52057142857
171.0,764.1,1007.21333333333
171.0,764.1,1007.21333333333
171.0,764.1,1007.21333333333
171.0,764.1,1011.58181818182
171.0,764.1,1005.86666666667
171.0,764.1,1002.55789473684
171.0,764.1,737.0375
205.0,810.6,998.353846153846
171.0,764.1,740.781625
171.0,764.1,727.61
142.0,793.2,1125.49832635983
171.0,764.1,725.34
171.0,764.1,723.07
171.0,764.1,723.17135678392
171.0,764.1,723.481632653061
171.0,764.1,723.439
171.0,764.1,723.036274509804
171.0,764.1,723.003846153846
205.0,810.6,1003.62307692308
205.0,810.6,1003.23584615385
205.0,810.6,1002.84861538462
205.0,810.6,1002.07415384615
205.0,810.6,1001.29969230769
205.0,810.6,1000.52523076923
205.0,810.6,999.750769230769
205.0,810.6,1003.65561538462
205.0,810.6,1003.67839230769
205.0,810.6,1003.73045384615
205.0,810.6,1003.84108461538
205.0,810.6,1003.62307692308
205.0,810.6,817.5714
205.0,810.6,706.945454545454
205.0,810.6,1005.98549618321
205.0,810.6,736.625352112676
205.0,810.6,1030.908
205.0,810.6,1003.62307692308
205.0,810.6,1002.85553846154
205.0,810.6,1002.47176923077
205.0,810.6,1002.088
205.0,810.6,1001.70423076923
205.0,810.6,1001.32046153846
205.0,810.6,1000.55292307692
205.0,810.6,999.785384615384
205.0,810.6,997.907692307692
171.0,764.1,990.557894736842
171.0,764.1,997.558823529412
205.0,810.6,690.255877034358
171.0,764.1,737.281111111111
205.0,810.6,1002.18809891808
205.0,810.6,1003.62307692308
205.0,810.6,998.295618153365
205.0,810.6,997.802194357367
205.0,810.6,996.810691823899
205.0,810.6,993.798412698413
205.0,810.6,992.014604948124
205.0,810.6,991.501278976819
205.0,810.6,986.010569105691
205.0,810.6,1006.27610687023
171.0,772.0,1011.54071428571
171.0,772.0,1011.65557142857
171.0,772.0,1011.77042857143
171.0,772.0,1011.88528571429
171.0,772.0,1012.00014285714
205.0,810.6,988.909830781628
205.0,810.6,1000.98207913111
205.0,810.6,995.562509865825
205.0,810.6,992.78152866242
205.0,810.6,990.986309047238
205.0,810.6,1003.67188461538
205.0,810.6,1003.73696153846
205.0,810.6,1003.78576923077
205.0,810.6,1003.94846153846
205.0,810.6,1005.73821538462
205.0,810.6,1005.47846153846
205.0,810.6,1005.25581538462
205.0,810.6,1004.84763076923
205.0,810.6,1004.62498461538
205.0,810.6,1004.25390769231
205.0,810.6,1003.99415384615
205.0,810.6,1003.62307692308
205.0,810.6,1003.62307692308
205.0,810.6,1003.62272132913
205.0,810.6,1003.60536398467
205.0,810.6,1003.38084291188
205.0,810.6,1001.22403100775
205.0,810.6,996.466810877627
205.0,810.6,997.559699190127
205.0,810.6,998.12
205.0,810.6,998.843076923077
171.0,764.1,1006.43866666667
171.0,764.1,1006.16133333333
171.0,764.1,1005.86666666667
171.0,764.1,1006.73333333333
171.0,764.1,773.101639344262
171.0,764.1,772.167741935484
171.0,764.1,771.263492063492
171.0,764.1,770.3875
171.0,764.1,787.949019607843
171.0,764.1,786.55
171.0,764.1,785.203773584906
171.0,764.1,783.907407407407
250.0,937.6,1003.13461538462
171.0,764.1,740.885
205.0,810.6,1001.22403100775
205.0,810.6,1002.42818532819
205.0,810.6,1003.62307692308
205.0,810.6,728.571428571429
205.0,810.6,1003.62307692308
205.0,810.6,1003.62307692308
205.0,810.6,1003.48030769231
205.0,810.6,1003.33753846154
205.0,810.6,1003.19476923077
205.0,810.6,1003.62307692308
205.0,810.6,1003.23930769231
205.0,810.6,1002.85553846154
205.0,810.6,1002.47176923077
205.0,810.6,1002.088
205.0,810.6,1001.70423076923
205.0,810.6,1001.32046153846
205.0,810.6,1000.93669230769
205.0,810.6,1000.55292307692
205.0,810.6,1000.16915384615
205.0,810.6,999.401615384615
205.0,810.6,998.634076923077
205.0,810.6,997.866538461538
205.0,810.6,995.947692307692
205.0,810.6,1003.62307692308
205.0,810.6,1003.99415384615
205.0,810.6,1004.36523076923
205.0,810.6,1004.73630769231
205.0,810.6,1005.10738461538
205.0,810.6,1005.47846153846
205.0,810.6,1005.84953846154
205.0,810.6,1004.43853211009
205.0,810.6,1006.22061538462
205.0,810.6,1007.33384615385
205.0,810.6,1006.59169230769
171.0,781.6,731.55
171.0,781.6,731.33125
171.0,781.6,731.1125
171.0,781.6,730.89375
171.0,764.1,737.0375
171.0,772.0,736.93875
171.0,772.0,736.84
171.0,772.0,736.74125
171.0,772.0,736.6425
171.0,772.0,736.54375
171.0,772.0,736.445
171.0,764.1,827.5
171.0,781.6,827.28125
171.0,781.6,827.0625
171.0,781.6,826.84375
171.0,781.6,826.625
171.0,781.6,826.40625
171.0,781.6,826.1875
171.0,781.6,825.96875
171.0,781.6,697.483333333333
171.0,781.6,697.86847826087
171.0,781.6,698.415789473684
171.0,781.6,698.590625
171.0,781.6,698.761855670103
171.0,781.6,699.255
199.0,786.5,697.527956989247
199.0,786.5,697.9
199.0,786.5,698.168911917098
199.0,786.5,698.429591836735
199.0,786.5,698.765
205.0,810.6,1003.60953846154
205.0,810.6,1003.58923076923
205.0,810.6,1003.55538461538
205.0,810.6,1003.48769230769
205.0,810.6,1003.35230769231
171.0,764.1,1005.86666666667
205.0,810.6,770.2922
171.0,781.6,688.864772727273
171.0,781.6,689.45
171.0,781.6,690.009782608696
171.0,781.6,690.805263157895
190.0,773.0,691.361111111111
199.0,786.5,688.361111111111
171.0,781.6,713.052941176471
171.0,781.6,693.942105263158
171.0,781.6,713.172222222222
171.0,781.6,695.005
171.0,781.6,687.935294117647
158.0,781.6,1005.73924963925
199.0,786.5,1007.51785714286
190.0,773.0,1011.08571428571
205.0,810.6,1003.35230769231
190.0,773.0,1009.34100719424
171.0,764.1,827.5
171.0,772.0,800.962
171.0,772.0,1011.59714285714
171.0,772.0,785.233
171.0,772.0,785.312
171.0,772.0,785.391
171.0,772.0,785.47
171.0,772.0,785.549
171.0,772.0,1011.473
205.0,810.6,996.312598425197
205.0,810.6,1010.26857142857
147.0,772.0,1011.37142857143
171.0,764.1,720.633333333333
171.0,772.0,1011.45607142857
171.0,772.0,1011.49895714286
171.0,772.0,1011.5836
171.0,772.0,1011.62535714286
171.0,772.0,1011.66824285714
205.0,810.6,1005.43928571429
205.0,810.6,1000.54642857143
205.0,810.6,1003.925
205.0,810.6,1001.98214285714
205.0,810.6,1002.48214285714
205.0,810.6,1002.98214285714
205.0,894.6,1025.076
205.0,894.6,777.282608695652
205.0,894.6,1015.32352941176
205.0,894.6,1010.67898832685
217.0,910.3,1014.70784313725
205.0,894.6,1022.22
205.0,810.6,996.39340854648
205.0,810.6,997.830769230769
205.0,810.6,996.050413862458
205.0,810.6,995.386821705426
205.0,810.6,994.844059636589
205.0,810.6,993.229555919769
205.0,810.6,992.227847803961
205.0,810.6,991.245123291974
205.0,810.6,990.611999370525
205.0,810.6,986.630348892783
205.0,810.6,738.357142857143
205.0,810.6,727.742857142857
205.0,810.6,726.371428571429
205.0,810.6,727.6
205.0,810.6,728.571428571429
205.0,810.6,731.442857142857
205.0,810.6,732.442857142857
205.0,810.6,733.442857142857
205.0,810.6,734.585714285714
171.0,764.1,1005.86666666667
171.0,764.1,1005.86666666667
158.0,781.6,1008.81285714286
171.0,764.1,737.0375
205.0,810.6,1000.44345794393
205.0,810.6,1001.34282389449
205.0,810.6,1002.25854601701
205.0,810.6,1002.80942812983
205.0,810.6,1003.1200927357
205.0,810.6,1003.43075734158
205.0,810.6,1003.23664596273
205.0,810.6,1005.44055727554
205.0,810.6,1003.65561538462
