wtd_gmean_FusionHeat,wtd_mean_FusionHeat,wtd_std_FusionHeat
8.57090227437568,10.2767777777778,3.2766579951658
5.52261778158957,8.977,4.38732473534081
1.01831758560846,3.74737410071942,4.57889906307541
1.33691977973836,5.25030769230769,5.64855656694176
1.37858903383409,5.3673828125,5.72012950249639
1.29404269602928,5.24689706987228,5.85064920944461
1.3868154217745,5.3529262166405,5.65957683702128
1.35008687568845,5.27861252900232,5.65322901268114
1.35213803124162,5.28415170278638,5.65601241907461
1.35241045568915,5.28686068111455,5.65992149753857
1.35106561466002,5.28835730858469,5.66728859761568
1.33906288577593,5.27184615384615,5.67969584567768
1.34892215299471,5.26824903325599,5.64077059370485
1.34786696136735,5.2589682907966,5.6298411712117
1.34952124525169,5.24818125484121,5.6087320899923
1.33252659374236,5.19875134719015,5.58314274425793
1.3286210148245,5.17646153846154,5.56045228674216
1.36427051871008,5.33295571095571,5.70937844886111
1.37688730378527,5.38487051482059,5.76606316544064
1.35610386672202,5.29409302325581,5.66091543182111
1.3529773217806,5.29343962848297,5.67193709179591
1.37332409482969,5.34508892355694,5.69603161033865
1.37364704921965,5.36525798908807,5.73490981904548
1.36621376361892,5.3693602484472,5.77157910193115
1.35096551376044,5.35677255204318,5.81273030370236
1.36682049125306,5.28000156128025,5.61755611254513
1.36453120807137,5.2429538702111,5.57855541874686
1.36807063863832,5.21752590266876,5.54013682946581
1.36523532357071,5.30900389105058,5.65509056614206
6.114138357529,9.36028571428571,4.30240204385164
6.114138357529,9.36028571428571,4.30240204385164
6.114138357529,9.36028571428571,4.30240204385164
6.114138357529,9.36028571428571,4.30240204385164
6.114138357529,9.36028571428571,4.30240204385164
6.114138357529,9.36028571428571,4.30240204385164
1.28027438425063,4.060125,4.40706699340673
1.31348061961775,4.00734939759036,4.33526291481519
5.52261778158957,8.977,4.38732473534081
5.52261778158957,8.977,4.38732473534081
1.33691977973836,5.25030769230769,5.64855656694176
1.37865275358008,5.68107692307692,6.27942141457118
1.30706967575106,5.02723076923077,5.45523988267379
1.33691977973836,5.25030769230769,5.64855656694176
6.05107904693278,9.26028571428571,4.29449886363891
1.37495656687631,5.328875,5.65716290284936
5.82219108421513,8.946,4.36009292168347
5.52261778158957,8.977,4.38732473534081
1.04098598567486,3.84685714285714,4.66691955388659
1.17622815861312,4.86685714285714,5.51821719213659
1.04379689885607,4.49493333333333,5.43811591719861
1.17622815861312,4.86685714285714,5.51821719213659
1.39545793854822,5.90415384615385,6.71403560685952
1.37020865184936,5.66953846153846,6.42792779883084
1.35726009937732,5.54753846153846,6.27052941717026
1.34541622340555,5.43492307692308,6.11948925045142
1.3327019608427,5.31292307692308,5.94913320721261
1.32107238686584,5.20030769230769,5.78514933501309
1.29716902544986,4.96569230769231,5.42011699255816
6.23429710086298,9.57028571428571,4.36855163033914
6.23893503698445,9.58028571428571,4.37741220730388
6.24357642344701,9.59028571428571,4.38623208669666
6.2482212628175,9.60028571428571,4.39501151353232
6.25394294089357,9.61885714285714,4.4337245686917
6.27831790270031,9.67742857142857,4.50582032668043
6.24859380753224,9.60457142857143,4.41082657809631
6.28662896125752,9.69314285714286,4.51013390452376
6.3057332701507,9.73742857142857,4.55833111243712
6.1784429600323,9.47814285714286,4.34633162000099
6.12764443032097,9.396,4.33141468147038
6.20597430987829,9.51742857142857,4.34279629656623
6.22966261251767,9.56028571428571,4.35965010766053
6.22966261251767,9.56028571428571,4.35965010766053
1.03921119227177,3.83471428571429,4.6583013524026
1.33167517869474,5.21564615384615,5.62326712844676
1.32384682821881,5.16365384615385,5.5847149189848
1.31090170939649,5.077,5.51877453649045
1.340623463681,5.25805546995378,5.64945441029991
1.33756235115608,5.25676923076923,5.65792495468961
1.32351251551303,5.14261538461539,5.54263599518748
1.3161447747079,5.08876923076923,5.49840919866613
5.82219108421513,8.946,4.36009292168347
5.80237176221035,8.92028571428571,4.36824259250088
5.81425524464707,8.93571428571429,4.36337280140967
5.79051256786367,8.90485714285714,4.37305252748732
6.25671091040069,9.65842857142857,4.68392824628287
6.28387664809769,9.75657142857143,4.9852336485477
6.32484657032055,9.90378571428571,5.40245226961888
6.36608361021948,10.051,5.78593833604986
6.21425229171595,9.53564285714286,4.3558214922617
6.19888009143567,9.511,4.35184996787081
6.17589306077821,9.47403571428571,4.34562386596433
6.15299127190164,9.43707142857143,4.33907394603776
6.22426200877516,9.55,4.35411437608155
6.21886608691073,9.53971428571429,4.34854726856438
6.20415323262,9.51917024320458,4.34113167321696
6.20270637201542,9.50885714285714,4.3316564772307
6.21904156260893,9.54814285714286,4.36634138867416
6.19785375590467,9.52385714285714,4.37959228136826
6.17673813446376,9.49957142857143,4.39266893673483
6.15569445235642,9.47528571428571,4.40557290629188
1.33691977973836,5.25030769230769,5.64855656694176
1.28909934277626,4.91953846153846,5.39915111013381
1.30706967575106,5.02723076923077,5.45523988267379
1.3161447747079,5.08876923076923,5.49840919866613
1.32351251551303,5.14261538461539,5.54263599518748
1.33418002878859,5.22723076923077,5.62394433381257
1.37865275358008,5.68107692307692,6.27942141457118
1.39545793854822,5.90415384615385,6.71403560685952
1.37739827792805,5.66569230769231,6.25185564310697
1.29716902544986,4.96569230769231,5.42011699255816
1.25603073472901,4.91514285714286,5.57562002775275
1.25603073472901,4.91514285714286,5.57562002775275
1.32351251551303,5.14261538461539,5.54263599518748
1.33418002878859,5.22723076923077,5.62394433381257
1.30706967575106,5.02723076923077,5.45523988267379
1.37865275358008,5.68107692307692,6.27942141457118
1.33691977973836,5.25030769230769,5.64855656694176
1.28909934277626,4.91953846153846,5.39915111013381
1.50965658643549,5.03553846153846,5.31248301521824
1.77114968170827,5.43666666666667,5.3369091137932
1.54132933119126,5.20476923076923,5.40970288042124
1.32351251551303,5.14261538461539,5.54263599518748
1.54995764870298,5.25861538461538,5.45350373667399
1.35756164143756,5.29321799844841,5.65339394879033
1.31596735475203,5.19639087452471,5.63900121803063
1.29752620816143,5.14739352896915,5.62964430146448
1.29066778448499,5.11371343283582,5.61911093740233
6.22966261251767,9.56028571428571,4.35965010766053
6.21681802870773,9.53975,4.35646950871427
6.20399992840798,9.51921428571429,4.35318971196608
6.19120825701358,9.49867857142857,4.34981049302784
6.1784429600323,9.47814285714286,4.34633162000099
6.15299127190164,9.43707142857143,4.33907394603776
6.12764443032097,9.396,4.33141468147038
6.07726356095506,9.31385714285714,4.31488271413427
1.34195734584544,5.18075968992248,5.54705427905742
1.34358292071858,5.19703875968992,5.57124557406687
1.34860235818281,5.25285271317829,5.66832833334358
1.35565737416138,5.28928682170543,5.65296450346393
1.32618281787853,4.98586666666667,5.28178351022539
1.35099487241433,5.408,5.91637854408616
1.26202655529658,4.79338473341005,5.35393664075037
1.26518587702859,4.80818572524942,5.3599339166622
1.27175954677355,4.8300738177624,5.36697590037414
1.28707677364141,4.86995050270688,5.37659312664834
1.2947434296892,4.89393798449612,5.38370312563678
1.24999671914798,4.89354165096118,5.47897610105776
1.25552546478403,4.91343072857682,5.48535165486022
1.26692171901403,4.94588172858226,5.49357555212371
1.28451263670893,4.99131297709924,5.50350289435303
1.29818325369882,5.02813732259302,5.51190567609242
1.31124050128767,5.06346435452794,5.51988520291443
1.30940997553921,5.15268398930073,5.62199563126604
1.30913706425527,5.16001526717557,5.62585696540418
1.32774178411953,5.20724212144504,5.63474118854627
1.34033135603333,5.24152913932844,5.64175536164177
1.3418731284991,5.25270987654321,5.64595316579905
1.3360003875752,5.24243093497499,5.64547604169412
1.34124766879624,5.25538473400154,5.64770604157215
1.34621980572799,5.26972200772201,5.65078606483377
1.34809622623879,5.2736228748068,5.65122587896258
1.34559909748171,5.26644015444015,5.64969298165476
1.35440270095082,5.2826976744186,5.65079138122977
1.35377579986703,5.27940310077519,5.64970162485709
1.35314918895171,5.27610852713178,5.64860973667097
1.34126214577736,5.24346718146718,5.6419820179279
1.32956976632185,5.21107692307692,5.63521068422657
1.31806774498124,5.17893486590038,5.62829892293155
1.31029856067861,5.15456880733945,5.62224332510907
6.114138357529,9.36028571428571,4.30240204385164
6.11754944941099,9.36778571428571,4.30951886075748
6.120962444349,9.37528571428571,4.31661091314821
6.12437734340476,9.38278571428571,4.32367832288619
6.12779414764057,9.39028571428571,4.33072121061627
6.22966261251767,9.56028571428571,4.35965010766053
6.22966261251767,9.56028571428571,4.35965010766053
5.72360463114285,8.83171428571429,4.41709412281377
5.73697246038491,8.851,4.41459878455239
5.7638018559408,8.88957142857143,4.40935082222649
5.77726356826384,8.90885714285714,4.40659789175185
5.80428138830287,8.94742857142857,4.40083332554002
1.33391529172745,5.28242944785276,5.72526692920658
6.9857261591244,9.4402,3.67680192014745
6.29757431013366,9.09525,3.87350460661918
1.34501001765963,5.27300308641975,5.66224499984433
1.3441333157,5.27986430223593,5.67958033270771
1.33466405173837,5.27441749808135,5.7062469494229
1.3437032727389,5.30787374903772,5.73736971325318
1.32334671688104,5.27905568268497,5.76050300232258
1.33675366336813,5.26535126825519,5.6811312346131
1.37152395692536,5.36086292834891,5.73801576115754
1.36812115748929,5.39265217391304,5.81707896191923
1.36522497022526,5.46373106646059,5.97121203787347
1.03716560225009,3.81542387419585,4.64333415089997
1.03810315360888,3.82079897054618,4.6469538869783
1.04100583037007,3.83222044088176,4.65323067557219
1.03903387943968,3.8335,4.65743691391981
1.03921119227177,3.83471428571429,4.6583013524026
1.04879494293236,3.86193394600804,4.66908850570403
1.05452839912578,3.88045932325414,4.67758254612863
1.0613401937112,3.90051466551076,4.68583201705546
1.06399874459791,3.90968985968465,4.69027201609815
1.28913916772439,4.86611023622047,5.36076784550122
1.27604222308635,4.83894915254237,5.36832672557711
6.30322861917812,9.74957142857143,4.65549265022796
6.37766336587676,9.93885714285714,4.92635934622752
6.45297711155368,10.1281428571429,5.17617260499828
6.52918023629664,10.3174285714286,5.40785087646108
6.60628324277174,10.5067142857143,5.6236359416379
6.68429675767092,10.696,5.82529425375724
6.7632315331766,10.8852857142857,6.01424699512477
1.03743942474191,3.82257142857143,4.64963546519334
3.32011307154669,6.571875,4.56912929171139
1.04203282693291,3.832888252149,4.6522900743544
3.30231511369761,6.533625,4.56412673568285
1.04381754274094,3.8450659025788,4.66094881921807
3.31219105636709,6.554875,4.56694616066086
1.04328978965237,3.85204291845494,4.66824083893996
3.32706037629674,6.58675,4.57098681222119
1.04602389870429,3.8473767762308,4.66137667677101
1.054186667148,3.8765664073754,4.67694096142788
1.06247283337269,3.90596703773312,4.69238202095424
1.34809622623879,5.2736228748068,5.65122587896258
1.35756164143756,5.29321799844841,5.65339394879033
1.36716801417124,5.31296573208723,5.6555093753592
1.3691064599492,5.31693374902572,5.65592602468437
1.38482409373892,5.34890196078431,5.65918012926664
1.39484097299891,5.36908661417323,5.66114082576921
1.45826113841457,5.49361290322581,5.67163365938643
1.35780837738741,5.29566175329713,5.65691819981638
1.35241045568915,5.28686068111455,5.65992149753857
1.37628177477186,5.26250235478807,5.55325221007539
1.3738851614632,5.18955905511811,5.44713938022655
1.17720459978449,4.78106833333333,5.43439471594251
1.368173337728,5.32527102803738,5.68097616919443
1.37603888402964,5.36189071038251,5.73281747842919
1.4392956646308,5.57900232018561,5.93494485790322
1.36094922110475,5.18030721003135,5.50883533307528
1.33815083010986,5.13411180124224,5.50376645850244
1.35008687568845,5.27861252900232,5.65322901268114
1.40873472001573,5.39488202692003,5.66145871081834
1.04276381011884,3.859,4.67549033333862
2.87794138351533,7.174,5.30912597954378
1.04679394729702,3.88971428571429,4.70288658209845
1.33691977973836,5.25030769230769,5.64855656694176
1.33691977973836,5.25030769230769,5.64855656694176
1.33691977973836,5.25030769230769,5.64855656694176
6.05107904693278,9.26028571428571,4.29449886363891
1.33440122755278,5.08332295719844,5.4620828221129
1.3310006177391,5.07771095571096,5.46232387087214
1.31697178610234,5.05157528957529,5.46096415224736
1.30650680941538,5.03122367409685,5.45930790718478
1.30344230106258,5.02691174213354,5.46017767702286
1.29682131804264,5.0148844682479,5.45986007998399
3.46228271674654,6.86475,4.5855428727142
1.38482409373892,5.34890196078431,5.65918012926664
1.39081609923245,5.36099371069182,5.66036342311352
1.4111865280672,5.4017147385103,5.66415670987291
1.39545793854822,5.90415384615385,6.71403560685952
1.32187528238585,4.9544,5.2534095696668
0.908685707179877,3.5163,4.4863378952103
1.00530713023297,3.73307994389902,4.61460995761615
1.03743942474191,3.82257142857143,4.64963546519334
1.04276381011884,3.859,4.67549033333862
6.29757431013366,9.09525,3.87350460661918
6.9857261591244,9.4402,3.67680192014745
4.96168282848246,7.42025,4.16833305261228
1.37495656687631,5.328875,5.65716290284936
6.22966261251767,9.56028571428571,4.35965010766053
1.33691977973836,5.25030769230769,5.64855656694176
1.34322236957654,5.01298013245033,5.27436213081947
1.22893124296509,4.72137219730942,5.14573796043223
5.43056347167378,8.86297520661157,4.52654923839891
5.37256134350652,8.77266666666667,4.43548909992523
6.23800717381497,9.57828571428571,4.37564335561186
6.24357642344701,9.59028571428571,4.38623208669666
7.9361578286439,9.76413333333333,3.21913019031884
1.34596146658526,4.97689473684211,5.26842015063876
1.42581965505085,5.43060557768924,5.66666898787429
0.897545257227246,3.4596,4.46509241113776
1.33464161394935,5.22953846153846,5.62290675739576
1.35565737416138,5.28928682170543,5.65296450346393
1.37105068469522,5.32090795631825,5.65634050309949
1.40296412449047,5.38534913112164,5.66266770426946
1.4429337376281,5.4640208500401,5.66938969880382
1.44510295903175,5.468227929374,5.66971819326727
1.23802338894168,4.42498039215686,4.94782749509157
1.38101878783204,5.4384,5.78014621268355
1.04849330052745,3.65333333333333,4.41582784487298
1.05128007037756,3.67222222222222,4.43071947450167
1.06399095142599,3.99257142857143,4.75122164311883
1.3633083644805,5.30504821150855,5.65466960799583
1.34434888668419,5.26582716049383,5.65034420843812
5.77266181732606,8.1002,4.09743924421095
6.24179097052308,9.58957142857143,4.39694086373511
6.25394294089357,9.61885714285714,4.4337245686917
6.20399992840798,9.51921428571429,4.35318971196608
6.1784429600323,9.47814285714286,4.34633162000099
5.82219108421513,8.946,4.36009292168347
5.83352614716113,8.97528571428571,4.40146904743294
5.84488327802798,9.00457142857143,4.44226675912013
5.798206952182,8.90492857142857,4.34783425502671
5.77432162119835,8.86385714285714,4.33515183219265
6.114138357529,9.36028571428571,4.30240204385164
6.12604180455448,9.38957142857143,4.34153400661704
6.13796842607206,9.41885714285714,4.38012059287907
6.08895156796564,9.31921428571428,4.29394298782053
6.0638685337201,9.27814285714286,4.28507359258596
6.20597430987829,9.51742857142857,4.34279629656623
6.21805654978184,9.54671428571429,4.38051706714061
6.2301623122644,9.576,4.41772164938315
6.18040920816841,9.47635714285714,4.3359048504838
6.15494942020828,9.43528571428571,4.32861275086358
6.74572385537176,10.7745714285714,5.68518824558652
6.75885691875134,10.8038571428571,5.70760745292935
6.77201555052913,10.8331428571429,5.7297892613596
6.71793529102098,10.7335,5.68900886735617
6.6902611998276,10.6924285714286,5.69253060364803
0.963314553445067,4.08107692307692,5.01811286106546
1.28720926439827,4.90674576271186,5.40563481945562
1.58697235166045,6.301670781893,6.76868718044788
1.53963196892568,6.20806158833063,6.75796250806324
1.546915635966,6.22264987814785,6.7597202558032
1.46389779246186,6.0521499605367,6.73717546784528
1.41345639803469,5.94376607281177,6.72055639164551
0.897545257227246,3.4596,4.46509241113776
1.03743942474191,3.82257142857143,4.64963546519334
1.03921119227177,3.83471428571429,4.6583013524026
1.04098598567486,3.84685714285714,4.66691955388659
1.04454467078021,3.87114285714286,4.68401395107631
1.33691977973836,5.25030769230769,5.64855656694176
1.33691977973836,5.25030769230769,5.64855656694176
1.34397536108196,5.26504891220491,5.65025559300099
1.64315956133269,5.39943541568812,5.28113954322019
1.34143664995182,5.2533922097956,5.64661000089154
1.3390850192055,5.24689402697495,5.6452776194888
1.33717359783148,5.23971956856703,5.6432807755873
1.32963312064934,5.21915668946438,5.63908999362131
1.3266507715342,5.20971498771499,5.63678257090797
1.31886110416911,5.18853648824565,5.632413063328
1.31538502902238,5.17801621662969,5.62992032404436
1.31215903518358,5.16643170526638,5.62669238453873
1.30452723863748,5.14546394267419,5.62220044204432
1.36059293453916,5.30918944099379,5.6736811356216
1.35980045017688,5.31726764934057,5.69300794270778
1.35664735193678,5.34945552977572,5.76926100698012
1.33788375267171,5.26,5.66260057136023
1.33884842066831,5.26969230769231,5.67659328206107
1.32187528238585,4.9544,5.2534095696668
1.32764411301588,4.9904,5.27595861495015
1.3404889554585,5.08573333333333,5.36433542906813
5.77266181732606,8.1002,4.09743924421095
4.96168282848246,7.42025,4.16833305261228
1.06399095142599,3.99257142857143,4.75122164311883
1.07114455039273,4.04542857142857,4.79332407348693
1.03390494667523,3.79828571428571,4.63215956159561
6.98223545173961,9.151,3.73928883612914
7.25125626378865,9.66766666666667,4.31539529539943
7.34706022571975,9.90933333333333,4.77587983749824
7.24410856515356,9.651,4.28733961799156
6.78812874456475,8.89266666666667,3.72349229741232
7.40874078802729,10.0843333333333,5.16165056503785
7.01376560197788,9.201,3.76492775495095
6.67555772919551,8.776,3.78052985704385
6.60043767108756,8.70933333333333,3.83033004090016
6.72635732104772,8.826,3.75130723881689
6.74239263050149,8.84266666666667,3.74314861521094
6.84427452206234,8.95933333333333,3.70867382706481
6.89576981260489,9.026,3.70700768814957
6.93759873260292,9.08433333333333,3.71635617537155
1.0643918022986,4.00471428571429,4.77227828832566
1.28909934277626,4.91953846153846,5.39915111013381
1.28791642564269,4.91261538461538,5.39577269776231
1.2867345939902,4.90569230769231,5.39238328049731
1.28555384682272,4.89876923076923,5.38898283757414
6.22966261251767,9.56028571428571,4.35965010766053
5.77266181732606,8.1002,4.09743924421095
1.32724622214966,5.16580292532717,5.57203780005361
1.32533282366038,5.14640338722094,5.54308665902745
1.33499777332101,5.17029984544049,5.55257744429136
1.34106142061828,5.18667854376452,5.56115116487049
1.32859631992274,5.16475808936826,5.56527421954262
1.30706967575106,5.02723076923077,5.45523988267379
6.114138357529,9.36028571428571,4.30240204385164
6.11683338766488,9.364353041988,4.30509994488612
6.1164122073854,9.36528571428571,4.30714934612162
6.11732198409108,9.36728571428571,4.3090451781037
6.11868690288724,9.37028571428571,4.31188562379072
6.120962444349,9.37528571428571,4.31661091314821
6.12323883208531,9.38028571428571,4.32132525024064
6.12779414764057,9.39028571428571,4.33072121061627
1.34434888668419,5.26582716049383,5.65034420843812
1.05262306540075,3.87293525179856,4.67350192857382
