superconduct/table44.mean_atomic_radius,superconduct/table44.wtd_mean_ThermalConductivity,superconduct/table44.wtd_mean_atomic_radius
155.666666666667,69.894176,106.013333333333
160.166666666667,69.0538128947368,105.605263157895
164.5,96.659092148091,114.718087157732
151.75,60.8373930291867,104.997166336073
174.5,81.0748571428571,163.552571428571
184.0,97.7143123076923,114.976923076923
151.0,47.5,151.0
171.6,60.6709028571429,116.275714285714
160.714285714286,141.862368571429,162.785714285714
162.0,55.0375,184.675
177.5,102.251972801252,112.366197183099
146.666666666667,79.78359375,133.125
143.333333333333,15.1570343137255,122.107843137255
151.75,59.7937973913043,102.87237026648
139.5,99.0,115.333333333333
181.0,96.30662,115.346153846154
143.4,36.031645,141.15
162.833333333333,107.937389230769,108.669230769231
199.333333333333,37.75,166.179
147.0,221.149253731343,139.626865671642
151.2,60.2401885714286,104.385714285714
179.5,14.4738565217391,106.608695652174
159.428571428571,149.003797142857,161.142857142857
168.0,55.4208,158.4712
172.0,107.0,172.0
154.25,52.9698076519666,123.089392133492
186.666666666667,99.5873892307692,115.511538461538
155.0,46.5,155.0
160.0,109.840842666667,112.129333333333
167.333333333333,96.2269336776213,115.511737089202
155.0,366.475,161.5
116.666666666667,72.5833333333333,105.883333333333
158.666666666667,52.0,141.3
169.4,61.1009028571429,105.497142857143
159.2,61.8866171428571,106.708571428571
134.4,66.3983739837398,126.707317073171
190.0,140.7,182.0
149.8,61.1009028571429,104.538571428571
143.5,29.5,143.5
149.8,135.7533225,157.0
181.0,85.3333333333333,180.0
159.0,21.1180327868852,125.737704918033
160.333333333333,42.01772,101.222222222222
128.25,114.69,131.83
160.714285714286,143.045225714286,160.785714285714
103.0,4.287428,111.4
137.333333333333,108.488888888889,139.155555555556
164.2,71.7294742857143,108.642857142857
151.2,57.5428,137.22
152.666666666667,127.8783225,157.55
105.2,5.0874504,113.48
141.5,56.1258777777778,108.555555555556
170.0,110.12654281952,109.080557707204
153.428571428571,164.526394059406,159.89504950495
167.0,101.673271301001,110.347959969207
149.75,48.42832,152.28
175.0,19.6710966666667,153.566666666667
167.0,91.4927738461538,116.306153846154
164.666666666667,67.3723314285714,109.428571428571
153.5,30.5,162.25
171.571428571429,163.059674285714,166.409523809524
121.8,35.5139562,139.2375
164.5,96.3989276923077,114.538461538462
150.5,18.3466666666667,134.666666666667
153.0,89.8416666666667,153.3
110.25,57.8826893333333,102.666666666667
163.0,97.1382482170543,114.22480620155
149.8,135.7533225,157.0
164.5,97.6758800779423,115.420109119252
114.666666666667,17.68125,124.5
160.166666666667,133.9233225,157.18
141.333333333333,35.7425,134.5445
164.5,97.1460001550387,115.054263565891
152.833333333333,36.781645,139.275
141.666666666667,36.052,161.589
108.4,9.487428,116.8
148.5,60.4334626885237,103.661726193004
138.75,43.9917333333333,103.96803652968
162.0,95.2717576911076,113.928237129485
153.666666666667,29.1615154536391,136.571286141575
171.6,60.5123314285714,115.165714285714
179.333333333333,126.375,178.375
114.0,50.0,114.0
172.428571428571,75.8450815384615,108.584615384615
178.6,96.5912353846154,114.461538461538
173.5,101.722898906606,108.364464692483
154.0,60.8323314285714,115.082857142857
171.6,60.7380457142857,116.745714285714
163.0,96.8754798840356,114.045612678779
162.8,109.144176,112.17
155.2,94.7489276923077,114.268461538462
164.5,97.904745625,115.578125
151.75,62.3615402658575,105.361652940327
185.0,138.349206349206,74.5714285714286
173.0,104.08,168.52
137.25,35.27525,133.99
149.8,60.94376,104.367142857143
187.333333333333,98.1522991621412,114.082234290147
162.8,95.9050815384615,114.555384615385
159.25,21.6726027944112,106.4750499002
129.333333333333,60.2698982461103,103.304101838755
170.666666666667,39.6443243243243,136.891891891892
191.5,57.66,158.3
186.0,112.52,192.72
173.5,24.16,174.8
136.333333333333,14.7793860845839,87.9536152796726
191.5,63.4,157.6
149.8,72.234176,105.626666666667
173.5,25.6,174.0
157.333333333333,69.2975093333333,106.15
148.0,61.4280457142857,106.565714285714
192.75,38.2823529411765,150.855882352941
149.8,72.414176,106.133333333333
150.5,18.3466666666667,134.666666666667
161.4,85.7027738461538,114.676923076923
160.25,94.7007232839968,149.033817119318
140.0,191.188146052632,167.723684210526
169.75,95.9303921632025,115.975365665897
156.5,72.014176,106.106666666667
131.2,112.795851428571,112.328571428571
160.166666666667,71.1561036220472,105.171916010499
151.75,61.0294742857143,104.028571428571
182.166666666667,97.7758507692308,114.3
134.857142857143,75.7765622352941,112.964705882353
198.0,33.15,204.6
150.666666666667,47.412,150.666666666667
110.25,62.0152365714286,106.742857142857
189.0,46.0,167.666666666667
100.666666666667,27.0129225,126.92
151.666666666667,18.1871844660194,132.990291262136
165.833333333333,168.825225714286,169.392857142857
167.0,49.0,185.6
171.5,124.666666666667,162.666666666667
117.0,121.666666666667,100.333333333333
174.333333333333,79.0,165.75
155.0,98.125,133.25
150.666666666667,47.412,150.666666666667
158.428571428571,71.054176,106.733333333333
131.0,35.531645,125.65
123.666666666667,59.6764285714286,132.142857142857
161.6,96.6768168627451,116.905882352941
162.8,105.934176,112.28
163.25,55.597,153.972
145.5,63.54376,103.842857142857
99.6666666666667,78.8666666666667,105.0
181.5,83.6666666666667,180.333333333333
184.0,54.1,188.4
158.333333333333,114.736842105263,144.736842105263
130.333333333333,17.8510533333333,89.1666666666667
162.6,61.3051885714286,104.447857142857
116.0,71.3333333333333,106.333333333333
143.5,37.0,124.666666666667
175.0,55.04,159.02
181.0,178.825225714286,171.357142857143
170.857142857143,60.0332823529412,107.494117647059
145.0,160.36094,144.642857142857
151.75,61.34376,104.371428571429
160.0,95.7527738461538,114.531538461538
160.6,62.8723314285714,107.142857142857
147.0,90.5,178.35
162.6,61.4151885714286,104.567857142857
116.5,32.3505372093023,110.906976744186
150.5,88.4721770833333,107.291666666667
148.666666666667,76.5377633333333,151.993333333333
124.333333333333,77.9923529411765,72.4509803921569
151.2,105.786645,146.67
153.714285714286,116.652842222222,152.733333333333
111.0,150.0,111.0
177.166666666667,109.975850769231,110.596153846154
183.0,63.8,153.72
172.428571428571,75.8450815384615,108.584615384615
164.5,100.013852146848,117.03431763767
131.0,37.0487254545454,131.322077922078
142.0,19.76,138.666666666667
186.2,96.4621413899614,117.011583011583
168.5,83.055948,106.4
66.3333333333333,131.387803076923,67.3384615384615
153.5,59.7213216,155.7104
155.25,27.1510457142857,115.428428571429
132.571428571429,35.6532008,128.93875
164.5,97.6758800779423,115.420109119252
164.75,85.8675,144.5475
166.0,136.095238095238,76.4285714285714
110.75,19.1280745810056,69.4972067039106
160.0,93.1681584615385,114.503846153846
141.6,36.294145,138.85
152.25,61.09376,113.157142857143
173.666666666667,55.8391647058823,109.941176470588
136.0,45.4836604651163,90.0232558139535
164.5,98.0579195931142,115.683881064163
134.5,26.5,134.5
164.5,101.266217979798,117.89898989899
163.75,48.7453333333333,160.5
168.0,96.5137400312256,117.589383294301
171.333333333333,56.8705,184.3045
162.5,94.6666666666667,156.666666666667
162.2,101.388316128237,116.803945745993
167.666666666667,115.0,152.105263157895
147.25,19.1725,138.515
150.5,156.341772,162.82
162.0,176.86094,171.621428571429
163.5,15.67,169.5
152.6,106.584145,146.7375
148.333333333333,27.1580457142857,115.428571428571
118.5,4.3674728,110.84
160.166666666667,126.6033225,157.9
154.333333333333,127.9,130.1
111.0,38.9432257799672,116.492063492063
181.0,96.3681584615385,114.807692307692
178.2,98.0822616074188,113.301391035549
149.8,71.8159314049587,105.652892561983
163.5,83.4468937875751,146.176352705411
151.25,6.77272727272727,136.409090909091
153.428571428571,190.134599047619,166.342857142857
164.333333333333,59.0,154.8
164.5,101.883532845528,118.325203252033
150.166666666667,129.7533225,157.14
187.5,37.4,194.9
160.5,24.8571428571429,155.142857142857
156.0,95.3481,107.037037037037
121.5,117.75,122.69
111.5,30.118,111.5
170.6,95.6346607154322,112.343040587021
165.75,96.3220046153846,114.923076923077
133.8,82.925125,129.13
155.0,35.8208955223881,154.149253731343
150.5,349.8,159.2
168.0,96.3220046153846,115.615384615385
185.666666666667,73.72,191.76
157.714285714286,90.327665,110.907125
149.8,63.65729,118.025
165.2,94.7989276923077,116.524615384615
164.0,48.0,168.0
159.2,172.802658,168.9
154.8,72.4758507692308,110.192307692308
160.25,60.9723314285714,105.017142857143
175.0,161.896654285714,166.714285714286
185.5,50.5,192.75
170.6,97.865683125,115.125
181.0,94.8781345454545,114.060606060606
160.333333333333,201.729411764706,133.435294117647
142.2,90.6254322342733,110.877801879971
151.2,59.8623314285714,104.217142857143
161.4,86.8912353846154,114.661538461538
166.0,131.7795725,158.12625
177.0,50.0,182.4
150.666666666667,81.5210966666667,152.166666666667
162.8,96.6041527848101,116.520569620253
151.75,61.9723314285714,105.057142857143
160.25,61.0151885714286,105.514285714286
175.4,97.4642163636364,112.807395993837
210.5,13.0315,195.3255
111.0,35.5066758,128.085
136.4,98.6807281904762,118.685714285714
170.6,110.147509333333,111.36
155.4,165.3158225,154.0625
161.4,55.7904434146341,125.060975609756
161.5,55.5,179.75
191.5,59.792,158.04
163.666666666667,133.6270725,157.43875
148.571428571429,79.27443,151.65
171.75,11.283948,107.26
167.6,69.3243866666667,90.3466666666667
164.5,100.65634064257,117.477911646586
160.0,110.027509333333,112.131333333333
179.0,48.6666666666667,188.0
156.0,92.4611584615385,114.457230769231
149.8,135.7533225,157.0
161.166666666667,72.7008426666667,113.4
153.2,54.77829,126.76
157.6,64.9366171428571,103.992857142857
107.8,23.065673,124.1
159.0,57.7453333333333,159.0
179.5,43.75,183.75
162.2,101.014747076167,116.550368550369
134.75,114.9828,132.1828
164.5,96.8457855641422,114.846986089645
151.75,61.5009028571429,104.542857142857
161.333333333333,112.166666666667,158.5
179.8,96.30662,115.023076923077
161.0,52.72,186.38
169.75,95.8835430769231,116.0
164.0,57.8244,158.4812
149.8,60.8209028571429,104.535571428571
175.666666666667,62.0820457142857,104.376285714286
162.5,70.054176,105.996666666667
136.4,109.0809472,113.64
160.25,106.775395,148.8675
145.5,64.8794742857143,103.835714285714
164.5,98.8310374132492,116.217665615142
167.0,101.887838288358,111.114880493446
116.0,71.3333333333333,106.333333333333
149.333333333333,308.61,170.66
130.0,79.78359375,132.6875
135.2,6.28754,112.2
181.0,97.3993831128405,116.4046692607
164.5,98.9402480877941,116.293068056213
165.666666666667,95.3373892307692,114.22
202.0,46.25,200.0
147.666666666667,11.415948,107.8
157.0,60.6694742857143,104.602857142857
130.333333333333,19.07376,101.481428571429
111.0,35.506687,128.025
160.0,95.4737244015444,114.781467181467
152.6,60.9769028571429,104.384
152.6,60.98876,104.242142857143
153.0,80.2413793103448,175.931034482759
161.166666666667,98.5117188235294,112.941176470588
169.0,38.5,176.25
199.0,56.52,199.68
136.4,117.698270736842,112.673684210526
152.571428571429,191.452215,161.566666666667
160.0,95.9681584615385,114.533846153846
150.5,13.89,126.75
150.5,190.172694285714,166.180952380952
162.0,87.2728065060241,108.240963855422
160.166666666667,66.314176,106.733333333333
116.0,71.3333333333333,106.333333333333
159.666666666667,56.775,184.6375
176.333333333333,184.189511428571,169.042857142857
145.0,39.606645,127.7
149.8,71.4664076202382,105.37219553918
135.75,35.9035697435897,138.0
164.5,97.1460001550387,115.054263565891
195.0,13.0,195.0
173.5,81.5714285714286,163.321428571429
174.0,99.191875,178.015
167.333333333333,46.8590909090909,146.540909090909
162.8,95.396933125,115.6640625
165.5,65.4727568421053,104.633684210526
157.6,95.8554072727273,105.672727272727
129.5,43.6408791208791,132.120879120879
111.0,35.506687,128.025
169.75,96.3821070479134,116.469860896445
140.666666666667,89.4285714285714,123.367346938776
160.25,60.9723314285714,105.017142857143
180.0,76.1904761904762,163.0
154.25,60.7750088050314,126.14465408805
135.5,8.08280548628429,135.379052369077
183.5,59.8,143.682352941176
170.4,103.264411865492,116.967173738991
107.666666666667,43.5677609305913,131.155784061697
159.0,89.2340425531915,128.106382978723
175.5,30.25,185.25
199.333333333333,21.25,195.0
145.5,67.0094135983808,104.498482000867
166.5,65.4727568421053,104.946315789474
160.0,93.1681584615385,114.503846153846
213.0,13.0034,195.1224
147.0,72.5625,179.0675
153.6,58.2640457142857,104.817142857143
131.25,65.5,126.833333333333
164.5,97.7520495787831,115.472698907956
144.0,70.9512163161333,105.393860222077
164.0,61.0151559312321,110.489971346705
168.0,110.080842666667,113.066666666667
183.0,51.0,183.0
168.5,43.6,170.0
167.0,97.3723857498057,115.987567987568
149.8,60.8809028571429,104.298571428571
160.25,60.97376,105.033714285714
159.666666666667,124.008,148.626666666667
163.8,175.641225714286,171.708571428571
181.333333333333,41.9002421307506,125.881355932203
151.75,61.4631885714286,104.501714285714
164.5,96.3989276923077,114.538461538462
148.666666666667,62.3009028571429,120.428571428571
153.2,55.16454,126.755
175.0,88.3857943322476,109.980456026059
183.166666666667,99.1527738461538,114.8
151.4,64.9166666666667,127.666666666667
115.333333333333,39.7285,127.9
166.5,76.5,160.441428571429
170.0,52.0,170.0
155.0,305.45,172.1
161.4,90.45662,114.615384615385
169.25,94.877683343465,114.504559270517
164.5,97.904745625,115.578125
129.333333333333,60.7682029321164,103.761551625784
167.333333333333,90.914062388974,114.297856049005
164.5,96.3989276923077,114.538461538462
119.666666666667,36.6116758,130.815
154.666666666667,91.6,146.8
163.2,94.6450815384615,115.755384615385
165.5,17.0,180.25
190.0,62.3333333333333,188.333333333333
150.166666666667,134.2533225,157.035
161.0,53.2210820771513,122.979228486647
181.0,96.498478226677,115.771781033153
174.5,198.355547058824,169.852941176471
162.0,77.9758507692308,111.807692307692
160.666666666667,80.5555555555555,140.222222222222
123.0,3.0,123.0
154.0,82.54,155.88
193.0,170.0,193.0
163.666666666667,69.894176,106.653333333333
186.5,50.262,187.826
173.5,100.181282047005,108.363912054587
165.0,47.648,185.36
144.0,62.2771883289125,132.672413793103
185.0,87.0,185.0
182.5,135.047619047619,78.0
149.8,71.0877017277487,105.068062827225
144.5,125.571428571429,89.1428571428571
150.833333333333,48.5566171428571,103.372857142857
164.5,97.0707720991479,115.002323780015
167.666666666667,59.8097529411765,107.352941176471
162.6,61.4780457142857,104.897142857143
128.75,65.5,125.166666666667
178.25,77.16,147.26
167.0,179.003797142857,173.0
158.0,52.2092111111111,106.519444444444
160.25,95.1131707317073,148.580975609756
167.333333333333,93.5550377572965,114.182795698925
179.333333333333,98.025,183.5125
156.25,60.8323314285714,117.474285714286
202.0,38.5,202.0
165.75,178.86094,172.285714285714
171.0,76.6666666666667,171.0
128.0,107.26,113.357142857143
160.25,60.9973314285714,105.307142857143
146.0,61.8866171428571,106.55
147.666666666667,59.0025,155.25
200.5,13.08,195.22
167.0,92.2335430769231,116.280769230769
166.5,103.228665,117.94125
190.0,97.25,198.0
191.5,58.8,157.6
159.2,186.891842222222,170.333333333333
162.6,61.2794742857143,104.377142857143
188.0,48.0,188.0
143.0,43.8999914285714,90.2380952380952
186.666666666667,53.625,193.75
168.333333333333,55.8447368421053,138.789473684211
161.5,55.5,179.75
172.0,60.0,155.8
149.8,61.0866171428572,104.198928571429
99.6666666666667,86.4,103.666666666667
116.0,65.0,103.571428571429
176.833333333333,92.7758507692308,112.230769230769
164.5,110.953690067114,112.563758389262
176.833333333333,101.936056407915,109.77701674277
186.8,11.850948,108.76
174.5,92.0839231407513,117.825844032335
206.0,13.06,195.44
139.333333333333,54.4,152.0
152.5,42.971559602649,145.903973509934
166.5,58.36,152.43
140.333333333333,54.7453333333333,140.333333333333
131.5,205.0,128.8
160.5,24.8571428571429,155.142857142857
199.333333333333,21.25,186.42
148.5,60.1873384942901,103.434935852249
158.5,82.14,156.05
150.142857142857,153.641154285714,162.571428571429
164.5,101.966410756713,118.382424735557
187.5,58.25,192.75
152.5,188.571428571429,117.785714285714
194.666666666667,30.22,185.82
162.0,97.6142172093023,115.816201550388
141.5,218.6,139.96
157.666666666667,74.8,165.4
145.0,226.5,143.0
188.5,28.3333333333333,182.666666666667
158.666666666667,52.0,141.65
140.666666666667,63.6025,134.75
153.6,165.3158225,153.5
161.25,108.16329,115.35
169.75,95.9373892307692,116.153846153846
150.5,72.6324105263158,107.052631578947
149.333333333333,154.467661691542,130.28855721393
181.0,96.3312353846154,115.130769230769
175.4,97.9218863118812,112.936571782178
141.4,119.347256190476,109.619047619048
164.0,106.25,159.0
169.8,60.7980457142857,114.928571428571
160.25,60.9259028571429,104.478571428571
158.0,46.225,164.5
170.4,99.2143123076923,114.261538461538
155.8,61.8294742857143,106.392857142857
150.0,183.894,115.268
191.5,60.9477911646586,157.538152610442
207.0,23.0,207.98
145.0,138.55,127.9
162.8,109.786176,112.148
141.0,195.0,141.0
183.166666666667,97.8551915830116,115.089575289575
161.333333333333,101.9,145.7
170.4,98.6966753870211,115.56059421423
162.0,80.3333333333333,140.666666666667
132.333333333333,43.5765790754258,86.1703163017032
172.0,61.1680457142857,104.48
166.5,57.0497972727273,103.420454545455
167.333333333333,95.75,168.75
164.5,103.799953571429,113.25
127.0,53.83807749,197.574
175.0,19.00443,153.366666666667
168.5,96.680883875969,116.294573643411
103.0,4.22855554240631,110.76134122288
162.0,95.411955975039,115.527301092044
184.6,100.411971719745,117.06050955414
169.0,11.3333333333333,177.666666666667
183.0,98.9854818987342,118.213607594937
132.75,49.3686598173516,137.716894977169
158.666666666667,54.025,183.85
164.75,107.93829,116.05
159.333333333333,47.6624458333333,90.6041666666667
144.0,135.77972375,161.1875
187.333333333333,53.66,158.58
158.0,60.5023314285714,104.691428571429
148.666666666667,42.9672254545455,104.088454545455
139.666666666667,95.7328,177.775
133.0,6.75,138.0
135.833333333333,29.811145,139.15
169.6,180.76094,171.257142857143
157.6,64.9091885714286,103.917428571429
141.5,371.5,150.9
166.0,67.4275093333333,107.546666666667
171.0,99.5040788051617,118.973394933886
160.0,98.113715391924,116.47585114806
168.0,178.718082857143,173.571428571429
189.0,75.3,188.6
148.333333333333,27.1580457142857,115.428571428571
168.0,70.944176,112.82
180.333333333333,110.091235384615,109.492307692308
157.571428571429,68.3808426666667,106.489333333333
70.0,0.188666666666667,64.3333333333333
104.75,129.859213880597,74.089552238806
166.714285714286,144.675225714286,163.65
185.0,149.857,180.13
164.5,106.149825434624,114.72753834916
169.2,110.398927692308,109.538461538462
174.5,25.84,175.91
155.0,26.9833333333333,138.4
138.6,236.163775384615,161.769230769231
150.666666666667,44.4459117638537,104.582759869612
157.0,89.0,140.75
159.2,190.917323428571,170.742857142857
161.833333333333,172.932368571429,168.535714285714
176.714285714286,96.4681584615385,110.661538461538
151.75,61.5009028571429,104.542857142857
148.333333333333,27.1580457142857,115.428571428571
157.125,68.784176,106.641333333333
172.0,61.0830457142857,104.65
167.0,96.2844142205323,110.93536121673
141.333333333333,35.3,134.22
107.0,41.010332,128.1
157.333333333333,134.9283225,156.1
155.0,63.2,155.2
133.75,53.2258064516129,143.881720430108
179.2,96.2450815384615,115.538461538462
190.5,99.173962553529,112.892942109437
158.0,79.0,158.0
207.0,38.8666666666667,195.0
181.0,103.599953571429,115.0
168.75,55.6872,158.5072
162.2,101.201186769231,116.676923076923
144.8,106.439281675978,103.586592178771
174.0,41.0,172.5
154.25,55.3226935316818,126.426490725756
111.0,35.506813,127.35
152.2,86.4285355845852,102.898758981058
153.333333333333,121.1,132.1
149.5,8.725948,109.43
200.5,13.16,195.44
163.8,91.8723892307692,114.723076923077
151.75,61.23376,104.251428571429
160.25,60.9551885714286,104.818285714286
163.666666666667,71.280176,106.367333333333
164.5,96.9206650734725,114.898685228152
160.25,59.44,151.64
131.0,82.856925,126.15
170.6,97.1072404651163,114.604651162791
111.0,150.0,111.0
159.2,186.802658,165.47
135.0,100.117142857143,119.857142857143
162.833333333333,107.50662,108.664615384615
132.5,114.2,106.3
157.166666666667,92.7144441880145,114.556965920455
169.75,96.0851716795069,116.258859784284
152.4,85.8604661538462,108.769230769231
111.0,35.5066758,128.085
168.5,103.371382142857,114.392857142857
161.833333333333,71.1404465785997,105.688243064729
185.5,31.2132,171.2378
151.142857142857,106.906147142857,111.275
143.5,140.0,143.5
181.0,98.6733087066246,117.597791798107
149.0,61.314176,106.133333333333
155.666666666667,54.9727272727273,127.575757575758
164.0,20.3333333333333,153.666666666667
164.0,75.75,160.25
170.666666666667,103.55,157.95
144.0,25.0212352941176,168.0
148.428571428571,95.71162875,114.475
144.0,66.9048191331117,105.81307720724
131.2,112.950137142857,112.338857142857
162.5,46.2009723076923,105.94
166.0,198.489511428571,158.828571428571
164.5,97.904745625,115.578125
140.8,88.460566,169.8
158.0,63.478,146.56
193.0,49.56,190.6
133.25,19.3418632218845,121.003039513678
184.5,97.4495243669611,113.194483186115
147.0,222.2,139.4
161.4,91.6450815384615,114.6
101.0,7.08675,108.0
144.666666666667,57.6666666666667,144.666666666667
144.5,12.7215384615385,127.03125
148.0,142.178745054945,161.043956043956
162.6,61.3366171428571,104.482142857143
170.6,96.6025645797995,114.468774094063
113.2,36.5066674,130.88
120.2,31.274345,124.55
151.75,61.5009028571429,104.542857142857
167.0,97.5942486930091,110.439209726444
164.5,98.6754398425197,116.110236220472
169.8,60.8151885714286,114.971428571429
148.0,170.272658,159.85
144.285714285714,36.3912175,126.5375
156.142857142857,170.452658,160.19
149.8,72.414176,106.133333333333
166.0,123.3645725,160.51125
165.714285714286,71.784176,112.617333333333
190.0,139.0,190.0
111.0,35.8651086868687,128.636363636364
136.4,94.19652,115.090909090909
155.666666666667,77.9363901347017,108.10904425914
160.25,61.0151885714286,105.514285714286
182.0,130.444444444444,132.037037037037
161.0,52.6755484210526,121.982456140351
158.25,122.3,153.04
149.8,140.630210666667,154.213333333333
183.5,59.7823529411765,143.135294117647
151.75,61.2400457142857,104.258285714286
149.0,383.31,161.32
175.4,98.5119821571649,110.71186440678
141.6,28.7599675,127.875
159.0,74.6989276923077,108.2
111.0,35.5066674,128.13
161.166666666667,90.3660947368421,111.868421052632
116.0,71.3333333333333,106.333333333333
186.8,13.942948,107.668
157.0,60.6851885714286,104.62
202.0,34.78,202.96
181.0,96.6655090123457,115.013888888889
153.4,61.1217826086956,105.464673913043
121.5,247.0022025,161.95
183.0,77.625,191.8125
160.0,91.2296969230769,114.483076923077
152.2,72.4276367685589,104.124454148472
152.5,47.9027627737226,154.445255474453
151.75,61.1551885714286,104.165714285714
149.8,71.534176,106.266666666667
163.4,95.3242947286822,110.713178294574
164.2,79.7294742857143,107.7
190.5,100.038478557692,113.665064102564
161.5,55.5,179.75
164.0,225.0,167.333333333333
129.333333333333,70.5233333333333,106.443333333333
199.0,54.6,198.4
120.4,27.029374875,129.79375
149.0,116.25,155.0
162.0,53.26,186.56
152.6,61.2716171428571,104.550714285714
144.666666666667,21.615948,106.0
111.0,35.5066758,128.085
184.6,100.907230641026,117.947916666667
196.0,83.6666666666667,182.2
136.5,36.3695046753247,139.948051948052
146.0,61.8866171428571,106.55
171.0,83.165948,107.05
180.333333333333,111.6082859375,108.96875
149.8,135.7533225,157.0
164.5,174.531469444444,173.833333333333
198.0,54.0,198.0
167.2,86.0146341463415,148.568292682927
126.2,130.762142960725,74.1993957703928
181.0,97.4149473151751,116.268482490272
165.75,49.0721458333333,148.467708333333
181.0,110.160842666667,112.6
167.25,58.264,142.106666666667
159.2,138.465003911343,167.663624511082
191.5,59.136,158.12
168.666666666667,42.855389953271,93.5397196261682
117.25,40.7155940594059,132.336633663366
160.0,175.003797142857,171.528571428571
162.8,174.718082857143,173.528571428571
155.5,72.0,155.5
165.333333333333,58.414176,110.706666666667
160.0,95.9681584615385,114.533846153846
114.666666666667,136.178217821782,124.831683168317
185.75,38.9529411764706,151.776470588235
