range_ThermalConductivity,range_atomic_mass,wtd_mean_fie
399.97342,121.3276,1003.75323076923
399.97342,121.3276,1003.62307692308
399.97342,121.3276,979.461538461538
399.9911,121.3276,999.146153846154
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.62307692308
399.97342,141.2506,1001.99230769231
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.62307692308
399.97342,148.93092,1022.77142857143
399.97342,141.2506,1024.36571428571
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1020.58387096774
399.97342,134.3606,1040.744
399.97342,134.3606,1040.368
399.97342,134.3606,1161.28977777778
399.97342,134.3606,1039.616
399.97342,134.3606,1039.24
399.97342,134.3606,1038.864
399.97342,134.3606,1039.992
399.97342,121.3276,1044.88666666667
399.97342,192.981,1014.26923076923
399.97342,192.981,827.5
399.97342,151.2596,733.442857142857
399.97342,148.93092,732.442857142857
399.97342,141.2506,735.328571428571
399.97342,121.3276,1001.22403100775
399.97342,135.9646,731.742857142857
399.97342,141.2506,741.878571428571
399.97342,121.3276,746.421428571429
399.97342,157.0546,743.764285714286
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.45384615385
399.97342,121.3276,1002.97769230769
399.97342,121.3276,1002.33230769231
399.97342,122.90607,1011.54071428571
399.97342,122.90607,1011.50928571429
399.97342,122.90607,1011.47785714286
399.97342,121.3276,1002.20323076923
399.97342,121.3276,1002.07415384615
399.97342,121.3276,1001.94507692308
399.97342,121.3276,1001.88053846154
399.97342,121.3276,1001.29969230769
399.97342,121.3276,1003.62307692308
399.97342,121.3276,998.7875
399.97342,151.2596,1000.97692307692
399.97342,136.31906,1006.90121765601
399.97342,136.31906,1014.57893175074
399.97342,136.31906,1025.6
399.97342,121.3276,1044.88666666667
399.97342,135.9646,1000.75648854962
399.97342,141.2506,1003.89510703364
399.97342,146.5006,995.502496099844
399.97342,148.93092,993.304563335956
399.97342,151.2596,996.594539781591
399.97342,152.93481,992.973517786561
399.97342,157.0546,995.586231313926
399.97342,158.9674,995.746153846154
399.97342,121.3276,996.810691823899
399.97342,128.2426,1001.0103343465
399.97342,134.3606,1000.4760488177
399.97342,122.90607,1011.54071428571
399.97342,122.90607,1011.54071428571
399.97342,121.3276,995.792525570417
399.97342,121.3276,1012.98049155146
429.97342,121.3276,996.526910953507
399.97342,179.0846,989.621274193548
399.97342,121.3276,998.706869633099
399.97342,121.3276,995.559889937107
399.97342,121.3276,1000.56165891473
399.97342,121.3276,1003.79227692308
399.97342,121.3276,738.454601139601
399.97342,121.3276,1001.22403100775
399.97342,130.386,986.56063812601
399.97342,130.386,988.91375
399.97342,121.3276,1003.78576923077
399.97342,121.3276,1003.78576923077
399.97342,121.3276,1003.94846153846
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.67188461538
399.97342,121.3276,1003.67188461538
399.97342,121.3276,1003.73696153846
399.97342,121.3276,837.635782747604
399.97342,121.3276,1056.60356472796
399.97342,121.3276,747.152561562412
399.97342,121.3276,747.152561562412
399.97342,121.3276,760.041870202373
399.97342,121.3276,740.504561003421
399.97342,121.3276,742.775486989905
399.97342,121.3276,745.035460992908
399.97342,121.3276,738.357142857143
399.97342,141.2506,735.328571428571
399.97342,151.2596,733.442857142857
399.97342,146.5006,731.442857142857
399.97342,148.93092,732.442857142857
399.97342,121.3276,738.357142857143
399.97342,122.90607,1011.54071428571
399.97342,122.90607,1011.53442857143
399.97342,122.90607,1011.52814285714
399.97342,122.90607,1011.51557142857
399.97342,122.90607,785.30525
399.97342,188.3839,711.911111111111
399.97342,188.3839,690.97
399.97342,121.3276,738.357142857143
399.97342,121.3276,736.488571428571
399.97342,121.3276,734.62
399.97342,121.3276,732.751428571429
399.97342,121.3276,730.882857142857
399.97342,121.3276,729.014285714286
399.97342,121.3276,727.145714285714
399.97342,192.981,774.066666666667
399.97342,192.981,738.0475
399.97342,192.981,704.638888888889
399.97342,192.981,774.066666666667
399.97342,122.90607,1014.03669064748
399.97342,121.3276,1003.62307692308
399.97342,121.3276,998.9502265625
399.97342,121.3276,1008.87232156273
399.97342,121.3276,997.307221350079
399.97342,121.3276,1001.9694508894
399.97342,121.3276,1001.76137770898
399.97342,121.3276,1001.81594427245
399.97342,121.3276,1002.16573859242
399.97342,121.3276,1004.05692307692
399.97342,121.3276,1001.29876256767
399.97342,121.3276,1000.64988399072
399.97342,121.3276,998.866072811774
399.97342,121.3276,999.509545804465
399.97342,121.3276,998.46
399.97342,121.3276,1000.42867132867
399.97342,121.3276,999.140561622465
399.97342,121.3276,1001.24434108527
399.97342,121.3276,1001.75750773994
399.97342,121.3276,999.380031201248
399.97342,121.3276,999.726656274357
399.97342,121.3276,1001.0448757764
399.97342,121.3276,1002.70370084811
399.97342,121.3276,1000.2881342701
399.97342,121.3276,1001.05621579359
399.97342,121.3276,1001.09372056515
399.97342,121.3276,1000.01050583658
399.97342,141.2506,735.328571428571
399.97342,141.2506,736.657142857143
399.97342,141.2506,737.985714285714
399.97342,141.2506,739.314285714286
399.97342,141.2506,740.642857142857
399.97342,141.2506,741.971428571429
399.97342,122.90607,951.961875
399.97342,122.90607,935.466867469879
399.97342,192.981,774.066666666667
399.97342,192.981,774.066666666667
399.97342,121.3276,1003.62307692308
399.97342,148.93092,1000.43846153846
399.97342,134.3606,997.830769230769
399.97342,121.3276,1003.62307692308
399.97342,135.9646,728.571428571429
399.97342,121.3276,998.7875
399.97342,128.2426,726.371428571429
399.97342,192.981,774.066666666667
399.97342,122.90607,1011.59714285714
399.97342,121.3276,1019.69714285714
399.97342,141.2506,1043.64253333333
399.97342,121.3276,1019.69714285714
399.97342,151.2596,1000.97692307692
399.97342,157.0546,1001.4
399.97342,157.0546,1001.62
399.97342,157.0546,1001.82307692308
399.97342,157.0546,1002.04307692308
399.97342,157.0546,1002.24615384615
399.97342,157.0546,1002.66923076923
399.97342,121.3276,738.558571428571
399.97342,121.3276,738.76
399.97342,121.3276,738.961428571429
399.97342,121.3276,739.162857142857
399.97342,121.3276,738.231428571429
399.97342,121.3276,738.105714285714
399.97342,121.3276,738.544285714286
399.97342,121.3276,738.918571428571
399.97342,121.3276,739.105714285714
399.97342,121.3276,740.654285714286
399.97342,121.3276,742.951428571429
399.97342,146.5006,731.442857142857
399.97342,121.3276,738.357142857143
399.97342,121.3276,738.357142857143
399.97342,122.90607,1011.54071428571
399.97342,121.3276,1002.85553846154
399.97342,121.3276,1001.70423076923
399.97342,121.3276,999.785384615384
399.97342,121.3276,1003.14622496148
399.97342,121.3276,1003.75323076923
399.97342,141.2506,1001.99230769231
399.97342,135.9646,998.353846153846
399.97342,128.2426,726.371428571429
399.97342,128.2426,727.2
399.97342,128.2426,726.702857142857
399.97342,128.2426,727.697142857143
399.97342,121.3276,738.099142857143
399.97342,121.3276,737.841142857143
399.97342,121.3276,737.454142857143
399.97342,121.3276,737.067142857143
399.97342,121.3276,739.046285714286
399.97342,121.3276,739.735428571429
399.97342,121.3276,740.769142857143
399.97342,121.3276,741.802857142857
399.97342,121.3276,737.638
399.97342,121.3276,736.918857142857
399.97342,121.3276,735.827038626609
399.97342,121.3276,734.761428571428
399.97342,122.90607,738.632857142857
399.97342,122.90607,739.184285714286
399.97342,122.90607,739.735714285714
399.97342,122.90607,740.287142857143
399.97342,121.3276,1003.62307692308
399.97342,128.2426,997.169230769231
399.97342,134.3606,997.830769230769
399.97342,135.9646,998.353846153846
399.97342,141.2506,1001.99230769231
399.97342,146.5006,999.9
399.97342,148.93092,1000.43846153846
399.97342,151.2596,1000.97692307692
399.97342,152.93481,1001.59230769231
399.97342,157.0546,1002.66923076923
399.97342,136.31906,1025.6
399.97342,136.31906,1025.6
399.97342,141.2506,1001.99230769231
399.97342,146.5006,999.9
399.97342,134.3606,997.830769230769
399.97342,148.93092,1000.43846153846
399.97342,121.3276,1003.62307692308
399.97342,128.2426,997.169230769231
399.97342,128.2426,973.007692307692
399.97342,128.2426,944.666666666667
399.97342,135.9646,974.192307692308
399.97342,141.2506,1001.99230769231
399.97342,141.2506,977.830769230769
399.97342,121.3276,1000.98207913111
399.97342,121.3276,1006.4366539924
399.97342,121.3276,1008.95808878856
399.97342,121.3276,1010.04835820896
399.97342,121.3276,738.357142857143
399.97342,121.3276,738.931428571429
399.97342,121.3276,739.505714285714
399.97342,121.3276,740.08
399.97342,121.3276,740.654285714286
399.97342,121.3276,741.802857142857
399.97342,121.3276,742.951428571429
399.97342,121.3276,745.248571428571
399.97342,141.2506,999.580620155039
399.97342,141.2506,999.908527131783
399.97342,141.2506,999.88527131783
399.97342,121.3276,1001.22403100775
399.97342,192.981,1007.38
399.97342,121.3276,1003.28461538462
399.97342,122.90607,999.938511699271
399.97342,122.90607,999.522102839601
399.97342,122.90607,998.622491349481
399.97342,122.90607,996.499845320959
399.97342,122.90607,995.464341085271
399.97342,122.90607,1008.45996984546
399.97342,122.90607,1007.70853152133
399.97342,122.90607,1006.14245640637
399.97342,122.90607,1003.73893129771
399.97342,122.90607,1001.90015343306
399.97342,122.90607,1000.16358381503
399.97342,122.90607,1007.10840657241
399.97342,122.90607,1007.1641221374
399.97342,122.90607,1004.75103766334
399.97342,122.90607,1003.14399845619
399.97342,122.90607,1002.96574074074
399.97342,122.90607,1003.72677953059
399.97342,122.90607,1003.05605242868
399.97342,121.3276,1002.42818532819
399.97342,121.3276,1002.18809891808
399.97342,122.90607,1002.5027027027
399.97342,122.90607,1001.37364341085
399.97342,122.90607,1001.4484496124
399.97342,122.90607,1001.52325581395
399.97342,122.90607,1003.02432432432
399.97342,122.90607,1004.51384615385
399.97342,122.90607,1005.99195402299
399.97342,122.90607,1006.99143730887
399.97342,141.2506,735.328571428571
399.97342,141.2506,735.479642857143
399.97342,141.2506,735.630714285714
399.97342,141.2506,735.781785714286
399.97342,141.2506,735.932857142857
399.97342,121.3276,738.357142857143
399.97342,121.3276,738.357142857143
399.97342,122.90607,727.742857142857
399.97342,122.90607,730.846428571429
399.97342,122.90607,737.053571428571
399.97342,122.90607,740.157142857143
399.97342,122.90607,746.364285714286
399.97342,121.3276,1004.77331288344
399.97342,192.981,723.07
399.97342,192.981,737.0375
399.97342,121.3276,1002.69822530864
399.97342,121.3276,1002.98299922899
399.97342,121.3276,1004.48641596316
399.97342,121.3276,1003.61173979985
399.97342,121.3276,1006.51952707857
399.97342,121.3276,1003.82036894696
399.97342,121.3276,999.663862928349
399.97342,121.3276,1000.5347826087
399.97342,121.3276,1001.7800618238
399.97342,122.90607,1011.22351679771
399.97342,122.90607,1011.20294538176
399.97342,122.90607,1010.89115373604
399.97342,122.90607,1011.53507142857
399.97342,122.90607,1011.54071428571
399.97342,122.90607,1010.02152498564
399.97342,122.90607,1009.23218142549
399.97342,122.90607,1008.21270047681
399.97342,122.90607,1007.88272819326
399.97342,122.90607,994.935433070866
399.97342,122.90607,998.016795069337
399.97342,158.9674,736.528571428571
399.97342,158.9674,734.7
399.97342,158.9674,732.871428571429
399.97342,158.9674,731.042857142857
399.97342,158.9674,729.214285714286
399.97342,158.9674,727.385714285714
399.97342,158.9674,725.557142857143
399.97342,122.90607,1010.82
399.97342,122.90607,783.00025
399.97342,122.90607,1010.62005730659
399.97342,122.90607,785.321875
399.97342,122.90607,1010.67664756447
399.97342,122.90607,785.420625
399.97342,122.90607,1011.16580829757
399.97342,122.90607,785.56875
399.97342,122.90607,1010.63552461605
399.97342,122.90607,1009.89415154134
399.97342,122.90607,1009.14741940147
399.97342,121.3276,1002.18809891808
399.97342,121.3276,1000.98207913111
399.97342,121.3276,999.766666666667
399.97342,121.3276,999.522447388932
399.97342,121.3276,997.554901960784
399.97342,121.3276,996.312598425197
399.97342,121.3276,988.648387096774
399.97342,121.3276,1001.03130333592
399.97342,121.3276,1001.81594427245
399.97342,121.3276,990.985086342229
399.97342,121.3276,983.76062992126
399.97342,121.3276,1014.85166666667
399.97342,121.3276,999.633800623053
399.97342,121.3276,998.633333333333
399.97342,121.3276,992.719644238206
399.97342,135.9646,992.433855799373
399.97342,135.9646,995.421428571429
399.97342,121.3276,1001.9694508894
399.97342,121.3276,994.633238321457
399.97342,122.90607,1011.65357142857
399.97342,134.3606,858.546666666667
399.97342,135.9646,1011.68
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1005.48307692308
399.97342,121.3276,1005.48307692308
399.97342,135.9646,728.571428571429
399.97342,134.3606,994.150583657588
399.97342,134.3606,994.792307692308
399.97342,134.3606,997.049034749035
399.97342,134.3606,998.651114527287
399.97342,134.3606,999.364620107444
399.97342,134.3606,1000.52616679418
399.97342,128.2426,782.64925
399.97342,121.3276,997.554901960784
399.97342,121.3276,996.810691823899
399.97342,121.3276,994.304437400951
399.97342,151.2596,1000.97692307692
399.97342,192.981,1005.86666666667
99.97342,192.981,1023.06
399.97342,122.90607,1016.87279102384
399.97342,122.90607,1011.48428571429
399.97342,122.90607,1011.65357142857
399.97342,192.981,737.0375
399.97342,192.981,723.07
399.97342,188.3839,696.9125
399.97342,121.3276,998.7875
399.97342,121.3276,738.357142857143
399.97342,121.3276,1003.62307692308
399.97342,192.981,1004.87947019868
399.97342,192.981,1018.17443946188
399.97342,192.981,774.962809917355
399.97342,192.981,774.476666666667
399.97342,121.3276,738.719714285714
399.97342,121.3276,738.961428571429
399.97342,192.981,702.737333333333
399.97342,192.981,1002.75210526316
399.97342,121.3276,992.526294820717
99.97342,192.981,1022.22
429.97342,121.3276,1003.45576923077
399.97342,121.3276,1001.22403100775
399.97342,121.3276,999.277847113884
399.97342,121.3276,995.311690363349
399.97342,121.3276,990.469687249399
399.97342,121.3276,990.210754414125
399.97342,188.3839,988.633333333333
399.97342,121.3276,1007.01333333333
399.97342,188.3839,993.237777777778
399.97342,188.3839,992.808888888889
399.97342,128.2426,1008.81285714286
399.97342,121.3276,1000.25396578538
399.97342,121.3276,1002.66790123457
399.97342,188.3839,690.97
399.97342,121.3276,738.294285714286
399.97342,121.3276,738.231428571429
399.97342,121.3276,739.505714285714
399.97342,121.3276,740.654285714286
399.97342,128.2426,726.371428571429
399.97342,128.2426,726.308571428571
399.97342,128.2426,726.245714285714
399.97342,128.2426,727.52
399.97342,128.2426,728.668571428571
399.97342,141.2506,735.328571428571
399.97342,141.2506,735.265714285714
399.97342,141.2506,735.202857142857
399.97342,141.2506,736.477142857143
399.97342,141.2506,737.625714285714
399.97342,146.5006,731.442857142857
399.97342,146.5006,731.38
399.97342,146.5006,731.317142857143
399.97342,146.5006,732.591428571429
399.97342,146.5006,733.74
399.97342,151.2596,733.442857142857
399.97342,151.2596,733.38
399.97342,151.2596,733.317142857143
399.97342,151.2596,734.591428571429
399.97342,151.2596,735.74
399.97342,192.981,1060.14461538462
399.97342,122.90607,1004.11694915254
399.97342,151.2596,979.141152263374
399.97342,151.2596,984.283144246353
399.97342,151.2596,983.48180341186
399.97342,151.2596,992.847434885556
399.97342,151.2596,998.80100697134
99.97342,192.981,1022.22
399.97342,122.90607,1011.48428571429
399.97342,122.90607,1011.54071428571
399.97342,122.90607,1011.59714285714
399.97342,122.90607,1011.71
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1002.71580003086
399.97342,122.90607,942.645729047843
399.97342,122.90607,1003.02580023139
399.97342,122.90607,1003.32427745665
399.97342,122.90607,1003.5625577812
399.97342,122.90607,1004.52549757934
399.97342,122.90607,1004.90466830467
399.97342,122.90607,1005.90802511678
399.97342,122.90607,1006.35510594355
399.97342,122.90607,1006.7665902316
399.97342,122.90607,1007.76046653453
399.97342,121.3276,1000.79060559006
399.97342,121.3276,1001.08370830101
399.97342,121.3276,1002.25158546017
399.97342,121.3276,1003.81830769231
399.97342,121.3276,1004.01353846154
399.97342,192.981,1005.86666666667
399.97342,192.981,1008.56
399.97342,192.981,1009.42666666667
399.97342,188.3839,690.97
399.97342,188.3839,696.9125
399.97342,128.2426,1008.81285714286
399.97342,128.2426,1010.12428571429
399.97342,122.90607,1011.37142857143
399.97342,191.2006,703.625
399.97342,191.2006,704.041666666667
399.97342,191.2006,704.625
399.97342,191.2006,705.291666666667
399.97342,191.2006,706.458333333333
399.97342,191.2006,698.958333333333
399.97342,191.2006,707.491666666667
399.97342,191.2006,701.3
399.97342,191.2006,701.216666666667
399.97342,191.2006,700.091666666667
399.97342,191.2006,700.5
399.97342,191.2006,701.216666666667
399.97342,191.2006,701.783333333333
399.97342,191.2006,705.725
399.97342,128.2426,1010.18357142857
399.97342,128.2426,997.169230769231
399.97342,128.2426,997.392307692308
399.97342,128.2426,997.615384615385
399.97342,128.2426,997.838461538462
399.97342,121.3276,738.357142857143
399.97342,188.3839,690.97
399.97342,141.2506,1002.14357197844
399.97342,141.2506,1001.75280985373
399.97342,141.2506,1000.64783616692
399.97342,141.2506,1000.02006196747
399.97342,141.2506,1001.8062403698
399.97342,134.3606,997.830769230769
399.97342,141.2506,735.328571428571
399.97342,141.2506,735.391745215653
399.97342,141.2506,735.429285714286
399.97342,141.2506,735.469571428571
399.97342,141.2506,735.53
399.97342,141.2506,735.630714285714
399.97342,141.2506,735.731428571429
399.97342,141.2506,735.932857142857
399.97342,121.3276,1002.66790123457
399.97342,122.90607,1009.42805755396
399.97342,192.981,1005.86666666667
399.97342,192.981,1005.35733333333
399.97342,192.981,1004.848
399.97342,192.981,1004.33866666667
399.97342,192.981,1003.82933333333
399.97342,192.981,1003.32
399.97342,192.981,1005.24133333333
399.97342,192.981,1004.616
399.97342,192.981,1003.99066666667
399.97342,192.981,1005.86666666667
399.97342,192.981,1005.24133333333
399.97342,192.981,1004.616
399.97342,192.981,1003.99066666667
399.97342,192.981,1005.86666666667
399.97342,192.981,1005.24133333333
399.97342,192.981,1004.616
399.97342,192.981,1003.99066666667
399.97342,121.3276,989.95140562249
399.97342,121.3276,991.244
399.97342,121.3276,998.7875
399.97342,121.3276,1003.62307692308
399.97342,121.3276,998.7875
399.97342,121.3276,1002.42818532819
399.97342,192.981,724.398428290766
399.97342,192.981,1024.49907407407
399.97342,192.981,774.066666666667
399.97342,192.981,1005.76133333333
399.97342,192.981,1005.656
399.97342,192.981,1005.55066666667
399.97342,192.981,1004.12666666667
399.97342,192.981,1002.38666666667
399.97342,192.981,1004.12666666667
399.97342,192.981,1002.38666666667
399.97342,192.981,1004.12666666667
399.97342,192.981,1002.38666666667
399.97342,124.90825,1002.94
399.97342,124.90825,1002.25692307692
399.97342,124.90825,1001.57384615385
399.97342,124.90825,1000.89076923077
399.97342,124.90825,1000.20769230769
399.97342,151.2596,989.269193934557
399.97342,151.2596,992.087341772152
399.97342,151.2596,995.603912363067
399.97342,151.2596,997.824164724165
399.97342,151.2596,1000.97692307692
399.97342,192.981,1006.04
399.97342,192.981,1005.86666666667
399.97342,192.981,1006.21333333333
399.97342,192.981,1006.38666666667
399.97342,192.981,1006.56
399.97342,192.981,1006.73333333333
399.97342,192.981,1006.64666666667
399.97342,121.3276,1002.66790123457
399.97342,124.90825,1000.77776917119
399.97342,124.90825,1000.0899302866
399.97342,124.90825,998.671428571428
399.97342,124.90825,1001.47202152191
399.97342,124.90825,998.470542635659
399.97342,124.90825,1000.78946963874
399.97342,121.3276,1003.62307692308
399.97342,135.9646,998.353846153846
399.97342,121.3276,1005.98549618321
399.97342,122.90607,1011.54071428571
399.97342,192.981,766.221428571429
399.97342,192.981,745.32625
399.97342,192.981,765.185714285714
99.97342,192.981,1022.22
399.97342,122.90607,995.435691823899
399.97342,122.90607,994.228404669261
399.97342,121.3276,1001.22403100775
399.97342,121.3276,1003.43075734158
399.97342,121.3276,1004.70458015267
399.97342,121.3276,1009.87108433735
399.97342,188.3839,690.97
399.97342,122.90607,1011.37142857143
399.97342,122.90607,1010.70971428571
399.97342,122.90607,1011.552
399.97342,122.90607,1011.53565714286
399.97342,122.90607,1011.52057142857
399.97342,192.981,1007.21333333333
399.97342,192.981,1007.21333333333
399.97342,192.981,1007.21333333333
399.97342,192.981,1011.58181818182
399.97342,192.981,1005.86666666667
399.97342,192.981,1002.55789473684
399.97342,192.981,737.0375
399.97342,135.9646,998.353846153846
399.97342,192.981,740.781625
399.97342,192.981,727.61
138.97342,89.019,1125.49832635983
399.97342,192.981,725.34
399.97342,192.981,723.07
399.97342,192.981,723.17135678392
399.97342,192.981,723.481632653061
399.97342,192.981,723.439
399.97342,192.981,723.036274509804
399.97342,192.981,723.003846153846
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.23584615385
399.97342,121.3276,1002.84861538462
399.97342,121.3276,1002.07415384615
399.97342,121.3276,1001.29969230769
399.97342,121.3276,1000.52523076923
399.97342,121.3276,999.750769230769
399.97342,121.3276,1003.65561538462
399.97342,121.3276,1003.67839230769
399.97342,121.3276,1003.73045384615
399.97342,121.3276,1003.84108461538
399.97342,121.3276,1003.62307692308
399.97342,121.3276,817.5714
399.97342,121.3276,706.945454545454
399.97342,121.3276,1005.98549618321
399.97342,121.3276,736.625352112676
34.97342,192.981,1030.908
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1002.85553846154
399.97342,121.3276,1002.47176923077
399.97342,121.3276,1002.088
399.97342,121.3276,1001.70423076923
399.97342,121.3276,1001.32046153846
399.97342,121.3276,1000.55292307692
399.97342,121.3276,999.785384615384
399.97342,122.90607,997.907692307692
399.97342,188.3839,990.557894736842
399.97342,188.3839,997.558823529412
399.97342,188.3839,690.255877034358
399.97342,192.981,737.281111111111
399.97342,121.3276,1002.18809891808
399.97342,121.3276,1003.62307692308
399.97342,121.3276,998.295618153365
399.97342,121.3276,997.802194357367
399.97342,121.3276,996.810691823899
399.97342,121.3276,993.798412698413
399.97342,121.3276,992.014604948124
399.97342,121.3276,991.501278976819
399.97342,121.3276,986.010569105691
399.97342,121.3276,1006.27610687023
399.97342,122.90607,1011.54071428571
399.97342,122.90607,1011.65557142857
399.97342,122.90607,1011.77042857143
399.97342,122.90607,1011.88528571429
399.97342,122.90607,1012.00014285714
399.97342,121.3276,988.909830781628
399.97342,121.3276,1000.98207913111
399.97342,121.3276,995.562509865825
399.97342,121.3276,992.78152866242
399.97342,121.3276,990.986309047238
399.97342,121.3276,1003.67188461538
399.97342,121.3276,1003.73696153846
399.97342,121.3276,1003.78576923077
399.97342,121.3276,1003.94846153846
399.97342,121.3276,1005.73821538462
399.97342,121.3276,1005.47846153846
399.97342,121.3276,1005.25581538462
399.97342,121.3276,1004.84763076923
399.97342,121.3276,1004.62498461538
399.97342,121.3276,1004.25390769231
399.97342,121.3276,1003.99415384615
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.62272132913
399.97342,121.3276,1003.60536398467
399.97342,121.3276,1003.38084291188
399.97342,121.3276,1001.22403100775
399.97342,134.3606,996.466810877627
399.97342,134.3606,997.559699190127
399.97342,134.3606,998.12
399.97342,134.3606,998.843076923077
399.97342,192.981,1006.43866666667
399.97342,192.981,1006.16133333333
399.97342,192.981,1005.86666666667
399.97342,192.981,1006.73333333333
399.97342,192.981,773.101639344262
399.97342,192.981,772.167741935484
399.97342,192.981,771.263492063492
399.97342,192.981,770.3875
399.97342,192.981,787.949019607843
399.97342,192.981,786.55
399.97342,192.981,785.203773584906
399.97342,192.981,783.907407407407
399.97342,121.3276,1003.13461538462
399.97342,192.981,740.885
399.97342,121.3276,1001.22403100775
399.97342,121.3276,1002.42818532819
399.97342,121.3276,1003.62307692308
399.97342,135.9646,728.571428571429
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.62307692308
399.97342,142.92595,1003.48030769231
399.97342,142.92595,1003.33753846154
399.97342,142.92595,1003.19476923077
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.23930769231
399.97342,121.3276,1002.85553846154
399.97342,121.3276,1002.47176923077
399.97342,121.3276,1002.088
399.97342,121.3276,1001.70423076923
399.97342,121.3276,1001.32046153846
399.97342,121.3276,1000.93669230769
399.97342,121.3276,1000.55292307692
399.97342,121.3276,1000.16915384615
399.97342,121.3276,999.401615384615
399.97342,121.3276,998.634076923077
399.97342,121.3276,997.866538461538
399.97342,121.3276,995.947692307692
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1003.99415384615
399.97342,121.3276,1004.36523076923
399.97342,121.3276,1004.73630769231
399.97342,121.3276,1005.10738461538
399.97342,121.3276,1005.47846153846
399.97342,121.3276,1005.84953846154
399.97342,121.3276,1004.43853211009
399.97342,121.3276,1006.22061538462
399.97342,121.3276,1007.33384615385
399.97342,121.3276,1006.59169230769
399.97342,192.981,731.55
399.97342,192.981,731.33125
399.97342,192.981,731.1125
399.97342,192.981,730.89375
399.97342,192.981,737.0375
399.97342,192.981,736.93875
399.97342,192.981,736.84
399.97342,192.981,736.74125
399.97342,192.981,736.6425
399.97342,192.981,736.54375
399.97342,192.981,736.445
