pk_table,pk_column,fk_table,fk_column
table47.csv,wtd_mean_ElectronAffinity,table4.csv,wtd_mean_ElectronAffinity
table47.csv,wtd_mean_ElectronAffinity,table6.csv,wtd_mean_ElectronAffinity
table47.csv,wtd_mean_ElectronAffinity,table24.csv,wtd_mean_ElectronAffinity
table47.csv,wtd_mean_atomic_radius,table17.csv,wtd_mean_atomic_radius
table47.csv,wtd_mean_atomic_radius,table12.csv,wtd_mean_atomic_radius
table47.csv,wtd_mean_ElectronAffinity,table9.csv,wtd_mean_ElectronAffinity
table47.csv,wtd_mean_atomic_radius,table9.csv,wtd_mean_atomic_radius
table53.csv,range_atomic_radius,table30.csv,range_atomic_radius
table53.csv,mean_Density,table30.csv,mean_Density
table53.csv,mean_Density,table31.csv,mean_Density
table53.csv,mean_Density,table29.csv,mean_Density
table53.csv,range_atomic_radius,table15.csv,range_atomic_radius
table53.csv,range_atomic_radius,table16.csv,range_atomic_radius
table53.csv,range_atomic_radius,table17.csv,range_atomic_radius
table53.csv,range_atomic_radius,table12.csv,range_atomic_radius
table53.csv,mean_Density,table39.csv,mean_Density
table53.csv,range_atomic_radius,table10.csv,range_atomic_radius
table53.csv,range_atomic_radius,table48.csv,range_atomic_radius
table52.csv,wtd_range_ElectronAffinity,table5.csv,wtd_range_ElectronAffinity
table52.csv,wtd_mean_FusionHeat,table5.csv,wtd_mean_FusionHeat
table53.csv,range_atomic_radius,table9.csv,range_atomic_radius
table53.csv,mean_Density,table9.csv,mean_Density
table52.csv,wtd_mean_FusionHeat,table4.csv,wtd_mean_FusionHeat
table52.csv,wtd_range_ElectronAffinity,table6.csv,wtd_range_ElectronAffinity
table52.csv,wtd_mean_FusionHeat,table6.csv,wtd_mean_FusionHeat
table52.csv,wtd_range_ElectronAffinity,table7.csv,wtd_range_ElectronAffinity
table52.csv,wtd_mean_FusionHeat,table7.csv,wtd_mean_FusionHeat
table52.csv,wtd_mean_FusionHeat,table18.csv,wtd_mean_FusionHeat
table52.csv,wtd_mean_FusionHeat,table19.csv,wtd_mean_FusionHeat
table52.csv,wtd_mean_FusionHeat,table11.csv,wtd_mean_FusionHeat
table52.csv,wtd_range_ElectronAffinity,table8.csv,wtd_range_ElectronAffinity
table52.csv,wtd_mean_FusionHeat,table8.csv,wtd_mean_FusionHeat
table52.csv,wtd_mean_FusionHeat,table49.csv,wtd_mean_FusionHeat
table46.csv,wtd_mean_ElectronAffinity,table5.csv,wtd_mean_ElectronAffinity
table46.csv,wtd_range_atomic_radius,table5.csv,wtd_range_atomic_radius
table52.csv,wtd_mean_FusionHeat,table9.csv,wtd_mean_FusionHeat
table46.csv,wtd_mean_ElectronAffinity,table4.csv,wtd_mean_ElectronAffinity
table46.csv,wtd_range_atomic_radius,table4.csv,wtd_range_atomic_radius
table46.csv,wtd_mean_ElectronAffinity,table6.csv,wtd_mean_ElectronAffinity
table46.csv,wtd_range_atomic_radius,table7.csv,wtd_range_atomic_radius
table46.csv,wtd_range_atomic_radius,table3.csv,wtd_range_atomic_radius
table46.csv,wtd_mean_ElectronAffinity,table24.csv,wtd_mean_ElectronAffinity
table46.csv,wtd_mean_ElectronAffinity,table9.csv,wtd_mean_ElectronAffinity
table5.csv,wtd_range_ElectronAffinity,table6.csv,wtd_range_ElectronAffinity
table5.csv,wtd_mean_ElectronAffinity,table6.csv,wtd_mean_ElectronAffinity
table5.csv,wtd_mean_FusionHeat,table6.csv,wtd_mean_FusionHeat
table5.csv,wtd_mean_ElectronAffinity,table4.csv,wtd_mean_ElectronAffinity
table5.csv,wtd_range_atomic_radius,table4.csv,wtd_range_atomic_radius
table5.csv,wtd_mean_FusionHeat,table4.csv,wtd_mean_FusionHeat
table5.csv,wtd_range_atomic_radius,table3.csv,wtd_range_atomic_radius
table5.csv,wtd_range_ElectronAffinity,table7.csv,wtd_range_ElectronAffinity
table5.csv,wtd_range_atomic_radius,table7.csv,wtd_range_atomic_radius
table5.csv,wtd_mean_FusionHeat,table7.csv,wtd_mean_FusionHeat
table5.csv,wtd_mean_FusionHeat,table18.csv,wtd_mean_FusionHeat
table5.csv,wtd_mean_ElectronAffinity,table24.csv,wtd_mean_ElectronAffinity
table5.csv,wtd_mean_FusionHeat,table19.csv,wtd_mean_FusionHeat
table5.csv,wtd_mean_FusionHeat,table11.csv,wtd_mean_FusionHeat
table5.csv,wtd_range_ElectronAffinity,table8.csv,wtd_range_ElectronAffinity
table5.csv,wtd_mean_FusionHeat,table8.csv,wtd_mean_FusionHeat
table5.csv,wtd_mean_FusionHeat,table49.csv,wtd_mean_FusionHeat
table21.csv,wtd_entropy_ThermalConductivity,table20.csv,wtd_entropy_ThermalConductivity
table21.csv,wtd_mean_ThermalConductivity,table20.csv,wtd_mean_ThermalConductivity
table21.csv,wtd_range_fie,table20.csv,wtd_range_fie
table5.csv,wtd_mean_ElectronAffinity,table9.csv,wtd_mean_ElectronAffinity
table5.csv,wtd_mean_FusionHeat,table9.csv,wtd_mean_FusionHeat
table21.csv,wtd_mean_ThermalConductivity,table4.csv,wtd_gmean_ThermalConductivity
table21.csv,wtd_mean_ThermalConductivity,table22.csv,wtd_mean_ThermalConductivity
table21.csv,entropy_ThermalConductivity,table22.csv,entropy_ThermalConductivity
table21.csv,wtd_mean_ThermalConductivity,table23.csv,wtd_mean_ThermalConductivity
table21.csv,wtd_mean_ThermalConductivity,table37.csv,wtd_mean_ThermalConductivity
table21.csv,wtd_range_fie,table37.csv,wtd_range_fie
table21.csv,wtd_range_fie,table26.csv,wtd_range_fie
table21.csv,wtd_range_fie,table27.csv,wtd_range_fie
table21.csv,wtd_range_fie,table18.csv,wtd_range_fie
table21.csv,wtd_mean_ThermalConductivity,table49.csv,wtd_mean_ThermalConductivity
table21.csv,wtd_mean_ThermalConductivity,table9.csv,wtd_mean_ThermalConductivity
table21.csv,wtd_range_fie,table9.csv,wtd_range_fie
table35.csv,gmean_fie,table28.csv,gmean_fie
table34.csv,entropy_Density,table31.csv,entropy_Density
table34.csv,entropy_Density,table30.csv,entropy_Density
table20.csv,wtd_mean_ThermalConductivity,table4.csv,wtd_gmean_ThermalConductivity
table20.csv,wtd_mean_ThermalConductivity,table22.csv,wtd_mean_ThermalConductivity
table20.csv,wtd_entropy_ThermalConductivity,table22.csv,entropy_ThermalConductivity
table20.csv,wtd_mean_ThermalConductivity,table23.csv,wtd_mean_ThermalConductivity
table20.csv,wtd_mean_ThermalConductivity,table37.csv,wtd_mean_ThermalConductivity
table20.csv,wtd_range_fie,table37.csv,wtd_range_fie
table20.csv,wtd_range_atomic_mass,table37.csv,range_atomic_mass
table20.csv,wtd_range_fie,table27.csv,wtd_range_fie
table20.csv,wtd_range_fie,table26.csv,wtd_range_fie
table20.csv,wtd_range_fie,table18.csv,wtd_range_fie
table20.csv,wtd_range_atomic_mass,table25.csv,wtd_range_atomic_mass
table20.csv,wtd_range_atomic_mass,table29.csv,wtd_range_atomic_mass
table20.csv,wtd_range_atomic_mass,table17.csv,wtd_range_atomic_mass
table20.csv,wtd_range_atomic_mass,table38.csv,wtd_range_atomic_mass
table20.csv,wtd_mean_ThermalConductivity,table49.csv,wtd_mean_ThermalConductivity
table4.csv,wtd_mean_ElectronAffinity,table6.csv,wtd_mean_ElectronAffinity
table4.csv,wtd_mean_FusionHeat,table6.csv,wtd_mean_FusionHeat
table4.csv,wtd_gmean_ThermalConductivity,table22.csv,wtd_mean_ThermalConductivity
table20.csv,wtd_mean_ThermalConductivity,table9.csv,wtd_mean_ThermalConductivity
table20.csv,wtd_range_atomic_mass,table9.csv,wtd_range_atomic_mass
table20.csv,wtd_range_fie,table9.csv,wtd_range_fie
table4.csv,wtd_gmean_ThermalConductivity,table23.csv,wtd_mean_ThermalConductivity
table4.csv,wtd_range_atomic_radius,table7.csv,wtd_range_atomic_radius
table4.csv,wtd_mean_FusionHeat,table7.csv,wtd_mean_FusionHeat
table4.csv,wtd_gmean_ThermalConductivity,table37.csv,wtd_mean_ThermalConductivity
table4.csv,wtd_range_atomic_radius,table3.csv,wtd_range_atomic_radius
table4.csv,wtd_mean_atomic_mass,table3.csv,wtd_mean_atomic_mass
table4.csv,wtd_mean_ElectronAffinity,table24.csv,wtd_mean_ElectronAffinity
table4.csv,wtd_mean_FusionHeat,table18.csv,wtd_mean_FusionHeat
table4.csv,wtd_mean_FusionHeat,table19.csv,wtd_mean_FusionHeat
table4.csv,wtd_mean_atomic_mass,table1.csv,wtd_mean_atomic_mass
table4.csv,wtd_mean_FusionHeat,table11.csv,wtd_mean_FusionHeat
table4.csv,wtd_mean_FusionHeat,table8.csv,wtd_mean_FusionHeat
table4.csv,wtd_mean_FusionHeat,table49.csv,wtd_mean_FusionHeat
table4.csv,wtd_gmean_ThermalConductivity,table49.csv,wtd_mean_ThermalConductivity
table4.csv,wtd_mean_ElectronAffinity,table9.csv,wtd_mean_ElectronAffinity
table4.csv,wtd_mean_FusionHeat,table9.csv,wtd_mean_FusionHeat
table4.csv,wtd_gmean_ThermalConductivity,table9.csv,wtd_mean_ThermalConductivity
table4.csv,wtd_range_atomic_radius,table9.csv,range_atomic_radius
table6.csv,wtd_range_ElectronAffinity,table7.csv,wtd_range_ElectronAffinity
table6.csv,wtd_mean_FusionHeat,table7.csv,wtd_mean_FusionHeat
table6.csv,wtd_mean_ElectronAffinity,table24.csv,wtd_mean_ElectronAffinity
table6.csv,wtd_mean_FusionHeat,table18.csv,wtd_mean_FusionHeat
table6.csv,wtd_mean_FusionHeat,table19.csv,wtd_mean_FusionHeat
table6.csv,wtd_mean_FusionHeat,table11.csv,wtd_mean_FusionHeat
table6.csv,wtd_range_ElectronAffinity,table8.csv,wtd_range_ElectronAffinity
table6.csv,wtd_mean_FusionHeat,table8.csv,wtd_mean_FusionHeat
table6.csv,wtd_mean_FusionHeat,table49.csv,wtd_mean_FusionHeat
table36.csv,entropy_fie,table27.csv,entropy_fie
table6.csv,wtd_mean_ElectronAffinity,table9.csv,wtd_mean_ElectronAffinity
table6.csv,wtd_mean_FusionHeat,table9.csv,wtd_mean_FusionHeat
table36.csv,entropy_fie,table26.csv,entropy_fie
table36.csv,entropy_fie,table28.csv,entropy_fie
table22.csv,wtd_mean_ThermalConductivity,table23.csv,wtd_mean_ThermalConductivity
table22.csv,gmean_ThermalConductivity,table23.csv,gmean_ThermalConductivity
table22.csv,wtd_mean_ThermalConductivity,table37.csv,wtd_mean_ThermalConductivity
table22.csv,wtd_mean_ThermalConductivity,table49.csv,wtd_mean_ThermalConductivity
table22.csv,gmean_ThermalConductivity,table49.csv,mean_ThermalConductivity
table23.csv,wtd_mean_ThermalConductivity,table37.csv,wtd_mean_ThermalConductivity
table23.csv,std_ThermalConductivity,table37.csv,wtd_std_ThermalConductivity
table22.csv,wtd_mean_ThermalConductivity,table9.csv,wtd_mean_ThermalConductivity
table23.csv,wtd_mean_ThermalConductivity,table49.csv,wtd_mean_ThermalConductivity
table23.csv,gmean_ThermalConductivity,table49.csv,mean_ThermalConductivity
table37.csv,wtd_range_fie,table27.csv,wtd_range_fie
table37.csv,wtd_range_fie,table26.csv,wtd_range_fie
table23.csv,wtd_mean_ThermalConductivity,table9.csv,wtd_mean_ThermalConductivity
table37.csv,range_atomic_mass,table18.csv,range_atomic_mass
table37.csv,wtd_range_fie,table18.csv,wtd_range_fie
table37.csv,range_atomic_mass,table25.csv,range_atomic_mass
table37.csv,range_atomic_mass,table17.csv,range_atomic_mass
table37.csv,range_atomic_mass,table10.csv,range_atomic_mass
table37.csv,wtd_mean_ThermalConductivity,table49.csv,wtd_mean_ThermalConductivity
table7.csv,wtd_range_atomic_radius,table3.csv,wtd_range_atomic_radius
table37.csv,wtd_mean_ThermalConductivity,table9.csv,wtd_mean_ThermalConductivity
table37.csv,range_atomic_mass,table9.csv,range_atomic_mass
table37.csv,wtd_range_fie,table9.csv,wtd_range_fie
table7.csv,wtd_mean_FusionHeat,table18.csv,wtd_mean_FusionHeat
table7.csv,wtd_mean_FusionHeat,table19.csv,wtd_mean_FusionHeat
table7.csv,wtd_mean_FusionHeat,table11.csv,wtd_mean_FusionHeat
table7.csv,wtd_range_ElectronAffinity,table8.csv,wtd_range_ElectronAffinity
table7.csv,wtd_mean_FusionHeat,table8.csv,wtd_mean_FusionHeat
table7.csv,wtd_range_Density,table8.csv,wtd_range_Density
table7.csv,wtd_mean_FusionHeat,table49.csv,wtd_mean_FusionHeat
table7.csv,wtd_mean_FusionHeat,table9.csv,wtd_mean_FusionHeat
table3.csv,criticaltemp,table2.csv,criticaltemp
table3.csv,wtd_mean_atomic_mass,table2.csv,wtd_gmean_atomic_mass
table3.csv,wtd_mean_atomic_mass,table1.csv,wtd_mean_atomic_mass
table3.csv,criticaltemp,table1.csv,criticaltemp
table33.csv,entropy_ElectronAffinity,table25.csv,entropy_ElectronAffinity
table27.csv,wtd_range_fie,table26.csv,wtd_range_fie
table27.csv,entropy_fie,table26.csv,entropy_fie
table27.csv,wtd_std_fie,table26.csv,wtd_std_fie
table27.csv,wtd_range_fie,table18.csv,wtd_range_fie
table27.csv,entropy_fie,table28.csv,entropy_fie
table26.csv,wtd_range_fie,table18.csv,wtd_range_fie
table27.csv,wtd_range_fie,table9.csv,wtd_range_fie
table26.csv,wtd_mean_fie,table24.csv,wtd_mean_fie
table26.csv,wtd_mean_fie,table25.csv,wtd_mean_fie
table26.csv,wtd_mean_fie,table28.csv,wtd_mean_fie
table26.csv,entropy_fie,table28.csv,entropy_fie
table26.csv,wtd_mean_fie,table38.csv,wtd_mean_fie
table26.csv,wtd_mean_fie,table48.csv,wtd_mean_fie
table32.csv,gmean_ElectronAffinity,table24.csv,gmean_ElectronAffinity
table26.csv,wtd_range_fie,table9.csv,wtd_range_fie
table26.csv,wtd_mean_fie,table9.csv,wtd_mean_fie
table2.csv,wtd_gmean_Density,table1.csv,wtd_gmean_Density
table2.csv,wtd_gmean_Valence,table1.csv,wtd_gmean_Valence
table2.csv,criticaltemp,table1.csv,criticaltemp
table2.csv,wtd_gmean_atomic_mass,table1.csv,wtd_mean_atomic_mass
table18.csv,wtd_mean_FusionHeat,table19.csv,wtd_mean_FusionHeat
table18.csv,wtd_std_FusionHeat,table19.csv,wtd_std_FusionHeat
table18.csv,range_atomic_mass,table25.csv,range_atomic_mass
table18.csv,range_atomic_mass,table17.csv,range_atomic_mass
table18.csv,wtd_mean_FusionHeat,table11.csv,wtd_mean_FusionHeat
table18.csv,range_atomic_mass,table10.csv,range_atomic_mass
table18.csv,wtd_mean_FusionHeat,table8.csv,wtd_mean_FusionHeat
table18.csv,wtd_mean_FusionHeat,table49.csv,wtd_mean_FusionHeat
table18.csv,wtd_mean_FusionHeat,table9.csv,wtd_mean_FusionHeat
table18.csv,range_atomic_mass,table9.csv,range_atomic_mass
table18.csv,wtd_range_fie,table9.csv,wtd_range_fie
table24.csv,wtd_mean_fie,table25.csv,wtd_mean_fie
table24.csv,wtd_mean_fie,table28.csv,wtd_mean_fie
table24.csv,wtd_mean_fie,table48.csv,wtd_mean_fie
table24.csv,wtd_mean_fie,table38.csv,wtd_mean_fie
table30.csv,entropy_Density,table31.csv,entropy_Density
table30.csv,mean_Density,table31.csv,mean_Density
table24.csv,wtd_mean_ElectronAffinity,table9.csv,wtd_mean_ElectronAffinity
table24.csv,wtd_mean_fie,table9.csv,wtd_mean_fie
table30.csv,wtd_mean_Density,table29.csv,wtd_mean_Density
table30.csv,mean_Density,table29.csv,mean_Density
table30.csv,entropy_Density,table29.csv,wtd_entropy_Density
table30.csv,range_atomic_radius,table15.csv,range_atomic_radius
table30.csv,range_atomic_radius,table17.csv,range_atomic_radius
table30.csv,range_atomic_radius,table16.csv,range_atomic_radius
table30.csv,range_atomic_radius,table12.csv,range_atomic_radius
table30.csv,wtd_mean_Density,table39.csv,wtd_mean_Density
table30.csv,mean_Density,table39.csv,mean_Density
table30.csv,range_atomic_radius,table10.csv,range_atomic_radius
table30.csv,range_atomic_radius,table48.csv,range_atomic_radius
table30.csv,range_atomic_radius,table9.csv,range_atomic_radius
table30.csv,wtd_mean_Density,table9.csv,wtd_mean_Density
table30.csv,mean_Density,table9.csv,mean_Density
table31.csv,mean_Density,table29.csv,mean_Density
table31.csv,mean_Density,table39.csv,mean_Density
table25.csv,wtd_mean_fie,table28.csv,wtd_mean_fie
table25.csv,wtd_range_atomic_mass,table29.csv,wtd_range_atomic_mass
table25.csv,wtd_range_atomic_mass,table17.csv,wtd_range_atomic_mass
table25.csv,range_atomic_mass,table17.csv,range_atomic_mass
table25.csv,range_atomic_mass,table10.csv,range_atomic_mass
table25.csv,wtd_range_atomic_mass,table38.csv,wtd_range_atomic_mass
table25.csv,wtd_mean_fie,table38.csv,wtd_mean_fie
table25.csv,wtd_mean_fie,table48.csv,wtd_mean_fie
table25.csv,wtd_range_atomic_mass,table9.csv,wtd_range_atomic_mass
table25.csv,range_atomic_mass,table9.csv,range_atomic_mass
table25.csv,wtd_mean_fie,table9.csv,wtd_mean_fie
table19.csv,wtd_mean_FusionHeat,table11.csv,wtd_mean_FusionHeat
table19.csv,wtd_mean_FusionHeat,table8.csv,wtd_mean_FusionHeat
table19.csv,wtd_mean_FusionHeat,table49.csv,wtd_mean_FusionHeat
table19.csv,wtd_mean_FusionHeat,table9.csv,wtd_mean_FusionHeat
table14.csv,std_FusionHeat,table13.csv,std_FusionHeat
table14.csv,std_FusionHeat,table11.csv,std_FusionHeat
table14.csv,std_FusionHeat,table10.csv,std_FusionHeat
table14.csv,wtd_entropy_FusionHeat,table9.csv,wtd_entropy_FusionHeat
table14.csv,std_FusionHeat,table9.csv,std_FusionHeat
table28.csv,wtd_mean_fie,table38.csv,wtd_mean_fie
table28.csv,wtd_mean_fie,table48.csv,wtd_mean_fie
table28.csv,wtd_mean_fie,table9.csv,wtd_mean_fie
table29.csv,wtd_range_atomic_mass,table17.csv,wtd_range_atomic_mass
table29.csv,wtd_mean_Density,table39.csv,wtd_mean_Density
table29.csv,mean_Density,table39.csv,mean_Density
table29.csv,wtd_range_atomic_mass,table38.csv,wtd_range_atomic_mass
table15.csv,range_atomic_radius,table17.csv,range_atomic_radius
table15.csv,entropy_atomic_radius,table16.csv,entropy_atomic_radius
table15.csv,range_atomic_radius,table16.csv,range_atomic_radius
table29.csv,wtd_range_atomic_mass,table9.csv,wtd_range_atomic_mass
table29.csv,wtd_mean_Density,table9.csv,wtd_mean_Density
table29.csv,mean_Density,table9.csv,mean_Density
table15.csv,wtd_entropy_atomic_radius,table12.csv,wtd_entropy_atomic_radius
table15.csv,range_atomic_radius,table12.csv,range_atomic_radius
table15.csv,range_atomic_radius,table10.csv,range_atomic_radius
table15.csv,range_atomic_radius,table48.csv,range_atomic_radius
table17.csv,range_atomic_radius,table16.csv,range_atomic_radius
table17.csv,wtd_std_atomic_radius,table16.csv,std_atomic_radius
table17.csv,wtd_mean_atomic_radius,table12.csv,wtd_mean_atomic_radius
table17.csv,range_atomic_radius,table12.csv,range_atomic_radius
