entropy_atomic_radius,range_atomic_radius,wtd_entropy_atomic_radius
1.25048423025934,205.0,1.28796394761163
1.25048423025934,205.0,1.35811162109823
1.25670056650299,205.0,1.34275027146283
1.27872030810402,171.0,1.37049664324629
1.27872030810402,171.0,1.27872030810402
1.25366237079374,205.0,1.17306591006094
1.25366237079374,205.0,1.17306591006094
1.25186775273773,205.0,1.17590969915264
1.25670056650299,205.0,1.33924280475906
1.25239790075104,205.0,1.21774745425286
1.25186775273773,205.0,1.21781884455722
1.25670056650299,205.0,1.21624241940537
1.25460859180271,205.0,1.21722740654724
1.25670056650299,205.0,1.339742693422
1.50301899461572,205.0,1.42506886678896
1.49187332206461,205.0,1.36082267761168
1.49187332206461,205.0,1.3763560810797
1.27527399052522,171.0,1.16005975115976
1.52027198000205,171.0,1.18382426241838
1.52027198000205,171.0,1.20038893156208
1.49187332206461,205.0,1.37917409722266
1.49187332206461,205.0,1.38191749330454
1.49187332206461,205.0,1.38459225769248
1.49187332206461,205.0,1.38590551466781
1.49187332206461,205.0,1.39709103718912
1.25670056650299,205.0,1.339742693422
1.25670056650299,205.0,1.33870314115859
1.25366237079374,205.0,1.3451629421374
1.4282570381417,205.0,1.36435880329077
1.4282570381417,205.0,1.40253955057021
1.4282570381417,205.0,1.44331662443495
1.25670056650299,205.0,1.34275027146283
1.25239790075104,205.0,1.34742668165262
1.25186775273773,205.0,1.34803232154777
1.25316722482293,205.0,1.34494335408229
1.25366237079374,205.0,1.34358026423938
1.25366237079374,205.0,1.34422032609993
1.25460859180271,205.0,1.3417317309972
1.25460859180271,205.0,1.34210059603584
1.25570514472447,205.0,1.34174907677111
1.25670056650299,205.0,1.33824206914317
1.25775303954432,205.0,1.33794170329794
1.25048423025934,205.0,1.34986364611014
1.27527399052522,171.0,1.16005975115976
1.27527399052522,171.0,1.16005975115976
1.50301899461572,205.0,1.40848920546972
1.50121758487734,205.0,1.50792397581338
1.50582512504319,205.0,1.40377713576964
1.50687319225366,205.0,1.38574529073608
1.50367904862732,205.0,1.43660155058752
1.50301899461572,205.0,1.38033339333205
1.50528313780229,205.0,1.44178225371802
1.50445986331947,205.0,1.40261256681987
1.50445986331947,205.0,1.29075947465233
1.25670056650299,205.0,1.33924280475906
1.50605873333263,205.0,1.40220655750694
1.50605873333263,205.0,1.41397437216811
1.50445986331947,205.0,1.40082793451479
1.50445986331947,205.0,1.40082793451479
1.50445986331947,205.0,1.43927408903501
1.25670056650299,205.0,1.339742693422
1.50445986331947,205.0,1.36383504779383
1.50445986331947,205.0,1.36383504779383
1.50445986331947,205.0,1.38651593159184
1.40826605501341,211.0,1.26198053052711
1.40826605501341,211.0,1.45556667539919
1.40826605501341,211.0,1.1804317033875
1.40826605501341,211.0,1.1804317033875
1.40826605501341,211.0,1.19546673342892
1.40826605501341,211.0,1.17092690575493
1.40826605501341,211.0,1.17443820793072
1.40826605501341,211.0,1.17762476642364
1.25670056650299,205.0,1.16683237250706
1.25186775273773,205.0,1.17590969915264
1.25366237079374,205.0,1.17306591006094
1.25316722482293,205.0,1.17389632790271
1.25366237079374,205.0,1.17306591006094
1.25670056650299,205.0,1.16683237250706
1.27527399052522,171.0,1.16005975115976
1.52027198000205,171.0,1.16646431067908
1.52027198000205,171.0,1.17144999337075
1.52027198000205,171.0,1.17999201975361
1.52027198000205,171.0,1.04478578565055
1.50732079160841,205.0,1.46653333800259
1.50732079160841,205.0,1.46154982499193
1.25670056650299,205.0,1.16683237250706
1.50681726904963,205.0,1.2490493265422
1.50681726904963,205.0,1.29946414855751
1.50681726904963,205.0,1.33714289166955
1.50681726904963,205.0,1.36614384287619
1.50681726904963,205.0,1.38837920726595
1.50681726904963,205.0,1.40495424243604
1.51953736136792,171.0,1.49152111074041
1.51953736136792,171.0,1.47816038805919
1.51953736136792,171.0,1.34878986619954
1.51953736136792,171.0,1.49152111074041
1.51912201942685,171.0,1.17801988966963
1.25670056650299,205.0,1.339742693422
1.50367904862732,205.0,1.40170287823154
1.50594498995768,205.0,1.41655583104551
1.25670056650299,205.0,1.33835981642898
1.50445986331947,205.0,1.35184149022472
1.50445986331947,205.0,1.36562535538712
1.50445986331947,205.0,1.38452741120446
1.50445986331947,205.0,1.41479343088942
1.50445986331947,205.0,1.45963155479761
1.49187332206461,205.0,1.36052634517342
1.49187332206461,205.0,1.37609673336581
1.49187332206461,205.0,1.40148481221454
1.49187332206461,205.0,1.42268668706154
1.49187332206461,205.0,1.44067415812796
1.50301899461572,205.0,1.3828315367265
1.50301899461572,205.0,1.41214128437923
1.50367904862732,205.0,1.35143923509122
1.50367904862732,205.0,1.36510071897698
1.50367904862732,205.0,1.38328073737122
1.50367904862732,205.0,1.41317832456069
1.50367904862732,205.0,1.43740640614849
1.50301899461572,205.0,1.43633924345685
1.50121758487734,205.0,1.38105730034457
1.50121758487734,205.0,1.40966171961258
1.50121758487734,205.0,1.43285182812917
1.25670056650299,205.0,1.33897800954623
1.25186775273773,205.0,1.17590969915264
1.5020740211605,205.0,1.29965480604436
1.5020740211605,205.0,1.36991385194277
1.5020740211605,205.0,1.41664921677758
1.5020740211605,205.0,1.44542137959448
1.5020740211605,205.0,1.4581078288739
1.28584804029005,147.0,1.00439958307106
1.28584804029005,147.0,1.12172706969913
1.51953736136792,171.0,1.49152111074041
1.51953736136792,171.0,1.49152111074041
1.25670056650299,205.0,1.339742693422
1.25366237079374,205.0,1.3451629421374
1.25048423025934,205.0,1.34934045506262
1.25670056650299,205.0,1.339742693422
1.25239790075104,205.0,1.17511497556571
1.25670056650299,205.0,1.33870314115859
1.25775303954432,205.0,1.16392387651853
1.51953736136792,171.0,1.49152111074041
1.27527399052522,171.0,1.19273404990926
1.25670056650299,205.0,1.36698342478117
1.49957414564803,205.0,1.41572203109445
1.25670056650299,205.0,1.36698342478117
1.25366237079374,205.0,1.3451629421374
1.5028345554489,205.0,1.4284807573051
1.5028345554489,205.0,1.44357233237991
1.5028345554489,205.0,1.44786077980746
1.5028345554489,205.0,1.44270142520445
1.5028345554489,205.0,1.42819789175377
1.25460859180271,205.0,1.34367637555002
1.50445986331947,205.0,1.22265774681511
1.50445986331947,205.0,1.2599923461726
1.50445986331947,205.0,1.29005154172927
1.50445986331947,205.0,1.31521349543352
1.50301899461572,205.0,1.22082565987266
1.50301899461572,205.0,1.25717961742617
1.50367904862732,205.0,1.22161433772201
1.50367904862732,205.0,1.28808646601886
1.50367904862732,205.0,1.31300973332956
1.50121758487734,205.0,1.21896437739589
1.50121758487734,205.0,1.25430687470037
1.25316722482293,205.0,1.17389632790271
1.25670056650299,205.0,1.16683237250706
1.25670056650299,205.0,1.16683237250706
1.27527399052522,171.0,1.16005975115976
1.4993643976285,205.0,1.36700341036957
1.4993643976285,205.0,1.39514226446991
1.4993643976285,205.0,1.43084536308994
1.25670056650299,205.0,1.33964584848992
1.50445986331947,205.0,1.39148471835639
1.25186775273773,205.0,1.3476501035762
1.25239790075104,205.0,1.34695405847426
1.25775303954432,205.0,1.16392387651853
1.25775303954432,205.0,1.19212565284281
1.25775303954432,205.0,1.17643889309643
1.25775303954432,205.0,1.20417003336518
1.5071230346556,205.0,1.19193615941558
1.5071230346556,205.0,1.21038373427601
1.5071230346556,205.0,1.23356663512194
1.5071230346556,205.0,1.25345619325644
1.50121758487734,205.0,1.18678297842221
1.50121758487734,205.0,1.20178200436235
1.50121758487734,205.0,1.2209549772658
1.50121758487734,205.0,1.23769116130883
1.49187332206461,205.0,1.1840568904843
1.49187332206461,205.0,1.19717681125555
1.49187332206461,205.0,1.21430511664156
1.49187332206461,205.0,1.22902207020853
1.50699778198989,205.0,1.207710890889
1.50699778198989,205.0,1.26230717108895
1.50699778198989,205.0,1.30434720828582
1.50699778198989,205.0,1.33880439978811
1.25670056650299,205.0,1.339742693422
1.25775303954432,205.0,1.33722698225841
1.25048423025934,205.0,1.34934045506262
1.25239790075104,205.0,1.34695405847426
1.25186775273773,205.0,1.3476501035762
1.25316722482293,205.0,1.34588822280937
1.25366237079374,205.0,1.3451629421374
1.25366237079374,205.0,1.3451629421374
1.25460859180271,205.0,1.34367637555002
1.25460859180271,205.0,1.34367637555002
1.4282570381417,205.0,1.44331662443495
1.4282570381417,205.0,1.44331662443495
1.25186775273773,205.0,1.3476501035762
1.25316722482293,205.0,1.34588822280937
1.25048423025934,205.0,1.34934045506262
1.25366237079374,205.0,1.3451629421374
1.25670056650299,205.0,1.339742693422
1.25775303954432,205.0,1.33722698225841
1.47205288858524,205.0,1.47337042439023
1.47205288858524,205.0,1.46477651313007
1.46432161210355,205.0,1.48106820033669
1.25186775273773,205.0,1.3476501035762
1.46361356944505,205.0,1.48160650441561
1.25670056650299,205.0,1.33919064530292
1.47040183129763,205.0,1.35076891067639
1.47040183129763,205.0,1.35920190057139
1.47040183129763,205.0,1.37290167902204
1.25670056650299,205.0,1.16683237250706
1.50121758487734,205.0,1.18399915278482
1.50121758487734,205.0,1.19704449589353
1.50121758487734,205.0,1.20851894509503
1.50121758487734,205.0,1.21896437739589
1.50121758487734,205.0,1.23769116130883
1.50121758487734,205.0,1.25430687470037
1.50121758487734,205.0,1.2830442470521
1.25186775273773,205.0,1.34713767299013
1.49957414564803,205.0,1.44560765530846
1.49866664121879,205.0,1.44398362781658
1.25670056650299,205.0,1.33924280475906
1.51953736136792,171.0,1.55924866878961
1.50301899461572,205.0,1.47343363507955
1.25924397214289,205.0,1.37102567188327
1.25924397214289,205.0,1.36434342866211
1.25924397214289,205.0,1.35560670624948
1.25924397214289,205.0,1.34464280651881
1.25924397214289,205.0,1.33180108348241
1.50699778198989,205.0,1.51082667319202
1.50699778198989,205.0,1.50015968199138
1.50699778198989,205.0,1.48706882083618
1.50699778198989,205.0,1.47136947992294
1.50699778198989,205.0,1.45283671508116
1.50699778198989,205.0,1.431255471797
1.50699778198989,205.0,1.50986468364022
1.50699778198989,205.0,1.48921370800629
1.50699778198989,205.0,1.46433693980765
1.50699778198989,205.0,1.43402771373441
1.50699778198989,205.0,1.39617359184271
1.50699778198989,205.0,1.38501110473792
1.50699778198989,205.0,1.3725042719402
1.25670056650299,205.0,1.33949765675025
1.25670056650299,205.0,1.33944747564125
1.50699778198989,205.0,1.35824820914112
1.50699778198989,205.0,1.37222861595573
1.50699778198989,205.0,1.38468247746301
1.50699778198989,205.0,1.39598568703277
1.50699778198989,205.0,1.43401922593345
1.50699778198989,205.0,1.4643329909473
1.50699778198989,205.0,1.48925354578216
1.50699778198989,205.0,1.50987284719731
1.25186775273773,205.0,1.17590969915264
1.49957414564803,205.0,1.21986494073609
1.49957414564803,205.0,1.25027832779398
1.49957414564803,205.0,1.27541774323423
1.49957414564803,205.0,1.297039231344
1.25670056650299,205.0,1.16683237250706
1.25670056650299,205.0,1.16683237250706
1.25924397214289,205.0,1.15819465950937
1.50875989419117,205.0,1.29737670923387
1.50875989419117,205.0,1.42158919783252
1.50875989419117,205.0,1.44443599510658
1.50875989419117,205.0,1.41242502832152
1.50367904862732,205.0,1.41374422446219
1.51953736136792,171.0,1.46673636038487
1.51953736136792,171.0,1.4560112803995
1.50367904862732,205.0,1.35655798839993
1.50367904862732,205.0,1.37502558715128
1.50367904862732,205.0,1.39979913460431
1.50367904862732,205.0,1.42005703166062
1.50367904862732,205.0,1.43779999843581
1.50301899461572,205.0,1.36902857191904
1.50301899461572,205.0,1.39835710973237
1.50301899461572,205.0,1.43616004775965
1.50301899461572,205.0,1.48807883569376
1.27527399052522,171.0,1.08538672972079
1.27527399052522,171.0,1.10435115509761
1.27527399052522,171.0,1.12981874408339
1.27527399052522,171.0,1.15651535169111
1.27527399052522,171.0,1.16005975115976
1.27527399052522,171.0,1.18305063945862
1.27527399052522,171.0,1.20405913231075
1.27527399052522,171.0,1.2205055675467
1.27527399052522,171.0,1.23085577773275
1.25924397214289,205.0,1.33233913976934
1.25924397214289,205.0,1.35551249990776
1.50516606033319,205.0,1.23467588168556
1.50516606033319,205.0,1.26801208290392
1.50516606033319,205.0,1.28582564372136
1.50516606033319,205.0,1.29152879652443
1.50516606033319,205.0,1.28597371977719
1.50516606033319,205.0,1.26841686776609
1.50516606033319,205.0,1.23560683338488
1.25924397214289,205.0,1.13254686280436
1.25924397214289,205.0,1.07942497516108
1.27527399052522,171.0,1.12153513993506
1.27527399052522,171.0,0.987960280573636
1.27527399052522,171.0,1.15982534573976
1.27527399052522,171.0,1.03170588535009
1.27527399052522,171.0,1.19263809136191
1.27527399052522,171.0,1.08644640588666
1.28460887049299,147.0,1.11293845256175
1.28460887049299,147.0,1.149029725427
1.28460887049299,147.0,1.1803136736299
1.25670056650299,205.0,1.33944747564125
1.25670056650299,205.0,1.33919064530292
1.25670056650299,205.0,1.33892384591777
1.25670056650299,205.0,1.33886927831943
1.25670056650299,205.0,1.33841806754816
1.25670056650299,205.0,1.33812265452698
1.25670056650299,205.0,1.33612525263779
1.50445986331947,205.0,1.36336770626792
1.50445986331947,205.0,1.38452741120446
1.49187332206461,205.0,1.45299848637552
1.49187332206461,205.0,1.50567223492934
1.49187332206461,205.0,1.37464652859276
1.50632929331361,205.0,1.35455199477551
1.50632929331361,205.0,1.37641935928456
1.50632929331361,205.0,1.42707682318934
1.25239790075104,205.0,1.34566088256625
1.25239790075104,205.0,1.34633603900159
1.50445986331947,205.0,1.35184149022472
1.50121758487734,205.0,1.34188247448739
1.27527399052522,171.0,1.22115995562567
1.25048423025934,205.0,1.30586898524225
1.51254058848347,183.0,1.30663401727953
1.25670056650299,205.0,1.339742693422
1.50490541781927,205.0,1.52298973682689
1.50490541781927,205.0,1.52298973682689
1.25239790075104,205.0,1.17511497556571
1.25048423025934,205.0,1.34855192785699
1.25048423025934,205.0,1.35444194104568
1.25048423025934,205.0,1.36463847671894
1.25048423025934,205.0,1.36894289760783
1.25048423025934,205.0,1.37432286340438
1.25048423025934,205.0,1.37795709126802
1.51904080558497,171.0,1.39213451288523
1.25670056650299,205.0,1.33841806754816
1.25670056650299,205.0,1.33824206914317
1.25670056650299,205.0,1.33762814649351
1.25366237079374,205.0,1.3451629421374
1.51953736136792,171.0,1.57318466329146
1.2481044493831,205.0,1.35988286737653
0.972142053297261,147.0,1.00993035195536
1.27527399052522,171.0,1.12181816170133
1.27527399052522,171.0,1.22115995562567
1.51953736136792,171.0,1.4560112803995
1.51953736136792,171.0,1.46673636038487
1.50732079160841,205.0,1.43416198380119
1.25670056650299,205.0,1.33870314115859
1.25670056650299,205.0,1.16683237250706
1.25670056650299,205.0,1.339742693422
1.51953736136792,171.0,1.57841949651112
1.51953736136792,171.0,1.55572947182664
1.87998617782424,171.0,1.60796793926938
1.71713704316059,171.0,1.57606634308091
1.50445986331947,205.0,1.25322638717301
1.50445986331947,205.0,1.29005154172927
1.51953736136792,171.0,1.4268426371487
1.71713704316059,171.0,1.6583849202997
1.25670056650299,205.0,1.33717300403646
1.2481044493831,205.0,1.37251624106744
1.50582512504319,205.0,1.40329408174734
1.25670056650299,205.0,1.33924280475906
1.25670056650299,205.0,1.33881430569825
1.25670056650299,205.0,1.33787878816544
1.25670056650299,205.0,1.33662666108638
1.25670056650299,205.0,1.33655637674921
1.70796208865474,190.0,1.6562542722725
1.25670056650299,205.0,1.32677160799004
1.50719842675322,205.0,1.57670230585125
1.50719842675322,205.0,1.56373718786558
1.28299625751195,158.0,1.13328008361569
1.25670056650299,205.0,1.33903177025439
1.25670056650299,205.0,1.3395474452529
1.50732079160841,205.0,1.46154982499193
1.50301899461572,205.0,1.19818363889541
1.50301899461572,205.0,1.22082565987266
1.50121758487734,205.0,1.19704449589353
1.50121758487734,205.0,1.21896437739589
1.25775303954432,205.0,1.16392387651853
1.50418545121424,205.0,1.19543217746979
1.50418545121424,205.0,1.21818746680689
1.50244679276772,205.0,1.19428797527145
1.50244679276772,205.0,1.21631822523928
1.25186775273773,205.0,1.17590969915264
1.49791225934987,205.0,1.20672363492235
1.49791225934987,205.0,1.22897811954937
1.49589340947336,205.0,1.20560155139227
1.49589340947336,205.0,1.22714357042112
1.25316722482293,205.0,1.17389632790271
1.4992619299479,205.0,1.20483649798969
1.4992619299479,205.0,1.22718202093021
1.49729446844007,205.0,1.2037104403226
1.49729446844007,205.0,1.22534125819174
1.25366237079374,205.0,1.17306591006094
1.49977951475811,205.0,1.20405686808683
1.49977951475811,205.0,1.22643901938472
1.49783268315544,205.0,1.2029292058269
1.49783268315544,205.0,1.22459574544364
1.51953736136792,171.0,1.53429432051104
1.50875989419117,205.0,1.55824331366951
1.25366237079374,205.0,1.33951032755352
1.25366237079374,205.0,1.34104976388993
1.25366237079374,205.0,1.3408179090305
1.25366237079374,205.0,1.34333512568928
1.25366237079374,205.0,1.34470761064384
1.2481044493831,205.0,1.37251624106744
1.27527399052522,171.0,1.12181816170133
1.27527399052522,171.0,1.16005975115976
1.27527399052522,171.0,1.19273404990926
1.27527399052522,171.0,1.24611309408638
1.25670056650299,205.0,1.339742693422
1.25670056650299,205.0,1.339742693422
1.25670056650299,205.0,1.33955735592991
1.50699778198989,205.0,1.57215825769228
1.50699778198989,205.0,1.38724685995654
1.50699778198989,205.0,1.3962184212977
1.50699778198989,205.0,1.41254033696509
1.50699778198989,205.0,1.43411939075998
1.50699778198989,205.0,1.44695202411875
1.50699778198989,205.0,1.46435108523373
1.50699778198989,205.0,1.47486589487635
1.50699778198989,205.0,1.4892282333267
1.50699778198989,205.0,1.50202876084249
1.50367904862732,205.0,1.36492594918541
1.50367904862732,205.0,1.38355731813376
1.50367904862732,205.0,1.4375086101731
1.50445986331947,205.0,1.4095043236059
1.50445986331947,205.0,1.45189223791655
1.51953736136792,171.0,1.57318466329146
1.51953736136792,171.0,1.58793123127998
1.7119928218524,171.0,1.73295352593488
1.50732079160841,205.0,1.46154982499193
1.50732079160841,205.0,1.43416198380119
1.28299625751195,158.0,1.13328008361569
1.51904080558497,171.0,1.46282780921674
0.972142053297261,147.0,1.00727210017649
1.71098831718188,177.0,1.5758390713808
1.71074880544453,178.0,1.57614498872051
1.71074880544453,178.0,1.57614498872051
1.71168874989214,174.0,1.57490775399976
1.71168874989214,174.0,1.57490775399976
1.71279406314551,171.0,1.57330954580585
1.71381853710979,171.0,1.57165234194594
1.7166423901621,171.0,1.5655519360231
1.71777565630448,171.0,1.56160411104058
1.70507364070121,199.0,1.58207091016158
1.71493565159863,171.0,1.56958331375784
1.70765071722512,190.0,1.57964491379555
1.70950724395169,183.0,1.57764124018818
1.70899059021318,185.0,1.57822441858719
1.51904080558497,171.0,1.51221454008992
1.25775303954432,205.0,1.33722698225841
1.25775303954432,205.0,1.34947780141176
1.25775303954432,205.0,1.35964025928606
1.25775303954432,205.0,1.36775055504429
1.25670056650299,205.0,1.16683237250706
1.50732079160841,205.0,1.46154982499193
1.49957414564803,205.0,1.45824481447546
1.25186775273773,205.0,1.34760060672895
1.49957414564803,205.0,1.38842147002871
1.49957414564803,205.0,1.41618533533699
1.49957414564803,205.0,1.43904527091251
1.25048423025934,205.0,1.34934045506262
1.25186775273773,205.0,1.17590969915264
1.49957414564803,205.0,1.19699758292108
1.49957414564803,205.0,1.20783170329043
1.49957414564803,205.0,1.21755959708838
1.49957414564803,205.0,1.23078399928688
1.49957414564803,205.0,1.25027832779398
1.49957414564803,205.0,1.26748641138022
1.49957414564803,205.0,1.297039231344
1.25670056650299,205.0,1.3395474452529
1.27527399052522,171.0,1.19224078163905
1.51953736136792,171.0,1.57318466329146
1.71090737385216,171.0,1.61674946967396
1.71090737385216,171.0,1.63999629999632
1.71090737385216,171.0,1.65455624448811
1.71090737385216,171.0,1.6627345886681
1.71090737385216,171.0,1.66544629092578
1.7157030311781,171.0,1.61209411245566
1.7157030311781,171.0,1.63311242431599
1.7157030311781,171.0,1.64636347791872
1.51953736136792,171.0,1.57318466329146
1.7157030311781,171.0,1.61209411245566
1.7157030311781,171.0,1.63311242431599
1.7157030311781,171.0,1.64636347791872
1.51953736136792,171.0,1.57318466329146
1.7157030311781,171.0,1.61209411245566
1.7157030311781,171.0,1.63311242431599
1.7157030311781,171.0,1.64636347791872
1.25670056650299,205.0,1.33648564592543
1.25670056650299,205.0,1.33683484704157
1.25670056650299,205.0,1.33870314115859
1.25670056650299,205.0,1.339742693422
1.25670056650299,205.0,1.33870314115859
1.25670056650299,205.0,1.33949765675025
1.71713704316059,171.0,1.55876352373746
1.71713704316059,171.0,1.66581592943768
1.51953736136792,171.0,1.49152111074041
1.71502348721567,171.0,1.65661759338045
1.71502348721567,171.0,1.70331724618948
1.71502348721567,171.0,1.73389548138137
1.70404171038812,195.0,1.66827191594614
1.70404171038812,195.0,1.71768668804351
1.70404171038812,195.0,1.66827191594614
1.70404171038812,195.0,1.71768668804351
1.70404171038812,195.0,1.66827191594614
1.70404171038812,195.0,1.71768668804351
1.49986114126876,205.0,1.39256674451745
1.49986114126876,205.0,1.42068260187177
1.49986114126876,205.0,1.43828175620502
1.49986114126876,205.0,1.4481982792569
1.49986114126876,205.0,1.45157505576189
1.25366237079374,205.0,1.34242377526988
1.25366237079374,205.0,1.34314686739268
1.25366237079374,205.0,1.34399330273121
1.25366237079374,205.0,1.34449502876618
1.25366237079374,205.0,1.3451629421374
1.7119928218524,171.0,1.61590507836133
1.51953736136792,171.0,1.57318466329146
1.7119928218524,171.0,1.63875759798378
1.7119928218524,171.0,1.65309349431769
1.7119928218524,171.0,1.66115485770141
1.7119928218524,171.0,1.66382452662063
1.7119928218524,171.0,1.66313501012873
1.25670056650299,205.0,1.3395474452529
1.49986114126876,205.0,1.39226618782198
1.49986114126876,205.0,1.42045738238232
1.49986114126876,205.0,1.43803422663047
1.49986114126876,205.0,1.44412328669125
1.49986114126876,205.0,1.4480205057451
1.49986114126876,205.0,1.45068082473329
1.25670056650299,205.0,1.339742693422
1.25239790075104,205.0,1.34695405847426
1.25670056650299,205.0,1.34020382241606
1.27527399052522,171.0,1.16005975115976
1.52778514439958,147.0,1.44346722941558
1.52778514439958,147.0,1.32120697505291
1.50754559450262,199.0,1.4631642007512
1.2481044493831,205.0,1.37251624106744
1.25924397214289,205.0,1.33244268205645
1.25924397214289,205.0,1.3315399126959
1.25670056650299,205.0,1.33924280475906
1.50121758487734,205.0,1.38156749782779
1.49187332206461,205.0,1.3766943498249
1.50203557981964,205.0,1.38325244814868
1.50732079160841,205.0,1.46154982499193
0.972142053297261,147.0,1.00727210017649
1.25924397214289,205.0,1.14966457051216
1.27527399052522,171.0,1.16698606907322
1.52027198000205,171.0,1.18108859711993
1.52027198000205,171.0,1.19074187473026
1.51953736136792,171.0,1.6026804687653
1.51953736136792,171.0,1.6026804687653
1.51953736136792,171.0,1.6026804687653
1.27872030810402,171.0,1.31963192289852
1.51953736136792,171.0,1.57318466329146
1.51953736136792,171.0,1.59522558216502
1.51953736136792,171.0,1.4560112803995
1.25239790075104,205.0,1.34695405847426
1.51953736136792,171.0,1.48263625944317
1.51953736136792,171.0,1.46988147031836
0.973128575976492,142.0,0.88802301597645
1.51953736136792,171.0,1.47046246461002
1.51953736136792,171.0,1.46673636038487
1.51953736136792,171.0,1.46555541104098
1.51953736136792,171.0,1.46135675930141
1.71713704316059,171.0,1.5467377312011
1.71713704316059,171.0,1.55181354665663
1.71713704316059,171.0,1.59493138091164
1.25670056650299,205.0,1.339742693422
1.49187332206461,205.0,1.35361094214511
1.49187332206461,205.0,1.36416563633244
1.49187332206461,205.0,1.38191749330454
1.49187332206461,205.0,1.39709103718912
1.49187332206461,205.0,1.41055130898747
1.49187332206461,205.0,1.42270651067842
