range_ElectronAffinity,wtd_mean_ElectronAffinity,wtd_range_ElectronAffinity
127.05,113.613333333333,83.44
135.97,110.443076923077,75.7261538461538
135.97,90.4075,33.9925
127.05,83.5142857142857,46.9714285714286
127.05,83.5142857142857,46.9714285714286
127.05,83.5142857142857,46.9714285714286
127.05,108.910852713178,73.8255813953488
127.05,86.0892857142857,48.075
127.05,86.0892857142857,48.075
127.05,81.7178571428571,48.075
127.05,86.0892857142857,48.075
127.05,109.169230769231,74.3538461538461
127.05,109.046153846154,74.5480769230769
127.05,108.877307692308,76.5615384615385
127.05,108.585384615385,76.3923076923077
135.97,111.779214285714,81.2886428571429
135.97,111.756357142857,81.2886428571429
135.97,111.7335,81.2886428571429
127.05,108.527,76.3584615384615
127.05,108.468615384615,76.3246153846154
127.05,108.410230769231,76.2907692307692
127.05,108.381038461538,76.2738461538462
127.05,108.118307692308,76.1215384615385
127.05,109.169230769231,74.3538461538461
127.05,108.6484375,73.2890625
127.05,110.738461538462,74.3538461538461
127.05,108.797716894977,75.1216133942161
127.05,107.927596439169,71.7062314540059
127.05,106.678571428571,69.0428571428571
127.05,113.613333333333,83.44
127.05,110.980916030534,74.8740458015267
127.05,110.932721712538,74.7706422018349
127.05,110.292511700468,73.3970358814352
127.05,110.013768686074,72.7989771833202
127.05,110.292511700468,73.3970358814352
127.05,109.859683794466,72.4683794466403
127.05,110.013768686074,72.7989771833202
127.05,110.738461538462,74.3538461538461
127.05,108.435534591195,72.8537735849057
127.05,111.12462006079,75.1823708206687
127.05,111.004958047292,74.9256292906178
135.97,111.779214285714,81.2886428571429
135.97,111.779214285714,81.2886428571429
127.05,108.213099921322,73.4213217938631
141.0,101.568433179723,76.5184331797235
127.05,108.541930654058,73.7039952718676
191.35,108.243241935484,71.914
127.05,107.294652615144,74.1170960187354
127.05,108.200778301887,74.2202044025157
141.0,106.129829457364,76.1856976744186
127.05,107.936830769231,76.5243692307692
127.05,76.0039031339031,45.3217521367521
127.05,108.910852713178,73.8255813953488
127.05,106.965920840065,72.9120920840065
127.05,106.937096518987,73.4785443037975
127.05,107.984230769231,76.5323076923077
127.05,107.984230769231,76.5323076923077
127.05,106.799230769231,76.3338461538462
127.05,109.169230769231,74.3538461538461
127.05,108.813730769231,76.6712307692308
127.05,108.813730769231,76.6712307692308
127.05,108.339730769231,76.5918461538461
314.05,106.841853035144,42.0191693290735
314.05,133.137898686679,58.3705440900563
314.05,82.9248514010756,47.8280498160204
314.05,82.9248514010756,47.8280498160204
314.05,86.3318213538032,45.8897418004187
314.05,81.1676168757127,50.5171037628278
314.05,81.7678799943125,49.598535475615
314.05,82.3652482269504,48.6843971631206
127.05,80.6,46.9714285714286
127.05,83.5142857142857,46.9714285714286
127.05,83.5142857142857,46.9714285714286
127.05,83.5142857142857,46.9714285714286
127.05,83.5142857142857,46.9714285714286
127.05,80.6,46.9714285714286
135.97,111.779214285714,81.2886428571429
135.97,111.774642857143,81.3475
135.97,111.770071428571,81.2886428571429
135.97,111.760928571429,81.2886428571429
135.97,88.690625,35.380125
138.63,62.9766666666667,39.1066666666667
138.63,58.224,35.196
127.05,80.6,46.9714285714286
133.4,78.2257142857143,48.6214285714286
133.4,75.8514285714286,45.8571428571429
133.4,73.4771428571429,43.0928571428571
133.4,71.1028571428571,40.3285714285714
133.4,68.7285714285714,37.5642857142857
133.4,66.3542857142857,34.8
138.63,80.9,39.3216666666667
138.63,73.01225,29.3945
138.63,73.4538888888889,52.4288888888889
138.63,80.9,39.3216666666667
141.0,111.294892086331,82.0089928057554
127.05,109.169230769231,74.3538461538461
127.05,107.9689609375,74.89321875
127.05,109.061540195342,77.1964537941397
127.05,108.489010989011,72.9631083202512
127.05,108.829930394432,76.3481051817479
127.05,108.56540247678,76.2569659442724
127.05,108.167956656347,76.1904024767802
127.05,107.400232018561,76.1086620262954
127.05,106.009230769231,76.2015384615385
127.05,108.69528228925,76.2045630317092
127.05,108.401778808971,76.0344160866203
127.05,107.761037955074,75.5906274206042
127.05,107.390685142417,75.6639722863741
127.05,106.833846153846,75.3769230769231
127.05,108.782828282828,75.1845376845377
127.05,108.601404056162,74.0366614664587
127.05,108.826046511628,76.1198449612403
127.05,108.751160990712,76.0712074303406
127.05,108.274570982839,75.298751950078
127.05,107.874902572097,74.8429462197973
127.05,107.584627329193,74.5993788819876
127.05,108.944101773323,74.1962220508867
141.0,107.750585480094,75.7435597189696
141.0,106.770523846755,75.6274433150899
141.0,105.700941915228,75.3532182103611
127.05,108.780155642023,73.5583657587549
127.05,83.5142857142857,46.9714285714286
135.97,83.2594285714286,51.1991428571429
135.97,83.0045714285714,51.0125714285714
135.97,82.7497142857143,50.826
135.97,82.4948571428571,50.6394285714286
135.97,82.24,50.4528571428571
93.0,104.866,70.503375
93.0,103.038313253012,65.9924096385542
138.63,80.9,39.3216666666667
138.63,80.9,39.3216666666667
127.05,109.169230769231,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,109.169230769231,74.3538461538461
127.05,83.5142857142857,46.9714285714286
127.05,108.6484375,73.2890625
127.05,83.5142857142857,46.9714285714286
138.63,80.9,39.3216666666667
135.97,111.472285714286,81.242
127.05,105.654285714286,79.6628571428571
127.05,113.740933333333,85.2936
127.05,105.654285714286,79.6628571428571
127.05,110.738461538462,74.3538461538461
127.05,110.738461538462,75.7403846153846
127.05,110.738461538462,75.2253846153846
127.05,110.738461538462,74.75
127.05,110.738461538462,75.265
127.05,110.738461538462,75.7403846153846
127.05,110.738461538462,74.3538461538461
127.05,79.1328571428571,49.4271428571429
127.05,77.6657142857143,47.4685714285714
127.05,76.1985714285714,45.51
127.05,74.7314285714286,43.5514285714286
127.05,80.5085714285714,48.0514285714286
127.05,80.4171428571429,44.7171428571429
127.05,79.8185714285714,48.7414285714286
127.05,78.2557142857143,43.4528571428571
127.05,77.4742857142857,40.8085714285714
141.0,78.9085714285714,49.6514285714286
141.0,77.2171428571429,47.9171428571429
127.05,83.5142857142857,46.9714285714286
127.05,80.6,46.9714285714286
127.05,80.6,46.9714285714286
135.97,111.779214285714,81.2886428571429
127.05,108.756153846154,76.5904615384615
127.05,108.136538461538,76.38
127.05,107.103846153846,76.0292307692308
127.05,109.117873651772,74.248844375963
127.05,108.221230769231,76.572
127.05,110.738461538462,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,83.5142857142857,46.9714285714286
127.05,84.5442857142857,47.4128571428571
127.05,83.9262857142857,47.148
127.05,85.1622857142857,47.6777142857143
127.05,80.4007142857143,50.5572857142857
127.05,80.2014285714286,49.7288571428571
127.05,79.9025,48.4862142857143
127.05,79.6035714285714,47.2435714285714
141.0,80.0925714285714,50.8654285714286
141.0,79.5851428571429,50.3451428571429
141.0,78.824,49.5647142857143
141.0,78.0628571428571,48.7842857142857
127.05,80.2747142857143,50.6832857142857
127.05,79.9494285714286,49.9808571428571
127.05,79.4036480686695,48.8256795422031
127.05,78.9735714285714,47.8735714285714
127.05,80.8432142857143,51.0321428571429
127.05,81.3296428571429,50.325
127.05,81.8160714285714,49.6178571428571
127.05,82.3025,48.9107142857143
127.05,109.169230769231,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,106.678571428571,69.0428571428571
127.05,106.678571428571,69.0428571428571
127.05,110.738461538462,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,109.169230769231,74.3538461538461
127.05,110.738461538462,74.3538461538461
186.05,115.276923076923,63.3923076923077
186.05,113.008333333333,56.8
186.05,115.276923076923,63.3923076923077
127.05,110.738461538462,74.3538461538461
186.05,115.276923076923,63.3923076923077
127.05,108.884794414275,73.7723041117145
186.05,109.684030418251,76.6961977186312
186.05,110.162904439428,76.6128668171557
186.05,110.692537313433,75.6134328358209
127.05,80.6,46.9714285714286
141.0,80.1771428571429,50.9521428571429
141.0,79.7542857142857,50.5185714285714
141.0,79.3314285714286,50.085
141.0,78.9085714285714,49.6514285714286
141.0,78.0628571428571,48.7842857142857
141.0,77.2171428571429,47.9171428571429
141.0,75.5257142857143,46.1828571428571
127.05,110.492248062016,73.8255813953488
127.05,108.103875968992,75.8209302325581
127.05,109.22015503876,74.7046511627907
127.05,108.910852713178,73.8255813953488
138.63,106.659733333333,75.7936
127.05,108.923076923077,74.3538461538461
127.05,111.715189873418,75.0109321058688
127.05,111.442056792018,74.8664620107444
127.05,111.120530565167,74.6176470588235
127.05,110.675174013921,74.1044083526682
127.05,110.337209302326,73.8255813953488
127.05,111.812099509989,76.8724085940445
127.05,111.508682521706,76.7733106832767
127.05,111.121304018196,76.4992418498863
127.05,110.645801526718,76.0458015267176
127.05,110.225738396624,75.7144227080936
127.05,109.814065510597,75.4055876685935
127.05,110.686855177684,75.3868933893771
127.05,110.463358778626,75.7213740458015
127.05,109.98001537279,75.6398923904689
127.05,109.579120030876,75.7381319953686
127.05,109.329089506173,76.1458333333333
127.05,109.352924201616,76.4197768372451
127.05,109.223400154202,76.3878180416345
127.05,109.040540540541,74.0907335907336
127.05,109.014683153014,74.0378670788253
127.05,109.106274131274,76.3812741312741
127.05,109.042829457364,76.0290697674419
127.05,109.108817829457,75.9331395348837
127.05,109.17480620155,75.8372093023256
127.05,109.566409266409,75.7123552123552
127.05,109.955,75.5884615384615
127.05,110.34061302682,75.4655172413793
127.05,110.674694189602,75.3612385321101
127.05,83.5142857142857,46.9714285714286
127.05,82.4139285714286,49.9167857142857
127.05,81.3135714285714,48.4478571428571
127.05,80.2132142857143,46.9789285714286
127.05,79.1128571428572,45.51
127.05,80.6,46.9714285714286
127.05,80.6,46.9714285714286
127.05,83.2285714285714,46.9714285714286
138.63,82.815,51.2475
138.63,81.9878571428571,50.9710714285714
138.63,81.5742857142857,50.8328571428571
138.63,80.7471428571429,50.5564285714286
127.05,108.432515337423,75.9325153374233
138.63,70.84,35.196
138.63,73.07875,29.49125
127.05,108.939737654321,76.3768518518518
127.05,108.775828835775,76.2016191210486
127.05,108.616270145817,76.1316193399847
127.05,108.196112394149,75.5508083140877
127.05,108.197177726926,75.7906178489702
127.05,109.165334358186,76.2578785549577
127.05,108.679127725857,74.5852803738318
127.05,108.709627329193,73.7189440993789
127.05,108.717928902628,74.0378670788254
135.97,112.310121515368,81.3289063616869
135.97,112.182928224192,81.3014869888476
135.97,111.963684511881,81.2033638705983
135.97,111.809907142857,81.2933071428571
135.97,111.779214285714,81.2886428571429
135.97,111.404444284894,80.9393954623779
135.97,111.102822174226,80.7380705543556
135.97,110.80768675047,80.4955931223812
135.97,110.6466946333,80.4049472009258
127.05,110.008661417323,73.8661417322835
127.05,111.060092449923,74.4869029275809
127.05,80.9642857142857,50.4660714285714
127.05,81.3285714285714,49.5464285714286
127.05,81.6928571428572,48.6267857142857
127.05,82.0571428571429,49.1642857142857
127.05,82.4214285714286,49.7196428571429
127.05,82.7857142857143,50.275
127.05,83.15,50.8303571428571
127.05,112.213571428571,81.2078571428572
127.05,88.5198125,34.7945625
135.97,111.998997134671,81.1600286532951
135.97,89.0071875,35.4209375
135.97,111.691189111748,81.1132521489971
135.97,88.4700625,35.3393125
135.97,111.427896995708,81.1543633762518
135.97,87.664375,35.216875
138.63,111.90390411942,81.0837519735898
138.63,111.465067703832,80.8347018150389
138.63,111.02305912968,80.5838513806563
127.05,109.014683153014,74.0378670788253
127.05,108.884794414275,73.7723041117145
127.05,108.753894080997,73.5046728971963
127.05,108.727591582229,73.4508963367108
127.05,108.51568627451,73.0176470588235
127.05,108.38188976378,72.744094488189
127.05,107.556451612903,71.0564516129032
127.05,108.526260667184,76.1094647013188
127.05,108.167956656347,76.1904024767802
127.05,105.629356357928,73.7307692307692
127.05,102.704330708661,72.744094488189
127.05,107.316291666667,80.5204166666667
127.05,108.633489096573,75.8448598130841
127.05,108.312802498048,75.555737704918
127.05,107.478499613302,73.7320185614849
127.05,110.141065830721,73.0721003134796
127.05,110.442546583851,73.7189440993789
127.05,108.829930394432,76.3481051817479
141.0,108.136547901821,74.803325415677
135.97,111.165357142857,81.1953571428571
127.05,97.4233333333333,44.41
135.97,111.500857142857,81.242
127.05,109.169230769231,74.3538461538461
135.97,108.812430769231,76.4695692307692
135.97,108.812430769231,76.4695692307692
127.05,83.5142857142857,46.9714285714286
127.05,110.367704280156,73.5583657587549
127.05,110.557692307692,73.7255244755245
127.05,111.033397683398,74.2696911196911
127.05,111.317063797079,74.6437355880092
127.05,111.58626247122,74.8427475057559
127.05,111.873947972456,75.1325554705432
135.97,86.740575,34.955675
127.05,108.51568627451,73.0176470588235
127.05,108.435534591195,72.8537735849057
127.05,108.165610142631,72.3019017432647
127.05,110.738461538462,74.3538461538461
138.63,105.475333333333,75.742
127.05,109.5415,83.4915
93.0,113.243338008415,68.6570827489481
135.97,112.086142857143,81.3352857142857
135.97,111.165357142857,81.1953571428571
138.63,73.07875,29.49125
138.63,70.84,35.196
138.63,57.30875,29.49125
127.05,108.6484375,73.2890625
127.05,80.6,46.9714285714286
127.05,109.169230769231,74.3538461538461
138.63,105.961390728477,75.2403973509934
138.63,106.984125560538,78.3556950672646
138.63,79.2421487603306,38.996694214876
138.63,79.03,39.3216666666667
127.05,77.9591428571429,47.8602857142857
127.05,76.1985714285714,45.51
138.63,70.7485333333333,31.4573333333333
138.63,103.898421052632,74.5926315789474
127.05,107.974103585657,71.9103585657371
127.05,109.886,83.646
127.05,109.252307692308,75.2642307692308
127.05,108.910852713178,73.8255813953488
127.05,108.701248049922,73.3970358814352
127.05,108.274091627172,72.5236966824644
127.05,107.752606255012,71.4574979951884
127.05,107.724719101124,71.400481540931
138.63,99.0682352941176,75.2894117647059
127.05,112.106666666667,73.94
127.05,101.627222222222,77.2783333333333
127.05,101.248888888889,77.1066666666667
91.0,113.271428571429,80.325
127.05,108.806376360809,73.6119751166407
127.05,109.066358024691,74.1435185185185
138.63,58.224,35.196
127.05,80.5542857142857,49.7185714285714
127.05,80.5085714285714,48.0514285714286
141.0,79.7542857142857,50.5185714285714
141.0,78.9085714285714,49.6514285714286
127.05,83.5142857142857,46.9714285714286
127.05,83.4685714285714,49.7185714285714
127.05,83.4228571428571,48.0514285714286
141.0,82.6685714285714,50.5185714285714
141.0,81.8228571428571,49.6514285714286
127.05,83.5142857142857,46.9714285714286
127.05,83.4685714285714,49.7185714285714
127.05,83.4228571428571,48.0514285714286
141.0,82.6685714285714,50.5185714285714
141.0,81.8228571428571,49.6514285714286
127.05,83.5142857142857,46.9714285714286
127.05,83.4685714285714,49.7185714285714
127.05,83.4228571428571,48.0514285714286
141.0,82.6685714285714,50.5185714285714
141.0,81.8228571428571,49.6514285714286
127.05,83.5142857142857,46.9714285714286
127.05,83.4685714285714,49.7185714285714
127.05,83.4228571428571,48.0514285714286
141.0,82.6685714285714,50.5185714285714
141.0,81.8228571428571,49.6514285714286
138.63,112.038307692308,87.4839230769231
138.63,109.643297380586,76.3312788906009
127.05,108.51646090535,69.5864197530864
127.05,109.039708265802,70.7090761750405
127.05,108.958164094232,70.534118602762
127.05,109.911207576953,72.5789265982636
127.05,110.517041053447,73.8787761425252
127.05,109.886,83.646
135.97,112.086142857143,81.3352857142857
135.97,111.779214285714,81.2886428571429
135.97,111.472285714286,81.242
135.97,110.858428571429,81.1487142857143
127.05,109.169230769231,74.3538461538461
127.05,109.169230769231,74.3538461538461
127.05,109.071516741244,74.1540657305971
127.05,101.319029725559,64.5056364490371
127.05,109.289355958349,76.2477824913228
127.05,109.367437379576,76.2225433526012
127.05,109.485130970724,76.095531587057
127.05,109.725851072005,76.0356950741566
127.05,109.858108108108,75.9398034398034
127.05,110.102036909411,75.8907649896623
127.05,110.240916392565,75.8106402508988
127.05,110.421730489949,75.6346021554689
127.05,110.663058393048,75.5865985668547
127.05,108.646350931677,75.8649068322981
127.05,108.460434445306,75.6636927851047
127.05,107.719644238206,74.8619489559165
127.05,107.747230769231,76.4926153846154
127.05,106.325230769231,76.2544615384615
138.63,105.475333333333,75.742
138.63,105.298,75.5646666666667
138.63,106.205666666667,75.613
138.63,58.224,35.196
138.63,57.30875,29.49125
91.0,113.271428571429,80.325
135.97,110.059285714286,80.9621428571429
93.0,112.7,67.2857142857143
138.63,61.2391666666667,38.9991666666667
138.63,61.2391666666667,38.9991666666667
138.63,61.2391666666667,38.9991666666667
138.63,61.2391666666667,38.9991666666667
138.63,61.2391666666667,38.9991666666667
138.63,61.2391666666667,38.9991666666667
138.63,59.5391666666667,38.9991666666667
138.63,61.0725,38.9991666666667
138.63,61.2391666666667,38.9991666666667
138.63,61.2391666666667,38.9991666666667
138.63,61.2391666666667,38.9991666666667
138.63,61.2391666666667,38.9991666666667
138.63,61.2391666666667,38.9991666666667
138.63,61.2391666666667,38.9991666666667
135.97,110.3805,81.0087857142857
127.05,110.738461538462,74.3538461538461
127.05,111.015769230769,74.4726923076923
127.05,111.293076923077,74.5915384615385
127.05,111.570384615385,74.7103846153846
127.05,80.6,46.9714285714286
138.63,58.224,35.196
127.05,107.867821401078,76.2034642032333
127.05,110.714010777521,74.3013856812933
127.05,109.876893353941,76.3061823802164
127.05,109.085127807901,76.032455460883
127.05,108.553235747304,76.2716486902928
127.05,110.738461538462,74.3538461538461
127.05,83.5142857142857,46.9714285714286
127.05,83.0846615252785,50.8178806055413
127.05,82.7807142857143,50.4064285714286
127.05,82.4872857142857,50.0147142857143
127.05,82.0471428571429,49.4271428571429
127.05,81.3135714285714,48.4478571428571
127.05,80.58,47.4685714285714
127.05,79.1128571428572,45.51
127.05,109.066358024691,74.1435185185185
135.97,111.249064748201,80.8012949640288
138.63,105.475333333333,75.742
138.63,105.792866666667,75.7678
138.63,106.1104,75.7936
138.63,106.427933333333,75.8194
138.63,106.745466666667,75.8452
138.63,107.063,75.871
138.63,105.811533333333,75.7678
138.63,106.147733333333,75.7936
138.63,106.483933333333,75.8194
138.63,105.475333333333,75.742
138.63,105.811533333333,75.7678
138.63,106.147733333333,75.7936
138.63,106.483933333333,75.8194
138.63,105.475333333333,75.742
138.63,105.811533333333,75.7678
138.63,106.147733333333,75.7936
138.63,106.483933333333,75.8194
127.05,107.696787148594,71.3433734939759
127.05,107.836,71.628
127.05,108.6484375,73.2890625
127.05,109.169230769231,74.3538461538461
127.05,108.6484375,73.2890625
127.05,109.040540540541,74.0907335907336
138.63,70.0132023575639,35.2689489194499
138.63,107.137962962963,78.8083333333333
138.63,80.9,39.3216666666667
138.63,106.048266666667,75.742
138.63,106.6212,75.742
138.63,107.194133333333,75.742
138.63,106.0536,75.742
138.63,106.631866666667,75.742
138.63,106.0536,75.742
138.63,106.631866666667,75.742
138.63,106.0536,75.742
138.63,106.631866666667,75.742
127.05,109.326153846154,76.3346153846154
127.05,109.483076923077,75.9384615384615
127.05,109.64,75.5423076923077
127.05,109.796923076923,75.2953846153846
127.05,109.953846153846,75.5346153846154
127.05,109.547086991221,71.7976855546688
127.05,109.833860759494,72.4129746835443
127.05,110.191705790297,73.1807511737089
127.05,110.417637917638,73.6655011655012
127.05,110.738461538462,74.3538461538461
138.63,105.656866666667,75.7926666666667
138.63,105.475333333333,75.742
138.63,105.8384,75.7936
138.63,106.019933333333,75.8194
138.63,106.201466666667,75.8452
138.63,106.383,75.871
138.63,106.292233333333,75.8581
127.05,109.066358024691,74.1435185185185
127.05,109.094887683966,75.8733539891557
127.05,109.252904725019,75.4744384198296
127.05,109.333850931677,74.9184782608696
127.05,109.743658724058,75.3958493466564
127.05,109.543410852713,74.7744186046512
127.05,109.900461183705,75.4665641813989
127.05,109.169230769231,74.3538461538461
127.05,110.738461538462,74.3538461538461
127.05,109.423664122137,74.8740458015267
135.97,111.779214285714,81.2886428571429
138.63,85.465,33.4278571428571
138.63,74.124875,28.668875
138.63,85.6078571428571,33.4278571428571
127.05,109.886,83.646
127.05,110.059748427673,73.9740566037736
127.05,110.212062256809,73.5583657587549
127.05,108.910852713178,73.8255813953488
141.0,108.099690880989,76.4142194744977
127.05,108.84427480916,76.8969465648855
127.05,109.788403614458,77.2981927710843
138.63,58.224,35.196
93.0,112.7,67.2857142857143
127.05,112.116285714286,81.1637142857143
135.97,111.717828571429,81.2793142857143
135.97,111.705942857143,81.2793142857143
135.97,111.694971428571,81.2793142857143
138.63,105.386666666667,75.613
138.63,105.386666666667,75.613
138.63,105.386666666667,75.613
135.97,106.669090909091,76.54
138.63,105.475333333333,75.742
138.63,104.784210526316,74.5926315789474
138.63,73.07875,29.49125
127.05,110.738461538462,74.3538461538461
138.63,74.6379125,29.4090125
138.63,74.3932,35.3508
81.4,122.087447698745,99.0589958158996
138.63,72.6166,35.2734
138.63,70.84,35.196
138.63,70.7301507537689,35.372864321608
138.63,70.3938775510204,35.9142857142857
138.63,69.157,35.196
138.63,69.6186274509804,34.5058823529412
138.63,68.4442307692308,33.8423076923077
127.05,109.169230769231,74.3538461538461
127.05,108.994076923077,76.6292307692308
127.05,108.818923076923,76.5276923076923
127.05,108.468615384615,76.3246153846154
127.05,108.118307692308,76.1215384615385
127.05,107.768,75.9184615384615
127.05,107.417692307692,75.7153846153846
127.05,108.932230769231,76.6910769230769
127.05,108.766330769231,76.6632923076923
127.05,108.387130769231,76.5997846153846
127.05,107.581330769231,76.4648307692308
127.05,109.169230769231,74.3538461538461
127.05,104.5629,69.8874
127.05,77.3227272727273,50.2863636363636
127.05,109.423664122137,74.8740458015267
127.05,79.9028169014085,46.3098591549296
127.05,98.154,82.41
127.05,109.169230769231,74.3538461538461
127.05,108.756153846154,76.5904615384615
127.05,108.549615384615,76.5203076923077
127.05,108.343076923077,76.4501538461538
127.05,108.136538461538,76.38
127.05,107.93,76.3098461538462
127.05,107.516923076923,76.1695384615385
127.05,107.103846153846,76.0292307692308
127.05,110.584615384615,74.3538461538461
138.63,97.2052631578947,74.5926315789474
138.63,99.8747058823529,75.0570588235294
138.63,61.0190777576853,39.6282097649186
138.63,75.1132222222222,39.1066666666667
127.05,109.014683153014,74.0378670788253
127.05,109.169230769231,74.3538461538461
127.05,108.595461658842,73.1807511737089
127.05,108.542319749216,73.0721003134796
127.05,108.435534591195,72.8537735849057
127.05,108.111111111111,72.1904761904762
127.05,107.918994413408,71.7976855546688
127.05,107.863709032774,71.6846522781775
127.05,107.272357723577,70.4756097560976
127.05,107.306946564886,76.878320610687
135.97,111.779214285714,81.2886428571429
141.0,111.694642857143,81.4275
141.0,111.610071428571,81.4264285714286
141.0,111.5255,81.4253571428572
141.0,111.440928571429,81.4242857142857
127.05,107.58460918614,71.1140209508461
127.05,108.884794414275,73.7723041117145
127.05,108.301104972376,72.5789265982636
127.05,108.001592356688,71.9665605095541
127.05,107.808246597278,71.5712570056045
127.05,108.813730769231,76.6712307692308
127.05,108.339730769231,76.5918461538461
127.05,107.984230769231,76.5323076923077
127.05,106.799230769231,76.3338461538462
141.0,107.611815384615,76.7110384615385
141.0,107.803076923077,76.7134615384615
141.0,107.967015384615,76.7155384615385
141.0,108.267569230769,76.7193461538461
141.0,108.431507692308,76.7214230769231
141.0,108.704738461538,76.7248846153846
141.0,108.896,76.7273076923077
127.05,109.169230769231,74.3538461538461
127.05,109.169230769231,74.3538461538461
186.05,109.176332589801,76.7093685101146
186.05,109.522988505747,75.6647509578544
181.05,109.503831417625,75.683908045977
127.05,108.910852713178,73.8255813953488
127.05,110.601050679852,74.0590234857849
127.05,111.208831469341,74.4082144234477
127.05,111.015769230769,74.4726923076923
127.05,111.709038461538,74.7698076923077
138.63,106.074393333333,75.82714
138.63,105.78394,75.78586
138.63,105.475333333333,75.742
138.63,106.383,75.871
138.63,80.1737704918033,38.7114754098361
138.63,79.4709677419355,38.0532258064516
138.63,78.7904761904762,37.4492063492063
138.63,78.13125,36.8640625
138.63,77.896862745098,32.1960784313726
