wtd_mean_FusionHeat,wtd_range_Density,wtd_range_ElectronAffinity,wtd_range_atomic_radius
5.20031354642313,2045.66114261796,75.1216133942161,37.9436834094368
5.08322255192878,1994.06208071217,71.7062314540059,35.6498516320475
4.91514285714286,1919.99357857143,69.0428571428571,32.3571428571429
4.57986666666667,1791.1426,83.44,19.6
5.05161832061069,2051.13390076336,74.8740458015267,20.9923664122137
5.11251987767584,2054.27237614679,74.7706422018349,20.8715596330275
5.29750702028081,2095.96366770671,73.3970358814352,21.6848673946958
5.80563493312352,2114.11576789929,72.7989771833202,22.029897718332
5.9839344773791,2095.96366770671,73.3970358814352,21.8408736349454
5.81630830039526,2124.14997233202,72.4683794466403,22.4505928853755
5.07392761605035,2114.11576789929,72.7989771833202,22.3446105428796
6.06569230769231,2066.92284615385,74.3538461538461,22.2307692307692
5.36099371069182,2112.45260377359,72.8537735849057,23.1132075471698
4.86242553191489,2041.7757112462,75.1823708206687,22.7963525835866
4.98691228070175,2049.56825400458,74.9256292906178,20.4424103737605
3.83471428571429,1623.48342857143,81.2886428571429,46.8428571428571
3.83471428571429,1623.48342857143,81.2886428571429,46.8428571428571
5.43244689221086,1980.1751140834,73.4213217938631,37.7828481510621
4.89239631336406,1499.44677419355,76.5184331797235,30.3087557603687
5.34531126871552,2009.42046493302,73.7039952718676,37.6851851851852
5.54814516129032,2096.19148387097,71.914,39.4075806451613
5.40355971896956,1887.76602654176,74.1170960187354,36.1381733021077
5.40619496855346,2046.24101415094,74.2202044025157,38.8776729559748
5.29163565891473,1872.50076744186,76.1856976744186,35.4431782945736
5.25870769230769,1959.40284615385,76.5243692307692,37.0510769230769
9.59089743589744,3442.12122507123,45.3217521367521,65.7068376068376
5.28928682170543,2082.95658139535,73.8255813953488,22.7906976744186
5.36199515347334,2059.77176090468,72.9120920840065,38.6041195476575
5.26740506329114,1989.73485759494,73.4785443037975,38.0954113924051
5.25838461538462,1963.53823076923,76.5323076923077,37.1230769230769
5.25838461538462,1963.53823076923,76.5323076923077,37.1230769230769
5.26646153846154,1860.15361538462,76.3338461538462,35.3230769230769
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.25273076923077,2035.90746153846,76.6712307692308,38.3830769230769
5.25273076923077,2035.90746153846,76.6712307692308,38.3830769230769
5.25596153846154,1994.55361538462,76.5918461538461,37.6630769230769
8.57974440894569,3434.96495846645,42.0191693290735,60.2364217252396
5.13237148217636,2017.05077673546,58.3705440900563,32.7729831144465
9.47341636003397,3804.11662383244,47.8280498160204,71.2182281347297
9.47341636003397,3804.11662383244,47.8280498160204,71.2182281347297
9.34611304954641,3751.5310760642,45.8897418004187,69.6538729937195
9.5390763968073,3831.23900570125,50.5171037628278,72.0250855188141
9.51664723446609,3821.97412654628,49.598535475615,71.7494667993744
9.49432624113475,3812.75392907801,48.6843971631206,71.4751773049645
9.56028571428571,3839.79585714286,46.9714285714286,65.4285714285714
9.36028571428571,3839.79585714286,46.9714285714286,65.4285714285714
10.7745714285714,3839.79585714286,46.9714285714286,65.4285714285714
9.51742857142857,3839.79585714286,46.9714285714286,65.4285714285714
10.3602857142857,3839.79585714286,46.9714285714286,65.4285714285714
9.56028571428571,3839.79585714286,46.9714285714286,65.4285714285714
3.83471428571429,1623.48342857143,81.2886428571429,46.8428571428571
3.83764285714286,1623.48342857143,81.3475,51.4292857142857
3.84057142857143,1623.48342857143,81.2886428571429,51.3228571428571
3.84642857142857,1623.48342857143,81.2886428571429,51.11
6.575,2842.16775,35.380125,89.07
8.11133333333333,2986.50788888889,39.1066666666667,43.0
8.1002,2687.8571,35.196,45.8
9.56028571428571,3839.79585714286,46.9714285714286,65.4285714285714
9.68028571428571,3647.79585714286,48.6214285714286,68.5142857142857
9.80028571428571,3455.79585714286,45.8571428571429,65.4285714285714
9.92028571428571,3263.79585714286,43.0928571428571,65.4285714285714
10.0402857142857,3071.79585714286,40.3285714285714,65.4285714285714
10.1602857142857,2879.79585714286,37.5642857142857,65.4285714285714
10.2802857142857,2687.79585714286,34.8,65.4285714285714
8.977,2986.4285,39.3216666666667,40.3333333333333
9.10875,2444.821375,29.3945,43.275
10.2767777777778,3982.14283333333,52.4288888888889,61.7777777777778
8.977,2986.4285,39.3216666666667,40.3333333333333
3.74737410071942,1635.16316546763,82.0089928057554,51.3956834532374
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.3673828125,1987.94084375,74.89321875,37.643125
5.24689706987228,1888.15389181067,77.1964537941397,35.7870773854245
5.3529262166405,2109.13410832025,72.9631083202512,23.0769230769231
5.27861252900232,2064.2611778809,76.3481051817479,38.892498066512
5.28415170278638,2045.05505572755,76.2569659442724,38.5603715170279
5.28686068111455,2010.38013312693,76.1904024767802,37.9566563467492
5.28835730858469,1939.5279992266,76.1086620262954,36.7208043310131
5.27184615384615,1791.23053846154,76.2015384615385,34.1230769230769
5.26824903325599,2043.47231477185,76.2045630317092,38.677494199536
5.2589682907966,2008.8242095901,76.0344160866203,38.2211910286156
5.24818125484121,1942.53490395043,75.5906274206042,37.3663826491092
5.19875134719015,1861.58670438799,75.6639722863741,36.2278675904542
5.17646153846154,1791.23053846154,75.3769230769231,35.2923076923077
5.33295571095571,2018.19601942502,75.1845376845377,38.1585081585082
5.38487051482059,1956.18207644306,74.0366614664587,37.1450858034321
5.29409302325581,2069.06510852713,76.1198449612403,38.9891472868217
5.29343962848297,2045.05505572755,76.0712074303406,38.5758513931889
5.34508892355694,2026.07287207488,75.298751950078,38.2839313572543
5.36525798908807,1954.65626890101,74.8429462197973,37.0693686671863
5.3693602484472,1877.49755279503,74.5993788819876,35.7453416149068
5.35677255204318,1864.45951195066,74.1962220508867,35.5666923670008
5.28000156128025,2027.65562138954,75.7435597189696,38.391881342701
5.2429538702111,1960.77381469898,75.6274433150899,37.3416731821736
5.21752590266876,1898.14509733124,75.3532182103611,36.3736263736264
5.30900389105058,2091.0670311284,73.5583657587549,22.8793774319066
9.36028571428571,3839.79585714286,46.9714285714286,65.4285714285714
9.36028571428571,3839.79585714286,51.1991428571429,58.8
9.36028571428571,3839.79585714286,51.0125714285714,55.2857142857143
9.36028571428571,3839.79585714286,50.826,55.2857142857143
9.36028571428571,3839.79585714286,50.6394285714286,55.2857142857143
9.36028571428571,3839.79585714286,50.4528571428571,55.2857142857143
4.060125,2219.528,70.503375,67.83125
4.00734939759036,2139.30409638554,65.9924096385542,58.5120481927711
8.977,2986.4285,39.3216666666667,40.3333333333333
8.977,2986.4285,39.3216666666667,40.3333333333333
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.68107692307692,2066.92284615385,74.3538461538461,21.5384615384615
5.02723076923077,2066.92284615385,74.3538461538461,20.6153846153846
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
9.26028571428571,3839.79585714286,46.9714285714286,65.4285714285714
5.328875,2099.24084375,73.2890625,22.96875
8.946,3839.79585714286,46.9714285714286,65.4285714285714
8.977,2986.4285,39.3216666666667,40.3333333333333
3.84685714285714,1579.58342857143,81.242,43.8857142857143
4.86685714285714,1279.18342857143,79.6628571428571,15.6285714285714
4.49493333333333,1683.6226,85.2936,31.8613333333333
4.86685714285714,1279.18342857143,79.6628571428571,15.6285714285714
5.90415384615385,2066.92284615385,74.3538461538461,21.5384615384615
5.66953846153846,2066.92284615385,75.7403846153846,34.6538461538462
5.54753846153846,2066.92284615385,75.2253846153846,32.4338461538462
5.43492307692308,2066.92284615385,74.75,30.3846153846154
5.31292307692308,2066.92284615385,75.265,32.4907692307692
5.20030769230769,2066.92284615385,75.7403846153846,34.5769230769231
4.96569230769231,2066.92284615385,74.3538461538461,21.8461538461539
9.57028571428571,3711.79585714286,49.4271428571429,70.0571428571428
9.58028571428571,3583.79585714286,47.4685714285714,67.8285714285714
9.59028571428571,3455.79585714286,45.51,65.6
9.60028571428571,3327.79585714286,43.5514285714286,65.4285714285714
9.61885714285714,3711.79585714286,48.0514285714286,70.1571428571428
9.67742857142857,3583.79585714286,44.7171428571429,68.0285714285714
9.60457142857143,3711.79585714286,48.7414285714286,70.1142857142857
9.69314285714286,3455.79585714286,43.4528571428571,65.7714285714286
9.73742857142857,3327.79585714286,40.8085714285714,65.4285714285714
9.47814285714286,3711.79585714286,49.6514285714286,70.2571428571429
9.396,3583.79585714286,47.9171428571429,68.2285714285714
9.51742857142857,3839.79585714286,46.9714285714286,65.4285714285714
9.56028571428571,3839.79585714286,46.9714285714286,65.4285714285714
9.56028571428571,3839.79585714286,46.9714285714286,65.4285714285714
3.83471428571429,1623.48342857143,81.2886428571429,46.8428571428571
5.21564615384615,2025.569,76.5904615384615,38.2953846153846
5.16365384615385,1963.53823076923,76.38,37.3538461538462
5.077,1860.15361538462,76.0292307692308,35.7846153846154
5.25805546995378,2070.10982896764,74.248844375963,22.6502311248074
5.25676923076923,1984.21515384615,76.572,37.4830769230769
5.14261538461539,2066.92284615385,74.3538461538461,21.0
5.08876923076923,2066.92284615385,74.3538461538461,21.1538461538462
8.946,3839.79585714286,46.9714285714286,65.4285714285714
8.92028571428571,3839.79585714286,47.4128571428571,58.2
8.93571428571429,3839.79585714286,47.148,62.5371428571429
8.90485714285714,3839.79585714286,47.6777142857143,55.2857142857143
9.65842857142857,3801.39585714286,50.5572857142857,71.4714285714286
9.75657142857143,3762.99585714286,49.7288571428571,70.6571428571428
9.90378571428571,3705.39585714286,48.4862142857143,69.4357142857143
10.051,3647.79585714286,47.2435714285714,68.2142857142857
9.53564285714286,3801.39585714286,50.8654285714286,71.6771428571429
9.511,3762.99585714286,50.3451428571429,71.0685714285714
9.47403571428571,3705.39585714286,49.5647142857143,70.1557142857143
9.43707142857143,3647.79585714286,48.7842857142857,69.2428571428571
9.55,3801.39585714286,50.6832857142857,71.78
9.53971428571429,3762.99585714286,49.9808571428571,71.2742857142857
9.51917024320458,3697.87854077253,48.8256795422031,70.6165951359084
9.50885714285714,3647.79585714286,47.8735714285714,69.7571428571429
9.54814285714286,3839.79585714286,51.0321428571429,69.0857142857143
9.52385714285714,3839.79585714286,50.325,62.6857142857143
9.49957142857143,3839.79585714286,49.6178571428571,56.3928571428571
9.47528571428571,3839.79585714286,48.9107142857143,55.2857142857143
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
4.91953846153846,2066.92284615385,74.3538461538461,23.0769230769231
5.02723076923077,2066.92284615385,74.3538461538461,20.6153846153846
5.08876923076923,2066.92284615385,74.3538461538461,21.1538461538462
5.14261538461539,2066.92284615385,74.3538461538461,21.0
5.22723076923077,2066.92284615385,74.3538461538461,21.3846153846154
5.68107692307692,2066.92284615385,74.3538461538461,21.5384615384615
5.90415384615385,2066.92284615385,74.3538461538461,21.5384615384615
5.66569230769231,2066.92284615385,74.3538461538461,21.8461538461539
4.96569230769231,2066.92284615385,74.3538461538461,21.8461538461539
4.91514285714286,1919.99357857143,69.0428571428571,32.3571428571429
4.91514285714286,1919.99357857143,69.0428571428571,32.3571428571429
5.14261538461539,2066.92284615385,74.3538461538461,21.0
5.22723076923077,2066.92284615385,74.3538461538461,21.3846153846154
5.02723076923077,2066.92284615385,74.3538461538461,20.6153846153846
5.68107692307692,2066.92284615385,74.3538461538461,21.5384615384615
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
4.91953846153846,2066.92284615385,74.3538461538461,23.0769230769231
5.03553846153846,2067.03276923077,63.3923076923077,32.2307692307692
5.43666666666667,2239.40458333333,56.8,34.9166666666667
5.20476923076923,2067.03276923077,63.3923076923077,32.2307692307692
5.14261538461539,2066.92284615385,74.3538461538461,21.0
5.25861538461538,2067.03276923077,63.3923076923077,32.2307692307692
5.29321799844841,2084.57363770365,73.7723041117145,22.8083785880528
5.19639087452471,2043.3327391635,76.6961977186312,38.280608365019
5.14739352896915,2021.79596162528,76.6128668171557,37.6809631301731
5.11371343283582,2005.19379701493,75.6134328358209,36.9820895522388
9.56028571428571,3839.79585714286,46.9714285714286,65.4285714285714
9.53975,3807.79585714286,50.9521428571429,71.7785714285714
9.51921428571429,3775.79585714286,50.5185714285714,71.2714285714286
9.49867857142857,3743.79585714286,50.085,70.7642857142857
9.47814285714286,3711.79585714286,49.6514285714286,70.2571428571429
9.43707142857143,3647.79585714286,48.7842857142857,69.2428571428571
9.396,3583.79585714286,47.9171428571429,68.2285714285714
9.31385714285714,3455.79585714286,46.1828571428571,66.2
5.18075968992248,2082.95658139535,73.8255813953488,21.1627906976744
5.19703875968992,1874.58448837209,75.8209302325581,35.5968992248062
5.25285271317829,1874.58448837209,74.7046511627907,35.6899224806202
5.28928682170543,2082.95658139535,73.8255813953488,22.7906976744186
4.98586666666667,1433.63786666667,75.7936,18.8533333333333
5.408,1722.30746153846,74.3538461538461,33.1923076923077
4.79338473341005,2061.36915880322,75.0109321058688,12.4280782508631
4.80818572524942,2062.16071603991,74.8664620107444,13.9293937068304
4.8300738177624,2066.12763206459,74.6176470588235,17.0242214532872
4.86995050270688,2078.1204199536,74.1044083526682,20.5877803557618
4.89393798449612,2082.95658139535,73.8255813953488,24.1085271317829
4.89354165096118,2025.60258688277,76.8724085940445,24.802110817942
4.91343072857682,2028.66341223103,76.7733106832767,24.8395620989052
4.94588172858226,2037.12854359363,76.4992418498863,24.9431387414708
4.99131297709924,2051.13390076336,76.0458015267176,26.6717557251908
5.02813732259302,2061.36915880322,75.7144227080936,28.7456846950518
5.06346435452794,2070.90810982659,75.4055876685935,31.4836223506744
5.15268398930073,2053.4868578525,75.3868933893771,25.7928926251433
5.16001526717557,2051.13390076336,75.7213740458015,27.2519083969466
5.20724212144504,2065.3330292083,75.6398923904689,28.9392774788624
5.24152913932844,2074.1073952142,75.7381319953686,32.1420301042069
5.25270987654321,2073.30664814815,76.1458333333333,35.5864197530864
5.24243093497499,2067.71867218161,76.4197768372451,36.3524432474028
5.25538473400154,2071.70700616808,76.3878180416345,37.2860447185813
5.26972200772201,2074.90876061776,74.0907335907336,22.7027027027027
5.2736228748068,2076.51334930448,74.0378670788253,22.7202472952087
5.26644015444015,2074.90876061776,76.3812741312741,38.2084942084942
5.2826976744186,2082.95658139535,76.0290697674419,37.4883720930233
5.27940310077519,2082.95658139535,75.9331395348837,36.6201550387597
5.27610852713178,2082.95658139535,75.8372093023256,35.7519379844961
5.24346718146718,2074.90876061776,75.7123552123552,32.1544401544402
5.21107692307692,2066.92284615385,75.5884615384615,28.9615384615385
5.17893486590038,2058.99812643678,75.4655172413793,27.3563218390805
5.15456880733945,2054.27237614679,75.3612385321101,25.802752293578
9.36028571428571,3839.79585714286,46.9714285714286,65.4285714285714
9.36778571428571,3743.79585714286,49.9167857142857,70.6142857142857
9.37528571428571,3647.79585714286,48.4478571428571,68.9428571428571
9.38278571428571,3551.79585714286,46.9789285714286,67.2714285714286
9.39028571428571,3455.79585714286,45.51,65.6
9.56028571428571,3839.79585714286,46.9714285714286,65.4285714285714
9.56028571428571,3839.79585714286,46.9714285714286,65.4285714285714
8.83171428571429,3839.79585714286,46.9714285714286,65.4285714285714
8.851,3839.79585714286,51.2475,56.3928571428571
8.88957142857143,3839.79585714286,50.9710714285714,55.2857142857143
8.90885714285714,3839.79585714286,50.8328571428571,55.2857142857143
8.94742857142857,3839.79585714286,50.5564285714286,55.2857142857143
5.28242944785276,1923.15489570552,75.9325153374233,36.4723926380368
9.4402,2687.8571,35.196,39.0
9.09525,2444.821375,29.49125,48.75
5.27300308641975,2052.56590740741,76.3768518518518,38.6913580246914
5.27986430223593,2019.89513261372,76.2016191210486,38.1341557440247
5.27441749808135,1959.01413123561,76.1316193399847,37.0836531082118
5.30787374903772,1913.31880600462,75.5508083140877,36.320246343341
5.27905568268497,1844.53392906178,75.7906178489702,35.118230358505
5.26535126825519,2024.01096925442,76.2578785549577,38.205995388163
5.36086292834891,1988.02380373832,74.5852803738318,37.667445482866
5.39265217391304,1877.49755279503,73.7189440993789,35.8152173913043
5.46373106646059,1661.05739876352,74.0378670788254,32.1947449768161
3.81542387419585,1703.72139313796,81.3289063616869,52.2030021443888
3.82079897054618,1686.39013068344,81.3014869888476,51.0265942236203
3.83222044088176,1661.93014686516,81.2033638705983,49.3071858001718
3.8335,1627.87342857143,81.2933071428571,47.1385714285714
3.83471428571429,1623.48342857143,81.2886428571429,46.8428571428571
3.86193394600804,1600.99446352671,80.9393954623779,45.0043078690408
3.88045932325414,1574.4049812815,80.7380705543556,43.0410367170626
3.90051466551076,1553.22885291143,80.4955931223812,41.395752058951
3.90968985968465,1537.24697280486,80.4049472009258,40.2459134963113
4.86611023622047,2045.21911811024,73.8661417322835,24.488188976378
4.83894915254237,2070.10982896764,74.4869029275809,17.0570107858243
9.74957142857143,3839.79585714286,50.4660714285714,68.4107142857143
9.93885714285714,3839.79585714286,49.5464285714286,65.4285714285714
10.1281428571429,3839.79585714286,48.6267857142857,65.4285714285714
10.3174285714286,3839.79585714286,49.1642857142857,65.4285714285714
10.5067142857143,3839.79585714286,49.7196428571429,65.4285714285714
10.696,3839.79585714286,50.275,65.4285714285714
10.8852857142857,3839.79585714286,50.8303571428571,68.5
3.82257142857143,1667.38342857143,81.2078571428572,49.3142857142857
6.571875,2742.29525,34.7945625,75.01875
3.832888252149,1672.1651260745,81.1600286532951,49.9426934097421
6.533625,2880.58025,35.4209375,84.5625
3.8450659025788,1628.13933810888,81.1132521489971,46.9770773638968
6.554875,2803.75525,35.3393125,79.3875
3.85204291845494,1581.84524892704,81.1543633762518,43.9484978540773
6.58675,2688.51775,35.216875,73.3125
3.8473767762308,1675.28795134204,81.0837519735898,50.3947179560787
3.8765664073754,1637.05947594353,80.8347018150389,47.7744165946413
3.90596703773312,1598.55466343791,80.5838513806563,45.1351742084719
5.2736228748068,2076.51334930448,74.0378670788253,22.7202472952087
5.29321799844841,2084.57363770365,73.7723041117145,22.8083785880528
5.31296573208723,2092.69670093458,73.5046728971963,22.8971962616822
5.31693374902572,2094.32891114575,73.4508963367108,22.9150428682775
5.34890196078431,2107.47876470588,73.0176470588235,23.0588235294118
5.36908661417323,2115.7815511811,72.744094488189,23.1496062992126
5.49361290322581,2167.00438709677,71.0564516129032,23.7096774193548
5.29566175329713,2053.29357564003,76.1094647013188,38.7106283941039
5.28686068111455,2010.38013312693,76.1904024767802,37.9566563467492
5.26250235478807,1771.55169073783,73.7307692307692,35.2715855572998
5.18955905511811,1445.54533070866,72.744094488189,31.0157480314961
4.78106833333333,1563.45570916667,80.5204166666667,41.2325
5.32527102803738,2078.74031464174,75.8448598130841,39.0872274143302
5.36189071038251,2055.63376346604,75.555737704918,38.5355191256831
5.57900232018561,2064.28107115236,73.7320185614849,35.9474091260634
5.18030721003135,2105.82601567398,73.0721003134796,21.551724137931
5.13411180124224,2086.19320496894,73.7189440993789,21.3509316770186
5.27861252900232,2064.2611778809,76.3481051817479,38.892498066512
5.39488202692003,2123.25936104513,74.803325415677,39.9958828186857
3.859,1535.68342857143,81.1953571428571,40.9285714285714
7.174,2986.19033333333,44.41,34.6
3.88971428571429,1491.78342857143,81.242,44.0571428571429
5.25030769230769,2066.92284615385,74.3538461538461,22.6153846153846
5.25030769230769,2066.92284615385,76.4695692307692,24.7015384615385
5.25030769230769,2066.92284615385,76.4695692307692,24.7015384615385
9.26028571428571,3839.79585714286,46.9714285714286,65.4285714285714
5.08332295719844,2091.0670311284,73.5583657587549,20.8560311284047
5.07771095571096,2087.81528904429,73.7255244755245,18.9160839160839
5.05157528957529,2074.90876061776,74.2696911196911,15.007722007722
5.03122367409685,2065.3330292083,74.6437355880092,13.0514988470407
5.02691174213354,2062.16071603991,74.8427475057559,10.016884113584
5.0148844682479,2055.84521576129,75.1325554705432,8.69931140015302
6.86475,2312.94275,34.955675,55.98
5.34890196078431,2107.47876470588,73.0176470588235,23.0588235294118
5.36099371069182,2112.45260377359,72.8537735849057,23.1132075471698
5.4017147385103,2129.20285419968,72.3019017432647,23.2963549920761
5.90415384615385,2066.92284615385,74.3538461538461,21.5384615384615
4.9544,1303.23786666667,75.742,16.2666666666667
3.5163,1955.1426,83.4915,15.88
3.73307994389902,1723.15543197756,68.6570827489481,34.3618513323983
