superconduct/table18.range_atomic_mass,superconduct/table18.wtd_mean_FusionHeat,superconduct/table18.wtd_range_fie,superconduct/table18.wtd_std_FusionHeat
81.482,18.26256,364.93392,8.01936794556778
49.0739,23.1,28.95,2.6
184.5906,3.85751847437425,598.272824791418,4.6347329890913
141.2506,5.09069230769231,703.003076923077,5.50714194875954
202.0394,6.95,91.5,3.95
121.3276,5.43073333333333,699.112266666667,5.77378878457542
121.3276,5.34062284820031,687.397339593114,5.701014925993
10.8418,10.5475,478.7275,1.63385854650885
16.1705386,36.2666666666667,523.846666666667,19.4234966528229
89.3115,19.9033333333333,507.383333333333,3.5841766449524
128.2426,3.86,738.857142857143,4.67399394828143
128.2426,4.10621428571429,738.769285714286,4.87402613977649
164.1558,42.8747967479675,223.247154471545,30.7885777402535
11.26912,27.0,705.28,3.0
122.90607,3.83864285714286,749.048857142857,4.65567254781186
85.44,12.235,59.05,7.465
192.981,9.09525,112.575,3.87350460661918
56.114088,22.4666666666667,263.266666666667,4.57262385167301
157.95811072,12.9803278688525,646.95737704918,16.0780128826033
79.9606,8.40688888888889,828.9,14.7634781241071
46.922495,33.05,426.777,36.1248598613199
184.5906,8.14171428571428,170.757142857143,4.34493799772582
192.981,4.1802,291.38,3.92871179395995
181.406,30.6888888888889,202.686666666667,15.7899718136716
135.9646,5.64114285714286,711.278571428571,7.43101307126465
119.899,16.1000666666667,467.716666666667,16.3499483789875
202.0394,8.84275,162.7275,3.9329547337212
192.981,4.34096,294.552,4.0260751357122
191.2006,3.88666666666667,650.033333333333,4.55404240452614
124.1166,4.92037335398915,700.737103020914,5.40466288797405
192.981,9.3590099009901,208.855544554455,3.93130724358531
122.90607,4.84547959969207,688.437952270978,5.37559047527069
120.990238,15.2128,194.26,8.77126377211403
121.3276,13.9766666666667,264.34,7.69940730763667
141.2506,5.15230769230769,696.543230769231,5.55713552920395
164.94848,5.96257142857143,740.225714285714,8.89210187039428
18.7815,18.4975,342.9,7.45214859956509
192.981,8.91504761904762,194.97619047619,3.96664217450851
149.35206,12.57146,203.616,9.97387403511795
121.3276,5.25030769230769,659.715384615385,5.64855656694176
13.94638,12.5333333333333,405.733333333333,10.0880567449281
51.93183072,14.72,309.0825,10.2673398047725
128.2426,3.77573333333333,600.986666666667,4.70091791698411
128.2426,4.94897674418605,657.034108527132,5.40075702483639
192.981,9.09525,112.575,3.87350460661918
121.3276,5.31693374902572,651.057911145752,5.65592602468437
175.135,4.1675,122.5,1.43060083531361
192.981,9.12385,180.096,3.87985253295792
12.782,12.06487,406.879,5.4922197773851
121.3276,5.28928682170543,654.650387596899,5.65296450346393
124.90825,12.05175,307.4425,9.9023617353387
42.7414614,18.54942,468.7401,7.30859866620134
192.981,4.4602,279.0,4.11527208820996
128.2426,3.78848405317026,740.401425517759,4.63784505030205
192.981,4.76,651.470319634703,5.1613773249406
121.3276,5.28441809672387,702.873790951638,5.70883889661497
156.2585,5.62021934197408,560.023429710868,0.949953428960171
141.2506,4.43128571428571,738.769285714286,5.14256723587647
89.3115,25.725,251.2375,4.3063180328443
0.0,27.7,0.0,0.0
121.3276,4.58461538461538,699.323076923077,5.08934521311188
146.5006,5.22723076923077,685.938461538461,5.62394433381257
128.2426,4.78449050873197,694.698329536826,5.36492938422734
134.3606,4.36685714285714,739.540857142857,5.0276527732296
141.2506,4.08142857142857,738.769285714286,4.84888089760758
128.2426,4.93618631619637,658.809315809818,5.39903218868772
121.3276,5.44073333333333,697.789666666667,5.78337896581421
121.3276,5.22630769230769,701.281846153846,5.62018060734454
121.3276,5.328875,649.50625,5.65716290284936
122.90607,3.90051466551076,724.088296488947,4.68583201705546
120.8947519,100.115714285714,1028.03968253968,21.8432527604398
140.2209,21.49,378.71,2.11303099835284
54.97,12.5099,423.67,5.8206539142952
122.90607,3.8265,749.048857142857,4.64701202387082
124.90825,5.15357486423584,685.54065166796,5.55555727915246
121.3276,5.25138461538462,705.886,5.65011955678083
71.6206,5.51165668662675,749.81756487026,7.27354140983737
122.90607,3.76287694483734,650.539886845827,4.62275196427284
81.482,9.62702702702703,404.913513513513,4.10172334570177
98.2287,18.0299,365.925,8.31008862708455
104.060189,23.654,321.962,5.92372214068148
3.0745,19.684,343.904,1.75104083333314
34.9421,6.48949522510232,873.390450204638,10.0031707874304
98.2287,17.633,336.63,8.89450397717602
192.981,4.97373333333333,661.026666666667,5.26989261708012
3.0745,20.34,134.64,2.00858158908221
192.981,4.91706666666667,691.301666666667,5.23572537434457
128.2426,3.99357142857143,749.258428571428,4.75321164679038
68.47,21.6111764705882,574.142647058824,5.9912675496268
192.981,4.9544,661.026666666667,5.2534095696668
13.94638,12.5333333333333,405.733333333333,10.0880567449281
121.3276,5.39223076923077,681.57,5.89033434670532
155.006,19.1344541840303,323.617440245246,8.07429928288431
121.3276,9.67328947368421,262.118421052632,4.40557332076383
141.2506,5.16949807544265,653.98298691301,5.55907110671134
192.981,4.9148,697.016,5.24861776343702
47.5466,5.14064285714286,362.781428571429,4.49584371721169
192.981,4.90218372703412,705.932020997375,5.26549135208128
122.90607,3.81042857142857,746.421428571428,4.6409216251314
128.2426,4.92907692307692,703.003076923077,5.40449782000054
192.3726,18.5982352941176,506.047058823529,35.311286893319
4.73599999999999,22.3125,542.05625,4.23849545829649
70.096238,15.0133333333333,117.8,10.5576049472512
128.2426,4.02848571428571,622.067142857143,4.76642649534326
64.697,23.8666666666667,339.166666666667,11.2194275948266
78.89968,13.57862,673.604,13.22138705793
128.24,10.5085436893204,487.114563106796,9.22562023676162
122.90607,9.29421428571429,273.353571428571,4.3537828326734
23.18338,22.558,415.14,8.484
68.60138,14.7333333333333,270.333333333333,8.53242182631767
5.0697,71.0,550.5,48.0832611206852
35.8233,18.6575,250.2,9.9288679490665
168.93718,69.35,459.9,35.7611171525723
70.096238,15.0133333333333,117.8,10.5576049472512
192.981,4.69,693.233333333333,5.09958032260172
124.1166,11.8655,309.3225,10.3931338271957
63.895,16.9985714285714,265.0,16.5095586413027
151.2596,5.98611764705882,692.901176470588,6.71711956721606
121.3276,5.44773333333333,690.198666666667,5.79306076228754
96.119,18.5968,335.2683,7.65852660503311
122.90607,3.83028571428571,741.922857142857,4.65700203117492
13.494,39.9,407.74,25.8499516440554
39.046,18.9666666666667,293.5,9.52237131997884
35.99997,10.92,162.92,7.05716657023199
164.1315,36.1052631578947,247.684210526316,15.245688732581
40.926,3.76466666666667,788.75,6.75587207957311
128.2426,3.8405,741.323571428571,4.6610345916208
13.494,36.2333333333333,287.7,19.4690067086696
170.13688,45.3333333333333,280.1,6.59966329107444
139.239,18.324,361.118,8.01961495335032
124.90825,9.521,300.478571428571,4.37844879576579
135.9646,5.22823529411765,764.355294117647,7.43394158398144
192.981,9.16885714285714,174.207142857143,4.16886580768067
122.90607,3.83471428571429,738.578571428571,4.6583013524026
121.3276,5.23703846153846,704.963538461538,5.63684260353101
128.2426,4.03257142857143,734.911428571428,4.78389724140543
65.9248414,23.83,459.7,6.65365313192685
128.2426,3.849,740.851785714286,4.66705825057774
91.89844,7.07241860465116,519.258139534884,10.9156365978535
192.981,5.00666666666667,669.00625,5.25824920693402
192.981,8.387,222.222666666667,4.10202531277742
136.31906,58.3364705882353,566.511764705882,51.5139222462269
122.90607,6.56475,324.594,4.60398234548092
192.981,9.01044444444444,151.88,3.69310441863124
0.0,50.2,0.0,0.0
146.5006,5.17646153846154,696.648076923077,5.58908128703959
48.5217,17.7464,345.0,8.73336126814871
121.3276,4.58461538461538,699.323076923077,5.08934521311188
121.3276,5.43891939345571,635.206943335994,5.66736444211589
122.90607,12.4394675324675,286.376103896104,10.1886781040862
101.98788,17.6166666666667,325.366666666667,13.6848354839297
134.3606,5.00871814671815,692.514671814672,5.43938546609303
146.5006,4.6012,742.5,5.54232162184765
34.44506,98.6947384615384,998.713846153846,24.624468870353
106.353238,19.408464,367.51856,7.55440235364148
85.0706,6.0835,750.295871428571,8.69703504690782
122.90607,12.261095,291.62715,10.1752014275382
121.3276,5.31693374902572,651.057911145752,5.65592602468437
98.82747,19.3286,447.39775,8.62056529700924
73.4571,100.104285714286,1014.81904761905,21.8942998825479
57.925255,2.66192737430168,587.203072625698,5.4725705689006
121.3276,5.18396153846154,696.602307692308,5.58942627426499
134.3606,12.6455,299.84625,10.0149214050835
135.9646,4.574,738.769285714286,5.20852054673055
124.90825,4.96,756.526470588235,7.10536516427179
176.899,8.50372093023256,879.844186046512,14.6024909667408
121.3276,5.33686697965571,648.467762128325,5.6579764853482
52.037,12.645,127.3,7.055
121.3276,5.50426262626263,626.716161616162,5.67240323285272
71.931738,15.6466666666667,313.083333333333,10.7778332186432
134.3606,5.10068852459016,695.694535519126,5.4671737305572
67.7685,21.784,476.02395,8.55065751857715
73.507,13.3333333333333,182.766666666667,8.9566858950296
184.5906,4.7160813810111,603.49457459926,5.17026094720383
164.1315,34.8947368421053,251.736842105263,16.8881607139194
92.382,11.128375,433.105,6.37219288074168
192.981,9.6002,184.362666666667,3.27871268843937
121.3276,9.58242857142857,308.549285714286,4.38536889984812
85.772,2.387,849.6,0.291
122.90607,6.55025,326.37725,4.56875485635857
85.0706,6.084,648.871428571429,8.6979615345863
192.981,4.14972,357.08,3.92609283659977
192.981,9.23825,155.48,3.90304591793384
83.9493,69.0,476.88,36.2491379207837
105.41206,9.39324904214559,153.774001094691,8.0347348681571
124.90825,5.21569230769231,703.003076923077,5.62450125494376
148.93092,5.70638948995363,665.410664605873,6.28292471862099
192.981,4.91528925619835,666.415702479339,5.24916992641035
51.93183072,17.5419238476954,340.260120240481,9.04753376565646
81.3804,13.7304545454545,441.490909090909,4.48413615606347
192.981,9.9487619047619,242.141904761905,3.38943661430012
33.06085,20.52,180.92,9.25168092835026
121.3276,5.53647154471545,622.530894308943,5.67460845728577
192.981,9.15725,160.563,3.96093207938485
15.196,19.71,220.74,1.97050754883101
34.69362,21.4857142857143,212.171428571429,4.60230643154016
72.90645,5.06407407407407,683.914814814815,5.62372096356092
45.6484614,24.837,318.724,9.92148834600938
41.656238,16.22,125.6,15.58
122.90607,5.16643170526638,694.355063823282,5.62669238453873
158.9674,6.06569230769231,667.592307692308,7.06492357609724
73.91366,12.7215,305.082,9.90286214939903
2.8167,4.72746268656716,617.879104477612,0.149789337479785
38.1452,10.158,468.66,2.284
148.93092,5.68107692307692,662.9,6.27942141457118
13.51362,27.024,296.144,5.76189413300869
191.2006,4.958925,655.90065,5.4498435614589
184.5906,4.8542,627.192,5.76571004820742
134.3606,5.00069230769231,702.873230769231,5.42983022662227
11.066195,17.8666666666667,185.833333333333,1.17851130197758
188.3839,8.1002,123.0,4.09743924421095
188.3839,4.26953846153846,686.611538461538,4.87878866768231
122.90607,3.83228571428571,740.292857142857,4.65657199831702
191.2006,8.86314285714286,245.021428571429,4.37960410567542
130.00638,32.7,407.55,5.7157676649773
122.90607,5.31559375,693.35703125,5.65287025191282
124.90825,5.10593939393939,708.257575757576,5.59045926415761
163.2484614,15.2270588235294,407.962352941176,8.22580428015178
136.31906,4.97088792480116,611.577801879971,5.58689644381546
122.90607,3.84014285714286,747.187714285714,4.69221476577567
121.3276,5.37646153846154,684.401538461538,5.86413207710668
192.981,9.0604,175.05975,3.88570178217526
47.0585,22.99,634.585,0.0435889894354066
192.981,8.0125,187.285833333333,4.18622754796408
121.3276,5.39905696202532,683.7875,5.67128684718772
122.90607,3.88328571428571,722.892857142857,4.69249066409866
122.90607,3.84685714285714,735.985714285714,4.66691955388659
121.3276,5.25805546995378,676.512942989214,5.64945441029991
26.02485,6.41235,529.39145,1.09065231742293
122.90607,12.006545,245.96475,10.257226811033
121.3276,4.95337142857143,469.106666666667,5.2264860584511
122.90607,5.41573333333333,693.105333333333,5.77338582886064
192.981,9.12775,153.3375,3.88099090922666
184.5906,4.35285365853658,664.212195121951,5.83062285950684
20.27638,28.05,307.7,2.1650635094611
98.2287,17.88248,355.044,8.53398660941063
192.981,9.111675,179.56525,3.87421071889166
192.981,8.1833,216.921,4.16782182640605
192.981,3.49362,756.891,4.47793795128963
135.9646,3.51533333333333,864.42,4.99381159258359
121.3276,5.47244176706827,630.851004016064,5.67004406724679
121.3276,5.43456666666667,699.716133333333,5.77696964496862
32.290805,19.4,187.1,2.26274169979695
121.3276,5.17028769230769,703.639676923077,5.5862625177513
192.981,9.09525,112.575,3.87350460661918
188.3839,3.93373333333333,661.06,4.72804471872065
184.5906,4.045,654.7095,4.69893120826428
128.2426,3.85771428571429,742.75,4.67625704152021
122.90607,5.24145,253.4475,5.49316673672846
71.931738,14.4466666666667,117.166666666667,9.76696927858836
135.2655,30.45,406.8,4.41672955930064
184.5906,4.69951842751843,606.109828009828,5.16790477734874
89.0593,33.1722,422.6262,36.0840758113603
121.3276,5.2736228748068,656.685780525502,5.65122587896258
122.90607,3.84685714285714,734.657142857143,4.66691955388659
110.81997,30.6333333333333,264.966666666667,15.4425458465313
128.2426,4.91492307692308,694.901538461538,5.39737039195283
34.21298,23.2546,486.708,7.47935243453603
141.2506,5.158,656.775384615384,5.5533112506102
81.482,18.2158,372.818,8.03536697108477
122.90607,3.83289285714286,748.143057142857,4.64777481197251
122.90607,3.83733714285714,748.476428571428,4.66079723352658
192.981,5.08625333333333,694.51,5.46376603597026
121.3276,4.94728,510.764,5.30395716061131
122.90607,6.571875,301.265625,4.56912929171139
122.90607,3.84628571428571,737.712857142857,4.66929146397076
121.3276,5.37720504731861,643.2261829653,5.66190895110244
122.90607,4.8722698535081,687.474710871241,5.38502266353431
13.494,36.2333333333333,287.7,19.4690067086696
169.9850304,12.1328,801.416,1.60887916264709
70.8405,12.3390625,86.046875,9.96547896471082
189.9819968,4.274,345.59,4.01629232003847
124.90825,5.16892607003891,683.587159533074,5.557369052386
121.3276,5.38290320543187,642.485757145113,5.66244106807881
121.3276,5.12669230769231,697.986153846154,5.5392647093915
1.68237999999999,25.35,332.775,2.51147367097487
71.6206,5.4732,678.06,7.26716259347484
122.90607,3.88042857142857,748.313428571429,4.78359629678469
40.926,5.74128571428571,670.872428571428,8.05332499591293
122.90607,12.006925,216.03375,10.256790915992
121.3276,5.24308108108108,700.517142857143,5.62731259275614
122.90607,3.83551428571429,749.475314285714,4.65995228590795
122.90607,3.8255,749.800642857143,4.65240696920883
159.2254614,29.1551724137931,528.703448275862,8.42359519473462
188.3839,4.59976470588235,683.335294117647,5.11407731347172
73.893,23.0,167.35,3.81641192745228
88.0415,34.528,532.308,3.3727757114875
121.3276,5.06766315789474,555.277894736842,5.3597261882351
192.981,9.46283333333333,245.874166666667,3.6177832492963
121.3276,5.24146153846154,705.660307692308,5.64075342915472
13.94638,10.75,539.4,9.26647182049349
192.981,9.77704761904762,221.087619047619,3.18454408004229
191.2006,4.62163855421687,662.527710843373,5.12281119778507
192.981,5.04973333333333,680.673333333333,5.34280183008462
13.494,36.2333333333333,287.7,19.4690067086696
48.987,21.832375,490.46625,8.6055507150545
128.2426,9.44,302.445714285714,4.36808889234509
122.90607,12.9405,300.825,10.4630913572424
192.981,4.89243884466083,669.564241068491,5.24655640526429
142.92595,13.4614871794872,157.125641025641,9.70974888072594
121.3276,5.28928682170543,654.650387596899,5.65296450346393
0.0,6.3,0.0,0.0
89.3115,6.675,372.875,7.52349771430436
65.9248414,22.764125,495.2188125,6.96974088358922
39.8617,8.05277272727273,357.070454545455,4.60089744636668
121.3276,5.33434375,691.65390625,5.66500547279841
128.2426,4.29215789473684,751.205263157895,6.0050340966047
128.2426,4.45890909090909,713.820454545454,5.06905918211018
23.115,10.0153846153846,6.60879120879116,4.17940852529419
122.90607,12.006925,216.03375,10.256790915992
141.2506,5.16543122102009,658.324111282844,5.54531072804917
196.9697,66.7755102040816,613.867346938775,46.0284806712426
122.90607,3.83228571428571,740.292857142857,4.65657199831702
66.02871,11.5888888888889,356.15873015873,6.22708143594385
184.5906,4.18169811320755,557.59748427673,4.79002052326155
12.890912,8.84720698254364,186.13216957606,7.1349778141582
122.454,27.5423529411765,530.116470588235,7.20758385673751
121.3276,5.40983026421137,672.869415532426,5.6319497922818
168.93718,29.336205655527,427.738766066838,30.4647345500837
80.89568,65.8255319148936,595.46170212766,45.61628333795
24.08747,5.54,266.325,1.31635861375235
65.47783,5.8875,205.63125,0.999921871948004
122.90607,3.90596703773312,726.548026601128,4.69238202095424
124.1166,4.51621052631579,751.205263157895,6.18319254600258
121.3276,5.18396153846154,696.602307692308,5.58942627426499
13.05853,6.3102,537.4008,0.17463092509633
65.9248414,25.99275,441.423,5.33233742719832
122.90607,3.85742857142857,744.198857142857,4.67548392780722
158.12321,42.7,168.566666666667,31.5150228726978
121.3276,5.32090795631825,650.541497659906,5.65634050309949
192.981,4.90781319399086,697.565055519269,5.23411204233349
124.90825,3.87242979942693,740.218767908309,4.67460487750903
151.2596,6.00506666666667,661.586666666667,6.68297282618713
0.0,23.0,0.0,0.0
1.0546,22.34,389.6,0.92
152.93481,5.7206790986791,655.166822066822,6.25924510657401
122.90607,3.82164285714286,749.048857142857,4.6435344006039
122.90607,3.83277142857143,740.149285714286,4.65691802182955
127.243569,7.92693333333333,379.372,3.32569510461932
121.3276,9.56114285714286,306.756,4.36035573347508
152.866238,9.19128329297821,718.710653753027,14.6438566993509
122.90607,3.84394285714286,735.598285714286,4.66485552030351
121.3276,5.25030769230769,659.715384615385,5.64855656694176
121.3276,4.284,643.914285714286,4.94741698840343
184.5906,4.039875,655.62975,4.68680082618997
191.2006,4.76297719869707,702.772964169381,5.34701939159313
124.90825,5.13707692307692,698.952307692308,5.56220098192376
154.11932,42.2416666666667,219.483333333333,31.9286563641852
46.895,9.233,279.65,4.68348171769678
81.182805,5.65642857142857,368.763571428571,5.10339117946217
120.1624,18.5666666666667,132.4,8.10610195401519
127.243569,12.1545,815.9,1.5059995849933
121.3276,5.32915384615385,692.896153846154,5.78455528968375
135.9646,5.06911246200608,656.241337386018,5.51669760385667
121.3276,5.328875,649.50625,5.65716290284936
122.90607,3.79216543069025,645.059498003423,4.63055421274656
121.3276,5.27559877488515,707.581623277182,5.73474978030374
121.3276,5.25030769230769,659.715384615385,5.64855656694176
128.2426,12.218545,288.37425,10.1545547796531
34.8436,18.308,260.6,7.90540675740344
146.5006,5.20069230769231,702.873230769231,5.60024815225753
69.18247,6.1225,261.15,0.307439018343476
51.32453,22.7666666666667,366.166666666667,11.6436916635385
192.981,9.11075,178.7345,3.89563793716767
184.5906,4.20692581602374,680.659643916914,5.60140113436694
124.90825,5.1231565150347,689.411488049345,5.55184012818857
122.90607,9.38588235294118,317.880392156863,4.07176325271487
191.2006,4.62376923076923,684.384615384615,5.10246617075201
158.12321,33.7333333333333,290.2,14.6225092845851
0.0,17.5,0.0,0.0
55.884805,3.6482,518.517,2.20739864093462
0.0,35.0,0.0,0.0
192.981,4.97386666666667,692.397333333333,5.26934093116861
4.023,32.884,667.5238,0.467486898212132
128.2426,4.76665504169826,697.909704321456,5.35759186693225
37.968335,22.4382,488.936,8.32758300829238
175.135,15.6824270557029,521.080901856764,16.5742396898841
0.0,31.0,0.0,0.0
120.8947519,100.099523809524,1016.11904761905,21.9155957680479
192.981,4.86768062827225,672.975654450262,5.24361081504693
161.0433,91.1,844.457142857143,34.0479074246862
192.981,4.37357142857143,749.258428571428,4.95074809230579
121.3276,5.28536173508908,655.160418280403,5.65253296320609
135.9646,5.10705882352941,756.526470588235,7.00280613057524
128.2426,3.87314285714286,740.931428571428,4.68102075036056
78.09485,41.8,164.166666666667,32.3089254953901
114.33723072,17.228,368.43,9.42256950093763
152.93481,10.3317142857143,235.142857142857,5.04138647919926
192.981,4.55838888888889,718.998055555556,5.18270785764105
155.006,19.1366829268293,342.992634146342,8.14238118955689
121.3276,5.24811367127496,694.404147465438,5.71111064004535
89.3115,29.74875,613.37875,2.86177365238762
124.90825,3.94171428571429,739.540857142857,4.71830713329279
1.68237999999999,23.9,1.94999999999999,2.9
158.9674,11.0745714285714,246.0,6.1916574946142
35.99997,11.6666666666667,59.4666666666666,7.10039122552804
31.481,7.26714285714286,411.214285714286,6.4737606961503
122.90607,3.84078571428571,737.780357142857,4.66261639729963
128.2426,3.99257142857143,738.769285714286,4.75122164311883
26.852545,28.93,385.0575,12.5309656451528
5.33652999999998,6.316,519.648,0.112
141.2506,5.15069230769231,698.295,5.554722742989
184.5906,5.1233625,648.010125,5.96566289850455
105.742569,18.875,272.45,3.68060796608386
