mean_Valence,wtd_mean_FusionHeat,wtd_mean_Valence,wtd_mean_atomic_radius,wtd_std_Valence
2.25,9.09066666666667,2.16666666666667,144.166666666667,0.372677996249965
2.25,8.134,2.11666666666667,145.05,0.321022671404304
2.25,7.98733333333333,2.1,145.566666666667,0.3
2.25,7.84066666666667,2.08333333333333,146.083333333333,0.276385399196283
2.25,7.694,2.06666666666667,146.6,0.249443825784929
2.25,4.858,2.07692307692308,113.230769230769,0.266469355010596
2.25,9.56028571428571,2.14285714285714,171.571428571429,0.349927106111883
2.25,4.64470588235294,2.09411764705882,109.494117647059,0.291992321082138
2.25,4.65283333333333,2.1,111.316666666667,0.3
2.25,4.67257142857143,2.11428571428571,115.742857142857,0.318157963590287
2.25,6.98733333333333,2.13333333333333,142.4,0.339934634239519
2.25,4.4572,2.08,106.64,0.271293199325011
2.25,4.5132,2.08,106.8,0.271293199325011
2.25,4.6012,2.08,106.4,0.271293199325011
2.25,5.0732,2.08,106.24,0.271293199325011
2.25,5.3052,2.08,106.24,0.271293199325011
2.25,5.0572,2.08,105.92,0.271293199325011
2.25,5.4732,2.08,105.52,0.271293199325011
2.25,9.44745454545454,2.18181818181818,176.727272727273,0.385694607919935
2.25,9.146,2.14285714285714,175.285714285714,0.349927106111883
2.25,9.97472727272727,2.18181818181818,181.636363636364,0.385694607919935
2.25,9.56028571428571,2.14285714285714,171.571428571429,0.349927106111883
2.25,4.5572,2.06,105.94,0.237486841740758
2.25,8.0105,2.2,166.55,0.4
2.25,7.81771428571429,2.17142857142857,156.542857142857,0.376883027379226
2.2,3.6395,2.24285714285714,106.9,0.428809457708675
2.25,3.83471428571429,2.26428571428571,104.371428571429,0.440952123830019
2.4,7.1255,2.45,159.45,0.49749371855331
2.25,3.88328571428571,2.23571428571429,105.057142857143,0.424444414764159
2.25,7.56066666666667,2.13333333333333,143.2,0.339934634239519
2.25,4.3292,2.08,105.92,0.271293199325011
2.25,7.884,2.25714285714286,111.171428571429,0.43705881545081
2.25,4.17466666666667,2.15,92.1833333333333,0.357071421427142
2.25,3.83471428571429,2.26428571428571,105.1,0.440952123830019
2.25,3.83471428571429,2.26428571428571,104.371428571429,0.440952123830019
2.6,3.88685714285714,2.27142857142857,104.764285714286,0.460478898893891
2.8,3.86071428571429,2.26142857142857,104.58,0.449060243220012
3.0,3.85742857142857,2.26285714285714,104.572857142857,0.459245165950584
2.6,3.84714285714286,2.26285714285714,104.588571428571,0.446629097821009
2.4,3.85185714285714,2.26428571428571,104.621428571429,0.440952123830019
2.6,3.869,2.27142857142857,104.592857142857,0.460478898893891
2.2,3.87614285714286,2.25714285714286,104.571428571429,0.43705881545081
2.2,3.83864285714286,2.25714285714286,104.538571428571,0.43705881545081
2.6,3.85542857142857,2.27142857142857,105.285714285714,0.475737880152763
2.4,3.85828571428571,2.25714285714286,104.7,0.43705881545081
2.4,3.87828571428571,2.25714285714286,105.157142857143,0.43705881545081
2.4,3.89971428571429,2.25714285714286,105.085714285714,0.43705881545081
2.4,5.25838461538462,2.08846153846154,114.665384615385,0.283964953250496
2.4,5.26646153846154,2.1,114.792307692308,0.3
2.4,5.25192307692308,2.07923076923077,114.563846153846,0.270098601325275
2.4,5.25353846153846,2.08153846153846,114.589230769231,0.273660265344464
2.4,5.25676923076923,2.08615384615385,114.64,0.28059109206592
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
3.0,5.36630769230769,2.38461538461538,117.538461538462,1.07692307692308
2.8,5.47938461538462,2.30769230769231,116.923076923077,0.821313711694716
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.25,5.14261538461539,2.07692307692308,116.153846153846,0.266469355010596
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.25,5.29114285714286,2.07142857142857,110.785714285714,0.257539376818856
2.4,4.80114285714286,2.07142857142857,111.135714285714,0.257539376818856
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.8,5.07729032258065,2.19354838709677,114.290322580645,0.591300089671721
2.25,4.3982,2.09,107.05,0.286181760425084
2.25,4.3932,2.08,107.2,0.271293199325011
2.25,2.53544444444444,2.03666666666667,81.0055555555556,0.187942071453473
2.25,4.3832,2.06,107.5,0.237486841740758
2.25,4.3782,2.05,107.65,0.217944947177034
2.25,4.3732,2.04,107.8,0.195959179422654
2.25,4.3882,2.07,107.35,0.255147016443461
2.25,4.57986666666667,2.06666666666667,105.666666666667,0.249443825784929
2.75,5.04261538461538,2.46153846153846,103.846153846154,1.08240363688233
2.75,8.0555,2.75,138.75,1.29903810567666
2.25,10.7745714285714,2.14285714285714,173.571428571429,0.349927106111883
2.25,10.3602857142857,2.14285714285714,173.571428571429,0.349927106111883
2.25,9.36028571428571,2.14285714285714,174.571428571429,0.349927106111883
2.25,5.28928682170543,2.07751937984496,115.054263565891,0.2674137722583
2.25,9.35314285714286,2.21428571428571,172.714285714286,0.410325903324145
2.25,9.50314285714286,2.21428571428571,173.142857142857,0.410325903324145
2.25,9.80314285714286,2.21428571428571,168.642857142857,0.410325903324145
2.25,9.01028571428571,2.21428571428571,170.785714285714,0.410325903324145
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.2,5.32915384615385,2.07692307692308,114.615384615385,0.266469355010596
2.4,5.24107692307692,2.08076923076923,114.434615384615,0.272480388523977
2.4,5.23184615384615,2.08461538461538,114.330769230769,0.278308500232701
2.25,3.83471428571429,2.26428571428571,104.371428571429,0.440952123830019
2.2,3.84935714285714,2.26428571428571,104.385714285714,0.440952123830019
2.2,3.864,2.26428571428571,104.4,0.440952123830019
2.4,5.23,2.08538461538462,114.31,0.279453185417946
2.4,5.22815384615385,2.08615384615385,114.289230769231,0.28059109206592
2.4,5.22630769230769,2.08692307692308,114.268461538462,0.281722302314357
2.4,5.22538461538462,2.08730769230769,114.258076923077,0.282285421464867
2.4,5.21707692307692,2.09076923076923,114.164615384615,0.287280659834234
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.25,5.328875,2.078125,115.578125,0.268368188083089
2.25,5.90415384615385,2.07692307692308,115.615384615385,0.266469355010596
2.0,5.20031354642313,2.06544901065449,113.882800608828,0.287183596105224
2.0,5.08322255192878,2.03857566765579,112.347181008902,0.329096038765858
2.0,4.91514285714286,2.0,110.142857142857,0.377964473009227
2.25,4.57986666666667,2.06666666666667,105.666666666667,0.249443825784929
2.25,5.05161832061069,2.0763358778626,115.480916030534,0.26553476535765
2.25,5.11251987767584,2.07645259938838,115.737003058104,0.265720905152642
2.25,5.29750702028081,2.07800312012481,116.720748829953,0.268176496687536
2.25,5.80563493312352,2.0786782061369,117.158143194335,0.269235855739869
2.25,5.9839344773791,2.07800312012481,116.564742589704,0.268176496687536
2.25,5.81630830039526,2.07905138339921,117.169960474308,0.269818943334008
2.25,5.07392761605035,2.0786782061369,116.843430369788,0.269235855739869
2.25,6.06569230769231,2.07692307692308,114.923076923077,0.266469355010596
2.25,5.36099371069182,2.07861635220126,116.003144654088,0.269139037242511
2.25,4.86242553191489,2.07598784194529,113.273556231003,0.264978659181804
2.25,4.98691228070175,2.07627765064836,115.963386727689,0.265441840447068
2.25,3.83471428571429,2.26428571428571,104.371428571429,0.440952123830019
2.25,3.83471428571429,2.26428571428571,104.371428571429,0.440952123830019
2.2,5.43244689221086,2.0786782061369,116.277734067663,0.269235855739869
2.2,4.89239631336406,2.07680491551459,114.562211981567,0.266281656272807
2.0,5.34531126871552,2.06674546887313,116.243498817967,0.293945550119983
3.0,5.54814516129032,2.11225806451613,118.010967741935,0.441015760653337
2.6,5.40355971896956,2.12490241998439,115.849336455894,0.395145812277666
2.2,5.40619496855346,2.07940251572327,116.322798742138,0.270365967200175
2.6,5.29163565891473,2.12449612403101,115.43007751938,0.394934910229914
2.4,5.25870769230769,2.08892307692308,114.670461538462,0.284632681387098
2.4,9.59089743589744,2.18703703703704,172.219800569801,0.389941256875242
2.25,5.28928682170543,2.07751937984496,115.054263565891,0.2674137722583
2.0,5.36199515347334,2.06760904684976,117.844588045234,0.296235294282936
2.0,5.26740506329114,2.06471518987342,117.384018987342,0.301507679684131
2.4,5.25838461538462,2.08846153846154,114.665384615385,0.283964953250496
2.4,5.25838461538462,2.08846153846154,114.665384615385,0.283964953250496
2.4,5.26646153846154,2.1,114.792307692308,0.3
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.4,5.25273076923077,2.08038461538462,114.576538461538,0.271887713944714
2.4,5.25273076923077,2.08038461538462,114.576538461538,0.271887713944714
2.4,5.25596153846154,2.085,114.627307692308,0.278881695347687
2.0,8.57974440894569,2.0223642172524,157.91054313099,0.482417535800048
2.0,5.13237148217636,1.95121951219512,112.172607879925,0.443277295205597
2.0,9.47341636003397,2.1321822813473,170.36116614775,0.365227509214943
2.0,9.47341636003397,2.1321822813473,170.36116614775,0.365227509214943
2.0,9.34611304954641,2.11653872993719,168.587578506629,0.386024192210449
2.0,9.5390763968073,2.14025085518814,171.275940706956,0.35375352468617
2.0,9.51664723446609,2.13749466799374,170.963457983791,0.357734839340513
2.0,9.49432624113475,2.13475177304965,170.652482269504,0.36163258961651
2.25,9.56028571428571,2.14285714285714,171.571428571429,0.349927106111883
2.25,9.36028571428571,2.14285714285714,174.571428571429,0.349927106111883
2.25,10.7745714285714,2.14285714285714,173.571428571429,0.349927106111883
2.25,9.51742857142857,2.14285714285714,173.857142857143,0.349927106111883
2.25,10.3602857142857,2.14285714285714,173.571428571429,0.349927106111883
2.25,9.56028571428571,2.14285714285714,171.571428571429,0.349927106111883
2.25,3.83471428571429,2.26428571428571,104.371428571429,0.440952123830019
2.2,3.83764285714286,2.26428571428571,104.374285714286,0.440952123830019
2.2,3.84057142857143,2.26428571428571,104.377142857143,0.440952123830019
2.2,3.84642857142857,2.26428571428571,104.382857142857,0.440952123830019
2.2,6.575,2.4625,146.68,0.498591766879478
2.2,8.11133333333333,2.22222222222222,159.555555555556,0.415739709641549
2.2,8.1002,2.2,168.9,0.4
2.25,9.56028571428571,2.14285714285714,171.571428571429,0.349927106111883
2.6,9.68028571428571,2.18571428571429,172.235714285714,0.440546969860265
2.6,9.80028571428571,2.22857142857143,172.9,0.511899224776255
2.6,9.92028571428571,2.27142857142857,173.564285714286,0.571249972089492
2.6,10.0402857142857,2.31428571428571,174.228571428571,0.622044030202207
2.6,10.1602857142857,2.35714285714286,174.892857142857,0.666241360934915
2.6,10.2802857142857,2.4,175.557142857143,0.705083581671604
2.6,8.977,2.5,149.0,1.11803398874989
2.6,9.10875,2.75,156.375,1.29903810567666
2.6,10.2767777777778,2.33333333333333,162.611111111111,0.942809041582063
2.6,8.977,2.5,149.0,1.11803398874989
2.2,3.74737410071942,2.26618705035971,104.068345323741,0.441963238946983
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.6,5.3673828125,2.10296875,115.665078125,0.342359367512322
3.0,5.24689706987228,2.13343350864012,113.448835462059,0.539013073182826
2.25,5.3529262166405,2.07849293563579,115.896389324961,0.268945709560625
2.4,5.27861252900232,2.07888631090487,114.91569992266,0.269561237674656
2.4,5.28415170278638,2.0812693498452,114.993034055728,0.273248316776041
2.4,5.28686068111455,2.08513931888545,115.03560371517,0.279088902081704
2.4,5.28835730858469,2.09280742459397,115.068832173241,0.290162379598394
2.4,5.27184615384615,2.10769230769231,114.876923076923,0.309991410455537
2.4,5.26824903325599,2.08120649651972,114.794276875483,0.273151974993252
2.4,5.2589682907966,2.08507347254447,114.689868522815,0.278990997728772
2.4,5.24818125484121,2.09295120061967,114.584043377227,0.290364038618827
2.4,5.19875134719015,2.10007698229407,113.966127790608,0.300102615631694
2.4,5.17646153846154,2.10769230769231,113.707692307692,0.309991410455537
2.2,5.33295571095571,2.07770007770008,115.241647241647,0.267699039268877
2.2,5.38487051482059,2.07800312012481,115.535101404056,0.268176496687536
2.6,5.29409302325581,2.08062015503876,115.06511627907,0.277887244820781
2.6,5.29343962848297,2.08513931888545,114.977554179567,0.29262698670093
2.6,5.34508892355694,2.09360374414977,115.527301092044,0.316926974642223
2.6,5.36525798908807,2.1091192517537,115.529228371005,0.358314344846673
2.6,5.3693602484472,2.12422360248447,115.321428571429,0.394177561515022
2.2,5.35677255204318,2.07710100231303,114.784888203547,0.266751640586063
2.2,5.28000156128025,2.07806401249024,115.501951600312,0.268272291607175
2.2,5.2429538702111,2.07818608287725,115.584050039093,0.26846418629225
2.2,5.21752590266876,2.07849293563579,115.825745682889,0.268945709560625
2.25,5.30900389105058,2.07782101167315,115.315175097276,0.267889719502856
2.25,9.36028571428571,2.14285714285714,174.571428571429,0.349927106111883
2.2,9.36028571428571,2.14285714285714,173.6,0.349927106111883
2.2,9.36028571428571,2.14285714285714,172.628571428571,0.349927106111883
2.2,9.36028571428571,2.14285714285714,171.657142857143,0.349927106111883
2.2,9.36028571428571,2.14285714285714,170.685714285714,0.349927106111883
2.2,9.36028571428571,2.14285714285714,169.714285714286,0.349927106111883
2.0,4.060125,2.3475,115.18125,0.504225891838172
2.0,4.00734939759036,2.29879518072289,117.885542168675,0.555258319543758
2.6,8.977,2.5,149.0,1.11803398874989
2.6,8.977,2.5,149.0,1.11803398874989
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.25,5.68107692307692,2.07692307692308,115.615384615385,0.266469355010596
2.25,5.02723076923077,2.07692307692308,116.538461538462,0.266469355010596
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.25,9.26028571428571,2.14285714285714,174.285714285714,0.349927106111883
2.25,5.328875,2.078125,115.578125,0.268368188083089
2.25,8.946,2.14285714285714,170.714285714286,0.349927106111883
2.6,8.977,2.5,149.0,1.11803398874989
2.25,3.84685714285714,2.25714285714286,104.542857142857,0.43705881545081
2.25,4.86685714285714,2.17142857142857,113.4,0.376883027379226
2.4,4.49493333333333,2.07866666666667,107.198666666667,0.26921779700128
2.25,4.86685714285714,2.17142857142857,113.4,0.376883027379226
2.25,5.90415384615385,2.07692307692308,115.615384615385,0.266469355010596
2.4,5.66953846153846,2.07692307692308,115.538461538462,0.266469355010596
2.4,5.54753846153846,2.07692307692308,115.498461538462,0.266469355010596
2.4,5.43492307692308,2.07692307692308,115.461538461538,0.266469355010596
2.4,5.31292307692308,2.07692307692308,115.421538461538,0.266469355010596
2.4,5.20030769230769,2.07692307692308,115.384615384615,0.266469355010596
2.25,4.96569230769231,2.07692307692308,115.307692307692,0.266469355010596
2.4,9.57028571428571,2.15714285714286,171.728571428571,0.363935405795914
2.4,9.58028571428571,2.17142857142857,171.885714285714,0.376883027379226
2.4,9.59028571428571,2.18571428571429,172.042857142857,0.388875931109034
2.4,9.60028571428571,2.2,172.2,0.4
2.2,9.61885714285714,2.14285714285714,171.628571428571,0.349927106111883
2.2,9.67742857142857,2.14285714285714,171.685714285714,0.349927106111883
2.6,9.60457142857143,2.17142857142857,171.671428571429,0.413052351280027
2.6,9.69314285714286,2.22857142857143,171.871428571429,0.511899224776255
2.6,9.73742857142857,2.25714285714286,171.971428571429,0.552545131594678
2.2,9.47814285714286,2.14285714285714,171.528571428571,0.349927106111883
2.2,9.396,2.14285714285714,171.485714285714,0.349927106111883
2.25,9.51742857142857,2.14285714285714,173.857142857143,0.349927106111883
2.25,9.56028571428571,2.14285714285714,171.571428571429,0.349927106111883
2.25,9.56028571428571,2.14285714285714,171.571428571429,0.349927106111883
2.25,3.83471428571429,2.26428571428571,104.371428571429,0.440952123830019
2.4,5.21564615384615,2.08153846153846,114.496923076923,0.273660265344464
2.4,5.16365384615385,2.08846153846154,114.434615384615,0.283964953250496
2.4,5.077,2.1,114.330769230769,0.3
2.25,5.25805546995378,2.07704160246533,114.640986132512,0.266657446839396
2.4,5.25676923076923,2.08615384615385,114.64,0.28059109206592
2.25,5.14261538461539,2.07692307692308,116.153846153846,0.266469355010596
2.25,5.08876923076923,2.07692307692308,116.0,0.266469355010596
2.25,8.946,2.14285714285714,170.714285714286,0.349927106111883
2.25,8.92028571428571,2.17142857142857,169.371428571429,0.376883027379226
2.25,8.93571428571429,2.15428571428571,170.177142857143,0.361222414383522
2.25,8.90485714285714,2.18857142857143,168.565714285714,0.39116779634571
3.0,9.65842857142857,2.16,171.764285714286,0.431078382000967
3.0,9.75657142857143,2.17714285714286,171.957142857143,0.498618499619965
3.0,9.90378571428571,2.20285714285714,172.246428571429,0.584556346684372
3.0,10.051,2.22857142857143,172.535714285714,0.658383921245881
2.2,9.53564285714286,2.14285714285714,171.558571428571,0.349927106111883
2.2,9.511,2.14285714285714,171.545714285714,0.349927106111883
2.2,9.47403571428571,2.14285714285714,171.526428571429,0.349927106111883
2.2,9.43707142857143,2.14285714285714,171.507142857143,0.349927106111883
2.4,9.55,2.14714285714286,171.455714285714,0.354248269910657
2.4,9.53971428571429,2.15142857142857,171.34,0.358466119994168
2.4,9.51917024320458,2.15808297567954,171.203862660944,0.364818788551033
2.4,9.50885714285714,2.16428571428571,170.992857142857,0.370534638552655
2.4,9.54814285714286,2.15,171.157142857143,0.357071421427142
2.4,9.52385714285714,2.16428571428571,170.328571428571,0.370534638552655
2.4,9.49957142857143,2.17857142857143,169.5,0.382993046241557
2.4,9.47528571428571,2.19285714285714,168.671428571429,0.394541842275471
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.25,4.91953846153846,2.07692307692308,114.076923076923,0.266469355010596
2.25,5.02723076923077,2.07692307692308,116.538461538462,0.266469355010596
2.25,5.08876923076923,2.07692307692308,116.0,0.266469355010596
2.25,5.14261538461539,2.07692307692308,116.153846153846,0.266469355010596
2.25,5.22723076923077,2.07692307692308,115.769230769231,0.266469355010596
2.25,5.68107692307692,2.07692307692308,115.615384615385,0.266469355010596
2.25,5.90415384615385,2.07692307692308,115.615384615385,0.266469355010596
2.25,5.66569230769231,2.07692307692308,115.307692307692,0.266469355010596
2.25,4.96569230769231,2.07692307692308,115.307692307692,0.266469355010596
2.0,4.91514285714286,2.0,110.142857142857,0.377964473009227
2.0,4.91514285714286,2.0,110.142857142857,0.377964473009227
2.25,5.14261538461539,2.07692307692308,116.153846153846,0.266469355010596
2.25,5.22723076923077,2.07692307692308,115.769230769231,0.266469355010596
2.25,5.02723076923077,2.07692307692308,116.538461538462,0.266469355010596
2.25,5.68107692307692,2.07692307692308,115.615384615385,0.266469355010596
2.25,5.25030769230769,2.07692307692308,114.538461538462,0.266469355010596
2.25,4.91953846153846,2.07692307692308,114.076923076923,0.266469355010596
3.0,5.03553846153846,2.38461538461538,117.076923076923,1.07692307692308
3.0,5.43666666666667,2.41666666666667,122.833333333333,1.11492401335497
3.0,5.20476923076923,2.38461538461538,119.0,1.07692307692308
2.25,5.14261538461539,2.07692307692308,116.153846153846,0.266469355010596
3.0,5.25861538461538,2.38461538461538,119.153846153846,1.07692307692308
2.25,5.29321799844841,2.07757951900698,115.10628394104,0.267508761048358
3.0,5.19639087452471,2.0851711026616,113.868441064639,0.324489463293522
3.0,5.14739352896915,2.09330323551543,113.262603461249,0.372523575082895
3.0,5.11371343283582,2.11044776119403,112.901492537313,0.45355456100498
2.25,9.56028571428571,2.14285714285714,171.571428571429,0.349927106111883
2.2,9.53975,2.14285714285714,171.560714285714,0.349927106111883
2.2,9.51921428571429,2.14285714285714,171.55,0.349927106111883
2.2,9.49867857142857,2.14285714285714,171.539285714286,0.349927106111883
2.2,9.47814285714286,2.14285714285714,171.528571428571,0.349927106111883
2.2,9.43707142857143,2.14285714285714,171.507142857143,0.349927106111883
2.2,9.396,2.14285714285714,171.485714285714,0.349927106111883
2.2,9.31385714285714,2.14285714285714,171.442857142857,0.349927106111883
2.25,5.18075968992248,2.07751937984496,116.682170542636,0.2674137722583
2.4,5.19703875968992,2.10077519379845,116.937984496124,0.30103081920849
2.6,5.25285271317829,2.12403100775194,116.84496124031,0.393902202043798
2.25,5.28928682170543,2.07751937984496,115.054263565891,0.2674137722583
2.6,4.98586666666667,2.44,105.453333333333,1.06131993291373
2.2,5.408,2.07692307692308,114.692307692308,0.266469355010596
2.25,4.79338473341005,2.10740314537783,111.275795934024,0.309625111612056
2.25,4.80818572524942,2.09976976208749,111.745203376823,0.299692770450833
2.25,4.8300738177624,2.09227220299885,112.313725490196,0.28940981937831
2.25,4.86995050270688,2.08507347254447,113.135344160866,0.278990997728772
2.25,4.89393798449612,2.07751937984496,113.736434108527,0.2674137722583
2.4,4.89354165096118,2.1130795326046,110.382208820204,0.316689993385525
2.4,4.91343072857682,2.10570026425066,110.914307285768,0.307453603634762
2.4,4.94588172858226,2.09855951478393,111.616376042456,0.298069684519382
2.4,4.99131297709924,2.09160305343511,112.496183206107,0.288464788209026
2.4,5.02813732259302,2.08438818565401,113.262754123514,0.277969098599166
2.4,5.06346435452794,2.07707129094412,114.011560693642,0.266704531375696
2.4,5.15268398930073,2.11463507833397,111.889950324799,0.318581037020936
2.4,5.16001526717557,2.10687022900763,112.259541984733,0.308948188470963
2.4,5.20724212144504,2.09992313604919,113.149884704074,0.299897487370747
2.4,5.24152913932844,2.09262832883057,113.874179853338,0.289910885495222
2.4,5.25270987654321,2.08487654320988,114.296296296296,0.278697893107606
2.4,5.24243093497499,2.08272412466333,114.229318968834,0.275464777897316
2.4,5.25538473400154,2.08095605242868,114.468774094063,0.272767611720758
2.25,5.26972200772201,2.07722007722008,114.795366795367,0.266940324593724
2.25,5.2736228748068,2.07727975270479,114.846986089645,0.267034815195842
2.4,5.26644015444015,2.07915057915058,114.683397683398,0.269973637547645
2.4,5.2826976744186,2.08139534883721,114.829457364341,0.273441302704764
2.4,5.27940310077519,2.08333333333333,114.717054263566,0.276385399196283
2.4,5.27610852713178,2.08527131782946,114.604651162791,0.279285016041113
2.4,5.24346718146718,2.09266409266409,113.899613899614,0.289961132903762
2.4,5.21107692307692,2.1,113.2,0.3
2.4,5.17893486590038,2.10727969348659,112.505747126437,0.309468513506646
2.4,5.15456880733945,2.11467889908257,111.914373088685,0.318634036455271
2.25,9.36028571428571,2.14285714285714,174.571428571429,0.349927106111883
2.4,9.36778571428571,2.15357142857143,174.689285714286,0.360537438968492
2.4,9.37528571428571,2.16428571428571,174.807142857143,0.370534638552655
2.4,9.38278571428571,2.175,174.925,0.379967103839267
2.4,9.39028571428571,2.18571428571429,175.042857142857,0.388875931109034
2.25,9.56028571428571,2.14285714285714,171.571428571429,0.349927106111883
2.25,9.56028571428571,2.14285714285714,171.571428571429,0.349927106111883
2.25,8.83171428571429,2.14285714285714,169.142857142857,0.349927106111883
2.2,8.851,2.14285714285714,167.035714285714,0.349927106111883
2.2,8.88957142857143,2.14285714285714,162.821428571429,0.349927106111883
2.2,8.90885714285714,2.14285714285714,160.714285714286,0.349927106111883
2.2,8.94742857142857,2.14285714285714,156.5,0.349927106111883
2.6,5.28242944785276,2.10736196319018,114.441717791411,0.355682750039836
2.6,9.4402,2.6,159.5,1.2
2.6,9.09525,2.75,157.0,1.29903810567666
2.6,5.27300308641975,2.08179012345679,114.760030864198,0.282365240055044
2.6,5.27986430223593,2.08866615265998,114.732845026985,0.303923701575602
2.6,5.27441749808135,2.09976976208749,114.465848042978,0.335915983411709
2.6,5.30787374903772,2.11162432640493,114.710931485758,0.365795528256069
2.6,5.27905568268497,2.12204424103738,114.140350877193,0.391044798783979
2.2,5.26535126825519,2.07686395080707,114.505764796311,0.266375456589753
2.2,5.36086292834891,2.07788161993769,115.414330218069,0.267985210811297
2.2,5.39265217391304,2.0776397515528,115.251552795031,0.267603849994008
2.2,5.46373106646059,2.07727975270479,115.032457496136,0.267034815195842
2.25,3.81542387419585,2.27734095782702,104.102930664761,0.44768621928602
2.25,3.82079897054618,2.27452101801544,104.179582499285,0.446272594591251
2.25,3.83222044088176,2.27054108216433,104.346979673633,0.444239355556982
2.25,3.8335,2.265,104.354285714286,0.441333207452147
2.25,3.83471428571429,2.26428571428571,104.371428571429,0.440952123830019
2.25,3.86193394600804,2.26062607696726,104.783457782883,0.438976223697726
2.25,3.88045932325414,2.25629949604032,105.059755219582,0.436589125345326
2.25,3.90051466551076,2.25285363386794,105.361652940327,0.434647758199346
2.25,3.90968985968465,2.2502531462462,105.497468537538,0.433158757316621
2.25,4.86611023622047,2.07874015748032,114.007874015748,0.269332777582474
2.25,4.83894915254237,2.0924499229584,112.437596302003,0.289660032975528
2.4,9.74957142857143,2.14285714285714,171.660714285714,0.349927106111883
2.4,9.93885714285714,2.14285714285714,171.75,0.349927106111883
2.4,10.1281428571429,2.14285714285714,171.839285714286,0.349927106111883
2.4,10.3174285714286,2.14285714285714,171.928571428571,0.349927106111883
2.4,10.5067142857143,2.14285714285714,172.017857142857,0.349927106111883
2.4,10.696,2.14285714285714,172.107142857143,0.349927106111883
2.4,10.8852857142857,2.14285714285714,172.196428571429,0.349927106111883
2.25,3.82257142857143,2.27142857142857,104.685714285714,0.444696640464954
2.25,6.571875,2.44625,148.8675,0.49710254223852
2.25,3.832888252149,2.27220630372493,104.361031518625,0.445095531248451
2.25,6.533625,2.46875,146.5,0.499022481958478
