superconduct/table37.range_atomic_mass,superconduct/table37.wtd_mean_ThermalConductivity,superconduct/table37.wtd_range_fie,superconduct/table37.wtd_std_ThermalConductivity
116.07402,55.0375,471.34125,10.6857893367781
128.2426,102.251972801252,687.397339593114,166.938592735425
160.152,79.78359375,414.025,74.7510726849703
176.9154,15.1570343137255,528.895588235294,23.9809213976894
122.90607,59.7937973913043,759.833520336606,137.52811096334
76.89515,99.0,518.666666666667,57.9827560572969
124.90825,96.30662,694.901538461538,166.485494683415
124.90825,36.031645,309.3225,31.9874308943071
122.90607,107.937389230769,700.086153846154,165.128566466828
65.47783,37.75,437.33055,14.2894191624432
112.0305,221.149253731343,202.666169154229,154.124965811862
122.90607,60.2401885714286,747.713571428571,136.95737897616
121.3276,14.4738565217391,844.434782608696,22.0515035249719
152.93481,149.003797142857,171.521428571429,165.874341323084
81.482,55.4208,364.93392,22.9623806988735
49.0739,107.0,28.95,13.0
184.5906,52.9698076519666,598.272824791418,127.866991156573
141.2506,99.5873892307692,703.003076923077,166.828822847775
202.0394,46.5,91.5,38.5
121.3276,109.840842666667,699.112266666667,174.556551464202
121.3276,96.2269336776213,687.397339593114,163.237306699132
10.8418,366.475,478.7275,137.928058693654
16.1705386,72.5833333333333,523.846666666667,65.1516926530352
89.3115,52.0,507.383333333333,69.2964645562816
128.2426,61.1009028571429,738.857142857143,138.48855575012
128.2426,61.8866171428571,738.769285714286,138.225038643655
164.1558,66.3983739837398,223.247154471545,45.1196674145541
11.26912,140.7,705.28,27.9
122.90607,61.1009028571429,749.048857142857,137.819737605882
85.44,29.5,59.05,5.5
192.981,135.7533225,112.575,163.991723933018
56.114088,85.3333333333333,263.266666666667,49.0260701622673
157.95811072,21.1180327868852,646.95737704918,30.6694249316525
79.9606,42.01772,828.9,60.3256027211156
46.922495,114.69,426.777,29.5295428342533
184.5906,143.045225714286,170.757142857143,169.018304802823
192.981,4.287428,291.38,5.31365397099359
181.406,108.488888888889,202.686666666667,60.6485768715409
135.9646,71.7294742857143,711.278571428571,137.584872744505
119.899,57.5428,467.716666666667,67.0960313890472
202.0394,127.8783225,162.7275,158.587545926211
192.981,5.0874504,294.552,6.68840840724098
191.2006,56.1258777777778,650.033333333333,122.621357631055
124.1166,110.12654281952,700.737103020914,167.435766667357
192.981,164.526394059406,208.855544554455,165.075126566444
122.90607,101.673271301001,688.437952270978,167.020054807994
120.990238,48.42832,194.26,29.8379708676311
121.3276,19.6710966666667,264.34,11.0324403622554
141.2506,91.4927738461538,696.543230769231,162.733932277069
164.94848,67.3723314285714,740.225714285714,136.955824750244
18.7815,30.5,342.9,0.866025403784439
192.981,163.059674285714,194.97619047619,164.576078292882
149.35206,35.5139562,203.616,31.0847326778256
121.3276,96.3989276923077,659.715384615385,166.440382618967
13.94638,18.3466666666667,405.733333333333,25.2107137719044
51.93183072,89.8416666666667,309.0825,37.5073316906916
128.2426,57.8826893333333,600.986666666667,134.387479712552
128.2426,97.1382482170543,657.034108527132,166.870691788229
192.981,135.7533225,112.575,163.991723933018
121.3276,97.6758800779423,651.057911145752,167.166891669481
175.135,17.68125,122.5,17.3191080800225
192.981,133.9233225,180.096,164.285372991247
12.782,35.7425,406.879,32.895382559715
121.3276,97.1460001550387,654.650387596899,166.866991991426
124.90825,36.781645,307.4425,30.3135409960314
42.7414614,36.052,468.7401,33.1514901022563
192.981,9.487428,279.0,15.0667072488801
128.2426,60.4334626885237,740.401425517759,138.017310546991
192.981,43.9917333333333,651.470319634703,113.559840500466
121.3276,95.2717576911076,702.873790951638,165.122091339408
156.2585,29.1615154536391,560.023429710868,0.958685174974725
141.2506,60.5123314285714,738.769285714286,138.69047090633
89.3115,126.375,251.2375,30.4997438513834
0.0,50.0,0.0,0.0
121.3276,75.8450815384615,699.323076923077,142.64048724759
146.5006,96.5912353846154,685.938461538461,166.394165290372
128.2426,101.722898906606,694.698329536826,166.330784352368
134.3606,60.8323314285714,739.540857142857,138.578123916097
141.2506,60.7380457142857,738.769285714286,138.611312383973
128.2426,96.8754798840356,658.809315809818,166.721115441914
121.3276,109.144176,697.789666666667,174.080879350411
121.3276,94.7489276923077,701.281846153846,164.225591573703
121.3276,97.904745625,649.50625,167.295738990658
122.90607,62.3615402658575,724.088296488947,138.982253798984
120.8947519,138.349206349206,1028.03968253968,12.9983622047179
140.2209,104.08,378.71,21.5144974377744
54.97,35.27525,423.67,32.3707196002421
122.90607,60.94376,749.048857142857,137.861944218235
124.90825,98.1522991621412,685.54065166796,166.520819058378
121.3276,95.9050815384615,705.886,166.014509167072
71.6206,21.6726027944112,749.81756487026,47.6771756968143
122.90607,60.2698982461103,650.539886845827,138.007905288222
81.482,39.6443243243243,404.913513513513,38.498408569463
98.2287,57.66,365.925,22.9522199362066
104.060189,112.52,321.962,110.189516742746
3.0745,24.16,343.904,3.84374817073127
34.9421,14.7793860845839,873.390450204638,30.4332288097581
98.2287,63.4,336.63,22.5663466250078
192.981,72.234176,661.026666666667,137.64574407175
3.0745,25.6,134.64,4.40908153700972
192.981,69.2975093333333,691.301666666667,136.76941267572
128.2426,61.4280457142857,749.258428571428,137.633768294211
68.47,38.2823529411765,574.142647058824,27.1128846143439
192.981,72.414176,661.026666666667,137.579264999148
13.94638,18.3466666666667,405.733333333333,25.2107137719044
121.3276,85.7027738461538,681.57,156.19979911379
155.006,94.7007232839968,323.617440245246,60.239054565383
121.3276,191.188146052632,262.118421052632,193.01448887587
141.2506,95.9303921632025,653.98298691301,166.750462271041
192.981,72.014176,697.016,137.294666679029
47.5466,112.795851428571,362.781428571429,145.095866277112
192.981,71.1561036220472,705.932020997375,136.827902549577
122.90607,61.0294742857143,746.421428571428,138.522110511979
128.2426,97.7758507692308,703.003076923077,166.552044078643
192.3726,75.7765622352941,506.047058823529,127.103135476296
4.73599999999999,33.15,542.05625,32.7776982108262
70.096238,47.412,117.8,52.0908260125203
128.2426,62.0152365714286,622.067142857143,138.180407891357
64.697,46.0,339.166666666667,19.7989898732233
78.89968,27.0129225,673.604,26.9870775001021
128.24,18.1871844660194,487.114563106796,23.3166503038742
122.90607,168.825225714286,273.353571428571,187.076971494218
23.18338,49.0,415.14,10.0
68.60138,124.666666666667,270.333333333333,49.9688792038494
5.0697,121.666666666667,550.5,25.9272486435067
35.8233,79.0,250.2,22.5831795812724
168.93718,98.125,459.9,41.8850734152395
70.096238,47.412,117.8,52.0908260125203
192.981,71.054176,693.233333333333,136.528865506258
124.1166,35.531645,309.3225,32.3570298423399
63.895,59.6764285714286,265.0,68.696233610329
151.2596,96.6768168627451,692.901176470588,166.568214032279
121.3276,105.934176,690.198666666667,171.630312198435
96.119,55.597,335.2683,25.6678123532178
122.90607,63.54376,741.922857142857,139.415328518486
13.494,78.8666666666667,407.74,63.6981074199924
39.046,83.6666666666667,293.5,51.3830927662225
35.99997,54.1,162.92,62.781287020895
164.1315,114.736842105263,247.684210526316,59.0065492397716
40.926,17.8510533333333,788.75,31.0833347506573
128.2426,61.3051885714286,741.323571428571,138.443469538775
13.494,71.3333333333333,287.7,62.6968012652072
170.13688,37.0,280.1,14.1421356237309
139.239,55.04,361.118,22.5343826185676
124.90825,178.825225714286,300.478571428571,191.627995734347
135.9646,60.0332823529412,764.355294117647,127.630162448751
192.981,160.36094,174.207142857143,169.116647470957
122.90607,61.34376,738.578571428571,138.437713993087
121.3276,95.7527738461538,704.963538461538,165.802775994078
128.2426,62.8723314285714,734.911428571428,137.969091989649
65.9248414,90.5,459.7,72.2616772570358
128.2426,61.4151885714286,740.851785714286,138.413781887672
91.89844,32.3505372093023,519.258139534884,36.219020375163
192.981,88.4721770833333,669.00625,146.623551712434
192.981,76.5377633333333,222.222666666667,138.786782157668
136.31906,77.9923529411765,566.511764705882,68.5350187606489
122.90607,105.786645,324.594,167.853182621802
192.981,116.652842222222,151.88,160.611689044932
0.0,150.0,0.0,0.0
146.5006,109.975850769231,696.648076923077,167.154020215366
48.5217,63.8,345.0,19.3121723273173
121.3276,75.8450815384615,699.323076923077,142.64048724759
121.3276,100.013852146848,635.206943335994,168.463856444354
122.90607,37.0487254545454,286.376103896104,31.2004186534006
101.98788,19.76,325.366666666667,26.3472503309169
134.3606,96.4621413899614,692.514671814672,166.804620818343
146.5006,83.055948,742.5,158.588366300051
34.44506,131.387803076923,998.713846153846,33.6317091649577
106.353238,59.7213216,367.51856,28.2234664463275
85.0706,27.1510457142857,750.295871428571,40.8530289877734
122.90607,35.6532008,291.62715,30.9469411818164
121.3276,97.6758800779423,651.057911145752,167.166891669481
98.82747,85.8675,447.39775,59.5403219990453
73.4571,136.095238095238,1014.81904761905,17.4626261099984
57.925255,19.1280745810056,587.203072625698,41.7433684257576
121.3276,93.1681584615385,696.602307692308,163.201864191132
134.3606,36.294145,299.84625,32.4221793737416
135.9646,61.09376,738.769285714286,138.488586558822
124.90825,55.8391647058823,756.526470588235,126.647681223775
176.899,45.4836604651163,879.844186046512,71.8069434219177
121.3276,98.0579195931142,648.467762128325,167.381743059895
52.037,26.5,127.3,2.5
121.3276,101.266217979798,626.716161616162,169.141211476141
71.931738,48.7453333333333,313.083333333333,53.5746617057811
134.3606,96.5137400312256,695.694535519126,166.551736329679
67.7685,56.8705,476.02395,6.53748650094209
73.507,94.6666666666667,182.766666666667,39.1265752256556
184.5906,101.388316128237,603.49457459926,155.852125586428
164.1315,115.0,251.736842105263,58.5662018573853
92.382,19.1725,433.105,16.3590263692556
192.981,156.341772,184.362666666667,162.81647247233
121.3276,176.86094,308.549285714286,190.667420253439
85.772,15.67,849.6,22.11
122.90607,106.584145,326.37725,168.470064733302
85.0706,27.1580457142857,648.871428571429,40.8605410369938
192.981,4.3674728,357.08,5.60197653972633
192.981,126.6033225,155.48,165.252227882934
83.9493,127.9,476.88,34.9698441517831
105.41206,38.9432257799672,153.774001094691,35.2506446534167
124.90825,96.3681584615385,703.003076923077,166.455427019919
148.93092,98.0822616074188,665.410664605873,166.173528544155
192.981,71.8159314049587,666.415702479339,137.166218689278
51.93183072,83.4468937875751,340.260120240481,42.1627570437917
81.3804,6.77272727272727,441.490909090909,6.7885720695741
192.981,190.134599047619,242.141904761905,164.296120559874
33.06085,59.0,180.92,22.6539179834306
121.3276,101.883532845528,622.530894308943,169.470691278667
192.981,129.7533225,160.563,159.644371615548
15.196,37.4,220.74,21.996363335788
34.69362,24.8571428571429,212.171428571429,25.2384546245751
72.90645,95.3481,683.914814814815,163.300902212243
45.6484614,117.75,318.724,82.2872256185612
41.656238,30.118,125.6,29.882
122.90607,95.6346607154322,694.355063823282,166.161745217416
158.9674,96.3220046153846,667.592307692308,166.477287315448
73.91366,82.925125,305.082,73.6305085463687
2.8167,35.8208955223881,617.879104477612,2.89067142504849
38.1452,349.8,468.66,160.4
148.93092,96.3220046153846,662.9,166.477287315448
13.51362,73.72,296.144,33.2018312747957
191.2006,90.327665,655.90065,152.601741188939
184.5906,63.65729,627.192,129.062508045924
134.3606,94.7989276923077,702.873230769231,165.309064378614
11.066195,48.0,185.833333333333,36.7695526217005
188.3839,172.802658,123.0,163.178556982174
188.3839,72.4758507692308,686.611538461538,140.613290942014
122.90607,60.9723314285714,740.292857142857,138.531237543398
191.2006,161.896654285714,245.021428571429,180.833215984919
130.00638,50.5,407.55,11.2583302491977
122.90607,97.865683125,693.35703125,167.314974312831
124.90825,94.8781345454545,708.257575757576,165.622893951408
163.2484614,201.729411764706,407.962352941176,60.3202021051564
136.31906,90.6254322342733,611.577801879971,162.978351842888
122.90607,59.8623314285714,747.187714285714,136.699640378635
121.3276,86.8912353846154,684.401538461538,157.406450048381
192.981,131.7795725,175.05975,164.651102668732
47.0585,50.0,634.585,4.35889894354067
192.981,81.5210966666667,187.285833333333,143.060980876501
121.3276,96.6041527848101,683.7875,165.831250197881
122.90607,61.9723314285714,722.892857142857,138.266623277088
122.90607,61.0151885714286,735.985714285714,138.51716251123
121.3276,97.4642163636364,676.512942989214,166.136914056103
26.02485,13.0315,529.39145,0.305790369370914
122.90607,35.5066758,245.96475,31.093024168286
121.3276,98.6807281904762,469.106666666667,156.874289903803
122.90607,110.147509333333,693.105333333333,174.913101942445
192.981,165.3158225,153.3375,158.736389714081
184.5906,55.7904434146341,664.212195121951,129.312912527861
20.27638,55.5,307.7,2.59807621135332
98.2287,59.792,355.044,22.977657321842
192.981,133.6270725,179.56525,164.369756443793
192.981,79.27443,216.921,142.313696457009
192.981,11.283948,756.891,25.8127282833709
135.9646,69.3243866666667,864.42,148.023590071385
121.3276,100.65634064257,630.851004016064,168.812853083258
121.3276,110.027509333333,699.716133333333,174.71695462481
32.290805,48.6666666666667,187.1,36.2981481009094
121.3276,92.4611584615385,703.639676923077,163.281185084275
192.981,135.7533225,112.575,163.991723933018
188.3839,72.7008426666667,661.06,137.48980757019
184.5906,54.77829,654.7095,129.265823201356
128.2426,64.9366171428571,742.75,139.799500869883
122.90607,23.065673,253.4475,32.7183256173205
71.931738,57.7453333333333,117.166666666667,65.8925517557856
135.2655,43.75,406.8,7.36121593216773
184.5906,101.014747076167,606.109828009828,155.685871686486
89.0593,114.9828,422.6262,29.4673803409804
121.3276,96.8457855641422,656.685780525502,166.696090607901
122.90607,61.5009028571429,734.657142857143,138.395228788671
110.81997,112.166666666667,264.966666666667,46.3336330925555
128.2426,96.30662,694.901538461538,166.485494683415
34.21298,52.72,486.708,12.9615431180088
141.2506,95.8835430769231,656.775384615384,166.694378364137
81.482,57.8244,372.818,37.6720899956453
122.90607,60.8209028571429,748.143057142857,137.414766962486
122.90607,62.0820457142857,748.476428571428,138.776317465754
192.981,70.054176,694.51,137.044662312787
121.3276,109.0809472,510.764,159.617920904127
122.90607,106.775395,301.265625,169.386677307332
122.90607,64.8794742857143,737.712857142857,139.819899227977
121.3276,98.8310374132492,643.2261829653,167.813026624789
122.90607,101.887838288358,687.474710871241,167.071152804155
13.494,71.3333333333333,287.7,62.6968012652072
169.9850304,308.61,801.416,43.9413006179835
70.8405,79.78359375,86.046875,74.7510726849703
189.9819968,6.28754,345.59,10.3867128681985
124.90825,97.3993831128405,683.587159533074,167.142541049079
121.3276,98.9402480877941,642.485757145113,167.873573455835
121.3276,95.3373892307692,697.986153846154,162.790893181327
1.68237999999999,46.25,332.775,13.4233937586588
71.6206,11.415948,678.06,14.5422334996773
122.90607,60.6694742857143,748.313428571429,137.249068201495
40.926,19.07376,670.872428571428,29.5640094473534
122.90607,35.506687,216.03375,31.0930113882186
121.3276,95.4737244015444,700.517142857143,165.372809166011
122.90607,60.9769028571429,749.475314285714,137.964308040491
122.90607,60.98876,749.800642857143,138.175853742159
159.2254614,80.2413793103448,528.703448275862,70.6373229334249
188.3839,98.5117188235294,683.335294117647,152.889249744006
73.893,38.5,167.35,15.5161206491829
88.0415,56.52,532.308,1.0998181667894
121.3276,117.698270736842,555.277894736842,161.806126906229
192.981,191.452215,245.874166666667,164.238899463967
121.3276,95.9681584615385,705.660307692308,166.015863061564
13.94638,13.89,539.4,23.1575192971959
192.981,190.172694285714,221.087619047619,164.259677400907
191.2006,87.2728065060241,662.527710843373,151.022597913219
192.981,66.314176,680.673333333333,135.83297502781
13.494,71.3333333333333,287.7,62.6968012652072
48.987,56.775,490.46625,6.34423951313315
128.2426,184.189511428571,302.445714285714,189.506226005685
122.90607,39.606645,300.825,34.9515929317689
192.981,71.4664076202382,669.564241068491,136.923110487911
142.92595,35.9035697435897,157.125641025641,31.3566824618375
121.3276,97.1460001550387,654.650387596899,166.866991991426
0.0,13.0,0.0,0.0
89.3115,81.5714285714286,372.875,37.1554923563785
65.9248414,99.191875,495.2188125,78.4203182152711
39.8617,46.8590909090909,357.070454545455,42.9036802732788
121.3276,95.396933125,691.65390625,165.140505216529
128.2426,65.4727568421053,751.205263157895,138.860517273129
128.2426,95.8554072727273,713.820454545454,155.285017746358
23.115,43.6408791208791,6.60879120879116,39.0476167934629
122.90607,35.506687,216.03375,31.0930113882186
141.2506,96.3821070479134,658.324111282844,166.925729736442
196.9697,89.4285714285714,613.867346938775,60.9204901691457
122.90607,60.9723314285714,740.292857142857,138.531237543398
66.02871,76.1904761904762,356.15873015873,41.6401276025587
184.5906,60.7750088050314,557.59748427673,136.138306407635
12.890912,8.08280548628429,186.13216957606,7.89747544321155
122.454,59.8,530.116470588235,12.67401231794
121.3276,103.264411865492,672.869415532426,168.754587874333
168.93718,43.5677609305913,427.738766066838,42.0423287248766
80.89568,89.2340425531915,595.46170212766,59.4274858558489
24.08747,30.25,266.325,29.8778764305631
65.47783,21.25,205.63125,14.2894191624432
122.90607,67.0094135983808,726.548026601128,140.86058218633
124.1166,65.4727568421053,751.205263157895,138.860517273129
121.3276,93.1681584615385,696.602307692308,163.201864191132
13.05853,13.0034,537.4008,0.0582103083654433
65.9248414,72.5625,441.423,53.4333331708775
122.90607,58.2640457142857,744.198857142857,134.81845309527
158.12321,65.5,168.566666666667,45.0323957464697
121.3276,97.7520495787831,650.541497659906,167.209819575446
192.981,70.9512163161333,697.565055519269,136.558984996843
124.90825,61.0151559312321,740.218767908309,138.735196956145
151.2596,110.080842666667,661.586666666667,174.948778564645
0.0,51.0,0.0,0.0
1.0546,43.6,389.6,25.2
152.93481,97.3723857498057,655.166822066822,166.995392569258
122.90607,60.8809028571429,749.048857142857,137.878773098006
122.90607,60.97376,740.149285714286,138.53076861231
127.243569,124.008,379.372,136.151180442918
121.3276,175.641225714286,306.756,191.009228241382
152.866238,41.9002421307506,718.710653753027,72.4719766960773
122.90607,61.4631885714286,735.598285714286,138.405442698728
121.3276,96.3989276923077,659.715384615385,166.440382618967
121.3276,62.3009028571429,643.914285714286,138.088059558426
184.5906,55.16454,655.62975,129.833879938314
191.2006,88.3857943322476,702.772964169381,156.276118969625
124.90825,99.1527738461538,698.952307692308,166.652254628855
154.11932,64.9166666666667,219.483333333333,45.6863552448163
46.895,39.7285,279.65,39.2716010655283
81.182805,76.5,368.763571428571,30.2377484044601
120.1624,52.0,132.4,14.7648230602334
127.243569,305.45,815.9,63.4219796285168
121.3276,90.45662,692.896153846154,160.919486227826
135.9646,94.877683343465,656.241337386018,165.929602188987
121.3276,97.904745625,649.50625,167.295738990658
122.90607,60.7682029321164,645.059498003423,138.46824631588
121.3276,90.914062388974,707.581623277182,160.749790204327
121.3276,96.3989276923077,659.715384615385,166.440382618967
128.2426,36.6116758,288.37425,30.5921619604045
34.8436,91.6,260.6,55.7300636999457
146.5006,94.6450815384615,702.873230769231,165.386032331119
69.18247,17.0,261.15,6.92820323027551
51.32453,62.3333333333333,366.166666666667,34.8839345385363
192.981,134.2533225,178.7345,162.936476843042
184.5906,53.2210820771513,680.659643916914,127.554831398852
124.90825,96.498478226677,689.411488049345,166.628532913524
122.90607,198.355547058824,317.880392156863,187.789981149845
191.2006,77.9758507692308,684.384615384615,142.714473419446
158.12321,80.5555555555555,290.2,62.1845123824808
0.0,3.0,0.0,0.0
55.884805,82.54,518.517,3.07056997966176
0.0,170.0,0.0,0.0
192.981,69.894176,692.397333333333,136.948717426436
4.023,50.262,667.5238,9.11599451513657
128.2426,100.181282047005,697.909704321456,166.18808584478
37.968335,47.648,488.936,12.5658145776547
175.135,62.2771883289125,521.080901856764,76.1045270792867
0.0,87.0,0.0,0.0
120.8947519,135.047619047619,1016.11904761905,22.1477209199979
192.981,71.0877017277487,672.975654450262,136.658207757445
161.0433,125.571428571429,844.457142857143,35.3426377173001
192.981,48.5566171428571,749.258428571428,109.052541299713
121.3276,97.0707720991479,655.160418280403,166.824234528171
135.9646,59.8097529411765,756.526470588235,127.50824558526
128.2426,61.4780457142857,740.931428571428,138.38655595936
78.09485,65.5,164.166666666667,45.0323957464697
114.33723072,77.16,368.43,32.8209445324171
152.93481,179.003797142857,235.142857142857,191.475654911147
192.981,52.2092111111111,718.998055555556,123.59467266876
155.006,95.1131707317073,342.992634146342,60.7116083422885
121.3276,93.5550377572965,694.404147465438,160.139188663606
89.3115,98.025,613.37875,23.9379275418738
124.90825,60.8323314285714,739.540857142857,138.578123916097
1.68237999999999,38.5,1.94999999999999,15.5
158.9674,178.86094,246.0,191.596804962442
35.99997,76.6666666666667,59.4666666666666,56.3461523876199
31.481,107.26,411.214285714286,157.873011762166
122.90607,60.9973314285714,737.780357142857,138.523028893155
128.2426,61.8866171428571,738.769285714286,138.225038643655
26.852545,59.0025,385.0575,52.8850332679294
5.33652999999998,13.08,519.648,0.56
141.2506,92.2335430769231,698.295,163.40459716127
184.5906,103.228665,648.010125,156.249139799443
105.742569,97.25,272.45,128.604772461989
96.119,58.8,338.2,19.8736005796635
188.3839,186.891842222222,182.9,166.13480286387
128.2426,61.2794742857143,744.268571428571,138.452067541107
0.0,48.0,0.0,0.0
176.899,43.8999914285714,865.809523809524,72.1516644900033
23.594,53.625,427.95,14.764293921485
130.435,55.8447368421053,481.026315789474,67.2134706986018
20.27638,55.5,307.7,2.59807621135332
78.6336,60.0,277.98,27.8783069787245
122.90607,61.0866171428572,750.019357142857,138.33632890701
13.494,86.4,282.013333333333,63.8005224639004
13.494,65.0,360.914285714286,60.0832755431992
124.90825,92.7758507692308,692.852307692308,158.976448335078
121.3276,110.953690067114,654.905369127517,175.228950448676
151.2596,101.936056407915,702.456925418569,166.45947074219
192.981,11.850948,779.961,26.698510359178
