criticaltemp,wtd_mean_atomic_mass,wtd_range_atomic_radius
28.0,57.8739670714286,46.1142857142857
34.7,56.8088170714286,46.8428571428571
21.0,56.3304994285714,48.8857142857143
12.0,56.4244858571429,49.8985714285714
22.0,56.4259924285714,49.9057142857143
32.0,56.4178981285714,49.6828571428571
30.0,56.3874851428571,49.0285714285714
16.0,56.4095436785714,49.0571428571429
21.0,56.4078308571429,49.0785714285714
29.0,56.4451122857143,49.94
36.0,56.4710948571429,43.8285714285714
35.0,56.5187284285714,44.4142857142857
32.0,56.6061284285714,43.9571428571429
30.0,56.704557,44.0285714285714
51.0,51.1568076923077,37.1230769230769
33.0,51.06795,35.3230769230769
82.0,51.2278938461538,38.5630769230769
60.0,51.2101223076923,38.2030769230769
54.0,51.1745792307692,37.4830769230769
90.0,51.2456653846154,22.6153846153846
90.0,52.4814807692308,32.2307692307692
72.0,52.7420961538462,32.8461538461538
92.0,51.2456653846154,22.6153846153846
93.0,51.2456653846154,22.6153846153846
94.5,56.5029076923077,21.0
91.85,51.2456653846154,22.6153846153846
91.95,51.2456653846154,22.6153846153846
89.7,51.2456653846154,22.6153846153846
89.9,51.2456653846154,22.6153846153846
85.0,54.1583942857143,20.0
90.5,53.1216275,34.6285714285714
130.0,51.2456653846154,22.6153846153846
88.8,51.2456653846154,22.6153846153846
85.5,51.2456653846154,22.6153846153846
77.3,51.2397461290323,34.4193548387097
69.0,50.94721,7.58
84.3,50.81688,11.32
86.4,35.2410766666667,28.6066666666667
88.8,50.55622,21.14
73.6,50.42589,26.05
62.5,50.29556,30.96
93.1,50.68655,16.23
92.0,46.5461633333333,19.6
22.0,64.0222,11.6923076923077
6.5,94.03645,42.75
85.5,92.6500571428571,65.4285714285714
91.0,92.3173885714286,65.4285714285714
93.0,91.2202,65.4285714285714
95.0,51.518892248062,22.7906976744186
89.5,91.5105571428571,55.2857142857143
92.5,92.6432714285714,55.2857142857143
90.0,77.9980964285714,55.2857142857143
90.0,96.0298428571429,55.2857142857143
91.6,51.2456653846154,22.6153846153846
63.9,51.1523461538462,36.0576923076923
88.0,51.1050328407692,38.4692307692308
75.0,50.9644002969231,38.0153846153846
39.3,56.8088170714286,46.8428571428571
22.6,56.7914863571429,51.0035714285714
4.2,56.7741556428571,50.4714285714286
82.0,50.9362737881538,37.9246153846154
51.0,50.9081472793846,37.8338461538462
45.0,50.8800207706154,37.7430769230769
45.0,50.8659575162308,37.6976923076923
20.0,50.7393882267692,37.2892307692308
92.4,51.2456653846154,22.6153846153846
91.6,51.79638828125,22.96875
86.0,57.2728307692308,21.5384615384615
92.5,50.7104080365297,37.9436834094368
93.6,49.4567849554896,35.6498516320475
93.2,47.6572564285714,32.3571428571429
90.0,46.5461633333333,19.6
94.9,55.7902091603053,20.9923664122137
93.8,56.2551798165138,20.8715596330275
92.7,57.4811160686427,21.6848673946958
92.9,58.0313370574351,22.029897718332
92.4,57.8523329173167,21.8408736349454
92.5,58.5472110671937,22.4505928853755
87.0,58.6704936270653,22.3446105428796
89.5,57.8657384615385,22.2307692307692
93.4,52.021526572327,23.1132075471698
95.3,55.0220139817629,22.7963525835866
93.5,55.6375083142639,20.4424103737605
37.1,56.8088170714286,46.8428571428571
33.0,56.8088170714286,46.8428571428571
65.0,52.0727856805665,37.7828481510621
30.0,51.4934001536098,30.3087557603687
86.0,52.545457572892,37.6851851851852
81.0,53.9907043548387,39.4075806451613
36.0,51.7551286885246,36.1381733021077
71.0,52.1383658883648,38.8776729559748
63.0,51.316705398062,35.4431782945736
57.0,51.1532533846154,37.0510769230769
36.0,81.2145549145299,65.7068376068376
88.0,51.518892248062,22.7906976744186
62.0,52.1543712843296,38.6041195476575
33.0,51.7353321598101,38.0954113924051
50.0,51.1568076923077,37.1230769230769
57.0,51.1568076923077,37.1230769230769
4.0,51.06795,35.3230769230769
91.0,51.2456653846154,22.6153846153846
74.0,51.2190080769231,38.3830769230769
59.0,51.2190080769231,38.3830769230769
61.0,51.183465,37.6630769230769
90.5,74.8716846824281,60.2364217252396
90.3,50.7573591204503,32.7729831144465
93.4,80.8733575730541,71.2182281347297
92.2,80.8733575730541,71.2182281347297
91.6,80.0184210087927,69.6538729937195
90.8,81.3143136332953,72.0250855188141
92.1,81.1636850996161,71.7494667993744
92.5,81.0137830014184,71.4751773049645
86.0,81.45675,65.4285714285714
87.0,91.2202,65.4285714285714
90.0,92.6500571428571,65.4285714285714
92.0,91.9702,65.4285714285714
90.0,92.3173885714286,65.4285714285714
92.0,81.45675,65.4285714285714
34.0,56.8088170714286,46.8428571428571
30.5,56.8053509285714,51.4292857142857
30.5,56.8018847857143,51.3228571428571
23.0,56.7949525,51.11
24.0,87.379485375,89.07
110.0,92.543,43.0
110.0,97.0214,45.8
93.5,81.45675,65.4285714285714
94.0,81.1207714285714,68.5142857142857
92.5,80.7847928571429,65.4285714285714
92.5,80.4488142857143,65.4285714285714
93.5,80.1128357142857,65.4285714285714
88.0,79.7768571428571,65.4285714285714
83.5,79.4408785714286,65.4285714285714
110.0,79.9616333333333,40.3333333333333
75.0,95.857725,43.275
104.0,75.8611222222222,61.7777777777778
106.0,79.9616333333333,40.3333333333333
15.0,56.7669452517986,51.3956834532374
91.5,51.2456653846154,22.6153846153846
54.0,51.7390885941406,37.643125
62.0,50.347562689707,35.7870773854245
91.0,51.9649769230769,23.0769230769231
91.8,51.4245686001547,38.892498066512
91.8,51.4341058823529,38.5603715170279
76.0,51.404303250774,37.9566563467492
49.0,51.317362103635,36.7208043310131
31.0,51.0087115384615,34.1230769230769
91.0,51.2950865375097,38.677494199536
92.0,51.153692641918,38.2211910286156
85.0,50.9249273214562,37.3663826491092
73.0,50.4283539322556,36.2278675904542
42.0,50.1206050338462,35.2923076923077
55.0,51.5639835275835,38.1585081585082
45.0,51.6648391575663,37.1450858034321
93.4,51.5117406124031,38.9891472868217
94.3,51.4460571013932,38.5758513931889
73.0,51.7045614274571,38.2839313572543
53.0,51.6407787217459,37.0693686671863
22.0,51.466605628882,35.7453416149068
40.0,51.2149489591365,35.5666923670008
55.0,51.7827606557377,38.391881342701
45.0,51.8530551993745,37.3416731821736
45.0,52.0081637362637,36.3736263736264
92.0,51.6571003891051,22.8793774319066
96.4,91.2202,65.4285714285714
94.7,89.8,58.8
92.4,88.3798,55.2857142857143
89.4,86.9596,55.2857142857143
90.7,85.5394,55.2857142857143
88.6,84.1192,55.2857142857143
16.0,66.4386603651,67.83125
18.0,64.8682185186506,58.5120481927711
75.0,79.9616333333333,40.3333333333333
70.0,79.9616333333333,40.3333333333333
91.3,51.2456653846154,22.6153846153846
92.1,57.0937015384615,21.5384615384615
92.6,55.9729076923077,20.6153846153846
88.1,51.2456653846154,22.6153846153846
94.0,90.4650571428571,65.4285714285714
79.0,51.79638828125,22.96875
82.5,89.3619142857143,65.4285714285714
105.0,79.9616333333333,40.3333333333333
35.7,56.4424922857143,43.8857142857143
75.0,49.1560314285714,15.6285714285714
42.0,51.010028,31.8613333333333
94.5,49.1560314285714,15.6285714285714
90.0,57.2728307692308,21.5384615384615
87.6,57.3842730769231,34.6538461538462
88.3,57.4422230769231,32.4338461538462
89.3,57.4957153846154,30.3846153846154
87.8,57.5536653846154,32.4907692307692
86.3,57.6071576923077,34.5769230769231
88.5,57.7186,21.8461538461539
90.0,81.3467357142857,70.0571428571428
66.0,81.2367214285714,67.8285714285714
44.0,81.1267071428571,65.6
22.0,81.0166928571429,65.4285714285714
80.0,81.3874271428571,70.1571428571428
73.0,81.3181042857143,68.0285714285714
88.0,81.3908527857143,70.1142857142857
50.0,81.2590583571428,65.7714285714286
15.0,81.1931611428572,65.4285714285714
58.0,81.48295,70.2571428571429
50.0,81.50915,68.2285714285714
91.2,91.9702,65.4285714285714
90.8,81.45675,65.4285714285714
91.5,81.45675,65.4285714285714
40.0,56.8088170714286,46.8428571428571
87.0,51.2741746153846,38.2953846153846
75.0,51.3169384615385,37.3538461538462
66.0,51.3882115384615,35.7846153846154
92.0,51.2999739599384,22.6502311248074
70.0,51.1745792307692,37.4830769230769
94.7,56.5029076923077,21.0
94.5,56.0962923076923,21.1538461538462
90.0,89.3619142857143,65.4285714285714
60.0,89.5594857142857,58.2
86.0,89.4409428571429,62.5371428571429
20.0,89.6780285714286,55.2857142857143
76.0,81.5956671428571,71.4714285714286
63.0,81.7345842857143,70.6571428571428
52.5,81.94296,69.4357142857143
50.0,82.1513357142857,68.2142857142857
79.0,81.46461,71.6771428571429
62.0,81.47247,71.0685714285714
52.0,81.48426,70.1557142857143
38.0,81.49605,69.2428571428571
81.0,81.3000451654286,71.78
58.0,81.1433403308571,71.2742857142857
42.0,80.9331218244635,70.6165951359084
33.0,80.6732258271429,69.7571428571429
91.0,81.4680247857143,69.0857142857143
88.0,81.4905743571428,62.6857142857143
76.0,81.5131239285714,56.3928571428571
64.0,81.5356735,55.2857142857143
92.5,51.2456653846154,22.6153846153846
67.0,55.5022923076923,23.0769230769231
76.0,55.9729076923077,20.6153846153846
92.0,56.0962923076923,21.1538461538462
86.0,56.5029076923077,21.0
92.0,56.9067538461538,21.3846153846154
91.0,57.0937015384615,21.5384615384615
91.0,57.2728307692308,21.5384615384615
92.0,57.4016930769231,21.8461538461539
91.0,57.7186,21.8461538461539
90.0,47.6572564285714,32.3571428571429
43.05,47.6572564285714,32.3571428571429
93.0,56.5029076923077,21.0
94.0,56.9067538461538,21.3846153846154
92.0,55.9729076923077,20.6153846153846
93.5,57.0937015384615,21.5384615384615
93.5,51.2456653846154,22.6153846153846
88.0,55.5022923076923,23.0769230769231
69.0,56.7381076923077,32.2307692307692
56.0,60.133,34.9166666666667
85.0,57.3321076923077,32.2307692307692
92.0,56.5029076923077,21.0
92.0,57.7387230769231,32.2307692307692
92.0,51.5464480993018,22.8083785880528
90.0,50.8802682889734,38.280608365019
89.0,50.5490904439428,37.6809631301731
89.0,50.3374091044776,36.9820895522388
91.9,81.45675,65.4285714285714
82.8,81.4633,71.7785714285714
74.7,81.46985,71.2714285714286
64.9,81.4764,70.7642857142857
57.6,81.48295,70.2571428571429
56.0,81.49605,69.2428571428571
56.5,81.50915,68.2285714285714
47.6,81.53535,66.2
92.0,56.816888372093,21.1627906976744
41.0,56.6377953488372,35.5968992248062
33.0,56.7096138372093,35.6899224806202
91.0,51.518892248062,22.7906976744186
87.0,61.476432,18.8533333333333
52.3,51.0590269230769,33.1923076923077
13.0,55.0352617568086,12.4280782508631
26.0,55.0381268610898,13.9293937068304
39.0,55.1010350634371,17.0242214532872
52.0,55.3156348801237,20.5877803557618
65.0,55.3948317829457,24.1085271317829
25.6,52.4856793064455,24.802110817942
41.9,52.5288562476406,24.8395620989052
53.1,52.6692105382866,24.9431387414708
64.0,52.9090911450382,26.6717557251908
70.4,53.0810345991561,28.7456846950518
72.2,53.240344894027,31.4836223506744
28.0,51.0770220863584,25.7928926251433
46.0,51.024807480916,27.2519083969466
60.0,51.254971944658,28.9392774788624
78.0,51.3924639907372,32.1420301042069
93.0,51.3666297067901,35.5864197530864
93.2,51.2683369180454,36.3524432474028
90.0,51.3332761372398,37.2860447185813
93.0,51.3817513513513,22.7027027027027
97.0,51.4090947449768,22.7202472952087
99.0,51.3847985907336,38.2084942084942
99.0,51.5250103488372,37.4883720930233
99.0,51.5280693992248,36.6201550387597
95.0,51.5311284496124,35.7519379844961
78.0,51.4061292664093,32.1544401544402
67.0,51.2820916153846,28.9615384615385
52.0,51.1590044444444,27.3563218390805
38.0,51.0904309633028,25.802752293578
89.0,91.2202,65.4285714285714
64.0,91.1376892857143,70.6142857142857
47.0,91.0551785714286,68.9428571428571
33.0,90.9726678571429,67.2714285714286
11.0,90.8901571428571,65.6
93.0,81.45675,65.4285714285714
91.6,81.45675,65.4285714285714
34.5,88.5995528571429,65.4285714285714
71.7,85.1263742857143,56.3928571428571
78.2,78.1800171428571,55.2857142857143
80.0,74.7068385714286,55.2857142857143
36.7,67.7604814285714,55.2857142857143
53.0,51.0667994631902,36.4723926380368
111.0,87.99942,39.0
87.0,97.046275,48.75
92.0,51.3437723649691,38.6913580246914
92.0,51.3005171646106,38.1341557440247
65.0,51.1114129892556,37.0836531082118
58.0,51.1929002983064,36.320246343341
36.0,50.8443739511823,35.118230358505
85.0,51.1961943120676,38.205995388163
75.0,51.6281819314642,37.667445482866
73.0,51.4610203416149,35.8152173913043
66.0,51.1840901081917,32.1947449768161
6.5,57.4978434310222,52.2030021443888
20.3,57.357121246783,51.0265942236203
29.2,57.1842465931864,49.3071858001718
34.9,56.84544955,47.1385714285714
35.2,56.8088170714286,46.8428571428571
33.2,56.762026084147,45.0043078690408
34.8,56.6150856155508,43.0410367170626
19.6,56.5336251842219,41.395752058951
30.6,56.4321590192391,40.2459134963113
45.0,55.6408496062992,24.488188976378
80.0,55.1763463790447,17.0570107858243
89.7,82.9935526785714,68.4107142857143
88.2,84.5303553571429,65.4285714285714
88.0,86.0671580357143,65.4285714285714
86.7,87.6039607142857,65.4285714285714
86.9,89.1407633928571,65.4285714285714
86.0,90.6775660714286,65.4285714285714
87.9,92.21436875,68.5
26.9,57.8852418571429,49.3142857142857
25.5,89.2542422375,75.01875
29.5,57.2931239255014,49.9426934097421
34.3,87.7364140625,84.5625
37.9,56.9257494985673,46.9770773638968
35.0,87.0953456875,79.3875
27.5,56.5003507868383,43.9484978540773
11.9,86.133743125,73.3125
20.0,56.6877871106646,50.3947179560787
19.0,56.1225085422069,47.7744165946413
19.5,55.553143819575,45.1351742084719
92.5,51.4090947449768,22.7202472952087
92.1,51.5464480993018,22.8083785880528
91.0,51.6848711838006,22.8971962616822
89.3,51.712685268901,22.9150428682775
92.3,51.936768627451,23.0588235294118
83.0,52.0782543307087,23.1496062992126
33.0,52.9511298387097,23.7096774193548
72.0,51.5195633048875,38.7106283941039
48.0,51.404303250774,37.9566563467492
68.0,50.5873520037677,35.2715855572998
63.0,49.3431174543307,31.0157480314961
83.3,50.6839900139167,41.2325
90.2,51.7279833333333,39.0872274143302
92.3,51.8980830601093,38.5355191256831
89.8,52.5265027068832,35.9474091260634
77.0,56.850465830721,21.551724137931
94.0,56.4698658385093,21.3509316770186
89.0,51.4245686001547,38.892498066512
60.0,52.2790875692795,39.9958828186857
33.0,56.0761675,40.9285714285714
18.0,74.0285333333333,34.6
33.0,56.6290427142857,44.0571428571429
92.3,51.2456653846154,22.6153846153846
95.0,49.2573853846154,24.7015384615385
85.0,49.2573853846154,24.7015384615385
93.0,90.4650571428571,65.4285714285714
92.8,56.4395245136187,20.8560311284047
89.75,56.4273137529138,18.9160839160839
77.3,56.278206949807,15.007722007722
56.5,56.1425360491929,13.0514988470407
43.6,56.1609379892556,10.016884113584
26.2,56.1078276970161,8.69931140015302
20.0,85.92509,55.98
89.1,51.936768627451,23.0588235294118
62.0,52.021526572327,23.1132075471698
62.0,52.3069633914422,23.2963549920761
88.0,57.2728307692308,21.5384615384615
88.5,59.2244,16.2666666666667
23.0,71.985111,15.88
28.0,57.1436833099579,34.3618513323983
26.0,57.1751418571429,49.8
30.0,56.0761675,40.9285714285714
85.0,97.046275,48.75
108.0,87.99942,39.0
106.0,108.32375,57.25
92.0,51.79638828125,22.96875
89.0,81.45675,65.4285714285714
91.2,51.2456653846154,22.6153846153846
86.5,61.0198728476821,14.7086092715232
84.0,64.7411399103139,14.2959641255605
93.0,80.2482181818182,46.8347107438017
108.0,79.9022866666667,43.2
55.0,81.2587242857143,68.2742857142857
39.0,81.1267071428571,65.6
83.6,105.685677333333,49.36
107.0,53.8660357894737,22.8315789473684
89.0,52.5094756972112,23.4262948207171
31.5,71.002824,10.92
90.0,51.7570753846154,37.0192307692308
90.6,51.518892248062,22.7906976744186
91.2,51.7405427457098,22.9329173166927
88.9,52.1922475513428,23.2227488151659
43.6,52.7437023255814,23.5765838011227
45.0,52.7731921348315,23.5955056179775
37.6,55.6808039215686,26.7450980392157
82.0,49.7159366666667,24.5333333333333
39.6,69.3334358888889,14.8111111111111
41.1,69.3158973333333,17.6222222222222
21.0,59.3441,50.4785714285714
91.0,51.6293727838258,22.8615863141524
85.0,51.354450154321,22.6851851851852
120.0,97.0214,45.8
86.8,81.4220885714286,71.2214285714286
82.9,81.3874271428571,70.1571428571428
72.2,81.46985,71.2714285714286
54.3,81.48295,70.2571428571429
93.0,89.3619142857143,65.4285714285714
85.0,89.3272528571429,71.2214285714286
70.9,89.2925914285714,70.1571428571428
65.0,89.3750142857143,71.2714285714286
36.9,89.3881142857143,70.2571428571429
93.4,91.2202,65.4285714285714
86.2,91.1855385714286,71.2214285714286
84.5,91.1508771428571,70.1571428571428
72.5,91.2333,71.2714285714286
53.6,91.2464,70.2571428571429
91.3,91.9702,65.4285714285714
87.5,91.9355385714286,71.2214285714286
81.8,91.9008771428571,70.1571428571428
71.5,91.9833,71.2714285714286
49.3,91.9964,70.2571428571429
91.7,92.6500571428571,65.4285714285714
87.8,92.6153957142857,71.2214285714286
83.3,92.5807342857143,70.1571428571428
73.1,92.6631571428571,71.2714285714286
51.8,92.6762571428571,70.2571428571429
84.0,57.8048153846154,19.0923076923077
76.35,47.659806009245,18.5670261941448
35.0,60.1602724279835,23.0452674897119
20.0,59.4803238249595,22.6904376012966
55.0,59.5862887083672,22.7457351746548
85.0,58.3478293606946,22.0994475138122
92.0,57.5605618900077,21.6886134779241
28.9,71.002824,10.92
26.2,57.1751418571429,49.8
28.6,56.8088170714286,46.8428571428571
18.9,56.4424922857143,43.8857142857143
15.2,55.7098427142857,37.9714285714286
91.7,51.2456653846154,22.6153846153846
94.0,51.2456653846154,22.6153846153846
92.2,51.348994969912,22.6816849251659
91.8,62.744298731799,19.7275716298732
92.6,51.3505552333205,36.263787119167
93.9,51.3257427360308,35.5452793834297
89.4,51.3169990600925,34.1510015408321
80.5,51.2347142242373,31.9987704603089
73.4,51.20980254914,30.5958230958231
61.4,51.122685933073,28.8306914771422
56.0,51.0899017822994,28.2031668324027
49.4,51.0703193610028,27.2873194221509
44.1,50.9839667174874,26.3226101539869
91.2,51.5561398874224,38.695652173913
55.3,51.5106621799845,38.0760279286268
16.9,51.3294547950503,35.6071152358855
74.0,51.1390361538462,36.7630769230769
32.0,51.0324069230769,34.6030769230769
81.0,59.2244,16.2666666666667
70.0,56.0549333333333,11.2666666666667
65.0,57.6825283333333,18.5333333333333
125.0,97.0214,45.8
108.0,108.32375,57.25
22.3,59.3441,50.4785714285714
24.0,55.2702,32.9714285714286
35.0,57.9077914285714,35.0
36.0,77.6485625,44.5
41.0,78.1489766666667,44.5
33.0,78.3430333333333,44.5
38.0,78.4826341666667,44.5
48.0,78.82595,44.5
33.0,78.98535,44.5
31.0,71.8136041666667,44.5
22.0,75.9802391666667,44.5
62.0,76.0811166666667,44.5
18.0,76.1470875,44.5
40.0,76.42495,44.5
35.0,76.9347833333333,44.5
38.0,77.06845,44.5
42.0,77.50895,44.5
21.2,55.5862285714286,26.0642857142857
94.2,55.5022923076923,23.0769230769231
78.5,55.5554846153846,19.5461538461538
48.8,55.6086769230769,16.0153846153846
34.2,55.6618692307692,12.8615384615385
89.8,81.45675,65.4285714285714
129.0,97.0214,45.8
21.0,56.3206655889145,34.6297151655119
94.0,56.534088221709,21.0161662817552
75.0,56.6371519319938,38.0185471406491
41.0,56.67789883811,37.0193648334624
40.0,56.4051265023112,35.7380585516179
88.1,55.9729076923077,20.6153846153846
92.7,91.2202,65.4285714285714
90.0,91.1793004855756,71.596686660954
89.1,91.1651928571429,71.1714285714286
86.9,91.14319,70.7257142857143
75.3,91.1101857142857,70.0571428571428
69.1,91.0551785714286,68.9428571428571
58.7,91.0001714285714,67.8285714285714
36.2,90.8901571428571,65.6
88.1,51.354450154321,22.6851851851852
30.4,56.7334497841727,44.2014388489209
72.5,59.2244,16.2666666666667
83.5,60.1236586666667,27.7533333333333
89.5,61.0229173333333,26.3066666666667
87.0,61.922176,24.86
65.0,62.8214346666667,23.4133333333333
29.0,63.7206933333333,22.7333333333333
70.5,59.1104784618667,27.9333333333333
73.5,58.9965569237333,26.6666666666667
72.5,58.8826353856,25.4
60.0,59.2244,16.2666666666667
63.5,59.1104784618667,27.9333333333333
66.0,58.9965569237333,26.6666666666667
65.5,58.8826353856,25.4
49.5,59.2244,16.2666666666667
51.0,59.1104784618667,27.9333333333333
53.0,58.9965569237333,26.6666666666667
54.0,58.8826353856,25.4
40.0,52.8027293172691,23.6144578313253
20.0,52.655516,23.52
83.0,51.79638828125,22.96875
82.0,51.2456653846154,22.6153846153846
91.4,51.79638828125,22.96875
89.0,51.3817513513513,22.7027027027027
105.0,89.7971155206287,38.8703339882122
73.0,50.6040259259259,22.3888888888889
80.0,79.9616333333333,40.3333333333333
85.0,59.9082062666667,23.68
74.0,60.5920125333333,20.4
25.5,61.2758188,17.8
75.0,58.577444,23.04
78.0,57.930488,19.12
66.5,58.577444,23.04
73.0,57.930488,19.12
55.5,58.577444,23.04
64.0,57.930488,19.12
83.3,51.6456792307692,37.0230769230769
75.2,52.0456930769231,35.1230769230769
59.1,52.4457069230769,33.2230769230769
49.4,52.8457207692308,31.3230769230769
28.9,53.2457346153846,30.7692307692308
54.3,58.8209961691939,22.3463687150838
61.3,58.4483398734177,22.1518987341772
78.2,57.9833280125196,21.9092331768388
94.5,57.6897341103341,21.7560217560218
92.5,57.2728307692308,21.5384615384615
81.5,59.549919,27.7866666666667
70.7,59.2244,16.2666666666667
84.5,59.875438,26.3733333333333
80.0,60.200957,24.96
71.5,60.526476,23.5466666666667
12.0,60.851995,22.7333333333333
42.0,60.6892355,22.84
88.5,51.354450154321,22.6851851851852
81.0,51.8941815646785,37.2811773818745
62.7,52.2969840433772,35.3679318357862
47.5,52.7852687888199,33.5326086956522
44.5,52.6175460415065,32.2482705611068
32.0,53.1313511627907,31.5658914728682
29.2,53.0172524212145,30.3497309761722
92.1,51.2456653846154,22.6153846153846
92.15,56.0962923076923,21.1538461538462
91.3,50.9766099236641,22.4427480916031
35.0,56.8088170714286,46.8428571428571
39.6,98.6602764285714,34.7142857142857
20.2,88.866805125,59.475
46.8,98.8032892857143,34.7142857142857
29.0,71.002824,10.92
45.0,55.5785202830189,24.4496855345912
93.0,55.5481214007782,24.2023346303502
92.0,51.518892248062,22.7906976744186
57.0,51.4232678516229,38.0061823802164
85.0,50.6974918977099,37.7251908396947
90.0,50.9179128012048,37.0105421686747
119.0,97.0214,45.8
21.5,57.9077914285714,35.0
35.0,57.8807319428571,48.0342857142857
37.0,56.7355521142857,46.2514285714286
25.0,56.7265401428571,50.9804285714286
15.0,56.7182214,50.725
84.5,57.6396666666667,6.53333333333333
93.5,57.6396666666667,6.53333333333333
86.5,57.6396666666667,6.53333333333333
10.0,68.4312,26.6363636363636
85.0,59.2244,16.2666666666667
110.0,53.894147368421,10.2105263157895
80.0,97.046275,48.75
90.0,56.0962923076923,21.1538461538462
68.0,98.311515,39.99
70.0,94.755516,39.0
1.7,35.7320794979079,41.4100418410042
30.0,91.377468,39.0
76.0,87.99942,39.0
58.0,87.3914753768844,39.1959798994975
95.0,85.5304204081633,39.7959183673469
106.0,87.946008,39.18
104.0,90.319231372549,38.4117647058824
104.0,92.5498192307692,37.5
92.6,51.2456653846154,22.6153846153846
86.1,51.1612858583077,38.6507692307692
80.3,51.076906332,38.3784615384615
68.6,50.9081472793846,37.8338461538462
72.1,50.7393882267692,37.2892307692308
72.1,50.5706291741538,36.7446153846154
59.4,50.4018701215385,36.2
89.0,51.2278938461538,38.5630769230769
78.0,51.2154537692308,38.3110769230769
62.0,51.1870193076923,37.7350769230769
39.0,51.1265960769231,36.5110769230769
89.0,51.2456653846154,22.6153846153846
97.0,65.5970841,77.4
97.0,83.9565545454545,64.6363636363636
92.0,50.9766099236641,22.4427480916031
77.5,81.5616669014085,64.5070422535211
9.5,78.576256,44.88
92.2,51.2456653846154,22.6153846153846
86.9,51.2741746153846,38.2953846153846
77.5,51.2884292307692,37.9815384615385
68.2,51.3026838461538,37.6676923076923
68.2,51.3169384615385,37.3538461538462
58.2,51.3311930769231,37.04
45.7,51.3597023076923,36.4123076923077
24.7,51.3882115384615,35.7846153846154
92.0,55.09179,23.9230769230769
16.0,53.4102421052632,8.8421052631579
70.0,53.5985411764706,12.7058823529412
110.0,97.2938119349005,44.6130198915009
95.0,83.9962311111111,43.0
95.0,51.4090947449768,22.7202472952087
91.8,51.2456653846154,22.6153846153846
85.4,51.8524086071987,23.0046948356807
77.8,51.9086045454546,23.0407523510972
60.8,52.021526572327,23.1132075471698
58.9,52.3645944444444,23.3333333333333
54.8,52.5677519553073,23.463687150838
45.4,52.6262145483613,23.5011990407674
28.0,53.2515504065041,23.9024390243902
69.0,50.8178870229008,35.4106870229008
37.8,56.8088170714286,46.8428571428571
35.1,56.8101270714286,51.4342857142857
30.1,56.8114370714286,51.3328571428571
22.1,56.8127470714286,51.2314285714286
6.5,56.8140570714286,51.13
22.5,52.9213540692989,23.6905721192587
64.7,51.5464480993018,22.8083785880528
52.5,52.1636817679558,23.2044198895028
50.4,52.4804071656051,23.4076433121019
37.5,52.6848643714972,23.5388310648519
82.6,51.2190080769231,38.3830769230769
67.0,51.183465,37.6630769230769
61.0,51.1568076923077,37.1230769230769
2.0,51.06795,35.3230769230769
2.2,51.2697895384615,37.0552307692308
12.5,51.2668269230769,37.2846153846154
19.3,51.2642875384615,37.4812307692308
37.5,51.259632,37.8416923076923
