superconduct/table35.gmean_fie,superconduct/table35.mean_fie
817.027711227963,860.56
683.947106017276,718.514285714286
674.175712902917,715.333333333333
730.600272491534,752.62
893.42691842338,899.5
636.746282016711,643.925
766.846338252441,787.766666666667
717.382680303894,734.0
740.540285254181,782.44
720.069665798359,776.875
741.629348855485,794.0
808.929243833275,866.4
716.386472861389,753.916666666667
741.629348855485,794.0
927.939789231597,998.0
750.868736480267,764.9
759.348436522166,806.68
559.584283196017,559.9
666.028362759425,680.45
743.320479425333,776.25
822.048464506689,865.14
692.541331131983,740.52
677.234721776554,717.75
720.007341366741,754.516666666667
697.345838224837,702.9
869.0,869.0
650.399723247173,658.05
769.7,769.7
713.746168891336,748.933333333333
788.866389194013,789.45
660.891519501663,703.766666666667
650.507965356027,653.033333333333
777.012945752311,786.0
819.8,819.8
638.498512136089,730.6
740.399332713733,779.88
809.121189933869,844.35
743.483807100859,776.416666666667
741.629348855485,794.0
694.984398968078,734.066666666667
688.274127036429,735.94
792.073388582718,809.375
650.335295081097,675.85
733.544320233598,787.4
708.639882574088,740.1
778.60189379414,790.7
716.386472861389,753.916666666667
800.023644827187,802.466666666667
726.276975830068,781.2
661.647126495688,661.65
708.641979880737,768.4
650.860753848327,656.266666666667
826.322197186489,834.033333333333
718.15289995213,775.425
727.960609684325,782.425
715.484510620796,717.633333333333
536.278519055164,536.3
739.885226648753,782.78
777.707356941785,819.183333333333
765.944652047392,774.5
630.695641994497,663.75
702.115183963558,747.78
688.274127036429,735.94
759.1,759.1
813.181649741691,937.1
625.118502423927,627.1
729.296450076049,750.266666666667
710.166177735888,711.8
704.75517619458,728.3
765.715174475879,810.8
862.020391904407,874.4
768.106411898768,768.75
701.516816358068,738.983333333333
741.629348855485,794.0
670.773128657785,712.016666666667
633.724862100696,692.72
677.234721776554,717.75
526.862695585861,527.05
666.221634294832,671.6
831.839459370129,865.8
764.902374218058,780.6
736.238667949949,763.4
652.356926842967,657.25
759.386857932108,766.3
551.569167139579,552.2
728.297332383956,782.675
695.627486518467,712.6
749.421739994999,789.171428571429
741.629348855485,794.0
758.993517758881,765.85
831.748976554826,834.25
564.003059814394,564.433333333333
768.755000492613,813.88
700.191198122205,707.775
716.949929725202,731.4
745.104019583843,745.25
654.882409291928,654.9
815.718121267982,818.866666666667
785.407518073844,797.333333333333
737.983046906908,778.1
751.60518335687,800.325
735.158015772234,788.7
736.138615188467,769.1
859.231332025868,871.5
692.541331131983,740.52
698.335299442564,745.0
793.491030467436,847.14
797.513234999897,802.25
701.240539540203,746.5
718.15289995213,775.425
861.2338822875,871.65
708.3233403671,753.08
686.027951316271,734.16
826.001864404676,828.95
623.416605220372,656.575
616.002792201464,617.45
808.298553103801,826.933333333333
745.091012254164,787.02
644.247882790765,650.866666666667
674.175712902917,715.333333333333
673.92717281719,686.033333333333
708.3233403671,753.08
694.174238558521,700.233333333333
826.198677777719,880.266666666667
680.593823855528,730.14
704.48265777601,741.233333333333
685.003517782563,686.166666666667
741.629348855485,794.0
964.383429969636,1032.55
680.273754808556,741.9
726.596497025721,781.9
965.314277562219,1047.22
744.894599675854,786.82
656.398256450373,715.76
616.716458350188,622.0
686.494809510022,735.24
870.803168904297,952.925
731.62391635397,735.033333333333
729.250638973676,783.425
722.444884737338,758.633333333333
779.506923244659,817.95
608.858327525506,612.766666666667
721.726575847623,767.58
754.869077643659,792.816666666667
711.511253479461,727.066666666667
781.54980647429,785.95
851.341932276974,885.716666666667
684.188524844786,734.32
698.118266597506,744.02
649.341666613194,653.85
699.522720090324,737.666666666667
717.820867453222,775.175
771.891022146416,816.36
731.040719484406,785.4
720.993536725538,721.95
800.025789048856,857.466666666667
686.857354793979,725.716666666667
659.872115728923,702.95
742.169056298114,774.371428571429
1144.54737778739,1155.15
955.927852949365,1054.25
736.79069536666,776.0
771.021971152574,776.45
741.629348855485,794.0
687.861033852972,736.3
687.958647013031,688.65
794.960381581172,797.333333333333
794.328980327586,839.1
725.72291043721,761.05
697.670039965843,702.5
702.115183963558,747.78
674.877964325592,715.716666666667
675.026123055426,709.542857142857
734.219624171273,787.05
800.025789048856,857.466666666667
738.743080285489,766.975
680.593823855528,730.14
690.328114777212,738.22
700.27716670327,711.733333333333
1003.23599496782,1050.26666666667
702.696738624533,740.083333333333
631.729055845938,636.6
809.585906928418,826.2
696.056289187026,743.22
653.268740236409,697.183333333333
711.151566123565,711.2
648.853604444022,712.25
692.541331131983,740.52
723.246139987131,741.475
781.483207751268,831.2
711.791134525977,754.74
751.233525609714,759.1
838.584884977272,891.65
969.690878575021,1047.9
739.832038338013,779.46
859.60846912035,871.833333333333
758.907297845138,808.425
536.278519055164,536.3
736.595609239425,778.56
734.219624171273,787.05
718.15289995213,775.425
713.746168891336,748.933333333333
741.629348855485,794.0
739.426811644249,753.1
878.616656684311,942.18
696.313849401554,743.42
786.0,786.0
702.115183963558,747.78
812.052647150268,821.166666666667
722.301228743055,766.15
848.805348710763,874.65
710.721556401987,748.483333333333
735.158015772234,788.7
714.653657764228,757.08
969.690878575021,1047.9
726.596497025721,781.9
712.701322516347,748.066666666667
702.951641295474,705.1
739.346932258706,772.342857142857
817.218661069362,821.55
692.541331131983,740.52
734.932865917098,767.933333333333
697.300825266702,726.466666666667
671.489858449106,687.2
702.025203858045,702.666666666667
669.67736085289,672.366666666667
788.558108005817,845.533333333333
711.262897273621,741.9
779.506923244659,817.95
814.555957780342,879.6
745.626319476005,778.283333333333
717.077637762574,759.716666666667
741.629348855485,794.0
868.461802834321,913.12
844.067058947333,857.1
709.745560042471,711.35
841.468957502837,931.8
652.10892709309,696.216666666667
681.319781848294,690.366666666667
740.540285254181,782.44
898.243652913841,904.25
690.553240730088,699.833333333333
748.165158316019,755.4
749.292323021429,778.271428571429
688.274127036429,735.94
696.313849401554,743.42
966.225416546556,1045.98
875.746065734923,913.94
734.219624171273,787.05
690.328114777212,738.22
741.629348855485,794.0
701.240539540203,746.5
749.292323021429,778.271428571429
789.020155204491,817.228571428571
728.575358530308,757.057142857143
740.399332713733,779.88
699.522720090324,737.666666666667
696.609514810811,730.342857142857
684.8,684.8
969.690878575021,1047.9
865.88837824699,966.0
716.823024769118,753.766666666667
718.15289995213,775.425
628.462409377045,644.25
822.048464506689,865.14
718.175879498282,731.775
740.399332713733,779.88
658.164714399934,673.7
734.219624171273,787.05
780.20872207378,781.9
698.335299442564,745.0
804.315520928665,843.5
695.036993649511,731.766666666667
969.690878575021,1047.9
745.486816801767,790.816666666667
768.106411898768,768.75
633.724862100696,692.72
729.372111418495,771.7
661.647126495688,661.65
692.541331131983,740.52
746.819227582269,785.08
885.366832225696,947.283333333333
697.364223814805,697.8
771.891022146416,816.36
730.375659804865,772.68
831.839459370129,865.8
734.219624171273,787.05
740.399332713733,779.88
760.503258853751,798.44
730.929064330867,772.86
653.268740236409,697.183333333333
710.166177735888,711.8
797.513234999897,802.25
765.092463732759,765.533333333333
710.21289765816,711.85
928.16871378645,995.6
739.472785165215,739.75
662.768896255165,666.8
739.129589643532,781.46
728.275336126578,811.5
969.690878575021,1047.9
656.398256450373,715.76
602.110341019372,606.466666666667
855.146847116865,896.35
727.960609684325,782.425
717.820867453222,775.175
659.872115728923,702.95
740.399332713733,779.88
741.629348855485,794.0
663.6,663.6
723.948831318709,740.78
831.850251293715,939.38
692.541331131983,740.52
680.262087916142,708.7
692.541331131983,740.52
725.947639642957,735.85
702.115183963558,747.78
623.416605220372,656.575
741.14454524749,828.533333333333
887.256560238994,891.875
771.891022146416,816.36
763.06180897189,809.48
769.345819511616,771.8
673.241572872391,719.65
771.891022146416,816.36
841.05431930049,856.9
710.980994035134,722.5
707.571377904226,738.942857142857
698.335299442564,745.0
740.540285254181,782.44
685.488759961872,699.475
679.533685699245,680.2
668.644632870328,712.871428571429
817.768704455972,830.233333333333
702.115183963558,747.78
736.138615188467,769.1
743.156321084181,782.32
745.351235650395,766.833333333333
592.10379135438,597.166666666667
862.020391904407,874.4
1026.46458779638,1057.4
708.639882574088,740.1
703.978427403619,712.6
862.257131022992,885.25
736.138615188467,769.1
748.830051251102,756.5
720.993536725538,721.95
733.544320233598,787.4
643.379988809102,645.9
704.32809877272,714.95
681.319781848294,690.366666666667
702.115183963558,747.78
859.60846912035,871.833333333333
649.233057724046,654.5
838.584884977272,891.65
714.628630828628,728.05
736.138615188467,769.1
781.483207751268,831.2
717.820867453222,775.175
696.313849401554,743.42
714.946183650756,773.025
592.10379135438,597.166666666667
908.427526003038,922.9
734.07468869635,777.16
694.984398968078,734.066666666667
674.066354300524,752.1
705.366436731606,750.64
727.098982025993,777.325
646.338636032428,691.533333333333
744.894599675854,786.82
852.551295651263,863.2
734.379026744357,773.92
862.020391904407,874.4
740.399332713733,779.88
710.980994035134,722.5
717.928615900725,752.466666666667
961.864456543647,1045.3
887.560786951455,926.133333333333
696.953415447008,706.8
696.470343580517,728.842857142857
692.401840140936,715.55
861.2338822875,871.65
767.949142220003,821.34
765.715174475879,810.8
685.49598611572,745.04
673.582417716475,679.025
696.313849401554,743.42
727.191575411189,761.833333333333
690.487190067069,737.66
802.487333233366,812.6
740.399332713733,779.88
843.604397807408,843.95
745.486816801767,790.816666666667
714.827671540491,718.05
717.928615900725,752.466666666667
731.225699011626,784.825
690.328114777212,738.22
838.397474876588,853.066666666667
969.332198662326,1047.7
776.412174561756,809.4
733.513183093207,787.375
883.833213904071,902.6
674.405131471905,685.8
804.116760396626,863.2
689.727689635618,738.04
542.368555504465,560.7
769.058160583917,813.06
719.302365514895,722.766666666667
717.820867453222,775.175
740.399332713733,779.88
768.205363167949,776.45
673.455918354217,681.866666666667
708.641979880737,768.4
696.141844980187,711.86
735.250153918644,754.933333333333
779.379124688364,779.65
696.313849401554,743.42
677.858543987385,720.833333333333
600.776668376594,605.866666666667
705.54325778887,737.357142857143
769.058160583917,813.06
725.72291043721,761.05
826.726346209466,861.883333333333
615.162114708586,625.966666666667
620.320387892888,657.45
670.281936667237,711.733333333333
846.301553191143,846.866666666667
712.365580805888,714.9
713.746168891336,748.933333333333
943.207713021019,995.466666666667
727.84599924245,770.22
763.06180897189,809.48
749.292323021429,778.271428571429
786.495522216429,793.033333333333
757.093664506591,778.64
771.891022146416,816.36
704.48265777601,741.233333333333
961.54539674422,1030.6
808.929243833275,866.4
808.929243833275,866.4
740.399332713733,779.88
740.399332713733,779.88
714.752811795435,723.8
702.139027315532,747.8
756.759915693214,763.9
717.820867453222,775.175
804.315520928665,843.5
601.062993927686,602.0
989.203486161827,1024.5
740.399332713733,779.88
726.596497025721,781.9
707.19061786763,708.9
717.965297907083,736.0
723.548028489942,752.428571428571
573.241833783963,573.45
721.969756280533,805.466666666667
741.629348855485,794.0
551.569167139579,552.2
629.125982932426,630.3
762.135170783165,802.983333333333
663.751809830507,734.25
692.541331131983,740.52
702.532561289874,740.45
682.274709282622,721.083333333333
753.886690248857,802.66
703.423246988482,748.92
826.322197186489,834.033333333333
776.116869881482,839.266666666667
739.885226648753,782.78
781.483207751268,831.2
752.670059962777,763.2
670.248157806516,711.8
738.776587504547,757.733333333333
741.629348855485,794.0
676.014829622175,679.525
692.484778858646,732.5
710.21289765816,711.85
771.891022146416,816.36
690.328114777212,738.22
714.752811795435,723.8
771.021971152574,776.45
989.203486161827,1024.5
853.233129179587,856.5
734.615272701362,776.88
718.15289995213,775.425
668.501456884176,706.0
728.828770624619,783.65
741.629348855485,794.0
698.993011221116,744.78
736.138615188467,769.1
734.615272701362,776.88
676.802950223081,717.283333333333
745.091012254164,787.02
745.091012254164,787.02
720.993536725538,721.95
679.533685699245,680.2
817.828458806369,829.575
733.534539064112,790.65
761.700833080102,796.714285714286
1026.46458779638,1057.4
740.399332713733,779.88
706.263752913588,707.166666666667
771.891022146416,816.36
754.934067445054,783.066666666667
690.328114777212,738.22
683.9202804421,684.8
796.954738873651,843.34
667.70485072052,673.725
688.951485955288,689.6
742.932799711609,781.46
716.567032895852,759.66
692.541331131983,740.52
728.275336126578,811.5
734.219624171273,787.05
692.541331131983,740.52
748.956806347353,794.283333333333
744.787851893342,765.566666666667
761.713477772026,770.733333333333
612.566502512176,613.65
651.680338057852,653.566666666667
613.361940456041,614.4
859.331972565143,894.825
838.584884977272,891.65
662.868507524358,664.233333333333
798.162311704298,815.1
771.891022146416,816.36
784.490790258241,788.6
736.138615188467,769.1
814.209064061559,831.3
756.546040810124,774.34
712.580584916542,714.7
674.789025753176,676.9
771.923959985697,772.05
817.5536259852,869.75
558.85858676413,559.15
741.629348855485,794.0
759.599835439687,759.6
909.39907447756,1041.4
747.712595738702,755.225
791.348079544382,832.816666666667
683.947106017276,718.514285714286
852.858789145939,856.166666666667
663.751809830507,734.25
714.88520057419,714.9
653.116337899927,697.033333333333
700.27716670327,711.733333333333
699.952119593049,746.0
784.490790258241,788.6
855.899949429322,896.85
741.629348855485,794.0
734.615272701362,776.88
639.39322267273,646.9
698.335299442564,745.0
653.938666848811,653.95
701.0538495722,702.35
600.772879002604,612.5
922.809095304251,974.16
738.934748548927,781.26
1225.90015895452,1281.275
716.386472861389,753.916666666667
765.092463732759,765.533333333333
696.313849401554,743.42
804.958234941416,815.5
714.946183650756,773.025
873.656260709467,961.1
831.170151425455,897.46
781.483207751268,831.2
716.567032895852,759.66
965.314277562219,1047.22
687.000354952822,734.96
741.629348855485,794.0
694.174238558521,700.233333333333
736.138615188467,769.1
730.887622404089,784.575
745.091012254164,787.02
733.513183093207,787.375
647.895943339355,650.166666666667
779.245705269285,803.1
708.3233403671,753.08
734.615272701362,776.88
647.249188622361,710.3
759.35830697644,826.4
841.05447304112,872.82
616.183544084066,617.5
793.491030467436,847.14
903.734420235898,955.966666666667
681.895446531212,695.65
676.198477502186,726.64
696.793713894809,730.314285714286
865.297149761326,907.133333333333
681.338411598475,687.4
733.513183093207,787.375
694.703098779055,731.4
848.915473167044,907.633333333333
741.629348855485,794.0
740.540285254181,782.44
717.077637762574,759.716666666667
777.860957938278,819.333333333333
623.416605220372,656.575
729.296450076049,750.266666666667
646.031876176964,674.26
838.397474876588,853.066666666667
781.483207751268,831.2
730.90952928526,741.75
709.393101427904,723.066666666667
741.629348855485,794.0
720.750466859291,739.75
702.536837440384,747.42
748.385121902915,786.56
735.250153918644,754.933333333333
608.823868397722,612.733333333333
650.166269616493,694.616666666667
712.701322516347,748.066666666667
853.233129179587,856.5
838.397474876588,853.066666666667
740.399332713733,779.88
583.020651435264,583.05
671.612633549768,677.025
692.29361531376,693.833333333333
714.653657764228,757.08
740.399332713733,779.88
608.858327525506,612.766666666667
676.573507302774,717.0
672.534941135036,723.74
683.888089737512,723.716666666667
813.023468295965,821.65
718.15289995213,775.425
696.313849401554,743.42
768.106411898768,768.75
774.298677345632,790.84
841.464477896569,938.5
658.684179717615,671.425
655.563668485059,658.025
969.332198662326,1047.7
661.647126495688,661.65
727.84599924245,770.22
771.891022146416,816.36
917.921798841392,990.033333333333
735.366294568748,778.2
787.949947648961,791.65
811.760042910683,853.1
887.560786951455,926.133333333333
873.656260709467,961.1
578.7,578.7
687.861033852972,736.3
838.584884977272,891.65
661.38925088692,702.7
651.468490876225,659.066666666667
645.088180018825,645.25
729.829257547285,743.45
1085.7,1085.7
717.460955245418,734.725
862.020391904407,874.4
798.156816718662,801.433333333333
749.292323021429,778.271428571429
645.167665906058,654.425
720.007341366741,754.516666666667
777.707356941785,819.183333333333
727.84599924245,770.22
677.234721776554,717.75
766.467396566873,813.4
799.857179281404,808.566666666667
734.219624171273,787.05
692.541331131983,740.52
804.355294618489,817.375
663.751809830507,734.25
695.036993649511,731.766666666667
730.887622404089,784.575
808.929243833275,866.4
728.828770624619,783.65
623.416605220372,656.575
740.399332713733,779.88
739.129589643532,781.46
799.944735591153,837.55
660.891519501663,703.766666666667
741.629348855485,794.0
674.116666460636,674.2
696.313849401554,743.42
709.541296884419,710.633333333333
961.116526005388,1029.41666666667
861.7443693803,923.333333333333
733.657140631781,735.4
717.382680303894,734.0
674.697396698269,725.46
720.393284407195,726.8
743.156321084181,782.32
806.991836919865,811.9
716.386472861389,753.916666666667
690.328114777212,738.22
661.261678044698,677.8
811.81297107154,829.35
564.003059814394,564.433333333333
898.8,898.8
852.858789145939,856.166666666667
716.268475899471,735.16
651.248984644122,651.25
727.335199294425,761.983333333333
831.170151425455,897.46
773.204353456345,773.433333333333
