superconduct/table51.range_ThermalConductivity,superconduct/table51.range_atomic_mass,superconduct/table51.wtd_mean_fie
253.0,78.256569,864.8515
399.97342,124.90825,735.448571428571
169.97342,167.8406,1168.83456790123
310.0,42.4882,783.09
2.0,73.893,701.675
69.0,46.6827,806.32
399.97342,121.3276,1006.98986666667
399.97342,192.981,1029.10044642857
399.97342,63.9046,973.605714285714
399.97342,122.90607,1011.93122857143
65.0,96.119,791.5
399.97342,191.2006,1001.62692307692
399.97342,148.93092,737.323529411765
79.0,12.782,786.758208955224
56.0,140.2209,706.325
399.97342,192.981,737.921388888889
399.97342,121.3276,730.882857142857
399.97342,188.3839,987.141218637993
0.0,0.0,868.1
119.0,22.856,684.075
399.97342,148.93092,1000.55692307692
0.0,0.0,1085.7
399.97342,141.2506,1028.41142857143
399.97342,192.981,1002.71973684211
56.0,47.7266,732.508
169.97342,167.8406,1130.08823529412
399.97342,121.3276,998.7875
73.0,81.482,781.96048
399.97342,141.2506,1027.57242857143
399.97342,192.981,1007.00933333333
399.97342,124.90825,778.33125
0.0,0.0,819.8
399.97342,122.90607,739.1825
56.0,50.9094,669.175
82.0,81.482,782.5948
399.97342,146.5006,995.906201550388
117.0,166.4793,773.533333333333
399.97342,121.3276,738.099142857143
399.97342,124.90825,1000.8532767926
133.0,45.034,779.320533333333
213.0,23.9599614,643.7465
399.97342,192.981,1005.86666666667
399.97342,192.981,1005.20933333333
399.97342,192.981,1010.25131578947
399.97342,121.3276,1002.78762051678
399.97342,122.90607,1007.63563332389
139.0,80.266,599.742857142857
399.97342,158.9674,996.438461538461
47.0,15.34,818.4
399.97342,141.2506,1012.87757142857
399.97342,184.5906,768.758571428571
59.0,116.07402,674.55125
399.97342,128.2426,996.275273865415
149.795,160.152,859.803125
56.795,176.9154,901.256372549019
399.97342,122.90607,1016.88387096774
123.0,76.89515,928.933333333333
399.97342,124.90825,1001.57384615385
99.97342,124.90825,886.225
399.97342,122.90607,1005.82923076923
33.0,65.47783,576.830375
389.0,112.0305,719.522885572139
399.97342,122.90607,1011.50928571429
53.97342,121.3276,1067.1847826087
399.97342,152.93481,736.957142857143
73.0,81.482,782.19864
26.0,49.0739,681.35
399.97342,184.5906,1015.55530393325
399.97342,141.2506,1001.38
77.0,202.0394,611.4
399.97342,121.3276,1007.22773333333
399.97342,121.3276,998.093740219092
363.0,10.8418,726.5975
208.0,16.1705386,776.565
147.0,89.3115,853.84
399.97342,128.2426,1010.21485714286
399.97342,128.2426,1011.03021428571
124.0,164.1558,778.617886178862
93.0,11.26912,857.3
399.97342,122.90607,1011.82685714286
11.0,85.44,774.25
399.97342,192.981,737.0375
104.0,56.114088,683.8
139.795,157.95811072,912.419672131148
138.97342,79.9606,1074.07777777778
69.0,46.922495,806.539
399.97342,184.5906,744.341428571429
12.97342,192.981,947.71
133.0,181.406,814.891111111111
399.97342,135.9646,1025.0
138.795,119.899,842.743
399.97342,202.0394,731.41
16.97342,192.981,953.128
399.97342,191.2006,1013.74444444444
399.97342,124.1166,1002.25065840434
399.97342,192.981,722.39
399.97342,122.90607,1001.08383371824
78.764,120.990238,799.3
57.97342,121.3276,796.31
399.97342,141.2506,1002.18753846154
399.97342,164.94848,1027.81571428571
2.0,18.7815,632.25
399.97342,192.981,706.870476190476
78.97342,149.35206,889.5395
399.97342,121.3276,1003.62307692308
53.48,13.94638,848.133333333333
90.0,51.93183072,733.625
399.97342,128.2426,1053.38666666667
399.97342,128.2426,994.94496124031
399.97342,192.981,737.0375
399.97342,121.3276,999.522447388932
34.795,175.135,842.45
399.97342,192.981,737.2975
79.0,12.782,781.1651
399.97342,121.3276,1001.22403100775
78.97342,124.90825,885.3875
206.0,42.7414614,631.8525
38.97342,192.981,960.09
399.97342,128.2426,1013.83753202814
399.97342,192.981,1015.099543379
399.97342,121.3276,1005.70296411856
6.0,156.2585,582.451944167498
399.97342,141.2506,1018.23728571429
63.0,89.3115,775.6875
0.0,0.0,946.2
399.97342,121.3276,996.469230769231
399.97342,146.5006,1001.68846153846
399.97342,128.2426,1006.37638572513
399.97342,134.3606,1011.08571428571
399.97342,141.2506,1010.60814285714
399.97342,128.2426,995.805836876691
399.97342,121.3276,1007.06033333333
399.97342,121.3276,1001.94507692308
399.97342,121.3276,998.7875
399.97342,122.90607,1008.21270047681
104.0,120.8947519,1055.69365079365
56.0,140.2209,691.226
79.0,54.97,785.58315
399.97342,122.90607,1011.77042857143
399.97342,124.90825,1001.11241272304
399.97342,121.3276,1003.64476923077
199.97342,71.6206,1030.76127744511
399.97342,122.90607,1014.35884016973
78.48,81.482,828.52972972973
82.0,98.2287,780.1
266.0,104.060189,713.254
9.0,3.0745,655.952
139.97342,34.9421,1095.39536152797
82.0,98.2287,774.22
399.97342,192.981,1006.89266666667
9.0,3.0745,654.72
399.97342,192.981,1005.06166666667
399.97342,128.2426,1008.833
74.0,68.47,812.212058823529
399.97342,192.981,1005.86666666667
53.48,13.94638,848.133333333333
399.97342,121.3276,1003.31846153846
150.0,155.006,809.698409733199
399.97342,121.3276,775.322368421053
399.97342,141.2506,1002.8117013087
399.97342,192.981,1005.24133333333
399.9911,47.5466,1006.19785714286
399.97342,192.981,1011.1406824147
399.97342,122.90607,1011.42785714286
399.97342,128.2426,997.576923076923
399.97417,192.3726,989.422352941176
116.0,4.73599999999999,661.89625
119.764,70.096238,793.1
399.97342,128.2426,1024.35285714286
42.0,64.697,674.166666666667
53.97417,78.89968,1031.666
53.48,128.24,842.605825242718
399.97342,122.90607,745.478571428571
25.0,23.18338,646.62
106.0,68.60138,712.733333333333
55.0,5.0697,897.1
50.0,35.8233,704.1
86.0,168.93718,910.8375
119.764,70.096238,793.1
399.97342,192.981,1005.58666666667
99.97342,124.1166,889.6
138.88,63.895,884.771428571428
399.97342,151.2596,994.204705882353
399.97342,121.3276,1007.20133333333
86.0,96.119,791.443
399.97342,122.90607,1012.06142857143
133.0,13.494,798.266666666667
109.0,39.046,653.566666666667
137.0,35.99997,594.62
134.0,164.1315,762.442105263158
84.97342,40.926,1071.68333333333
399.97342,128.2426,1011.32978571429
133.0,13.494,779.233333333333
30.0,170.13688,786.833333333333
61.0,139.239,784.8
399.97342,124.90825,739.217857142857
399.97342,135.9646,1030.27058823529
399.97342,192.981,766.221428571429
399.97342,122.90607,1011.54071428571
399.97342,121.3276,1003.99415384615
399.97342,128.2426,1009.87428571429
181.0,65.9248414,651.14
399.97342,128.2426,1011.36928571429
84.97342,91.89844,977.462790697674
399.97342,192.981,999.692708333333
399.97342,192.981,762.197333333333
139.8195,136.31906,1139.86470588235
399.97342,122.90607,785.32725
399.97342,192.981,767.755555555555
0.0,0.0,786.0
399.97342,146.5006,1006.08653846154
65.0,48.5217,781.48
399.97342,121.3276,996.469230769231
399.97342,121.3276,992.014604948124
119.97342,122.90607,873.957272727273
56.48,101.98788,868.4
399.97342,134.3606,996.300772200772
399.97342,146.5006,1042.52
139.9911,34.44506,1096.98
90.764,106.353238,773.824
119.97342,85.0706,1008.66767857143
78.97342,122.90607,903.648025
399.97342,121.3276,999.522447388932
187.0,98.82747,807.93075
82.0,73.4571,1053.18095238095
139.97342,57.925255,1205.24664804469
399.97342,121.3276,1005.47846153846
99.97342,134.3606,889.5875
399.97342,135.9646,1012.88285714286
399.97342,124.90825,1026.03235294118
169.97342,176.899,1131.38837209302
399.97342,121.3276,998.295618153365
5.0,52.037,706.0
399.97342,121.3276,987.992929292929
149.764,71.931738,794.04
399.97342,134.3606,993.198672911788
36.0,67.7685,674.52725
83.0,73.507,761.5
399.97342,184.5906,999.906411837238
133.0,164.1315,758.389473684211
79.0,92.382,791.0755
399.97342,192.981,701.572666666667
399.97342,121.3276,738.450714285714
73.7,85.772,961.2
399.97342,122.90607,785.42625
119.97342,85.0706,1008.67142857143
16.97342,192.981,961.498
399.97342,192.981,738.3375
117.0,83.9493,882.74
70.8195,105.41206,1033.35801860974
399.97342,124.90825,1002.94
399.97342,148.93092,1002.58222565688
399.97342,192.981,1008.40578512397
150.0,51.93183072,788.015631262525
32.0,81.3804,779.259090909091
399.97342,192.981,689.500952380952
62.0,33.06085,730.72
399.97342,121.3276,986.010569105691
399.97342,192.981,737.2995
48.0,15.196,702.84
51.0,34.69362,780.971428571429
399.97342,72.90645,1021.97407407407
175.0,45.6484614,699.676
59.764,41.656238,885.6
399.97342,122.90607,1006.7665902316
399.97342,158.9674,995.746153846154
199.8195,73.91366,901.47
11.0,2.8167,705.774626865672
401.0,38.1452,700.14
399.97342,148.93092,1000.43846153846
85.0,13.51362,690.224
399.97342,191.2006,990.429975
399.97342,184.5906,996.763
399.97342,134.3606,998.572923076923
78.0,11.066195,691.233333333333
399.97342,188.3839,690.97
399.97342,188.3839,992.988461538461
399.97342,122.90607,1010.59942857143
399.97342,191.2006,741.942857142857
26.0,130.00638,732.6
399.97342,122.90607,999.0890625
399.97342,124.90825,1006.96666666667
148.0,163.2484614,629.129411764706
399.97342,136.31906,1022.07642805495
399.97342,122.90607,1011.44657142857
399.97342,121.3276,1003.35230769231
399.97342,192.981,735.703
20.0,47.0585,699.595
399.97342,192.981,760.675833333333
399.97342,121.3276,994.920411392405
399.97342,122.90607,1011.76642857143
399.97342,122.90607,1010.26857142857
399.97342,121.3276,1005.65392912173
3.0,26.02485,541.44545
78.97342,122.90607,899.96475
399.97342,121.3276,1026.99238095238
399.97342,122.90607,1007.528
399.97342,192.981,743.2125
399.97342,184.5906,1004.74390243902
6.0,20.27638,687.7
82.0,98.2287,777.916
399.97342,192.981,737.0915
399.97342,192.981,759.672
99.97342,192.981,1022.724
399.97342,135.9646,1090.10133333333
399.97342,121.3276,989.95140562249
399.97342,121.3276,1007.12053333333
77.0,32.290805,692.5
399.97342,121.3276,1002.93714615385
399.97342,192.981,737.0375
399.97342,188.3839,1012.27333333333
399.97342,184.5906,1001.028
399.97342,128.2426,1012.26928571429
78.97342,122.90607,915.2975
149.764,71.931738,796.8
17.0,135.2655,731.85
399.97342,184.5906,1001.06068796069
69.0,89.0593,805.97812
399.97342,121.3276,1002.18809891808
399.97342,122.90607,1011.59714285714
137.0,110.81997,707.333333333333
399.97342,128.2426,997.056153846154
62.0,34.21298,656.07
399.97342,141.2506,1002.69769230769
382.0,81.482,782.50404
399.97342,122.90607,1011.98765714286
399.97342,122.90607,1011.56422857143
399.97342,192.981,1006.72786666667
399.97342,121.3276,1029.15066666667
399.97342,122.90607,783.00025
399.97342,122.90607,1012.40642857143
399.97342,121.3276,995.812933753943
399.97342,122.90607,1000.15628373169
133.0,13.494,779.233333333333
238.0,169.9850304,863.756
149.795,70.8405,850.515625
34.9723,189.9819968,985.09
399.97342,124.90825,997.246303501945
399.97342,121.3276,995.462229591031
399.97342,121.3276,1005.44953846154
31.0,1.68237999999999,662.625
34.97342,71.6206,1029.22
399.97342,122.90607,1011.48671428571
84.97342,40.926,1011.17814285714
78.97342,122.90607,903.63375
399.97342,121.3276,1003.1732046332
399.97342,122.90607,1011.55682857143
399.97342,122.90607,1011.50564285714
187.0,159.2254614,727.737931034483
399.97342,188.3839,994.648235294118
32.0,73.893,704.575
3.0,88.0415,744.66
399.97342,121.3276,1017.07789473684
429.97342,192.981,714.144166666667
399.97342,121.3276,1003.87046153846
53.48,13.94638,871.2
399.97342,192.981,690.120952380952
399.97342,191.2006,1003.52168674699
399.97342,192.981,1006.73333333333
133.0,13.494,779.233333333333
38.0,48.987,673.13125
399.97342,128.2426,738.857142857143
90.97342,122.90607,884.545
399.97342,192.981,1009.88926245148
78.97342,142.92595,886.176923076923
399.97342,121.3276,1001.22403100775
0.0,0.0,541.1
139.0,89.3115,594.435714285714
212.0,65.9248414,641.9926875
99.48,39.8617,784.226363636364
399.97342,121.3276,998.89765625
399.97342,128.2426,1019.67557894737
399.97342,128.2426,1004.26954545455
78.48,23.115,840.784615384615
78.97342,122.90607,903.63375
399.97342,141.2506,1000.54976816074
132.0,196.9697,897.312244897959
399.97342,122.90607,1010.59942857143
133.0,66.02871,691.611111111111
399.97342,184.5906,997.735849056604
15.795,12.890912,815.359102244389
60.0,122.454,771.864705882353
399.97342,121.3276,990.569975980785
139.97417,168.93718,1039.5830848329
123.0,80.89568,887.623404255319
69.0,24.08747,545.325
33.0,65.47783,550.33125
399.97342,122.90607,1009.14741940147
399.97342,124.1166,1024.04721052632
399.97342,121.3276,1005.47846153846
1.0,13.05853,541.11972
181.0,65.9248414,669.877
399.97342,122.90607,1011.40057142857
123.0,158.12321,791.25
399.97342,121.3276,999.277847113884
399.97342,192.981,1010.09673416068
399.97342,124.90825,1008.64226361032
399.97342,151.2596,1004.72
0.0,0.0,702.2
63.0,1.0546,650.56
399.97342,152.93481,998.445765345765
399.97342,122.90607,1011.74785714286
399.97342,122.90607,1010.5884
291.0,127.243569,681.546933333333
399.97342,121.3276,738.115428571429
169.764,152.866238,936.713075060533
399.97342,122.90607,1011.5836
399.97342,121.3276,1003.62307692308
399.97342,121.3276,1000.34285714286
399.97342,184.5906,1001.039
399.97342,191.2006,1011.8009771987
399.97342,124.90825,1001.85692307692
129.0,154.11932,788.166666666667
78.795,46.895,855.61
139.0,81.182805,582.429428571429
36.0,120.1624,787.766666666667
291.0,127.243569,873.77
399.97342,121.3276,1003.45384615385
399.97342,135.9646,1003.53009118541
399.97342,121.3276,998.7875
399.97342,122.90607,1011.88779235596
399.97342,121.3276,1005.1960949464
399.97342,121.3276,1003.62307692308
99.97342,128.2426,897.55975
150.0,34.8436,800.0
399.97342,146.5006,1000.64215384615
16.0,69.18247,550.5
74.0,51.32453,726.9
399.97342,192.981,737.103
399.97342,184.5906,1013.86083086053
399.97342,124.90825,1000.16861989206
399.97342,122.90607,706.199019607843
399.97342,191.2006,1001.09230769231
133.0,158.12321,740.866666666667
0.0,0.0,869.0
18.0,55.884805,564.003
0.0,0.0,769.7
399.97342,192.981,1005.93066666667
39.0,4.023,762.6206
399.97342,128.2426,1006.40250189538
46.3,37.968335,650.446
399.795,175.135,854.01724137931
0.0,0.0,819.8
104.0,120.8947519,1051.88095238095
399.97342,192.981,1011.49659685864
101.0,161.0433,1016.74285714286
399.97342,192.981,1024.52014285714
399.97342,121.3276,1001.46560805577
399.97342,135.9646,1030.57058823529
399.97342,128.2426,1010.95828571429
123.0,78.09485,795.65
122.0,114.33723072,781.378
399.97342,152.93481,734.585714285714
399.97342,192.981,1018.83805555556
150.0,155.006,808.943414634146
399.97342,121.3276,1003.80122887865
63.0,89.3115,815.25
399.97342,124.90825,1007.49857142857
31.0,1.68237999999999,661.65
399.97342,158.9674,723.728571428571
137.0,35.99997,656.266666666667
399.795,31.481,892.95
399.97342,122.90607,1010.40642857143
399.97342,128.2426,1008.81285714286
142.3,26.852545,689.0775
4.0,5.33652999999998,540.908
399.97342,141.2506,1002.155
399.97342,184.5906,992.822375
297.0,105.742569,717.1
65.0,96.119,777.09
399.97342,188.3839,702.311111111111
399.97342,128.2426,1011.3915
0.0,0.0,759.1
169.97342,176.899,1160.63095238095
59.0,23.594,649.9125
138.795,130.435,840.868421052632
6.0,20.27638,687.7
73.0,78.6336,773.46
399.97342,122.90607,1011.54171428571
133.0,13.494,817.3
133.0,13.494,782.228571428572
399.97342,124.90825,1004.60615384615
399.97342,121.3276,1004.95906040268
399.97342,151.2596,1006.06613394216
99.97342,192.981,1019.5755
399.97342,122.90607,961.661578697099
3.0,36.06133,540.538
121.0,41.6375,663.0
138.8195,105.41206,896.27119205298
44.0,139.239,795.19
84.764,48.904,763.4
75.0,2.6765386,641.24
51.0,34.69362,780.971428571429
33.0,65.47783,552.72375
399.97342,128.2426,1015.05685887495
14.0,2.407,561.092
399.97342,126.516,757.462857142857
399.97342,121.3276,985.744426362897
17.0,102.17762,714.725
20.0,174.827818,889.578571428571
71.0,42.432,546.1215
399.97342,157.0546,1000.97330232558
389.0,112.0305,719.38
139.0,166.9985,786.08
370.0,35.2382,746.725
8.0,40.2825,653.3
147.0,89.3115,861.27
138.795,86.645,843.85
399.97342,192.981,744.05625
399.97342,141.2506,981.18
399.97342,141.2506,1001.99230769231
399.97342,192.981,1002.36578947368
122.0,174.1963,926.861194029851
399.97342,124.90825,1002.12030769231
399.97342,121.3276,1004.59713799505
399.97342,125.3163,1005.36428571429
285.0,10.233431,758.725
399.97342,141.2506,1011.93585714286
399.97342,122.90607,1010.95785714286
151.7,176.285,938.825
399.97342,121.3276,1003.22307692308
399.97342,128.2426,1008.95
142.0,177.194818,892.7929
82.0,98.2287,778.010040160642
0.0,87.266,576.045
20.0,89.0593,886.525
399.97342,121.3276,1007.03213333333
85.0,13.0964614,650.866666666667
399.97342,124.90825,1001.238996139
134.0,146.8813,723.33
399.97342,121.3276,998.440109460516
135.0,156.448,739.977777777778
169.97342,167.8406,1160.67639902676
399.97342,122.90607,1011.24678571429
399.97342,124.1166,1028.36136363636
134.0,73.754088,694.5
399.97342,121.3276,1005.43928571429
53.97417,78.89968,665.8137
57.97342,121.3276,797.971666666667
399.97342,146.5006,997.472093023256
12.97342,192.981,938.281459566075
399.97342,121.3276,999.380031201248
399.97342,121.3276,991.193949044586
5.0,70.07493,595.033333333333
399.97342,152.93481,990.251898734177
139.9911,77.2173,913.248401826484
43.0,28.85362,684.1325
399.97342,124.90825,979.21
399.97342,192.981,1079.62291666667
399.97342,192.981,717.9875
54.0,50.22421,668.341
399.97342,122.90607,1010.80742857143
399.97342,192.981,1011.35429090909
234.48,65.9248414,647.448
5.0,81.3804,744.425
99.97342,124.90825,894.35
399.97342,121.3276,736.645714285714
399.97342,128.2426,1012.33511428571
195.0,80.8866614,684.51
399.97342,192.981,1004.192
399.97342,134.3606,986.630348892783
399.97342,121.3276,995.19342834521
399.97342,151.2596,733.442857142857
91.0,90.247,736.81
119.97342,85.0706,1008.67142857143
399.97342,188.3839,985.073333333333
399.97342,124.90825,1004.36923076923
399.97342,192.981,1006.60106666667
0.0245,31.05706,1207.2
139.97417,38.09036,1070.64029850746
399.97342,192.981,760.424285714286
11.0,96.257,865.7171
399.97342,121.3276,998.472534696859
399.97342,128.2426,1003.85384615385
128.0,55.0385,659.651
147.0,24.6945,845.766666666667
399.97342,71.6206,720.438461538462
399.97342,192.981,1013.05382107932
140.0,32.552,734.03
399.97342,188.3839,705.551428571429
399.97342,122.90607,733.742857142857
399.97342,121.3276,1007.16384615385
399.97342,122.90607,1011.59714285714
119.97342,85.0706,1008.67142857143
399.97342,192.981,1007.1892
399.97342,122.90607,1011.01428571429
399.97342,122.90607,1002.89771863118
79.0,12.782,785.596
139.97417,80.89568,1000.97
399.97342,192.981,736.74125
47.0,92.382,620.88
123.0,95.609,791.312903225806
399.97342,134.3606,1000.72692307692
399.97342,135.9646,1008.14520222046
142.0,106.0749,711.2
91.7,161.4917,810.166666666667
399.97342,124.90825,1000.99928571429
82.0,81.482,782.5968
399.97342,184.5906,1000.48461538462
399.97342,71.6206,1010.54134078212
40.0,144.1425,704.6
399.97342,184.5906,1002.33191833686
78.97342,122.90607,944.91
399.97342,192.981,1015.97720444154
113.0,171.8293,924.82
34.97342,192.981,1030.539
4.0,5.33652999999998,540.716
399.97342,121.3276,1003.29769230769
399.97342,122.90607,1011.50121428571
399.97342,122.90607,1010.73177142857
399.97342,192.981,1005.89546666667
399.97342,121.3276,1001.94764114462
65.0,31.775,791.88
199.9723,55.9231968,992.53
399.97342,122.90607,1001.52325581395
0.0,0.0,786.0
399.97342,188.3839,701.862
399.795,70.8405,882.857142857143
399.97342,122.90607,1006.07661538462
86.0,80.89568,959.07
399.97342,121.3276,1003.23919532272
399.97342,141.2506,1001.51294298921
399.97342,188.3839,996.769230769231
78.97342,122.90607,899.96475
399.97342,146.5006,1001.98214285714
399.97342,192.981,1008.70634081902
26.0,130.00638,651.002
399.97342,191.2006,983.870714285714
40.0,41.075,821.55
399.97342,124.90825,992.311356466877
399.97342,192.981,1004.64
139.795,72.97023072,858.024242424242
11.0,17.14547,735.9
37.0,60.0166,711.05
133.0,78.632,692.64
30.8195,177.48206,705.858823529412
399.97342,192.981,944.12375
399.97342,192.981,1010.59415096663
399.9911,47.5466,1006.43905714286
399.97342,141.2506,1050.28723076923
399.97342,122.90607,756.031428571428
399.97342,121.3276,998.7875
399.97342,184.5906,813.47
58.7,81.88,726.068
6.0,93.30062,734.27
139.9911,164.4833,1025.93434650456
399.97342,124.90825,997.188795908879
389.0,112.0305,720.42
399.97342,121.3276,1003.48769230769
26.551,116.09347,956.275
58.0,6.94200000000001,699.833333333333
66.48,159.333,840.58125
399.97342,192.981,722.141758241758
399.97342,128.2426,1011.34107142857
399.97342,122.90607,1003.05605242868
78.97342,128.2426,894.813
78.97342,124.1166,894.5
399.97342,122.90607,1011.59714285714
399.97342,122.90607,1003.79376899696
399.97342,121.3276,996.312598425197
399.97342,141.2506,1011.47214285714
399.97342,192.981,726.293
159.97342,71.6206,930.0125
399.97342,192.981,723.135
399.97342,192.981,1005.86666666667
399.97342,192.981,732.877
399.97342,188.3839,984.796533333333
0.0,0.0,684.8
78.97342,122.90607,911.542424242424
399.97342,121.3276,1063.34545454545
399.97342,124.1166,1013.10898011546
399.97342,122.90607,1010.26857142857
132.0,109.2415,744.0
399.97342,184.5906,1016.7918128655
134.0,164.1315,755.77
399.97342,192.981,746.982666666667
60.0,122.454,771.983823529412
399.97342,122.90607,1011.50347142857
406.0,13.8918,742.322
399.97342,121.3276,1008.51987673344
78.97342,71.6206,924.0875
399.97342,72.90645,997.384615384615
78.97342,122.90607,897.213
399.97342,188.3839,992.248947368421
133.0,13.494,779.233333333333
99.97342,192.981,1018.8019
399.97342,122.90607,1011.49235714286
31.0,1.68237999999999,661.182
399.97342,124.90825,1001.98271604938
399.97342,192.981,1014.67078804348
399.97417,75.6093,721.493333333333
96.0,9.99912,677.46
399.97342,121.3276,1006.59169230769
399.97342,191.2006,1019.65131004367
138.8195,105.41206,858.454744525548
399.97342,122.90607,1011.473
399.97342,192.981,1005.6512
399.97342,167.8406,1008.91201550388
399.97342,135.9646,1025.99142857143
399.97342,135.9646,1004.95176282051
6.0,20.27638,687.7
285.0,10.233431,831.266666666667
133.0,45.034,779.451333333333
3.0,88.0415,682.9
84.9911,84.283,937.972375
90.0,30.2755,734.6875
71.0,33.973185,657.384
399.97342,122.90607,1011.60721428571
99.97342,192.981,1012.14
78.97342,122.90607,899.96475
399.97342,121.3276,988.172916666667
109.0,57.85535,654.915333333333
78.97342,146.5006,880.112987012987
399.97342,128.2426,1008.81285714286
399.97342,134.3606,1040.744
399.97342,124.90825,1011.38125
399.97342,192.981,737.0375
399.97342,121.3276,731.805555555556
0.0,0.0,663.6
187.0,155.006,806.268292682927
139.97417,84.45986,1068.1498489426
399.97342,124.90825,997.591828793774
99.48,39.8617,777.4431875
399.97342,124.90825,1005.82933333333
138.48,128.24,821.650666666667
399.97342,188.3839,701.538200782269
82.0,98.2287,778.588
169.97342,167.8406,1137.21939252336
78.795,95.535,839.882178217822
399.97342,121.3276,740.654285714286
399.97342,151.2596,735.74
96.0,20.69,771.8
399.97342,192.981,990.63
399.97342,121.3276,1003.87046153846
113.0,85.149,890.662376237624
107.0,89.16,809.505882352941
399.97342,192.981,713.958490566038
399.97342,121.3276,1008.99733333333
399.97342,121.3276,1003.43353846154
134.0,164.1315,731.752105263158
89.0,50.1285,677.792
399.97342,192.981,710.056730769231
86.764,159.256238,830.233333333333
399.97342,188.3839,984.466666666667
399.97342,192.981,1007.13255813953
399.97342,141.2506,1028.37857142857
137.0,126.837,886.034782608696
109.0,39.046,653.633333333333
133.0,13.494,783.991666666667
70.8195,105.41206,1055.48136020151
399.97342,192.981,1018.70138888889
79.0,92.382,787.026
1.0,83.9493,818.433333333333
399.97342,192.981,724.27628458498
133.0,164.1315,784.72
91.0,90.247,730.866
399.97342,152.93481,734.585714285714
38.0,4.59710000000001,685.8
64.0,99.479,701.686666666667
389.0,112.0305,720.42
399.97342,188.3839,1012.04166666667
113.0,171.8293,925.3
142.0,106.0749,654.5
399.97342,184.5906,1002.29322709163
50.0,91.9723,636.211
399.97342,192.981,1006.03066666667
399.97342,184.5906,997.416666666667
399.97342,134.3606,1001.99333333333
399.97342,122.90607,1003.13783783784
399.97342,128.2426,997.838461538462
109.0,39.046,653.633333333333
83.0,168.93718,922.9
399.97342,152.93481,1001.49076923077
399.97342,135.9646,1030.45058823529
40.0,27.0876,1053.92857142857
399.97342,121.3276,1001.88053846154
199.97342,71.6206,1029.237776
399.97342,158.9674,995.035708752905
399.97342,121.3276,738.591071428571
138.795,63.895,867.106666666667
199.97342,192.981,691.123255813954
133.0,13.494,784.943333333333
399.97342,192.981,1009.82940247434
107.0,89.16,801.776470588235
399.97342,192.981,1011.63962017027
16.97342,192.981,960.466
70.8195,105.41206,928.577987421384
32.0,81.3804,779.818181818182
399.97342,191.2006,737.486428571429
91.7,141.656805,584.182171428571
151.7,176.285,871.65
399.97342,184.5906,995.22625
399.97342,122.90607,1011.82785714286
99.97342,121.3276,798.233333333333
135.0,156.448,743.150222222222
399.97342,122.90607,1009.54427596664
399.97342,72.90645,1009.28962848297
399.97342,134.3606,1011.55428571429
138.48,17.0,827.635294117647
