range_atomic_mass,wtd_mean_FusionHeat,wtd_range_fie,wtd_std_FusionHeat
121.3276,4.67257142857143,680.011428571428,5.34181175410801
128.2426,6.98733333333333,366.833333333333,5.28377398793283
135.9646,4.4572,744.108,5.39297121816907
141.2506,4.5132,740.324,5.44633786686063
146.5006,4.6012,742.5,5.54232162184765
148.93092,5.0732,741.94,6.27807392119589
151.2596,5.3052,741.38,6.75034986945121
152.93481,5.0572,740.74,6.24783951138311
158.9674,5.4732,746.82,7.12710685762463
128.2426,9.44745454545454,242.0,3.92104940414579
134.3606,9.146,242.128571428571,4.30255857435018
141.2506,9.97472727272727,230.6,3.76167586180099
121.3276,9.56028571428571,231.371428571429,4.35965010766053
121.3276,4.5572,750.936,5.50827546152151
121.3276,8.0105,205.195,4.89272017900063
121.3276,7.81771428571429,269.674285714286,5.16380219036559
184.5906,3.6395,728.807142857143,4.48495149280983
122.90607,3.83471428571429,738.578571428571,4.6583013524026
157.0546,7.1255,303.15,4.58721819297927
122.90607,3.88328571428571,722.892857142857,4.69249066409866
121.3276,7.56066666666667,355.646666666667,5.49400408526321
157.0546,4.3292,739.62,5.29460081214816
158.9674,7.884,735.985714285714,9.41658828117396
121.3276,4.17466666666667,867.025,5.63625297121727
122.90607,3.83471428571429,739.575,4.6583013524026
122.90607,3.83471428571429,738.578571428571,4.6583013524026
122.90607,3.88685714285714,745.644285714286,4.76894008675098
122.90607,3.86071428571429,749.414142857143,4.70858839065946
122.90607,3.85742857142857,749.410857142857,4.6961572393103
122.90607,3.84714285714286,748.294857142857,4.66748905970319
122.90607,3.85185714285714,744.920714285714,4.67719408951782
122.90607,3.869,744.927857142857,4.71784619442874
122.90607,3.87614285714286,745.084285714286,4.73722721577481
122.90607,3.83864285714286,749.048857142857,4.65567254781186
124.90825,3.85542857142857,742.82,4.6719654737332
128.2426,3.85828571428571,742.75,4.67388726908145
134.3606,3.87828571428571,742.627142857143,4.6906812698701
141.2506,3.89971428571429,741.854285714286,4.71510847365862
121.3276,5.25838461538462,698.295,5.66026347631466
121.3276,5.26646153846154,689.536153846154,5.6719347210004
121.3276,5.25192307692308,705.302076923077,5.65090081262119
121.3276,5.25353846153846,703.550307692308,5.65324362461852
121.3276,5.25676923076923,700.046769230769,5.65792495468961
121.3276,5.25030769230769,659.715384615385,5.64855656694176
121.3276,5.36630769230769,558.707692307692,5.55887541732367
121.3276,5.47938461538462,558.707692307692,5.49837863567996
121.3276,5.25030769230769,659.715384615385,5.64855656694176
121.3276,5.25030769230769,659.715384615385,5.64855656694176
141.2506,5.14261538461539,661.346153846154,5.54263599518748
121.3276,5.25030769230769,659.715384615385,5.64855656694176
121.3276,5.25030769230769,659.715384615385,5.64855656694176
121.3276,5.25030769230769,659.715384615385,5.64855656694176
121.3276,5.25030769230769,659.715384615385,5.64855656694176
148.93092,5.29114285714286,709.342857142857,6.21218602951538
141.2506,4.80114285714286,745.947142857143,5.50004320576722
121.3276,5.25030769230769,659.715384615385,5.64855656694176
121.3276,5.25030769230769,659.715384615385,5.64855656694176
121.3276,5.25030769230769,659.715384615385,5.64855656694176
121.3276,5.07729032258065,741.038709677419,6.51623759539075
134.3606,4.3982,739.251,5.34321131530468
134.3606,4.3932,744.652,5.33960337103796
134.3606,2.53544444444444,1001.49633333333,4.48232555243645
134.3606,4.3832,755.454,5.33236609395867
134.3606,4.3782,760.855,5.32873673209702
134.3606,4.3732,766.256,5.32510020187414
134.3606,4.3882,750.053,5.33598830208613
121.3276,4.57986666666667,746.833333333333,5.52935123218709
192.981,5.04261538461538,622.592307692308,5.39673248062711
192.981,8.0555,191.025,4.87095891483392
151.2596,10.7745714285714,236.285714285714,5.68518824558652
148.93092,10.3602857142857,237.285714285714,5.07839462018927
141.2506,9.36028571428571,234.4,4.30240204385164
121.3276,5.28928682170543,654.650387596899,5.65296450346393
135.9646,9.35314285714286,211.607142857143,4.28027560623216
141.2506,9.50314285714286,211.607142857143,4.28804342423946
121.3276,9.80314285714286,211.607142857143,4.36066860628936
157.0546,9.01028571428571,211.607142857143,4.33453809416827
121.3276,5.25030769230769,659.715384615385,5.64855656694176
121.3276,5.32915384615385,692.896153846154,5.78455528968375
121.3276,5.24107692307692,704.833846153846,5.63767172976082
121.3276,5.23184615384615,702.613846153846,5.62675069297963
122.90607,3.83471428571429,738.578571428571,4.6583013524026
122.90607,3.84935714285714,747.713571428571,4.69371210248567
122.90607,3.864,745.084285714286,4.72881235467366
121.3276,5.23,702.169846153846,5.62456212312773
121.3276,5.22815384615385,701.725846153846,5.62237209515089
121.3276,5.22630769230769,701.281846153846,5.62018060734454
121.3276,5.22538461538462,701.059846153846,5.61908431547158
121.3276,5.21707692307692,699.061846153846,5.60920121094368
121.3276,5.25030769230769,659.715384615385,5.64855656694176
121.3276,5.328875,649.50625,5.65716290284936
151.2596,5.90415384615385,662.361538461538,6.71403560685952
136.31906,5.20031354642313,685.549315068493,5.63900129377413
136.31906,5.08322255192878,636.224035608309,5.6148164021099
136.31906,4.91514285714286,612.592857142857,5.57562002775275
121.3276,4.57986666666667,746.833333333333,5.52935123218709
135.9646,5.05161832061069,669.932061068702,5.49373697597465
141.2506,5.11251987767584,665.332415902141,5.53896213785485
146.5006,5.29750702028081,654.316848673947,5.63170912564274
148.93092,5.80563493312352,648.064594807238,6.29565996441802
151.2596,5.9839344773791,653.2248049922,6.72692408506687
152.93481,5.81630830039526,643.724505928854,6.27092729870019
157.0546,5.07392761605035,645.782926829268,5.43349051528153
158.9674,6.06569230769231,667.592307692308,7.06492357609724
121.3276,5.36099371069182,645.332704402516,5.66036342311352
128.2426,4.86242553191489,674.034650455927,5.39086668244722
134.3606,4.98691228070175,670.941342486651,5.44995933230772
122.90607,3.83471428571429,738.578571428571,4.6583013524026
122.90607,3.83471428571429,738.578571428571,4.6583013524026
121.3276,5.43244689221086,681.187411487018,5.76399880932761
121.3276,4.89239631336406,658.701996927803,5.30449542153041
121.3276,5.34531126871552,684.476241134752,5.63660003497971
179.0846,5.54814516129032,670.868241935484,5.77670443314875
121.3276,5.40355971896956,679.285714285714,5.77338024959268
121.3276,5.40619496855346,686.208113207547,5.71169697049327
121.3276,5.29163565891473,685.519348837209,5.65622924142902
121.3276,5.25870769230769,697.944646153846,5.66073100939358
121.3276,9.59089743589744,253.455512820513,4.38118666921489
121.3276,5.28928682170543,654.650387596899,5.65296450346393
130.386,5.36199515347334,672.398651050081,5.61521420419048
130.386,5.26740506329114,677.740443037975,5.58599291745867
121.3276,5.25838461538462,698.295,5.66026347631466
121.3276,5.25838461538462,698.295,5.66026347631466
121.3276,5.26646153846154,689.536153846154,5.6719347210004
121.3276,5.25030769230769,659.715384615385,5.64855656694176
121.3276,5.25273076923077,704.426192307692,5.65207239771867
121.3276,5.25273076923077,704.426192307692,5.65207239771867
121.3276,5.25596153846154,700.922653846154,5.65675515835692
121.3276,8.57974440894569,206.977635782748,5.01602599074058
121.3276,5.13237148217636,513.053846153846,5.62882052542132
121.3276,9.47341636003397,300.611378431928,4.43050582289884
121.3276,9.47341636003397,300.611378431928,4.43050582289884
121.3276,9.34611304954641,273.24494068388,4.52933236521554
121.3276,9.5390763968073,314.726339794755,4.37721457902036
121.3276,9.51664723446609,309.904734821555,4.39560157440139
121.3276,9.49432624113475,305.106382978723,4.41371069902655
121.3276,9.56028571428571,231.371428571429,4.35965010766053
141.2506,9.36028571428571,234.4,4.30240204385164
151.2596,10.7745714285714,236.285714285714,5.68518824558652
146.5006,9.51742857142857,238.285714285714,4.34279629656623
148.93092,10.3602857142857,237.285714285714,5.07839462018927
121.3276,9.56028571428571,231.371428571429,4.35965010766053
122.90607,3.83471428571429,738.578571428571,4.6583013524026
122.90607,3.83764285714286,749.817,4.66540868072276
122.90607,3.84057142857143,749.291142857143,4.67250336259583
122.90607,3.84642857142857,748.239428571428,4.68665501662945
122.90607,6.575,322.7535,4.62304510036404
188.3839,8.11133333333333,192.5,4.31893670041854
188.3839,8.1002,123.0,4.09743924421095
121.3276,9.56028571428571,231.371428571429,4.35965010766053
121.3276,9.68028571428571,289.225714285714,4.52920307447082
121.3276,9.80028571428571,259.165714285714,4.68956415014949
121.3276,9.92028571428571,229.105714285714,4.84164675982653
121.3276,10.0402857142857,199.045714285714,4.98620845688487
121.3276,10.1602857142857,168.985714285714,5.12388585002453
121.3276,10.2802857142857,138.925714285714,5.25522003655918
192.981,8.977,156.833333333333,4.38732473534081
192.981,9.10875,97.84,3.87060382078817
192.981,10.2767777777778,258.161111111111,3.2766579951658
192.981,8.977,156.833333333333,4.38732473534081
122.90607,3.74737410071942,752.48273381295,4.57889906307541
121.3276,5.25030769230769,659.715384615385,5.64855656694176
121.3276,5.3673828125,688.1673515625,5.72012950249639
121.3276,5.24689706987228,710.67350864012,5.85064920944461
121.3276,5.3529262166405,646.381004709576,5.65957683702128
121.3276,5.27861252900232,702.598685228152,5.65322901268114
121.3276,5.28415170278638,700.363544891641,5.65601241907461
121.3276,5.28686068111455,697.425851393189,5.65992149753857
121.3276,5.28835730858469,692.031167826759,5.66728859761568
121.3276,5.27184615384615,683.696923076923,5.67969584567768
121.3276,5.26824903325599,701.540835266821,5.64077059370485
121.3276,5.2589682907966,699.308816705336,5.6298411712117
121.3276,5.24818125484121,693.886986831913,5.6087320899923
121.3276,5.19875134719015,693.257043879908,5.58314274425793
121.3276,5.17646153846154,689.293846153846,5.56045228674216
121.3276,5.33295571095571,695.211888111888,5.70937844886111
121.3276,5.38487051482059,687.059438377535,5.76606316544064
121.3276,5.29409302325581,701.180465116279,5.66091543182111
121.3276,5.29343962848297,700.367414860681,5.67193709179591
121.3276,5.34508892355694,692.63120124805,5.69603161033865
121.3276,5.36525798908807,687.206001558846,5.73490981904548
121.3276,5.3693602484472,683.749844720497,5.77157910193115
121.3276,5.35677255204318,688.623515805705,5.81273030370236
121.3276,5.28000156128025,690.993832943013,5.61755611254513
121.3276,5.2429538702111,682.938936669273,5.57855541874686
121.3276,5.21752590266876,673.355886970173,5.54013682946581
121.3276,5.30900389105058,652.088326848249,5.65509056614206
141.2506,9.36028571428571,234.4,4.30240204385164
141.2506,9.36028571428571,303.6,4.30240204385164
141.2506,9.36028571428571,287.914285714286,4.30240204385164
141.2506,9.36028571428571,272.228571428571,4.30240204385164
141.2506,9.36028571428571,256.542857142857,4.30240204385164
141.2506,9.36028571428571,247.5,4.30240204385164
122.90607,4.060125,649.7355,4.40706699340673
122.90607,4.00734939759036,608.337831325301,4.33526291481519
192.981,8.977,156.833333333333,4.38732473534081
192.981,8.977,156.833333333333,4.38732473534081
121.3276,5.25030769230769,659.715384615385,5.64855656694176
148.93092,5.68107692307692,662.9,6.27942141457118
134.3606,5.02723076923077,665.507692307692,5.45523988267379
121.3276,5.25030769230769,659.715384615385,5.64855656694176
135.9646,9.26028571428571,241.157142857143,4.29449886363891
121.3276,5.328875,649.50625,5.65716290284936
128.2426,8.946,243.357142857143,4.36009292168347
192.981,8.977,156.833333333333,4.38732473534081
122.90607,3.84685714285714,734.657142857143,4.66691955388659
121.3276,4.86685714285714,692.914285714286,5.51821719213659
141.2506,4.49493333333333,778.7508,5.43811591719861
121.3276,4.86685714285714,692.914285714286,5.51821719213659
151.2596,5.90415384615385,662.361538461538,6.71403560685952
157.0546,5.66953846153846,695.457692307692,6.42792779883084
157.0546,5.54753846153846,689.427692307692,6.27052941717026
157.0546,5.43492307692308,684.707692307692,6.11948925045142
157.0546,5.31292307692308,690.517692307692,5.94913320721261
157.0546,5.20030769230769,695.880769230769,5.78514933501309
157.0546,4.96569230769231,660.669230769231,5.42011699255816
121.3276,9.57028571428571,297.798571428571,4.36855163033914
121.3276,9.58028571428571,276.311428571429,4.37741220730388
121.3276,9.59028571428571,254.824285714286,4.38623208669666
121.3276,9.60028571428571,233.337142857143,4.39501151353232
121.3276,9.61885714285714,298.125714285714,4.4337245686917
121.3276,9.67742857142857,276.965714285714,4.50582032668043
121.3276,9.60457142857143,297.812857142857,4.41082657809631
121.3276,9.69314285714286,254.867142857143,4.51013390452376
121.3276,9.73742857142857,233.394285714286,4.55833111243712
121.3276,9.47814285714286,295.702857142857,4.34633162000099
121.3276,9.396,272.12,4.33141468147038
146.5006,9.51742857142857,238.285714285714,4.34279629656623
121.3276,9.56028571428571,231.371428571429,4.35965010766053
121.3276,9.56028571428571,231.371428571429,4.35965010766053
122.90607,3.83471428571429,738.578571428571,4.6583013524026
121.3276,5.21564615384615,704.382923076923,5.62326712844676
121.3276,5.16365384615385,700.376538461538,5.5847149189848
121.3276,5.077,693.699230769231,5.51877453649045
121.3276,5.25805546995378,658.708628659476,5.64945441029991
121.3276,5.25676923076923,700.046769230769,5.65792495468961
141.2506,5.14261538461539,661.346153846154,5.54263599518748
135.9646,5.08876923076923,664.984615384615,5.49840919866613
128.2426,8.946,243.357142857143,4.36009292168347
128.2426,8.92028571428571,228.171428571429,4.36824259250088
128.2426,8.93571428571429,237.282857142857,4.36337280140967
128.2426,8.90485714285714,219.06,4.37305252748732
121.3276,9.65842857142857,313.158,4.68392824628287
121.3276,9.75657142857143,307.030285714286,4.9852336485477
121.3276,9.90378571428571,297.838714285714,5.40245226961888
121.3276,10.051,288.647142857143,5.78593833604986
121.3276,9.53564285714286,312.210857142857,4.3558214922617
121.3276,9.511,305.136,4.35184996787081
121.3276,9.47403571428571,294.523714285714,4.34562386596433
121.3276,9.43707142857143,283.911428571429,4.33907394603776
121.3276,9.55,313.619142857143,4.35411437608155
121.3276,9.53971428571429,307.952571428571,4.34854726856438
121.3276,9.51917024320458,298.81530758226,4.34113167321696
121.3276,9.50885714285714,290.952857142857,4.3316564772307
122.90607,9.54814285714286,315.420714285714,4.36634138867416
122.90607,9.52385714285714,307.690714285714,4.37959228136826
122.90607,9.49957142857143,299.960714285714,4.39266893673483
122.90607,9.47528571428571,292.230714285714,4.40557290629188
121.3276,5.25030769230769,659.715384615385,5.64855656694176
128.2426,4.91953846153846,666.169230769231,5.39915111013381
134.3606,5.02723076923077,665.507692307692,5.45523988267379
135.9646,5.08876923076923,664.984615384615,5.49840919866613
141.2506,5.14261538461539,661.346153846154,5.54263599518748
146.5006,5.22723076923077,663.438461538461,5.62394433381257
148.93092,5.68107692307692,662.9,6.27942141457118
151.2596,5.90415384615385,662.361538461538,6.71403560685952
152.93481,5.66569230769231,661.746153846154,6.25185564310697
157.0546,4.96569230769231,660.669230769231,5.42011699255816
136.31906,4.91514285714286,612.592857142857,5.57562002775275
136.31906,4.91514285714286,612.592857142857,5.57562002775275
141.2506,5.14261538461539,661.346153846154,5.54263599518748
146.5006,5.22723076923077,663.438461538461,5.62394433381257
134.3606,5.02723076923077,665.507692307692,5.45523988267379
148.93092,5.68107692307692,662.9,6.27942141457118
121.3276,5.25030769230769,659.715384615385,5.64855656694176
128.2426,4.91953846153846,666.169230769231,5.39915111013381
128.2426,5.03553846153846,565.161538461538,5.31248301521824
128.2426,5.43666666666667,502.833333333333,5.3369091137932
135.9646,5.20476923076923,563.976923076923,5.40970288042124
141.2506,5.14261538461539,661.346153846154,5.54263599518748
141.2506,5.25861538461538,560.338461538462,5.45350373667399
121.3276,5.29321799844841,654.139565554693,5.65339394879033
121.3276,5.19639087452471,708.69216730038,5.63900121803063
121.3276,5.14739352896915,709.839954853273,5.62964430146448
121.3276,5.11371343283582,704.439402985075,5.61911093740233
121.3276,9.56028571428571,231.371428571429,4.35965010766053
121.3276,9.53975,313.39,4.35646950871427
121.3276,9.51921428571429,307.494285714286,4.35318971196608
121.3276,9.49867857142857,301.598571428571,4.34981049302784
121.3276,9.47814285714286,295.702857142857,4.34633162000099
121.3276,9.43707142857143,283.911428571429,4.33907394603776
121.3276,9.396,272.12,4.33141468147038
121.3276,9.31385714285714,248.537142857143,4.31488271413427
141.2506,5.18075968992248,656.293798449612,5.54705427905742
141.2506,5.19703875968992,684.702325581395,5.57124557406687
141.2506,5.25285271317829,684.725581395349,5.66832833334358
121.3276,5.28928682170543,654.650387596899,5.65296450346393
192.981,4.98586666666667,668.885333333333,5.28178351022539
121.3276,5.408,678.738461538461,5.91637854408616
122.90607,4.79338473341005,650.565285769083,5.35393664075037
122.90607,4.80818572524942,654.463775901765,5.3599339166622
122.90607,4.8300738177624,657.358362168397,5.36697590037414
122.90607,4.86995050270688,657.739597834493,5.37659312664834
122.90607,4.89393798449612,660.41007751938,5.38370312563678
122.90607,4.89354165096118,695.96468149265,5.47897610105776
122.90607,4.91343072857682,695.032804832012,5.48535165486022
122.90607,4.94588172858226,692.455572403336,5.49357555212371
122.90607,4.99131297709924,688.191603053435,5.50350289435303
122.90607,5.02813732259302,685.075450709628,5.51190567609242
122.90607,5.06346435452794,685.034489402697,5.51988520291443
122.90607,5.15268398930073,690.314367596484,5.62199563126604
122.90607,5.16001526717557,695.158015267176,5.62585696540418
122.90607,5.20724212144504,695.042352036895,5.63474118854627
122.90607,5.24152913932844,696.595175607873,5.64175536164177
122.90607,5.25270987654321,701.008179012346,5.64595316579905
122.90607,5.24243093497499,703.697729896114,5.64547604169412
122.90607,5.25538473400154,703.566075558982,5.64770604157215
121.3276,5.26972200772201,657.192664092664,5.65078606483377
121.3276,5.2736228748068,656.685780525502,5.65122587896258
122.90607,5.26644015444015,703.669305019305,5.64969298165476
122.90607,5.2826976744186,700.258527131783,5.65079138122977
122.90607,5.27940310077519,699.20988372093,5.64970162485709
122.90607,5.27610852713178,698.161240310078,5.64860973667097
122.90607,5.24346718146718,696.357142857143,5.6419820179279
122.90607,5.21107692307692,694.566923076923,5.63521068422657
122.90607,5.17893486590038,692.790421455939,5.62829892293155
122.90607,5.15456880733945,690.07629969419,5.62224332510907
141.2506,9.36028571428571,234.4,4.30240204385164
141.2506,9.36778571428571,303.170357142857,4.30951886075748
141.2506,9.37528571428571,287.055,4.31661091314821
141.2506,9.38278571428571,270.939642857143,4.32367832288619
141.2506,9.39028571428571,254.824285714286,4.33072121061627
121.3276,9.56028571428571,231.371428571429,4.35965010766053
121.3276,9.56028571428571,231.371428571429,4.35965010766053
122.90607,8.83171428571429,241.985714285714,4.41709412281377
122.90607,8.851,298.235714285714,4.41459878455239
122.90607,8.88957142857143,256.135714285714,4.40935082222649
122.90607,8.90885714285714,247.5,4.40659789175185
122.90607,8.94742857142857,283.392857142857,4.40083332554002
121.3276,5.28242944785276,697.285582822086,5.72526692920658
192.981,9.4402,113.7,3.67680192014745
192.981,9.09525,112.575,3.87350460661918
121.3276,5.27300308641975,703.428472222222,5.66224499984433
121.3276,5.27986430223593,701.268272937548,5.67958033270771
121.3276,5.27441749808135,699.72202609363,5.7062469494229
121.3276,5.30787374903772,693.45623556582,5.73736971325318
121.3276,5.27905568268497,694.791075514874,5.76050300232258
121.3276,5.26535126825519,704.124442736357,5.6811312346131
121.3276,5.36086292834891,690.901401869159,5.73801576115754
121.3276,5.39265217391304,684.259937888199,5.81707896191923
121.3276,5.46373106646059,670.107727975271,5.97121203787347
122.90607,3.81542387419585,745.231522516083,4.64333415089997
122.90607,3.82079897054618,743.580411781527,4.6469538869783
122.90607,3.83222044088176,740.570655596908,4.65323067557219
122.90607,3.8335,738.970714285714,4.65743691391981
122.90607,3.83471428571429,738.578571428571,4.6583013524026
122.90607,3.86193394600804,732.849425617461,4.66908850570403
122.90607,3.88045932325414,728.495248380129,4.67758254612863
122.90607,3.90051466551076,724.088296488947,4.68583201705546
122.90607,3.90968985968465,721.818356719224,4.69027201609815
122.90607,4.86611023622047,660.470866141732,5.36076784550122
122.90607,4.83894915254237,656.095377503852,5.36832672557711
158.9674,9.74957142857143,310.125,4.65549265022796
158.9674,9.93885714285714,300.964285714286,4.92635934622752
158.9674,10.1281428571429,291.803571428571,5.17617260499828
158.9674,10.3174285714286,282.642857142857,5.40785087646108
158.9674,10.5067142857143,286.317857142857,5.6236359416379
158.9674,10.696,297.307142857143,5.82529425375724
158.9674,10.8852857142857,308.296428571429,6.01424699512477
122.90607,3.82257142857143,743.164285714286,4.64963546519334
122.90607,6.571875,301.265625,4.56912929171139
122.90607,3.832888252149,740.865042979943,4.6522900743544
122.90607,6.533625,311.11875,4.56412673568285
122.90607,3.8450659025788,736.932378223496,4.66094881921807
122.90607,6.554875,304.25625,4.56694616066086
122.90607,3.85204291845494,733.829613733906,4.66824083893996
122.90607,6.58675,293.9625,4.57098681222119
122.90607,3.8473767762308,739.217410650208,4.66137667677101
122.90607,3.8765664073754,732.905531547104,4.67694096142788
122.90607,3.90596703773312,726.548026601128,4.69238202095424
121.3276,5.2736228748068,656.685780525502,5.65122587896258
121.3276,5.29321799844841,654.139565554693,5.65339394879033
121.3276,5.31296573208723,651.573520249221,5.6555093753592
121.3276,5.31693374902572,651.057911145752,5.65592602468437
121.3276,5.34890196078431,646.903921568627,5.65918012926664
121.3276,5.36908661417323,644.281102362205,5.66114082576921
121.3276,5.49361290322581,628.1,5.67163365938643
121.3276,5.29566175329713,699.231923972071,5.65691819981638
121.3276,5.28686068111455,697.425851393189,5.65992149753857
121.3276,5.26250235478807,672.938618524333,5.55325221007539
121.3276,5.18955905511811,649.561417322835,5.44713938022655
121.3276,4.78106833333333,740.61475,5.43439471594251
121.3276,5.32527102803738,698.47429906542,5.68097616919443
121.3276,5.36189071038251,694.974941451991,5.73281747842919
121.3276,5.57900232018561,675.288863109049,5.93494485790322
135.9646,5.18030721003135,652.794357366771,5.50883533307528
135.9646,5.13411180124224,658.946273291925,5.50376645850244
121.3276,5.27861252900232,702.598685228152,5.65322901268114
121.3276,5.39488202692003,688.869216152019,5.66145871081834
122.90607,3.859,730.735714285714,4.67549033333862
134.3606,7.174,365.686666666667,5.30912597954378
135.9646,3.88971428571429,742.53,4.70288658209845
121.3276,5.25030769230769,659.715384615385,5.64855656694176
121.3276,5.25030769230769,685.093846153846,5.64855656694176
121.3276,5.25030769230769,685.093846153846,5.64855656694176
135.9646,9.26028571428571,241.157142857143,4.29449886363891
134.3606,5.08332295719844,657.948249027237,5.4620828221129
134.3606,5.07771095571096,656.868065268065,5.46232387087214
134.3606,5.05157528957529,656.751351351351,5.46096415224736
134.3606,5.03122367409685,657.702613374327,5.45930790718478
134.3606,5.02691174213354,655.392555640829,5.46017767702286
134.3606,5.0148844682479,654.512777352716,5.45986007998399
128.2426,6.86475,291.81825,4.5855428727142
121.3276,5.34890196078431,646.903921568627,5.65918012926664
121.3276,5.36099371069182,645.332704402516,5.66036342311352
121.3276,5.4017147385103,640.041362916006,5.66415670987291
151.2596,5.90415384615385,662.361538461538,6.71403560685952
192.981,4.9544,661.026666666667,5.2534095696668
192.981,3.5163,758.565,4.4863378952103
122.90607,3.73307994389902,656.115427769986,4.61460995761615
122.90607,3.82257142857143,742.5,4.64963546519334
122.90607,3.859,730.735714285714,4.67549033333862
192.981,9.09525,112.575,3.87350460661918
192.981,9.4402,113.7,3.67680192014745
188.3839,7.42025,112.575,4.16833305261228
121.3276,5.328875,649.50625,5.65716290284936
121.3276,9.56028571428571,231.371428571429,4.35965010766053
121.3276,5.25030769230769,659.715384615385,5.64855656694176
192.981,5.01298013245033,656.649006622517,5.27436213081947
192.981,4.72137219730942,687.263228699552,5.14573796043223
192.981,8.86297520661157,239.394214876033,4.52654923839891
192.981,8.77266666666667,224.493333333333,4.43548909992523
121.3276,9.57828571428571,280.608857142857,4.37564335561186
121.3276,9.59028571428571,254.824285714286,4.38623208669666
192.981,9.76413333333333,127.597333333333,3.21913019031884
192.981,4.97689473684211,679.812631578947,5.26842015063876
121.3276,5.43060557768924,636.287250996016,5.66666898787429
192.981,3.4596,754.38,4.46509241113776
121.3276,5.22953846153846,698.625,5.62290675739576
121.3276,5.28928682170543,654.650387596899,5.65296450346393
121.3276,5.32090795631825,650.541497659906,5.65634050309949
121.3276,5.38534913112164,642.167930489731,5.66266770426946
121.3276,5.4640208500401,631.945228548516,5.66938969880382
121.3276,5.468227929374,631.398555377207,5.66971819326727
188.3839,4.42498039215686,673.990196078431,4.94782749509157
121.3276,5.4384,659.293333333333,5.78014621268355
188.3839,3.65333333333333,675.39,4.41582784487298
188.3839,3.67222222222222,681.402222222222,4.43071947450167
128.2426,3.99257142857143,738.769285714286,4.75122164311883
121.3276,5.30504821150855,652.60233281493,5.65466960799583
121.3276,5.26582716049383,657.698765432099,5.65034420843812
188.3839,8.1002,123.0,4.09743924421095
121.3276,9.58957142857143,308.705714285714,4.39694086373511
121.3276,9.61885714285714,298.125714285714,4.4337245686917
121.3276,9.51921428571429,307.494285714286,4.35318971196608
121.3276,9.47814285714286,295.702857142857,4.34633162000099
128.2426,8.946,243.357142857143,4.36009292168347
128.2426,8.97528571428571,308.705714285714,4.40146904743294
128.2426,9.00457142857143,298.125714285714,4.44226675912013
128.2426,8.90492857142857,307.494285714286,4.34783425502671
128.2426,8.86385714285714,295.702857142857,4.33515183219265
141.2506,9.36028571428571,234.4,4.30240204385164
141.2506,9.38957142857143,308.705714285714,4.34153400661704
141.2506,9.41885714285714,298.125714285714,4.38012059287907
141.2506,9.31921428571428,307.494285714286,4.29394298782053
141.2506,9.27814285714286,295.702857142857,4.28507359258596
146.5006,9.51742857142857,238.285714285714,4.34279629656623
146.5006,9.54671428571429,308.705714285714,4.38051706714061
146.5006,9.576,298.125714285714,4.41772164938315
146.5006,9.47635714285714,307.494285714286,4.3359048504838
146.5006,9.43528571428571,295.702857142857,4.32861275086358
151.2596,10.7745714285714,236.285714285714,5.68518824558652
151.2596,10.8038571428571,308.705714285714,5.70760745292935
